"","date","GES"
"1","2007-01-03",32.349998
"2","2007-01-04",33.715
"3","2007-01-05",32.915001
"4","2007-01-08",33.639999
"5","2007-01-09",34.580002
"6","2007-01-10",34.25
"7","2007-01-11",35.279999
"8","2007-01-12",35.705002
"9","2007-01-16",37.174999
"10","2007-01-17",37.244999
"11","2007-01-18",37.424999
"12","2007-01-19",36.575001
"13","2007-01-22",36.23
"14","2007-01-23",36.415001
"15","2007-01-24",36.775002
"16","2007-01-25",35.785
"17","2007-01-26",36.075001
"18","2007-01-29",35.755001
"19","2007-01-30",35.134998
"20","2007-01-31",36.055
"21","2007-02-01",36.935001
"22","2007-02-02",36.275002
"23","2007-02-05",36.305
"24","2007-02-06",36.639999
"25","2007-02-07",36.580002
"26","2007-02-08",36.685001
"27","2007-02-09",36.474998
"28","2007-02-12",37.005001
"29","2007-02-13",37.470001
"30","2007-02-14",37.290001
"31","2007-02-15",41.814999
"32","2007-02-16",42.43
"33","2007-02-20",42.990002
"34","2007-02-21",42.424999
"35","2007-02-22",42.224998
"36","2007-02-23",42.560001
"37","2007-02-26",41.259998
"38","2007-02-27",40.509998
"39","2007-02-28",40.73
"40","2007-03-01",40.919998
"41","2007-03-02",39.965
"42","2007-03-05",38.860001
"43","2007-03-06",40.355
"44","2007-03-07",40.939999
"45","2007-03-08",41.450001
"46","2007-03-09",42.43
"47","2007-03-12",42.595001
"48","2007-03-13",40.810001
"49","2007-03-14",40.470001
"50","2007-03-15",40.049999
"51","2007-03-16",39.5
"52","2007-03-19",41.119999
"53","2007-03-20",41.200001
"54","2007-03-21",41.27
"55","2007-03-22",41.669998
"56","2007-03-23",41.66
"57","2007-03-26",42.57
"58","2007-03-27",41.639999
"59","2007-03-28",41.48
"60","2007-03-29",41
"61","2007-03-30",40.490002
"62","2007-04-02",41.68
"63","2007-04-03",41.950001
"64","2007-04-04",41.799999
"65","2007-04-05",41.400002
"66","2007-04-09",40.959999
"67","2007-04-10",41.43
"68","2007-04-11",41.200001
"69","2007-04-12",40.57
"70","2007-04-13",39.419998
"71","2007-04-16",39.580002
"72","2007-04-17",39.540001
"73","2007-04-18",38.689999
"74","2007-04-19",37.540001
"75","2007-04-20",39.59
"76","2007-04-23",41.07
"77","2007-04-24",41.029999
"78","2007-04-25",41.389999
"79","2007-04-26",40.98
"80","2007-04-27",40.900002
"81","2007-04-30",39.400002
"82","2007-05-01",39.259998
"83","2007-05-02",40.150002
"84","2007-05-03",39.610001
"85","2007-05-04",39.900002
"86","2007-05-07",38.43
"87","2007-05-08",40.119999
"88","2007-05-09",42.57
"89","2007-05-10",41.549999
"90","2007-05-11",41.52
"91","2007-05-14",41.599998
"92","2007-05-15",39.959999
"93","2007-05-16",40.419998
"94","2007-05-17",40.59
"95","2007-05-18",40.509998
"96","2007-05-21",40.720001
"97","2007-05-22",41.700001
"98","2007-05-23",41.630001
"99","2007-05-24",41
"100","2007-05-25",41.110001
"101","2007-05-29",41.650002
"102","2007-05-30",43
"103","2007-05-31",44.200001
"104","2007-06-01",45.529999
"105","2007-06-04",47.25
"106","2007-06-05",47.419998
"107","2007-06-06",49.220001
"108","2007-06-07",48.740002
"109","2007-06-08",49.450001
"110","2007-06-11",49.150002
"111","2007-06-12",48.869999
"112","2007-06-13",49.040001
"113","2007-06-14",49.209999
"114","2007-06-15",49.380001
"115","2007-06-18",49.330002
"116","2007-06-19",48.790001
"117","2007-06-20",47.34
"118","2007-06-21",47.139999
"119","2007-06-22",48.869999
"120","2007-06-25",47.450001
"121","2007-06-26",47.27
"122","2007-06-27",48.060001
"123","2007-06-28",48.529999
"124","2007-06-29",48.040001
"125","2007-07-02",49
"126","2007-07-03",48.82
"127","2007-07-05",50.849998
"128","2007-07-06",50.93
"129","2007-07-09",50.25
"130","2007-07-10",50.23
"131","2007-07-11",51.040001
"132","2007-07-12",52.610001
"133","2007-07-13",51.669998
"134","2007-07-16",51.57
"135","2007-07-17",50.740002
"136","2007-07-18",50.549999
"137","2007-07-19",50.110001
"138","2007-07-20",49.799999
"139","2007-07-23",50.060001
"140","2007-07-24",49
"141","2007-07-25",48.240002
"142","2007-07-26",46.25
"143","2007-07-27",46.369999
"144","2007-07-30",47.209999
"145","2007-07-31",47.490002
"146","2007-08-01",47.57
"147","2007-08-02",48.880001
"148","2007-08-03",46.369999
"149","2007-08-06",48.25
"150","2007-08-07",52.060001
"151","2007-08-08",51.459999
"152","2007-08-09",52.450001
"153","2007-08-10",49.52
"154","2007-08-13",50.16
"155","2007-08-14",48.200001
"156","2007-08-15",46.630001
"157","2007-08-16",46.5
"158","2007-08-17",46.57
"159","2007-08-20",48.68
"160","2007-08-21",47.959999
"161","2007-08-22",48.77
"162","2007-08-23",48.580002
"163","2007-08-24",49.700001
"164","2007-08-27",49.919998
"165","2007-08-28",48.450001
"166","2007-08-29",51.330002
"167","2007-08-30",50.470001
"168","2007-08-31",53
"169","2007-09-04",53.400002
"170","2007-09-05",51.450001
"171","2007-09-06",50.209999
"172","2007-09-07",48.07
"173","2007-09-10",45.27
"174","2007-09-11",44.990002
"175","2007-09-12",45.150002
"176","2007-09-13",46.529999
"177","2007-09-14",47.040001
"178","2007-09-17",45.720001
"179","2007-09-18",49.689999
"180","2007-09-19",48.310001
"181","2007-09-20",47.279999
"182","2007-09-21",47.950001
"183","2007-09-24",47.52
"184","2007-09-25",47.310001
"185","2007-09-26",47
"186","2007-09-27",49.099998
"187","2007-09-28",49.029999
"188","2007-10-01",49.970001
"189","2007-10-02",50.5
"190","2007-10-03",50.75
"191","2007-10-04",50.66
"192","2007-10-05",52.529999
"193","2007-10-08",51.630001
"194","2007-10-09",52.619999
"195","2007-10-10",52.900002
"196","2007-10-11",52.040001
"197","2007-10-12",53.43
"198","2007-10-15",54.5
"199","2007-10-16",53.669998
"200","2007-10-17",54.98
"201","2007-10-18",54.84
"202","2007-10-19",54.049999
"203","2007-10-22",54.029999
"204","2007-10-23",52.27
"205","2007-10-24",49.509998
"206","2007-10-25",49.200001
"207","2007-10-26",50.490002
"208","2007-10-29",51.209999
"209","2007-10-30",50.040001
"210","2007-10-31",51.389999
"211","2007-11-01",46.720001
"212","2007-11-02",44.27
"213","2007-11-05",41.43
"214","2007-11-06",47.720001
"215","2007-11-07",49.52
"216","2007-11-08",48.689999
"217","2007-11-09",45.919998
"218","2007-11-12",46.610001
"219","2007-11-13",46.529999
"220","2007-11-14",47.860001
"221","2007-11-15",45.639999
"222","2007-11-16",42.91
"223","2007-11-19",40.48
"224","2007-11-20",40.509998
"225","2007-11-21",40.48
"226","2007-11-23",42.759998
"227","2007-11-26",40.07
"228","2007-11-27",41.509998
"229","2007-11-28",44.869999
"230","2007-11-29",44.09
"231","2007-11-30",46.93
"232","2007-12-03",46.080002
"233","2007-12-04",43.48
"234","2007-12-05",45.779999
"235","2007-12-06",44.59
"236","2007-12-07",44.040001
"237","2007-12-10",45.139999
"238","2007-12-11",42.810001
"239","2007-12-12",44.209999
"240","2007-12-13",41.82
"241","2007-12-14",41.240002
"242","2007-12-17",40.099998
"243","2007-12-18",41.990002
"244","2007-12-19",40.68
"245","2007-12-20",39.630001
"246","2007-12-21",42.16
"247","2007-12-24",42.830002
"248","2007-12-26",40.959999
"249","2007-12-27",40.400002
"250","2007-12-28",38.970001
"251","2007-12-31",37.889999
"252","2008-01-02",36.540001
"253","2008-01-03",35.98
"254","2008-01-04",35.299999
"255","2008-01-07",34.060001
"256","2008-01-08",35.240002
"257","2008-01-09",35.900002
"258","2008-01-10",38.029999
"259","2008-01-11",35.23
"260","2008-01-14",35.889999
"261","2008-01-15",34.540001
