"","date","BLDR"
"1","2007-01-03",17.57
"2","2007-01-04",17.6
"3","2007-01-05",17.200001
"4","2007-01-08",16.790001
"5","2007-01-09",17.030001
"6","2007-01-10",16.940001
"7","2007-01-11",17.190001
"8","2007-01-12",17.200001
"9","2007-01-16",17.200001
"10","2007-01-17",17.129999
"11","2007-01-18",17.08
"12","2007-01-19",17.34
"13","2007-01-22",17.459999
"14","2007-01-23",17.780001
"15","2007-01-24",17.700001
"16","2007-01-25",17.48
"17","2007-01-26",17.77
"18","2007-01-29",17.709999
"19","2007-01-30",17.709999
"20","2007-01-31",18.139999
"21","2007-02-01",18.209999
"22","2007-02-02",18.940001
"23","2007-02-05",19.040001
"24","2007-02-06",18.709999
"25","2007-02-07",18.809999
"26","2007-02-08",18.59
"27","2007-02-09",18.58
"28","2007-02-12",18.57
"29","2007-02-13",18.639999
"30","2007-02-14",18.66
"31","2007-02-15",18.93
"32","2007-02-16",18.799999
"33","2007-02-20",19.5
"34","2007-02-21",19.26
"35","2007-02-22",18.49
"36","2007-02-23",18.24
"37","2007-02-26",18.469999
"38","2007-02-27",18
"39","2007-02-28",18.02
"40","2007-03-01",17.92
"41","2007-03-02",17.709999
"42","2007-03-05",17.450001
"43","2007-03-06",17.66
"44","2007-03-07",17.5
"45","2007-03-08",17.67
"46","2007-03-09",17.719999
"47","2007-03-12",17.15
"48","2007-03-13",16.190001
"49","2007-03-14",16.52
"50","2007-03-15",16.639999
"51","2007-03-16",17.030001
"52","2007-03-19",17.290001
"53","2007-03-20",17.17
"54","2007-03-21",17.440001
"55","2007-03-22",17.6
"56","2007-03-23",17.66
"57","2007-03-26",17.42
"58","2007-03-27",16.950001
"59","2007-03-28",16.549999
"60","2007-03-29",16.51
"61","2007-03-30",16.07
"62","2007-04-02",16.790001
"63","2007-04-03",16.719999
"64","2007-04-04",16.83
"65","2007-04-05",16.549999
"66","2007-04-09",16.690001
"67","2007-04-10",16.83
"68","2007-04-11",16.639999
"69","2007-04-12",17.1
"70","2007-04-13",16.85
"71","2007-04-16",17.01
"72","2007-04-17",16.98
"73","2007-04-18",16.530001
"74","2007-04-19",16.959999
"75","2007-04-20",17.4
"76","2007-04-23",17.209999
"77","2007-04-24",17.219999
"78","2007-04-25",17.27
"79","2007-04-26",16.52
"80","2007-04-27",16.25
"81","2007-04-30",16.129999
"82","2007-05-01",16.219999
"83","2007-05-02",15.96
"84","2007-05-03",16.040001
"85","2007-05-04",16.08
"86","2007-05-07",15.91
"87","2007-05-08",16.120001
"88","2007-05-09",16.42
"89","2007-05-10",15.94
"90","2007-05-11",16.17
"91","2007-05-14",16.1
"92","2007-05-15",16.1
"93","2007-05-16",16.129999
"94","2007-05-17",16.27
"95","2007-05-18",16.040001
"96","2007-05-21",16.450001
"97","2007-05-22",16.48
"98","2007-05-23",16.290001
"99","2007-05-24",16.190001
"100","2007-05-25",16.280001
"101","2007-05-29",16.49
"102","2007-05-30",17.02
"103","2007-05-31",16.67
"104","2007-06-01",16.98
"105","2007-06-04",16.950001
"106","2007-06-05",16.780001
"107","2007-06-06",16.51
"108","2007-06-07",16.4
"109","2007-06-08",16.73
"110","2007-06-11",16.360001
"111","2007-06-12",16.25
"112","2007-06-13",16.379999
"113","2007-06-14",16.59
"114","2007-06-15",16.790001
"115","2007-06-18",16.290001
"116","2007-06-19",16.299999
"117","2007-06-20",16.389999
"118","2007-06-21",16.23
"119","2007-06-22",16.09
"120","2007-06-25",16.18
"121","2007-06-26",16.200001
"122","2007-06-27",16.209999
"123","2007-06-28",16.450001
"124","2007-06-29",16.059999
"125","2007-07-02",16.360001
"126","2007-07-03",16.41
"127","2007-07-05",16.34
"128","2007-07-06",16.35
"129","2007-07-09",16.26
"130","2007-07-10",16.33
"131","2007-07-11",16.389999
"132","2007-07-12",16.48
"133","2007-07-13",16.42
"134","2007-07-16",16.35
"135","2007-07-17",16.26
"136","2007-07-18",16.15
"137","2007-07-19",16.1
"138","2007-07-20",15.78
"139","2007-07-23",15.78
"140","2007-07-24",15.04
"141","2007-07-25",15.45
"142","2007-07-26",14.8
"143","2007-07-27",15.24
"144","2007-07-30",15.14
"145","2007-07-31",14.66
"146","2007-08-01",14.69
"147","2007-08-02",14.04
"148","2007-08-03",13.84
"149","2007-08-06",13.94
"150","2007-08-07",13.43
"151","2007-08-08",13.73
"152","2007-08-09",13.43
"153","2007-08-10",14.2
"154","2007-08-13",14.15
"155","2007-08-14",13.26
"156","2007-08-15",13
"157","2007-08-16",13.93
"158","2007-08-17",13.48
"159","2007-08-20",13.36
"160","2007-08-21",13.3
"161","2007-08-22",13.41
"162","2007-08-23",13.33
"163","2007-08-24",13.44
"164","2007-08-27",12.94
"165","2007-08-28",12.67
"166","2007-08-29",12.77
"167","2007-08-30",12.67
"168","2007-08-31",13.1
"169","2007-09-04",12.9
"170","2007-09-05",12.65
"171","2007-09-06",12.69
"172","2007-09-07",12.47
"173","2007-09-10",11.79
"174","2007-09-11",11.6
"175","2007-09-12",11.31
"176","2007-09-13",11.19
"177","2007-09-14",11.17
"178","2007-09-17",10.99
"179","2007-09-18",11.22
"180","2007-09-19",11.21
"181","2007-09-20",11.01
"182","2007-09-21",11.26
"183","2007-09-24",11.33
"184","2007-09-25",10.75
"185","2007-09-26",10.7
"186","2007-09-27",10.87
"187","2007-09-28",10.78
"188","2007-10-01",10.81
"189","2007-10-02",10.82
"190","2007-10-03",11.01
"191","2007-10-04",11.05
"192","2007-10-05",11.23
"193","2007-10-08",10.78
"194","2007-10-09",10.6
"195","2007-10-10",10.6
"196","2007-10-11",10.4
"197","2007-10-12",10.43
"198","2007-10-15",10.12
"199","2007-10-16",9.77
"200","2007-10-17",9.84
"201","2007-10-18",9.71
"202","2007-10-19",9.46
"203","2007-10-22",9.63
"204","2007-10-23",9.76
"205","2007-10-24",9.66
"206","2007-10-25",9.8
"207","2007-10-26",8.93
"208","2007-10-29",8.67
"209","2007-10-30",7.63
"210","2007-10-31",7.25
"211","2007-11-01",7.03
"212","2007-11-02",7.15
"213","2007-11-05",6.85
"214","2007-11-06",6.84
"215","2007-11-07",6.57
"216","2007-11-08",6.6
"217","2007-11-09",6.44
"218","2007-11-12",6.46
"219","2007-11-13",6.75
"220","2007-11-14",6.88
"221","2007-11-15",6.87
"222","2007-11-16",7.23
"223","2007-11-19",7.09
"224","2007-11-20",6.89
"225","2007-11-21",7.01
"226","2007-11-23",7.13
"227","2007-11-26",6.98
"228","2007-11-27",6.8
"229","2007-11-28",7.03
"230","2007-11-29",6.88
"231","2007-11-30",6.92
"232","2007-12-03",6.94
"233","2007-12-04",6.88
"234","2007-12-05",6.97
"235","2007-12-06",8
"236","2007-12-07",8.05
"237","2007-12-10",8.36
"238","2007-12-11",7.9
"239","2007-12-12",8.09
"240","2007-12-13",8.3
"241","2007-12-14",7.67
"242","2007-12-17",7.53
"243","2007-12-18",7.54
"244","2007-12-19",7.47
"245","2007-12-20",7.74
"246","2007-12-21",8.21
"247","2007-12-24",8.26
"248","2007-12-26",8.19
"249","2007-12-27",7.51
"250","2007-12-28",7.14
"251","2007-12-31",7.22
"252","2008-01-02",7.03
"253","2008-01-03",6.5
"254","2008-01-04",6.36
"255","2008-01-07",6.62
"256","2008-01-08",6.46
