"","date","LEVI"
"96","2019-08-06",18.51
"97","2019-08-07",17.93
"98","2019-08-08",17.610001
"99","2019-08-09",17.33
"100","2019-08-12",17.110001
"101","2019-08-13",17.209999
"102","2019-08-14",16.25
"103","2019-08-15",16.120001
"104","2019-08-16",16.299999
"105","2019-08-19",16.309999
"106","2019-08-20",16.459999
"107","2019-08-21",16.98
"108","2019-08-22",17.200001
"109","2019-08-23",16.66
"110","2019-08-26",17.129999
"111","2019-08-27",16.709999
"112","2019-08-28",17.110001
"113","2019-08-29",17.35
"114","2019-08-30",16.9
"115","2019-09-03",16.969999
"116","2019-09-04",17.35
"117","2019-09-05",17.58
"118","2019-09-06",17.08
"119","2019-09-09",18.190001
"120","2019-09-10",18.530001
"121","2019-09-11",19.01
"122","2019-09-12",18.57
"123","2019-09-13",18
"124","2019-09-16",17.91
"125","2019-09-17",18.26
"126","2019-09-18",18.299999
"127","2019-09-19",18.49
"128","2019-09-20",18.25
"129","2019-09-23",18.35
"130","2019-09-24",18.190001
"131","2019-09-25",18.91
"132","2019-09-26",19.08
"133","2019-09-27",19.209999
"134","2019-09-30",19.040001
"135","2019-10-01",19.01
"136","2019-10-02",19.290001
"137","2019-10-03",19.450001
"138","2019-10-04",19.290001
"139","2019-10-07",19.77
"140","2019-10-08",18.959999
"141","2019-10-09",17.540001
"142","2019-10-10",17.549999
"143","2019-10-11",17.41
"144","2019-10-14",17.120001
"145","2019-10-15",17.379999
"146","2019-10-16",17.629999
"147","2019-10-17",17.049999
"148","2019-10-18",17.110001
"149","2019-10-21",17.02
"150","2019-10-22",17.58
"151","2019-10-23",17.459999
"152","2019-10-24",16.98
"153","2019-10-25",17.120001
"154","2019-10-28",17.17
"155","2019-10-29",17.32
"156","2019-10-30",17.799999
"157","2019-10-31",17.82
"158","2019-11-01",17.82
"159","2019-11-04",17.120001
"160","2019-11-05",17.35
"161","2019-11-06",17.15
"162","2019-11-07",17.51
"163","2019-11-08",17.129999
"164","2019-11-11",17.049999
"165","2019-11-12",17
"166","2019-11-13",16.950001
"167","2019-11-14",17.01
"168","2019-11-15",17.18
"169","2019-11-18",17.059999
"170","2019-11-19",17.01
"171","2019-11-20",16.370001
"172","2019-11-21",16.57
"173","2019-11-22",16.99
"174","2019-11-25",17.049999
"175","2019-11-26",16.85
"176","2019-11-27",16.98
"177","2019-11-29",16.780001
"178","2019-12-02",16.639999
"179","2019-12-03",16.889999
"180","2019-12-04",16.99
"181","2019-12-05",17.190001
"182","2019-12-06",17.43
"183","2019-12-09",17.41
"184","2019-12-10",17.969999
"185","2019-12-11",18.02
"186","2019-12-12",18.41
"187","2019-12-13",18.959999
"188","2019-12-16",18.780001
"189","2019-12-17",19.280001
"190","2019-12-18",19.85
"191","2019-12-19",19.530001
"192","2019-12-20",19.91
"193","2019-12-23",19.52
"194","2019-12-24",19.629999
"195","2019-12-26",19.66
"196","2019-12-27",19.25
"197","2019-12-30",19.030001
"198","2019-12-31",19.290001
"199","2020-01-02",19.120001
"200","2020-01-03",19.190001
"201","2020-01-06",19.07
"202","2020-01-07",19.25
"203","2020-01-08",19.120001
"204","2020-01-09",18.709999
"205","2020-01-10",18.65
"206","2020-01-13",18.85
"207","2020-01-14",18.99
"208","2020-01-15",19.07
"209","2020-01-16",19.690001
"210","2020-01-17",19.98
"211","2020-01-21",20
"212","2020-01-22",19.889999
"213","2020-01-23",19.950001
"214","2020-01-24",20.139999
"215","2020-01-27",20.25
"216","2020-01-28",19.700001
"217","2020-01-29",19.799999
"218","2020-01-30",19.75
"219","2020-01-31",19.639999
"220","2020-02-03",19.16
"221","2020-02-04",19.299999
"222","2020-02-05",19.9
"223","2020-02-06",19.790001
"224","2020-02-07",19.35
"225","2020-02-10",19.959999
"226","2020-02-11",19.969999
"227","2020-02-12",20.4
"228","2020-02-13",20.48
"229","2020-02-14",20.219999
"230","2020-02-18",19.83
"231","2020-02-19",19.379999
"232","2020-02-20",20
"233","2020-02-21",19.719999
"234","2020-02-24",19.120001
"235","2020-02-25",18.790001
"236","2020-02-26",17.780001
"237","2020-02-27",17.530001
"238","2020-02-28",16.99
"239","2020-03-02",17.870001
"240","2020-03-03",18.459999
"241","2020-03-04",18.74
"242","2020-03-05",17.889999
"243","2020-03-06",17.219999
"244","2020-03-09",16.459999
"245","2020-03-10",16.66
"246","2020-03-11",15.51
"247","2020-03-12",13.17
"248","2020-03-13",14.42
"249","2020-03-16",14.15
"250","2020-03-17",13.88
"251","2020-03-18",12.39
"252","2020-03-19",12.36
"253","2020-03-20",11.46
"254","2020-03-23",10.37
"255","2020-03-24",12.52
"256","2020-03-25",13.14
"257","2020-03-26",14.37
"258","2020-03-27",12.76
"259","2020-03-30",13.02
"260","2020-03-31",12.43
"261","2020-04-01",10.65
"262","2020-04-02",10.07
"263","2020-04-03",9.51
"264","2020-04-06",10.94
"265","2020-04-07",12.01
"266","2020-04-08",13.13
"267","2020-04-09",13.78
"268","2020-04-13",13.83
"269","2020-04-14",13.92
"270","2020-04-15",13
"271","2020-04-16",12.68
"272","2020-04-17",13.5
"273","2020-04-20",12.86
"274","2020-04-21",12.32
"275","2020-04-22",12.59
"276","2020-04-23",12.36
"277","2020-04-24",12.6
"278","2020-04-27",13.11
"279","2020-04-28",13.15
"280","2020-04-29",13.36
"281","2020-04-30",12.89
"282","2020-05-01",12.54
"283","2020-05-04",12.34
"284","2020-05-05",12.04
"285","2020-05-06",11.8
"286","2020-05-07",11.82
"287","2020-05-08",12.84
"288","2020-05-11",12.4
"289","2020-05-12",12.6
"290","2020-05-13",11.85
"291","2020-05-14",12.2
"292","2020-05-15",12.09
"293","2020-05-18",13.07
"294","2020-05-19",12.43
"295","2020-05-20",12.43
"296","2020-05-21",13.06
"297","2020-05-22",12.92
"298","2020-05-26",14.16
"299","2020-05-27",14.58
"300","2020-05-28",13.63
"301","2020-05-29",13.49
"302","2020-06-01",13.81
"303","2020-06-02",14.28
"304","2020-06-03",15.34
"305","2020-06-04",15.44
"306","2020-06-05",16.07
"307","2020-06-08",15.81
"308","2020-06-09",15.44
"309","2020-06-10",14.63
"310","2020-06-11",13.66
"311","2020-06-12",13.79
"312","2020-06-15",14.14
"313","2020-06-16",14.42
"314","2020-06-17",14.18
"315","2020-06-18",13.78
"316","2020-06-19",13.39
"317","2020-06-22",13.45
"318","2020-06-23",13.5
"319","2020-06-24",13
"320","2020-06-25",12.93
"321","2020-06-26",12.25
"322","2020-06-29",13.24
"323","2020-06-30",13.4
"324","2020-07-01",13.7
"325","2020-07-02",13.35
"326","2020-07-06",14.41
"327","2020-07-07",13.83
"328","2020-07-08",12.68
"329","2020-07-09",12.43
"330","2020-07-10",12.6
"331","2020-07-13",12.39
"332","2020-07-14",12.3
"333","2020-07-15",12.63
"334","2020-07-16",12.45
"335","2020-07-17",12.36
"336","2020-07-20",12
"337","2020-07-21",12.15
"338","2020-07-22",12.04
"339","2020-07-23",12.19
"340","2020-07-24",12.33
"341","2020-07-27",12.18
"342","2020-07-28",12.57
"343","2020-07-29",12.32
"344","2020-07-30",12.25
"345","2020-07-31",12.16
"346","2020-08-03",12.08
"347","2020-08-04",12.16
"348","2020-08-05",12.4
"349","2020-08-06",12.07
"350","2020-08-07",12.5
"351","2020-08-10",12.91
"352","2020-08-11",12.91
"353","2020-08-12",12.87
"354","2020-08-13",12.78
"355","2020-08-14",12.76
"356","2020-08-17",12.8
"357","2020-08-18",12.21
"358","2020-08-19",12.28
"359","2020-08-20",12.29
"360","2020-08-21",12.24
"361","2020-08-24",12.7
"362","2020-08-25",12.67
"363","2020-08-26",12.43
"364","2020-08-27",12.69
"365","2020-08-28",12.89
"366","2020-08-31",12.32
"367","2020-09-01",12.41
"368","2020-09-02",12.75
"369","2020-09-03",12.55
"370","2020-09-04",12.42
"371","2020-09-08",12.77
"372","2020-09-09",12.83
"373","2020-09-10",13.22
"374","2020-09-11",13.27
"375","2020-09-14",13.69
"376","2020-09-15",13.47
"377","2020-09-16",13.49
"378","2020-09-17",13.2
"379","2020-09-18",12.52
"380","2020-09-21",12
"381","2020-09-22",12.36
"382","2020-09-23",12.82
"383","2020-09-24",12.87
"384","2020-09-25",12.92
"385","2020-09-28",13.59
"386","2020-09-29",13.31
"387","2020-09-30",13.4
"388","2020-10-01",13.94
"389","2020-10-02",14.15
"390","2020-10-05",15.01
"391","2020-10-06",14.74
"392","2020-10-07",15.49
"393","2020-10-08",15.56
"394","2020-10-09",15.21
"395","2020-10-12",15.8
"396","2020-10-13",15.64
"397","2020-10-14",15.51
"398","2020-10-15",16.02
"399","2020-10-16",15.72
"400","2020-10-19",15.88
"401","2020-10-20",16.360001
"402","2020-10-21",16.290001
"403","2020-10-22",16.549999
"404","2020-10-23",16.82
"405","2020-10-26",16.27
"406","2020-10-27",16.52
"407","2020-10-28",15.85
"408","2020-10-29",16.209999
"409","2020-10-30",15.78
"410","2020-11-02",15.83
"411","2020-11-03",16.07
"412","2020-11-04",15.64
"413","2020-11-05",16.139999
"414","2020-11-06",15.56
"415","2020-11-09",16.5
"416","2020-11-10",17.32
"417","2020-11-11",16.85
"418","2020-11-12",16.459999
"419","2020-11-13",17.139999
"420","2020-11-16",17.700001
"421","2020-11-17",18.23
"422","2020-11-18",18.719999
"423","2020-11-19",18.92
"424","2020-11-20",18.77
"425","2020-11-23",19.01
"426","2020-11-24",19.5
"427","2020-11-25",19.49
"428","2020-11-27",19.16
