"","date","NOVN"
"764","2019-10-03",2.46
"765","2019-10-04",2.55
"766","2019-10-07",2.52
"767","2019-10-08",2.6
"768","2019-10-09",2.52
"769","2019-10-10",2.34
"770","2019-10-11",2.41
"771","2019-10-14",2.444
"772","2019-10-15",2.39
"773","2019-10-16",2.39
"774","2019-10-17",2.37
"775","2019-10-18",2.33
"776","2019-10-21",2.35
"777","2019-10-22",2.37
"778","2019-10-23",2.26
"779","2019-10-24",2.27
"780","2019-10-25",2.42
"781","2019-10-28",2.3
"782","2019-10-29",2.35
"783","2019-10-30",2.31
"784","2019-10-31",2.2
"785","2019-11-01",2.25
"786","2019-11-04",2.43
"787","2019-11-05",2.285
"788","2019-11-06",2.15
"789","2019-11-07",2.16
"790","2019-11-08",2.2
"791","2019-11-11",2.193
"792","2019-11-12",2.195
"793","2019-11-13",2.18
"794","2019-11-14",2.04
"795","2019-11-15",2
"796","2019-11-18",1.99
"797","2019-11-19",1.97
"798","2019-11-20",1.98
"799","2019-11-21",1.97
"800","2019-11-22",1.98
"801","2019-11-25",2.01
"802","2019-11-26",2
"803","2019-11-27",2.06
"804","2019-11-29",1.99
"805","2019-12-02",2.14
"806","2019-12-03",2.1
"807","2019-12-04",2.12
"808","2019-12-05",2.13
"809","2019-12-06",2.15
"810","2019-12-09",2.24
"811","2019-12-10",2.21
"812","2019-12-11",2.2
"813","2019-12-12",2.16
"814","2019-12-13",2.2
"815","2019-12-16",2.24
"816","2019-12-17",2.16
"817","2019-12-18",2.35
"818","2019-12-19",2.8
"819","2019-12-20",2.81
"820","2019-12-23",2.93
"821","2019-12-24",2.98
"822","2019-12-26",3.41
"823","2019-12-27",3.27
"824","2019-12-30",3.21
"825","2019-12-31",3.16
"826","2020-01-02",3.11
"827","2020-01-03",0.838
"828","2020-01-06",0.82
"829","2020-01-07",0.75
"830","2020-01-08",0.76
"831","2020-01-09",0.71
"832","2020-01-10",0.746
"833","2020-01-13",0.65
"834","2020-01-14",0.671
"835","2020-01-15",0.65
"836","2020-01-16",0.65
"837","2020-01-17",0.64
"838","2020-01-21",0.671
"839","2020-01-22",0.709
"840","2020-01-23",0.672
"841","2020-01-24",0.68
"842","2020-01-27",0.644
"843","2020-01-28",0.662
"844","2020-01-29",0.633
"845","2020-01-30",0.576
"846","2020-01-31",0.521
"847","2020-02-03",0.499
"848","2020-02-04",0.515
"849","2020-02-05",0.514
"850","2020-02-06",0.49
"851","2020-02-07",0.477
"852","2020-02-10",0.45
"853","2020-02-11",0.441
"854","2020-02-12",0.45
"855","2020-02-13",0.465
"856","2020-02-14",0.475
"857","2020-02-18",0.485
"858","2020-02-19",0.468
"859","2020-02-20",0.511
"860","2020-02-21",0.551
"861","2020-02-24",0.523
"862","2020-02-25",0.458
"863","2020-02-26",0.45
"864","2020-02-27",0.344
"865","2020-02-28",0.22
"866","2020-03-02",0.467
"867","2020-03-03",0.37
"868","2020-03-04",0.36
"869","2020-03-05",0.342
"870","2020-03-06",0.377
"871","2020-03-09",0.51
"872","2020-03-10",0.7
"873","2020-03-11",0.52
"874","2020-03-12",0.41
"875","2020-03-13",0.39
"876","2020-03-16",0.328
"877","2020-03-17",0.325
"878","2020-03-18",0.31
"879","2020-03-19",0.34
"880","2020-03-20",0.55
"881","2020-03-23",0.622
"882","2020-03-24",0.46
"883","2020-03-25",0.429
"884","2020-03-26",0.433
"885","2020-03-27",0.465
"886","2020-03-30",0.475
"887","2020-03-31",0.475
"888","2020-04-01",0.48
"889","2020-04-02",0.44
"890","2020-04-03",0.387
"891","2020-04-06",0.369
"892","2020-04-07",0.358
"893","2020-04-08",0.379
"894","2020-04-09",0.399
"895","2020-04-13",0.39
"896","2020-04-14",0.43
"897","2020-04-15",0.42
"898","2020-04-16",0.386
"899","2020-04-17",0.394
"900","2020-04-20",0.405
"901","2020-04-21",0.375
"902","2020-04-22",0.36
"903","2020-04-23",0.365
"904","2020-04-24",0.363
"905","2020-04-27",0.385
"906","2020-04-28",0.368
"907","2020-04-29",0.38
"908","2020-04-30",0.371
"909","2020-05-01",0.358
"910","2020-05-04",0.344
"911","2020-05-05",0.35
"912","2020-05-06",0.343
"913","2020-05-07",0.36
"914","2020-05-08",0.378
"915","2020-05-11",0.393
"916","2020-05-12",0.403
"917","2020-05-13",0.37
"918","2020-05-14",0.36
"919","2020-05-15",0.369
"920","2020-05-18",0.37
"921","2020-05-19",0.366
"922","2020-05-20",0.455
"923","2020-05-21",0.425
"924","2020-05-22",0.404
"925","2020-05-26",0.42
"926","2020-05-27",0.417
"927","2020-05-28",0.409
"928","2020-05-29",0.403
"929","2020-06-01",0.405
"930","2020-06-02",0.444
"931","2020-06-03",0.44
"932","2020-06-04",0.48
"933","2020-06-05",0.463
"934","2020-06-08",0.487
"935","2020-06-09",0.507
"936","2020-06-10",0.49
"937","2020-06-11",0.405
"938","2020-06-12",0.414
"939","2020-06-15",0.67
"940","2020-06-16",0.585
"941","2020-06-17",0.504
"942","2020-06-18",0.49
"943","2020-06-19",0.466
"944","2020-06-22",0.481
"945","2020-06-23",0.576
"946","2020-06-24",0.534
"947","2020-06-25",0.494
"948","2020-06-26",0.466
"949","2020-06-29",0.489
"950","2020-06-30",0.483
"951","2020-07-01",0.509
"952","2020-07-02",0.49
"953","2020-07-06",0.54
"954","2020-07-07",0.508
"955","2020-07-08",0.494
"956","2020-07-09",0.496
"957","2020-07-10",0.511
"958","2020-07-13",0.499
"959","2020-07-14",0.504
"960","2020-07-15",0.54
"961","2020-07-16",0.604
"962","2020-07-17",0.615
"963","2020-07-20",0.69
"964","2020-07-21",1.23
"965","2020-07-22",0.847
"966","2020-07-23",0.81
"967","2020-07-24",0.859
"968","2020-07-27",0.985
"969","2020-07-28",0.783
"970","2020-07-29",0.69
"971","2020-07-30",0.675
"972","2020-07-31",0.666
"973","2020-08-03",0.62
"974","2020-08-04",0.613
"975","2020-08-05",0.638
"976","2020-08-06",0.673
"977","2020-08-07",0.644
"978","2020-08-10",0.66
"979","2020-08-11",0.62
"980","2020-08-12",0.58
"981","2020-08-13",0.558
"982","2020-08-14",0.53
"983","2020-08-17",0.559
"984","2020-08-18",0.531
"985","2020-08-19",0.505
"986","2020-08-20",0.493
"987","2020-08-21",0.489
"988","2020-08-24",0.45
"989","2020-08-25",0.456
"990","2020-08-26",0.455
"991","2020-08-27",0.486
"992","2020-08-28",0.489
"993","2020-08-31",0.457
"994","2020-09-01",0.462
"995","2020-09-02",0.453
"996","2020-09-03",0.419
"997","2020-09-04",0.398
"998","2020-09-08",0.382
