"","date","NOVN"
"1","2016-09-21",18.1
"2","2016-09-22",21.200001
"3","2016-09-23",20.139999
"4","2016-09-26",21.5
"5","2016-09-27",22.01
"6","2016-09-28",22.540001
"7","2016-09-29",21.66
"8","2016-09-30",20.18
"9","2016-10-03",19.6
"10","2016-10-04",20.139999
"11","2016-10-05",18.9
"12","2016-10-06",19
"13","2016-10-07",18.620001
"14","2016-10-10",18.889999
"15","2016-10-11",17.84
"16","2016-10-12",18.33
"17","2016-10-13",18.66
"18","2016-10-14",18.969999
"19","2016-10-17",20.530001
"20","2016-10-18",20.610001
"21","2016-10-19",20.620001
"22","2016-10-20",20.5
"23","2016-10-21",20.59
"24","2016-10-24",21.200001
"25","2016-10-25",20.9
"26","2016-10-26",21.02
"27","2016-10-27",20.9
"28","2016-10-28",20.91
"29","2016-10-31",21
"30","2016-11-01",21
"31","2016-11-02",20.639999
"32","2016-11-03",20.129999
"33","2016-11-04",20.200001
"34","2016-11-07",20.77
"35","2016-11-08",21
"36","2016-11-09",21.5
"37","2016-11-10",21.799999
"38","2016-11-11",21.98
"39","2016-11-14",21.825001
"40","2016-11-15",21.52
"41","2016-11-16",21.309999
"42","2016-11-17",21.49
"43","2016-11-18",21.73
"44","2016-11-21",22.040001
"45","2016-11-22",22.67
"46","2016-11-23",22.74
"47","2016-11-25",23.290001
"48","2016-11-28",23.790001
"49","2016-11-29",27.18
"50","2016-11-30",26.860001
"51","2016-12-01",26.98
"52","2016-12-02",26.889999
"53","2016-12-05",27.34
"54","2016-12-06",27.790001
"55","2016-12-07",29.059999
"56","2016-12-08",28.440001
"57","2016-12-09",28.290001
"58","2016-12-12",27.950001
"59","2016-12-13",26.93
"60","2016-12-14",26.629999
"61","2016-12-15",26.76
"62","2016-12-16",27.33
"63","2016-12-19",27.76
"64","2016-12-20",26.309999
"65","2016-12-21",25.91
"66","2016-12-22",26.73
"67","2016-12-23",27.120001
"68","2016-12-27",25.99
"69","2016-12-28",25.870001
"70","2016-12-29",25.5
"71","2016-12-30",27.02
"72","2017-01-03",25.459999
"73","2017-01-04",25.879999
"74","2017-01-05",26.860001
"75","2017-01-06",25.93
"76","2017-01-09",25.719999
"77","2017-01-10",25.67
"78","2017-01-11",25.09
"79","2017-01-12",24
"80","2017-01-13",22.690001
"81","2017-01-17",22.950001
"82","2017-01-18",23.26
"83","2017-01-19",22.450001
"84","2017-01-20",21.84
"85","2017-01-23",19.209999
"86","2017-01-24",17.950001
"87","2017-01-25",17.73
"88","2017-01-26",18.700001
"89","2017-01-27",4.86
"90","2017-01-30",4.4
"91","2017-01-31",4.06
"92","2017-02-01",4.2
"93","2017-02-02",4.44
"94","2017-02-03",4.46
"95","2017-02-06",4.26
"96","2017-02-07",4.07
"97","2017-02-08",4.12
"98","2017-02-09",4.13
"99","2017-02-10",4.17
"100","2017-02-13",4.26
"101","2017-02-14",4.79
"102","2017-02-15",6.44
"103","2017-02-16",5.91
"104","2017-02-17",5.64
"105","2017-02-21",5.57
"106","2017-02-22",5.26
"107","2017-02-23",4.92
"108","2017-02-24",5.1
"109","2017-02-27",5.45
"110","2017-02-28",5.66
"111","2017-03-01",5.92
"112","2017-03-02",5.94
"113","2017-03-03",6.39
"114","2017-03-06",6.95
"115","2017-03-07",6.74
"116","2017-03-08",7.01
"117","2017-03-09",6.82
"118","2017-03-10",6.88
"119","2017-03-13",7.09
"120","2017-03-14",6.65
"121","2017-03-15",6.57
"122","2017-03-16",6.84
"123","2017-03-17",6.55
"124","2017-03-20",6.53
"125","2017-03-21",6.35
"126","2017-03-22",6.04
"127","2017-03-23",6.08
"128","2017-03-24",6.03
"129","2017-03-27",6.08
"130","2017-03-28",6.05
"131","2017-03-29",6.05
"132","2017-03-30",6.34
"133","2017-03-31",6.38
"134","2017-04-03",6.25
"135","2017-04-04",6.24
"136","2017-04-05",6
"137","2017-04-06",5.98
"138","2017-04-07",5.67
"139","2017-04-10",5.44
"140","2017-04-11",5.2
"141","2017-04-12",6.29
"142","2017-04-13",5.94
"143","2017-04-17",5.37
"144","2017-04-18",5.62
"145","2017-04-19",5.64
"146","2017-04-20",5.45
"147","2017-04-21",5.41
"148","2017-04-24",5.28
"149","2017-04-25",5.39
"150","2017-04-26",5.45
"151","2017-04-27",5.47
"152","2017-04-28",5.44
"153","2017-05-01",5.34
"154","2017-05-02",5.09
"155","2017-05-03",5.06
"156","2017-05-04",5
"157","2017-05-05",4.98
"158","2017-05-08",5.17
"159","2017-05-09",5.06
"160","2017-05-10",5.12
"161","2017-05-11",5.12
"162","2017-05-12",4.88
"163","2017-05-15",4.94
"164","2017-05-16",5.04
"165","2017-05-17",4.85
"166","2017-05-18",4.98
"167","2017-05-19",5.03
"168","2017-05-22",5.04
"169","2017-05-23",5.03
"170","2017-05-24",4.94
"171","2017-05-25",4.83
"172","2017-05-26",4.92
"173","2017-05-30",4.9
"174","2017-05-31",4.95
"175","2017-06-01",4.99
"176","2017-06-02",4.86
"177","2017-06-05",4.64
"178","2017-06-06",4.45
"179","2017-06-07",4.37
"180","2017-06-08",4.52
"181","2017-06-09",4.35
"182","2017-06-12",4.23
"183","2017-06-13",4.51
"184","2017-06-14",4.36
"185","2017-06-15",4.31
"186","2017-06-16",3.94
"187","2017-06-19",4
"188","2017-06-20",3.98
"189","2017-06-21",4.01
"190","2017-06-22",4.22
"191","2017-06-23",4.07
"192","2017-06-26",4.02
"193","2017-06-27",3.95
"194","2017-06-28",4.08
"195","2017-06-29",4.04
"196","2017-06-30",4.03
"197","2017-07-03",4.15
"198","2017-07-05",4.02
"199","2017-07-06",3.82
"200","2017-07-07",3.95
"201","2017-07-10",3.85
"202","2017-07-11",3.99
"203","2017-07-12",3.92
"204","2017-07-13",3.99
"205","2017-07-14",4.045
"206","2017-07-17",3.98
"207","2017-07-18",3.96
"208","2017-07-19",3.98
"209","2017-07-20",3.99
"210","2017-07-21",4.05
"211","2017-07-24",4.03
"212","2017-07-25",4.04
"213","2017-07-26",4.17
"214","2017-07-27",4.26
"215","2017-07-28",5.31
"216","2017-07-31",5.98
"217","2017-08-01",5.48
"218","2017-08-02",4.54
"219","2017-08-03",4.52
"220","2017-08-04",5.05
"221","2017-08-07",4.77
"222","2017-08-08",4.69
"223","2017-08-09",4.46
"224","2017-08-10",4.33
"225","2017-08-11",4.3
"226","2017-08-14",4.14
"227","2017-08-15",3.98
"228","2017-08-16",4.04
"229","2017-08-17",4.07
"230","2017-08-18",3.99
"231","2017-08-21",3.89
"232","2017-08-22",3.98
"233","2017-08-23",4
"234","2017-08-24",4.17
"235","2017-08-25",4.27
"236","2017-08-28",4.61
"237","2017-08-29",4.52
"238","2017-08-30",4.97
"239","2017-08-31",5.05
"240","2017-09-01",4.88
"241","2017-09-05",5.09
"242","2017-09-06",5.34
"243","2017-09-07",5.54
"244","2017-09-08",6.12
"245","2017-09-11",6.16
"246","2017-09-12",6.45
"247","2017-09-13",6.59
"248","2017-09-14",6.97
"249","2017-09-15",6.3
"250","2017-09-18",6.11
"251","2017-09-19",5.61
"252","2017-09-20",5.68
"253","2017-09-21",5.49
"254","2017-09-22",5.4
"255","2017-09-25",5.21
"256","2017-09-26",4.98
"257","2017-09-27",5.18
"258","2017-09-28",5.51
"259","2017-09-29",5.61
"260","2017-10-02",5.8
"261","2017-10-03",5.5
"262","2017-10-04",5.46
"263","2017-10-05",5.39
"264","2017-10-06",5.37
"265","2017-10-09",5.09
"266","2017-10-10",5.14
"267","2017-10-11",5.16
"268","2017-10-12",5.03
"269","2017-10-13",5.29
"270","2017-10-16",5
"271","2017-10-17",5.02
"272","2017-10-18",5.11
"273","2017-10-19",5.32
"274","2017-10-20",5.41
"275","2017-10-23",5.36
"276","2017-10-24",5.79
"277","2017-10-25",6.19
"278","2017-10-26",6.22
"279","2017-10-27",6.1
"280","2017-10-30",5.89
"281","2017-10-31",6.15
"282","2017-11-01",6.35
"283","2017-11-02",6.2
"284","2017-11-03",6.33
"285","2017-11-06",5.7
"286","2017-11-07",6.01
"287","2017-11-08",5.83
"288","2017-11-09",5.89
"289","2017-11-10",5.71
"290","2017-11-13",5.57
"291","2017-11-14",5.4
"292","2017-11-15",5.58
"293","2017-11-16",5.69
"294","2017-11-17",5.57
"295","2017-11-20",5.5
"296","2017-11-21",5.36
"297","2017-11-22",5.32
"298","2017-11-24",5.38
"299","2017-11-27",4.87
"300","2017-11-28",4.71
"301","2017-11-29",5.01
"302","2017-11-30",5.01
"303","2017-12-01",4.86
"304","2017-12-04",4.82
"305","2017-12-05",4.89
"306","2017-12-06",4.81
"307","2017-12-07",4.87
"308","2017-12-08",4.84
"309","2017-12-11",4.3
"310","2017-12-12",4.41
"311","2017-12-13",4.36
"312","2017-12-14",4.5
"313","2017-12-15",4.48
"314","2017-12-18",4.38
"315","2017-12-19",4.38
"316","2017-12-20",4.36
"317","2017-12-21",4.32
"318","2017-12-22",4.38
"319","2017-12-26",4.24
"320","2017-12-27",4.39
"321","2017-12-28",4.4
"322","2017-12-29",4.22
"323","2018-01-02",4.34
"324","2018-01-03",4.3
"325","2018-01-04",4.24
"326","2018-01-05",3.36
"327","2018-01-08",3.43
"328","2018-01-09",3.48
"329","2018-01-10",3.46
"330","2018-01-11",3.46
"331","2018-01-12",3.4
"332","2018-01-16",3.37
"333","2018-01-17",3.37
"334","2018-01-18",3.38
"335","2018-01-19",3.38
"336","2018-01-22",3.465
"337","2018-01-23",3.52
"338","2018-01-24",3.53
"339","2018-01-25",3.52
"340","2018-01-26",3.54
"341","2018-01-29",3.57
"342","2018-01-30",3.49
"343","2018-01-31",3.33
"344","2018-02-01",3.26
"345","2018-02-02",3.13
"346","2018-02-05",3.09
"347","2018-02-06",2.91
"348","2018-02-07",2.92
"349","2018-02-08",2.92
"350","2018-02-09",2.99
"351","2018-02-12",3.03
"352","2018-02-13",3.24
"353","2018-02-14",3.43
"354","2018-02-15",3.43
"355","2018-02-16",3.44
"356","2018-02-20",3.38
"357","2018-02-21",3.3
"358","2018-02-22",3.35
"359","2018-02-23",3.32
"360","2018-02-26",3.277
"361","2018-02-27",3.26
"362","2018-02-28",3.15
"363","2018-03-01",3.17
"364","2018-03-02",3.28
"365","2018-03-05",3.33
"366","2018-03-06",3.35
"367","2018-03-07",3.39
"368","2018-03-08",3.41
"369","2018-03-09",3.41
"370","2018-03-12",3.47
"371","2018-03-13",3.33
"372","2018-03-14",3.33
"373","2018-03-15",3.23
"374","2018-03-16",3.35
"375","2018-03-19",3.31
"376","2018-03-20",3.28
"377","2018-03-21",3.38
"378","2018-03-22",3.37
"379","2018-03-23",3.36
"380","2018-03-26",3.09
"381","2018-03-27",2.94
"382","2018-03-28",2.99
"383","2018-03-29",2.93
"384","2018-04-02",2.69
"385","2018-04-03",2.72
"386","2018-04-04",2.84
"387","2018-04-05",2.81
"388","2018-04-06",2.99
"389","2018-04-09",2.94
"390","2018-04-10",3.07
"391","2018-04-11",3.11
"392","2018-04-12",3.13
"393","2018-04-13",3.14
"394","2018-04-16",3.11
"395","2018-04-17",3.17
"396","2018-04-18",3.17
"397","2018-04-19",3.13
"398","2018-04-20",3.13
"399","2018-04-23",3.17
"400","2018-04-24",3.06
"401","2018-04-25",3.04
"402","2018-04-26",2.9
"403","2018-04-27",2.81
"404","2018-04-30",2.9
"405","2018-05-01",2.9
"406","2018-05-02",3
"407","2018-05-03",3.05
"408","2018-05-04",3.01
"409","2018-05-07",3
"410","2018-05-08",3.02
"411","2018-05-09",3.12
"412","2018-05-10",3.11
"413","2018-05-11",3.14
"414","2018-05-14",3.15
"415","2018-05-15",3.12
"416","2018-05-16",3.14
"417","2018-05-17",3.17
"418","2018-05-18",3.12
"419","2018-05-21",3.05
"420","2018-05-22",3.05
"421","2018-05-23",3.02
"422","2018-05-24",3
"423","2018-05-25",2.99
"424","2018-05-29",3.1
"425","2018-05-30",3.2
"426","2018-05-31",3.15
"427","2018-06-01",3.18
"428","2018-06-04",3.08
"429","2018-06-05",3.09
"430","2018-06-06",3.06
"431","2018-06-07",3.1
"432","2018-06-08",3.13
"433","2018-06-11",3.09
"434","2018-06-12",3.05
"435","2018-06-13",2.99
"436","2018-06-14",2.93
"437","2018-06-15",3
"438","2018-06-18",2.95
"439","2018-06-19",2.9
"440","2018-06-20",2.98
"441","2018-06-21",2.91
"442","2018-06-22",3.01
"443","2018-06-25",2.9
"444","2018-06-26",2.94
"445","2018-06-27",2.87
"446","2018-06-28",2.93
"447","2018-06-29",2.94
"448","2018-07-02",2.92
"449","2018-07-03",2.97
"450","2018-07-05",3
"451","2018-07-06",3.02
"452","2018-07-09",2.97
"453","2018-07-10",2.98
"454","2018-07-11",2.97
"455","2018-07-12",2.97
"456","2018-07-13",2.91
"457","2018-07-16",2.93
"458","2018-07-17",2.86
"459","2018-07-18",2.81
"460","2018-07-19",2.96
"461","2018-07-20",2.93
"462","2018-07-23",2.7
"463","2018-07-24",2.63
"464","2018-07-25",2.61
"465","2018-07-26",2.57
"466","2018-07-27",2.59
"467","2018-07-30",2.7
"468","2018-07-31",2.56
"469","2018-08-01",2.69
"470","2018-08-02",2.73
"471","2018-08-03",2.74
"472","2018-08-06",2.78
"473","2018-08-07",2.78
"474","2018-08-08",2.76
"475","2018-08-09",2.675
"476","2018-08-10",2.585
"477","2018-08-13",2.565
"478","2018-08-14",2.56
"479","2018-08-15",2.5
"480","2018-08-16",2.5
"481","2018-08-17",2.45
"482","2018-08-20",2.37
"483","2018-08-21",2.47
"484","2018-08-22",2.62
"485","2018-08-23",2.66
"486","2018-08-24",2.83
"487","2018-08-27",2.88
"488","2018-08-28",2.875
"489","2018-08-29",2.9
"490","2018-08-30",2.87
"491","2018-08-31",2.88
"492","2018-09-04",2.76
"493","2018-09-05",2.8
"494","2018-09-06",2.9
"495","2018-09-07",2.88
"496","2018-09-10",2.9
"497","2018-09-11",2.89
"498","2018-09-12",2.88
"499","2018-09-13",2.86
"500","2018-09-14",2.78
"501","2018-09-17",2.81
"502","2018-09-18",2.84
"503","2018-09-19",2.87
"504","2018-09-20",2.8
"505","2018-09-21",2.7
"506","2018-09-24",2.82
"507","2018-09-25",2.66
"508","2018-09-26",2.71
"509","2018-09-27",2.61
"510","2018-09-28",2.79
"511","2018-10-01",2.82
"512","2018-10-02",2.94
"513","2018-10-03",2.8
"514","2018-10-04",2.71
"515","2018-10-05",2.755
"516","2018-10-08",2.625
"517","2018-10-09",2.58
"518","2018-10-10",2.37
"519","2018-10-11",2.31
"520","2018-10-12",2.42
"521","2018-10-15",2.315
"522","2018-10-16",2.57
"523","2018-10-17",2.74
"524","2018-10-18",2.58
"525","2018-10-19",2.505
"526","2018-10-22",2.34
"527","2018-10-23",2.43
"528","2018-10-24",2.32
"529","2018-10-25",2.365
"530","2018-10-26",2.36
"531","2018-10-29",2.46
"532","2018-10-30",2.62
"533","2018-10-31",2.48
"534","2018-11-01",2.59
"535","2018-11-02",2.55
"536","2018-11-05",2.62
"537","2018-11-06",2.57
"538","2018-11-07",2.66
"539","2018-11-08",2.67
"540","2018-11-09",2.62
"541","2018-11-12",2.51
"542","2018-11-13",2.486
"543","2018-11-14",2.42
"544","2018-11-15",2.42
"545","2018-11-16",2.43
"546","2018-11-19",2.35
"547","2018-11-20",2.12
"548","2018-11-21",1.915
"549","2018-11-23",1.91
"550","2018-11-26",1.99
"551","2018-11-27",1.99
"552","2018-11-28",1.86
"553","2018-11-29",1.89
"554","2018-11-30",1.7
"555","2018-12-03",1.71
"556","2018-12-04",1.58
"557","2018-12-06",1.325
"558","2018-12-07",1.39
"559","2018-12-10",1.26
"560","2018-12-11",1.5
"561","2018-12-12",1.49
"562","2018-12-13",1.4
"563","2018-12-14",1.279
"564","2018-12-17",1.06
"565","2018-12-18",1.07
"566","2018-12-19",1.07
"567","2018-12-20",0.99
"568","2018-12-21",0.97
"569","2018-12-24",0.929
"570","2018-12-26",0.73
"571","2018-12-27",0.7
"572","2018-12-28",0.7
"573","2018-12-31",0.83
"574","2019-01-02",0.98
"575","2019-01-03",1.02
"576","2019-01-04",1
"577","2019-01-07",1.06
"578","2019-01-08",1.3
"579","2019-01-09",1.42
"580","2019-01-10",1.695
"581","2019-01-11",1.59
"582","2019-01-14",1.3
"583","2019-01-15",1.29
"584","2019-01-16",1.57
"585","2019-01-17",1.52
"586","2019-01-18",1.382
"587","2019-01-22",1.5
"588","2019-01-23",1.49
"589","2019-01-24",1.45
"590","2019-01-25",1.46
"591","2019-01-28",1.35
"592","2019-01-29",1.35
"593","2019-01-30",1.33
"594","2019-01-31",1.25
"595","2019-02-01",1.2
"596","2019-02-04",1.34
"597","2019-02-05",1.34
"598","2019-02-06",1.25
"599","2019-02-07",1.3
"600","2019-02-08",1.2
"601","2019-02-11",1.23
"602","2019-02-12",1.23
"603","2019-02-13",1.25
"604","2019-02-14",1.22
"605","2019-02-15",1.18
"606","2019-02-19",1.19
"607","2019-02-20",1.14
"608","2019-02-21",1.15
"609","2019-02-22",1.15
"610","2019-02-25",1.14
"611","2019-02-26",1.18
"612","2019-02-27",1.29
"613","2019-02-28",1.23
"614","2019-03-01",1.21
"615","2019-03-04",1.22
"616","2019-03-05",1.21
"617","2019-03-06",1.11
"618","2019-03-07",1.087
"619","2019-03-08",1.08
"620","2019-03-11",1.16
"621","2019-03-12",1.19
"622","2019-03-13",1.16
"623","2019-03-14",1.16
"624","2019-03-15",1.17
"625","2019-03-18",1.17
"626","2019-03-19",1.32
"627","2019-03-20",1.37
"628","2019-03-21",1.43
"629","2019-03-22",1.5
"630","2019-03-25",1.39
"631","2019-03-26",1.39
"632","2019-03-27",1.34
"633","2019-03-28",1.03
"634","2019-03-29",0.955
"635","2019-04-01",0.942
"636","2019-04-02",0.88
"637","2019-04-03",0.9
"638","2019-04-04",0.853
"639","2019-04-05",0.88
"640","2019-04-08",0.9
"641","2019-04-09",0.9
"642","2019-04-10",0.89
"643","2019-04-11",0.898
"644","2019-04-12",0.77
"645","2019-04-15",0.8
"646","2019-04-16",0.8
"647","2019-04-17",0.65
"648","2019-04-18",0.783
"649","2019-04-22",0.77
"650","2019-04-23",0.86
"651","2019-04-24",0.88
"652","2019-04-25",0.9
"653","2019-04-26",0.86
"654","2019-04-29",0.75
"655","2019-04-30",1.49
"656","2019-05-01",1.2
"657","2019-05-02",1.15
"658","2019-05-03",1.216
"659","2019-05-06",1.17
"660","2019-05-07",1.16
"661","2019-05-08",1.198
"662","2019-05-09",1.21
"663","2019-05-10",1.262
"664","2019-05-13",1.36
"665","2019-05-14",1.38
"666","2019-05-15",1.39
"667","2019-05-16",1.41
"668","2019-05-17",1.68
"669","2019-05-20",1.87
"670","2019-05-21",1.86
"671","2019-05-22",2.31
"672","2019-05-23",2.21
"673","2019-05-24",2.25
"674","2019-05-28",2.06
"675","2019-05-29",1.93
"676","2019-05-30",2.23
"677","2019-05-31",2.42
"678","2019-06-03",2.65
"679","2019-06-04",2.69
"680","2019-06-05",2.63
"681","2019-06-06",2.99
"682","2019-06-07",2.94
"683","2019-06-10",2.53
"684","2019-06-11",2.48
"685","2019-06-12",2.49
"686","2019-06-13",2.56
"687","2019-06-14",2.7
"688","2019-06-17",2.74
"689","2019-06-18",2.66
"690","2019-06-19",2.63
"691","2019-06-20",2.64
"692","2019-06-21",2.58
"693","2019-06-24",2.75
"694","2019-06-25",2.68
"695","2019-06-26",2.8
"696","2019-06-27",2.81
"697","2019-06-28",2.7
"698","2019-07-01",2.7
"699","2019-07-02",2.95
"700","2019-07-03",2.9
"701","2019-07-05",2.93
"702","2019-07-08",2.86
"703","2019-07-09",2.75
"704","2019-07-10",2.83
"705","2019-07-11",2.87
"706","2019-07-12",2.84
"707","2019-07-15",2.89
"708","2019-07-16",2.86
"709","2019-07-17",2.77
"710","2019-07-18",2.75
"711","2019-07-19",2.69
"712","2019-07-22",2.65
"713","2019-07-23",2.58
"714","2019-07-24",2.6
"715","2019-07-25",2.63
"716","2019-07-26",2.59
"717","2019-07-29",2.52
"718","2019-07-30",2.66
"719","2019-07-31",2.63
"720","2019-08-01",2.51
"721","2019-08-02",2.55
"722","2019-08-05",2.43
"723","2019-08-06",2.45
"724","2019-08-07",2.39
"725","2019-08-08",2.55
"726","2019-08-09",2.66
"727","2019-08-12",2.55
"728","2019-08-13",2.48
"729","2019-08-14",2.43
"730","2019-08-15",2.51
"731","2019-08-16",2.4
"732","2019-08-19",2.49
"733","2019-08-20",2.4
"734","2019-08-21",2.49
"735","2019-08-22",2.5
"736","2019-08-23",2.42
"737","2019-08-26",2.44
"738","2019-08-27",2.29
"739","2019-08-28",2.28
"740","2019-08-29",2.17
"741","2019-08-30",2.15
"742","2019-09-03",2.05
"743","2019-09-04",2.17
"744","2019-09-05",2.5
"745","2019-09-06",2.62
"746","2019-09-09",2.69
"747","2019-09-10",2.78
"748","2019-09-11",2.74
"749","2019-09-12",2.75
"750","2019-09-13",2.75
"751","2019-09-16",2.86
"752","2019-09-17",2.68
"753","2019-09-18",2.79
"754","2019-09-19",2.76
"755","2019-09-20",2.77
"756","2019-09-23",2.75
"757","2019-09-24",2.72
"758","2019-09-25",2.72
"759","2019-09-26",2.64
"760","2019-09-27",2.63
"761","2019-09-30",2.58
"762","2019-10-01",2.6
"763","2019-10-02",2.54
