"","date","ACRS"
"1","2015-10-06",11
"2","2015-10-07",11.05
"3","2015-10-08",11.05
"4","2015-10-09",12.5
"5","2015-10-12",13.6
"6","2015-10-13",12.46
"7","2015-10-14",14.36
"8","2015-10-15",15.56
"9","2015-10-16",14.57
"10","2015-10-19",15.42
"11","2015-10-20",15.43
"12","2015-10-21",14.92
"13","2015-10-22",14.5
"14","2015-10-23",14.43
"15","2015-10-26",14.48
"16","2015-10-27",14.66
"17","2015-10-28",14.31
"18","2015-10-29",14.38
"19","2015-10-30",14.47
"20","2015-11-02",14.61
"21","2015-11-03",15.13
"22","2015-11-04",14.9
"23","2015-11-05",15.21
"24","2015-11-06",14.67
"25","2015-11-09",15.14
"26","2015-11-10",17.290001
"27","2015-11-11",16.610001
"28","2015-11-12",16.91
"29","2015-11-13",18.15
"30","2015-11-16",18.360001
"31","2015-11-17",18.809999
"32","2015-11-18",19.950001
"33","2015-11-19",19.9
"34","2015-11-20",20.84
"35","2015-11-23",23.65
"36","2015-11-24",23.5
"37","2015-11-25",23.389999
"38","2015-11-27",23.4
"39","2015-11-30",23.549999
"40","2015-12-01",23.24
"41","2015-12-02",21.4
"42","2015-12-03",20.549999
"43","2015-12-04",21.129999
"44","2015-12-07",21.025
"45","2015-12-08",21.1
"46","2015-12-09",21
"47","2015-12-10",21.440001
"48","2015-12-11",22.049999
"49","2015-12-14",22.67
"50","2015-12-15",22.030001
"51","2015-12-16",25.969999
"52","2015-12-17",28.92
"53","2015-12-18",28.68
"54","2015-12-21",29.139999
"55","2015-12-22",29.280001
"56","2015-12-23",28.690001
"57","2015-12-24",28.99
"58","2015-12-28",28.780001
"59","2015-12-29",24.09
"60","2015-12-30",25.59
"61","2015-12-31",26.940001
"62","2016-01-04",26.389999
"63","2016-01-05",27.370001
"64","2016-01-06",25.68
"65","2016-01-07",23.98
"66","2016-01-08",23.5
"67","2016-01-11",19.440001
"68","2016-01-12",20.43
"69","2016-01-13",20.18
"70","2016-01-14",21.15
"71","2016-01-15",20.42
"72","2016-01-19",19.98
"73","2016-01-20",21.049999
"74","2016-01-21",22.559999
"75","2016-01-22",22
"76","2016-01-25",20.15
"77","2016-01-26",21.84
"78","2016-01-27",20.879999
"79","2016-01-28",20.940001
"80","2016-01-29",22.23
"81","2016-02-01",21.65
"82","2016-02-02",21.93
"83","2016-02-03",22
"84","2016-02-04",21.969999
"85","2016-02-05",21.540001
"86","2016-02-08",20.459999
"87","2016-02-09",19.6
"88","2016-02-10",20.120001
"89","2016-02-11",19.9
"90","2016-02-12",19.450001
"91","2016-02-16",18.780001
"92","2016-02-17",15.65
"93","2016-02-18",15.12
"94","2016-02-19",15.29
"95","2016-02-22",16.76
"96","2016-02-23",18.01
"97","2016-02-24",18.6
"98","2016-02-25",18.950001
"99","2016-02-26",18.93
"100","2016-02-29",18.34
"101","2016-03-01",17.709999
"102","2016-03-02",17.389999
"103","2016-03-03",17.33
"104","2016-03-04",18.02
"105","2016-03-07",17.92
"106","2016-03-08",17.42
"107","2016-03-09",16.93
"108","2016-03-10",16.74
"109","2016-03-11",16.84
"110","2016-03-14",16.4
"111","2016-03-15",16.139999
"112","2016-03-16",16.139999
"113","2016-03-17",15.99
"114","2016-03-18",15.71
"115","2016-03-21",15.8
"116","2016-03-22",15.37
"117","2016-03-23",15
"118","2016-03-24",14.77
"119","2016-03-28",14.91
"120","2016-03-29",15.49
"121","2016-03-30",15.45
"122","2016-03-31",18.950001
"123","2016-04-01",20.5
"124","2016-04-04",20.5
"125","2016-04-05",19.690001
"126","2016-04-06",20.84
"127","2016-04-07",20.690001
"128","2016-04-08",20.16
"129","2016-04-11",19.98
"130","2016-04-12",19.610001
"131","2016-04-13",20
"132","2016-04-14",20.1
"133","2016-04-15",20.059999
"134","2016-04-18",19.91
"135","2016-04-19",20.4
"136","2016-04-20",19.809999
"137","2016-04-21",19.690001
"138","2016-04-22",19.66
"139","2016-04-25",19.68
"140","2016-04-26",21.780001
"141","2016-04-27",20.48
"142","2016-04-28",19.76
"143","2016-04-29",18.48
"144","2016-05-02",20.41
"145","2016-05-03",20.629999
"146","2016-05-04",19.690001
"147","2016-05-05",21.02
"148","2016-05-06",20.709999
"149","2016-05-09",20.5
"150","2016-05-10",19.98
"151","2016-05-11",17.969999
"152","2016-05-12",16.93
"153","2016-05-13",19.059999
"154","2016-05-16",19.190001
"155","2016-05-17",19.18
"156","2016-05-18",19.92
"157","2016-05-19",19.790001
"158","2016-05-20",20.35
"159","2016-05-23",19.209999
"160","2016-05-24",19.799999
"161","2016-05-25",20.49
"162","2016-05-26",19.700001
"163","2016-05-27",20
"164","2016-05-31",19.98
"165","2016-06-01",20.24
"166","2016-06-02",20.940001
"167","2016-06-03",20.209999
"168","2016-06-06",22.07
"169","2016-06-07",21.91
"170","2016-06-08",21.639999
"171","2016-06-09",21.57
"172","2016-06-10",21.969999
"173","2016-06-13",20.440001
"174","2016-06-14",19.389999
"175","2016-06-15",19.200001
"176","2016-06-16",19.469999
"177","2016-06-17",18.93
"178","2016-06-20",19.129999
"179","2016-06-21",17.83
"180","2016-06-22",18.07
"181","2016-06-23",18.209999
"182","2016-06-24",18.1
"183","2016-06-27",17.68
"184","2016-06-28",18.07
"185","2016-06-29",18.32
"186","2016-06-30",18.469999
"187","2016-07-01",19.049999
"188","2016-07-05",18.959999
"189","2016-07-06",19.34
"190","2016-07-07",19.52
"191","2016-07-08",20.129999
"192","2016-07-11",20.129999
"193","2016-07-12",20.110001
"194","2016-07-13",19.85
"195","2016-07-14",20.16
"196","2016-07-15",20.299999
"197","2016-07-18",20.219999
"198","2016-07-19",20.200001
"199","2016-07-20",20.75
"200","2016-07-21",20.98
"201","2016-07-22",20.91
"202","2016-07-25",19.719999
"203","2016-07-26",20.25
"204","2016-07-27",20.35
"205","2016-07-28",20.209999
"206","2016-07-29",19.700001
"207","2016-08-01",19.76
"208","2016-08-02",18.9
"209","2016-08-03",18.879999
"210","2016-08-04",18.870001
"211","2016-08-05",18.93
"212","2016-08-08",18.76
"213","2016-08-09",18.84
"214","2016-08-10",18.690001
"215","2016-08-11",19.139999
"216","2016-08-12",19.27
"217","2016-08-15",19.83
"218","2016-08-16",20
"219","2016-08-17",20.17
"220","2016-08-18",20
"221","2016-08-19",20.139999
"222","2016-08-22",20.799999
"223","2016-08-23",21.24
"224","2016-08-24",20.82
"225","2016-08-25",20.23
"226","2016-08-26",21.34
"227","2016-08-29",22.219999
"228","2016-08-30",21.190001
"229","2016-08-31",20.16
"230","2016-09-01",20.68
"231","2016-09-02",20.860001
"232","2016-09-06",21.809999
"233","2016-09-07",22.559999
"234","2016-09-08",23.02
"235","2016-09-09",21.49
"236","2016-09-12",23.24
"237","2016-09-13",23.83
"238","2016-09-14",23.91
"239","2016-09-15",24.15
"240","2016-09-16",24.5
"241","2016-09-19",23.799999
"242","2016-09-20",24.379999
"243","2016-09-21",24.5
"244","2016-09-22",25.030001
"245","2016-09-23",24.860001
"246","2016-09-26",24.93
"247","2016-09-27",25.15
"248","2016-09-28",25.290001
"249","2016-09-29",25.16
"250","2016-09-30",25.610001
"251","2016-10-03",25.49
"252","2016-10-04",24.85
"253","2016-10-05",25.1
"254","2016-10-06",24.620001
"255","2016-10-07",24.639999
"256","2016-10-10",24.98
"257","2016-10-11",24.49
"258","2016-10-12",24.41
"259","2016-10-13",23.98
"260","2016-10-14",22.629999
"261","2016-10-17",22.25
"262","2016-10-18",22.700001
"263","2016-10-19",22.190001
"264","2016-10-20",22.120001
"265","2016-10-21",22.290001
"266","2016-10-24",22.290001
"267","2016-10-25",22.01
"268","2016-10-26",21.99
"269","2016-10-27",21.450001
"270","2016-10-28",21.34
"271","2016-10-31",21.25
"272","2016-11-01",20.82
"273","2016-11-02",21.1
"274","2016-11-03",20.74
"275","2016-11-04",20.879999
"276","2016-11-07",21.08
"277","2016-11-08",20.530001
"278","2016-11-09",22.5
"279","2016-11-10",22.549999
"280","2016-11-11",22.700001
"281","2016-11-14",22.52
"282","2016-11-15",23.43
"283","2016-11-16",22.860001
"284","2016-11-17",23.82
"285","2016-11-18",25.98
"286","2016-11-21",27.02
"287","2016-11-22",27.16
"288","2016-11-23",28.139999
"289","2016-11-25",27.73
"290","2016-11-28",28.040001
"291","2016-11-29",30.139999
"292","2016-11-30",29.950001
"293","2016-12-01",29.01
"294","2016-12-02",29.469999
"295","2016-12-05",30.15
"296","2016-12-06",30.549999
"297","2016-12-07",29.799999
"298","2016-12-08",28.969999
"299","2016-12-09",29.280001
"300","2016-12-12",28.82
"301","2016-12-13",28.450001
"302","2016-12-14",28.5
"303","2016-12-15",28.92
"304","2016-12-16",31.25
"305","2016-12-19",30.77
"306","2016-12-20",30.290001
"307","2016-12-21",29.809999
"308","2016-12-22",28.08
"309","2016-12-23",28.209999
"310","2016-12-27",27.620001
"311","2016-12-28",27.4
"312","2016-12-29",27.1
"313","2016-12-30",27.139999
"314","2017-01-03",27.950001
"315","2017-01-04",29.389999
"316","2017-01-05",28.92
"317","2017-01-06",28.959999
"318","2017-01-09",30.01
"319","2017-01-10",29.25
"320","2017-01-11",28.51
"321","2017-01-12",28.620001
"322","2017-01-13",28.700001
"323","2017-01-17",28.09
"324","2017-01-18",28
"325","2017-01-19",27.75
"326","2017-01-20",27.190001
"327","2017-01-23",26.43
"328","2017-01-24",27.16
"329","2017-01-25",27.299999
"330","2017-01-26",27.040001
"331","2017-01-27",26.93
"332","2017-01-30",26.110001
"333","2017-01-31",26.530001
"334","2017-02-01",26.35
"335","2017-02-02",25.59
"336","2017-02-03",25.870001
"337","2017-02-06",25.25
