"","date","TCDA"
"1","2018-06-28",26
"2","2018-06-29",29.9
"3","2018-07-02",30.01
"4","2018-07-03",32.939999
"5","2018-07-05",34.009998
"6","2018-07-06",30.5
"7","2018-07-09",31.07
"8","2018-07-10",32.860001
"9","2018-07-11",30.99
"10","2018-07-12",30.82
"11","2018-07-13",29.1
"12","2018-07-16",29.030001
"13","2018-07-17",28.57
"14","2018-07-18",28.799999
"15","2018-07-19",29.889999
"16","2018-07-20",29.5
"17","2018-07-23",29.25
"18","2018-07-24",27.1
"19","2018-07-25",27.059999
"20","2018-07-26",26.219999
"21","2018-07-27",24.360001
"22","2018-07-30",23.18
"23","2018-07-31",23.65
"24","2018-08-01",22.969999
"25","2018-08-02",22.5
"26","2018-08-03",23.549999
"27","2018-08-06",23.870001
"28","2018-08-07",23.82
"29","2018-08-08",24
"30","2018-08-09",23.84
"31","2018-08-10",23.719999
"32","2018-08-13",23.5
"33","2018-08-14",23.77
"34","2018-08-15",23.459999
"35","2018-08-16",23.68
"36","2018-08-17",23.75
"37","2018-08-20",23.5
"38","2018-08-21",23.559999
"39","2018-08-22",24.32
"40","2018-08-23",25.379999
"41","2018-08-24",27
"42","2018-08-27",25.809999
"43","2018-08-28",27.459999
"44","2018-08-29",29.370001
"45","2018-08-30",31.15
"46","2018-08-31",30.83
"47","2018-09-04",32.290001
"48","2018-09-05",37.52
"49","2018-09-06",36.279999
"50","2018-09-07",36.439999
"51","2018-09-10",39.349998
"52","2018-09-11",34.889999
"53","2018-09-12",35.040001
"54","2018-09-13",35.48
"55","2018-09-14",35.599998
"56","2018-09-17",34.459999
"57","2018-09-18",35.540001
"58","2018-09-19",35.599998
"59","2018-09-20",36.779999
"60","2018-09-21",36.439999
"61","2018-09-24",33.810001
"62","2018-09-25",33.639999
"63","2018-09-26",32.669998
"64","2018-09-27",31.85
"65","2018-09-28",30.549999
"66","2018-10-01",30.129999
"67","2018-10-02",29.92
"68","2018-10-03",28.68
"69","2018-10-04",27.75
"70","2018-10-05",27.9
"71","2018-10-08",27.549999
"72","2018-10-09",27.67
"73","2018-10-10",28.120001
"74","2018-10-11",29.059999
"75","2018-10-12",28.629999
"76","2018-10-15",29.08
"77","2018-10-16",30.42
"78","2018-10-17",30.73
"79","2018-10-18",30.049999
"80","2018-10-19",30.040001
"81","2018-10-22",30.120001
"82","2018-10-23",30.459999
"83","2018-10-24",25.860001
"84","2018-10-25",27.610001
"85","2018-10-26",27.950001
"86","2018-10-29",27.110001
"87","2018-10-30",26.5
"88","2018-10-31",27
"89","2018-11-01",28.08
"90","2018-11-02",27.969999
"91","2018-11-05",27.700001
"92","2018-11-06",27.049999
"93","2018-11-07",27.35
"94","2018-11-08",28.41
"95","2018-11-09",29.719999
"96","2018-11-12",28.34
"97","2018-11-13",29.290001
"98","2018-11-14",30.84
"99","2018-11-15",30.25
"100","2018-11-16",31.299999
"101","2018-11-19",29.299999
"102","2018-11-20",29
"103","2018-11-21",30.059999
"104","2018-11-23",29.9
"105","2018-11-26",29.25
"106","2018-11-27",27.889999
"107","2018-11-28",30.83
"108","2018-11-29",29.5
"109","2018-11-30",29.85
"110","2018-12-03",30.43
"111","2018-12-04",28.549999
"112","2018-12-06",29.379999
"113","2018-12-07",29.870001
"114","2018-12-10",31.780001
"115","2018-12-11",32.330002
"116","2018-12-12",31.48
"117","2018-12-13",31.040001
"118","2018-12-14",31.83
"119","2018-12-17",30.780001
"120","2018-12-18",29.799999
"121","2018-12-19",29.879999
"122","2018-12-20",28.01
"123","2018-12-21",24.620001
"124","2018-12-24",24.879999
"125","2018-12-26",24.799999
"126","2018-12-27",23.639999
"127","2018-12-28",23.57
"128","2018-12-31",23.58
"129","2019-01-02",23.120001
"130","2019-01-03",21.200001
"131","2019-01-04",22.98
"132","2019-01-07",22.950001
"133","2019-01-08",22.969999
"134","2019-01-09",23.02
"135","2019-01-10",22.959999
"136","2019-01-11",23.24
"137","2019-01-14",22.040001
"138","2019-01-15",22.59
"139","2019-01-16",22.6
"140","2019-01-17",21.370001
"141","2019-01-18",21.959999
"142","2019-01-22",22.32
"143","2019-01-23",21
"144","2019-01-24",21.25
"145","2019-01-25",21.09
"146","2019-01-28",20.049999
"147","2019-01-29",19.959999
"148","2019-01-30",20.67
"149","2019-01-31",21.940001
"150","2019-02-01",21.1
"151","2019-02-04",20.5
"152","2019-02-05",21.389999
"153","2019-02-06",21.17
"154","2019-02-07",20.959999
"155","2019-02-08",21.860001
"156","2019-02-11",22.129999
"157","2019-02-12",22.18
"158","2019-02-13",22.559999
"159","2019-02-14",22.219999
"160","2019-02-15",23.059999
"161","2019-02-19",22.889999
"162","2019-02-20",22.82
"163","2019-02-21",22.43
"164","2019-02-22",22.51
"165","2019-02-25",22.280001
"166","2019-02-26",22.99
"167","2019-02-27",23.01
"168","2019-02-28",23.129999
"169","2019-03-01",23.719999
"170","2019-03-04",24
"171","2019-03-05",24.559999
"172","2019-03-06",23.889999
"173","2019-03-07",23.219999
"174","2019-03-08",22.58
"175","2019-03-11",23.5
"176","2019-03-12",24.5
"177","2019-03-13",24.959999
"178","2019-03-14",24.73
"179","2019-03-15",24.870001
"180","2019-03-18",25.91
"181","2019-03-19",25.58
"182","2019-03-20",25.450001
"183","2019-03-21",25.389999
"184","2019-03-22",23.959999
"185","2019-03-25",23.139999
"186","2019-03-26",24.24
"187","2019-03-27",24.07
"188","2019-03-28",37.799999
"189","2019-03-29",38.619999
"190","2019-04-01",35.330002
"191","2019-04-02",36.25
"192","2019-04-03",36.59
"193","2019-04-04",36.599998
"194","2019-04-05",36.59
"195","2019-04-08",36.549999
"196","2019-04-09",34.580002
"197","2019-04-10",34.099998
"198","2019-04-11",32.5
"199","2019-04-12",32.830002
"200","2019-04-15",32.740002
"201","2019-04-16",33.66
"202","2019-04-17",31.51
"203","2019-04-18",31.16
"204","2019-04-22",31.299999
"205","2019-04-23",32.459999
"206","2019-04-24",32.630001
"207","2019-04-25",33.07
"208","2019-04-26",33.799999
"209","2019-04-29",34.119999
"210","2019-04-30",34.259998
"211","2019-05-01",32.349998
"212","2019-05-02",32.25
"213","2019-05-03",33.509998
"214","2019-05-06",34.490002
"215","2019-05-07",34.689999
"216","2019-05-08",35.25
"217","2019-05-09",35.52
"218","2019-05-10",35.119999
"219","2019-05-13",34.73
"220","2019-05-14",35.5
"221","2019-05-15",36.310001
"222","2019-05-16",36.130001
"223","2019-05-17",36.060001
"224","2019-05-20",36.200001
"225","2019-05-21",37.259998
"226","2019-05-22",37.57
"227","2019-05-23",37.880001
"228","2019-05-24",37.459999
"229","2019-05-28",36.849998
"230","2019-05-29",36.490002
"231","2019-05-30",36.220001
"232","2019-05-31",36.740002
"233","2019-06-03",37.41
"234","2019-06-04",36.299999
"235","2019-06-05",36.290001
"236","2019-06-06",35.439999
"237","2019-06-07",35.700001
"238","2019-06-10",33.84
"239","2019-06-11",34.43
"240","2019-06-12",35.220001
"241","2019-06-13",35.27
"242","2019-06-14",34.48
"243","2019-06-17",37.049999
"244","2019-06-18",37.360001
"245","2019-06-19",37.580002
"246","2019-06-20",34.919998
"247","2019-06-21",34.380001
"248","2019-06-24",35
"249","2019-06-25",35.150002
"250","2019-06-26",35.049999
"251","2019-06-27",38.200001
"252","2019-06-28",39.459999
"253","2019-07-01",42.220001
"254","2019-07-02",39.049999
"255","2019-07-03",37.299999
"256","2019-07-05",35.740002
"257","2019-07-08",34.130001
"258","2019-07-09",34.200001
"259","2019-07-10",34.560001
"260","2019-07-11",33.23
"261","2019-07-12",33.119999
"262","2019-07-15",33.049999
"263","2019-07-16",33.369999
"264","2019-07-17",33.669998
"265","2019-07-18",33.400002
"266","2019-07-19",33.380001
"267","2019-07-22",33.900002
"268","2019-07-23",32.599998
"269","2019-07-24",32.470001
"270","2019-07-25",31.610001
"271","2019-07-26",32.290001
"272","2019-07-29",31.209999
"273","2019-07-30",32.360001
"274","2019-07-31",31.559999
"275","2019-08-01",32.209999
"276","2019-08-02",30.5
"277","2019-08-05",29.870001
"278","2019-08-06",31.01
"279","2019-08-07",31.370001
"280","2019-08-08",32.43
"281","2019-08-09",33.02
"282","2019-08-12",32.419998
"283","2019-08-13",33.139999
"284","2019-08-14",32.130001
"285","2019-08-15",32.639999
"286","2019-08-16",34.639999
"287","2019-08-19",35.27
"288","2019-08-20",34.240002
"289","2019-08-21",35.200001
"290","2019-08-22",34.27
"291","2019-08-23",33.130001
"292","2019-08-26",33.950001
"293","2019-08-27",33.330002
"294","2019-08-28",34.34
"295","2019-08-29",35.080002
"296","2019-08-30",34.889999
"297","2019-09-03",33.860001
"298","2019-09-04",33.970001
"299","2019-09-05",35.450001
"300","2019-09-06",34.119999
"301","2019-09-09",34.040001
"302","2019-09-10",33.07
"303","2019-09-11",34.150002
"304","2019-09-12",34.490002
