"","date","FDS"
"1","2007-01-03",55.779999
"2","2007-01-04",56.049999
"3","2007-01-05",55.349998
"4","2007-01-08",55.380001
"5","2007-01-09",55.299999
"6","2007-01-10",55.34
"7","2007-01-11",55.950001
"8","2007-01-12",57.610001
"9","2007-01-16",58.779999
"10","2007-01-17",58.779999
"11","2007-01-18",57.580002
"12","2007-01-19",57.5
"13","2007-01-22",57.110001
"14","2007-01-23",56.650002
"15","2007-01-24",57.169998
"16","2007-01-25",57.060001
"17","2007-01-26",57.560001
"18","2007-01-29",57.650002
"19","2007-01-30",58.380001
"20","2007-01-31",58.080002
"21","2007-02-01",59.220001
"22","2007-02-02",59.369999
"23","2007-02-05",59.130001
"24","2007-02-06",59.470001
"25","2007-02-07",60.150002
"26","2007-02-08",59.889999
"27","2007-02-09",59.290001
"28","2007-02-12",59.040001
"29","2007-02-13",59.48
"30","2007-02-14",60.09
"31","2007-02-15",61.18
"32","2007-02-16",61.73
"33","2007-02-20",62.57
"34","2007-02-21",63.25
"35","2007-02-22",62.68
"36","2007-02-23",62.549999
"37","2007-02-26",61.790001
"38","2007-02-27",59.73
"39","2007-02-28",60.860001
"40","2007-03-01",60
"41","2007-03-02",60.439999
"42","2007-03-05",60.380001
"43","2007-03-06",61.939999
"44","2007-03-07",62.150002
"45","2007-03-08",63.279999
"46","2007-03-09",63.310001
"47","2007-03-12",65.949997
"48","2007-03-13",65.239998
"49","2007-03-14",65.529999
"50","2007-03-15",66.739998
"51","2007-03-16",66.580002
"52","2007-03-19",64.699997
"53","2007-03-20",64.699997
"54","2007-03-21",65.849998
"55","2007-03-22",66.010002
"56","2007-03-23",65.639999
"57","2007-03-26",64.160004
"58","2007-03-27",62.939999
"59","2007-03-28",61.779999
"60","2007-03-29",62.880001
"61","2007-03-30",62.849998
"62","2007-04-02",62.130001
"63","2007-04-03",62.939999
"64","2007-04-04",62.669998
"65","2007-04-05",62.490002
"66","2007-04-09",62.450001
"67","2007-04-10",61.810001
"68","2007-04-11",61.009998
"69","2007-04-12",61.07
"70","2007-04-13",60.689999
"71","2007-04-16",61.700001
"72","2007-04-17",62.099998
"73","2007-04-18",61.900002
"74","2007-04-19",61.040001
"75","2007-04-20",61.349998
"76","2007-04-23",62.029999
"77","2007-04-24",61.580002
"78","2007-04-25",62.299999
"79","2007-04-26",62.52
"80","2007-04-27",62.560001
"81","2007-04-30",61.509998
"82","2007-05-01",61.509998
"83","2007-05-02",62.209999
"84","2007-05-03",62.459999
"85","2007-05-04",63.279999
"86","2007-05-07",62.98
"87","2007-05-08",63.389999
"88","2007-05-09",63.220001
"89","2007-05-10",63.23
"90","2007-05-11",64.010002
"91","2007-05-14",63.860001
"92","2007-05-15",63.380001
"93","2007-05-16",63.380001
"94","2007-05-17",62.869999
"95","2007-05-18",64.040001
"96","2007-05-21",64.889999
"97","2007-05-22",64.239998
"98","2007-05-23",63.82
"99","2007-05-24",62.25
"100","2007-05-25",62.880001
"101","2007-05-29",63.869999
"102","2007-05-30",64.190002
"103","2007-05-31",63.830002
"104","2007-06-01",62.939999
"105","2007-06-04",63.25
"106","2007-06-05",63.650002
"107","2007-06-06",62.34
"108","2007-06-07",60.299999
"109","2007-06-08",61.759998
"110","2007-06-11",62.639999
"111","2007-06-12",62.470001
"112","2007-06-13",62.41
"113","2007-06-14",63.209999
"114","2007-06-15",63.380001
"115","2007-06-18",63.869999
"116","2007-06-19",68.089996
"117","2007-06-20",69.360001
"118","2007-06-21",69.349998
"119","2007-06-22",66.919998
"120","2007-06-25",66.68
"121","2007-06-26",66.989998
"122","2007-06-27",68.160004
"123","2007-06-28",68.400002
"124","2007-06-29",68.349998
"125","2007-07-02",68.730003
"126","2007-07-03",68.510002
"127","2007-07-05",68.220001
"128","2007-07-06",68.43
"129","2007-07-09",68.879997
"130","2007-07-10",66.900002
"131","2007-07-11",65.75
"132","2007-07-12",66.5
"133","2007-07-13",66.559998
"134","2007-07-16",67.110001
"135","2007-07-17",67.199997
"136","2007-07-18",67.089996
"137","2007-07-19",67.599998
"138","2007-07-20",67.370003
"139","2007-07-23",67.529999
"140","2007-07-24",67.360001
"141","2007-07-25",66.75
"142","2007-07-26",65.540001
"143","2007-07-27",64.980003
"144","2007-07-30",64.900002
"145","2007-07-31",65.989998
"146","2007-08-01",66.190002
"147","2007-08-02",66.910004
"148","2007-08-03",64.360001
"149","2007-08-06",64.650002
"150","2007-08-07",62.549999
"151","2007-08-08",62.91
"152","2007-08-09",55.540001
"153","2007-08-10",59.880001
"154","2007-08-13",62.540001
"155","2007-08-14",59.360001
"156","2007-08-15",59
"157","2007-08-16",55.66
"158","2007-08-17",57.34
"159","2007-08-20",56.41
"160","2007-08-21",56.400002
"161","2007-08-22",56.919998
"162","2007-08-23",56.939999
"163","2007-08-24",57.02
"164","2007-08-27",56.25
"165","2007-08-28",56.02
"166","2007-08-29",56.619999
"167","2007-08-30",58.549999
"168","2007-08-31",59.93
"169","2007-09-04",58.939999
"170","2007-09-05",58.209999
"171","2007-09-06",58.25
"172","2007-09-07",56.779999
"173","2007-09-10",56.419998
"174","2007-09-11",57.169998
"175","2007-09-12",58.470001
"176","2007-09-13",58.27
"177","2007-09-14",60.380001
"178","2007-09-17",59.459999
"179","2007-09-18",60.759998
"180","2007-09-19",61.93
"181","2007-09-20",61.700001
"182","2007-09-21",64.919998
"183","2007-09-24",64.220001
"184","2007-09-25",66.099998
"185","2007-09-26",65.82
"186","2007-09-27",68.120003
"187","2007-09-28",68.550003
"188","2007-10-01",68.449997
"189","2007-10-02",68.849998
"190","2007-10-03",69.199997
"191","2007-10-04",69.169998
"192","2007-10-05",71.550003
"193","2007-10-08",69.989998
"194","2007-10-09",71.5
"195","2007-10-10",73.529999
"196","2007-10-11",73.300003
"197","2007-10-12",71.949997
"198","2007-10-15",71.510002
"199","2007-10-16",70.860001
"200","2007-10-17",70.699997
"201","2007-10-18",70.699997
"202","2007-10-19",68.5
"203","2007-10-22",69.120003
"204","2007-10-23",69.699997
"205","2007-10-24",68.239998
"206","2007-10-25",67.540001
"207","2007-10-26",68.160004
"208","2007-10-29",69.510002
"209","2007-10-30",68.75
"210","2007-10-31",70.519997
"211","2007-11-01",68.290001
"212","2007-11-02",69.260002
"213","2007-11-05",67.989998
"214","2007-11-06",67.230003
"215","2007-11-07",65.730003
"216","2007-11-08",64.739998
"217","2007-11-09",63.32
"218","2007-11-12",62.25
"219","2007-11-13",64.139999
"220","2007-11-14",63.84
"221","2007-11-15",64.010002
"222","2007-11-16",64.099998
"223","2007-11-19",62.009998
"224","2007-11-20",60.540001
"225","2007-11-21",59.080002
"226","2007-11-23",60.02
"227","2007-11-26",60.279999
