"","date","FNCB"
"1","2007-01-03",23.76
"2","2007-01-04",22.879999
"3","2007-01-05",22.896
"4","2007-01-08",23.040001
"5","2007-01-09",23.6
"6","2007-01-10",22.6
"7","2007-01-11",22.591999
"8","2007-01-12",23.6
"9","2007-01-16",22.608
"10","2007-01-17",23.191999
"11","2007-01-18",22.639999
"12","2007-01-19",22.719999
"13","2007-01-22",22.6
"14","2007-01-23",22.4
"15","2007-01-24",22.4
"16","2007-01-25",22.32
"17","2007-01-26",22.32
"18","2007-01-29",22.32
"19","2007-01-30",22.32
"20","2007-01-31",22.752001
"21","2007-02-01",22.752001
"22","2007-02-02",22.799999
"23","2007-02-05",22.799999
"24","2007-02-06",22.4
"25","2007-02-07",22.32
"26","2007-02-08",22.224001
"27","2007-02-09",22.4
"28","2007-02-12",22.4
"29","2007-02-13",22.4
"30","2007-02-14",22.4
"31","2007-02-15",22.4
"32","2007-02-16",22.4
"33","2007-02-20",22.280001
"34","2007-02-21",22.128
"35","2007-02-22",22.120001
"36","2007-02-23",22.200001
"37","2007-02-26",22.120001
"38","2007-02-27",22
"39","2007-02-28",21.6
"40","2007-03-01",20
"41","2007-03-02",21.200001
"42","2007-03-05",21
"43","2007-03-06",21.384001
"44","2007-03-07",21.6
"45","2007-03-08",21.879999
"46","2007-03-09",21.92
"47","2007-03-12",21
"48","2007-03-13",22.32
"49","2007-03-14",22.32
"50","2007-03-15",21.68
"51","2007-03-16",21.4
"52","2007-03-19",21.4
"53","2007-03-20",21.48
"54","2007-03-21",21.48
"55","2007-03-22",22.16
"56","2007-03-23",22.08
"57","2007-03-26",22.08
"58","2007-03-27",20.92
"59","2007-03-28",21.559999
"60","2007-03-29",21.024
"61","2007-03-30",21.591999
"62","2007-04-02",21.6
"63","2007-04-03",21.392
"64","2007-04-04",21.392
"65","2007-04-05",21.591999
"66","2007-04-09",22.184
"67","2007-04-10",22.184
"68","2007-04-11",21.6
"69","2007-04-12",21.6
"70","2007-04-13",21.6
"71","2007-04-16",21.799999
"72","2007-04-17",20.84
"73","2007-04-18",22.120001
"74","2007-04-19",21.6
"75","2007-04-20",21.200001
"76","2007-04-23",21.6
"77","2007-04-24",21.4
"78","2007-04-25",21.200001
"79","2007-04-26",21.200001
"80","2007-04-27",21.24
"81","2007-04-30",20.648001
"82","2007-05-01",20.959999
"83","2007-05-02",20.648001
"84","2007-05-03",21.4
"85","2007-05-04",21.4
"86","2007-05-07",20.728001
"87","2007-05-08",21.6
"88","2007-05-09",21.440001
"89","2007-05-10",22.191999
"90","2007-05-11",22.48
"91","2007-05-14",22.48
"92","2007-05-15",22.200001
"93","2007-05-16",22.16
"94","2007-05-17",21.440001
"95","2007-05-18",21.455999
"96","2007-05-21",21.448
"97","2007-05-22",21.448
"98","2007-05-23",21.6
"99","2007-05-24",20.68
"100","2007-05-25",21.200001
"101","2007-05-29",21.52
"102","2007-05-30",21.52
"103","2007-05-31",21.52
"104","2007-06-01",20.799999
"105","2007-06-04",20.792
"106","2007-06-05",20.792
"107","2007-06-06",20.799999
"108","2007-06-07",20.792
"109","2007-06-08",20.392
"110","2007-06-11",20.4
"111","2007-06-12",20.4
"112","2007-06-13",20.4
"113","2007-06-14",20.200001
"114","2007-06-15",20.52
"115","2007-06-18",20
"116","2007-06-19",19.799999
"117","2007-06-20",20.784
"118","2007-06-21",20.200001
"119","2007-06-22",20
"120","2007-06-25",20.799999
"121","2007-06-26",19.799999
"122","2007-06-27",20
"123","2007-06-28",19.799999
"124","2007-06-29",19.200001
"125","2007-07-02",20
"126","2007-07-03",20
"127","2007-07-05",20
"128","2007-07-06",19.959999
"129","2007-07-09",20
"130","2007-07-10",20
"131","2007-07-11",19.440001
"132","2007-07-12",19.92
"133","2007-07-13",19.6
"134","2007-07-16",20
"135","2007-07-17",20
"136","2007-07-18",19.6
"137","2007-07-19",19.6
"138","2007-07-20",19.6
"139","2007-07-23",19.799999
"140","2007-07-24",19.200001
"141","2007-07-25",19.200001
"142","2007-07-26",19.200001
"143","2007-07-27",18.799999
"144","2007-07-30",18.6
"145","2007-07-31",19.120001
"146","2007-08-01",19.120001
"147","2007-08-02",18.799999
"148","2007-08-03",19
"149","2007-08-06",18.6
"150","2007-08-07",18.4
"151","2007-08-08",18.6
"152","2007-08-09",18.6
"153","2007-08-10",18
"154","2007-08-13",18.200001
"155","2007-08-14",17.200001
"156","2007-08-15",16.879999
"157","2007-08-16",16.639999
"158","2007-08-17",16.84
"159","2007-08-20",16.448
"160","2007-08-21",16.879999
"161","2007-08-22",18.4
"162","2007-08-23",17.6
"163","2007-08-24",18
"164","2007-08-27",18
"165","2007-08-28",18.16
"166","2007-08-29",18.200001
"167","2007-08-30",17.4
"168","2007-08-31",17.200001
"169","2007-09-04",16.247999
"170","2007-09-05",16.799999
"171","2007-09-06",17.200001
"172","2007-09-07",17.200001
"173","2007-09-10",17.200001
"174","2007-09-11",17.200001
"175","2007-09-12",17.200001
"176","2007-09-13",17.200001
"177","2007-09-14",16.4
"178","2007-09-17",16.719999
"179","2007-09-18",17
"180","2007-09-19",17.200001
"181","2007-09-20",17.799999
"182","2007-09-21",17.799999
"183","2007-09-24",17.799999
"184","2007-09-25",17.799999
"185","2007-09-26",17.200001
"186","2007-09-27",17.84
"187","2007-09-28",17.6
"188","2007-10-01",17.6
"189","2007-10-02",17.200001
"190","2007-10-03",17.200001
"191","2007-10-04",17.6
"192","2007-10-05",17.200001
"193","2007-10-08",17.200001
"194","2007-10-09",17.200001
