"","date","SVRA"
"273","2018-05-29",10.44
"274","2018-05-30",10.87
"275","2018-05-31",10.12
"276","2018-06-01",9.69
"277","2018-06-04",9.42
"278","2018-06-05",9.56
"279","2018-06-06",9.71
"280","2018-06-07",9.42
"281","2018-06-08",11.41
"282","2018-06-11",11.43
"283","2018-06-12",11.96
"284","2018-06-13",12.11
"285","2018-06-14",12.47
"286","2018-06-15",13.23
"287","2018-06-18",13.46
"288","2018-06-19",13.52
"289","2018-06-20",13.76
"290","2018-06-21",12.26
"291","2018-06-22",12.19
"292","2018-06-25",12.13
"293","2018-06-26",11.6
"294","2018-06-27",11.24
"295","2018-06-28",11.31
"296","2018-06-29",11.32
"297","2018-07-02",11.81
"298","2018-07-03",12
"299","2018-07-05",12.53
"300","2018-07-06",12.25
"301","2018-07-09",12.42
"302","2018-07-10",12.45
"303","2018-07-11",12.48
"304","2018-07-12",12.67
"305","2018-07-13",12.72
"306","2018-07-16",12.34
"307","2018-07-17",12.49
"308","2018-07-18",12.32
"309","2018-07-19",12.69
"310","2018-07-20",12.59
"311","2018-07-23",12.7
"312","2018-07-24",12.75
"313","2018-07-25",12.87
"314","2018-07-26",11.51
"315","2018-07-27",11.875
"316","2018-07-30",11.21
"317","2018-07-31",11.01
"318","2018-08-01",11.25
"319","2018-08-02",11.26
"320","2018-08-03",11.16
"321","2018-08-06",11.5
"322","2018-08-07",11.5
"323","2018-08-08",11.44
"324","2018-08-09",11.52
"325","2018-08-10",11.14
"326","2018-08-13",10.89
"327","2018-08-14",10.57
"328","2018-08-15",10.49
"329","2018-08-16",10.61
"330","2018-08-17",10.6
"331","2018-08-20",10.62
"332","2018-08-21",10.74
"333","2018-08-22",10.87
"334","2018-08-23",10.97
"335","2018-08-24",10.85
"336","2018-08-27",11.19
"337","2018-08-28",11.17
"338","2018-08-29",11.24
"339","2018-08-30",11.44
"340","2018-08-31",11.76
"341","2018-09-04",11.21
"342","2018-09-05",11.15
"343","2018-09-06",11.11
"344","2018-09-07",11.21
"345","2018-09-10",10.86
"346","2018-09-11",10.72
"347","2018-09-12",11.16
"348","2018-09-13",11.52
"349","2018-09-14",11.59
"350","2018-09-17",11.14
"351","2018-09-18",11.22
"352","2018-09-19",11.2
"353","2018-09-20",11.24
"354","2018-09-21",11.21
"355","2018-09-24",11.12
"356","2018-09-25",11.17
"357","2018-09-26",11.07
"358","2018-09-27",11.11
"359","2018-09-28",11.16
"360","2018-10-01",10.62
"361","2018-10-02",10.82
"362","2018-10-03",10.92
"363","2018-10-04",10.78
"364","2018-10-05",10.4
"365","2018-10-08",10.34
"366","2018-10-09",10.56
"367","2018-10-10",9.98
"368","2018-10-11",9.98
"369","2018-10-12",9.93
"370","2018-10-15",10.2
"371","2018-10-16",10.73
"372","2018-10-17",10.7
"373","2018-10-18",10.01
"374","2018-10-19",9.49
"375","2018-10-22",9.38
"376","2018-10-23",9.69
"377","2018-10-24",9.3
"378","2018-10-25",9.41
"379","2018-10-26",9.2
"380","2018-10-29",8.8
"381","2018-10-30",9.09
"382","2018-10-31",9
"383","2018-11-01",9.31
"384","2018-11-02",9.39
"385","2018-11-05",9.26
"386","2018-11-06",9.57
"387","2018-11-07",9.82
"388","2018-11-08",10.77
"389","2018-11-09",10.88
"390","2018-11-12",9.85
"391","2018-11-13",9.415
"392","2018-11-14",9.24
"393","2018-11-15",9.51
"394","2018-11-16",9.39
"395","2018-11-19",8.96
"396","2018-11-20",8.66
"397","2018-11-21",8.74
"398","2018-11-23",8.61
"399","2018-11-26",8.83
"400","2018-11-27",8.68
"401","2018-11-28",8.86
"402","2018-11-29",8.84
"403","2018-11-30",8.97
"404","2018-12-03",9.09
"405","2018-12-04",8.44
"406","2018-12-06",7.88
"407","2018-12-07",7.63
"408","2018-12-10",7.41
"409","2018-12-11",7.59
"410","2018-12-12",7.81
"411","2018-12-13",7.33
"412","2018-12-14",7.44
"413","2018-12-17",7.1
"414","2018-12-18",7.22
"415","2018-12-19",6.56
"416","2018-12-20",6.3
"417","2018-12-21",6.27
"418","2018-12-24",7.42
"419","2018-12-26",7.74
"420","2018-12-27",7.88
"421","2018-12-28",7.36
"422","2018-12-31",7.57
"423","2019-01-02",7.62
"424","2019-01-03",7.36
"425","2019-01-04",7.6
"426","2019-01-07",7.89
"427","2019-01-08",7.82
"428","2019-01-09",7.89
"429","2019-01-10",7.74
"430","2019-01-11",7.76
"431","2019-01-14",7.52
"432","2019-01-15",7.54
"433","2019-01-16",7.4
"434","2019-01-17",7.37
"435","2019-01-18",7.38
"436","2019-01-22",7.15
"437","2019-01-23",7.43
"438","2019-01-24",7.43
"439","2019-01-25",7.7
"440","2019-01-28",7.38
"441","2019-01-29",7.32
"442","2019-01-30",7.48
"443","2019-01-31",7.59
"444","2019-02-01",7.56
"445","2019-02-04",7.59
"446","2019-02-05",7.58
"447","2019-02-06",7.4
"448","2019-02-07",7.4
"449","2019-02-08",7.53
"450","2019-02-11",7.21
"451","2019-02-12",7.13
"452","2019-02-13",7.16
"453","2019-02-14",6.95
"454","2019-02-15",6.86
"455","2019-02-19",6.79
"456","2019-02-20",6.71
"457","2019-02-21",6.72
"458","2019-02-22",6.76
"459","2019-02-25",6.89
"460","2019-02-26",6.72
"461","2019-02-27",6.89
"462","2019-02-28",6.88
"463","2019-03-01",7.45
"464","2019-03-04",7.57
"465","2019-03-05",8.14
"466","2019-03-06",7.4
"467","2019-03-07",7.64
"468","2019-03-08",7.77
"469","2019-03-11",8.05
"470","2019-03-12",8.49
"471","2019-03-13",8.6
"472","2019-03-14",8.13
"473","2019-03-15",8.06
"474","2019-03-18",8.26
"475","2019-03-19",8.03
"476","2019-03-20",8
"477","2019-03-21",8.04
"478","2019-03-22",7.86
"479","2019-03-25",8.11
"480","2019-03-26",7.91
"481","2019-03-27",8.08
"482","2019-03-28",7.49
"483","2019-03-29",7.37
"484","2019-04-01",7.9
"485","2019-04-02",8.41
"486","2019-04-03",8.88
"487","2019-04-04",8.9
"488","2019-04-05",8.8
"489","2019-04-08",9.03
"490","2019-04-09",9
"491","2019-04-10",9.5
"492","2019-04-11",9.56
"493","2019-04-12",9.47
"494","2019-04-15",9.09
"495","2019-04-16",9.08
"496","2019-04-17",9.01
"497","2019-04-18",9.32
"498","2019-04-22",9.65
"499","2019-04-23",10.7
"500","2019-04-24",10.32
"501","2019-04-25",10.35
"502","2019-04-26",10.62
"503","2019-04-29",11.16
"504","2019-04-30",10.68
"505","2019-05-01",10.77
"506","2019-05-02",10.85
"507","2019-05-03",11.13
"508","2019-05-06",11.12
"509","2019-05-07",11.29
"510","2019-05-08",10.99
"511","2019-05-09",10.72
"512","2019-05-10",11.21
"513","2019-05-13",11.12
"514","2019-05-14",11.05
"515","2019-05-15",11.31
"516","2019-05-16",11.7
"517","2019-05-17",11.48
"518","2019-05-20",11.31
"519","2019-05-21",11.19
"520","2019-05-22",11.16
"521","2019-05-23",11.28
"522","2019-05-24",11.29
"523","2019-05-28",11.2
"524","2019-05-29",11.09
"525","2019-05-30",11
"526","2019-05-31",10.84
"527","2019-06-03",10.83
"528","2019-06-04",10.84
"529","2019-06-05",10.99
"530","2019-06-06",10.24
"531","2019-06-07",10.13
"532","2019-06-10",11.03
"533","2019-06-11",10.5
"534","2019-06-12",10.57
"535","2019-06-13",2.62
"536","2019-06-14",2.46
"537","2019-06-17",2.38
"538","2019-06-18",2.38
"539","2019-06-19",2.71
"540","2019-06-20",2.62
"541","2019-06-21",2.63
"542","2019-06-24",2.57
"543","2019-06-25",2.44
"544","2019-06-26",2.42
"545","2019-06-27",2.41
"546","2019-06-28",2.37
"547","2019-07-01",2.7
"548","2019-07-02",2.66
"549","2019-07-03",2.72
"550","2019-07-05",2.73
"551","2019-07-08",2.66
"552","2019-07-09",2.63
"553","2019-07-10",2.6
"554","2019-07-11",2.51
"555","2019-07-12",2.59
"556","2019-07-15",2.63
"557","2019-07-16",2.53
"558","2019-07-17",2.52
"559","2019-07-18",2.5
"560","2019-07-19",2.49
"561","2019-07-22",2.48
"562","2019-07-23",2.46
"563","2019-07-24",2.58
"564","2019-07-25",2.59
"565","2019-07-26",2.62
"566","2019-07-29",2.55
"567","2019-07-30",2.64
"568","2019-07-31",2.54
"569","2019-08-01",2.51
"570","2019-08-02",2.39
"571","2019-08-05",2.3
"572","2019-08-06",2.34
"573","2019-08-07",2.46
"574","2019-08-08",2.51
"575","2019-08-09",2.3
"576","2019-08-12",2.31
"577","2019-08-13",2.37
"578","2019-08-14",2.3
"579","2019-08-15",2.23
"580","2019-08-16",2.2
"581","2019-08-19",2.32
"582","2019-08-20",2.32
"583","2019-08-21",2.31
"584","2019-08-22",2.27
"585","2019-08-23",2.16
"586","2019-08-26",2.2
"587","2019-08-27",2.16
"588","2019-08-28",2.26
"589","2019-08-29",2.32
"590","2019-08-30",2.26
"591","2019-09-03",2.25
"592","2019-09-04",2.28
"593","2019-09-05",2.38
"594","2019-09-06",2.42
"595","2019-09-09",2.36
"596","2019-09-10",2.51
"597","2019-09-11",2.65
"598","2019-09-12",2.67
"599","2019-09-13",2.64
"600","2019-09-16",2.7
"601","2019-09-17",2.63
"602","2019-09-18",2.52
"603","2019-09-19",2.43
"604","2019-09-20",2.55
"605","2019-09-23",2.81
"606","2019-09-24",3.2
"607","2019-09-25",2.92
"608","2019-09-26",2.815
"609","2019-09-27",2.8
"610","2019-09-30",2.65
"611","2019-10-01",2.48
"612","2019-10-02",1.03
"613","2019-10-03",1.03
"614","2019-10-04",0.93
"615","2019-10-07",0.894
"616","2019-10-08",0.843
"617","2019-10-09",0.905
"618","2019-10-10",0.887
"619","2019-10-11",0.898
"620","2019-10-14",0.867
"621","2019-10-15",0.92
"622","2019-10-16",0.93
"623","2019-10-17",0.92
"624","2019-10-18",0.874
"625","2019-10-21",0.877
"626","2019-10-22",0.865
"627","2019-10-23",0.864
"628","2019-10-24",0.855
"629","2019-10-25",0.886
"630","2019-10-28",0.889
"631","2019-10-29",0.897
"632","2019-10-30",0.88
"633","2019-10-31",0.882
"634","2019-11-01",0.946
"635","2019-11-04",0.996
"636","2019-11-05",0.978
"637","2019-11-06",0.917
"638","2019-11-07",0.91
"639","2019-11-08",0.847
"640","2019-11-11",0.828
"641","2019-11-12",0.772
"642","2019-11-13",0.74
"643","2019-11-14",0.712
"644","2019-11-15",0.735
"645","2019-11-18",0.89
"646","2019-11-19",0.899
"647","2019-11-20",0.88
"648","2019-11-21",0.897
"649","2019-11-22",0.968
"650","2019-11-25",1.05
"651","2019-11-26",1.01
"652","2019-11-27",1.06
"653","2019-11-29",1.26
"654","2019-12-02",1.33
"655","2019-12-03",1.31
"656","2019-12-04",1.2
"657","2019-12-05",1.11
"658","2019-12-06",1.12
"659","2019-12-09",1.17
"660","2019-12-10",1.16
"661","2019-12-11",1.21
"662","2019-12-12",1.31
"663","2019-12-13",1.37
"664","2019-12-16",1.5
"665","2019-12-17",1.57
"666","2019-12-18",1.51
"667","2019-12-19",1.48
"668","2019-12-20",1.59
"669","2019-12-23",1.83
"670","2019-12-24",1.78
"671","2019-12-26",1.76
"672","2019-12-27",1.73
"673","2019-12-30",4.91
"674","2019-12-31",4.48
"675","2020-01-02",4.08
"676","2020-01-03",4.07
"677","2020-01-06",3.47
"678","2020-01-07",3.52
"679","2020-01-08",3.45
"680","2020-01-09",3.35
"681","2020-01-10",3.46
"682","2020-01-13",3.87
"683","2020-01-14",3.64
"684","2020-01-15",3.78
"685","2020-01-16",3.77
"686","2020-01-17",3.75
"687","2020-01-21",3.5
"688","2020-01-22",3.49
"689","2020-01-23",3.34
"690","2020-01-24",3.14
"691","2020-01-27",3.13
"692","2020-01-28",3.19
"693","2020-01-29",2.93
"694","2020-01-30",2.87
"695","2020-01-31",2.62
"696","2020-02-03",2.66
"697","2020-02-04",2.24
"698","2020-02-05",2.48
"699","2020-02-06",2.28
"700","2020-02-07",2.18
"701","2020-02-10",2.18
"702","2020-02-11",2.33
"703","2020-02-12",2.54
"704","2020-02-13",2.58
"705","2020-02-14",2.45
"706","2020-02-18",2.58
"707","2020-02-19",2.72
"708","2020-02-20",2.69
"709","2020-02-21",2.67
"710","2020-02-24",2.55
"711","2020-02-25",2.39
"712","2020-02-26",2.29
"713","2020-02-27",2.09
"714","2020-02-28",2.29
"715","2020-03-02",2.45
"716","2020-03-03",2.45
"717","2020-03-04",2.59
"718","2020-03-05",2.61
"719","2020-03-06",2.61
"720","2020-03-09",2.52
"721","2020-03-10",2.55
"722","2020-03-11",2.36
"723","2020-03-12",2.55
"724","2020-03-13",2.3
"725","2020-03-16",2.18
"726","2020-03-17",2.37
"727","2020-03-18",1.91
"728","2020-03-19",2.2
"729","2020-03-20",2.12
"730","2020-03-23",2.22
"731","2020-03-24",2.09
"732","2020-03-25",2.25
"733","2020-03-26",2.45
"734","2020-03-27",2.15
"735","2020-03-30",2.35
"736","2020-03-31",2.12
"737","2020-04-01",2
"738","2020-04-02",1.86
"739","2020-04-03",1.8
"740","2020-04-06",2.03
"741","2020-04-07",2.04
"742","2020-04-08",2.08
"743","2020-04-09",2.12
"744","2020-04-13",2.25
"745","2020-04-14",2.56
"746","2020-04-15",2.44
"747","2020-04-16",2.27
"748","2020-04-17",2.47
"749","2020-04-20",2.4
"750","2020-04-21",2.25
"751","2020-04-22",2.26
"752","2020-04-23",2.27
"753","2020-04-24",2.24
"754","2020-04-27",2.38
"755","2020-04-28",2.45
"756","2020-04-29",2.56
"757","2020-04-30",2.41
"758","2020-05-01",2.3
"759","2020-05-04",2.53
"760","2020-05-05",2.47
"761","2020-05-06",2.41
"762","2020-05-07",2.55
"763","2020-05-08",2.35
"764","2020-05-11",2.5
"765","2020-05-12",2.46
"766","2020-05-13",2.35
"767","2020-05-14",2.25
"768","2020-05-15",2.31
"769","2020-05-18",2.39
"770","2020-05-19",2.3
"771","2020-05-20",2.43
"772","2020-05-21",2.35
"773","2020-05-22",2.45
"774","2020-05-26",2.42
"775","2020-05-27",2.52
"776","2020-05-28",2.45
"777","2020-05-29",2.44
"778","2020-06-01",2.42
"779","2020-06-02",2.48
"780","2020-06-03",2.43
"781","2020-06-04",2.43
"782","2020-06-05",2.43
"783","2020-06-08",2.73
"784","2020-06-09",2.65
"785","2020-06-10",2.78
"786","2020-06-11",2.49
"787","2020-06-12",2.58
"788","2020-06-15",2.78
"789","2020-06-16",2.74
"790","2020-06-17",2.58
"791","2020-06-18",2.59
"792","2020-06-19",2.61
"793","2020-06-22",2.67
"794","2020-06-23",2.75
"795","2020-06-24",2.77
"796","2020-06-25",3.05
"797","2020-06-26",2.75
"798","2020-06-29",2.7
"799","2020-06-30",2.49
"800","2020-07-01",2.21
"801","2020-07-02",2.13
"802","2020-07-06",2.14
"803","2020-07-07",2.18
"804","2020-07-08",2.18
"805","2020-07-09",2.2
"806","2020-07-10",2.11
"807","2020-07-13",2.01
"808","2020-07-14",2.06
"809","2020-07-15",2.09
"810","2020-07-16",2.04
"811","2020-07-17",2.09
"812","2020-07-20",2.08
"813","2020-07-21",2.03
"814","2020-07-22",1.99
"815","2020-07-23",1.95
"816","2020-07-24",1.84
"817","2020-07-27",1.94
"818","2020-07-28",1.9
"819","2020-07-29",1.94
"820","2020-07-30",2.02
"821","2020-07-31",1.99
"822","2020-08-03",2.09
"823","2020-08-04",2.1
"824","2020-08-05",2.12
"825","2020-08-06",2.04
"826","2020-08-07",2.12
"827","2020-08-10",2.15
"828","2020-08-11",1.95
"829","2020-08-12",1.94
"830","2020-08-13",1.89
"831","2020-08-14",1.87
"832","2020-08-17",1.99
"833","2020-08-18",1.89
"834","2020-08-19",1.74
"835","2020-08-20",1.75
"836","2020-08-21",1.6
"837","2020-08-24",1.5
"838","2020-08-25",1.49
"839","2020-08-26",1.43
"840","2020-08-27",1.4
"841","2020-08-28",1.42
"842","2020-08-31",1.46
"843","2020-09-01",1.42
"844","2020-09-02",1.4
"845","2020-09-03",1.37
"846","2020-09-04",1.25
"847","2020-09-08",1.34
"848","2020-09-09",1.33
"849","2020-09-10",1.35
"850","2020-09-11",1.19
"851","2020-09-14",1.25
"852","2020-09-15",1.32
"853","2020-09-16",1.34
"854","2020-09-17",1.31
"855","2020-09-18",1.27
"856","2020-09-21",1.24
"857","2020-09-22",1.19
"858","2020-09-23",1.18
"859","2020-09-24",1.13
"860","2020-09-25",1.19
"861","2020-09-28",1.18
"862","2020-09-29",1.09
"863","2020-09-30",1.09
"864","2020-10-01",1.08
"865","2020-10-02",1.09
"866","2020-10-05",1.095
"867","2020-10-06",1.1
"868","2020-10-07",1.21
"869","2020-10-08",1.25
"870","2020-10-09",1.27
"871","2020-10-12",1.28
"872","2020-10-13",1.26
"873","2020-10-14",1.2
"874","2020-10-15",1.19
"875","2020-10-16",1.18
"876","2020-10-19",1.16
"877","2020-10-20",1.14
"878","2020-10-21",1.13
"879","2020-10-22",1.16
"880","2020-10-23",1.18
"881","2020-10-26",1.16
"882","2020-10-27",1.14
"883","2020-10-28",1.11
"884","2020-10-29",1.07
"885","2020-10-30",1.04
"886","2020-11-02",1.08
"887","2020-11-03",1.13
"888","2020-11-04",1.09
"889","2020-11-05",1.12
"890","2020-11-06",1.05
"891","2020-11-09",1.09
"892","2020-11-10",1.13
"893","2020-11-11",1.09
"894","2020-11-12",1.04
"895","2020-11-13",1.04
"896","2020-11-16",1
"897","2020-11-17",1.05
"898","2020-11-18",1.06
"899","2020-11-19",1.16
"900","2020-11-20",1.18
"901","2020-11-23",1.3
"902","2020-11-24",1.38
"903","2020-11-25",1.29
"904","2020-11-27",1.33
