"","date","VRTS"
"125","2009-07-01",15.61
"126","2009-07-02",14.4
"127","2009-07-06",14.17
"128","2009-07-07",14.06
"129","2009-07-08",13.57
"130","2009-07-09",13.5
"131","2009-07-10",13.68
"132","2009-07-13",14.92
"133","2009-07-14",14.3
"134","2009-07-15",14.84
"135","2009-07-16",15
"136","2009-07-17",15.07
"137","2009-07-20",15.05
"138","2009-07-21",15.8
"139","2009-07-22",15.8
"140","2009-07-23",16.290001
"141","2009-07-24",16.24
"142","2009-07-27",16
"143","2009-07-28",16
"144","2009-07-29",15.42
"145","2009-07-30",15.43
"146","2009-07-31",15.85
"147","2009-08-03",15.9
"148","2009-08-04",15.77
"149","2009-08-05",14.91
"150","2009-08-06",14.8
"151","2009-08-07",15.46
"152","2009-08-10",15.63
"153","2009-08-11",15.8
"154","2009-08-12",15.8
"155","2009-08-13",15.53
"156","2009-08-14",15.09
"157","2009-08-17",15.3
"158","2009-08-18",15.5
"159","2009-08-19",15.5
"160","2009-08-20",15.64
"161","2009-08-21",15.82
"162","2009-08-24",15.87
"163","2009-08-25",16.18
"164","2009-08-26",16.33
"165","2009-08-27",15.92
"166","2009-08-28",15.83
"167","2009-08-31",15.62
"168","2009-09-01",14.75
"169","2009-09-02",14.98
"170","2009-09-03",15.01
"171","2009-09-04",15.36
"172","2009-09-08",15.2
"173","2009-09-09",15.75
"174","2009-09-10",15.75
"175","2009-09-11",15.71
"176","2009-09-14",15.08
"177","2009-09-15",15.47
"178","2009-09-16",16.219999
"179","2009-09-17",16.139999
"180","2009-09-18",15.52
"181","2009-09-21",15.55
"182","2009-09-22",15.89
"183","2009-09-23",15.5
"184","2009-09-24",15.49
"185","2009-09-25",15.8
"186","2009-09-28",15.85
"187","2009-09-29",15.65
"188","2009-09-30",15.61
"189","2009-10-01",15.1
"190","2009-10-02",15.15
"191","2009-10-05",15.98
"192","2009-10-06",15.43
"193","2009-10-07",15.26
"194","2009-10-08",15.97
"195","2009-10-09",16.08
"196","2009-10-12",16.110001
"197","2009-10-13",16.129999
"198","2009-10-14",16.389999
"199","2009-10-15",16.49
"200","2009-10-16",16.030001
"201","2009-10-19",15.69
"202","2009-10-20",15.48
"203","2009-10-21",15.43
"204","2009-10-22",15.27
"205","2009-10-23",15.08
"206","2009-10-26",15
"207","2009-10-27",15.02
"208","2009-10-28",14.63
"209","2009-10-29",14.87
"210","2009-10-30",14.65
"211","2009-11-02",15.25
"212","2009-11-03",15.61
"213","2009-11-04",15.63
"214","2009-11-05",16.01
"215","2009-11-06",15.86
"216","2009-11-09",16.110001
"217","2009-11-10",16.07
"218","2009-11-11",16.5
"219","2009-11-12",16.049999
"220","2009-11-13",16.16
"221","2009-11-16",16.299999
"222","2009-11-17",16.379999
"223","2009-11-18",16.440001
"224","2009-11-19",15.73
"225","2009-11-20",15.59
"226","2009-11-23",16.02
"227","2009-11-24",15.64
"228","2009-11-25",15.71
"229","2009-11-27",15.38
"230","2009-11-30",15.64
"231","2009-12-01",15.57
"232","2009-12-02",15.81
"233","2009-12-03",15.54
"234","2009-12-04",15.93
"235","2009-12-07",15.85
"236","2009-12-08",15.97
"237","2009-12-09",16.02
"238","2009-12-10",16.040001
"239","2009-12-11",15.79
"240","2009-12-14",16.32
"241","2009-12-15",16
"242","2009-12-16",16.08
"243","2009-12-17",16.24
"244","2009-12-18",16.1
"245","2009-12-21",15.97
"246","2009-12-22",15.93
"247","2009-12-23",15.98
"248","2009-12-24",16.120001
"249","2009-12-28",15.91
"250","2009-12-29",16.030001
"251","2009-12-30",16.09
"252","2009-12-31",15.9
"253","2010-01-04",16.639999
"254","2010-01-05",16.35
"255","2010-01-06",16
"256","2010-01-07",16.17
"257","2010-01-08",16.110001
"258","2010-01-11",16.290001
"259","2010-01-12",16.280001
"260","2010-01-13",16.379999
"261","2010-01-14",16.35
"262","2010-01-15",16.299999
"263","2010-01-19",17.469999
"264","2010-01-20",17.700001
"265","2010-01-21",17.25
"266","2010-01-22",16.370001
"267","2010-01-25",16.65
"268","2010-01-26",16.57
"269","2010-01-27",16.940001
"270","2010-01-28",16.360001
"271","2010-01-29",16.370001
"272","2010-02-01",16.299999
"273","2010-02-02",16.51
"274","2010-02-03",16.42
"275","2010-02-04",16.120001
"276","2010-02-05",16.940001
"277","2010-02-08",16.530001
"278","2010-02-09",16.940001
"279","2010-02-10",16.860001
"280","2010-02-11",17.299999
"281","2010-02-12",17.469999
"282","2010-02-16",18.139999
"283","2010-02-17",18.98
"284","2010-02-18",18.41
"285","2010-02-19",19.129999
"286","2010-02-22",20.799999
"287","2010-02-23",20.059999
"288","2010-02-24",19.92
"289","2010-02-25",19.950001
"290","2010-02-26",20.4
"291","2010-03-01",20.889999
"292","2010-03-02",20.66
"293","2010-03-03",20.77
"294","2010-03-04",20.59
"295","2010-03-05",20.5
"296","2010-03-08",20
"297","2010-03-09",19.92
"298","2010-03-10",20.120001
"299","2010-03-11",20.280001
"300","2010-03-12",19.639999
"301","2010-03-15",19.709999
"302","2010-03-16",20.24
"303","2010-03-17",20.51
"304","2010-03-18",19.77
"305","2010-03-19",19.77
"306","2010-03-22",20.530001
"307","2010-03-23",20.620001
"308","2010-03-24",20.74
"309","2010-03-25",21.09
"310","2010-03-26",20.41
"311","2010-03-29",20.42
"312","2010-03-30",20.809999
"313","2010-03-31",20.84
"314","2010-04-01",20.59
"315","2010-04-05",20.610001
"316","2010-04-06",20.790001
"317","2010-04-07",20.889999
"318","2010-04-08",21.200001
"319","2010-04-09",21.57
"320","2010-04-12",21.6
"321","2010-04-13",21.6
"322","2010-04-14",22.09
"323","2010-04-15",22.370001
"324","2010-04-16",22.09
"325","2010-04-19",22.33
"326","2010-04-20",22.66
"327","2010-04-21",22.620001
"328","2010-04-22",22.93
"329","2010-04-23",23.540001
"330","2010-04-26",23.74
"331","2010-04-27",23.1
"332","2010-04-28",23.43
"333","2010-04-29",24.389999
"334","2010-04-30",24.23
"335","2010-05-03",24.52
"336","2010-05-04",24.280001
"337","2010-05-05",24.01
"338","2010-05-06",22.07
"339","2010-05-07",22.5
"340","2010-05-10",24
"341","2010-05-11",24.35
"342","2010-05-12",24.780001
"343","2010-05-13",24.93
"344","2010-05-14",24.129999
"345","2010-05-17",23.59
"346","2010-05-18",23.24
"347","2010-05-19",23.309999
"348","2010-05-20",22.43
"349","2010-05-21",22.610001
"350","2010-05-24",22.209999
"351","2010-05-25",21.030001
"352","2010-05-26",21.389999
"353","2010-05-27",22.969999
"354","2010-05-28",22.790001
"355","2010-06-01",22.82
"356","2010-06-02",23.26
"357","2010-06-03",23.370001
"358","2010-06-04",21.799999
"359","2010-06-07",21.75
"360","2010-06-08",21.379999
"361","2010-06-09",21.540001
"362","2010-06-10",22.07
"363","2010-06-11",22.59
"364","2010-06-14",22.209999
"365","2010-06-15",22.639999
"366","2010-06-16",22.48
"367","2010-06-17",22.93
"368","2010-06-18",22.360001
"369","2010-06-21",22
"370","2010-06-22",21.41
"371","2010-06-23",21.01
"372","2010-06-24",20.299999
"373","2010-06-25",19.549999
"374","2010-06-28",19.32
"375","2010-06-29",18.76
"376","2010-06-30",18.719999
"377","2010-07-01",18.280001
"378","2010-07-02",18.16
"379","2010-07-06",18.110001
"380","2010-07-07",18.809999
"381","2010-07-08",18.870001
"382","2010-07-09",19.549999
"383","2010-07-12",20.58
"384","2010-07-13",22.469999
"385","2010-07-14",21.58
"386","2010-07-15",21.969999
"387","2010-07-16",21.1
"388","2010-07-19",21.48
"389","2010-07-20",21.49
"390","2010-07-21",21.65
"391","2010-07-22",22.799999
"392","2010-07-23",23.77
"393","2010-07-26",24.610001
"394","2010-07-27",24.129999
"395","2010-07-28",24.42
"396","2010-07-29",24.52
"397","2010-07-30",25.799999
"398","2010-08-02",26.49
"399","2010-08-03",26.280001
"400","2010-08-04",27.5
"401","2010-08-05",27.299999
"402","2010-08-06",26.58
"403","2010-08-09",27.27
"404","2010-08-10",27.15
"405","2010-08-11",25.98
"406","2010-08-12",25.75
"407","2010-08-13",24.67
"408","2010-08-16",25.51
"409","2010-08-17",27.32
"410","2010-08-18",27.379999
"411","2010-08-19",26.379999
"412","2010-08-20",25.99
"413","2010-08-23",25.690001
"414","2010-08-24",26.34
"415","2010-08-25",26.67
"416","2010-08-26",26.719999
"417","2010-08-27",27.01
"418","2010-08-30",26.65
"419","2010-08-31",26.530001
"420","2010-09-01",27.6
"421","2010-09-02",27.83
"422","2010-09-03",28.35
"423","2010-09-07",27.57
"424","2010-09-08",28.42
"425","2010-09-09",28.51
"426","2010-09-10",28.219999
"427","2010-09-13",29
"428","2010-09-14",28.700001
"429","2010-09-15",28.77
"430","2010-09-16",28.719999
"431","2010-09-17",28.700001
"432","2010-09-20",29.120001
"433","2010-09-21",29.27
"434","2010-09-22",28.799999
"435","2010-09-23",28.85
"436","2010-09-24",29.950001
"437","2010-09-27",29.700001
"438","2010-09-28",30.59
"439","2010-09-29",30.719999
"440","2010-09-30",30.26
"441","2010-10-01",30.85
"442","2010-10-04",31.57
"443","2010-10-05",32.389999
"444","2010-10-06",32.740002
"445","2010-10-07",33.77
"446","2010-10-08",33.68
"447","2010-10-11",33.869999
"448","2010-10-12",33.939999
"449","2010-10-13",34
"450","2010-10-14",33.93
"451","2010-10-15",35.48
"452","2010-10-18",35.790001
"453","2010-10-19",35.060001
"454","2010-10-20",35.540001
"455","2010-10-21",35.759998
"456","2010-10-22",35.630001
"457","2010-10-25",36.049999
"458","2010-10-26",36.459999
"459","2010-10-27",36.23
"460","2010-10-28",36.5
"461","2010-10-29",36.75
"462","2010-11-01",36.41
"463","2010-11-02",38.220001
"464","2010-11-03",38.91
"465","2010-11-04",39.82
"466","2010-11-05",39.450001
"467","2010-11-08",39.599998
"468","2010-11-09",39.029999
"469","2010-11-10",38.990002
"470","2010-11-11",39
"471","2010-11-12",38.950001
"472","2010-11-15",40.23
"473","2010-11-16",39.290001
"474","2010-11-17",39.580002
"475","2010-11-18",39.48
"476","2010-11-19",41.220001
"477","2010-11-22",41.43
"478","2010-11-23",41.380001
"479","2010-11-24",43.139999
"480","2010-11-26",43.82
"481","2010-11-29",44.799999
"482","2010-11-30",44.799999
"483","2010-12-01",46.52
"484","2010-12-02",47.290001
"485","2010-12-03",48.43
"486","2010-12-06",49.110001
"487","2010-12-07",49.240002
"488","2010-12-08",48.360001
"489","2010-12-09",50.119999
"490","2010-12-10",49.900002
"491","2010-12-13",49.200001
"492","2010-12-14",47.73
"493","2010-12-15",47.709999
"494","2010-12-16",47.900002
"495","2010-12-17",47.060001
"496","2010-12-20",48.189999
"497","2010-12-21",48.790001
"498","2010-12-22",48.240002
"499","2010-12-23",47.990002
"500","2010-12-27",48.84
"501","2010-12-28",48.650002
"502","2010-12-29",48.119999
"503","2010-12-30",46.060001
"504","2010-12-31",45.369999
"505","2011-01-03",46.689999
"506","2011-01-04",46.73
"507","2011-01-05",46.950001
"508","2011-01-06",46.82
"509","2011-01-07",46.950001
"510","2011-01-10",47
"511","2011-01-11",47.720001
"512","2011-01-12",48.599998
"513","2011-01-13",47.66
"514","2011-01-14",47.869999
"515","2011-01-18",47.709999
"516","2011-01-19",46.450001
"517","2011-01-20",44.150002
"518","2011-01-21",45.25
"519","2011-01-24",45.419998
"520","2011-01-25",45.91
"521","2011-01-26",47.299999
"522","2011-01-27",47.349998
"523","2011-01-28",47.240002
"524","2011-01-31",48.27
"525","2011-02-01",49.869999
"526","2011-02-02",53.34
"527","2011-02-03",53.720001
"528","2011-02-04",53.919998
"529","2011-02-07",55.700001
"530","2011-02-08",56.490002
"531","2011-02-09",56.380001
"532","2011-02-10",56.580002
"533","2011-02-11",57.68
"534","2011-02-14",57.389999
"535","2011-02-15",56.880001
"536","2011-02-16",57.900002
"537","2011-02-17",57.82
"538","2011-02-18",57.310001
"539","2011-02-22",55.630001
"540","2011-02-23",54.889999
"541","2011-02-24",56.34
"542","2011-02-25",58.080002
"543","2011-02-28",58.279999
"544","2011-03-01",56.049999
"545","2011-03-02",57.130001
"546","2011-03-03",58.860001
"547","2011-03-04",58
"548","2011-03-07",56.490002
"549","2011-03-08",57.630001
"550","2011-03-09",57.830002
"551","2011-03-10",53.240002
"552","2011-03-11",54.099998
"553","2011-03-14",51.150002
"554","2011-03-15",50.57
"555","2011-03-16",49.939999
"556","2011-03-17",52.009998
"557","2011-03-18",52.299999
"558","2011-03-21",55.18
"559","2011-03-22",57.279999
"560","2011-03-23",58.349998
"561","2011-03-24",60.119999
"562","2011-03-25",59.740002
"563","2011-03-28",60
"564","2011-03-29",60
"565","2011-03-30",58.98
"566","2011-03-31",58.919998
"567","2011-04-01",60.599998
"568","2011-04-04",60.990002
"569","2011-04-05",60.360001
"570","2011-04-06",57.41
"571","2011-04-07",57.669998
"572","2011-04-08",56.139999
"573","2011-04-11",55.490002
"574","2011-04-12",53.630001
"575","2011-04-13",52.599998
"576","2011-04-14",55.700001
"577","2011-04-15",56.009998
"578","2011-04-18",53.93
"579","2011-04-19",53.049999
"580","2011-04-20",53.869999
"581","2011-04-21",54.110001
"582","2011-04-25",52.700001
"583","2011-04-26",54.459999
"584","2011-04-27",54.299999
"585","2011-04-28",53.650002
"586","2011-04-29",52.810001
"587","2011-05-02",51.23
"588","2011-05-03",52.75
"589","2011-05-04",53.959999
"590","2011-05-05",55.799999
"591","2011-05-06",57.200001
"592","2011-05-09",59.52
"593","2011-05-10",60.68
"594","2011-05-11",58.189999
"595","2011-05-12",58.470001
"596","2011-05-13",57.389999
"597","2011-05-16",55.380001
"598","2011-05-17",55.040001
"599","2011-05-18",55.98
"600","2011-05-19",55.970001
"601","2011-05-20",55.41
"602","2011-05-23",54.299999
"603","2011-05-24",52.810001
"604","2011-05-25",53.240002
"605","2011-05-26",53.830002
"606","2011-05-27",54.34
"607","2011-05-31",55.360001
"608","2011-06-01",54.310001
"609","2011-06-02",54.450001
"610","2011-06-03",57.200001
"611","2011-06-06",57.009998
"612","2011-06-07",57.27
"613","2011-06-08",56.970001
"614","2011-06-09",57
"615","2011-06-10",56.419998
"616","2011-06-13",56.779999
"617","2011-06-14",58.689999
"618","2011-06-15",56.790001
"619","2011-06-16",57.650002
"620","2011-06-17",57.189999
"621","2011-06-20",56.970001
"622","2011-06-21",58.470001
"623","2011-06-22",57.91
"624","2011-06-23",57.610001
"625","2011-06-24",58.060001
"626","2011-06-27",59.029999
"627","2011-06-28",59.990002
"628","2011-06-29",60.759998
"629","2011-06-30",60.700001
"630","2011-07-01",63.869999
"631","2011-07-05",65.699997
"632","2011-07-06",66.550003
"633","2011-07-07",68.949997
"634","2011-07-08",70.489998
"635","2011-07-11",69.639999
"636","2011-07-12",70.32
"637","2011-07-13",70.699997
"638","2011-07-14",69.75
"639","2011-07-15",71.260002
"640","2011-07-18",72.129997
"641","2011-07-19",75.75
"642","2011-07-20",75.709999
"643","2011-07-21",78.019997
"644","2011-07-22",78.279999
"645","2011-07-25",79.129997
"646","2011-07-26",79.370003
"647","2011-07-27",78.050003
"648","2011-07-28",78.900002
"649","2011-07-29",78.559998
"650","2011-08-01",79.32
"651","2011-08-02",77.620003
"652","2011-08-03",79.059998
"653","2011-08-04",71.830002
"654","2011-08-05",67.419998
"655","2011-08-08",57.099998
"656","2011-08-09",63.18
"657","2011-08-10",59.919998
"658","2011-08-11",62.810001
"659","2011-08-12",61.849998
"660","2011-08-15",64.300003
"661","2011-08-16",61.41
"662","2011-08-17",60.369999
"663","2011-08-18",55.41
"664","2011-08-19",54.740002
"665","2011-08-22",56.950001
"666","2011-08-23",60.439999
"667","2011-08-24",62.330002
"668","2011-08-25",59.619999
"669","2011-08-26",62.59
"670","2011-08-29",64.980003
"671","2011-08-30",61.259998
"672","2011-08-31",61.310001
"673","2011-09-01",60.32
"674","2011-09-02",58.060001
"675","2011-09-06",57.439999
"676","2011-09-07",58.639999
"677","2011-09-08",56.25
"678","2011-09-09",54.540001
"679","2011-09-12",54.880001
"680","2011-09-13",56.919998
"681","2011-09-14",57.389999
"682","2011-09-15",57.009998
"683","2011-09-16",57.07
"684","2011-09-19",57.169998
"685","2011-09-20",55.970001
"686","2011-09-21",55.049999
"687","2011-09-22",50.639999
"688","2011-09-23",52.860001
"689","2011-09-26",54.029999
"690","2011-09-27",56.82
"691","2011-09-28",54.369999
"692","2011-09-29",55.59
"693","2011-09-30",53.619999
"694","2011-10-03",51.689999
"695","2011-10-04",52.669998
"696","2011-10-05",54.599998
"697","2011-10-06",56.82
"698","2011-10-07",55.32
"699","2011-10-10",58
"700","2011-10-11",56.950001
"701","2011-10-12",59.529999
"702","2011-10-13",60.07
"703","2011-10-14",58.669998
"704","2011-10-17",56.110001
"705","2011-10-18",57.119999
"706","2011-10-19",54.970001
"707","2011-10-20",55.209999
"708","2011-10-21",56.759998
"709","2011-10-24",59.740002
"710","2011-10-25",57.09
"711","2011-10-26",57.209999
"712","2011-10-27",63.810001
"713","2011-10-28",64.839996
"714","2011-10-31",62.400002
"715","2011-11-01",57.75
"716","2011-11-02",59.529999
"717","2011-11-03",62.860001
"718","2011-11-04",62.93
"719","2011-11-07",63.18
"720","2011-11-08",65.269997
"721","2011-11-09",62.080002
"722","2011-11-10",64.699997
"723","2011-11-11",69.089996
"724","2011-11-14",69.529999
"725","2011-11-15",71.449997
"726","2011-11-16",68.830002
"727","2011-11-17",68.650002
"728","2011-11-18",71.879997
"729","2011-11-21",71.629997
"730","2011-11-22",72.459999
"731","2011-11-23",72.07
"732","2011-11-25",69.919998
"733","2011-11-28",73.220001
"734","2011-11-29",74.18
"735","2011-11-30",75.889999
"736","2011-12-01",73.900002
"737","2011-12-02",74.610001
"738","2011-12-05",74.120003
"739","2011-12-06",73.400002
"740","2011-12-07",75.139999
"741","2011-12-08",71.910004
"742","2011-12-09",77.190002
"743","2011-12-12",75.849998
"744","2011-12-13",73.650002
"745","2011-12-14",73.339996
"746","2011-12-15",73.739998
"747","2011-12-16",72
"748","2011-12-19",73.449997
"749","2011-12-20",75.339996
"750","2011-12-21",75.660004
"751","2011-12-22",76.5
"752","2011-12-23",76.620003
"753","2011-12-27",78.489998
"754","2011-12-28",76.129997
"755","2011-12-29",76.040001
"756","2011-12-30",76.010002
"757","2012-01-03",77.5
"758","2012-01-04",77.57
"759","2012-01-05",77.870003
"760","2012-01-06",77.019997
"761","2012-01-09",77.260002
"762","2012-01-10",82.879997
"763","2012-01-11",82.489998
"764","2012-01-12",82
"765","2012-01-13",80.279999
"766","2012-01-17",78.839996
"767","2012-01-18",79.580002
"768","2012-01-19",79.599998
"769","2012-01-20",79.900002
"770","2012-01-23",79.919998
"771","2012-01-24",79.900002
"772","2012-01-25",79.82
"773","2012-01-26",79.839996
"774","2012-01-27",79.970001
"775","2012-01-30",79.650002
"776","2012-01-31",79.370003
"777","2012-02-01",80.709999
"778","2012-02-02",82.300003
"779","2012-02-03",82.900002
"780","2012-02-06",82.029999
"781","2012-02-07",81.970001
"782","2012-02-08",82.75
"783","2012-02-09",81.260002
"784","2012-02-10",80.730003
"785","2012-02-13",80.940002
"786","2012-02-14",80.57
"787","2012-02-15",78.830002
"788","2012-02-16",79.599998
"789","2012-02-17",79.949997
"790","2012-02-21",79.5
"791","2012-02-22",79.849998
"792","2012-02-23",80.5
"793","2012-02-24",79
"794","2012-02-27",81.580002
"795","2012-02-28",81.419998
"796","2012-02-29",79.540001
"797","2012-03-01",79.760002
"798","2012-03-02",76.110001
"799","2012-03-05",77.809998
"800","2012-03-06",74.480003
"801","2012-03-07",77.269997
"802","2012-03-08",78.419998
"803","2012-03-09",80.190002
"804","2012-03-12",80.849998
"805","2012-03-13",82.190002
"806","2012-03-14",81.389999
"807","2012-03-15",82.029999
"808","2012-03-16",80.989998
"809","2012-03-19",81.860001
"810","2012-03-20",79.339996
"811","2012-03-21",80.349998
"812","2012-03-22",79.449997
"813","2012-03-23",80
"814","2012-03-26",81.400002
"815","2012-03-27",81.959999
"816","2012-03-28",82.949997
"817","2012-03-29",86.459999
"818","2012-03-30",85.779999
"819","2012-04-02",87.410004
"820","2012-04-03",83.809998
"821","2012-04-04",81.529999
"822","2012-04-05",81.230003
"823","2012-04-09",81.639999
"824","2012-04-10",77.940002
"825","2012-04-11",79.330002
"826","2012-04-12",82.769997
"827","2012-04-13",80.599998
"828","2012-04-16",81.519997
"829","2012-04-17",82.75
"830","2012-04-18",84.339996
"831","2012-04-19",80.290001
"832","2012-04-20",79.830002
"833","2012-04-23",78.330002
"834","2012-04-24",79.949997
"835","2012-04-25",83.010002
"836","2012-04-26",85
"837","2012-04-27",86.360001
"838","2012-04-30",84.400002
"839","2012-05-01",82.019997
"840","2012-05-02",81.5
"841","2012-05-03",78.099998
"842","2012-05-04",75.330002
"843","2012-05-07",76.129997
"844","2012-05-08",78.099998
"845","2012-05-09",77.050003
"846","2012-05-10",77.860001
"847","2012-05-11",78.410004
"848","2012-05-14",77.43
"849","2012-05-15",77.080002
"850","2012-05-16",76.620003
"851","2012-05-17",75.599998
"852","2012-05-18",75.110001
"853","2012-05-21",76.620003
"854","2012-05-22",73.760002
"855","2012-05-23",72.010002
"856","2012-05-24",72.330002
"857","2012-05-25",71.57
"858","2012-05-29",71.529999
"859","2012-05-30",70.370003
"860","2012-05-31",70.879997
"861","2012-06-01",69.68
"862","2012-06-04",69.400002
"863","2012-06-05",69.760002
"864","2012-06-06",73.120003
"865","2012-06-07",72.400002
"866","2012-06-08",73.120003
"867","2012-06-11",71.279999
"868","2012-06-12",71.470001
"869","2012-06-13",69.309998
"870","2012-06-14",70.360001
"871","2012-06-15",71.540001
"872","2012-06-18",70
"873","2012-06-19",73.300003
"874","2012-06-20",74.529999
"875","2012-06-21",70.980003
"876","2012-06-22",73.349998
"877","2012-06-25",74.129997
"878","2012-06-26",76.68
"879","2012-06-27",77.449997
"880","2012-06-28",77.459999
"881","2012-06-29",81
"882","2012-07-02",81.970001
"883","2012-07-03",84.239998
"884","2012-07-05",84.639999
"885","2012-07-06",81.43
"886","2012-07-09",81.900002
"887","2012-07-10",82.449997
"888","2012-07-11",82.519997
"889","2012-07-12",80.5
"890","2012-07-13",81.849998
"891","2012-07-16",81.650002
"892","2012-07-17",82.949997
"893","2012-07-18",85.57
"894","2012-07-19",83.760002
"895","2012-07-20",78.18
"896","2012-07-23",77.07
"897","2012-07-24",76.940002
"898","2012-07-25",78.18
"899","2012-07-26",79.209999
"900","2012-07-27",82.830002
"901","2012-07-30",81.650002
"902","2012-07-31",83.720001
"903","2012-08-01",81.989998
"904","2012-08-02",83.559998
"905","2012-08-03",84.400002
"906","2012-08-06",83.150002
"907","2012-08-07",84.68
"908","2012-08-08",85.150002
"909","2012-08-09",85.43
"910","2012-08-10",85.510002
"911","2012-08-13",85.800003
"912","2012-08-14",84.32
"913","2012-08-15",85.68
"914","2012-08-16",86.209999
"915","2012-08-17",86.900002
"916","2012-08-20",87.349998
"917","2012-08-21",88.519997
"918","2012-08-22",88.870003
"919","2012-08-23",87.379997
"920","2012-08-24",87.900002
"921","2012-08-27",88.260002
"922","2012-08-28",88.089996
"923","2012-08-29",88.160004
"924","2012-08-30",86.739998
"925","2012-08-31",85.639999
"926","2012-09-04",88.059998
"927","2012-09-05",83
"928","2012-09-06",85.550003
"929","2012-09-07",87.919998
"930","2012-09-10",88.169998
"931","2012-09-11",88.440002
"932","2012-09-12",87.970001
"933","2012-09-13",90.5
"934","2012-09-14",92.129997
"935","2012-09-17",89.68
"936","2012-09-18",89.419998
"937","2012-09-19",85.800003
"938","2012-09-20",88.129997
"939","2012-09-21",88.68
"940","2012-09-24",89.400002
"941","2012-09-25",87.68
"942","2012-09-26",86.919998
"943","2012-09-27",86.910004
"944","2012-09-28",86
"945","2012-10-01",86.949997
"946","2012-10-02",86.760002
"947","2012-10-03",87.099998
"948","2012-10-04",87.199997
"949","2012-10-05",86.940002
"950","2012-10-08",87.07
"951","2012-10-09",87.68
"952","2012-10-10",88
"953","2012-10-11",88.699997
"954","2012-10-12",88.709999
"955","2012-10-15",90.089996
"956","2012-10-16",92.209999
"957","2012-10-17",93.120003
"958","2012-10-18",93.089996
"959","2012-10-19",92.900002
"960","2012-10-22",93.709999
"961","2012-10-23",93.099998
"962","2012-10-24",93.110001
"963","2012-10-25",94.809998
"964","2012-10-26",95.5
"965","2012-10-31",95.830002
"966","2012-11-01",101.75
