"","date","PRO"
"257","2008-07-31",10.46
"258","2008-08-01",10.06
"259","2008-08-04",10.06
"260","2008-08-05",10.23
"261","2008-08-06",10.4
"262","2008-08-07",10.46
"263","2008-08-08",7.19
"264","2008-08-11",6.98
"265","2008-08-12",7
"266","2008-08-13",7.04
"267","2008-08-14",7.75
"268","2008-08-15",8.46
"269","2008-08-18",7.86
"270","2008-08-19",7.44
"271","2008-08-20",7.57
"272","2008-08-21",7.81
"273","2008-08-22",8.1
"274","2008-08-25",8.5
"275","2008-08-26",9.03
"276","2008-08-27",9.27
"277","2008-08-28",9.65
"278","2008-08-29",9.64
"279","2008-09-02",9.41
"280","2008-09-03",9.52
"281","2008-09-04",9.3
"282","2008-09-05",9.34
"283","2008-09-08",9.39
"284","2008-09-09",9.28
"285","2008-09-10",9.34
"286","2008-09-11",9.96
"287","2008-09-12",9.94
"288","2008-09-15",9.47
"289","2008-09-16",9.5
"290","2008-09-17",8.99
"291","2008-09-18",9.46
"292","2008-09-19",9.55
"293","2008-09-22",9.44
"294","2008-09-23",9.24
"295","2008-09-24",8.85
"296","2008-09-25",9.04
"297","2008-09-26",9.33
"298","2008-09-29",8.98
"299","2008-09-30",9.39
"300","2008-10-01",9.16
"301","2008-10-02",8.99
"302","2008-10-03",8.53
"303","2008-10-06",8.25
"304","2008-10-07",7.69
"305","2008-10-08",6.82
"306","2008-10-09",6.24
"307","2008-10-10",6.49
"308","2008-10-13",7.44
"309","2008-10-14",7.02
"310","2008-10-15",5.95
"311","2008-10-16",6.89
"312","2008-10-17",6.15
"313","2008-10-20",6.44
"314","2008-10-21",6.31
"315","2008-10-22",5.74
"316","2008-10-23",5.4
"317","2008-10-24",4.93
"318","2008-10-27",4.45
"319","2008-10-28",4.5
"320","2008-10-29",4.86
"321","2008-10-30",5.37
"322","2008-10-31",5.37
"323","2008-11-03",5.35
"324","2008-11-04",5.5
"325","2008-11-05",5.33
"326","2008-11-06",5.69
"327","2008-11-07",6.28
"328","2008-11-10",5.82
"329","2008-11-11",5.51
"330","2008-11-12",5.33
"331","2008-11-13",5.55
"332","2008-11-14",5.05
"333","2008-11-17",4.75
"334","2008-11-18",4.15
"335","2008-11-19",3.33
"336","2008-11-20",3.13
"337","2008-11-21",4.14
"338","2008-11-24",4.36
"339","2008-11-25",4.47
"340","2008-11-26",5.03
"341","2008-11-28",4.82
"342","2008-12-01",4.36
"343","2008-12-02",4.65
"344","2008-12-03",4.58
"345","2008-12-04",4.22
"346","2008-12-05",4.94
"347","2008-12-08",6.01
"348","2008-12-09",5.33
"349","2008-12-10",5.94
"350","2008-12-11",5.23
"351","2008-12-12",5.76
"352","2008-12-15",5.51
"353","2008-12-16",6.09
"354","2008-12-17",6.13
"355","2008-12-18",5.73
"356","2008-12-19",7
"357","2008-12-22",6.23
"358","2008-12-23",5.88
"359","2008-12-24",6.28
"360","2008-12-26",6
"361","2008-12-29",5.34
"362","2008-12-30",5.57
"363","2008-12-31",5.75
"364","2009-01-02",5.85
"365","2009-01-05",5.95
"366","2009-01-06",6.93
"367","2009-01-07",6.58
"368","2009-01-08",6.8
"369","2009-01-09",6.15
"370","2009-01-12",6.11
"371","2009-01-13",6.17
"372","2009-01-14",5.92
"373","2009-01-15",5.41
"374","2009-01-16",5.5
"375","2009-01-20",5.15
"376","2009-01-21",4.67
"377","2009-01-22",4.17
"378","2009-01-23",4.52
"379","2009-01-26",4.91
"380","2009-01-27",4.9
"381","2009-01-28",5.76
"382","2009-01-29",5.82
"383","2009-01-30",6.01
"384","2009-02-02",6.23
"385","2009-02-03",6.01
"386","2009-02-04",6.01
"387","2009-02-05",6.15
"388","2009-02-06",6.06
"389","2009-02-09",6.03
"390","2009-02-10",5.92
"391","2009-02-11",5.38
"392","2009-02-12",5.11
"393","2009-02-13",5.3
"394","2009-02-17",4.79
"395","2009-02-18",4.84
"396","2009-02-19",5.13
"397","2009-02-20",4.93
"398","2009-02-23",4.67
"399","2009-02-24",5.12
"400","2009-02-25",4.52
"401","2009-02-26",4.54
"402","2009-02-27",4.61
"403","2009-03-02",4.44
"404","2009-03-03",4.28
"405","2009-03-04",3.99
"406","2009-03-05",3.59
"407","2009-03-06",3.79
"408","2009-03-09",3.77
"409","2009-03-10",4
"410","2009-03-11",3.79
"411","2009-03-12",4.01
"412","2009-03-13",4.29
"413","2009-03-16",4.03
"414","2009-03-17",4.38
"415","2009-03-18",4.93
"416","2009-03-19",5.11
"417","2009-03-20",4.84
"418","2009-03-23",5.13
"419","2009-03-24",4.63
"420","2009-03-25",4.58
"421","2009-03-26",4.91
"422","2009-03-27",4.29
"423","2009-03-30",4.2
"424","2009-03-31",4.65
"425","2009-04-01",4.83
"426","2009-04-02",4.76
"427","2009-04-03",4.76
"428","2009-04-06",4.56
"429","2009-04-07",5.08
"430","2009-04-08",5.35
"431","2009-04-09",5.4
"432","2009-04-13",5.49
"433","2009-04-14",5.6
"434","2009-04-15",6.05
"435","2009-04-16",6.23
"436","2009-04-17",6.09
"437","2009-04-20",5.88
"438","2009-04-21",6.36
"439","2009-04-22",6.4
"440","2009-04-23",6.5
"441","2009-04-24",6.49
"442","2009-04-27",6.49
"443","2009-04-28",6.5
"444","2009-04-29",6.65
"445","2009-04-30",6.46
"446","2009-05-01",6.23
"447","2009-05-04",5.97
"448","2009-05-05",6.01
"449","2009-05-06",6
"450","2009-05-07",5.27
"451","2009-05-08",6.13
"452","2009-05-11",5.79
"453","2009-05-12",5.72
"454","2009-05-13",5.49
"455","2009-05-14",5.68
"456","2009-05-15",5.57
"457","2009-05-18",6.02
"458","2009-05-19",6.74
"459","2009-05-20",6.73
"460","2009-05-21",6.53
"461","2009-05-22",6.98
"462","2009-05-26",7.5
"463","2009-05-27",7.19
"464","2009-05-28",7.26
"465","2009-05-29",7.97
"466","2009-06-01",7.54
"467","2009-06-02",7.29
"468","2009-06-03",7.18
"469","2009-06-04",7.22
"470","2009-06-05",7.27
"471","2009-06-08",7.32
"472","2009-06-09",7.03
"473","2009-06-10",6.63
"474","2009-06-11",7.28
"475","2009-06-12",7.69
"476","2009-06-15",7.64
"477","2009-06-16",7.66
"478","2009-06-17",8.16
"479","2009-06-18",8.26
"480","2009-06-19",8.45
"481","2009-06-22",8
"482","2009-06-23",7.94
"483","2009-06-24",7.9
"484","2009-06-25",8.12
"485","2009-06-26",8.87
"486","2009-06-29",8.21
"487","2009-06-30",8.12
"488","2009-07-01",8.31
"489","2009-07-02",7.89
"490","2009-07-06",7.99
"491","2009-07-07",7.95
"492","2009-07-08",7.94
"493","2009-07-09",7.62
"494","2009-07-10",7.73
"495","2009-07-13",7.93
"496","2009-07-14",7.93
"497","2009-07-15",8.05
"498","2009-07-16",8.15
"499","2009-07-17",8.03
"500","2009-07-20",8.1
"501","2009-07-21",8.1
"502","2009-07-22",8.15
"503","2009-07-23",8.08
"504","2009-07-24",8
"505","2009-07-27",7.87
"506","2009-07-28",7.99
"507","2009-07-29",7.96
"508","2009-07-30",7.9
"509","2009-07-31",7.86
"510","2009-08-03",7.53
"511","2009-08-04",7.85
"512","2009-08-05",7.49
"513","2009-08-06",7.22
"514","2009-08-07",8.05
"515","2009-08-10",7.6
"516","2009-08-11",6.93
"517","2009-08-12",7.39
"518","2009-08-13",7.44
"519","2009-08-14",7.16
"520","2009-08-17",7.34
"521","2009-08-18",7.62
"522","2009-08-19",7.98
"523","2009-08-20",7.99
"524","2009-08-21",8.06
"525","2009-08-24",8.12
"526","2009-08-25",8.13
"527","2009-08-26",8.15
"528","2009-08-27",8.26
"529","2009-08-28",8.14
"530","2009-08-31",8.08
"531","2009-09-01",8.2
"532","2009-09-02",7.46
"533","2009-09-03",8.05
"534","2009-09-04",7.93
"535","2009-09-08",7.36
"536","2009-09-09",7.66
"537","2009-09-10",7.31
"538","2009-09-11",7.35
"539","2009-09-14",7.46
"540","2009-09-15",7.29
"541","2009-09-16",8.06
"542","2009-09-17",8.18
"543","2009-09-18",8.44
"544","2009-09-21",8.25
"545","2009-09-22",8.4
"546","2009-09-23",8.36
"547","2009-09-24",8.29
"548","2009-09-25",7.9
"549","2009-09-28",8.42
"550","2009-09-29",8.29
"551","2009-09-30",8.42
"552","2009-10-01",8.29
"553","2009-10-02",8.31
"554","2009-10-05",8.49
"555","2009-10-06",8.74
"556","2009-10-07",8.81
"557","2009-10-08",9.12
"558","2009-10-09",8.98
"559","2009-10-12",9
"560","2009-10-13",9.35
"561","2009-10-14",9.52
"562","2009-10-15",9.05
"563","2009-10-16",9.02
"564","2009-10-19",9.02
"565","2009-10-20",9
"566","2009-10-21",9.03
"567","2009-10-22",9.49
"568","2009-10-23",9.52
"569","2009-10-26",9.28
"570","2009-10-27",9.2
"571","2009-10-28",8.7
"572","2009-10-29",8.87
"573","2009-10-30",8.99
"574","2009-11-02",8.91
"575","2009-11-03",8.88
"576","2009-11-04",8.76
"577","2009-11-05",9.18
"578","2009-11-06",9.02
"579","2009-11-09",8.86
"580","2009-11-10",8.95
"581","2009-11-11",8.92
"582","2009-11-12",7.9
"583","2009-11-13",8.34
"584","2009-11-16",8.61
"585","2009-11-17",8.66
"586","2009-11-18",8.29
"587","2009-11-19",7.91
"588","2009-11-20",7.99
"589","2009-11-23",7.99
"590","2009-11-24",8
"591","2009-11-25",7.88
"592","2009-11-27",7.49
"593","2009-11-30",7.8
"594","2009-12-01",8.01
"595","2009-12-02",8.11
"596","2009-12-03",7.96
"597","2009-12-04",8.7
"598","2009-12-07",8.96
"599","2009-12-08",9
"600","2009-12-09",8.82
"601","2009-12-10",8.78
"602","2009-12-11",8.9
"603","2009-12-14",9.02
"604","2009-12-15",9.37
"605","2009-12-16",9.48
"606","2009-12-17",9.42
"607","2009-12-18",9.91
"608","2009-12-21",9.79
"609","2009-12-22",9.53
"610","2009-12-23",9.75
"611","2009-12-24",9.81
"612","2009-12-28",9.98
"613","2009-12-29",10.25
"614","2009-12-30",10.26
"615","2009-12-31",10.35
"616","2010-01-04",10.35
"617","2010-01-05",9.64
"618","2010-01-06",9.6
"619","2010-01-07",9.76
"620","2010-01-08",9.77
"621","2010-01-11",9.56
"622","2010-01-12",9.53
"623","2010-01-13",9.59
"624","2010-01-14",9.67
"625","2010-01-15",8.95
"626","2010-01-19",9.54
"627","2010-01-20",9.44
"628","2010-01-21",8.89
"629","2010-01-22",8.76
"630","2010-01-25",8.74
"631","2010-01-26",8.14
"632","2010-01-27",8.55
"633","2010-01-28",8.29
"634","2010-01-29",7.95
"635","2010-02-01",8.19
"636","2010-02-02",8.21
"637","2010-02-03",8.03
"638","2010-02-04",7.55
"639","2010-02-05",7.67
"640","2010-02-08",7.53
"641","2010-02-09",7.73
"642","2010-02-10",7.87
"643","2010-02-11",8.32
"644","2010-02-12",8.2
"645","2010-02-16",8.31
"646","2010-02-17",8.83
"647","2010-02-18",8.74
"648","2010-02-19",8.71
"649","2010-02-22",8.55
"650","2010-02-23",8.59
"651","2010-02-24",8.58
"652","2010-02-25",8.71
"653","2010-02-26",8.71
"654","2010-03-01",8.56
"655","2010-03-02",8.67
"656","2010-03-03",8.58
"657","2010-03-04",8.69
"658","2010-03-05",8.76
"659","2010-03-08",8.81
"660","2010-03-09",8.68
"661","2010-03-10",8.69
"662","2010-03-11",8.88
"663","2010-03-12",9.05
"664","2010-03-15",9.16
"665","2010-03-16",9.43
"666","2010-03-17",9.5
"667","2010-03-18",9.77
"668","2010-03-19",9.85
"669","2010-03-22",9.85
"670","2010-03-23",9.84
"671","2010-03-24",9.76
"672","2010-03-25",9.68
"673","2010-03-26",9.71
"674","2010-03-29",9.96
"675","2010-03-30",9.89
"676","2010-03-31",9.88
"677","2010-04-01",9.93
"678","2010-04-05",10
"679","2010-04-06",9.95
"680","2010-04-07",9.99
"681","2010-04-08",9.92
"682","2010-04-09",9.63
"683","2010-04-12",9.4
"684","2010-04-13",9.22
"685","2010-04-14",9.37
"686","2010-04-15",9.45
"687","2010-04-16",9.4
"688","2010-04-19",9.18
"689","2010-04-20",9.27
"690","2010-04-21",9.37
"691","2010-04-22",9.54
"692","2010-04-23",9.92
"693","2010-04-26",9.98
"694","2010-04-27",9.6
"695","2010-04-28",9.31
"696","2010-04-29",9.56
"697","2010-04-30",9.1
"698","2010-05-03",9.3
"699","2010-05-04",8.9
"700","2010-05-05",8.89
"701","2010-05-06",8.03
"702","2010-05-07",7.1
"703","2010-05-10",7.35
"704","2010-05-11",7.49
"705","2010-05-12",7.35
"706","2010-05-13",7.72
"707","2010-05-14",7.71
"708","2010-05-17",7.5
"709","2010-05-18",7.37
"710","2010-05-19",7.33
"711","2010-05-20",6.85
"712","2010-05-21",6.56
"713","2010-05-24",6.48
"714","2010-05-25",6.36
"715","2010-05-26",6.34
"716","2010-05-27",6.56
"717","2010-05-28",6.61
"718","2010-06-01",6.81
"719","2010-06-02",7.33
"720","2010-06-03",7.49
"721","2010-06-04",7.06
"722","2010-06-07",6.97
"723","2010-06-08",7.08
"724","2010-06-09",7.15
"725","2010-06-10",7.61
"726","2010-06-11",7.76
"727","2010-06-14",7.68
"728","2010-06-15",8.09
"729","2010-06-16",7.87
"730","2010-06-17",7.83
"731","2010-06-18",7.93
"732","2010-06-21",7.6
"733","2010-06-22",7.41
"734","2010-06-23",7.32
"735","2010-06-24",7.2
"736","2010-06-25",7.16
"737","2010-06-28",7
"738","2010-06-29",6.71
"739","2010-06-30",6.5
"740","2010-07-01",6.89
"741","2010-07-02",7.03
"742","2010-07-06",6.96
"743","2010-07-07",7.28
"744","2010-07-08",7.21
"745","2010-07-09",7.16
"746","2010-07-12",6.99
"747","2010-07-13",7.45
"748","2010-07-14",7.51
"749","2010-07-15",7.38
"750","2010-07-16",6.98
"751","2010-07-19",7.23
"752","2010-07-20",7.58
"753","2010-07-21",7.26
"754","2010-07-22",7.46
"755","2010-07-23",7.69
"756","2010-07-26",7.79
"757","2010-07-27",7.77
"758","2010-07-28",7.32
"759","2010-07-29",7.13
"760","2010-07-30",7.07
"761","2010-08-02",7.25
"762","2010-08-03",7.06
"763","2010-08-04",7.1
"764","2010-08-05",7.07
"765","2010-08-06",7.47
"766","2010-08-09",7.38
"767","2010-08-10",7.33
"768","2010-08-11",6.98
"769","2010-08-12",6.98
"770","2010-08-13",7.37
"771","2010-08-16",7.98
"772","2010-08-17",8.35
"773","2010-08-18",7.99
"774","2010-08-19",7.14
"775","2010-08-20",7.07
"776","2010-08-23",7.3
"777","2010-08-24",7.14
"778","2010-08-25",7.24
"779","2010-08-26",7.27
"780","2010-08-27",7.73
"781","2010-08-30",7.85
"782","2010-08-31",7.87
"783","2010-09-01",8.09
"784","2010-09-02",8.01
"785","2010-09-03",8
"786","2010-09-07",8.03
"787","2010-09-08",8.35
"788","2010-09-09",8.57
"789","2010-09-10",8.71
"790","2010-09-13",9.05
"791","2010-09-14",9
"792","2010-09-15",9.12
"793","2010-09-16",9.21
"794","2010-09-17",9.43
"795","2010-09-20",9.94
"796","2010-09-21",9.57
"797","2010-09-22",9.46
"798","2010-09-23",9.42
"799","2010-09-24",9.05
"800","2010-09-27",9.33
"801","2010-09-28",9.4
"802","2010-09-29",9.3
"803","2010-09-30",9.28
"804","2010-10-01",9.42
"805","2010-10-04",9.25
"806","2010-10-05",9.48
"807","2010-10-06",9.59
"808","2010-10-07",9.39
"809","2010-10-08",9.54
"810","2010-10-11",9.4
"811","2010-10-12",9.45
"812","2010-10-13",9.52
"813","2010-10-14",9.49
"814","2010-10-15",9.56
"815","2010-10-18",9.71
"816","2010-10-19",9.22
"817","2010-10-20",9.22
"818","2010-10-21",9.2
"819","2010-10-22",9.56
"820","2010-10-25",9.65
"821","2010-10-26",9.8
"822","2010-10-27",9.64
"823","2010-10-28",9.97
"824","2010-10-29",10.4
"825","2010-11-01",10.1
"826","2010-11-02",10.69
"827","2010-11-03",10.88
"828","2010-11-04",11.18
"829","2010-11-05",10.52
"830","2010-11-08",10.86
"831","2010-11-09",10.98
"832","2010-11-10",11.29
"833","2010-11-11",10.97
"834","2010-11-12",10.76
"835","2010-11-15",10.34
"836","2010-11-16",9.68
"837","2010-11-17",9.55
"838","2010-11-18",9.76
"839","2010-11-19",9.65
"840","2010-11-22",9.85
"841","2010-11-23",9.83
"842","2010-11-24",10.01
"843","2010-11-26",9.94
"844","2010-11-29",9.77
"845","2010-11-30",9.55
"846","2010-12-01",9.65
"847","2010-12-02",10
"848","2010-12-03",10.52
"849","2010-12-06",10.71
"850","2010-12-07",10.97
"851","2010-12-08",11.44
"852","2010-12-09",11.85
"853","2010-12-10",11.81
"854","2010-12-13",10.96
"855","2010-12-14",11.33
"856","2010-12-15",11.39
"857","2010-12-16",11.55
"858","2010-12-17",12.04
"859","2010-12-20",12.84
"860","2010-12-21",11.82
"861","2010-12-22",11.06
"862","2010-12-23",10.83
"863","2010-12-27",10.63
"864","2010-12-28",10.84
"865","2010-12-29",10.92
"866","2010-12-30",11.22
"867","2010-12-31",11.39
"868","2011-01-03",11.78
"869","2011-01-04",11.61
"870","2011-01-05",11.79
"871","2011-01-06",12.02
"872","2011-01-07",12.16
"873","2011-01-10",11.67
"874","2011-01-11",11.85
"875","2011-01-12",12.13
"876","2011-01-13",11.46
"877","2011-01-14",11.52
"878","2011-01-18",12.08
"879","2011-01-19",11.05
"880","2011-01-20",10.82
"881","2011-01-21",10.99
"882","2011-01-24",10.89
"883","2011-01-25",10.54
"884","2011-01-26",10.86
"885","2011-01-27",10.79
"886","2011-01-28",9.9
"887","2011-01-31",9.98
"888","2011-02-01",10.67
"889","2011-02-02",10.63
"890","2011-02-03",10.26
"891","2011-02-04",9.89
"892","2011-02-07",10.38
"893","2011-02-08",10.45
"894","2011-02-09",10.62
"895","2011-02-10",11.04
"896","2011-02-11",10.87
"897","2011-02-14",11.61
"898","2011-02-15",11.76
"899","2011-02-16",12.19
"900","2011-02-17",12.08
"901","2011-02-18",12.1
"902","2011-02-22",12.32
"903","2011-02-23",12.24
"904","2011-02-24",11.98
"905","2011-02-25",11.97
"906","2011-02-28",11.45
"907","2011-03-01",11.42
"908","2011-03-02",11.34
"909","2011-03-03",12.02
"910","2011-03-04",12.02
"911","2011-03-07",12.22
"912","2011-03-08",13.26
"913","2011-03-09",13.27
"914","2011-03-10",12.75
"915","2011-03-11",13.74
"916","2011-03-14",14.46
"917","2011-03-15",14.26
"918","2011-03-16",14.18
"919","2011-03-17",14.29
"920","2011-03-18",14.46
"921","2011-03-21",14
"922","2011-03-22",14.03
"923","2011-03-23",14.05
"924","2011-03-24",13.97
"925","2011-03-25",13.99
"926","2011-03-28",14.21
"927","2011-03-29",14.11
"928","2011-03-30",14.11
"929","2011-03-31",14.57
"930","2011-04-01",14.25
"931","2011-04-04",14.26
"932","2011-04-05",14.63
"933","2011-04-06",14.63
"934","2011-04-07",14.5
"935","2011-04-08",14.41
"936","2011-04-11",14.43
"937","2011-04-12",14.49
"938","2011-04-13",14.51
"939","2011-04-14",14.48
"940","2011-04-15",14.88
"941","2011-04-18",14.74
"942","2011-04-19",15
"943","2011-04-20",15.18
"944","2011-04-21",15.24
"945","2011-04-25",15
"946","2011-04-26",14.77
"947","2011-04-27",14.58
"948","2011-04-28",14.84
"949","2011-04-29",15.68
"950","2011-05-02",15.32
"951","2011-05-03",15.01
"952","2011-05-04",15.21
"953","2011-05-05",14.79
"954","2011-05-06",17.370001
"955","2011-05-09",18.200001
"956","2011-05-10",18.23
"957","2011-05-11",19.540001
"958","2011-05-12",17.950001
"959","2011-05-13",17.34
"960","2011-05-16",17.309999
"961","2011-05-17",17.309999
"962","2011-05-18",17.790001
"963","2011-05-19",17.74
"964","2011-05-20",17.459999
"965","2011-05-23",16.790001
"966","2011-05-24",16.66
"967","2011-05-25",17
"968","2011-05-26",17.190001
"969","2011-05-27",17.25
"970","2011-05-31",16.799999
"971","2011-06-01",16.08
"972","2011-06-02",16.01
"973","2011-06-03",15.61
"974","2011-06-06",15.31
"975","2011-06-07",15.89
"976","2011-06-08",15.69
"977","2011-06-09",16
"978","2011-06-10",15.62
"979","2011-06-13",15.96
"980","2011-06-14",16.76
"981","2011-06-15",16.59
"982","2011-06-16",17.02
"983","2011-06-17",15.75
"984","2011-06-20",15.9
"985","2011-06-21",16.950001
"986","2011-06-22",16.92
"987","2011-06-23",17.1
"988","2011-06-24",16.98
"989","2011-06-27",17.280001
"990","2011-06-28",17.65
"991","2011-06-29",17.23
"992","2011-06-30",17.49
"993","2011-07-01",17.33
"994","2011-07-05",17.25
"995","2011-07-06",17.32
"996","2011-07-07",17.65
"997","2011-07-08",17.559999
"998","2011-07-11",16.950001
"999","2011-07-12",16.67
"1000","2011-07-13",17.34
