"","date","EXPE"
"1","2007-01-03",42.099998
"2","2007-01-04",42.540001
"3","2007-01-05",42.52
"4","2007-01-08",42.740002
"5","2007-01-09",42.84
"6","2007-01-10",42.959999
"7","2007-01-11",42.68
"8","2007-01-12",42.82
"9","2007-01-16",42.48
"10","2007-01-17",42.32
"11","2007-01-18",41.299999
"12","2007-01-19",42.040001
"13","2007-01-22",41.16
"14","2007-01-23",41.400002
"15","2007-01-24",42.060001
"16","2007-01-25",41.299999
"17","2007-01-26",41.240002
"18","2007-01-29",41.720001
"19","2007-01-30",42.119999
"20","2007-01-31",42.900002
"21","2007-02-01",41.360001
"22","2007-02-02",42.119999
"23","2007-02-05",42.400002
"24","2007-02-06",42.880001
"25","2007-02-07",43.52
"26","2007-02-08",44.220001
"27","2007-02-09",43.279999
"28","2007-02-12",42.939999
"29","2007-02-13",43.299999
"30","2007-02-14",44.540001
"31","2007-02-15",44.599998
"32","2007-02-16",43.66
"33","2007-02-20",44.439999
"34","2007-02-21",44.700001
"35","2007-02-22",44.279999
"36","2007-02-23",43.400002
"37","2007-02-26",43.419998
"38","2007-02-27",42.759998
"39","2007-02-28",42.52
"40","2007-03-01",41.759998
"41","2007-03-02",41
"42","2007-03-05",40.82
"43","2007-03-06",40.860001
"44","2007-03-07",40.740002
"45","2007-03-08",41.099998
"46","2007-03-09",40.900002
"47","2007-03-12",41.48
"48","2007-03-13",42.52
"49","2007-03-14",42.139999
"50","2007-03-15",42.639999
"51","2007-03-16",42.220001
"52","2007-03-19",43.419998
"53","2007-03-20",44
"54","2007-03-21",45.16
"55","2007-03-22",45.959999
"56","2007-03-23",46.299999
"57","2007-03-26",46.360001
"58","2007-03-27",46.220001
"59","2007-03-28",44.959999
"60","2007-03-29",46
"61","2007-03-30",46.360001
"62","2007-04-02",45.700001
"63","2007-04-03",46.360001
"64","2007-04-04",46.66
"65","2007-04-05",48.040001
"66","2007-04-09",47.619999
"67","2007-04-10",48.040001
"68","2007-04-11",46.939999
"69","2007-04-12",47.66
"70","2007-04-13",48.220001
"71","2007-04-16",47.799999
"72","2007-04-17",48.400002
"73","2007-04-18",47.279999
"74","2007-04-19",46.700001
"75","2007-04-20",46.400002
"76","2007-04-23",46.380001
"77","2007-04-24",47
"78","2007-04-25",47.48
"79","2007-04-26",47.860001
"80","2007-04-27",47.619999
"81","2007-04-30",47.240002
"82","2007-05-01",48.040001
"83","2007-05-02",48.700001
"84","2007-05-03",48.700001
"85","2007-05-04",48.959999
"86","2007-05-07",49.619999
"87","2007-05-08",48.400002
"88","2007-05-09",49.34
"89","2007-05-10",48.700001
"90","2007-05-11",49.52
"91","2007-05-14",49.16
"92","2007-05-15",48.360001
"93","2007-05-16",48.919998
"94","2007-05-17",48.700001
"95","2007-05-18",49.279999
"96","2007-05-21",50.52
"97","2007-05-22",50.419998
"98","2007-05-23",50.48
"99","2007-05-24",49.400002
"100","2007-05-25",48.900002
"101","2007-05-29",48.380001
"102","2007-05-30",47.759998
"103","2007-05-31",48.060001
"104","2007-06-01",48.459999
"105","2007-06-04",48.919998
"106","2007-06-05",48.759998
"107","2007-06-06",48.32
"108","2007-06-07",47.040001
"109","2007-06-08",46.759998
"110","2007-06-11",48.060001
"111","2007-06-12",48.400002
"112","2007-06-13",48.48
"113","2007-06-14",48.919998
"114","2007-06-15",50.740002
"115","2007-06-18",51
"116","2007-06-19",58.279999
"117","2007-06-20",58.419998
"118","2007-06-21",58.200001
"119","2007-06-22",58
"120","2007-06-25",58.439999
"121","2007-06-26",58.48
"122","2007-06-27",58.919998
"123","2007-06-28",58.98
"124","2007-06-29",58.580002
"125","2007-07-02",58.32
"126","2007-07-03",58.060001
"127","2007-07-05",58.259998
"128","2007-07-06",58.779999
"129","2007-07-09",58.5
"130","2007-07-10",58.599998
"131","2007-07-11",58.68
"132","2007-07-12",59.18
"133","2007-07-13",59.279999
"134","2007-07-16",59
"135","2007-07-17",59.200001
"136","2007-07-18",59.080002
"137","2007-07-19",58.82
"138","2007-07-20",58.779999
"139","2007-07-23",53.419998
"140","2007-07-24",51.5
"141","2007-07-25",52.259998
"142","2007-07-26",52.740002
"143","2007-07-27",52.880001
"144","2007-07-30",53.580002
"145","2007-07-31",53.220001
"146","2007-08-01",53.540001
"147","2007-08-02",54.880001
"148","2007-08-03",55.360001
"149","2007-08-06",55.16
"150","2007-08-07",55.700001
"151","2007-08-08",55.580002
"152","2007-08-09",57
"153","2007-08-10",57.060001
"154","2007-08-13",57.84
"155","2007-08-14",57.34
"156","2007-08-15",56.779999
"157","2007-08-16",56
"158","2007-08-17",55.619999
"159","2007-08-20",56.48
"160","2007-08-21",56.220001
"161","2007-08-22",57.060001
"162","2007-08-23",58.619999
"163","2007-08-24",59.66
"164","2007-08-27",60.84
"165","2007-08-28",58.279999
"166","2007-08-29",58.220001
"167","2007-08-30",58.5
"168","2007-08-31",59.700001
"169","2007-09-04",61.060001
"170","2007-09-05",60.060001
"171","2007-09-06",60.119999
"172","2007-09-07",58.98
"173","2007-09-10",57.84
"174","2007-09-11",57.880001
"175","2007-09-12",58.84
"176","2007-09-13",58.299999
"177","2007-09-14",58.32
"178","2007-09-17",57.82
"179","2007-09-18",59.040001
"180","2007-09-19",60.040001
"181","2007-09-20",59.619999
"182","2007-09-21",60.040001
"183","2007-09-24",60.34
"184","2007-09-25",63.580002
"185","2007-09-26",63.959999
"186","2007-09-27",63.919998
"187","2007-09-28",63.759998
"188","2007-10-01",66.879997
"189","2007-10-02",67.339996
"190","2007-10-03",67.739998
"191","2007-10-04",67.959999
"192","2007-10-05",70.080002
"193","2007-10-08",69.919998
"194","2007-10-09",69.220001
"195","2007-10-10",69.220001
"196","2007-10-11",68.839996
"197","2007-10-12",69.339996
"198","2007-10-15",69.32
"199","2007-10-16",67.879997
"200","2007-10-17",67.5
"201","2007-10-18",67.459999
"202","2007-10-19",65.279999
"203","2007-10-22",65.580002
"204","2007-10-23",65.860001
"205","2007-10-24",64.379997
"206","2007-10-25",64.160004
"207","2007-10-26",64.919998
"208","2007-10-29",65.040001
"209","2007-10-30",64.220001
"210","2007-10-31",65.32
"211","2007-11-01",64.82
"212","2007-11-02",63.560001
"213","2007-11-05",61.599998
"214","2007-11-06",60.32
"215","2007-11-07",61.299999
"216","2007-11-08",60.080002
"217","2007-11-09",57.02
"218","2007-11-12",55.16
"219","2007-11-13",58.34
"220","2007-11-14",57.560001
"221","2007-11-15",57.880001
"222","2007-11-16",61.700001
"223","2007-11-19",59.139999
"224","2007-11-20",58.279999
"225","2007-11-21",57.939999
"226","2007-11-23",58.700001
"227","2007-11-26",58.68
"228","2007-11-27",60.400002
"229","2007-11-28",63.759998
"230","2007-11-29",64.839996
"231","2007-11-30",65.199997
"232","2007-12-03",65.699997
"233","2007-12-04",65.919998
"234","2007-12-05",66.620003
"235","2007-12-06",66.599998
"236","2007-12-07",67.120003
"237","2007-12-10",67.879997
"238","2007-12-11",67.139999
"239","2007-12-12",67.279999
"240","2007-12-13",67.260002
"241","2007-12-14",66.5
"242","2007-12-17",65.360001
"243","2007-12-18",65.540001
"244","2007-12-19",65.139999
"245","2007-12-20",64.139999
"246","2007-12-21",64.059998
"247","2007-12-24",64.839996
"248","2007-12-26",65.120003
"249","2007-12-27",63.919998
"250","2007-12-28",63.84
"251","2007-12-31",63.240002
"252","2008-01-02",61.099998
"253","2008-01-03",61.119999
"254","2008-01-04",59.119999
"255","2008-01-07",58.259998
"256","2008-01-08",57.599998
"257","2008-01-09",56.540001
"258","2008-01-10",54.900002
"259","2008-01-11",52.900002
"260","2008-01-14",53.740002
"261","2008-01-15",50.779999
"262","2008-01-16",49.919998
"263","2008-01-17",45.98
"264","2008-01-18",47.040001
"265","2008-01-22",45.619999
"266","2008-01-23",46.779999
"267","2008-01-24",47.919998
"268","2008-01-25",46.599998
"269","2008-01-28",45.700001
"270","2008-01-29",46.16
"271","2008-01-30",45.68
"272","2008-01-31",46.040001
"273","2008-02-01",46.900002
"274","2008-02-04",46.48
"275","2008-02-05",44.299999
"276","2008-02-06",45.52
"277","2008-02-07",47.439999
"278","2008-02-08",50.220001
"279","2008-02-11",49.48
"280","2008-02-12",48.98
"281","2008-02-13",50.259998
"282","2008-02-14",49.98
"283","2008-02-15",51.18
"284","2008-02-19",51.299999
"285","2008-02-20",50.82
"286","2008-02-21",48.720001
"287","2008-02-22",48.84
"288","2008-02-25",48.02
"289","2008-02-26",48.720001
"290","2008-02-27",48.459999
"291","2008-02-28",46.919998
"292","2008-02-29",45.860001
"293","2008-03-03",44.599998
"294","2008-03-04",43.18
"295","2008-03-05",43.740002
"296","2008-03-06",42.599998
"297","2008-03-07",42.099998
"298","2008-03-10",42.5
"299","2008-03-11",43.080002
"300","2008-03-12",42.34
"301","2008-03-13",43.32
"302","2008-03-14",41.740002
"303","2008-03-17",40.959999
"304","2008-03-18",42.880001
"305","2008-03-19",41.279999
"306","2008-03-20",43.040001
"307","2008-03-24",44.540001
"308","2008-03-25",44.959999
"309","2008-03-26",46.040001
"310","2008-03-27",44.939999
"311","2008-03-28",43.639999
"312","2008-03-31",43.779999
"313","2008-04-01",48.18
"314","2008-04-02",50.259998
"315","2008-04-03",49.900002
"316","2008-04-04",49.619999
"317","2008-04-07",49.759998
"318","2008-04-08",49
"319","2008-04-09",47.82
"320","2008-04-10",48.540001
"321","2008-04-11",47.5
"322","2008-04-14",47.700001
"323","2008-04-15",48.119999
"324","2008-04-16",47.779999
"325","2008-04-17",47.400002
"326","2008-04-18",49.16
"327","2008-04-21",49.759998
"328","2008-04-22",49.400002
"329","2008-04-23",49.560001
"330","2008-04-24",49.959999
"331","2008-04-25",50.139999
"332","2008-04-28",49.939999
"333","2008-04-29",50.080002
"334","2008-04-30",50.52
"335","2008-05-01",50.259998
"336","2008-05-02",50.34
"337","2008-05-05",48.84
"338","2008-05-06",49.66
"339","2008-05-07",48.119999
"340","2008-05-08",48.82
"341","2008-05-09",48.060001
"342","2008-05-12",49.220001
"343","2008-05-13",48.419998
"344","2008-05-14",48.5
"345","2008-05-15",49.380001
"346","2008-05-16",48.700001
"347","2008-05-19",47.220001
"348","2008-05-20",46.099998
"349","2008-05-21",44.52
"350","2008-05-22",44.82
"351","2008-05-23",43.32
"352","2008-05-27",43.48
"353","2008-05-28",45.5
"354","2008-05-29",48.099998
"355","2008-05-30",48.5
"356","2008-06-02",47.279999
"357","2008-06-03",46.619999
"358","2008-06-04",47.02
"359","2008-06-05",46.98
"360","2008-06-06",44.759998
"361","2008-06-09",44.580002
"362","2008-06-10",44.139999
"363","2008-06-11",42
"364","2008-06-12",42.02
"365","2008-06-13",42.880001
"366","2008-06-16",42.959999
"367","2008-06-17",42.360001
"368","2008-06-18",41.34
"369","2008-06-19",40.700001
"370","2008-06-20",39.599998
"371","2008-06-23",39.380001
"372","2008-06-24",38.860001
"373","2008-06-25",39.959999
"374","2008-06-26",38.34
"375","2008-06-27",38.32
"376","2008-06-30",36.759998
"377","2008-07-01",36.439999
"378","2008-07-02",34.919998
"379","2008-07-03",34.98
"380","2008-07-07",34.68
"381","2008-07-08",35.619999
"382","2008-07-09",35.619999
"383","2008-07-10",35.200001
"384","2008-07-11",35.900002
"385","2008-07-14",36.299999
"386","2008-07-15",36.82
"387","2008-07-16",39.560001
"388","2008-07-17",40.220001
"389","2008-07-18",38.380001
"390","2008-07-21",37.080002
"391","2008-07-22",36.599998
"392","2008-07-23",37.52
"393","2008-07-24",36.02
"394","2008-07-25",35.919998
"395","2008-07-28",34.759998
"396","2008-07-29",36.939999
"397","2008-07-30",38.060001
"398","2008-07-31",39.139999
"399","2008-08-01",38.419998
"400","2008-08-04",37.720001
"401","2008-08-05",39.040001
"402","2008-08-06",37.220001
"403","2008-08-07",36.599998
"404","2008-08-08",36.18
"405","2008-08-11",37.599998
"406","2008-08-12",38.540001
"407","2008-08-13",37.720001
"408","2008-08-14",38.34
"409","2008-08-15",38.900002
"410","2008-08-18",38.419998
"411","2008-08-19",37.82
"412","2008-08-20",36.900002
"413","2008-08-21",37.459999
"414","2008-08-22",38.68
"415","2008-08-25",36.759998
"416","2008-08-26",34.939999
"417","2008-08-27",35.459999
"418","2008-08-28",36.740002
"419","2008-08-29",35.32
"420","2008-09-02",35.299999
"421","2008-09-03",34.919998
"422","2008-09-04",35.639999
"423","2008-09-05",35.279999
"424","2008-09-08",35.68
"425","2008-09-09",34.200001
"426","2008-09-10",34.240002
"427","2008-09-11",34.060001
"428","2008-09-12",34.040001
"429","2008-09-15",31.42
"430","2008-09-16",32.099998
"431","2008-09-17",30.200001
"432","2008-09-18",31.66
"433","2008-09-19",33.5
"434","2008-09-22",31.16
"435","2008-09-23",30.620001
"436","2008-09-24",31.379999
"437","2008-09-25",32.34
"438","2008-09-26",31.92
"439","2008-09-29",27.42
"440","2008-09-30",30.219999
"441","2008-10-01",29.9
"442","2008-10-02",28.08
"443","2008-10-03",27.219999
"444","2008-10-06",27.42
"445","2008-10-07",25.48
"446","2008-10-08",25.92
"447","2008-10-09",24.360001
"448","2008-10-10",23.620001
"449","2008-10-13",25.18
"450","2008-10-14",23.280001
"451","2008-10-15",21.440001
"452","2008-10-16",23.68
"453","2008-10-17",23.200001
"454","2008-10-20",24.34
"455","2008-10-21",22.860001
"456","2008-10-22",21.860001
"457","2008-10-23",21.200001
