"","date","AMRK"
"1","2014-03-17",13.3
"2","2014-03-18",14.25
"3","2014-03-19",14
"4","2014-03-20",14
"5","2014-03-21",13.24
"6","2014-03-24",12.42
"7","2014-03-25",13.44
"8","2014-03-26",12.47
"9","2014-03-27",13.13
"10","2014-03-28",13
"11","2014-03-31",13.12
"12","2014-04-01",13.08
"13","2014-04-02",13.01
"14","2014-04-03",12.88
"15","2014-04-04",12.52
"16","2014-04-07",12.5
"17","2014-04-08",12.15
"18","2014-04-09",12
"19","2014-04-10",12.01
"20","2014-04-11",11.97
"21","2014-04-14",11.94
"22","2014-04-15",11.72
"23","2014-04-16",11.9
"24","2014-04-17",12
"25","2014-04-21",11.7
"26","2014-04-22",11.77
"27","2014-04-23",11.75
"28","2014-04-24",11.26
"29","2014-04-25",11.76
"30","2014-04-28",11.8
"31","2014-04-29",11.84
"32","2014-04-30",11.58
"33","2014-05-01",11.66
"34","2014-05-02",11.72
"35","2014-05-05",11.75
"36","2014-05-06",11.5
"37","2014-05-07",11.78
"38","2014-05-08",11.8
"39","2014-05-09",11.53
"40","2014-05-12",11.8
"41","2014-05-13",11.6
"42","2014-05-14",11.551
"43","2014-05-15",11.5
"44","2014-05-16",11.49
"45","2014-05-19",11.3
"46","2014-05-20",11.45
"47","2014-05-21",11.44
"48","2014-05-22",11.44
"49","2014-05-23",11.44
"50","2014-05-27",11.04
"51","2014-05-28",11.38
"52","2014-05-29",11.38
"53","2014-05-30",11.2
"54","2014-06-02",11
"55","2014-06-03",11.02
"56","2014-06-04",11.08
"57","2014-06-05",11.36
"58","2014-06-06",11.39
"59","2014-06-09",11.44
"60","2014-06-10",11.47
"61","2014-06-11",11.33
"62","2014-06-12",11.5
"63","2014-06-13",11.49
"64","2014-06-16",11.99
"65","2014-06-17",11.59
"66","2014-06-18",11.98
"67","2014-06-19",11.99
"68","2014-06-20",10.87
"69","2014-06-23",11.48
"70","2014-06-24",11.15
"71","2014-06-25",11.25
"72","2014-06-26",11.39
"73","2014-06-27",11.12
"74","2014-06-30",11.16
"75","2014-07-01",11.41
"76","2014-07-02",11.7
"77","2014-07-03",11.68
"78","2014-07-07",12.03
"79","2014-07-08",11.87
"80","2014-07-09",12
"81","2014-07-10",11.99
"82","2014-07-11",12.03
"83","2014-07-14",12.03
"84","2014-07-15",11.97
"85","2014-07-16",11.95
"86","2014-07-17",11.95
"87","2014-07-18",12.04
"88","2014-07-21",11.95
"89","2014-07-22",11.76
"90","2014-07-23",11.72
"91","2014-07-24",11.7
"92","2014-07-25",11.75
"93","2014-07-28",11.85
"94","2014-07-29",11.98
"95","2014-07-30",11.82
"96","2014-07-31",11.835
"97","2014-08-01",11.54
"98","2014-08-04",11.78
"99","2014-08-05",11.7
"100","2014-08-06",11.77
"101","2014-08-07",11.74
"102","2014-08-08",11.8
"103","2014-08-11",11.8
"104","2014-08-12",11.74
"105","2014-08-13",11.8
"106","2014-08-14",11.75
"107","2014-08-15",11.75
"108","2014-08-18",11.75
"109","2014-08-19",11.74
"110","2014-08-20",11.73
"111","2014-08-21",11.64
"112","2014-08-22",11.73
"113","2014-08-25",11.8
"114","2014-08-26",11.72
"115","2014-08-27",11.53
"116","2014-08-28",11.61
"117","2014-08-29",11.68
"118","2014-09-02",11.58
"119","2014-09-03",11.5
"120","2014-09-04",11.2
"121","2014-09-05",11.38
"122","2014-09-08",11.44
"123","2014-09-09",11.49
"124","2014-09-10",11.65
"125","2014-09-11",11.45
"126","2014-09-12",11.4
"127","2014-09-15",11.328
"128","2014-09-16",11.398
"129","2014-09-17",11.43
"130","2014-09-18",11.51
"131","2014-09-19",11.58
"132","2014-09-22",11.51
"133","2014-09-23",11.73
"134","2014-09-24",11.73
"135","2014-09-25",11.71
"136","2014-09-26",11.71
"137","2014-09-29",11.43
"138","2014-09-30",11.37
"139","2014-10-01",10.49
"140","2014-10-02",10.79
"141","2014-10-03",11
"142","2014-10-06",11.15
"143","2014-10-07",10.85
"144","2014-10-08",10.87
"145","2014-10-09",10.66
"146","2014-10-10",10.74
"147","2014-10-13",10.57
"148","2014-10-14",10.5
"149","2014-10-15",10.51
"150","2014-10-16",11
"151","2014-10-17",11
"152","2014-10-20",10.55
"153","2014-10-21",10.89
"154","2014-10-22",10.99
"155","2014-10-23",10.71
"156","2014-10-24",10.8
"157","2014-10-27",10.8
"158","2014-10-28",10.32
"159","2014-10-29",10.43
"160","2014-10-30",10.59
"161","2014-10-31",10.58
"162","2014-11-03",10.4
"163","2014-11-04",10.458
"164","2014-11-05",10.31
"165","2014-11-06",10.4
"166","2014-11-07",10.3
"167","2014-11-10",10.48
"168","2014-11-11",10.49
"169","2014-11-12",10.15
"170","2014-11-13",10.22
"171","2014-11-14",10.52
"172","2014-11-17",10.045
"173","2014-11-18",9.89
"174","2014-11-19",9.83
"175","2014-11-20",10
"176","2014-11-21",9.88
"177","2014-11-24",9.61
"178","2014-11-25",9.85
"179","2014-11-26",9.56
"180","2014-11-28",9.5
"181","2014-12-01",9.96
"182","2014-12-02",10.09
"183","2014-12-03",10
"184","2014-12-04",10
"185","2014-12-05",9.85
"186","2014-12-08",9.51
"187","2014-12-09",9.57
"188","2014-12-10",9.44
"189","2014-12-11",9.5
"190","2014-12-12",9.86
"191","2014-12-15",9.81
"192","2014-12-16",9.49
"193","2014-12-17",9.96
"194","2014-12-18",9.76
"195","2014-12-19",9.98
"196","2014-12-22",9.92
"197","2014-12-23",9.72
"198","2014-12-24",9.69
"199","2014-12-26",9.57
"200","2014-12-29",9.7
"201","2014-12-30",9.72
"202","2014-12-31",9.97
"203","2015-01-02",9.97
"204","2015-01-05",9.97
"205","2015-01-06",9.61
"206","2015-01-07",9.95
"207","2015-01-08",9.74
"208","2015-01-09",9.71
"209","2015-01-12",9.8
"210","2015-01-13",9.84
"211","2015-01-14",9.88
"212","2015-01-15",9.62
"213","2015-01-16",9.69
"214","2015-01-20",9.765
"215","2015-01-21",9.9
"216","2015-01-22",9.83
"217","2015-01-23",9.83
"218","2015-01-26",10.09
"219","2015-01-27",10.2
"220","2015-01-28",10.22
"221","2015-01-29",10.3
"222","2015-01-30",10.45
"223","2015-02-02",10.39
"224","2015-02-03",10.251
"225","2015-02-04",10.228
"226","2015-02-05",10.74
"227","2015-02-06",10.73
"228","2015-02-09",10.72
"229","2015-02-10",10.28
"230","2015-02-11",10.05
"231","2015-02-12",10.15
"232","2015-02-13",10.28
"233","2015-02-17",10.06
"234","2015-02-18",10.017
"235","2015-02-19",9.95
"236","2015-02-20",10.14
"237","2015-02-23",9.9
"238","2015-02-24",9.958
"239","2015-02-25",9.98
"240","2015-02-26",10.12
"241","2015-02-27",10.28
"242","2015-03-02",10.7
"243","2015-03-03",10.49
"244","2015-03-04",10.44
"245","2015-03-05",10.25
"246","2015-03-06",10.07
"247","2015-03-09",10.13
"248","2015-03-10",10.18
"249","2015-03-11",10.18
"250","2015-03-12",10.1
"251","2015-03-13",10.2
"252","2015-03-16",10.1
"253","2015-03-17",10.1
"254","2015-03-18",10.1
"255","2015-03-19",10.1
"256","2015-03-20",10.4
"257","2015-03-23",10.25
"258","2015-03-24",10.25
"259","2015-03-25",10.49
"260","2015-03-26",10.29
"261","2015-03-27",10.27
"262","2015-03-30",10.52
"263","2015-03-31",10.6
"264","2015-04-01",10.24
"265","2015-04-02",10.08
"266","2015-04-06",10.16
"267","2015-04-07",10.14
"268","2015-04-08",10.24
"269","2015-04-09",10.2
"270","2015-04-10",10.18
"271","2015-04-13",10.27
"272","2015-04-14",10.25
"273","2015-04-15",10.33
"274","2015-04-16",10.39
"275","2015-04-17",10.36
"276","2015-04-20",10.34
"277","2015-04-21",10.59
"278","2015-04-22",10.59
"279","2015-04-23",10.79
"280","2015-04-24",10.75
"281","2015-04-27",10.58
"282","2015-04-28",10.33
"283","2015-04-29",10.33
"284","2015-04-30",10.58
"285","2015-05-01",10.49
"286","2015-05-04",10.7
"287","2015-05-05",10.58
"288","2015-05-06",10.64
"289","2015-05-07",10.89
"290","2015-05-08",10.81
"291","2015-05-11",10.81
"292","2015-05-12",10.81
"293","2015-05-13",10.93
"294","2015-05-14",10.95
"295","2015-05-15",10.95
"296","2015-05-18",10.95
"297","2015-05-19",10.71
"298","2015-05-20",10.96
"299","2015-05-21",10.71
"300","2015-05-22",10.95
"301","2015-05-26",10.95
"302","2015-05-27",10.85
"303","2015-05-28",10.75
"304","2015-05-29",10.75
"305","2015-06-01",10.76
"306","2015-06-02",10.47
"307","2015-06-03",10.78
"308","2015-06-04",10.701
"309","2015-06-05",10.75
"310","2015-06-08",10.7
"311","2015-06-09",10.7
"312","2015-06-10",10.63
"313","2015-06-11",10.49
"314","2015-06-12",10.49
"315","2015-06-15",10.55
"316","2015-06-16",10.411
"317","2015-06-17",10.68
"318","2015-06-18",10.62
"319","2015-06-19",10.75
"320","2015-06-22",10.65
"321","2015-06-23",10.65
"322","2015-06-24",10.5
"323","2015-06-25",10.59
"324","2015-06-26",10.65
"325","2015-06-29",10.55
"326","2015-06-30",10.47
"327","2015-07-01",10.64
"328","2015-07-02",10.65
"329","2015-07-06",10.55
"330","2015-07-07",10.31
"331","2015-07-08",10.44
"332","2015-07-09",10.44
"333","2015-07-10",10.5
"334","2015-07-13",10.4
"335","2015-07-14",10.489
"336","2015-07-15",10.49
"337","2015-07-16",10.31
"338","2015-07-17",10.5
"339","2015-07-20",10.64
"340","2015-07-21",10.71
"341","2015-07-22",10.5
"342","2015-07-23",10.48
"343","2015-07-24",10.853
"344","2015-07-27",10.59
"345","2015-07-28",10.54
"346","2015-07-29",10.46
"347","2015-07-30",10.57
"348","2015-07-31",10.5
"349","2015-08-03",10.5
"350","2015-08-04",10.51
"351","2015-08-05",10.7
"352","2015-08-06",10.56
"353","2015-08-07",10.455
"354","2015-08-10",10.627
"355","2015-08-11",10.55
"356","2015-08-12",10.53
"357","2015-08-13",10.51
"358","2015-08-14",10.51
"359","2015-08-17",10.47
"360","2015-08-18",10.67
"361","2015-08-19",10.46
"362","2015-08-20",10.61
"363","2015-08-21",10.59
"364","2015-08-24",10.53
"365","2015-08-25",10.37
"366","2015-08-26",10.35
"367","2015-08-27",10.35
"368","2015-08-28",10.28
"369","2015-08-31",10.55
"370","2015-09-01",10.5
"371","2015-09-02",10.5
"372","2015-09-03",10.5
"373","2015-09-04",10.64
"374","2015-09-08",10.88
"375","2015-09-09",10.83
"376","2015-09-10",10.63
"377","2015-09-11",10.79
"378","2015-09-14",11.2
"379","2015-09-15",11.248
"380","2015-09-16",11.4
"381","2015-09-17",11.5
"382","2015-09-18",11.33
"383","2015-09-21",11.72
"384","2015-09-22",11.48
"385","2015-09-23",11.39
"386","2015-09-24",11.68
"387","2015-09-25",11.77
"388","2015-09-28",11.77
"389","2015-09-29",11.35
"390","2015-09-30",11.56
"391","2015-10-01",11.45
"392","2015-10-02",11.65
"393","2015-10-05",11.84
"394","2015-10-06",12.26
"395","2015-10-07",12.64
"396","2015-10-08",13
"397","2015-10-09",13
"398","2015-10-12",13.5
"399","2015-10-13",13.25
"400","2015-10-14",13.16
"401","2015-10-15",13.1
"402","2015-10-16",13.36
"403","2015-10-19",13.68
"404","2015-10-20",13.95
"405","2015-10-21",14.3
"406","2015-10-22",13.8
"407","2015-10-23",14.24
"408","2015-10-26",14.21
"409","2015-10-27",14.03
"410","2015-10-28",13.98
"411","2015-10-29",13.82
"412","2015-10-30",14.5
"413","2015-11-02",14.35
"414","2015-11-03",14.48
"415","2015-11-04",14.74
"416","2015-11-05",14.74
"417","2015-11-06",14.36
"418","2015-11-09",14.75
"419","2015-11-10",14.415
"420","2015-11-11",15.47
"421","2015-11-12",15.885
"422","2015-11-13",15.42
"423","2015-11-16",15.82
"424","2015-11-17",15.64
"425","2015-11-18",15.24
"426","2015-11-19",15.23
"427","2015-11-20",15.63
"428","2015-11-23",15.49
"429","2015-11-24",15.499
"430","2015-11-25",15.66
"431","2015-11-27",15.69
"432","2015-11-30",15.5
"433","2015-12-01",15.34
"434","2015-12-02",15
"435","2015-12-03",15
"436","2015-12-04",15.23
"437","2015-12-07",15.7
"438","2015-12-08",16.629999
"439","2015-12-09",16.24
"440","2015-12-10",16.450001
"441","2015-12-11",16.83
"442","2015-12-14",16.9
"443","2015-12-15",16.629999
"444","2015-12-16",17.700001
"445","2015-12-17",18.33
"446","2015-12-18",18.01
"447","2015-12-21",18.27
"448","2015-12-22",17.972
"449","2015-12-23",17.66
"450","2015-12-24",17.674
"451","2015-12-28",18.469999
"452","2015-12-29",18.74
"453","2015-12-30",18.91
"454","2015-12-31",18.85
"455","2016-01-04",19.129999
"456","2016-01-05",19.65
"457","2016-01-06",18.049999
"458","2016-01-07",17.34
"459","2016-01-08",17.360001
"460","2016-01-11",17.85
"461","2016-01-12",16.639999
"462","2016-01-13",16.290001
"463","2016-01-14",16.639999
"464","2016-01-15",18.43
"465","2016-01-19",17.299999
"466","2016-01-20",18.299999
"467","2016-01-21",17.67
"468","2016-01-22",16.700001
"469","2016-01-25",16.17
"470","2016-01-26",16.780001
"471","2016-01-27",16.01
"472","2016-01-28",16.139999
"473","2016-01-29",16.93
"474","2016-02-01",16.450001
"475","2016-02-02",16.219999
"476","2016-02-03",15.79
"477","2016-02-04",15.8
"478","2016-02-05",17.26
"479","2016-02-08",17.1
"480","2016-02-09",16.950001
"481","2016-02-10",18
"482","2016-02-11",19.25
"483","2016-02-12",19.91
"484","2016-02-16",19.9
"485","2016-02-17",19.950001
"486","2016-02-18",20
"487","2016-02-19",19.799999
"488","2016-02-22",20.139999
"489","2016-02-23",20.190001
"490","2016-02-24",20.540001
"491","2016-02-25",20.84
"492","2016-02-26",20.99
"493","2016-02-29",21.73
"494","2016-03-01",21.049999
"495","2016-03-02",20.209999
"496","2016-03-03",20.209999
"497","2016-03-04",19.469999
"498","2016-03-07",19.08
"499","2016-03-08",19.67
"500","2016-03-09",19.68
"501","2016-03-10",19.790001
"502","2016-03-11",19.9
"503","2016-03-14",20.34
"504","2016-03-15",20.129999
"505","2016-03-16",21.02
"506","2016-03-17",20.99
"507","2016-03-18",20.870001
"508","2016-03-21",20.84
"509","2016-03-22",20.299999
"510","2016-03-23",20.424999
"511","2016-03-24",20.67
"512","2016-03-28",20.370001
"513","2016-03-29",20
"514","2016-03-30",19.780001
"515","2016-03-31",19.9
"516","2016-04-01",19.809999
"517","2016-04-04",20.33
