"","date","IPAR"
"1","2007-01-03",12.7
"2","2007-01-04",12.646667
"3","2007-01-05",12.433333
"4","2007-01-08",12.446667
"5","2007-01-09",12.2
"6","2007-01-10",12.16
"7","2007-01-11",12.693334
"8","2007-01-12",12.833333
"9","2007-01-16",12.813334
"10","2007-01-17",12.693334
"11","2007-01-18",12.393333
"12","2007-01-19",12.82
"13","2007-01-22",12.213333
"14","2007-01-23",12.46
"15","2007-01-24",13.153334
"16","2007-01-25",13.046667
"17","2007-01-26",12.96
"18","2007-01-29",12.98
"19","2007-01-30",12.973333
"20","2007-01-31",13.28
"21","2007-02-01",13.353333
"22","2007-02-02",13.113334
"23","2007-02-05",13.266666
"24","2007-02-06",13.286667
"25","2007-02-07",13.18
"26","2007-02-08",13.093333
"27","2007-02-09",12.94
"28","2007-02-12",12.96
"29","2007-02-13",13.28
"30","2007-02-14",12.72
"31","2007-02-15",13.22
"32","2007-02-16",13.22
"33","2007-02-20",13.02
"34","2007-02-21",12.986667
"35","2007-02-22",13.34
"36","2007-02-23",13.2
"37","2007-02-26",13.4
"38","2007-02-27",12.893333
"39","2007-02-28",12.873333
"40","2007-03-01",12.953333
"41","2007-03-02",12.733334
"42","2007-03-05",12.106667
"43","2007-03-06",12.7
"44","2007-03-07",12.726666
"45","2007-03-08",13.066667
"46","2007-03-09",13.266666
"47","2007-03-12",13.64
"48","2007-03-13",12.866667
"49","2007-03-14",13.046667
"50","2007-03-15",13.333333
"51","2007-03-16",13.153334
"52","2007-03-19",13.286667
"53","2007-03-20",13.333333
"54","2007-03-21",13.94
"55","2007-03-22",13.76
"56","2007-03-23",13.813334
"57","2007-03-26",13.78
"58","2007-03-27",13.973333
"59","2007-03-28",13.746667
"60","2007-03-29",13.673333
"61","2007-03-30",14
"62","2007-04-02",13.693334
"63","2007-04-03",14.033334
"64","2007-04-04",13.82
"65","2007-04-05",13.793333
"66","2007-04-09",13.72
"67","2007-04-10",14.313334
"68","2007-04-11",14.12
"69","2007-04-12",14.366667
"70","2007-04-13",14.4
"71","2007-04-16",14.493333
"72","2007-04-17",14.42
"73","2007-04-18",14.406667
"74","2007-04-19",14.393333
"75","2007-04-20",15.64
"76","2007-04-23",15.4
"77","2007-04-24",15.293333
"78","2007-04-25",15.393333
"79","2007-04-26",15.486667
"80","2007-04-27",15.42
"81","2007-04-30",15.346666
"82","2007-05-01",15.4
"83","2007-05-02",15.366667
"84","2007-05-03",15.653334
"85","2007-05-04",15.393333
"86","2007-05-07",15.693334
"87","2007-05-08",15.973333
"88","2007-05-09",15.933333
"89","2007-05-10",18.059999
"90","2007-05-11",18.046667
"91","2007-05-14",18.013334
"92","2007-05-15",17.993334
"93","2007-05-16",18
"94","2007-05-17",18
"95","2007-05-18",18.053333
"96","2007-05-21",18.266666
"97","2007-05-22",18.493334
"98","2007-05-23",18.546667
"99","2007-05-24",18.273333
"100","2007-05-25",18.02
"101","2007-05-29",17.986666
"102","2007-05-30",17.666666
"103","2007-05-31",17.700001
"104","2007-06-01",18.466667
"105","2007-06-04",18.553333
"106","2007-06-05",18.333334
"107","2007-06-06",17.766666
"108","2007-06-07",18.313334
"109","2007-06-08",18.306667
"110","2007-06-11",18.459999
"111","2007-06-12",17.940001
"112","2007-06-13",19.146667
"113","2007-06-14",18.940001
"114","2007-06-15",18.653334
"115","2007-06-18",18.98
"116","2007-06-19",18.719999
"117","2007-06-20",17.68
"118","2007-06-21",18
"119","2007-06-22",17.566668
"120","2007-06-25",17.593334
"121","2007-06-26",17.026667
"122","2007-06-27",17.559999
"123","2007-06-28",18.313334
"124","2007-06-29",17.746666
"125","2007-07-02",17.74
"126","2007-07-03",18.040001
"127","2007-07-05",17.313334
"128","2007-07-06",17.333334
"129","2007-07-09",17.273333
"130","2007-07-10",16.566668
"131","2007-07-11",16.953333
"132","2007-07-12",17.360001
"133","2007-07-13",17.013334
"134","2007-07-16",16.913334
"135","2007-07-17",17
"136","2007-07-18",17.266666
"137","2007-07-19",17.1
"138","2007-07-20",17.266666
"139","2007-07-23",17.68
"140","2007-07-24",17.42
"141","2007-07-25",14.92
"142","2007-07-26",14.706667
"143","2007-07-27",14.786667
"144","2007-07-30",14.746667
"145","2007-07-31",14.606667
"146","2007-08-01",14.546667
"147","2007-08-02",14.46
"148","2007-08-03",14.02
"149","2007-08-06",14.166667
"150","2007-08-07",14.273334
"151","2007-08-08",15.206667
"152","2007-08-09",16.346666
"153","2007-08-10",14.893333
"154","2007-08-13",14.74
"155","2007-08-14",14.186666
"156","2007-08-15",13.826667
"157","2007-08-16",14.266666
"158","2007-08-17",14.713333
"159","2007-08-20",14.54
"160","2007-08-21",14.28
"161","2007-08-22",14.453333
"162","2007-08-23",13.98
"163","2007-08-24",14.2
"164","2007-08-27",14.113334
"165","2007-08-28",13.84
"166","2007-08-29",14.02
"167","2007-08-30",13.66
"168","2007-08-31",13.84
"169","2007-09-04",13.846666
"170","2007-09-05",13.846666
"171","2007-09-06",14.273334
"172","2007-09-07",13.866667
"173","2007-09-10",13.666667
"174","2007-09-11",13.893333
"175","2007-09-12",13.853333
"176","2007-09-13",14.006667
"177","2007-09-14",14.086667
"178","2007-09-17",13.853333
"179","2007-09-18",14.2
"180","2007-09-19",14.833333
"181","2007-09-20",14.78
"182","2007-09-21",14.666667
"183","2007-09-24",14.74
"184","2007-09-25",14.94
"185","2007-09-26",15.553333
"186","2007-09-27",15.793333
"187","2007-09-28",15.78
"188","2007-10-01",16.393333
"189","2007-10-02",16.353333
"190","2007-10-03",16.766666
"191","2007-10-04",17.273333
"192","2007-10-05",16.633333
"193","2007-10-08",16.92
"194","2007-10-09",16.66
"195","2007-10-10",16.440001
"196","2007-10-11",16.360001
"197","2007-10-12",16.473333
"198","2007-10-15",16.52
"199","2007-10-16",17.186666
"200","2007-10-17",16.74
"201","2007-10-18",16.719999
"202","2007-10-19",16.34
"203","2007-10-22",16.526667
"204","2007-10-23",17.126667
"205","2007-10-24",16.413334
"206","2007-10-25",15.993333
"207","2007-10-26",15.933333
"208","2007-10-29",15.666667
"209","2007-10-30",15.806666
"210","2007-10-31",15.893333
"211","2007-11-01",15.34
"212","2007-11-02",15.133333
"213","2007-11-05",14.486667
"214","2007-11-06",14.48
"215","2007-11-07",14.286667
"216","2007-11-08",14.873333
"217","2007-11-09",14.833333
"218","2007-11-12",13.913333
"219","2007-11-13",14.186666
"220","2007-11-14",14.166667
"221","2007-11-15",14.213333
"222","2007-11-16",14.126667
"223","2007-11-19",13.153334
"224","2007-11-20",13.38
"225","2007-11-21",13.166667
"226","2007-11-23",13.466666
"227","2007-11-26",13.48
"228","2007-11-27",13.44
"229","2007-11-28",13.606667
"230","2007-11-29",12.38
"231","2007-11-30",12.18
"232","2007-12-03",11.733334
"233","2007-12-04",11.286667
"234","2007-12-05",11.46
"235","2007-12-06",11.68
"236","2007-12-07",11.133333
"237","2007-12-10",11.12
"238","2007-12-11",11.18
"239","2007-12-12",11.173333
"240","2007-12-13",11.386666
"241","2007-12-14",11.346666
"242","2007-12-17",11.38
"243","2007-12-18",12.16
"244","2007-12-19",12.08
