"","date","GLW"
"1","2007-01-03",18.85
"2","2007-01-04",19.540001
"3","2007-01-05",19.040001
"4","2007-01-08",18.639999
"5","2007-01-09",18.459999
"6","2007-01-10",18.959999
"7","2007-01-11",19.42
"8","2007-01-12",20.030001
"9","2007-01-16",20.049999
"10","2007-01-17",19.450001
"11","2007-01-18",19.35
"12","2007-01-19",19.33
"13","2007-01-22",19
"14","2007-01-23",18.84
"15","2007-01-24",20.9
"16","2007-01-25",21.16
"17","2007-01-26",21.200001
"18","2007-01-29",20.92
"19","2007-01-30",20.68
"20","2007-01-31",20.84
"21","2007-02-01",20.860001
"22","2007-02-02",21.09
"23","2007-02-05",21.360001
"24","2007-02-06",22.370001
"25","2007-02-07",22.389999
"26","2007-02-08",22.49
"27","2007-02-09",21.59
"28","2007-02-12",21.6
"29","2007-02-13",21.92
"30","2007-02-14",22.24
"31","2007-02-15",22.049999
"32","2007-02-16",21.719999
"33","2007-02-20",21.73
"34","2007-02-21",21.9
"35","2007-02-22",21.77
"36","2007-02-23",21.610001
"37","2007-02-26",21.52
"38","2007-02-27",20.379999
"39","2007-02-28",20.629999
"40","2007-03-01",20.76
"41","2007-03-02",20.299999
"42","2007-03-05",20.139999
"43","2007-03-06",20.629999
"44","2007-03-07",20.99
"45","2007-03-08",21.23
"46","2007-03-09",21.370001
"47","2007-03-12",21.77
"48","2007-03-13",21.32
"49","2007-03-14",21.6
"50","2007-03-15",21.74
"51","2007-03-16",21.77
"52","2007-03-19",22.450001
"53","2007-03-20",22.940001
"54","2007-03-21",23.120001
"55","2007-03-22",22.940001
"56","2007-03-23",22.99
"57","2007-03-26",22.9
"58","2007-03-27",23.08
"59","2007-03-28",22.92
"60","2007-03-29",22.83
"61","2007-03-30",22.74
"62","2007-04-02",22.719999
"63","2007-04-03",23.040001
"64","2007-04-04",23.120001
"65","2007-04-05",23.59
"66","2007-04-09",23.52
"67","2007-04-10",23.77
"68","2007-04-11",23.709999
"69","2007-04-12",23.83
"70","2007-04-13",23.74
"71","2007-04-16",24.01
"72","2007-04-17",23.690001
"73","2007-04-18",23.629999
"74","2007-04-19",23.559999
"75","2007-04-20",23.48
"76","2007-04-23",23.32
"77","2007-04-24",23.73
"78","2007-04-25",24.98
"79","2007-04-26",24.91
"80","2007-04-27",24.4
"81","2007-04-30",23.719999
"82","2007-05-01",23.559999
"83","2007-05-02",23.82
"84","2007-05-03",23.969999
"85","2007-05-04",23.959999
"86","2007-05-07",23.860001
"87","2007-05-08",23.73
"88","2007-05-09",23.690001
"89","2007-05-10",23.290001
"90","2007-05-11",23.73
"91","2007-05-14",23.34
"92","2007-05-15",23.33
"93","2007-05-16",23.83
"94","2007-05-17",23.690001
"95","2007-05-18",23.92
"96","2007-05-21",24.52
"97","2007-05-22",24.610001
"98","2007-05-23",24.6
"99","2007-05-24",23.98
"100","2007-05-25",24.16
"101","2007-05-29",24.200001
"102","2007-05-30",24.870001
"103","2007-05-31",25
"104","2007-06-01",25.65
"105","2007-06-04",25.969999
"106","2007-06-05",25.74
"107","2007-06-06",25.67
"108","2007-06-07",25.15
"109","2007-06-08",25.59
"110","2007-06-11",25.940001
"111","2007-06-12",25.299999
"112","2007-06-13",26
"113","2007-06-14",26.02
"114","2007-06-15",26.34
"115","2007-06-18",26.219999
"116","2007-06-19",25.98
"117","2007-06-20",25.6
"118","2007-06-21",25.690001
"119","2007-06-22",25.49
"120","2007-06-25",25.66
"121","2007-06-26",25.389999
"122","2007-06-27",25.559999
"123","2007-06-28",25.700001
"124","2007-06-29",25.549999
"125","2007-07-02",25.76
"126","2007-07-03",25.9
"127","2007-07-05",25.68
"128","2007-07-06",25.82
"129","2007-07-09",26.200001
"130","2007-07-10",25.889999
"131","2007-07-11",26.040001
"132","2007-07-12",27.219999
"133","2007-07-13",27.049999
"134","2007-07-16",26.92
"135","2007-07-17",26.809999
"136","2007-07-18",26.73
"137","2007-07-19",26.889999
"138","2007-07-20",26.530001
"139","2007-07-23",26.709999
"140","2007-07-24",26.190001
"141","2007-07-25",24.709999
"142","2007-07-26",24.379999
"143","2007-07-27",23.540001
"144","2007-07-30",24.33
"145","2007-07-31",23.84
"146","2007-08-01",24.219999
"147","2007-08-02",24.08
"148","2007-08-03",23.540001
"149","2007-08-06",23.360001
"150","2007-08-07",23.18
"151","2007-08-08",24.030001
"152","2007-08-09",23.59
"153","2007-08-10",23.450001
"154","2007-08-13",23.68
"155","2007-08-14",23.33
"156","2007-08-15",22.93
"157","2007-08-16",22.459999
"158","2007-08-17",23
"159","2007-08-20",23.6
"160","2007-08-21",23.360001
"161","2007-08-22",23.6
"162","2007-08-23",23.389999
"163","2007-08-24",23.969999
"164","2007-08-27",23.59
"165","2007-08-28",22.940001
"166","2007-08-29",23.690001
"167","2007-08-30",23.200001
"168","2007-08-31",23.370001
"169","2007-09-04",24.15
"170","2007-09-05",24.129999
"171","2007-09-06",25.18
"172","2007-09-07",24.709999
"173","2007-09-10",24.91
"174","2007-09-11",25.18
"175","2007-09-12",25.040001
"176","2007-09-13",24.08
"177","2007-09-14",23.73
"178","2007-09-17",23.41
"179","2007-09-18",24.02
"180","2007-09-19",24.02
"181","2007-09-20",23.85
"182","2007-09-21",23.969999
"183","2007-09-24",24.07
"184","2007-09-25",24.09
"185","2007-09-26",24.16
"186","2007-09-27",24.9
"187","2007-09-28",24.65
"188","2007-10-01",25.09
"189","2007-10-02",25.42
"190","2007-10-03",25.280001
"191","2007-10-04",25.190001
"192","2007-10-05",26.01
"193","2007-10-08",25.860001
