"","date","SJM"
"1","2007-01-03",49.299999
"2","2007-01-04",48.57
"3","2007-01-05",48.299999
"4","2007-01-08",47.860001
"5","2007-01-09",47.900002
"6","2007-01-10",47.529999
"7","2007-01-11",48.18
"8","2007-01-12",47.689999
"9","2007-01-16",47.400002
"10","2007-01-17",47.490002
"11","2007-01-18",47.169998
"12","2007-01-19",47.25
"13","2007-01-22",46.950001
"14","2007-01-23",47.400002
"15","2007-01-24",47.700001
"16","2007-01-25",47.669998
"17","2007-01-26",46.860001
"18","2007-01-29",47.639999
"19","2007-01-30",47.419998
"20","2007-01-31",47.490002
"21","2007-02-01",47.84
"22","2007-02-02",48.119999
"23","2007-02-05",48.049999
"24","2007-02-06",48.25
"25","2007-02-07",48.169998
"26","2007-02-08",48.009998
"27","2007-02-09",47.98
"28","2007-02-12",48.119999
"29","2007-02-13",48.59
"30","2007-02-14",48.75
"31","2007-02-15",48.330002
"32","2007-02-16",49.41
"33","2007-02-20",51.349998
"34","2007-02-21",50.32
"35","2007-02-22",50.639999
"36","2007-02-23",50.560001
"37","2007-02-26",50.700001
"38","2007-02-27",49.709999
"39","2007-02-28",49.540001
"40","2007-03-01",50.73
"41","2007-03-02",50.150002
"42","2007-03-05",49.189999
"43","2007-03-06",49.310001
"44","2007-03-07",49.209999
"45","2007-03-08",49.720001
"46","2007-03-09",49.66
"47","2007-03-12",50.220001
"48","2007-03-13",49.599998
"49","2007-03-14",49.630001
"50","2007-03-15",49.950001
"51","2007-03-16",49.849998
"52","2007-03-19",50
"53","2007-03-20",50.849998
"54","2007-03-21",51.650002
"55","2007-03-22",51.689999
"56","2007-03-23",51.669998
"57","2007-03-26",51.959999
"58","2007-03-27",51.380001
"59","2007-03-28",53.439999
"60","2007-03-29",53.560001
"61","2007-03-30",53.32
"62","2007-04-02",54.220001
"63","2007-04-03",55.009998
"64","2007-04-04",54.619999
"65","2007-04-05",54.84
"66","2007-04-09",54.639999
"67","2007-04-10",55.09
"68","2007-04-11",55.389999
"69","2007-04-12",56.060001
"70","2007-04-13",56.880001
"71","2007-04-16",56.450001
"72","2007-04-17",56.189999
"73","2007-04-18",56.09
"74","2007-04-19",55.560001
"75","2007-04-20",56.52
"76","2007-04-23",56.549999
"77","2007-04-24",56.290001
"78","2007-04-25",56.389999
"79","2007-04-26",56.290001
"80","2007-04-27",56.099998
"81","2007-04-30",55.82
"82","2007-05-01",56.529999
"83","2007-05-02",56.799999
"84","2007-05-03",56.860001
"85","2007-05-04",57.950001
"86","2007-05-07",58.27
"87","2007-05-08",58.25
"88","2007-05-09",57.889999
"89","2007-05-10",56.73
"90","2007-05-11",56.740002
"91","2007-05-14",57.240002
"92","2007-05-15",57.060001
"93","2007-05-16",57.919998
"94","2007-05-17",58.75
"95","2007-05-18",58.990002
"96","2007-05-21",58.060001
"97","2007-05-22",58.290001
"98","2007-05-23",57.799999
"99","2007-05-24",56.990002
"100","2007-05-25",57.470001
"101","2007-05-29",57.959999
"102","2007-05-30",58.25
"103","2007-05-31",57.700001
"104","2007-06-01",58.950001
"105","2007-06-04",59.150002
"106","2007-06-05",58.450001
"107","2007-06-06",58.150002
"108","2007-06-07",56.799999
"109","2007-06-08",57.200001
"110","2007-06-11",58.09
"111","2007-06-12",57.450001
"112","2007-06-13",57.900002
"113","2007-06-14",58.049999
"114","2007-06-15",57.810001
"115","2007-06-18",57.209999
"116","2007-06-19",57.25
"117","2007-06-20",56.799999
"118","2007-06-21",60.689999
"119","2007-06-22",61.900002
"120","2007-06-25",61.349998
"121","2007-06-26",61.43
"122","2007-06-27",63
"123","2007-06-28",62.959999
"124","2007-06-29",63.66
"125","2007-07-02",63.599998
"126","2007-07-03",63.630001
"127","2007-07-05",63.25
"128","2007-07-06",63.330002
"129","2007-07-09",62.59
"130","2007-07-10",62.07
"131","2007-07-11",62.939999
"132","2007-07-12",63.349998
"133","2007-07-13",63.490002
"134","2007-07-16",60.560001
"135","2007-07-17",60.07
"136","2007-07-18",58.810001
"137","2007-07-19",59.549999
"138","2007-07-20",57.93
"139","2007-07-23",58.57
"140","2007-07-24",57.790001
"141","2007-07-25",57.75
"142","2007-07-26",57.959999
"143","2007-07-27",56.220001
"144","2007-07-30",57.009998
"145","2007-07-31",55.810001
"146","2007-08-01",56.23
"147","2007-08-02",57.18
"148","2007-08-03",55.98
"149","2007-08-06",57.43
"150","2007-08-07",57.43
"151","2007-08-08",55.689999
"152","2007-08-09",52.619999
"153","2007-08-10",56.709999
"154","2007-08-13",56.43
"155","2007-08-14",55.66
"156","2007-08-15",54.599998
"157","2007-08-16",55.599998
