"","date","UMBF"
"1","2007-01-03",37.029999
"2","2007-01-04",37.200001
"3","2007-01-05",36.540001
"4","2007-01-08",36.490002
"5","2007-01-09",36.380001
"6","2007-01-10",36.529999
"7","2007-01-11",36.759998
"8","2007-01-12",36.82
"9","2007-01-16",36.43
"10","2007-01-17",35.98
"11","2007-01-18",35.59
"12","2007-01-19",36
"13","2007-01-22",35.5
"14","2007-01-23",35.830002
"15","2007-01-24",36.259998
"16","2007-01-25",35.5
"17","2007-01-26",36
"18","2007-01-29",36.549999
"19","2007-01-30",36.599998
"20","2007-01-31",36.57
"21","2007-02-01",36.689999
"22","2007-02-02",36.849998
"23","2007-02-05",36.810001
"24","2007-02-06",37
"25","2007-02-07",37.5
"26","2007-02-08",37.73
"27","2007-02-09",37.509998
"28","2007-02-12",37.91
"29","2007-02-13",38.18
"30","2007-02-14",38.299999
"31","2007-02-15",38.259998
"32","2007-02-16",38.310001
"33","2007-02-20",38.610001
"34","2007-02-21",38.57
"35","2007-02-22",38.889999
"36","2007-02-23",38.84
"37","2007-02-26",38.5
"38","2007-02-27",37.740002
"39","2007-02-28",37.73
"40","2007-03-01",37.84
"41","2007-03-02",37.27
"42","2007-03-05",36.75
"43","2007-03-06",37.790001
"44","2007-03-07",37.700001
"45","2007-03-08",37.740002
"46","2007-03-09",37.849998
"47","2007-03-12",37.990002
"48","2007-03-13",37.279999
"49","2007-03-14",37.459999
"50","2007-03-15",37.889999
"51","2007-03-16",37.5
"52","2007-03-19",37.77
"53","2007-03-20",38
"54","2007-03-21",38.919998
"55","2007-03-22",38.700001
"56","2007-03-23",38.669998
"57","2007-03-26",38.580002
"58","2007-03-27",38.150002
"59","2007-03-28",37.759998
"60","2007-03-29",37.919998
"61","2007-03-30",37.759998
"62","2007-04-02",37.66
"63","2007-04-03",38.119999
"64","2007-04-04",37.869999
"65","2007-04-05",37.490002
"66","2007-04-09",37.360001
"67","2007-04-10",37.59
"68","2007-04-11",37.18
"69","2007-04-12",37.18
"70","2007-04-13",37.400002
"71","2007-04-16",38.599998
"72","2007-04-17",38.380001
"73","2007-04-18",38.169998
"74","2007-04-19",38.02
"75","2007-04-20",38.59
"76","2007-04-23",38.18
"77","2007-04-24",38.369999
"78","2007-04-25",39.5
"79","2007-04-26",39.970001
"80","2007-04-27",39.880001
"81","2007-04-30",39.119999
"82","2007-05-01",39.5
"83","2007-05-02",39.990002
"84","2007-05-03",40.48
"85","2007-05-04",40.700001
"86","2007-05-07",40.48
"87","2007-05-08",41.009998
"88","2007-05-09",40.93
"89","2007-05-10",39.790001
"90","2007-05-11",40.27
"91","2007-05-14",39.950001
"92","2007-05-15",39.66
"93","2007-05-16",39.630001
"94","2007-05-17",39.450001
"95","2007-05-18",39.16
"96","2007-05-21",39.049999
"97","2007-05-22",39.009998
"98","2007-05-23",38.540001
"99","2007-05-24",38.279999
"100","2007-05-25",38.43
"101","2007-05-29",38.380001
"102","2007-05-30",38.540001
"103","2007-05-31",38.610001
"104","2007-06-01",39.299999
"105","2007-06-04",39.209999
"106","2007-06-05",38.84
"107","2007-06-06",38.77
"108","2007-06-07",38.099998
"109","2007-06-08",38.5
"110","2007-06-11",38.52
"111","2007-06-12",37.959999
"112","2007-06-13",38.349998
"113","2007-06-14",38.060001
"114","2007-06-15",38.349998
"115","2007-06-18",38.139999
"116","2007-06-19",38.299999
"117","2007-06-20",37.630001
"118","2007-06-21",37.439999
"119","2007-06-22",37.119999
"120","2007-06-25",36.950001
"121","2007-06-26",36.990002
"122","2007-06-27",37.560001
"123","2007-06-28",37.509998
"124","2007-06-29",36.869999
"125","2007-07-02",37.459999
"126","2007-07-03",37.68
"127","2007-07-05",37.48
"128","2007-07-06",37.48
"129","2007-07-09",37.549999
"130","2007-07-10",36.830002
"131","2007-07-11",36.880001
"132","2007-07-12",37.990002
"133","2007-07-13",37.849998
"134","2007-07-16",37.790001
"135","2007-07-17",38.240002
"136","2007-07-18",37.790001
"137","2007-07-19",37.880001
"138","2007-07-20",37.119999
"139","2007-07-23",37.27
"140","2007-07-24",38.509998
"141","2007-07-25",39.049999
"142","2007-07-26",38.369999
"143","2007-07-27",37.68
"144","2007-07-30",37.689999
"145","2007-07-31",37.34
"146","2007-08-01",38.049999
"147","2007-08-02",38.25
"148","2007-08-03",36.950001
"149","2007-08-06",38.91
"150","2007-08-07",40.189999
"151","2007-08-08",40.740002
"152","2007-08-09",41.099998
"153","2007-08-10",38.130001
"154","2007-08-13",38.57
"155","2007-08-14",38.630001
"156","2007-08-15",39.18
"157","2007-08-16",42.900002
"158","2007-08-17",43.369999
"159","2007-08-20",43.439999
"160","2007-08-21",44.25
"161","2007-08-22",44.400002
"162","2007-08-23",43.84
"163","2007-08-24",44.720001
"164","2007-08-27",44.060001
"165","2007-08-28",43.349998
"166","2007-08-29",43.790001
"167","2007-08-30",43.619999
"168","2007-08-31",44.299999
"169","2007-09-04",43.990002
"170","2007-09-05",43.830002
"171","2007-09-06",43.66
