"","date","PQG"
"1","2017-09-29",17.25
"2","2017-10-02",17.200001
"3","2017-10-03",17.219999
"4","2017-10-04",17.33
"5","2017-10-05",17.299999
"6","2017-10-06",17.299999
"7","2017-10-09",17.450001
"8","2017-10-10",17.299999
"9","2017-10-11",17.389999
"10","2017-10-12",17.360001
"11","2017-10-13",17.389999
"12","2017-10-16",17.25
"13","2017-10-17",17.200001
"14","2017-10-18",17
"15","2017-10-19",17.040001
"16","2017-10-20",16.870001
"17","2017-10-23",16.67
"18","2017-10-24",16.6
"19","2017-10-25",16.4
"20","2017-10-26",16.92
"21","2017-10-27",16.959999
"22","2017-10-30",16.879999
"23","2017-10-31",16.4
"24","2017-11-01",16.48
"25","2017-11-02",15.96
"26","2017-11-03",15.84
"27","2017-11-06",15.64
"28","2017-11-07",15.7
"29","2017-11-08",16.110001
"30","2017-11-09",15.83
"31","2017-11-10",15.57
"32","2017-11-13",15.51
"33","2017-11-14",15.77
"34","2017-11-15",15.62
"35","2017-11-16",15.4
"36","2017-11-17",15.47
"37","2017-11-20",14.96
"38","2017-11-21",15.19
"39","2017-11-22",15.32
"40","2017-11-24",15.36
"41","2017-11-27",15.49
"42","2017-11-28",15.49
"43","2017-11-29",15.6
"44","2017-11-30",16.5
"45","2017-12-01",16.59
"46","2017-12-04",16.58
"47","2017-12-05",16.58
"48","2017-12-06",16.200001
"49","2017-12-07",16.23
"50","2017-12-08",16.42
"51","2017-12-11",16.5
"52","2017-12-12",16.27
"53","2017-12-13",16.08
"54","2017-12-14",16.190001
"55","2017-12-15",16.309999
"56","2017-12-18",16.5
"57","2017-12-19",16.620001
"58","2017-12-20",16.629999
"59","2017-12-21",16.42
"60","2017-12-22",16.360001
"61","2017-12-26",16.32
"62","2017-12-27",16.450001
"63","2017-12-28",16.549999
"64","2017-12-29",16.450001
"65","2018-01-02",16.58
"66","2018-01-03",16.52
"67","2018-01-04",16.440001
"68","2018-01-05",16.26
"69","2018-01-08",16.389999
"70","2018-01-09",16.4
"71","2018-01-10",16.469999
"72","2018-01-11",16.66
"73","2018-01-12",16.889999
"74","2018-01-16",16.76
"75","2018-01-17",16.6
"76","2018-01-18",16.629999
"77","2018-01-19",16.66
"78","2018-01-22",16.639999
"79","2018-01-23",16.93
"80","2018-01-24",17.02
"81","2018-01-25",17
"82","2018-01-26",16.99
"83","2018-01-29",16.65
"84","2018-01-30",16.459999
"85","2018-01-31",16.34
"86","2018-02-01",16.129999
"87","2018-02-02",15.42
"88","2018-02-05",14.81
"89","2018-02-06",14.97
"90","2018-02-07",14.75
"91","2018-02-08",14.17
"92","2018-02-09",14.44
"93","2018-02-12",14.63
"94","2018-02-13",14.48
"95","2018-02-14",14.47
"96","2018-02-15",14.42
"97","2018-02-16",14.42
"98","2018-02-20",14.31
"99","2018-02-21",14.46
"100","2018-02-22",14.4
"101","2018-02-23",14.52
"102","2018-02-26",14.27
"103","2018-02-27",14.12
"104","2018-02-28",13.4
"105","2018-03-01",13.24
"106","2018-03-02",13.12
"107","2018-03-05",13.25
"108","2018-03-06",13.56
"109","2018-03-07",13.76
"110","2018-03-08",13.79
"111","2018-03-09",14.16
"112","2018-03-12",14.31
"113","2018-03-13",13.99
"114","2018-03-14",14
"115","2018-03-15",13.67
"116","2018-03-16",13.97
"117","2018-03-19",13.8
"118","2018-03-20",13.54
"119","2018-03-21",14.27
"120","2018-03-22",14.02
"121","2018-03-23",13.65
"122","2018-03-26",14.09
"123","2018-03-27",13.73
"124","2018-03-28",13.66
"125","2018-03-29",13.97
"126","2018-04-02",13.81
"127","2018-04-03",14.08
"128","2018-04-04",14.16
"129","2018-04-05",14.44
"130","2018-04-06",13.8
"131","2018-04-09",13.75
"132","2018-04-10",14.03
"133","2018-04-11",14.23
"134","2018-04-12",14.18
"135","2018-04-13",14.07
"136","2018-04-16",14.37
"137","2018-04-17",14.57
"138","2018-04-18",14.64
"139","2018-04-19",14.81
"140","2018-04-20",14.72
"141","2018-04-23",14.44
"142","2018-04-24",14.25
"143","2018-04-25",14.37
"144","2018-04-26",14.51
"145","2018-04-27",14.31
"146","2018-04-30",13.9
"147","2018-05-01",14.11
"148","2018-05-02",14.26
"149","2018-05-03",14
"150","2018-05-04",14.06
"151","2018-05-07",14.25
"152","2018-05-08",14.4
"153","2018-05-09",14.22
"154","2018-05-10",13.97
"155","2018-05-11",13.85
"156","2018-05-14",13.95
"157","2018-05-15",14.08
"158","2018-05-16",14.5
"159","2018-05-17",15.46
"160","2018-05-18",15.6
"161","2018-05-21",16.040001
"162","2018-05-22",15.91
"163","2018-05-23",16.1
"164","2018-05-24",16.049999
"165","2018-05-25",16.08
"166","2018-05-29",16.639999
"167","2018-05-30",17.040001
"168","2018-05-31",16.42
"169","2018-06-01",16.870001
"170","2018-06-04",17.25
"171","2018-06-05",17.469999
"172","2018-06-06",17.639999
"173","2018-06-07",17.49
"174","2018-06-08",17.82
"175","2018-06-11",17.9
"176","2018-06-12",17.65
"177","2018-06-13",17.5
"178","2018-06-14",17.49
"179","2018-06-15",17.66
"180","2018-06-18",17.65
"181","2018-06-19",17.280001
"182","2018-06-20",17.440001
"183","2018-06-21",17.51
"184","2018-06-22",17.92
"185","2018-06-25",17.51
"186","2018-06-26",17.67
"187","2018-06-27",17.85
"188","2018-06-28",18
"189","2018-06-29",18
"190","2018-07-02",17.690001
"191","2018-07-03",17.690001
"192","2018-07-05",18.110001
"193","2018-07-06",18.42
"194","2018-07-09",18.49
"195","2018-07-10",18.049999
"196","2018-07-11",17.76
"197","2018-07-12",17.709999
"198","2018-07-13",17.98
"199","2018-07-16",17.780001
"200","2018-07-17",17.75
"201","2018-07-18",17.84
"202","2018-07-19",17.709999
"203","2018-07-20",17.610001
"204","2018-07-23",17.620001
"205","2018-07-24",17.629999
"206","2018-07-25",17.6
"207","2018-07-26",17.92
"208","2018-07-27",17.68
"209","2018-07-30",17.700001
"210","2018-07-31",18.02
"211","2018-08-01",17.709999
"212","2018-08-02",17.5
"213","2018-08-03",17.51
"214","2018-08-06",17.57
"215","2018-08-07",17.549999
"216","2018-08-08",17.629999
"217","2018-08-09",17.879999
"218","2018-08-10",17.67
"219","2018-08-13",17.35
"220","2018-08-14",17.610001
"221","2018-08-15",17.540001
"222","2018-08-16",17.76
"223","2018-08-17",17.870001
"224","2018-08-20",17.83
"225","2018-08-21",17.809999
"226","2018-08-22",17.65
"227","2018-08-23",17.26
"228","2018-08-24",17.780001
"229","2018-08-27",17.76
"230","2018-08-28",17.870001
"231","2018-08-29",17.84
"232","2018-08-30",17.9
"233","2018-08-31",17.799999
"234","2018-09-04",17.370001
"235","2018-09-05",17.389999
"236","2018-09-06",17.27
"237","2018-09-07",17.49
"238","2018-09-10",17.75
"239","2018-09-11",17.889999
"240","2018-09-12",17.690001
"241","2018-09-13",17.73
"242","2018-09-14",17.76
"243","2018-09-17",17.799999
"244","2018-09-18",17.85
"245","2018-09-19",17.74
"246","2018-09-20",17.799999
"247","2018-09-21",17.73
"248","2018-09-24",17.780001
"249","2018-09-25",17.690001
"250","2018-09-26",17.51
"251","2018-09-27",17.139999
"252","2018-09-28",17.469999
"253","2018-10-01",17.74
"254","2018-10-02",17.879999
"255","2018-10-03",17.9
"256","2018-10-04",17.16
"257","2018-10-05",17.469999
"258","2018-10-08",17.450001
"259","2018-10-09",16.809999
"260","2018-10-10",15.56
"261","2018-10-11",15.6
"262","2018-10-12",15.71
"263","2018-10-15",16.049999
"264","2018-10-16",16.67
"265","2018-10-17",16.4
"266","2018-10-18",16.09
"267","2018-10-19",16.049999
"268","2018-10-22",16.07
"269","2018-10-23",15.95
"270","2018-10-24",15.23
"271","2018-10-25",15.42
"272","2018-10-26",15.1
"273","2018-10-29",15.03
"274","2018-10-30",15.31
"275","2018-10-31",16.049999
"276","2018-11-01",16.049999
"277","2018-11-02",16.33
"278","2018-11-05",15.82
"279","2018-11-06",15.63
"280","2018-11-07",16.120001
"281","2018-11-08",15.36
"282","2018-11-09",15.06
"283","2018-11-12",15.13
"284","2018-11-13",15.17
"285","2018-11-14",15.27
"286","2018-11-15",15.56
"287","2018-11-16",15.47
"288","2018-11-19",15.12
"289","2018-11-20",14.57
"290","2018-11-21",14.75
"291","2018-11-23",14.57
"292","2018-11-26",14.39
"293","2018-11-27",14.33
"294","2018-11-28",14.72
"295","2018-11-29",14.87
"296","2018-11-30",15.35
"297","2018-12-03",15.59
"298","2018-12-04",14.69
"299","2018-12-06",14.8
"300","2018-12-07",14.4
"301","2018-12-10",14.4
"302","2018-12-11",14.49
"303","2018-12-12",14.52
"304","2018-12-13",14.42
"305","2018-12-14",14.29
"306","2018-12-17",13.88
"307","2018-12-18",14.31
"308","2018-12-19",13.76
"309","2018-12-20",13.72
"310","2018-12-21",13.72
"311","2018-12-24",13.56
"312","2018-12-26",13.97
"313","2018-12-27",15.01
"314","2018-12-28",15.13
"315","2018-12-31",14.81
"316","2019-01-02",14.63
"317","2019-01-03",14.21
"318","2019-01-04",14.77
"319","2019-01-07",14.68
"320","2019-01-08",14.81
"321","2019-01-09",14.85
"322","2019-01-10",15.02
"323","2019-01-11",14.79
"324","2019-01-14",14.48
"325","2019-01-15",14.22
"326","2019-01-16",14.25
"327","2019-01-17",14.7
"328","2019-01-18",14.92
