"","date","EVFM"
"1","2014-11-20",72
"2","2014-11-21",67.5
"3","2014-11-24",66
"4","2014-11-25",66.779999
"5","2014-11-26",63.540001
"6","2014-11-28",64.709999
"7","2014-12-01",61.02
"8","2014-12-02",57.599998
"9","2014-12-03",52.5
"10","2014-12-04",52.200001
"11","2014-12-05",50.279999
"12","2014-12-08",46.200001
"13","2014-12-09",45.299999
"14","2014-12-10",51
"15","2014-12-11",47.82
"16","2014-12-12",44.939999
"17","2014-12-15",44.459999
"18","2014-12-16",44.700001
"19","2014-12-17",42.599998
"20","2014-12-18",41.939999
"21","2014-12-19",39.419998
"22","2014-12-22",38.82
"23","2014-12-23",38.400002
"24","2014-12-24",39.900002
"25","2014-12-26",42.900002
"26","2014-12-29",41.220001
"27","2014-12-30",41.214001
"28","2014-12-31",44.880001
"29","2015-01-02",44.16
"30","2015-01-05",44.040001
"31","2015-01-06",43.439999
"32","2015-01-07",42.720001
"33","2015-01-08",42.720001
"34","2015-01-09",44.52
"35","2015-01-12",44.52
"36","2015-01-13",41.939999
"37","2015-01-14",41.939999
"38","2015-01-15",41.231998
"39","2015-01-16",40.619999
"40","2015-01-20",41.099998
"41","2015-01-21",40.439999
"42","2015-01-22",40.5
"43","2015-01-23",40.139999
"44","2015-01-26",41.52
"45","2015-01-27",41.220001
"46","2015-01-28",38.759998
"47","2015-01-29",39.599998
"48","2015-01-30",40.02
"49","2015-02-02",39.419998
"50","2015-02-03",39.720001
"51","2015-02-04",41.400002
"52","2015-02-05",40.919998
"53","2015-02-06",40.259998
"54","2015-02-09",40.5
"55","2015-02-10",40.740002
"56","2015-02-11",40.259998
"57","2015-02-12",40.380001
"58","2015-02-13",40.139999
"59","2015-02-17",40.02
"60","2015-02-18",40.32
"61","2015-02-19",40.380001
"62","2015-02-20",40.830002
"63","2015-02-23",40.799999
"64","2015-02-24",40.799999
"65","2015-02-25",40.740002
"66","2015-02-26",40.560001
"67","2015-02-27",40.259998
"68","2015-03-02",39.959999
"69","2015-03-03",40.32
"70","2015-03-04",40.799999
"71","2015-03-05",45.360001
"72","2015-03-06",46.68
"73","2015-03-09",49.259998
"74","2015-03-10",46.619999
"75","2015-03-11",45.119999
"76","2015-03-12",43.200001
"77","2015-03-13",44.099998
"78","2015-03-16",45.299999
"79","2015-03-17",47.459999
"80","2015-03-18",47.82
"81","2015-03-19",47.400002
"82","2015-03-20",45.060001
"83","2015-03-23",44.220001
"84","2015-03-24",44.459999
"85","2015-03-25",43.080002
"86","2015-03-26",44.639999
"87","2015-03-27",45.900002
"88","2015-03-30",48.959999
"89","2015-03-31",49.259998
"90","2015-04-01",48.900002
"91","2015-04-02",48.779999
"92","2015-04-06",49.439999
"93","2015-04-07",48.540001
"94","2015-04-08",47.580002
"95","2015-04-09",47.220001
"96","2015-04-10",48.84
"97","2015-04-13",51
"98","2015-04-14",49.02
"99","2015-04-15",50.400002
"100","2015-04-16",47.933998
"101","2015-04-17",46.259998
"102","2015-04-20",45.959999
"103","2015-04-21",45.959999
"104","2015-04-22",45.900002
"105","2015-04-23",45.299999
"106","2015-04-24",44.862
"107","2015-04-27",45.48
"108","2015-04-28",44.639999
"109","2015-04-29",44.82
"110","2015-04-30",42.419998
"111","2015-05-01",42.419998
"112","2015-05-04",42.708
"113","2015-05-05",40.32
"114","2015-05-06",38.34
"115","2015-05-07",40.02
"116","2015-05-08",39.66
"117","2015-05-11",39.540001
"118","2015-05-12",37.98
"119","2015-05-13",37.5
"120","2015-05-14",36.360001
"121","2015-05-15",36.48
"122","2015-05-18",36.299999
"123","2015-05-19",35.880001
"124","2015-05-20",36
"125","2015-05-21",36.299999
"126","2015-05-22",36
"127","2015-05-26",36
"128","2015-05-27",35.639999
"129","2015-05-28",35.82
"130","2015-05-29",36
"131","2015-06-01",37.860001
"132","2015-06-02",36.720001
"133","2015-06-03",37.200001
"134","2015-06-04",37.5
"135","2015-06-05",37.919998
"136","2015-06-08",39.66
"137","2015-06-09",40.68
"138","2015-06-10",39.66
"139","2015-06-11",39.720001
"140","2015-06-12",38.759998
"141","2015-06-15",39.419998
"142","2015-06-16",37.740002
"143","2015-06-17",45.119999
"144","2015-06-18",47.220001
"145","2015-06-19",47.040001
"146","2015-06-22",46.98
"147","2015-06-23",46.619999
"148","2015-06-24",47.759998
"149","2015-06-25",49.080002
"150","2015-06-26",52.139999
"151","2015-06-29",51.48
"152","2015-06-30",54
"153","2015-07-01",53.279999
"154","2015-07-02",54.060001
"155","2015-07-06",54.779999
"156","2015-07-07",54.75
"157","2015-07-08",54.240002
"158","2015-07-09",55.380001
"159","2015-07-10",59.459999
"160","2015-07-13",64.379997
"161","2015-07-14",71.580002
"162","2015-07-15",72.120003
"163","2015-07-16",79.5
"164","2015-07-17",74.160004
"165","2015-07-20",71.760002
"166","2015-07-21",73.559998
"167","2015-07-22",79.440002
"168","2015-07-23",80.940002
"169","2015-07-24",84.360001
"170","2015-07-27",83.879997
"171","2015-07-28",84.059998
"172","2015-07-29",82.860001
"173","2015-07-30",82.379997
"174","2015-07-31",84.779999
"175","2015-08-03",85.980003
"176","2015-08-04",87.18
"177","2015-08-05",87
"178","2015-08-06",80.639999
