"","date","NTGR"
"1","2007-01-03",16.637716
"2","2007-01-04",17.791563
"3","2007-01-05",17.661291
"4","2007-01-08",18.362284
"5","2007-01-09",18.387096
"6","2007-01-10",18.405706
"7","2007-01-11",18.362284
"8","2007-01-12",18.132755
"9","2007-01-16",19.205956
"10","2007-01-17",18.473946
"11","2007-01-18",17.369726
"12","2007-01-19",17.413151
"13","2007-01-22",17.17742
"14","2007-01-23",17.165012
"15","2007-01-24",17.611662
"16","2007-01-25",17.382133
"17","2007-01-26",17.326303
"18","2007-01-29",17.040943
"19","2007-01-30",16.910669
"20","2007-01-31",15.973946
"21","2007-02-01",15.942928
"22","2007-02-02",16.650124
"23","2007-02-05",16.339951
"24","2007-02-06",16.383375
"25","2007-02-07",16.867245
"26","2007-02-08",16.848635
"27","2007-02-09",16.581886
"28","2007-02-12",16.569479
"29","2007-02-13",15.918114
"30","2007-02-14",16.129032
"31","2007-02-15",16.650124
"32","2007-02-16",17.568237
"33","2007-02-20",18.002481
"34","2007-02-21",17.630274
"35","2007-02-22",17.816378
"36","2007-02-23",17.661291
"37","2007-02-26",17.555832
"38","2007-02-27",16.873449
"39","2007-02-28",16.76799
"40","2007-03-01",16.184864
"41","2007-03-02",15.862283
"42","2007-03-05",15.961538
"43","2007-03-06",16.488834
"44","2007-03-07",16.811415
"45","2007-03-08",16.48263
"46","2007-03-09",16.46402
"47","2007-03-12",17.227047
"48","2007-03-13",16.557072
"49","2007-03-14",16.867245
"50","2007-03-15",17.07196
"51","2007-03-16",17.189827
"52","2007-03-19",17.239454
"53","2007-03-20",17.183622
"54","2007-03-21",17.357321
"55","2007-03-22",17.363523
"56","2007-03-23",17.468983
"57","2007-03-26",17.363523
"58","2007-03-27",17.183622
"59","2007-03-28",16.966501
"60","2007-03-29",17.05335
"61","2007-03-30",17.698511
"62","2007-04-02",17.866005
"63","2007-04-03",18.101736
"64","2007-04-04",17.92804
"65","2007-04-05",18.356079
"66","2007-04-09",18.182383
"67","2007-04-10",18.53598
"68","2007-04-11",18.306452
"69","2007-04-12",18.604218
"70","2007-04-13",18.759306
"71","2007-04-16",19.019852
"72","2007-04-17",18.864765
"73","2007-04-18",18.653847
"74","2007-04-19",18.436724
"75","2007-04-20",18.647642
"76","2007-04-23",18.399504
"77","2007-04-24",18.492556
"78","2007-04-25",18.703474
"79","2007-04-26",19.55335
"80","2007-04-27",21.799007
"81","2007-04-30",20.849876
"82","2007-05-01",21.364765
"83","2007-05-02",21.544664
"84","2007-05-03",21.681141
"85","2007-05-04",22.10918
"86","2007-05-07",21.854839
"87","2007-05-08",21.861042
"88","2007-05-09",21.687346
"89","2007-05-10",20.967741
"90","2007-05-11",21.693548
"91","2007-05-14",21.705956
"92","2007-05-15",20.936724
"93","2007-05-16",21.854839
"94","2007-05-17",21.110422
"95","2007-05-18",21.352358
"96","2007-05-21",21.662531
"97","2007-05-22",22.276674
"98","2007-05-23",21.960299
