"","date","MAS"
"1","2007-01-03",25.729349
"2","2007-01-04",25.711775
"3","2007-01-05",25.702988
"4","2007-01-08",25.606327
"5","2007-01-09",26.098419
"6","2007-01-10",26.168716
"7","2007-01-11",26.414762
"8","2007-01-12",26.608084
"9","2007-01-16",27.152901
"10","2007-01-17",27.319859
"11","2007-01-18",27.170475
"12","2007-01-19",28.014059
"13","2007-01-22",27.54833
"14","2007-01-23",27.618629
"15","2007-01-24",27.829525
"16","2007-01-25",27.45167
"17","2007-01-26",27.152901
"18","2007-01-29",27.214411
"19","2007-01-30",27.275923
"20","2007-01-31",28.11072
"21","2007-02-01",29.543058
"22","2007-02-02",29.815466
"23","2007-02-05",29.086117
"24","2007-02-06",28.734623
"25","2007-02-07",28.673111
"26","2007-02-08",28.251318
"27","2007-02-09",28.093145
"28","2007-02-12",28.005272
"29","2007-02-13",27.952549
"30","2007-02-14",27.855888
"31","2007-02-15",27.398945
"32","2007-02-16",27.390158
"33","2007-02-20",27.521969
"34","2007-02-21",27.372583
"35","2007-02-22",26.985941
"36","2007-02-23",26.836555
"37","2007-02-26",26.634447
"38","2007-02-27",26.42355
"39","2007-02-28",26.212654
"40","2007-03-01",25.887522
"41","2007-03-02",25.413006
"42","2007-03-05",25.008787
"43","2007-03-06",25.16696
"44","2007-03-07",24.964851
"45","2007-03-08",25.219685
"46","2007-03-09",24.73638
"47","2007-03-12",24.560633
"48","2007-03-13",24.490334
"49","2007-03-14",24.964851
"50","2007-03-15",24.499121
"51","2007-03-16",24.182777
"52","2007-03-19",24.420034
"53","2007-03-20",24.718805
"54","2007-03-21",25.079086
"55","2007-03-22",24.868189
"56","2007-03-23",24.586994
"57","2007-03-26",24.560633
"58","2007-03-27",24.428822
"59","2007-03-28",23.796133
"60","2007-03-29",23.927944
"61","2007-03-30",24.077328
"62","2007-04-02",23.567663
"63","2007-04-03",23.74341
"64","2007-04-04",23.760984
"65","2007-04-05",23.884007
"66","2007-04-09",23.629173
"67","2007-04-10",23.391916
"68","2007-04-11",23.37434
"69","2007-04-12",23.488577
"70","2007-04-13",23.611599
"71","2007-04-16",23.629173
"72","2007-04-17",23.998243
"73","2007-04-18",23.927944
"74","2007-04-19",23.831284
"75","2007-04-20",24.261864
"76","2007-04-23",24.270651
"77","2007-04-24",24.244287
"78","2007-04-25",24.288225
"79","2007-04-26",24.727592
"80","2007-04-27",24.446398
"81","2007-04-30",23.91037
"82","2007-05-01",26.186293
"83","2007-05-02",26.159929
"84","2007-05-03",26.36204
"85","2007-05-04",26.801407
"86","2007-05-07",26.985941
"87","2007-05-08",26.68717
"88","2007-05-09",26.652021
"89","2007-05-10",26.124781
"90","2007-05-11",26.001757
"91","2007-05-14",26.177504
"92","2007-05-15",25.623901
"93","2007-05-16",25.615114
"94","2007-05-17",25.667839
"95","2007-05-18",26.045694
"96","2007-05-21",26.388401
"97","2007-05-22",26.467487
"98","2007-05-23",26.572935
"99","2007-05-24",26.713533
"100","2007-05-25",26.265377
"101","2007-05-29",26.142355
"102","2007-05-30",26.25659
"103","2007-05-31",26.546574
"104","2007-06-01",25.869947
"105","2007-06-04",26.502636
"106","2007-06-05",26.309315
"107","2007-06-06",25.456942
"108","2007-06-07",24.718805
"109","2007-06-08",25.219685
"110","2007-06-11",25.289982
"111","2007-06-12",24.894552
"112","2007-06-13",25.351494
"113","2007-06-14",25.553602
"114","2007-06-15",25.755713
"115","2007-06-18",25.667839
"116","2007-06-19",25.676626
"117","2007-06-20",25.158173
"118","2007-06-21",25.228472
"119","2007-06-22",24.903339
"120","2007-06-25",24.718805
"121","2007-06-26",24.253075
"122","2007-06-27",24.586994
"123","2007-06-28",24.604568
"124","2007-06-29",25.017574
"125","2007-07-02",25.175747
"126","2007-07-03",24.859402
"127","2007-07-05",24.947275
"128","2007-07-06",25.210896
"129","2007-07-09",24.674868
"130","2007-07-10",24.121265
"131","2007-07-11",24.455185
"132","2007-07-12",24.929701
"133","2007-07-13",24.938488
"134","2007-07-16",24.622145
"135","2007-07-17",24.929701
"136","2007-07-18",24.481546
"137","2007-07-19",24.481546
"138","2007-07-20",24.191565
"139","2007-07-23",24.059753
"140","2007-07-24",23.5413
"141","2007-07-25",23.233744
"142","2007-07-26",22.873463
"143","2007-07-27",22.741652
"144","2007-07-30",22.644991
"145","2007-07-31",23.91037
"146","2007-08-01",23.954306
"147","2007-08-02",24.595781
"148","2007-08-03",23.690685
"149","2007-08-06",24.17399
"150","2007-08-07",24.384886
"151","2007-08-08",24.639719
"152","2007-08-09",22.873463
"153","2007-08-10",22.653778
"154","2007-08-13",23.409491
"155","2007-08-14",22.732864
"156","2007-08-15",21.766256
"157","2007-08-16",22.521969
"158","2007-08-17",23.11072
"159","2007-08-20",23.391916
"160","2007-08-21",22.855888
"161","2007-08-22",23.558876
"162","2007-08-23",23.506151
"163","2007-08-24",23.594025
"164","2007-08-27",23.128296
"165","2007-08-28",21.977154
"166","2007-08-29",22.732864
"167","2007-08-30",22.513182
"168","2007-08-31",22.864676
"169","2007-09-04",23.093145
"170","2007-09-05",22.513182
"171","2007-09-06",22.539543
"172","2007-09-07",22.003515
"173","2007-09-10",21.801407
"174","2007-09-11",21.326889
"175","2007-09-12",21.485062
"176","2007-09-13",21.68717
"177","2007-09-14",21.766256
"178","2007-09-17",21.467487
"179","2007-09-18",22.97891
"180","2007-09-19",21.818981
"181","2007-09-20",20.536028
"182","2007-09-21",20.975395
"183","2007-09-24",20.720562
"184","2007-09-25",20.386642
