"","date","UFI"
"189","2007-10-02",7.32
"190","2007-10-03",7.38
"191","2007-10-04",7.59
"192","2007-10-05",7.8
"193","2007-10-08",8.37
"194","2007-10-09",8.55
"195","2007-10-10",8.34
"196","2007-10-11",8.07
"197","2007-10-12",7.65
"198","2007-10-15",8.13
"199","2007-10-16",8.13
"200","2007-10-17",8.1
"201","2007-10-18",8.1
"202","2007-10-19",7.98
"203","2007-10-22",8.04
"204","2007-10-23",8.13
"205","2007-10-24",8.34
"206","2007-10-25",7.86
"207","2007-10-26",8.01
"208","2007-10-29",7.92
"209","2007-10-30",8.37
"210","2007-10-31",8.37
"211","2007-11-01",8.31
"212","2007-11-02",8.28
"213","2007-11-05",8.25
"214","2007-11-06",8.7
"215","2007-11-07",8.85
"216","2007-11-08",9
"217","2007-11-09",9
"218","2007-11-12",8.7
"219","2007-11-13",8.7
"220","2007-11-14",8.94
"221","2007-11-15",8.85
"222","2007-11-16",9
"223","2007-11-19",8.88
"224","2007-11-20",8.67
"225","2007-11-21",8.7
"226","2007-11-23",8.97
"227","2007-11-26",9.09
"228","2007-11-27",8.7
"229","2007-11-28",8.76
"230","2007-11-29",8.85
"231","2007-11-30",9
"232","2007-12-03",8.61
"233","2007-12-04",8.31
"234","2007-12-05",8.4
"235","2007-12-06",8.25
"236","2007-12-07",8.13
"237","2007-12-10",7.92
"238","2007-12-11",7.29
"239","2007-12-12",7.56
"240","2007-12-13",7.77
"241","2007-12-14",7.32
"242","2007-12-17",7.14
"243","2007-12-18",7.05
"244","2007-12-19",7.35
"245","2007-12-20",7.35
"246","2007-12-21",7.41
"247","2007-12-24",7.26
"248","2007-12-26",7.65
"249","2007-12-27",7.29
"250","2007-12-28",7.11
"251","2007-12-31",7.26
"252","2008-01-02",7.32
"253","2008-01-03",7.17
"254","2008-01-04",6.99
"255","2008-01-07",6.78
"256","2008-01-08",6.33
"257","2008-01-09",5.94
"258","2008-01-10",6.48
"259","2008-01-11",6.3
"260","2008-01-14",6.33
"261","2008-01-15",6.33
"262","2008-01-16",6.42
"263","2008-01-17",6.27
"264","2008-01-18",6.42
"265","2008-01-22",6.45
"266","2008-01-23",6.33
"267","2008-01-24",6.48
"268","2008-01-25",6.51
"269","2008-01-28",6.54
"270","2008-01-29",7.05
"271","2008-01-30",6.96
"272","2008-01-31",7.02
"273","2008-02-01",6.93
"274","2008-02-04",7.32
"275","2008-02-05",6.72
"276","2008-02-06",6.87
"277","2008-02-07",6.69
"278","2008-02-08",6.54
"279","2008-02-11",6.63
"280","2008-02-12",6.78
"281","2008-02-13",6.75
"282","2008-02-14",6.72
"283","2008-02-15",7.44
"284","2008-02-19",7.74
"285","2008-02-20",7.83
"286","2008-02-21",7.95
"287","2008-02-22",7.59
"288","2008-02-25",8.37
"289","2008-02-26",8.4
"290","2008-02-27",8.61
"291","2008-02-28",8.52
"292","2008-02-29",8.52
"293","2008-03-03",8.64
"294","2008-03-04",8.52
"295","2008-03-05",8.52
"296","2008-03-06",8.37
"297","2008-03-07",8.4
"298","2008-03-10",8.31
"299","2008-03-11",8.28
"300","2008-03-12",8.37
"301","2008-03-13",8.46
"302","2008-03-14",8.46
"303","2008-03-17",8.43
"304","2008-03-18",8.61
"305","2008-03-19",8.31
"306","2008-03-20",8.4
"307","2008-03-24",8.4
"308","2008-03-25",8.4
"309","2008-03-26",8.22
"310","2008-03-27",8.4
"311","2008-03-28",8.55
"312","2008-03-31",8.67
"313","2008-04-01",8.58
"314","2008-04-02",8.4
"315","2008-04-03",8.49
"316","2008-04-04",8.49
"317","2008-04-07",8.46
"318","2008-04-08",8.52
"319","2008-04-09",8.43
"320","2008-04-10",8.55
"321","2008-04-11",8.55
"322","2008-04-14",8.19
"323","2008-04-15",7.71
"324","2008-04-16",7.38
"325","2008-04-17",7.89
"326","2008-04-18",8.31
"327","2008-04-21",8.28
"328","2008-04-22",8.07
"329","2008-04-23",8.13
"330","2008-04-24",8.25
"331","2008-04-25",8.25
"332","2008-04-28",8.61
"333","2008-04-29",8.43
"334","2008-04-30",8.97
"335","2008-05-01",8.7
"336","2008-05-02",9
"337","2008-05-05",9
"338","2008-05-06",8.91
"339","2008-05-07",8.55
"340","2008-05-08",8.55
"341","2008-05-09",8.61
"342","2008-05-12",8.76
"343","2008-05-13",9
"344","2008-05-14",8.94
"345","2008-05-15",8.97
"346","2008-05-16",9
"347","2008-05-19",9
"348","2008-05-20",8.97
"349","2008-05-21",8.85
"350","2008-05-22",8.85
"351","2008-05-23",8.94
"352","2008-05-27",8.79
"353","2008-05-28",9
"354","2008-05-29",9.09
"355","2008-05-30",8.97
"356","2008-06-02",8.79
"357","2008-06-03",8.97
"358","2008-06-04",9
"359","2008-06-05",8.94
"360","2008-06-06",8.85
"361","2008-06-09",8.58
"362","2008-06-10",8.76
"363","2008-06-11",8.85
"364","2008-06-12",8.91
"365","2008-06-13",8.91
"366","2008-06-16",9.06
"367","2008-06-17",8.94
"368","2008-06-18",9
"369","2008-06-19",8.91
"370","2008-06-20",8.7
"371","2008-06-23",7.8
"372","2008-06-24",7.56
"373","2008-06-25",8.04
"374","2008-06-26",7.71
"375","2008-06-27",7.59
"376","2008-06-30",7.56
"377","2008-07-01",7.56
"378","2008-07-02",7.26
"379","2008-07-03",7.71
"380","2008-07-07",7.77
"381","2008-07-08",8.31
"382","2008-07-09",8.49
"383","2008-07-10",8.43
"384","2008-07-11",8.43
"385","2008-07-14",7.62
"386","2008-07-15",8.67
"387","2008-07-16",8.67
"388","2008-07-17",8.67
"389","2008-07-18",8.55
"390","2008-07-21",8.52
"391","2008-07-22",8.67
"392","2008-07-23",8.91
"393","2008-07-24",8.76
"394","2008-07-25",8.88
"395","2008-07-28",8.37
"396","2008-07-29",8.61
"397","2008-07-30",9.12
"398","2008-07-31",9.51
"399","2008-08-01",9.57
"400","2008-08-04",9.81
"401","2008-08-05",10.38
"402","2008-08-06",10.11
"403","2008-08-07",10.2
"404","2008-08-08",9.9
"405","2008-08-11",10.44
"406","2008-08-12",10.71
"407","2008-08-13",11.25
"408","2008-08-14",11.55
"409","2008-08-15",10.98
"410","2008-08-18",11.55
"411","2008-08-19",11.46
"412","2008-08-20",11.46
"413","2008-08-21",11.1
"414","2008-08-22",11.58
"415","2008-08-25",11.4
"416","2008-08-26",11.61
"417","2008-08-27",11.64
"418","2008-08-28",12.36
"419","2008-08-29",11.97
"420","2008-09-02",12
"421","2008-09-03",12.39
"422","2008-09-04",12.03
"423","2008-09-05",12.57
"424","2008-09-08",13.2
"425","2008-09-09",13.35
"426","2008-09-10",13.74
"427","2008-09-11",14.07
"428","2008-09-12",14.07
"429","2008-09-15",13.47
"430","2008-09-16",13.83
"431","2008-09-17",13.35
"432","2008-09-18",13.44
"433","2008-09-19",14.82
"434","2008-09-22",14.16
"435","2008-09-23",14.34
"436","2008-09-24",14.07
"437","2008-09-25",14.22
"438","2008-09-26",14.34
"439","2008-09-29",14.13
"440","2008-09-30",14.52
"441","2008-10-01",15.06
"442","2008-10-02",14.58
"443","2008-10-03",13.95
"444","2008-10-06",13.77
"445","2008-10-07",13.11
"446","2008-10-08",12.33
"447","2008-10-09",11.46
"448","2008-10-10",12.69
"449","2008-10-13",14.19
"450","2008-10-14",14.73
"451","2008-10-15",13.2
"452","2008-10-16",15.42
"453","2008-10-17",14.49
"454","2008-10-20",16.17
"455","2008-10-21",15.33
"456","2008-10-22",15.03
"457","2008-10-23",15.06
"458","2008-10-24",14.82
"459","2008-10-27",14.64
"460","2008-10-28",14.31
"461","2008-10-29",14.49
"462","2008-10-30",13.65
"463","2008-10-31",14.4
"464","2008-11-03",14.55
"465","2008-11-04",14.34
"466","2008-11-05",14.04
"467","2008-11-06",13.8
"468","2008-11-07",13.71
"469","2008-11-10",13.44
"470","2008-11-11",12.99
"471","2008-11-12",12.84
"472","2008-11-13",13.44
"473","2008-11-14",12.54
"474","2008-11-17",12.27
"475","2008-11-18",12.06
"476","2008-11-19",11.49
"477","2008-11-20",11.01
"478","2008-11-21",11.1
"479","2008-11-24",12
"480","2008-11-25",12.12
"481","2008-11-26",13.65
"482","2008-11-28",13.95
"483","2008-12-01",12.66
"484","2008-12-02",13.35
"485","2008-12-03",13.71
"486","2008-12-04",13.89
"487","2008-12-05",14.4
"488","2008-12-08",14.1
"489","2008-12-09",12.87
"490","2008-12-10",12.18
"491","2008-12-11",11.25
"492","2008-12-12",12.3
"493","2008-12-15",12.09
"494","2008-12-16",12.3
"495","2008-12-17",12.24
"496","2008-12-18",11.85
"497","2008-12-19",8.28
"498","2008-12-22",7.56
"499","2008-12-23",7.08
"500","2008-12-24",7.77
"501","2008-12-26",7.71
"502","2008-12-29",7.68
"503","2008-12-30",7.92
"504","2008-12-31",8.46
"505","2009-01-02",8.73
"506","2009-01-05",8.64
"507","2009-01-06",8.55
"508","2009-01-07",8.04
"509","2009-01-08",7.92
"510","2009-01-09",7.41
"511","2009-01-12",7.02
"512","2009-01-13",7.35
"513","2009-01-14",6.9
"514","2009-01-15",6.99
"515","2009-01-16",6.66
"516","2009-01-20",6.12
"517","2009-01-21",6.12
"518","2009-01-22",5.76
"519","2009-01-23",5.1
"520","2009-01-26",5.07
"521","2009-01-27",5.34
"522","2009-01-28",5.73
"523","2009-01-29",5.49
"524","2009-01-30",5.52
"525","2009-02-02",5.55
"526","2009-02-03",5.16
"527","2009-02-04",4.92
"528","2009-02-05",4.47
"529","2009-02-06",4.23
"530","2009-02-09",3.9
"531","2009-02-10",3.27
"532","2009-02-11",3.12
"533","2009-02-12",3.27
"534","2009-02-13",3.39
"535","2009-02-17",3.15
"536","2009-02-18",3.15
"537","2009-02-19",2.94
"538","2009-02-20",2.79
"539","2009-02-23",2.55
"540","2009-02-24",2.46
"541","2009-02-25",2.1
"542","2009-02-26",1.95
"543","2009-02-27",1.65
"544","2009-03-02",1.53
"545","2009-03-03",1.41
"546","2009-03-04",1.62
"547","2009-03-05",1.47
"548","2009-03-06",1.83
"549","2009-03-09",1.77
"550","2009-03-10",1.83
"551","2009-03-11",1.8
"552","2009-03-12",2.04
"553","2009-03-13",1.83
"554","2009-03-16",1.8
"555","2009-03-17",1.86
"556","2009-03-18",2.04
"557","2009-03-19",1.92
"558","2009-03-20",1.89
"559","2009-03-23",2.01
"560","2009-03-24",1.83
"561","2009-03-25",1.86
"562","2009-03-26",2.01
"563","2009-03-27",1.86
"564","2009-03-30",1.77
"565","2009-03-31",1.92
"566","2009-04-01",2.01
"567","2009-04-02",2.67
"568","2009-04-03",2.55
"569","2009-04-06",2.34
"570","2009-04-07",2.16
"571","2009-04-08",2.52
"572","2009-04-09",2.64
"573","2009-04-13",2.94
"574","2009-04-14",2.67
"575","2009-04-15",2.7
"576","2009-04-16",2.97
"577","2009-04-17",2.97
"578","2009-04-20",2.85
"579","2009-04-21",2.97
"580","2009-04-22",2.91
"581","2009-04-23",2.88
"582","2009-04-24",3.39
"583","2009-04-27",3.06
"584","2009-04-28",3
"585","2009-04-29",3.45
"586","2009-04-30",2.7
"587","2009-05-01",3.18
"588","2009-05-04",3.6
"589","2009-05-05",3.84
"590","2009-05-06",4.71
"591","2009-05-07",5.1
"592","2009-05-08",5.13
"593","2009-05-11",5.01
"594","2009-05-12",4.86
"595","2009-05-13",4.32
"596","2009-05-14",4.26
"597","2009-05-15",4.68
"598","2009-05-18",4.65
"599","2009-05-19",4.83
"600","2009-05-20",4.56
"601","2009-05-21",4.41
"602","2009-05-22",4.56
"603","2009-05-26",4.71
"604","2009-05-27",4.47
"605","2009-05-28",4.08
"606","2009-05-29",4.65
"607","2009-06-01",4.86
"608","2009-06-02",4.74
"609","2009-06-03",4.74
"610","2009-06-04",4.92
"611","2009-06-05",4.8
"612","2009-06-08",4.59
"613","2009-06-09",4.29
"614","2009-06-10",4.2
"615","2009-06-11",4.23
"616","2009-06-12",4.14
"617","2009-06-15",3.99
"618","2009-06-16",3.75
"619","2009-06-17",3.54
"620","2009-06-18",3.21
"621","2009-06-19",3.27
"622","2009-06-22",3.15
"623","2009-06-23",3.27
"624","2009-06-24",3.75
"625","2009-06-25",4.23
"626","2009-06-26",4.23
"627","2009-06-29",4.26
"628","2009-06-30",4.26
"629","2009-07-01",4.44
"630","2009-07-02",3.66
"631","2009-07-06",4.08
"632","2009-07-07",4.05
"633","2009-07-08",3.96
"634","2009-07-09",3.84
"635","2009-07-10",4.08
"636","2009-07-13",4.56
"637","2009-07-14",4.62
"638","2009-07-15",4.77
"639","2009-07-16",5.25
"640","2009-07-17",5.13
"641","2009-07-20",5.67
"642","2009-07-21",5.55
"643","2009-07-22",5.94
"644","2009-07-23",5.79
"645","2009-07-24",5.85
"646","2009-07-27",5.37
"647","2009-07-28",5.97
"648","2009-07-29",6.18
"649","2009-07-30",6.33
"650","2009-07-31",6.3
"651","2009-08-03",6.3
"652","2009-08-04",6.15
"653","2009-08-05",5.97
"654","2009-08-06",5.88
"655","2009-08-07",6.24
"656","2009-08-10",6.36
"657","2009-08-11",6.15
"658","2009-08-12",6.42
"659","2009-08-13",6.36
"660","2009-08-14",6.12
"661","2009-08-17",5.7
"662","2009-08-18",5.79
"663","2009-08-19",5.82
"664","2009-08-20",6.09
"665","2009-08-21",6.72
"666","2009-08-24",6.66
"667","2009-08-25",6.66
"668","2009-08-26",6.84
"669","2009-08-27",6.9
"670","2009-08-28",6.66
"671","2009-08-31",6.93
"672","2009-09-01",6.45
"673","2009-09-02",6.69
"674","2009-09-03",7.08
"675","2009-09-04",7.68
"676","2009-09-08",7.74
"677","2009-09-09",7.89
"678","2009-09-10",8.55
"679","2009-09-11",8.67
"680","2009-09-14",8.67
"681","2009-09-15",8.58
"682","2009-09-16",8.88
"683","2009-09-17",9.18
"684","2009-09-18",10.8
"685","2009-09-21",10.47
"686","2009-09-22",10.65
"687","2009-09-23",10.5
"688","2009-09-24",9.69
"689","2009-09-25",9.36
"690","2009-09-28",9.6
"691","2009-09-29",9.96
"692","2009-09-30",9.6
"693","2009-10-01",9
"694","2009-10-02",9.03
"695","2009-10-05",9.54
"696","2009-10-06",9.63
"697","2009-10-07",9.48
"698","2009-10-08",9.33
"699","2009-10-09",9.72
"700","2009-10-12",9.63
"701","2009-10-13",9.63
"702","2009-10-14",10.05
"703","2009-10-15",9.75
"704","2009-10-16",9.39
"705","2009-10-19",9.51
"706","2009-10-20",9.03
"707","2009-10-21",9.15
"708","2009-10-22",9.72
"709","2009-10-23",9.27
"710","2009-10-26",9.15
"711","2009-10-27",8.91
"712","2009-10-28",8.43
"713","2009-10-29",9
"714","2009-10-30",8.34
"715","2009-11-02",8.43
"716","2009-11-03",8.79
"717","2009-11-04",8.85
"718","2009-11-05",9.66
"719","2009-11-06",9.6
"720","2009-11-09",9.96
"721","2009-11-10",9.54
"722","2009-11-11",9.09
"723","2009-11-12",8.49
"724","2009-11-13",8.97
"725","2009-11-16",9.3
"726","2009-11-17",9.18
"727","2009-11-18",8.94
"728","2009-11-19",8.52
"729","2009-11-20",8.55
"730","2009-11-23",8.73
"731","2009-11-24",8.79
"732","2009-11-25",8.97
"733","2009-11-27",9.03
"734","2009-11-30",9.15
"735","2009-12-01",9.63
"736","2009-12-02",9.6
"737","2009-12-03",9
"738","2009-12-04",9.84
"739","2009-12-07",10.14
"740","2009-12-08",10.11
"741","2009-12-09",10.35
"742","2009-12-10",10.56
"743","2009-12-11",10.5
"744","2009-12-14",10.77
"745","2009-12-15",10.47
"746","2009-12-16",10.71
"747","2009-12-17",10.5
"748","2009-12-18",10.89
"749","2009-12-21",11.13
"750","2009-12-22",11.1
"751","2009-12-23",11.16
"752","2009-12-24",11.25
"753","2009-12-28",11.67
"754","2009-12-29",12.15
"755","2009-12-30",12
"756","2009-12-31",11.64
"757","2010-01-04",11.67
"758","2010-01-05",11.67
"759","2010-01-06",11.61
"760","2010-01-07",11.73
"761","2010-01-08",11.7
"762","2010-01-11",11.67
"763","2010-01-12",11.55
"764","2010-01-13",11.61
"765","2010-01-14",11.64
"766","2010-01-15",11.49
"767","2010-01-19",11.85
"768","2010-01-20",11.13
"769","2010-01-21",10.29
"770","2010-01-22",9.87
"771","2010-01-25",10.5
"772","2010-01-26",10.35
"773","2010-01-27",10.38
"774","2010-01-28",9.9
"775","2010-01-29",10.02
"776","2010-02-01",10.35
"777","2010-02-02",10.29
"778","2010-02-03",10.47
"779","2010-02-04",10.05
"780","2010-02-05",10.17
"781","2010-02-08",10.05
"782","2010-02-09",10.23
"783","2010-02-10",9.87
"784","2010-02-11",10.08
"785","2010-02-12",10.14
"786","2010-02-16",11.22
"787","2010-02-17",11.4
"788","2010-02-18",11.58
"789","2010-02-19",11.52
"790","2010-02-22",11.46
"791","2010-02-23",11.04
"792","2010-02-24",11.37
"793","2010-02-25",11.37
"794","2010-02-26",11.31
"795","2010-03-01",11.52
"796","2010-03-02",11.55
"797","2010-03-03",11.79
"798","2010-03-04",11.82
"799","2010-03-05",11.73
"800","2010-03-08",11.58
"801","2010-03-09",11.64
"802","2010-03-10",11.61
"803","2010-03-11",11.58
"804","2010-03-12",11.4
"805","2010-03-15",11.16
"806","2010-03-16",10.95
"807","2010-03-17",11.1
"808","2010-03-18",11.13
"809","2010-03-19",9.72
"810","2010-03-22",10.74
"811","2010-03-23",10.8
"812","2010-03-24",10.65
"813","2010-03-25",10.8
"814","2010-03-26",10.65
"815","2010-03-29",10.56
"816","2010-03-30",10.83
"817","2010-03-31",10.92
"818","2010-04-01",10.83
"819","2010-04-05",11.13
"820","2010-04-06",11.4
"821","2010-04-07",11.46
"822","2010-04-08",11.61
"823","2010-04-09",11.61
"824","2010-04-12",11.61
"825","2010-04-13",11.73
"826","2010-04-14",11.94
"827","2010-04-15",11.94
"828","2010-04-16",11.88
"829","2010-04-19",11.49
"830","2010-04-20",11.94
"831","2010-04-21",11.79
"832","2010-04-22",12.15
"833","2010-04-23",12.36
"834","2010-04-26",12.9
"835","2010-04-27",12.42
"836","2010-04-28",12.48
"837","2010-04-29",12.81
"838","2010-04-30",11.49
"839","2010-05-03",11.82
"840","2010-05-04",11.25
"841","2010-05-05",11.97
"842","2010-05-06",11.43
"843","2010-05-07",11.34
"844","2010-05-10",12.21
"845","2010-05-11",12.09
"846","2010-05-12",12.15
"847","2010-05-13",12.48
"848","2010-05-14",12.78
"849","2010-05-17",12.15
"850","2010-05-18",12.18
"851","2010-05-19",12.36
"852","2010-05-20",11.28
"853","2010-05-21",11.16
"854","2010-05-24",10.62
"855","2010-05-25",10.32
"856","2010-05-26",11.01
"857","2010-05-27",12
"858","2010-05-28",11.85
"859","2010-06-01",11.61
"860","2010-06-02",12.18
"861","2010-06-03",12.45
"862","2010-06-04",11.46
"863","2010-06-07",10.77
"864","2010-06-08",10.74
"865","2010-06-09",10.98
"866","2010-06-10",11.58
"867","2010-06-11",12.36
"868","2010-06-14",11.64
"869","2010-06-15",12.3
"870","2010-06-16",12.18
"871","2010-06-17",12.21
"872","2010-06-18",12.48
"873","2010-06-21",12.6
"874","2010-06-22",12.6
"875","2010-06-23",12.51
"876","2010-06-24",12
"877","2010-06-25",12.06
"878","2010-06-28",11.73
"879","2010-06-29",11.46
"880","2010-06-30",11.46
"881","2010-07-01",11.4
"882","2010-07-02",11.25
"883","2010-07-06",11.01
"884","2010-07-07",11.73
"885","2010-07-08",12.15
"886","2010-07-09",12.15
"887","2010-07-12",11.94
"888","2010-07-13",12.21
"889","2010-07-14",12.3
"890","2010-07-15",12.03
"891","2010-07-16",11.07
"892","2010-07-19",11.37
"893","2010-07-20",11.64
"894","2010-07-21",11.22
"895","2010-07-22",11.85
"896","2010-07-23",12.45
"897","2010-07-26",12.03
"898","2010-07-27",12.12
"899","2010-07-28",12.12
"900","2010-07-29",11.91
"901","2010-07-30",11.76
"902","2010-08-02",11.97
"903","2010-08-03",11.76
"904","2010-08-04",12
"905","2010-08-05",11.94
"906","2010-08-06",12.09
"907","2010-08-09",12
"908","2010-08-10",11.64
"909","2010-08-11",11.25
"910","2010-08-12",11.73
"911","2010-08-13",11.7
"912","2010-08-16",11.82
"913","2010-08-17",12.15
"914","2010-08-18",12.48
"915","2010-08-19",12.36
"916","2010-08-20",12.72
"917","2010-08-23",12.93
"918","2010-08-24",12.9
"919","2010-08-25",13.23
"920","2010-08-26",13.14
"921","2010-08-27",12.87
"922","2010-08-30",12.81
"923","2010-08-31",12.51
"924","2010-09-01",13.02
"925","2010-09-02",13.11
"926","2010-09-03",13.32
"927","2010-09-07",12.81
"928","2010-09-08",12.9
"929","2010-09-09",12.63
"930","2010-09-10",12.75
"931","2010-09-13",13.02
"932","2010-09-14",13.11
"933","2010-09-15",13.2
"934","2010-09-16",13.02
"935","2010-09-17",13.08
"936","2010-09-20",13.5
"937","2010-09-21",13.65
"938","2010-09-22",13.44
"939","2010-09-23",13.41
"940","2010-09-24",13.8
"941","2010-09-27",13.53
"942","2010-09-28",13.62
"943","2010-09-29",13.65
"944","2010-09-30",13.53
"945","2010-10-01",13.44
"946","2010-10-04",13.02
"947","2010-10-05",13.05
"948","2010-10-06",13.05
"949","2010-10-07",13.02
"950","2010-10-08",13.02
"951","2010-10-11",13.02
"952","2010-10-12",13.02
"953","2010-10-13",13.11
"954","2010-10-14",13.17
"955","2010-10-15",12.99
"956","2010-10-18",13.77
"957","2010-10-19",13.8
"958","2010-10-20",14.34
"959","2010-10-21",14.1
"960","2010-10-22",14.01
"961","2010-10-25",13.74
"962","2010-10-26",13.83
"963","2010-10-27",14.13
"964","2010-10-28",14.37
"965","2010-10-29",14.19
"966","2010-11-01",13.98
"967","2010-11-02",14.34
"968","2010-11-03",14.37
"969","2010-11-04",14.95
"970","2010-11-05",14.28
"971","2010-11-08",14.8
"972","2010-11-09",14.76
"973","2010-11-10",15.15
"974","2010-11-11",15.18
"975","2010-11-12",14.69
"976","2010-11-15",14.99
"977","2010-11-16",14.46
"978","2010-11-17",14.29
"979","2010-11-18",14.79
"980","2010-11-19",14.83
"981","2010-11-22",14.84
"982","2010-11-23",14.2
"983","2010-11-24",14.57
"984","2010-11-26",14.51
"985","2010-11-29",14.47
"986","2010-11-30",14.22
"987","2010-12-01",14.32
"988","2010-12-02",14.22
"989","2010-12-03",14.41
"990","2010-12-06",14.5
"991","2010-12-07",14.74
"992","2010-12-08",15.01
"993","2010-12-09",15.5
"994","2010-12-10",15.86
"995","2010-12-13",15.91
"996","2010-12-14",16.1
"997","2010-12-15",15.91
"998","2010-12-16",16.1
"999","2010-12-17",16.27
"1000","2010-12-20",16.530001
"1001","2010-12-21",16.74
"1002","2010-12-22",16.76
