"","date","CCS"
"1","2014-06-18",21.25
"2","2014-06-19",21.200001
"3","2014-06-20",21
"4","2014-06-23",20.74
"5","2014-06-24",21.5
"6","2014-06-25",21.82
"7","2014-06-26",21.940001
"8","2014-06-27",22
"9","2014-06-30",22.15
"10","2014-07-01",22.5
"11","2014-07-02",22.65
"12","2014-07-03",22.99
"13","2014-07-07",22.469999
"14","2014-07-08",22.059999
"15","2014-07-09",21.959999
"16","2014-07-10",21.559999
"17","2014-07-11",21.85
"18","2014-07-14",21.950001
"19","2014-07-15",21.870001
"20","2014-07-16",21.6
"21","2014-07-17",20.57
"22","2014-07-18",21.1
"23","2014-07-21",20.9
"24","2014-07-22",21.129999
"25","2014-07-23",21.280001
"26","2014-07-24",21.459999
"27","2014-07-25",21.24
"28","2014-07-28",20.33
"29","2014-07-29",19.85
"30","2014-07-30",19.49
"31","2014-07-31",19.07
"32","2014-08-01",19.35
"33","2014-08-04",19.25
"34","2014-08-05",19.209999
"35","2014-08-06",19.35
"36","2014-08-07",19.01
"37","2014-08-08",19.77
"38","2014-08-11",19.780001
"39","2014-08-12",19.6
"40","2014-08-13",19.809999
"41","2014-08-14",19.799999
"42","2014-08-15",19.59
"43","2014-08-18",21.030001
"44","2014-08-19",21.469999
"45","2014-08-20",21.309999
"46","2014-08-21",21.08
"47","2014-08-22",20.49
"48","2014-08-25",20.620001
"49","2014-08-26",20.030001
"50","2014-08-27",19.860001
"51","2014-08-28",20
"52","2014-08-29",20.190001
"53","2014-09-02",19.85
"54","2014-09-03",19.719999
"55","2014-09-04",19.610001
"56","2014-09-05",19.610001
"57","2014-09-08",19.68
"58","2014-09-09",19.620001
"59","2014-09-10",19.59
"60","2014-09-11",19.4
"61","2014-09-12",19.18
"62","2014-09-15",18.91
"63","2014-09-16",19
"64","2014-09-17",19
"65","2014-09-18",19.200001
"66","2014-09-19",18.719999
"67","2014-09-22",18.280001
"68","2014-09-23",17.940001
"69","2014-09-24",17.780001
"70","2014-09-25",17.450001
"71","2014-09-26",18.209999
"72","2014-09-29",17.76
"73","2014-09-30",17.35
"74","2014-10-01",16.93
"75","2014-10-02",17.309999
"76","2014-10-03",17.120001
"77","2014-10-06",16.690001
"78","2014-10-07",16.23
"79","2014-10-08",16.59
"80","2014-10-09",16.559999
"81","2014-10-10",16.299999
"82","2014-10-13",15.74
"83","2014-10-14",16.07
"84","2014-10-15",15.96
"85","2014-10-16",15.65
"86","2014-10-17",16.41
"87","2014-10-20",17
"88","2014-10-21",17.66
"89","2014-10-22",17.58
"90","2014-10-23",18.059999
"91","2014-10-24",18.219999
"92","2014-10-27",18.219999
"93","2014-10-28",18.049999
"94","2014-10-29",18.02
"95","2014-10-30",18.1
"96","2014-10-31",18.48
"97","2014-11-03",18.379999
"98","2014-11-04",18.459999
"99","2014-11-05",18.299999
"100","2014-11-06",18.299999
"101","2014-11-07",18.379999
"102","2014-11-10",18.74
"103","2014-11-11",18.73
"104","2014-11-12",18.469999
"105","2014-11-13",18.389999
"106","2014-11-14",16.940001
"107","2014-11-17",16.68
"108","2014-11-18",16.620001
"109","2014-11-19",16.48
"110","2014-11-20",16.360001
"111","2014-11-21",17.02
"112","2014-11-24",17.34
"113","2014-11-25",17.540001
"114","2014-11-26",17.379999
"115","2014-11-28",17.309999
"116","2014-12-01",16.77
"117","2014-12-02",16.540001
"118","2014-12-03",16.4
"119","2014-12-04",16.299999
"120","2014-12-05",16.49
"121","2014-12-08",16.389999
"122","2014-12-09",16.35
"123","2014-12-10",16
"124","2014-12-11",16.110001
"125","2014-12-12",15.95
"126","2014-12-15",15.94
"127","2014-12-16",15.9
"128","2014-12-17",16.35
"129","2014-12-18",16.48
"130","2014-12-19",16.68
"131","2014-12-22",16.68
"132","2014-12-23",16.85
"133","2014-12-24",16.77
"134","2014-12-26",16.889999
"135","2014-12-29",16.870001
"136","2014-12-30",16.629999
"137","2014-12-31",17.280001
"138","2015-01-02",17.01
"139","2015-01-05",16.65
"140","2015-01-06",16.27
"141","2015-01-07",16.67
"142","2015-01-08",16.82
"143","2015-01-09",16.75
"144","2015-01-12",16.700001
"145","2015-01-13",16.190001
"146","2015-01-14",15.81
"147","2015-01-15",15.21
"148","2015-01-16",15.45
"149","2015-01-20",14.59
"150","2015-01-21",14.94
"151","2015-01-22",15.05
"152","2015-01-23",14.87
"153","2015-01-26",15.22
"154","2015-01-27",16.200001
"155","2015-01-28",15.9
"156","2015-01-29",16.299999
"157","2015-01-30",16.1
"158","2015-02-02",16
"159","2015-02-03",16.25
"160","2015-02-04",16.5
"161","2015-02-05",16.799999
"162","2015-02-06",17.110001
"163","2015-02-09",17.09
"164","2015-02-10",17.360001
"165","2015-02-11",17.24
"166","2015-02-12",17.07
"167","2015-02-13",17.129999
"168","2015-02-17",16.99
"169","2015-02-18",17.049999
"170","2015-02-19",17.639999
"171","2015-02-20",18.379999
"172","2015-02-23",17.559999
"173","2015-02-24",18.75
"174","2015-02-25",18.59
"175","2015-02-26",18.76
"176","2015-02-27",18.549999
"177","2015-03-02",18.48
"178","2015-03-03",17.99
"179","2015-03-04",17.870001
"180","2015-03-05",18.030001
"181","2015-03-06",18
"182","2015-03-09",19.49
"183","2015-03-10",18.65
"184","2015-03-11",19.01
"185","2015-03-12",19.02
"186","2015-03-13",18.98
"187","2015-03-16",18.549999
"188","2015-03-17",18.74
"189","2015-03-18",19
"190","2015-03-19",18.690001
"191","2015-03-20",19.190001
"192","2015-03-23",19.24
"193","2015-03-24",19.370001
"194","2015-03-25",19.66
"195","2015-03-26",19.42
"196","2015-03-27",19.34
"197","2015-03-30",19.280001
"198","2015-03-31",19.33
"199","2015-04-01",19.5
"200","2015-04-02",19.459999
"201","2015-04-06",19.74
"202","2015-04-07",19.75
"203","2015-04-08",19.75
"204","2015-04-09",19.709999
"205","2015-04-10",19.75
"206","2015-04-13",19.76
"207","2015-04-14",19.76
"208","2015-04-15",19.98
"209","2015-04-16",19.9
"210","2015-04-17",19.719999
"211","2015-04-20",19.889999
"212","2015-04-21",19.77
"213","2015-04-22",19.790001
"214","2015-04-23",19.51
"215","2015-04-24",19.799999
"216","2015-04-27",19.799999
"217","2015-04-28",19.82
"218","2015-04-29",19.68
"219","2015-04-30",19.120001
"220","2015-05-01",19.18
"221","2015-05-04",19.59
"222","2015-05-05",19.23
"223","2015-05-06",19.370001
"224","2015-05-07",19.58
"225","2015-05-08",19.93
"226","2015-05-11",19.68
"227","2015-05-12",19.52
"228","2015-05-13",19.41
"229","2015-05-14",19.68
"230","2015-05-15",19.799999
"231","2015-05-18",19.969999
"232","2015-05-19",19.83
"233","2015-05-20",19.870001
"234","2015-05-21",19.950001
"235","2015-05-22",19.74
"236","2015-05-26",19.639999
"237","2015-05-27",20.01
"238","2015-05-28",20.280001
"239","2015-05-29",20.65
"240","2015-06-01",20.120001
"241","2015-06-02",19.870001
"242","2015-06-03",20.450001
"243","2015-06-04",20.24
"244","2015-06-05",20.5
"245","2015-06-08",20.17
"246","2015-06-09",19.67
"247","2015-06-10",20.35
"248","2015-06-11",20.35
"249","2015-06-12",20.48
"250","2015-06-15",21
"251","2015-06-16",21.280001
"252","2015-06-17",21.35
"253","2015-06-18",21.68
"254","2015-06-19",21.57
"255","2015-06-22",21.389999
"256","2015-06-23",21.49
"257","2015-06-24",21.219999
"258","2015-06-25",21.5
"259","2015-06-26",21.15
"260","2015-06-29",20.559999
"261","2015-06-30",20.129999
"262","2015-07-01",20.360001
"263","2015-07-02",20.16
"264","2015-07-06",20.190001
"265","2015-07-07",20.07
"266","2015-07-08",19.85
"267","2015-07-09",19.690001
"268","2015-07-10",20.15
"269","2015-07-13",19.790001
"270","2015-07-14",19.68
"271","2015-07-15",19.01
"272","2015-07-16",19.209999
"273","2015-07-17",19.34
"274","2015-07-20",19.42
"275","2015-07-21",19.549999
"276","2015-07-22",19.700001
"277","2015-07-23",19.58
"278","2015-07-24",19.1
"279","2015-07-27",19.07
"280","2015-07-28",19.219999
"281","2015-07-29",19.639999
"282","2015-07-30",20.040001
"283","2015-07-31",20.200001
"284","2015-08-03",19.73
"285","2015-08-04",19.309999
"286","2015-08-05",19.200001
"287","2015-08-06",18.940001
"288","2015-08-07",20.6
"289","2015-08-10",21.25
"290","2015-08-11",21.030001
"291","2015-08-12",20.99
"292","2015-08-13",21.4
"293","2015-08-14",21.459999
"294","2015-08-17",21.360001
"295","2015-08-18",21.58
"296","2015-08-19",22.5
"297","2015-08-20",22.190001
"298","2015-08-21",21.360001
"299","2015-08-24",21.200001
"300","2015-08-25",21.120001
"301","2015-08-26",21.719999
"302","2015-08-27",22.389999
"303","2015-08-28",22.809999
"304","2015-08-31",22
"305","2015-09-01",21.82
"306","2015-09-02",22.040001
"307","2015-09-03",22.110001
"308","2015-09-04",21.91
"309","2015-09-08",22.469999
"310","2015-09-09",22.35
"311","2015-09-10",22.370001
"312","2015-09-11",23.389999
"313","2015-09-14",22.98
"314","2015-09-15",23.08
"315","2015-09-16",22.92
"316","2015-09-17",23.23
"317","2015-09-18",22.790001
"318","2015-09-21",21.959999
"319","2015-09-22",21.09
"320","2015-09-23",21.110001
"321","2015-09-24",21.23
"322","2015-09-25",20.98
"323","2015-09-28",19.790001
"324","2015-09-29",19.23
"325","2015-09-30",19.85
"326","2015-10-01",19.92
"327","2015-10-02",20.110001
"328","2015-10-05",20.540001
"329","2015-10-06",19.67
"330","2015-10-07",20.74
"331","2015-10-08",20.790001
"332","2015-10-09",20.76
"333","2015-10-12",20.860001
"334","2015-10-13",20.07
"335","2015-10-14",19.690001
"336","2015-10-15",19.889999
"337","2015-10-16",19.99
"338","2015-10-19",20.610001
"339","2015-10-20",21
"340","2015-10-21",20.76
"341","2015-10-22",20.629999
"342","2015-10-23",20.280001
"343","2015-10-26",20.02
"344","2015-10-27",19.469999
"345","2015-10-28",19.959999
"346","2015-10-29",18.82
"347","2015-10-30",19.08
"348","2015-11-02",18.59
"349","2015-11-03",18.719999
"350","2015-11-04",19.15
"351","2015-11-05",19.02
"352","2015-11-06",18.58
"353","2015-11-09",18.1
"354","2015-11-10",19.110001
"355","2015-11-11",18.77
"356","2015-11-12",18.139999
"357","2015-11-13",18.290001
"358","2015-11-16",18.790001
"359","2015-11-17",18.26
"360","2015-11-18",18.32
"361","2015-11-19",18.860001
"362","2015-11-20",19.25
"363","2015-11-23",19.08
"364","2015-11-24",19
"365","2015-11-25",19.17
"366","2015-11-27",19.32
"367","2015-11-30",19.08
"368","2015-12-01",19.389999
"369","2015-12-02",18.75
"370","2015-12-03",18.58
"371","2015-12-04",18.52
"372","2015-12-07",18.23
"373","2015-12-08",18.02
"374","2015-12-09",17.58
"375","2015-12-10",17.540001
"376","2015-12-11",17
"377","2015-12-14",16.68
"378","2015-12-15",16.98
"379","2015-12-16",17.99
"380","2015-12-17",17.610001
"381","2015-12-18",17.6
"382","2015-12-21",17.110001
"383","2015-12-22",17.1
"384","2015-12-23",17.799999
"385","2015-12-24",17.950001
"386","2015-12-28",17.790001
"387","2015-12-29",17.870001
"388","2015-12-30",17.629999
"389","2015-12-31",17.709999
"390","2016-01-04",17.02
"391","2016-01-05",17.049999
"392","2016-01-06",15.99
"393","2016-01-07",15.6
"394","2016-01-08",15.17
"395","2016-01-11",15.54
"396","2016-01-12",15.62
"397","2016-01-13",15.01
"398","2016-01-14",14.99
"399","2016-01-15",15.31
"400","2016-01-19",14.69
"401","2016-01-20",14.25
"402","2016-01-21",14.21
"403","2016-01-22",14.69
"404","2016-01-25",14.3
"405","2016-01-26",14.74
"406","2016-01-27",14.33
