"","date","SYPR"
"75","2007-04-20",6.8
"76","2007-04-23",6.95
"77","2007-04-24",7
"78","2007-04-25",7.26
"79","2007-04-26",7.28
"80","2007-04-27",7.44
"81","2007-04-30",7.46
"82","2007-05-01",7.74
"83","2007-05-02",7.99
"84","2007-05-03",7.65
"85","2007-05-04",7.85
"86","2007-05-07",8.05
"87","2007-05-08",8.2
"88","2007-05-09",8.11
"89","2007-05-10",7.99
"90","2007-05-11",7.9
"91","2007-05-14",7.74
"92","2007-05-15",7.74
"93","2007-05-16",7.68
"94","2007-05-17",7.64
"95","2007-05-18",8
"96","2007-05-21",8.26
"97","2007-05-22",8.46
"98","2007-05-23",8.51
"99","2007-05-24",8.5
"100","2007-05-25",8.5
"101","2007-05-29",8.4
"102","2007-05-30",8.4
"103","2007-05-31",8.25
"104","2007-06-01",8.38
"105","2007-06-04",8.7
"106","2007-06-05",8.87
"107","2007-06-06",8.64
"108","2007-06-07",8.59
"109","2007-06-08",8.38
"110","2007-06-11",8.37
"111","2007-06-12",8.27
"112","2007-06-13",8.18
"113","2007-06-14",8.1
"114","2007-06-15",8.4
"115","2007-06-18",8.4
"116","2007-06-19",8.4
"117","2007-06-20",8.38
"118","2007-06-21",8.14
"119","2007-06-22",8.13
"120","2007-06-25",8.19
"121","2007-06-26",8.03
"122","2007-06-27",8.25
"123","2007-06-28",8.21
"124","2007-06-29",8.02
"125","2007-07-02",8.04
"126","2007-07-03",8.08
"127","2007-07-05",8.13
"128","2007-07-06",8.16
"129","2007-07-09",7.99
"130","2007-07-10",8.4
"131","2007-07-11",8.39
"132","2007-07-12",8.34
"133","2007-07-13",8.4
"134","2007-07-16",8.2
"135","2007-07-17",8.34
"136","2007-07-18",8.19
"137","2007-07-19",8.39
"138","2007-07-20",8.35
"139","2007-07-23",8.39
"140","2007-07-24",8.4
"141","2007-07-25",8.37
"142","2007-07-26",8.41
"143","2007-07-27",8.4
"144","2007-07-30",8.64
"145","2007-07-31",8.98
"146","2007-08-01",9
"147","2007-08-02",9.04
"148","2007-08-03",9.05
"149","2007-08-06",8.7
"150","2007-08-07",8.57
"151","2007-08-08",8.35
"152","2007-08-09",8.2
"153","2007-08-10",8.06
"154","2007-08-13",8
"155","2007-08-14",8.38
"156","2007-08-15",8.4
"157","2007-08-16",8.32
"158","2007-08-17",8.49
"159","2007-08-20",8.38
"160","2007-08-21",8.45
"161","2007-08-22",8.62
"162","2007-08-23",8.45
"163","2007-08-24",8.48
"164","2007-08-27",8.54
"165","2007-08-28",8.51
"166","2007-08-29",8.32
"167","2007-08-30",8
"168","2007-08-31",8.12
"169","2007-09-04",7.98
"170","2007-09-05",8.01
"171","2007-09-06",8.31
"172","2007-09-07",8.24
"173","2007-09-10",8.53
"174","2007-09-11",8.67
"175","2007-09-12",8.36
"176","2007-09-13",8.4
"177","2007-09-14",8.39
"178","2007-09-17",8.4
"179","2007-09-18",8.16
"180","2007-09-19",8.04
"181","2007-09-20",7.9
"182","2007-09-21",8.04
"183","2007-09-24",8.37
"184","2007-09-25",8.46
"185","2007-09-26",8.64
"186","2007-09-27",8.65
"187","2007-09-28",8.6
"188","2007-10-01",9.39
"189","2007-10-02",9.81
"190","2007-10-03",9.61
"191","2007-10-04",9.91
"192","2007-10-05",9.86
"193","2007-10-08",9.73
"194","2007-10-09",9.73
"195","2007-10-10",9.81
"196","2007-10-11",9.39
"197","2007-10-12",9.14
"198","2007-10-15",8.93
"199","2007-10-16",9.12
"200","2007-10-17",9.29
"201","2007-10-18",9.36
"202","2007-10-19",8.77
"203","2007-10-22",8.75
"204","2007-10-23",8.65
"205","2007-10-24",8.61
"206","2007-10-25",8.74
"207","2007-10-26",8.97
"208","2007-10-29",8.74
"209","2007-10-30",8.56
"210","2007-10-31",8.23
"211","2007-11-01",8.1
"212","2007-11-02",7.76
"213","2007-11-05",7.28
"214","2007-11-06",7.29
"215","2007-11-07",7.32
"216","2007-11-08",7.47
"217","2007-11-09",7.34
"218","2007-11-12",7.11
"219","2007-11-13",6.7
"220","2007-11-14",6.2
"221","2007-11-15",6.33
"222","2007-11-16",6.59
"223","2007-11-19",6.3
"224","2007-11-20",6.51
"225","2007-11-21",6.45
"226","2007-11-23",6.45
"227","2007-11-26",6.07
"228","2007-11-27",6.28
"229","2007-11-28",6.15
"230","2007-11-29",6.85
"231","2007-11-30",6.95
"232","2007-12-03",6.11
"233","2007-12-04",6.1
"234","2007-12-05",6.02
"235","2007-12-06",5.99
"236","2007-12-07",6.34
"237","2007-12-10",6.42
"238","2007-12-11",6.24
"239","2007-12-12",6.45
"240","2007-12-13",6.15
"241","2007-12-14",5.96
"242","2007-12-17",6.41
"243","2007-12-18",6.2
"244","2007-12-19",6.25
"245","2007-12-20",6.19
"246","2007-12-21",6.07
"247","2007-12-24",6.47
"248","2007-12-26",6.36
"249","2007-12-27",5.84
"250","2007-12-28",5.53
"251","2007-12-31",6.1
"252","2008-01-02",6.44
"253","2008-01-03",6.21
"254","2008-01-04",5.94
"255","2008-01-07",5.76
"256","2008-01-08",5.7
"257","2008-01-09",5.75
"258","2008-01-10",5.65
"259","2008-01-11",5.9
"260","2008-01-14",5.65
"261","2008-01-15",5.75
"262","2008-01-16",5.52
"263","2008-01-17",5.8
"264","2008-01-18",5.38
"265","2008-01-22",5.33
"266","2008-01-23",5.11
"267","2008-01-24",5.03
"268","2008-01-25",5.01
"269","2008-01-28",5.11
"270","2008-01-29",5.25
"271","2008-01-30",5.25
"272","2008-01-31",5.25
"273","2008-02-01",5.24
"274","2008-02-04",5.46
"275","2008-02-05",5.41
"276","2008-02-06",5.44
"277","2008-02-07",5.49
"278","2008-02-08",5.05
"279","2008-02-11",5.44
"280","2008-02-12",5.3
"281","2008-02-13",5.42
"282","2008-02-14",5.36
"283","2008-02-15",5.28
"284","2008-02-19",5.19
"285","2008-02-20",5.13
"286","2008-02-21",5.02
"287","2008-02-22",5.04
"288","2008-02-25",5.06
"289","2008-02-26",5.03
"290","2008-02-27",5.01
"291","2008-02-28",4.7
"292","2008-02-29",4.81
"293","2008-03-03",4.85
"294","2008-03-04",4.66
"295","2008-03-05",4.66
"296","2008-03-06",4.56
"297","2008-03-07",4.5
"298","2008-03-10",4.45
"299","2008-03-11",4.41
"300","2008-03-12",4.42
"301","2008-03-13",4.23
"302","2008-03-14",4.44
"303","2008-03-17",4.25
"304","2008-03-18",4.22
"305","2008-03-19",4.24
"306","2008-03-20",4.08
"307","2008-03-24",4.19
"308","2008-03-25",4.83
"309","2008-03-26",4.4
"310","2008-03-27",4.35
"311","2008-03-28",4.31
"312","2008-03-31",4.13
"313","2008-04-01",4.16
"314","2008-04-02",4.15
"315","2008-04-03",4.16
"316","2008-04-04",4.02
"317","2008-04-07",4.13
"318","2008-04-08",3.92
"319","2008-04-09",3.97
"320","2008-04-10",3.99
"321","2008-04-11",3.88
"322","2008-04-14",3.88
"323","2008-04-15",3.76
"324","2008-04-16",3.86
"325","2008-04-17",3.86
"326","2008-04-18",3.8
"327","2008-04-21",3.91
"328","2008-04-22",3.95
"329","2008-04-23",4
"330","2008-04-24",3.87
"331","2008-04-25",4.04
"332","2008-04-28",4
"333","2008-04-29",4.15
"334","2008-04-30",4.19
"335","2008-05-01",4.25
"336","2008-05-02",4.28
"337","2008-05-05",4.62
"338","2008-05-06",4.48
"339","2008-05-07",4.48
"340","2008-05-08",4.48
"341","2008-05-09",4.45
"342","2008-05-12",4.48
"343","2008-05-13",4.68
"344","2008-05-14",4.67
"345","2008-05-15",4.9
"346","2008-05-16",4.87
"347","2008-05-19",4.81
"348","2008-05-20",4.77
"349","2008-05-21",4.64
"350","2008-05-22",4.54
"351","2008-05-23",4.65
"352","2008-05-27",4.6
"353","2008-05-28",4.51
"354","2008-05-29",4.52
"355","2008-05-30",4.5
"356","2008-06-02",4.52
"357","2008-06-03",4.48
"358","2008-06-04",4.31
"359","2008-06-05",4.55
"360","2008-06-06",4.53
"361","2008-06-09",4.28
"362","2008-06-10",4.43
"363","2008-06-11",4.42
"364","2008-06-12",4.35
"365","2008-06-13",4.3
"366","2008-06-16",4.32
"367","2008-06-17",4.33
"368","2008-06-18",4.37
"369","2008-06-19",4.13
"370","2008-06-20",4.29
"371","2008-06-23",4.3
"372","2008-06-24",4.15
"373","2008-06-25",4.22
"374","2008-06-26",4.02
"375","2008-06-27",4.1
"376","2008-06-30",4.2
"377","2008-07-01",4.26
"378","2008-07-02",4.17
"379","2008-07-03",4.2
"380","2008-07-07",4.32
"381","2008-07-08",4.43
"382","2008-07-09",4.5
"383","2008-07-10",4.53
"384","2008-07-11",4.51
"385","2008-07-14",4.56
"386","2008-07-15",4.6
"387","2008-07-16",4.41
"388","2008-07-17",4.25
"389","2008-07-18",4.2
"390","2008-07-21",4.34
"391","2008-07-22",4.33
"392","2008-07-23",4.32
"393","2008-07-24",3.86
"394","2008-07-25",4.1
"395","2008-07-28",4.02
"396","2008-07-29",4.11
"397","2008-07-30",3.67
"398","2008-07-31",3.65
"399","2008-08-01",3.61
"400","2008-08-04",3.28
"401","2008-08-05",3.25
"402","2008-08-06",3.09
"403","2008-08-07",3
"404","2008-08-08",3.02
"405","2008-08-11",3.07
"406","2008-08-12",3
"407","2008-08-13",2.99
"408","2008-08-14",3.02
"409","2008-08-15",2.84
"410","2008-08-18",2.67
"411","2008-08-19",2.61
"412","2008-08-20",2.61
"413","2008-08-21",2.59
"414","2008-08-22",2.58
"415","2008-08-25",2.51
"416","2008-08-26",2.5
"417","2008-08-27",2.4
"418","2008-08-28",2.24
"419","2008-08-29",2.25
"420","2008-09-02",2.28
"421","2008-09-03",2.23
"422","2008-09-04",2.32
"423","2008-09-05",2.3
"424","2008-09-08",2.4
"425","2008-09-09",2.54
"426","2008-09-10",2.26
"427","2008-09-11",2.17
"428","2008-09-12",2.21
"429","2008-09-15",2.1
"430","2008-09-16",2
"431","2008-09-17",1.91
"432","2008-09-18",1.92
"433","2008-09-19",2.11
"434","2008-09-22",2.1
"435","2008-09-23",2.04
"436","2008-09-24",1.92
"437","2008-09-25",1.9
"438","2008-09-26",1.9
"439","2008-09-29",1.77
"440","2008-09-30",1.61
"441","2008-10-01",1.68
"442","2008-10-02",1.84
"443","2008-10-03",1.8
"444","2008-10-06",1.69
"445","2008-10-07",1.69
"446","2008-10-08",1.83
"447","2008-10-09",1.68
"448","2008-10-10",1.56
"449","2008-10-13",1.59
"450","2008-10-14",1.17
"451","2008-10-15",1.32
"452","2008-10-16",1.32
"453","2008-10-17",1.17
"454","2008-10-20",1.21
"455","2008-10-21",1.2
"456","2008-10-22",1.24
"457","2008-10-23",1.09
"458","2008-10-24",1
"459","2008-10-27",1.03
"460","2008-10-28",1.01
"461","2008-10-29",0.98
"462","2008-10-30",0.99
"463","2008-10-31",0.93
"464","2008-11-03",0.92
"465","2008-11-04",0.81
"466","2008-11-05",0.76
"467","2008-11-06",0.66
"468","2008-11-07",0.66
"469","2008-11-10",0.57
"470","2008-11-11",0.43
"471","2008-11-12",0.46
"472","2008-11-13",0.46
"473","2008-11-14",0.54
"474","2008-11-17",0.64
"475","2008-11-18",0.69
"476","2008-11-19",0.63
"477","2008-11-20",0.55
"478","2008-11-21",0.55
"479","2008-11-24",0.57
"480","2008-11-25",0.53
"481","2008-11-26",0.61
"482","2008-11-28",0.75
"483","2008-12-01",0.65
"484","2008-12-02",0.67
"485","2008-12-03",0.57
"486","2008-12-04",0.55
"487","2008-12-05",0.57
"488","2008-12-08",0.57
"489","2008-12-09",0.55
"490","2008-12-10",0.47
"491","2008-12-11",0.41
"492","2008-12-12",0.5
"493","2008-12-15",0.46
"494","2008-12-16",0.46
"495","2008-12-17",0.49
"496","2008-12-18",0.46
"497","2008-12-19",0.45
"498","2008-12-22",0.45
"499","2008-12-23",0.46
"500","2008-12-24",0.47
"501","2008-12-26",0.5
"502","2008-12-29",0.58
"503","2008-12-30",0.56
"504","2008-12-31",0.61
"505","2009-01-02",0.72
"506","2009-01-05",1.16
"507","2009-01-06",1.8
"508","2009-01-07",1.8
"509","2009-01-08",1.53
"510","2009-01-09",1.46
"511","2009-01-12",1.2
"512","2009-01-13",1.12
"513","2009-01-14",1.07
"514","2009-01-15",1.13
"515","2009-01-16",1.16
"516","2009-01-20",1.1
"517","2009-01-21",1.18
"518","2009-01-22",1.35
"519","2009-01-23",1.24
"520","2009-01-26",1.24
"521","2009-01-27",1.32
"522","2009-01-28",1.26
"523","2009-01-29",1.2
"524","2009-01-30",1.25
"525","2009-02-02",1.21
"526","2009-02-03",1.15
"527","2009-02-04",1.1
"528","2009-02-05",1.06
"529","2009-02-06",1.2
"530","2009-02-09",1.31
"531","2009-02-10",1.18
"532","2009-02-11",1.15
"533","2009-02-12",1.12
"534","2009-02-13",1.2
"535","2009-02-17",1.09
"536","2009-02-18",1
"537","2009-02-19",0.95
"538","2009-02-20",0.8
"539","2009-02-23",0.83
"540","2009-02-24",0.97
"541","2009-02-25",0.82
"542","2009-02-26",0.78
"543","2009-02-27",0.85
"544","2009-03-02",0.85
"545","2009-03-03",0.7
"546","2009-03-04",0.82
"547","2009-03-05",0.7
"548","2009-03-06",0.71
"549","2009-03-09",0.7
"550","2009-03-10",0.65
"551","2009-03-11",0.61
"552","2009-03-12",0.65
"553","2009-03-13",0.65
"554","2009-03-16",0.61
"555","2009-03-17",0.64
"556","2009-03-18",0.69
"557","2009-03-19",0.81
"558","2009-03-20",0.9
"559","2009-03-23",0.83
"560","2009-03-24",0.85
"561","2009-03-25",0.81
"562","2009-03-26",0.89
"563","2009-03-27",0.82
"564","2009-03-30",0.82
"565","2009-03-31",0.91
"566","2009-04-01",0.93
"567","2009-04-02",0.62
"568","2009-04-03",0.7
"569","2009-04-06",0.7
"570","2009-04-07",0.62
"571","2009-04-08",0.61
"572","2009-04-09",0.63
"573","2009-04-13",0.63
"574","2009-04-14",0.65
"575","2009-04-15",0.65
"576","2009-04-16",0.5
"577","2009-04-17",0.64
"578","2009-04-20",0.64
"579","2009-04-21",0.72
"580","2009-04-22",0.75
"581","2009-04-23",0.71
"582","2009-04-24",0.75
"583","2009-04-27",0.82
"584","2009-04-28",0.66
"585","2009-04-29",0.78
"586","2009-04-30",0.74
"587","2009-05-01",0.73
"588","2009-05-04",0.81
"589","2009-05-05",0.74
"590","2009-05-06",0.81
"591","2009-05-07",0.83
"592","2009-05-08",0.86
"593","2009-05-11",1.07
"594","2009-05-12",1.03
"595","2009-05-13",1.17
"596","2009-05-14",1.06
"597","2009-05-15",1.02
"598","2009-05-18",1.06
"599","2009-05-19",1.02
"600","2009-05-20",1.07
"601","2009-05-21",0.97
"602","2009-05-22",0.96
"603","2009-05-26",0.94
"604","2009-05-27",0.92
"605","2009-05-28",0.95
"606","2009-05-29",0.81
"607","2009-06-01",0.88
"608","2009-06-02",0.89
"609","2009-06-03",0.91
"610","2009-06-04",0.95
"611","2009-06-05",0.99
"612","2009-06-08",1.06
"613","2009-06-09",1.5
"614","2009-06-10",1.25
"615","2009-06-11",1.39
"616","2009-06-12",1.33
"617","2009-06-15",1.3
"618","2009-06-16",1.18
"619","2009-06-17",1.19
"620","2009-06-18",1.18
"621","2009-06-19",1.17
"622","2009-06-22",1.17
"623","2009-06-23",1.12
"624","2009-06-24",1.11
"625","2009-06-25",1.24
"626","2009-06-26",1.25
"627","2009-06-29",1.12
"628","2009-06-30",1.21
"629","2009-07-01",1.24
"630","2009-07-02",1.2
"631","2009-07-06",1.27
"632","2009-07-07",1.25
"633","2009-07-08",1.14
"634","2009-07-09",1.21
"635","2009-07-10",1.1
"636","2009-07-13",1.2
"637","2009-07-14",1.21
"638","2009-07-15",1.23
"639","2009-07-16",1.18
"640","2009-07-17",1.42
"641","2009-07-20",1.45
"642","2009-07-21",1.47
"643","2009-07-22",1.73
"644","2009-07-23",1.69
"645","2009-07-24",1.86
"646","2009-07-27",1.9
"647","2009-07-28",2
"648","2009-07-29",1.9
"649","2009-07-30",2
"650","2009-07-31",2.09
"651","2009-08-03",2.15
"652","2009-08-04",2.15
"653","2009-08-05",2.1
"654","2009-08-06",2.06
"655","2009-08-07",1.94
"656","2009-08-10",1.8
"657","2009-08-11",2
"658","2009-08-12",2
"659","2009-08-13",1.94
"660","2009-08-14",1.83
"661","2009-08-17",1.74
"662","2009-08-18",1.95
"663","2009-08-19",1.95
"664","2009-08-20",2.05
"665","2009-08-21",2.07
"666","2009-08-24",1.95
"667","2009-08-25",2
"668","2009-08-26",1.93
"669","2009-08-27",1.75
"670","2009-08-28",1.75
"671","2009-08-31",1.89
"672","2009-09-01",1.69
"673","2009-09-02",1.73
"674","2009-09-03",1.85
"675","2009-09-04",1.84
"676","2009-09-08",1.64
"677","2009-09-09",1.62
"678","2009-09-10",1.67
"679","2009-09-11",1.74
"680","2009-09-14",1.96
"681","2009-09-15",2
"682","2009-09-16",1.96
"683","2009-09-17",1.88
"684","2009-09-18",1.96
"685","2009-09-21",1.89
"686","2009-09-22",1.91
"687","2009-09-23",2.1
"688","2009-09-24",2.37
"689","2009-09-25",2.43
"690","2009-09-28",2.38
"691","2009-09-29",2.66
"692","2009-09-30",2.55
"693","2009-10-01",2.7
"694","2009-10-02",2.85
"695","2009-10-05",2.91
"696","2009-10-06",3
"697","2009-10-07",3.01
"698","2009-10-08",2.97
"699","2009-10-09",2.76
"700","2009-10-12",2.73
"701","2009-10-13",2.61
"702","2009-10-14",2.79
"703","2009-10-15",2.75
"704","2009-10-16",2.53
"705","2009-10-19",2.57
"706","2009-10-20",2.63
"707","2009-10-21",2.42
"708","2009-10-22",2.5
"709","2009-10-23",2.09
"710","2009-10-26",2.87
"711","2009-10-27",3.48
"712","2009-10-28",3.15
"713","2009-10-29",3.1
"714","2009-10-30",3.1
"715","2009-11-02",3.28
"716","2009-11-03",3.25
"717","2009-11-04",3.27
"718","2009-11-05",3.29
"719","2009-11-06",3
"720","2009-11-09",2.88
"721","2009-11-10",2.72
"722","2009-11-11",3.28
"723","2009-11-12",3.05
"724","2009-11-13",2.93
"725","2009-11-16",2.8
"726","2009-11-17",3.1
"727","2009-11-18",3.25
"728","2009-11-19",3.2
"729","2009-11-20",3.02
"730","2009-11-23",2.94
"731","2009-11-24",2.99
"732","2009-11-25",3.01
"733","2009-11-27",2.91
"734","2009-11-30",2.99
"735","2009-12-01",2.92
"736","2009-12-02",2.8
"737","2009-12-03",2.83
"738","2009-12-04",2.85
"739","2009-12-07",2.85
"740","2009-12-08",2.75
"741","2009-12-09",2.66
"742","2009-12-10",2.74
"743","2009-12-11",2.65
"744","2009-12-14",2.6
"745","2009-12-15",2.6
"746","2009-12-16",2.54
"747","2009-12-17",2.66
"748","2009-12-18",3
"749","2009-12-21",2.99
"750","2009-12-22",2.93
"751","2009-12-23",2.93
"752","2009-12-24",2.92
"753","2009-12-28",2.97
"754","2009-12-29",3.05
"755","2009-12-30",2.86
"756","2009-12-31",2.82
"757","2010-01-04",2.72
"758","2010-01-05",2.56
"759","2010-01-06",2.55
"760","2010-01-07",2.7
"761","2010-01-08",2.81
"762","2010-01-11",2.86
"763","2010-01-12",2.89
"764","2010-01-13",2.9
"765","2010-01-14",2.7
"766","2010-01-15",2.95
"767","2010-01-19",3.05
"768","2010-01-20",3.08
"769","2010-01-21",3.09
"770","2010-01-22",3.06
"771","2010-01-25",3.06
"772","2010-01-26",2.99
"773","2010-01-27",2.92
"774","2010-01-28",2.89
"775","2010-01-29",2.94
"776","2010-02-01",2.97
"777","2010-02-02",3.12
"778","2010-02-03",3.11
"779","2010-02-04",2.95
"780","2010-02-05",2.88
"781","2010-02-08",2.8
"782","2010-02-09",2.79
"783","2010-02-10",2.9
"784","2010-02-11",3
"785","2010-02-12",2.85
"786","2010-02-16",2.85
"787","2010-02-17",2.96
"788","2010-02-18",3.04
"789","2010-02-19",3
"790","2010-02-22",2.93
"791","2010-02-23",2.87
"792","2010-02-24",2.89
"793","2010-02-25",2.58
"794","2010-02-26",2.69
"795","2010-03-01",2.84
"796","2010-03-02",2.85
"797","2010-03-03",2.95
"798","2010-03-04",3.05
"799","2010-03-05",3.06
"800","2010-03-08",3.04
"801","2010-03-09",2.97
"802","2010-03-10",3.03
"803","2010-03-11",3.11
"804","2010-03-12",3.15
"805","2010-03-15",3.2
"806","2010-03-16",3.29
"807","2010-03-17",3.34
"808","2010-03-18",3.24
"809","2010-03-19",2.83
"810","2010-03-22",3.05
"811","2010-03-23",3.17
"812","2010-03-24",3.23
"813","2010-03-25",3.3
"814","2010-03-26",3.36
"815","2010-03-29",3.3
"816","2010-03-30",3.37
"817","2010-03-31",3.33
"818","2010-04-01",3.37
"819","2010-04-05",3.4
"820","2010-04-06",3.47
"821","2010-04-07",3.6
"822","2010-04-08",3.63
"823","2010-04-09",3.87
"824","2010-04-12",3.94
"825","2010-04-13",4.11
"826","2010-04-14",4.26
"827","2010-04-15",4.3
"828","2010-04-16",4.22
"829","2010-04-19",4.18
"830","2010-04-20",4.2
"831","2010-04-21",4.32
"832","2010-04-22",4.45
"833","2010-04-23",4.36
"834","2010-04-26",4.52
"835","2010-04-27",4.57
"836","2010-04-28",4.45
"837","2010-04-29",4.53
"838","2010-04-30",4.49
"839","2010-05-03",4.53
"840","2010-05-04",4.45
"841","2010-05-05",4.53
"842","2010-05-06",4.4
"843","2010-05-07",4.44
"844","2010-05-10",4.5
"845","2010-05-11",4.82
"846","2010-05-12",4.7
"847","2010-05-13",4.83
"848","2010-05-14",4.73
"849","2010-05-17",4.8
"850","2010-05-18",4.57
"851","2010-05-19",4.13
"852","2010-05-20",3.87
"853","2010-05-21",3.72
"854","2010-05-24",3.79
"855","2010-05-25",3.99
"856","2010-05-26",3.82
"857","2010-05-27",3.89
"858","2010-05-28",4.43
"859","2010-06-01",4.77
"860","2010-06-02",4.8
"861","2010-06-03",4.87
"862","2010-06-04",4.59
"863","2010-06-07",4.68
"864","2010-06-08",4.08
"865","2010-06-09",3.9
"866","2010-06-10",4.38
"867","2010-06-11",4.39
"868","2010-06-14",4.35
"869","2010-06-15",4.3
"870","2010-06-16",4.14
"871","2010-06-17",4.13
"872","2010-06-18",4.03
"873","2010-06-21",4.13
"874","2010-06-22",4.19
"875","2010-06-23",4.48
"876","2010-06-24",3.85
"877","2010-06-25",3.9
"878","2010-06-28",4.01
"879","2010-06-29",3.97
"880","2010-06-30",4.01
"881","2010-07-01",3.96
"882","2010-07-02",4.14
"883","2010-07-06",3.81
"884","2010-07-07",4.17
"885","2010-07-08",3.9
"886","2010-07-09",4.01
"887","2010-07-12",4.02
"888","2010-07-13",4
"889","2010-07-14",3.85
"890","2010-07-15",3.87
"891","2010-07-16",3.72
"892","2010-07-19",3.63
"893","2010-07-20",3.55
"894","2010-07-21",3.43
"895","2010-07-22",3.45
"896","2010-07-23",3.78
"897","2010-07-26",4.06
"898","2010-07-27",3.62
"899","2010-07-28",3.69
"900","2010-07-29",3.66
"901","2010-07-30",3.53
"902","2010-08-02",3.74
"903","2010-08-03",3.74
"904","2010-08-04",3.76
"905","2010-08-05",3.9
"906","2010-08-06",3.83
"907","2010-08-09",3.8
"908","2010-08-10",4.19
"909","2010-08-11",3.84
"910","2010-08-12",3.81
"911","2010-08-13",3.95
"912","2010-08-16",3.73
"913","2010-08-17",3.52
"914","2010-08-18",3.63
"915","2010-08-19",3.66
"916","2010-08-20",3.59
"917","2010-08-23",3.49
"918","2010-08-24",3.13
"919","2010-08-25",3.11
"920","2010-08-26",3.25
"921","2010-08-27",3.57
"922","2010-08-30",3.56
"923","2010-08-31",3.58
"924","2010-09-01",3.59
"925","2010-09-02",3.5
"926","2010-09-03",3.52
"927","2010-09-07",3.53
"928","2010-09-08",3.35
"929","2010-09-09",3.33
"930","2010-09-10",3.35
"931","2010-09-13",3.27
"932","2010-09-14",3.42
"933","2010-09-15",3.28
"934","2010-09-16",3.13
"935","2010-09-17",3.18
"936","2010-09-20",3.18
"937","2010-09-21",3.23
"938","2010-09-22",3.19
"939","2010-09-23",3.14
"940","2010-09-24",3.24
"941","2010-09-27",3.12
"942","2010-09-28",3.12
"943","2010-09-29",3.05
"944","2010-09-30",3.1
"945","2010-10-01",3.06
"946","2010-10-04",3.11
"947","2010-10-05",3.16
"948","2010-10-06",3.2
"949","2010-10-07",3.12
"950","2010-10-08",3.06
"951","2010-10-11",3.08
"952","2010-10-12",3.1
"953","2010-10-13",3.1
"954","2010-10-14",3.1
"955","2010-10-15",3.1
"956","2010-10-18",3.33
"957","2010-10-19",3.32
"958","2010-10-20",3.31
"959","2010-10-21",3.32
"960","2010-10-22",3.25
"961","2010-10-25",3.18
"962","2010-10-26",3.27
"963","2010-10-27",3.33
"964","2010-10-28",3.45
"965","2010-10-29",3.29
"966","2010-11-01",3.47
"967","2010-11-02",3.43
"968","2010-11-03",3.36
"969","2010-11-04",3.74
"970","2010-11-05",3.74
"971","2010-11-08",3.8
"972","2010-11-09",4.3
"973","2010-11-10",3.96
"974","2010-11-11",4.02
"975","2010-11-12",4
"976","2010-11-15",4.17
"977","2010-11-16",3.89
"978","2010-11-17",4
"979","2010-11-18",3.9
"980","2010-11-19",3.76
"981","2010-11-22",3.54
"982","2010-11-23",3.41
"983","2010-11-24",3.24
"984","2010-11-26",3.16
"985","2010-11-29",3.43
"986","2010-11-30",3.34
"987","2010-12-01",3.67
"988","2010-12-02",3.42
"989","2010-12-03",3.47
"990","2010-12-06",3.41
"991","2010-12-07",3.33
"992","2010-12-08",3.43
"993","2010-12-09",3.38
"994","2010-12-10",3.45
"995","2010-12-13",3.39
"996","2010-12-14",3.46
"997","2010-12-15",3.51
"998","2010-12-16",3.52
"999","2010-12-17",3.54
"1000","2010-12-20",3.82
"1001","2010-12-21",3.97
"1002","2010-12-22",3.95
