"","date","ECHO"
"356","2011-03-02",12.19
"357","2011-03-03",12.5
"358","2011-03-04",12.49
"359","2011-03-07",12.26
"360","2011-03-08",12.48
"361","2011-03-09",12.5
"362","2011-03-10",12.35
"363","2011-03-11",12.48
"364","2011-03-14",12.29
"365","2011-03-15",12.25
"366","2011-03-16",12.21
"367","2011-03-17",12.28
"368","2011-03-18",12.43
"369","2011-03-21",12.54
"370","2011-03-22",12.52
"371","2011-03-23",12.54
"372","2011-03-24",12.41
"373","2011-03-25",12.25
"374","2011-03-28",12.43
"375","2011-03-29",12.47
"376","2011-03-30",12.65
"377","2011-03-31",13.13
"378","2011-04-01",13.17
"379","2011-04-04",13.21
"380","2011-04-05",13.22
"381","2011-04-06",13.44
"382","2011-04-07",13.28
"383","2011-04-08",13.38
"384","2011-04-11",13.33
"385","2011-04-12",13.39
"386","2011-04-13",13.49
"387","2011-04-14",13.46
"388","2011-04-15",13.71
"389","2011-04-18",13.7
"390","2011-04-19",13.51
"391","2011-04-20",13.47
"392","2011-04-21",13.63
"393","2011-04-25",13.6
"394","2011-04-26",13.83
"395","2011-04-27",13.84
"396","2011-04-28",13.9
"397","2011-04-29",13.91
"398","2011-05-02",13.8
"399","2011-05-03",13.63
"400","2011-05-04",13.84
"401","2011-05-05",14.79
"402","2011-05-06",14.39
"403","2011-05-09",14.42
"404","2011-05-10",14.97
"405","2011-05-11",14.87
"406","2011-05-12",14.95
"407","2011-05-13",14.93
"408","2011-05-16",14.92
"409","2011-05-17",14.49
"410","2011-05-18",14.49
"411","2011-05-19",14.47
"412","2011-05-20",14.52
"413","2011-05-23",14.6
"414","2011-05-24",14.3
"415","2011-05-25",14.49
"416","2011-05-26",14.6
"417","2011-05-27",14.67
"418","2011-05-31",14.9
"419","2011-06-01",15.02
"420","2011-06-02",14.73
"421","2011-06-03",14.8
"422","2011-06-06",14.26
"423","2011-06-07",14.55
"424","2011-06-08",14.3
"425","2011-06-09",14.48
"426","2011-06-10",14.17
"427","2011-06-13",14.21
"428","2011-06-14",14.52
"429","2011-06-15",14.48
"430","2011-06-16",15
"431","2011-06-17",15.27
"432","2011-06-20",16.139999
"433","2011-06-21",16.870001
"434","2011-06-22",16.91
"435","2011-06-23",16.690001
"436","2011-06-24",16.67
"437","2011-06-27",16.75
"438","2011-06-28",16.719999
"439","2011-06-29",17.76
"440","2011-06-30",17.75
"441","2011-07-01",17.889999
"442","2011-07-05",18.07
"443","2011-07-06",17.98
"444","2011-07-07",17.719999
"445","2011-07-08",17.01
"446","2011-07-11",16.969999
"447","2011-07-12",16.77
"448","2011-07-13",17.129999
"449","2011-07-14",17.219999
"450","2011-07-15",17.030001
"451","2011-07-18",16.27
"452","2011-07-19",15.85
"453","2011-07-20",15.36
"454","2011-07-21",15.59
"455","2011-07-22",15.61
"456","2011-07-25",15.9
"457","2011-07-26",15.59
"458","2011-07-27",14.75
"459","2011-07-28",15.22
"460","2011-07-29",14.97
"461","2011-08-01",15.02
"462","2011-08-02",14.4
"463","2011-08-03",14.81
"464","2011-08-04",13.76
"465","2011-08-05",13.64
"466","2011-08-08",12.47
"467","2011-08-09",13.86
"468","2011-08-10",13.24
"469","2011-08-11",13.44
"470","2011-08-12",13.91
"471","2011-08-15",14.39
"472","2011-08-16",13.87
"473","2011-08-17",13.7
"474","2011-08-18",12.79
"475","2011-08-19",12.3
"476","2011-08-22",12.42
"477","2011-08-23",13.47
"478","2011-08-24",13.67
"479","2011-08-25",13.37
"480","2011-08-26",13.3
"481","2011-08-29",14.16
"482","2011-08-30",13.81
"483","2011-08-31",14
"484","2011-09-01",13.52
"485","2011-09-02",13.24
"486","2011-09-06",12.88
"487","2011-09-07",13.03
"488","2011-09-08",12.86
"489","2011-09-09",12.49
"490","2011-09-12",13.13
"491","2011-09-13",13.34
"492","2011-09-14",13.55
"493","2011-09-15",13.39
"494","2011-09-16",13.5
"495","2011-09-19",13.3
"496","2011-09-20",13.25
"497","2011-09-21",13.18
"498","2011-09-22",12.8
"499","2011-09-23",13.18
"500","2011-09-26",13.09
"501","2011-09-27",13.12
"502","2011-09-28",12.75
"503","2011-09-29",13.31
"504","2011-09-30",13.3
"505","2011-10-03",12.01
"506","2011-10-04",12.71
"507","2011-10-05",12.97
"508","2011-10-06",13.62
"509","2011-10-07",13.01
"510","2011-10-10",13.17
"511","2011-10-11",13.14
"512","2011-10-12",13.64
"513","2011-10-13",14.05
"514","2011-10-14",14.56
"515","2011-10-17",13.73
"516","2011-10-18",14.16
"517","2011-10-19",13.95
"518","2011-10-20",14.18
"519","2011-10-21",14.72
"520","2011-10-24",14.8
"521","2011-10-25",14.53
"522","2011-10-26",14.48
"523","2011-10-27",15.21
"524","2011-10-28",15.3
"525","2011-10-31",15.44
"526","2011-11-01",15.68
"527","2011-11-02",15.85
"528","2011-11-03",15.99
"529","2011-11-04",15.67
"530","2011-11-07",15.73
"531","2011-11-08",15.96
"532","2011-11-09",15.38
"533","2011-11-10",15.54
"534","2011-11-11",15.93
"535","2011-11-14",15.99
"536","2011-11-15",16.16
"537","2011-11-16",15.89
"538","2011-11-17",15.97
"539","2011-11-18",15.77
"540","2011-11-21",15.74
"541","2011-11-22",15.69
"542","2011-11-23",15.5
"543","2011-11-25",15.19
"544","2011-11-28",15.65
"545","2011-11-29",15.19
"546","2011-11-30",15.72
"547","2011-12-01",15.42
"548","2011-12-02",15.74
"549","2011-12-05",16.34
"550","2011-12-06",16.65
"551","2011-12-07",16.629999
"552","2011-12-08",16.200001
"553","2011-12-09",16.49
"554","2011-12-12",16.66
"555","2011-12-13",16.76
"556","2011-12-14",16.84
"557","2011-12-15",16.9
"558","2011-12-16",16.950001
"559","2011-12-19",16.24
"560","2011-12-20",16.799999
"561","2011-12-21",16.799999
"562","2011-12-22",16.75
"563","2011-12-23",16.790001
"564","2011-12-27",16.68
"565","2011-12-28",16.030001
"566","2011-12-29",16.18
"567","2011-12-30",16.15
"568","2012-01-03",16.34
"569","2012-01-04",15.9
"570","2012-01-05",15.76
"571","2012-01-06",16.059999
"572","2012-01-09",15.76
"573","2012-01-10",15.89
"574","2012-01-11",16.370001
"575","2012-01-12",16.65
"576","2012-01-13",16.49
"577","2012-01-17",16.35
"578","2012-01-18",16.950001
"579","2012-01-19",16.9
"580","2012-01-20",17.309999
"581","2012-01-23",17.33
"582","2012-01-24",17.389999
"583","2012-01-25",17.32
"584","2012-01-26",17.25
"585","2012-01-27",17.209999
"586","2012-01-30",16.85
"587","2012-01-31",16.75
"588","2012-02-01",16.780001
"589","2012-02-02",16.77
"590","2012-02-03",17.280001
"591","2012-02-06",17.32
"592","2012-02-07",17.59
"593","2012-02-08",17.83
"594","2012-02-09",17.6
"595","2012-02-10",17.6
"596","2012-02-13",17.76
"597","2012-02-14",17.860001
"598","2012-02-15",18.549999
"599","2012-02-16",19.02
"600","2012-02-17",18.860001
"601","2012-02-21",18.66
"602","2012-02-22",18.5
"603","2012-02-23",18.780001
"604","2012-02-24",18.77
"605","2012-02-27",18.700001
"606","2012-02-28",19.07
"607","2012-02-29",18.6
"608","2012-03-01",18.6
"609","2012-03-02",18.719999
"610","2012-03-05",18.049999
"611","2012-03-06",18.200001
"612","2012-03-07",17.9
"613","2012-03-08",18.01
"614","2012-03-09",18.16
"615","2012-03-12",17.950001
"616","2012-03-13",17.92
"617","2012-03-14",17.790001
"618","2012-03-15",18.41
"619","2012-03-16",18.27
"620","2012-03-19",18.219999
"621","2012-03-20",17.309999
"622","2012-03-21",17.290001
"623","2012-03-22",16.84
"624","2012-03-23",17.030001
"625","2012-03-26",16.950001
"626","2012-03-27",16.74
"627","2012-03-28",16.129999
"628","2012-03-29",16.17
"629","2012-03-30",16.1
"630","2012-04-02",16.51
"631","2012-04-03",16.48
"632","2012-04-04",16.24
"633","2012-04-05",16.32
"634","2012-04-09",16.360001
"635","2012-04-10",16.35
"636","2012-04-11",16.299999
"637","2012-04-12",16.42
"638","2012-04-13",16.17
"639","2012-04-16",16.219999
"640","2012-04-17",16.379999
"641","2012-04-18",16.58
"642","2012-04-19",16.469999
"643","2012-04-20",16.68
"644","2012-04-23",16.690001
"645","2012-04-24",16.620001
"646","2012-04-25",16.950001
"647","2012-04-26",16.85
"648","2012-04-27",17.200001
"649","2012-04-30",17.030001
"650","2012-05-01",17.190001
"651","2012-05-02",17.08
"652","2012-05-03",17.120001
"653","2012-05-04",17.059999
"654","2012-05-07",17.030001
"655","2012-05-08",17.02
"656","2012-05-09",16.959999
"657","2012-05-10",17.139999
"658","2012-05-11",17.34
"659","2012-05-14",17.200001
"660","2012-05-15",17.790001
"661","2012-05-16",17.76
"662","2012-05-17",17.75
"663","2012-05-18",16.91
"664","2012-05-21",17.309999
"665","2012-05-22",16.93
"666","2012-05-23",16.77
"667","2012-05-24",16.82
"668","2012-05-25",17.01
"669","2012-05-29",17.01
"670","2012-05-30",17.02
"671","2012-05-31",17.01
"672","2012-06-01",16.76
"673","2012-06-04",16.9
"674","2012-06-05",16.879999
"675","2012-06-06",17.620001
"676","2012-06-07",17.84
"677","2012-06-08",17.74
"678","2012-06-11",18.07
"679","2012-06-12",17.950001
"680","2012-06-13",18.110001
"681","2012-06-14",17.889999
"682","2012-06-15",18.01
"683","2012-06-18",18.09
"684","2012-06-19",18.530001
"685","2012-06-20",18.51
"686","2012-06-21",18.450001
"687","2012-06-22",18.950001
"688","2012-06-25",18.860001
"689","2012-06-26",18.620001
"690","2012-06-27",18.58
"691","2012-06-28",18.66
"692","2012-06-29",19.059999
"693","2012-07-02",19.450001
"694","2012-07-03",18.4
"695","2012-07-05",18.57
"696","2012-07-06",18.57
"697","2012-07-09",18.889999
"698","2012-07-10",19
"699","2012-07-11",19.02
"700","2012-07-12",18.99
"701","2012-07-13",19.290001
"702","2012-07-16",19.43
"703","2012-07-17",18.969999
"704","2012-07-18",19.08
"705","2012-07-19",18.870001
"706","2012-07-20",17.290001
"707","2012-07-23",17.24
"708","2012-07-24",16.950001
"709","2012-07-25",16.959999
"710","2012-07-26",17.17
"711","2012-07-27",17.92
"712","2012-07-30",17.82
"713","2012-07-31",18.040001
"714","2012-08-01",17.84
"715","2012-08-02",18.139999
"716","2012-08-03",18.719999
"717","2012-08-06",18.639999
"718","2012-08-07",18.6
"719","2012-08-08",18.540001
"720","2012-08-09",18.32
"721","2012-08-10",18.43
"722","2012-08-13",18.440001
"723","2012-08-14",18.75
"724","2012-08-15",18.85
"725","2012-08-16",18.75
"726","2012-08-17",18.870001
"727","2012-08-20",19.030001
"728","2012-08-21",19.48
"729","2012-08-22",19.370001
"730","2012-08-23",19.190001
"731","2012-08-24",19.190001
"732","2012-08-27",19.290001
"733","2012-08-28",18.280001
"734","2012-08-29",18.309999
"735","2012-08-30",17.969999
"736","2012-08-31",17.709999
"737","2012-09-04",17.950001
"738","2012-09-05",18.450001
"739","2012-09-06",18.59
"740","2012-09-07",18.1
"741","2012-09-10",17.77
"742","2012-09-11",17.629999
"743","2012-09-12",17.83
"744","2012-09-13",17.860001
"745","2012-09-14",17.540001
"746","2012-09-17",17.77
"747","2012-09-18",17.77
"748","2012-09-19",17.610001
"749","2012-09-20",17.440001
"750","2012-09-21",17.5
"751","2012-09-24",17.370001
"752","2012-09-25",17.280001
"753","2012-09-26",16.809999
"754","2012-09-27",17.280001
"755","2012-09-28",17.15
"756","2012-10-01",17.65
"757","2012-10-02",17.860001
"758","2012-10-03",17.77
"759","2012-10-04",17.77
"760","2012-10-05",17.66
"761","2012-10-08",17.549999
"762","2012-10-09",17.200001
"763","2012-10-10",17.049999
"764","2012-10-11",16.959999
"765","2012-10-12",17.129999
"766","2012-10-15",17.15
"767","2012-10-16",17.309999
"768","2012-10-17",17.709999
"769","2012-10-18",17.860001
"770","2012-10-19",17.549999
"771","2012-10-22",17.530001
"772","2012-10-23",17.860001
"773","2012-10-24",17.15
"774","2012-10-25",17.07
"775","2012-10-26",16.6
"776","2012-10-31",16.809999
"777","2012-11-01",16.940001
"778","2012-11-02",16.67
"779","2012-11-05",16.809999
"780","2012-11-06",16.91
"781","2012-11-07",16.65
"782","2012-11-08",16.129999
"783","2012-11-09",16.16
"784","2012-11-12",16.110001
"785","2012-11-13",15.78
"786","2012-11-14",15.75
"787","2012-11-15",15.97
"788","2012-11-16",16.370001
"789","2012-11-19",16.969999
"790","2012-11-20",17.41
"791","2012-11-21",17.799999
"792","2012-11-23",17.77
"793","2012-11-26",18.200001
"794","2012-11-27",18.219999
"795","2012-11-28",17.65
"796","2012-11-29",17.870001
"797","2012-11-30",17.57
"798","2012-12-03",17.389999
"799","2012-12-04",17.299999
"800","2012-12-05",17.43
"801","2012-12-06",17.33
"802","2012-12-07",17.67
"803","2012-12-10",17.530001
"804","2012-12-11",17.360001
"805","2012-12-12",17.280001
"806","2012-12-13",17.24
"807","2012-12-14",17.26
"808","2012-12-17",17.219999
"809","2012-12-18",17.370001
"810","2012-12-19",17.219999
"811","2012-12-20",17.190001
"812","2012-12-21",17.440001
"813","2012-12-24",17.32
"814","2012-12-26",17.280001
"815","2012-12-27",17.48
"816","2012-12-28",17.92
"817","2012-12-31",17.969999
"818","2013-01-02",18.790001
"819","2013-01-03",18.59
"820","2013-01-04",18.450001
"821","2013-01-07",18.290001
"822","2013-01-08",18.57
"823","2013-01-09",19.07
"824","2013-01-10",19.049999
"825","2013-01-11",19.049999
"826","2013-01-14",19.5
"827","2013-01-15",19.639999
"828","2013-01-16",18.32
"829","2013-01-17",18.459999
"830","2013-01-18",18.469999
"831","2013-01-22",18.49
"832","2013-01-23",18.690001
"833","2013-01-24",18.73
"834","2013-01-25",18.780001
"835","2013-01-28",19.1
"836","2013-01-29",19.1
"837","2013-01-30",18.5
"838","2013-01-31",18.57
"839","2013-02-01",18.75
"840","2013-02-04",18.18
"841","2013-02-05",18.77
"842","2013-02-06",18.040001
"843","2013-02-07",18.48
"844","2013-02-08",18.280001
"845","2013-02-11",18.51
"846","2013-02-12",18.48
"847","2013-02-13",18.459999
"848","2013-02-14",18.459999
"849","2013-02-15",18.389999
"850","2013-02-19",18.98
"851","2013-02-20",19.440001
"852","2013-02-21",18.5
"853","2013-02-22",18.83
"854","2013-02-25",18.459999
"855","2013-02-26",18.43
"856","2013-02-27",18.290001
"857","2013-02-28",18.65
"858","2013-03-01",18.98
"859","2013-03-04",18.959999
"860","2013-03-05",19.57
"861","2013-03-06",19.73
"862","2013-03-07",19.469999
"863","2013-03-08",19.51
"864","2013-03-11",19.32
"865","2013-03-12",19.389999
"866","2013-03-13",19.68
"867","2013-03-14",19.98
"868","2013-03-15",19.82
"869","2013-03-18",19.969999
"870","2013-03-19",20.27
"871","2013-03-20",20.780001
"872","2013-03-21",20.610001
"873","2013-03-22",21.309999
"874","2013-03-25",21.690001
"875","2013-03-26",21.440001
"876","2013-03-27",21.9
"877","2013-03-28",22.120001
"878","2013-04-01",21.440001
"879","2013-04-02",21.4
"880","2013-04-03",21.139999
"881","2013-04-04",20.700001
"882","2013-04-05",21.059999
"883","2013-04-08",20.549999
"884","2013-04-09",20.82
"885","2013-04-10",21.27
"886","2013-04-11",21.299999
"887","2013-04-12",21.51
"888","2013-04-15",20.77
"889","2013-04-16",20.77
"890","2013-04-17",20.5
"891","2013-04-18",20.540001
"892","2013-04-19",20.83
"893","2013-04-22",20.24
"894","2013-04-23",20.629999
"895","2013-04-24",20.34
"896","2013-04-25",19.08
"897","2013-04-26",17.940001
"898","2013-04-29",17.559999
"899","2013-04-30",17.35
"900","2013-05-01",17.76
"901","2013-05-02",17.790001
"902","2013-05-03",17.98
"903","2013-05-06",17.969999
"904","2013-05-07",18
"905","2013-05-08",18.01
"906","2013-05-09",18.190001
"907","2013-05-10",18.24
"908","2013-05-13",18.41
"909","2013-05-14",18.82
"910","2013-05-15",19.299999
"911","2013-05-16",18.690001
"912","2013-05-17",18.629999
"913","2013-05-20",18.48
"914","2013-05-21",18.17
"915","2013-05-22",18.219999
"916","2013-05-23",18.1
"917","2013-05-24",18.24
"918","2013-05-28",18.209999
"919","2013-05-29",18
"920","2013-05-30",18.030001
"921","2013-05-31",17.870001
"922","2013-06-03",17.690001
"923","2013-06-04",17.08
"924","2013-06-05",17.200001
"925","2013-06-06",17.530001
"926","2013-06-07",17.530001
"927","2013-06-10",17.709999
"928","2013-06-11",17.700001
"929","2013-06-12",17.889999
"930","2013-06-13",18.379999
"931","2013-06-14",18.58
"932","2013-06-17",18.540001
"933","2013-06-18",18.4
"934","2013-06-19",18.4
"935","2013-06-20",18.219999
"936","2013-06-21",18.629999
"937","2013-06-24",18.639999
"938","2013-06-25",18.91
"939","2013-06-26",18.879999
"940","2013-06-27",19.209999
"941","2013-06-28",19.49
"942","2013-07-01",18.9
"943","2013-07-02",18.879999
"944","2013-07-03",18.950001
"945","2013-07-05",19.25
"946","2013-07-08",19.33
"947","2013-07-09",19.59
"948","2013-07-10",19.74
"949","2013-07-11",20.309999
"950","2013-07-12",20.32
"951","2013-07-15",20.16
"952","2013-07-16",19.799999
"953","2013-07-17",19.73
"954","2013-07-18",19.59
"955","2013-07-19",19.889999
"956","2013-07-22",20.01
"957","2013-07-23",19.959999
"958","2013-07-24",19.82
"959","2013-07-25",19.75
"960","2013-07-26",21.23
"961","2013-07-29",21.389999
"962","2013-07-30",21.85
"963","2013-07-31",21.77
"964","2013-08-01",22.469999
"965","2013-08-02",22.17
"966","2013-08-05",22.059999
"967","2013-08-06",22.17
"968","2013-08-07",22
"969","2013-08-08",21.99
"970","2013-08-09",22.049999
"971","2013-08-12",21.99
"972","2013-08-13",22.139999
"973","2013-08-14",21.99
"974","2013-08-15",21.870001
"975","2013-08-16",21.780001
"976","2013-08-19",21.85
"977","2013-08-20",21.84
"978","2013-08-21",21.43
"979","2013-08-22",21.82
"980","2013-08-23",21.49
"981","2013-08-26",21.84
"982","2013-08-27",21.65
"983","2013-08-28",21.790001
"984","2013-08-29",21.98
"985","2013-08-30",21.65
