"","date","CEPU"
"1","2018-02-02",17.700001
"2","2018-02-05",17.5
"3","2018-02-06",17.41
"4","2018-02-07",17.110001
"5","2018-02-08",16.4
"6","2018-02-09",17.35
"7","2018-02-12",16.709999
"8","2018-02-13",17.02
"9","2018-02-14",17.9
"10","2018-02-15",18.4
"11","2018-02-16",18.25
"12","2018-02-20",18.15
"13","2018-02-21",18.030001
"14","2018-02-22",17.790001
"15","2018-02-23",17.6
"16","2018-02-26",16.98
"17","2018-02-27",16.780001
"18","2018-02-28",16.66
"19","2018-03-01",16.620001
"20","2018-03-02",16.870001
"21","2018-03-05",17.02
"22","2018-03-06",17.25
"23","2018-03-07",17.18
"24","2018-03-08",16.82
"25","2018-03-09",17.190001
"26","2018-03-12",17.440001
"27","2018-03-13",17.360001
"28","2018-03-14",17.15
"29","2018-03-15",17.15
"30","2018-03-16",17.280001
"31","2018-03-19",16.969999
"32","2018-03-20",17.18
"33","2018-03-21",17.25
"34","2018-03-22",17.5
"35","2018-03-23",16.65
"36","2018-03-26",17.129999
"37","2018-03-27",17.389999
"38","2018-03-28",17.450001
"39","2018-03-29",17
"40","2018-04-02",16.809999
"41","2018-04-03",16.83
"42","2018-04-04",16.98
"43","2018-04-05",17.25
"44","2018-04-06",17.049999
"45","2018-04-09",17.15
"46","2018-04-10",17.059999
"47","2018-04-11",17.07
"48","2018-04-12",16.75
"49","2018-04-13",16.6
"50","2018-04-16",16.27
"51","2018-04-17",16.26
"52","2018-04-18",16.4
"53","2018-04-19",16.049999
"54","2018-04-20",16.16
"55","2018-04-23",16.15
"56","2018-04-24",16.040001
"57","2018-04-25",15.73
"58","2018-04-26",15.05
"59","2018-04-27",15.4
"60","2018-04-30",15.47
"61","2018-05-01",15.49
"62","2018-05-02",14.9
"63","2018-05-03",13.78
"64","2018-05-04",13.67
"65","2018-05-07",12.71
"66","2018-05-08",11.94
"67","2018-05-09",12.28
"68","2018-05-10",13.37
"69","2018-05-11",12.94
"70","2018-05-14",13.22
"71","2018-05-15",13.93
"72","2018-05-16",14.25
"73","2018-05-17",13.87
"74","2018-05-18",14.14
"75","2018-05-21",13.77
"76","2018-05-22",13.49
"77","2018-05-23",13.29
"78","2018-05-24",13.58
"79","2018-05-25",13.65
"80","2018-05-29",13.01
"81","2018-05-30",12.99
"82","2018-05-31",13.53
"83","2018-06-01",13.5
"84","2018-06-04",13.74
"85","2018-06-05",14.49
"86","2018-06-06",14.77
"87","2018-06-07",14.8
"88","2018-06-08",15.31
"89","2018-06-11",14.91
"90","2018-06-12",14.87
"91","2018-06-13",14.6
"92","2018-06-14",13.89
"93","2018-06-15",13.72
"94","2018-06-18",13.16
"95","2018-06-19",12.92
"96","2018-06-20",12.96
"97","2018-06-21",13
"98","2018-06-22",12.83
"99","2018-06-25",12.19
"100","2018-06-26",11.68
"101","2018-06-27",10.2
"102","2018-06-28",10.05
"103","2018-06-29",9.9
"104","2018-07-02",9.76
"105","2018-07-03",10.43
"106","2018-07-05",10.8
"107","2018-07-06",10.6
"108","2018-07-09",10.74
"109","2018-07-10",10.76
"110","2018-07-11",10.63
"111","2018-07-12",10.71
"112","2018-07-13",10.57
"113","2018-07-16",10.41
"114","2018-07-17",10.36
"115","2018-07-18",10.42
"116","2018-07-19",10.55
"117","2018-07-20",10.99
"118","2018-07-23",11.05
"119","2018-07-24",11.22
"120","2018-07-25",11.41
"121","2018-07-26",11.35
"122","2018-07-27",11.2
"123","2018-07-30",11.33
"124","2018-07-31",11.4
"125","2018-08-01",11.58
"126","2018-08-02",11.48
"127","2018-08-03",11.37
"128","2018-08-06",11.69
"129","2018-08-07",11.6
"130","2018-08-08",10.99
"131","2018-08-09",10.82
"132","2018-08-10",10.41
"133","2018-08-13",9.85
"134","2018-08-14",9.94
"135","2018-08-15",10.12
"136","2018-08-16",10.01
"137","2018-08-17",9.85
"138","2018-08-20",9.84
"139","2018-08-21",9.71
"140","2018-08-22",10.14
"141","2018-08-23",9.87
"142","2018-08-24",9.41
"143","2018-08-27",9.6
"144","2018-08-28",9.38
"145","2018-08-29",9.17
"146","2018-08-30",8.46
"147","2018-08-31",9.36
"148","2018-09-04",8.39
"149","2018-09-05",8.59
"150","2018-09-06",10.04
"151","2018-09-07",9.95
"152","2018-09-10",9.79
"153","2018-09-11",9.53
"154","2018-09-12",9.47
"155","2018-09-13",9.73
"156","2018-09-14",9.84
"157","2018-09-17",10.38
"158","2018-09-18",10.81
"159","2018-09-19",11.25
"160","2018-09-20",12.27
"161","2018-09-21",12.1
"162","2018-09-24",11.3
"163","2018-09-25",11.21
"164","2018-09-26",11.09
"165","2018-09-27",10.71
"166","2018-09-28",10.3
"167","2018-10-01",10.46
"168","2018-10-02",10.81
"169","2018-10-03",10.49
"170","2018-10-04",9.58
"171","2018-10-05",9.15
"172","2018-10-08",9.16
"173","2018-10-09",9.2
"174","2018-10-10",9.09
"175","2018-10-11",8.97
"176","2018-10-12",9.26
"177","2018-10-15",9.46
"178","2018-10-16",9.41
"179","2018-10-17",9.2
"180","2018-10-18",8.99
"181","2018-10-19",9.09
"182","2018-10-22",9.2
"183","2018-10-23",9
"184","2018-10-24",8.76
"185","2018-10-25",9
"186","2018-10-26",9.04
"187","2018-10-29",8.88
"188","2018-10-30",9.05
"189","2018-10-31",9.58
"190","2018-11-01",9.89
"191","2018-11-02",10.45
"192","2018-11-05",10.25
"193","2018-11-06",10.26
"194","2018-11-07",10.54
"195","2018-11-08",10.7
"196","2018-11-09",10.33
"197","2018-11-12",10.13
"198","2018-11-13",9.45
"199","2018-11-14",9.69
"200","2018-11-15",10.48
"201","2018-11-16",10.27
"202","2018-11-19",10.15
"203","2018-11-20",9.6
"204","2018-11-21",9.71
"205","2018-11-23",9.5
"206","2018-11-26",9.46
"207","2018-11-27",9.18
"208","2018-11-28",9.1
"209","2018-11-29",9.44
"210","2018-11-30",9.65
"211","2018-12-03",9.83
"212","2018-12-04",9.73
"213","2018-12-06",9.81
"214","2018-12-07",9.58
"215","2018-12-10",9.3
"216","2018-12-11",9.44
"217","2018-12-12",9.33
"218","2018-12-13",9.36
"219","2018-12-14",8.9
"220","2018-12-17",8.69
"221","2018-12-18",8.74
"222","2018-12-19",8.78
"223","2018-12-20",8.75
"224","2018-12-21",8.68
"225","2018-12-24",8.7
"226","2018-12-26",8.7
"227","2018-12-27",8.94
"228","2018-12-28",9
"229","2018-12-31",9.2
"230","2019-01-02",9.14
"231","2019-01-03",9.03
"232","2019-01-04",9.21
"233","2019-01-07",9.37
"234","2019-01-08",9.38
"235","2019-01-09",9.94
"236","2019-01-10",10
"237","2019-01-11",10.07
"238","2019-01-14",10.12
"239","2019-01-15",10.28
"240","2019-01-16",10.17
"241","2019-01-17",10.2
"242","2019-01-18",10.15
"243","2019-01-22",9.88
"244","2019-01-23",9.95
"245","2019-01-24",10.18
"246","2019-01-25",10.08
"247","2019-01-28",10.3
"248","2019-01-29",10.11
"249","2019-01-30",10.33
"250","2019-01-31",10.5
"251","2019-02-01",10.72
"252","2019-02-04",11.09
"253","2019-02-05",11.34
"254","2019-02-06",11.25
"255","2019-02-07",10.72
"256","2019-02-08",10.72
"257","2019-02-11",10.95
"258","2019-02-12",11.35
"259","2019-02-13",11.08
"260","2019-02-14",11.05
"261","2019-02-15",10.78
"262","2019-02-19",10.47
"263","2019-02-20",10.12
"264","2019-02-21",10.25
"265","2019-02-22",10.66
"266","2019-02-25",10.62
"267","2019-02-26",10.33
"268","2019-02-27",10.32
"269","2019-02-28",10.2
"270","2019-03-01",9.83
"271","2019-03-04",9.75
"272","2019-03-05",9.87
"273","2019-03-06",9.65
"274","2019-03-07",9.47
"275","2019-03-08",9.4
"276","2019-03-11",9.42
"277","2019-03-12",9.65
"278","2019-03-13",9.61
"279","2019-03-14",9.68
"280","2019-03-15",10.04
"281","2019-03-18",10.65
"282","2019-03-19",10.29
"283","2019-03-20",10.04
"284","2019-03-21",9.79
"285","2019-03-22",9.26
"286","2019-03-25",9.45
"287","2019-03-26",9.42
"288","2019-03-27",8.77
"289","2019-03-28",9.03
"290","2019-03-29",9.19
"291","2019-04-01",9.22
"292","2019-04-02",9
"293","2019-04-03",8.77
"294","2019-04-04",8.73
"295","2019-04-05",8.85
"296","2019-04-08",8.82
"297","2019-04-09",8.32
"298","2019-04-10",8.31
"299","2019-04-11",8.14
"300","2019-04-12",8.26
"301","2019-04-15",8.53
"302","2019-04-16",8.69
"303","2019-04-17",8.79
"304","2019-04-18",8.52
"305","2019-04-22",8.3
"306","2019-04-23",8.39
"307","2019-04-24",7.82
"308","2019-04-25",7.5
"309","2019-04-26",7.58
"310","2019-04-29",7.49
"311","2019-04-30",8.08
"312","2019-05-01",8.28
"313","2019-05-02",8.41
"314","2019-05-03",8.83
"315","2019-05-06",8.72
"316","2019-05-07",8.57
"317","2019-05-08",8.92
"318","2019-05-09",9.37
"319","2019-05-10",8.84
"320","2019-05-13",8.51
"321","2019-05-14",8.04
"322","2019-05-15",7.98
"323","2019-05-16",7.78
"324","2019-05-17",7.57
"325","2019-05-20",7.45
"326","2019-05-21",7.88
"327","2019-05-22",7.73
"328","2019-05-23",7.55
"329","2019-05-24",7.93
"330","2019-05-28",7.82
"331","2019-05-29",7.78
"332","2019-05-30",8.02
"333","2019-05-31",8.07
"334","2019-06-03",7.76
"335","2019-06-04",8.07
"336","2019-06-05",8.05
"337","2019-06-06",8.28
"338","2019-06-07",8.06
"339","2019-06-10",8
"340","2019-06-11",8.67
"341","2019-06-12",9.22
"342","2019-06-13",8.98
"343","2019-06-14",8.82
"344","2019-06-17",8.71
"345","2019-06-18",8.66
"346","2019-06-19",8.39
"347","2019-06-20",8.61
"348","2019-06-21",8.63
"349","2019-06-24",8.69
"350","2019-06-25",8.7
"351","2019-06-26",8.8
"352","2019-06-27",9.1
"353","2019-06-28",9.27
"354","2019-07-01",9.17
"355","2019-07-02",9.2
"356","2019-07-03",9.22
"357","2019-07-05",9.31
"358","2019-07-08",9.35
"359","2019-07-09",9.5
"360","2019-07-10",9.7
"361","2019-07-11",9.89
"362","2019-07-12",9.83
"363","2019-07-15",9.23
"364","2019-07-16",9.25
"365","2019-07-17",9.43
"366","2019-07-18",9.25
"367","2019-07-19",9.18
"368","2019-07-22",9.02
"369","2019-07-23",9.03
"370","2019-07-24",8.98
"371","2019-07-25",8.7
"372","2019-07-26",9.15
"373","2019-07-29",9.23
"374","2019-07-30",9.17
"375","2019-07-31",9.21
"376","2019-08-01",8.9
"377","2019-08-02",8.91
"378","2019-08-05",8.45
"379","2019-08-06",8.4
"380","2019-08-07",8.19
"381","2019-08-08",8.37
"382","2019-08-09",8.96
"383","2019-08-12",3.95
"384","2019-08-13",3.74
"385","2019-08-14",3.46
"386","2019-08-15",3.92
"387","2019-08-16",3.85
"388","2019-08-19",3.61
"389","2019-08-20",3.67
"390","2019-08-21",3.77
"391","2019-08-22",3.83
"392","2019-08-23",3.61
"393","2019-08-26",3.54
"394","2019-08-27",3.21
"395","2019-08-28",3.23
"396","2019-08-29",3.05
"397","2019-08-30",2.78
"398","2019-09-03",2.69
"399","2019-09-04",2.62
"400","2019-09-05",2.88
"401","2019-09-06",2.91
"402","2019-09-09",2.92
"403","2019-09-10",2.94
"404","2019-09-11",3.08
"405","2019-09-12",3.03
"406","2019-09-13",2.95
"407","2019-09-16",3.05
"408","2019-09-17",3.11
"409","2019-09-18",3.16
"410","2019-09-19",3.34
"411","2019-09-20",3.14
"412","2019-09-23",3.03
"413","2019-09-24",2.85
"414","2019-09-25",2.91
"415","2019-09-26",2.85
"416","2019-09-27",2.85
"417","2019-09-30",2.95
"418","2019-10-01",2.9
"419","2019-10-02",2.91
"420","2019-10-03",2.89
"421","2019-10-04",3.1
"422","2019-10-07",3.19
"423","2019-10-08",3.09
"424","2019-10-09",3.09
"425","2019-10-10",3.22
"426","2019-10-11",3.12
"427","2019-10-14",3.01
"428","2019-10-15",3
"429","2019-10-16",2.97
"430","2019-10-17",2.92
"431","2019-10-18",2.85
"432","2019-10-21",2.83
"433","2019-10-22",2.78
"434","2019-10-23",2.86
"435","2019-10-24",2.71
"436","2019-10-25",2.86
"437","2019-10-28",2.68
"438","2019-10-29",2.81
"439","2019-10-30",2.85
"440","2019-10-31",3.22
"441","2019-11-01",3.28
"442","2019-11-04",3.45
"443","2019-11-05",3.5
"444","2019-11-06",3.41
"445","2019-11-07",3.34
"446","2019-11-08",3.25
"447","2019-11-11",3.21
"448","2019-11-12",3.43
"449","2019-11-13",3.24
"450","2019-11-14",3.08
"451","2019-11-15",3.17
"452","2019-11-18",3.05
"453","2019-11-19",3.2
"454","2019-11-20",3.49
"455","2019-11-21",3.6
"456","2019-11-22",3.68
"457","2019-11-25",3.61
"458","2019-11-26",3.66
"459","2019-11-27",4.01
"460","2019-11-29",3.97
"461","2019-12-02",3.83
"462","2019-12-03",3.69
"463","2019-12-04",3.7
"464","2019-12-05",3.82
"465","2019-12-06",4.03
"466","2019-12-09",4.24
"467","2019-12-10",4.04
"468","2019-12-11",4.05
"469","2019-12-12",4.18
"470","2019-12-13",4.52
"471","2019-12-16",4.64
"472","2019-12-17",4.38
"473","2019-12-18",4.53
"474","2019-12-19",4.72
"475","2019-12-20",4.85
"476","2019-12-23",5.14
"477","2019-12-24",5.22
"478","2019-12-26",5.49
"479","2019-12-27",5.01
"480","2019-12-30",4.88
"481","2019-12-31",4.86
"482","2020-01-02",4.45
"483","2020-01-03",4.27
"484","2020-01-06",4.42
"485","2020-01-07",4.37
"486","2020-01-08",4.46
"487","2020-01-09",4.61
"488","2020-01-10",4.52
"489","2020-01-13",4.3
"490","2020-01-14",4.15
"491","2020-01-15",3.97
"492","2020-01-16",4.12
"493","2020-01-17",4.21
"494","2020-01-21",3.87
"495","2020-01-22",3.87
"496","2020-01-23",3.74
"497","2020-01-24",3.7
"498","2020-01-27",3.71
"499","2020-01-28",3.91
"500","2020-01-29",3.78
"501","2020-01-30",3.81
"502","2020-01-31",3.74
"503","2020-02-03",3.93
"504","2020-02-04",3.65
"505","2020-02-05",3.71
"506","2020-02-06",3.7
"507","2020-02-07",3.7
"508","2020-02-10",3.79
"509","2020-02-11",3.7
"510","2020-02-12",3.71
"511","2020-02-13",3.67
"512","2020-02-14",3.64
"513","2020-02-18",3.55
"514","2020-02-19",3.6
"515","2020-02-20",3.56
"516","2020-02-21",3.45
"517","2020-02-24",3.32
"518","2020-02-25",3.21
"519","2020-02-26",3.22
"520","2020-02-27",3.13
"521","2020-02-28",3.24
"522","2020-03-02",3.52
"523","2020-03-03",3.4
"524","2020-03-04",3.45
"525","2020-03-05",3.36
"526","2020-03-06",3.3
"527","2020-03-09",2.8
"528","2020-03-10",2.92
"529","2020-03-11",2.72
"530","2020-03-12",2.04
"531","2020-03-13",2.47
"532","2020-03-16",2.41
"533","2020-03-17",2.35
"534","2020-03-18",2.03
"535","2020-03-19",2.11
"536","2020-03-20",2.26
"537","2020-03-23",2.13
"538","2020-03-24",2.48
"539","2020-03-25",2.53
"540","2020-03-26",2.41
"541","2020-03-27",2.28
"542","2020-03-30",2.25
"543","2020-03-31",2.25
"544","2020-04-01",2.17
"545","2020-04-02",2.3
"546","2020-04-03",2.37
"547","2020-04-06",2.34
"548","2020-04-07",2.36
"549","2020-04-08",2.48
"550","2020-04-09",2.6
"551","2020-04-13",2.39
"552","2020-04-14",2.44
"553","2020-04-15",2.36
"554","2020-04-16",2.39
"555","2020-04-17",2.35
"556","2020-04-20",2.38
"557","2020-04-21",2.36
"558","2020-04-22",2.25
"559","2020-04-23",2.24
"560","2020-04-24",2.16
"561","2020-04-27",2.08
"562","2020-04-28",2.3
"563","2020-04-29",2.4
"564","2020-04-30",2.43
"565","2020-05-01",2.22
"566","2020-05-04",2.27
"567","2020-05-05",2.18
"568","2020-05-06",2.24
"569","2020-05-07",2.41
"570","2020-05-08",2.42
"571","2020-05-11",2.54
"572","2020-05-12",2.6
