"","date","GLMD"
"161","2014-10-29",6.77
"162","2014-10-30",6.67
"163","2014-10-31",6.62
"164","2014-11-03",5.7
"165","2014-11-04",5.74
"166","2014-11-05",5.51
"167","2014-11-06",5.65
"168","2014-11-07",5.93
"169","2014-11-10",5.96
"170","2014-11-11",6.01
"171","2014-11-12",6.03
"172","2014-11-13",5.945
"173","2014-11-14",5.9
"174","2014-11-17",5.83
"175","2014-11-18",5.88
"176","2014-11-19",5.45
"177","2014-11-20",5.49
"178","2014-11-21",5.88
"179","2014-11-24",5.87
"180","2014-11-25",5.88
"181","2014-11-26",5.72
"182","2014-11-28",5.9
"183","2014-12-01",5.67
"184","2014-12-02",5.75
"185","2014-12-03",5.45
"186","2014-12-04",5.38
"187","2014-12-05",5.13
"188","2014-12-08",5.07
"189","2014-12-09",5.089
"190","2014-12-10",4.81
"191","2014-12-11",5
"192","2014-12-12",4.9
"193","2014-12-15",4.91
"194","2014-12-16",4.7
"195","2014-12-17",4.675
"196","2014-12-18",5.3
"197","2014-12-19",5.52
"198","2014-12-22",5.98
"199","2014-12-23",5.8
"200","2014-12-24",5.95
"201","2014-12-26",5.71
"202","2014-12-29",6.22
"203","2014-12-30",6.04
"204","2014-12-31",5.8
"205","2015-01-02",5.83
"206","2015-01-05",6.9
"207","2015-01-06",6.67
"208","2015-01-07",7.06
"209","2015-01-08",8.49
"210","2015-01-09",8.6
"211","2015-01-12",8.7
"212","2015-01-13",8.76
"213","2015-01-14",8.54
"214","2015-01-15",7.91
"215","2015-01-16",7.539
"216","2015-01-20",7.24
"217","2015-01-21",6.76
"218","2015-01-22",6.44
"219","2015-01-23",6.41
"220","2015-01-26",6.79
"221","2015-01-27",6.858
"222","2015-01-28",6.61
"223","2015-01-29",6.39
"224","2015-01-30",6.52
"225","2015-02-02",6.55
"226","2015-02-03",6.46
"227","2015-02-04",6.4
"228","2015-02-05",6.5
"229","2015-02-06",6.5
"230","2015-02-09",6.75
"231","2015-02-10",6.828
"232","2015-02-11",6.69
"233","2015-02-12",6.774
"234","2015-02-13",6.8
"235","2015-02-17",6.9
"236","2015-02-18",6.97
"237","2015-02-19",7.7
"238","2015-02-20",8.04
"239","2015-02-23",8.41
"240","2015-02-24",9.1
"241","2015-02-25",9.76
"242","2015-02-26",9.39
"243","2015-02-27",9.49
"244","2015-03-02",9.79
"245","2015-03-03",9.35
"246","2015-03-04",8.585
"247","2015-03-05",9.62
"248","2015-03-06",9.29
"249","2015-03-09",9.02
"250","2015-03-10",9.04
"251","2015-03-11",9.38
"252","2015-03-12",9.3
"253","2015-03-13",9.26
"254","2015-03-16",9.4
"255","2015-03-17",10.92
"256","2015-03-18",11.87
"257","2015-03-19",11.65
"258","2015-03-20",13.25
"259","2015-03-23",11.64
"260","2015-03-24",10.79
"261","2015-03-25",10.24
"262","2015-03-26",10.31
"263","2015-03-27",10.03
"264","2015-03-30",9.73
"265","2015-03-31",9.42
"266","2015-04-01",8.87
"267","2015-04-02",9.39
"268","2015-04-06",8.92
"269","2015-04-07",9.06
"270","2015-04-08",8.78
"271","2015-04-09",9.1
"272","2015-04-10",9.69
"273","2015-04-13",9.16
"274","2015-04-14",8.78
"275","2015-04-15",10.5
"276","2015-04-16",11.18
"277","2015-04-17",10.99
"278","2015-04-20",9.97
"279","2015-04-21",10.12
"280","2015-04-22",10
"281","2015-04-23",9.86
"282","2015-04-24",9.14
"283","2015-04-27",9.195
"284","2015-04-28",9.58
"285","2015-04-29",9.2
"286","2015-04-30",8.35
"287","2015-05-01",8.62
"288","2015-05-04",8.79
"289","2015-05-05",8.58
"290","2015-05-06",8.8
"291","2015-05-07",9.03
"292","2015-05-08",8.75
"293","2015-05-11",8.52
"294","2015-05-12",8.56
"295","2015-05-13",8.25
"296","2015-05-14",8.41
"297","2015-05-15",8.48
"298","2015-05-18",8.625
"299","2015-05-19",8.3
"300","2015-05-20",8.25
"301","2015-05-21",8.43
"302","2015-05-22",8.76
"303","2015-05-26",9.35
"304","2015-05-27",9.93
"305","2015-05-28",10.24
"306","2015-05-29",10.57
"307","2015-06-01",11.5
"308","2015-06-02",11.85
"309","2015-06-03",10.76
"310","2015-06-04",10.65
"311","2015-06-05",10.6
"312","2015-06-08",10.01
"313","2015-06-09",10.1
"314","2015-06-10",9.88
"315","2015-06-11",9.78
"316","2015-06-12",9.86
"317","2015-06-15",10.21
"318","2015-06-16",10.07
"319","2015-06-17",10.385
"320","2015-06-18",10.54
"321","2015-06-19",10.95
"322","2015-06-22",10.87
"323","2015-06-23",11.17
"324","2015-06-24",11.2
"325","2015-06-25",10.96
"326","2015-06-26",10.45
"327","2015-06-29",9.8
"328","2015-06-30",10.06
"329","2015-07-01",10.25
"330","2015-07-02",9.73
"331","2015-07-06",10.2
"332","2015-07-07",9.87
"333","2015-07-08",9.54
"334","2015-07-09",9.86
"335","2015-07-10",10.04
"336","2015-07-13",9.94
"337","2015-07-14",10.32
"338","2015-07-15",10.03
"339","2015-07-16",10.18
"340","2015-07-17",10.43
"341","2015-07-20",10.54
"342","2015-07-21",10.5
"343","2015-07-22",10.57
"344","2015-07-23",10.26
"345","2015-07-24",10.37
"346","2015-07-27",10.07
"347","2015-07-28",10.04
"348","2015-07-29",9.84
"349","2015-07-30",10.04
"350","2015-07-31",10.13
"351","2015-08-03",9.88
"352","2015-08-04",9.67
"353","2015-08-05",9.58
"354","2015-08-06",9.13
"355","2015-08-07",8.85
"356","2015-08-10",8.9
"357","2015-08-11",8.64
"358","2015-08-12",8.75
"359","2015-08-13",9.15
"360","2015-08-14",9.18
"361","2015-08-17",8.7
"362","2015-08-18",8.83
"363","2015-08-19",8.68
"364","2015-08-20",8.51
"365","2015-08-21",8.513
"366","2015-08-24",7.5
"367","2015-08-25",7.35
"368","2015-08-26",8.74
"369","2015-08-27",8.98
"370","2015-08-28",8.81
"371","2015-08-31",8.97
"372","2015-09-01",8.93
"373","2015-09-02",8.3
"374","2015-09-03",8.08
"375","2015-09-04",8.45
"376","2015-09-08",8.1
"377","2015-09-09",8.02
"378","2015-09-10",8.39
"379","2015-09-11",8.54
"380","2015-09-14",8.95
"381","2015-09-15",8.85
"382","2015-09-16",8.3
"383","2015-09-17",8.34
"384","2015-09-18",8.58
"385","2015-09-21",9.02
"386","2015-09-22",8.85
"387","2015-09-23",8.62
"388","2015-09-24",8.76
"389","2015-09-25",8.74
"390","2015-09-28",8.02
"391","2015-09-29",7.41
"392","2015-09-30",7.43
"393","2015-10-01",7.54
"394","2015-10-02",7.44
"395","2015-10-05",8.22
"396","2015-10-06",8
"397","2015-10-07",7.82
"398","2015-10-08",8.89
"399","2015-10-09",9.01
"400","2015-10-12",8.83
"401","2015-10-13",9.77
"402","2015-10-14",9.49
"403","2015-10-15",9.56
"404","2015-10-16",9.99
"405","2015-10-19",9.82
"406","2015-10-20",10
"407","2015-10-21",9.51
"408","2015-10-22",9.39
"409","2015-10-23",10.01
"410","2015-10-26",9.47
"411","2015-10-27",9.47
"412","2015-10-28",9.5
"413","2015-10-29",9.56
"414","2015-10-30",9.62
"415","2015-11-02",9.87
"416","2015-11-03",9.93
"417","2015-11-04",9.855
"418","2015-11-05",9.83
"419","2015-11-06",9.53
"420","2015-11-09",9.81
"421","2015-11-10",9.755
"422","2015-11-11",9.45
"423","2015-11-12",8.89
"424","2015-11-13",8.81
"425","2015-11-16",8.62
"426","2015-11-17",8.58
"427","2015-11-18",8.55
"428","2015-11-19",8.22
"429","2015-11-20",8.65
"430","2015-11-23",8.75
"431","2015-11-24",8.99
"432","2015-11-25",9.54
"433","2015-11-27",9.4
"434","2015-11-30",9.39
"435","2015-12-01",9.18
"436","2015-12-02",8.82
"437","2015-12-03",8.42
"438","2015-12-04",8.25
"439","2015-12-07",8.11
"440","2015-12-08",8.14
"441","2015-12-09",8.2
"442","2015-12-10",8.19
"443","2015-12-11",8.03
"444","2015-12-14",8.03
"445","2015-12-15",7.91
"446","2015-12-16",8.45
"447","2015-12-17",8.45
"448","2015-12-18",8.65
"449","2015-12-21",8.78
"450","2015-12-22",8.55
"451","2015-12-23",8.5
"452","2015-12-24",8.52
"453","2015-12-28",8.15
"454","2015-12-29",7.72
"455","2015-12-30",7.68
"456","2015-12-31",7.61
"457","2016-01-04",7.55
"458","2016-01-05",7.65
"459","2016-01-06",7.63
"460","2016-01-07",7.49
"461","2016-01-08",7.155
"462","2016-01-11",5.9
"463","2016-01-12",5.9
"464","2016-01-13",5.3
"465","2016-01-14",5.3
"466","2016-01-15",5.51
"467","2016-01-19",5.78
"468","2016-01-20",7.04
"469","2016-01-21",7.11
"470","2016-01-22",7.49
"471","2016-01-25",7.5
"472","2016-01-26",7.07
"473","2016-01-27",6.43
"474","2016-01-28",6.05
"475","2016-01-29",6.25
"476","2016-02-01",6.06
"477","2016-02-02",6.21
"478","2016-02-03",5.94
"479","2016-02-04",6.42
"480","2016-02-05",6.082
"481","2016-02-08",5.5
"482","2016-02-09",5.1
"483","2016-02-10",5.03
"484","2016-02-11",4.785
"485","2016-02-12",4.78
"486","2016-02-16",5.06
"487","2016-02-17",5.05
"488","2016-02-18",5.38
"489","2016-02-19",5.17
"490","2016-02-22",4.95
"491","2016-02-23",4.86
"492","2016-02-24",4.453
"493","2016-02-25",4.45
"494","2016-02-26",5.13
"495","2016-02-29",4.61
"496","2016-03-01",4.61
"497","2016-03-02",4.945
"498","2016-03-03",4.97
"499","2016-03-04",5.12
"500","2016-03-07",5.18
"501","2016-03-08",4.67
"502","2016-03-09",4.71
"503","2016-03-10",4.59
"504","2016-03-11",4.753
"505","2016-03-14",4.42
"506","2016-03-15",3.985
"507","2016-03-16",3.88
"508","2016-03-17",3.76
"509","2016-03-18",4.5
"510","2016-03-21",4.73
"511","2016-03-22",4.46
"512","2016-03-23",4.07
"513","2016-03-24",4.44
"514","2016-03-28",4.79
"515","2016-03-29",4.65
"516","2016-03-30",4.8
"517","2016-03-31",4.93
"518","2016-04-01",5.05
"519","2016-04-04",5.35
"520","2016-04-05",5.06
"521","2016-04-06",7.33
"522","2016-04-07",7.38
"523","2016-04-08",6.7
"524","2016-04-11",6.03
"525","2016-04-12",6.47
"526","2016-04-13",6.42
"527","2016-04-14",6.51
"528","2016-04-15",6.72
"529","2016-04-18",6.57
"530","2016-04-19",6.65
"531","2016-04-20",6.38
"532","2016-04-21",6.25
"533","2016-04-22",6.43
"534","2016-04-25",6.23
"535","2016-04-26",6.21
"536","2016-04-27",6.2
"537","2016-04-28",6.04
"538","2016-04-29",6.25
"539","2016-05-02",5.88
"540","2016-05-03",5.77
"541","2016-05-04",5.25
"542","2016-05-05",4.9
"543","2016-05-06",4.94
"544","2016-05-09",5.04
"545","2016-05-10",5.44
"546","2016-05-11",5.55
"547","2016-05-12",5.41
"548","2016-05-13",5.03
"549","2016-05-16",5.38
"550","2016-05-17",5.29
"551","2016-05-18",5.11
"552","2016-05-19",4.91
"553","2016-05-20",4.83
"554","2016-05-23",4.55
"555","2016-05-24",4.47
"556","2016-05-25",4.41
"557","2016-05-26",4.125
"558","2016-05-27",3.92
"559","2016-05-31",4.19
"560","2016-06-01",4.11
"561","2016-06-02",4.15
"562","2016-06-03",4.1
"563","2016-06-06",4.03
"564","2016-06-07",4.14
"565","2016-06-08",4.36
"566","2016-06-09",4.361
"567","2016-06-10",4.45
"568","2016-06-13",4.58
"569","2016-06-14",4.9
"570","2016-06-15",4.88
"571","2016-06-16",4.73
"572","2016-06-17",4.77
"573","2016-06-20",4.72
"574","2016-06-21",4.85
"575","2016-06-22",4.79
"576","2016-06-23",4.91
"577","2016-06-24",4.77
"578","2016-06-27",4.25
"579","2016-06-28",4.54
"580","2016-06-29",4.58
"581","2016-06-30",4.49
"582","2016-07-01",4.43
"583","2016-07-05",4.37
"584","2016-07-06",4.31
"585","2016-07-07",4.35
"586","2016-07-08",4.45
"587","2016-07-11",4.51
"588","2016-07-12",4.4
"589","2016-07-13",4.32
"590","2016-07-14",4.29
"591","2016-07-15",4.4
"592","2016-07-18",4.27
"593","2016-07-19",4.25
"594","2016-07-20",4.15
"595","2016-07-21",4.16
"596","2016-07-22",4.22
"597","2016-07-25",4.3
"598","2016-07-26",4.15
"599","2016-07-27",4.17
"600","2016-07-28",4.15
"601","2016-07-29",4.27
"602","2016-08-01",4.29
"603","2016-08-02",4.13
"604","2016-08-03",4.13
"605","2016-08-04",4.24
"606","2016-08-05",4.15
"607","2016-08-08",4.17
"608","2016-08-09",4.17
"609","2016-08-10",4.14
"610","2016-08-11",4.13
"611","2016-08-12",4.06
"612","2016-08-15",4.03
"613","2016-08-16",4.14
"614","2016-08-17",4.08
"615","2016-08-18",4.01
"616","2016-08-19",3.99
"617","2016-08-22",3.89
"618","2016-08-23",3.952
"619","2016-08-24",3.85
"620","2016-08-25",3.7
"621","2016-08-26",3.78
"622","2016-08-29",3.97
"623","2016-08-30",3.81
"624","2016-08-31",3.85
"625","2016-09-01",3.799
"626","2016-09-02",3.85
"627","2016-09-06",3.96
"628","2016-09-07",3.93
"629","2016-09-08",3.97
"630","2016-09-09",3.8
"631","2016-09-12",3.63
"632","2016-09-13",3.65
"633","2016-09-14",3.6
"634","2016-09-15",3.62
"635","2016-09-16",3.68
"636","2016-09-19",3.675
"637","2016-09-20",4.61
"638","2016-09-21",4.64
"639","2016-09-22",5.5
"640","2016-09-23",5.22
"641","2016-09-26",5.3
"642","2016-09-27",5.2
"643","2016-09-28",4.91
"644","2016-09-29",4.6
"645","2016-09-30",4.44
"646","2016-10-03",4.56
"647","2016-10-04",4.51
"648","2016-10-05",4.62
"649","2016-10-06",4.37
"650","2016-10-07",4.3
"651","2016-10-10",4.4
"652","2016-10-11",4.18
"653","2016-10-12",3.96
"654","2016-10-13",3.84
"655","2016-10-14",3.93
"656","2016-10-17",3.85
"657","2016-10-18",4.11
"658","2016-10-19",4
"659","2016-10-20",3.912
"660","2016-10-21",3.88
"661","2016-10-24",3.97
"662","2016-10-25",3.75
"663","2016-10-26",3.69
"664","2016-10-27",3.62
"665","2016-10-28",3.59
"666","2016-10-31",3.4
"667","2016-11-01",3.19
"668","2016-11-02",3.06
"669","2016-11-03",2.85
"670","2016-11-04",3.08
"671","2016-11-07",3.19
"672","2016-11-08",3.43
"673","2016-11-09",3.27
"674","2016-11-10",3.49
"675","2016-11-11",3.55
"676","2016-11-14",3.64
"677","2016-11-15",3.66
"678","2016-11-16",3.69
"679","2016-11-17",3.7
"680","2016-11-18",3.805
"681","2016-11-21",3.97
"682","2016-11-22",3.69
"683","2016-11-23",3.63
"684","2016-11-25",3.75
"685","2016-11-28",3.68
"686","2016-11-29",3.62
"687","2016-11-30",3.51
"688","2016-12-01",3.55
"689","2016-12-02",3.721
"690","2016-12-05",3.49
"691","2016-12-06",3.465
"692","2016-12-07",3.38
"693","2016-12-08",3.51
"694","2016-12-09",3.29
"695","2016-12-12",3.24
"696","2016-12-13",3.27
"697","2016-12-14",3.21
"698","2016-12-15",3.124
"699","2016-12-16",3.16
"700","2016-12-19",3.4
"701","2016-12-20",3.79
"702","2016-12-21",3.74
"703","2016-12-22",3.59
"704","2016-12-23",3.67
"705","2016-12-27",3.652
"706","2016-12-28",3.67
"707","2016-12-29",3.74
"708","2016-12-30",3.51
"709","2017-01-03",3.63
"710","2017-01-04",3.76
"711","2017-01-05",3.79
"712","2017-01-06",4.07
"713","2017-01-09",4.05
"714","2017-01-10",4.15
"715","2017-01-11",3.91
"716","2017-01-12",3.97
"717","2017-01-13",4.11
"718","2017-01-17",4.1
"719","2017-01-18",4.19
"720","2017-01-19",4.22
"721","2017-01-20",4.2
"722","2017-01-23",4.08
"723","2017-01-24",3.94
"724","2017-01-25",3.93
"725","2017-01-26",3.95
"726","2017-01-27",4.08
"727","2017-01-30",4.05
"728","2017-01-31",4.08
"729","2017-02-01",4.13
"730","2017-02-02",4.22
"731","2017-02-03",4.44
"732","2017-02-06",4.66
"733","2017-02-07",4.57
"734","2017-02-08",4.58
"735","2017-02-09",4.57
"736","2017-02-10",4.51
"737","2017-02-13",4.66
"738","2017-02-14",4.15
"739","2017-02-15",4.11
"740","2017-02-16",4.2
"741","2017-02-17",4.19
"742","2017-02-21",4.25
"743","2017-02-22",4.09
"744","2017-02-23",4.18
"745","2017-02-24",4.3
"746","2017-02-27",4.95
"747","2017-02-28",5.199
"748","2017-03-01",5.08
"749","2017-03-02",4.92
"750","2017-03-03",5
"751","2017-03-06",4.84
"752","2017-03-07",4.68
"753","2017-03-08",4.8
"754","2017-03-09",4.8
"755","2017-03-10",4.98
"756","2017-03-13",4.83
"757","2017-03-14",4.89
"758","2017-03-15",4.78
"759","2017-03-16",5
"760","2017-03-17",5.03
"761","2017-03-20",5.01
"762","2017-03-21",4.78
"763","2017-03-22",4.63
"764","2017-03-23",4.64
"765","2017-03-24",4.47
"766","2017-03-27",4.58
"767","2017-03-28",4.73
"768","2017-03-29",4.61
"769","2017-03-30",4.71
"770","2017-03-31",4.89
"771","2017-04-03",4.77
"772","2017-04-04",4.79
"773","2017-04-05",4.66
"774","2017-04-06",4.89
"775","2017-04-07",4.75
"776","2017-04-10",5.06
"777","2017-04-11",5.037
"778","2017-04-12",4.88
"779","2017-04-13",4.91
"780","2017-04-17",5.137
"781","2017-04-18",5.1
"782","2017-04-19",5.03
"783","2017-04-20",5
"784","2017-04-21",5.08
"785","2017-04-24",5.16
"786","2017-04-25",5.01
"787","2017-04-26",5
"788","2017-04-27",5.14
"789","2017-04-28",5.18
"790","2017-05-01",5.06
"791","2017-05-02",5.01
"792","2017-05-03",5.09
"793","2017-05-04",5.15
"794","2017-05-05",5.12
"795","2017-05-08",4.91
"796","2017-05-09",4.61
"797","2017-05-10",4.87
"798","2017-05-11",4.88
"799","2017-05-12",4.84
"800","2017-05-15",4.73
"801","2017-05-16",4.9
"802","2017-05-17",4.84
"803","2017-05-18",4.91
"804","2017-05-19",4.93
"805","2017-05-22",4.98
"806","2017-05-23",5
"807","2017-05-24",5
"808","2017-05-25",4.86
"809","2017-05-26",5.07
"810","2017-05-30",4.86
"811","2017-05-31",5.05
"812","2017-06-01",5.02
"813","2017-06-02",5.06
"814","2017-06-05",5.04
"815","2017-06-06",5.01
"816","2017-06-07",4.96
"817","2017-06-08",4.97
"818","2017-06-09",4.89
"819","2017-06-12",4.94
"820","2017-06-13",5.16
"821","2017-06-14",5.95
"822","2017-06-15",6.03
"823","2017-06-16",6.92
"824","2017-06-19",6.87
"825","2017-06-20",6.4
"826","2017-06-21",6.28
"827","2017-06-22",5.87
"828","2017-06-23",6.01
"829","2017-06-26",6.02
"830","2017-06-27",6.02
"831","2017-06-28",6.34
"832","2017-06-29",6.29
"833","2017-06-30",6.201
"834","2017-07-03",6.5
"835","2017-07-05",6.31
"836","2017-07-06",6.42
"837","2017-07-07",6.5
"838","2017-07-10",6.62
"839","2017-07-11",6.78
"840","2017-07-12",6.8
"841","2017-07-13",6.71
"842","2017-07-14",6.85
"843","2017-07-17",6.53
"844","2017-07-18",6.51
"845","2017-07-19",6.56
"846","2017-07-20",6.57
"847","2017-07-21",6.69
"848","2017-07-24",7.74
"849","2017-07-25",7.76
"850","2017-07-26",8.21
"851","2017-07-27",7.77
"852","2017-07-28",7.79
"853","2017-07-31",7.05
"854","2017-08-01",7.1
"855","2017-08-02",7.14
"856","2017-08-03",7.18
"857","2017-08-04",7.11
"858","2017-08-07",7.13
"859","2017-08-08",7.93
"860","2017-08-09",8.25
"861","2017-08-10",8.09
"862","2017-08-11",8.18
"863","2017-08-14",8.4
"864","2017-08-15",8.3
"865","2017-08-16",8.31
"866","2017-08-17",8
"867","2017-08-18",7.62
"868","2017-08-21",7.44
"869","2017-08-22",7.47
"870","2017-08-23",7.39
"871","2017-08-24",7.36
"872","2017-08-25",7.97
"873","2017-08-28",8.18
"874","2017-08-29",8
"875","2017-08-30",8.03
"876","2017-08-31",8.11
"877","2017-09-01",8
"878","2017-09-05",8
"879","2017-09-06",7.6
"880","2017-09-07",7.78
"881","2017-09-08",7.99
"882","2017-09-11",7.8
"883","2017-09-12",8
"884","2017-09-13",7.83
"885","2017-09-14",7.77
"886","2017-09-15",7.83
"887","2017-09-18",7.98
"888","2017-09-19",8.16
"889","2017-09-20",8.57
"890","2017-09-21",8.65
"891","2017-09-22",9.29
"892","2017-09-25",9.15
"893","2017-09-26",9.15
"894","2017-09-27",9.18
"895","2017-09-28",9.15
"896","2017-09-29",9.14
"897","2017-10-02",9.02
"898","2017-10-03",8.81
"899","2017-10-04",8.79
"900","2017-10-05",9.2
"901","2017-10-06",9.32
"902","2017-10-09",8.9
"903","2017-10-10",8.9
"904","2017-10-11",9.05
"905","2017-10-12",9.1
"906","2017-10-13",8.87
"907","2017-10-16",8.76
"908","2017-10-17",8.12
"909","2017-10-18",7.78
"910","2017-10-19",7.53
"911","2017-10-20",7.52
"912","2017-10-23",7.67
"913","2017-10-24",8.06
"914","2017-10-25",8.25
"915","2017-10-26",8.11
"916","2017-10-27",8.27
"917","2017-10-30",8.19
"918","2017-10-31",8.2
"919","2017-11-01",8
"920","2017-11-02",7.82
"921","2017-11-03",7.72
"922","2017-11-06",7.48
"923","2017-11-07",7.29
"924","2017-11-08",6.83
"925","2017-11-09",6.85
"926","2017-11-10",6.78
"927","2017-11-13",7.6
"928","2017-11-14",7.38
"929","2017-11-15",7.21
"930","2017-11-16",7.65
"931","2017-11-17",7.81
"932","2017-11-20",8.13
"933","2017-11-21",8
"934","2017-11-22",8.03
"935","2017-11-24",8.1
"936","2017-11-27",7.91
"937","2017-11-28",7.78
"938","2017-11-29",7.96
"939","2017-11-30",8.04
"940","2017-12-01",7.97
"941","2017-12-04",7.95
"942","2017-12-05",8.02
"943","2017-12-06",8.14
"944","2017-12-07",8.1
"945","2017-12-08",8.09
"946","2017-12-11",8.23
"947","2017-12-12",8.31
"948","2017-12-13",8.79
"949","2017-12-14",9.04
"950","2017-12-15",9
"951","2017-12-18",8.93
"952","2017-12-19",8.72
"953","2017-12-20",8.37
"954","2017-12-21",8.61
"955","2017-12-22",8.84
"956","2017-12-26",8.7
"957","2017-12-27",8.54
"958","2017-12-28",8.73
"959","2017-12-29",9.15
"960","2018-01-02",9.39
"961","2018-01-03",10.08
"962","2018-01-04",9.78
"963","2018-01-05",10.7
"964","2018-01-08",11.62
"965","2018-01-09",11.77
"966","2018-01-10",11.5
"967","2018-01-11",11.14
"968","2018-01-12",11.07
"969","2018-01-16",10.5
"970","2018-01-17",10.81
"971","2018-01-18",10.65
"972","2018-01-19",10.57
"973","2018-01-22",10.85
"974","2018-01-23",10.65
"975","2018-01-24",10.63
"976","2018-01-25",11
"977","2018-01-26",10.94
"978","2018-01-29",10.255
"979","2018-01-30",9.94
"980","2018-01-31",9.98
"981","2018-02-01",10.64
"982","2018-02-02",10.18
"983","2018-02-05",9.5
"984","2018-02-06",9.79
"985","2018-02-07",9.86
"986","2018-02-08",9.39
"987","2018-02-09",9.7
"988","2018-02-12",9.77
"989","2018-02-13",9.46
"990","2018-02-14",5.45
"991","2018-02-15",6.96
"992","2018-02-16",5.92
"993","2018-02-20",5.33
"994","2018-02-21",5.62
"995","2018-02-22",5.39
"996","2018-02-23",5.57
"997","2018-02-26",5.54
"998","2018-02-27",5.19
"999","2018-02-28",5.12
"1000","2018-03-01",5.27
"1001","2018-03-02",5.43
