"","date","PLNT"
"152","2016-03-14",14.97
"153","2016-03-15",14.91
"154","2016-03-16",15
"155","2016-03-17",14.83
"156","2016-03-18",15.41
"157","2016-03-21",15.6
"158","2016-03-22",15.55
"159","2016-03-23",15.42
"160","2016-03-24",15.6
"161","2016-03-28",15.6
"162","2016-03-29",15.86
"163","2016-03-30",15.8
"164","2016-03-31",16.24
"165","2016-04-01",15.56
"166","2016-04-04",15.71
"167","2016-04-05",15.64
"168","2016-04-06",15.42
"169","2016-04-07",15.47
"170","2016-04-08",14.94
"171","2016-04-11",15.35
"172","2016-04-12",15.43
"173","2016-04-13",15.34
"174","2016-04-14",15.44
"175","2016-04-15",15.78
"176","2016-04-18",15.73
"177","2016-04-19",15.84
"178","2016-04-20",15.65
"179","2016-04-21",15.72
"180","2016-04-22",15.61
"181","2016-04-25",15.57
"182","2016-04-26",15.71
"183","2016-04-27",15.74
"184","2016-04-28",15.29
"185","2016-04-29",15.36
"186","2016-05-02",15.29
"187","2016-05-03",15.37
"188","2016-05-04",15.31
"189","2016-05-05",15.38
"190","2016-05-06",15.2
"191","2016-05-09",15.41
"192","2016-05-10",15.62
"193","2016-05-11",15.97
"194","2016-05-12",16.299999
"195","2016-05-13",16.48
"196","2016-05-16",17.08
"197","2016-05-17",16.700001
"198","2016-05-18",16.639999
"199","2016-05-19",16.809999
"200","2016-05-20",17.049999
"201","2016-05-23",17.450001
"202","2016-05-24",17.549999
"203","2016-05-25",17.91
"204","2016-05-26",17.85
"205","2016-05-27",17.99
"206","2016-05-31",17.860001
"207","2016-06-01",17.76
"208","2016-06-02",17.9
"209","2016-06-03",17.719999
"210","2016-06-06",17.9
"211","2016-06-07",18.48
"212","2016-06-08",18.799999
"213","2016-06-09",18.83
"214","2016-06-10",18.709999
"215","2016-06-13",18.26
"216","2016-06-14",18.1
"217","2016-06-15",18.389999
"218","2016-06-16",18.76
"219","2016-06-17",19.02
"220","2016-06-20",19.49
"221","2016-06-21",18.24
"222","2016-06-22",16.91
"223","2016-06-23",19
"224","2016-06-24",18.450001
"225","2016-06-27",18.5
"226","2016-06-28",18.370001
"227","2016-06-29",19.15
"228","2016-06-30",18.879999
"229","2016-07-01",19.030001
"230","2016-07-05",18.780001
"231","2016-07-06",18.860001
"232","2016-07-07",19.290001
"233","2016-07-08",19.9
"234","2016-07-11",20.629999
"235","2016-07-12",20.799999
"236","2016-07-13",20.49
"237","2016-07-14",20.33
"238","2016-07-15",20.17
"239","2016-07-18",20.23
"240","2016-07-19",20.469999
"241","2016-07-20",20.07
"242","2016-07-21",19.85
"243","2016-07-22",20.01
"244","2016-07-25",20.23
"245","2016-07-26",20.18
"246","2016-07-27",20.32
"247","2016-07-28",20.469999
"248","2016-07-29",20.5
"249","2016-08-01",20.389999
"250","2016-08-02",20.049999
"251","2016-08-03",20.23
"252","2016-08-04",20.43
"253","2016-08-05",20.540001
"254","2016-08-08",20.719999
"255","2016-08-09",20.299999
"256","2016-08-10",20.17
"257","2016-08-11",20.33
"258","2016-08-12",22.360001
"259","2016-08-15",22.25
"260","2016-08-16",22.120001
"261","2016-08-17",21.67
"262","2016-08-18",21.620001
"263","2016-08-19",21.91
"264","2016-08-22",22.32
"265","2016-08-23",22.809999
"266","2016-08-24",22.34
"267","2016-08-25",22.02
"268","2016-08-26",22
"269","2016-08-29",21.73
"270","2016-08-30",21.92
"271","2016-08-31",21.65
"272","2016-09-01",20.9
"273","2016-09-02",21
"274","2016-09-06",21.24
"275","2016-09-07",21.309999
"276","2016-09-08",20.790001
"277","2016-09-09",20.110001
"278","2016-09-12",20.469999
"279","2016-09-13",19.85
"280","2016-09-14",19.559999
"281","2016-09-15",19.93
"282","2016-09-16",19.85
"283","2016-09-19",19.49
"284","2016-09-20",19.700001
"285","2016-09-21",19.709999
"286","2016-09-22",19.860001
"287","2016-09-23",21
"288","2016-09-26",20.18
"289","2016-09-27",20.24
"290","2016-09-28",20.110001
"291","2016-09-29",20.01
"292","2016-09-30",20.07
"293","2016-10-03",19.969999
"294","2016-10-04",19.82
"295","2016-10-05",19.98
"296","2016-10-06",19.950001
"297","2016-10-07",19.83
"298","2016-10-10",20.02
"299","2016-10-11",19.809999
"300","2016-10-12",19.85
"301","2016-10-13",19.48
"302","2016-10-14",19.51
"303","2016-10-17",19.360001
"304","2016-10-18",19.450001
"305","2016-10-19",19.549999
"306","2016-10-20",19.559999
"307","2016-10-21",19.299999
"308","2016-10-24",19.700001
"309","2016-10-25",19.58
"310","2016-10-26",20.32
"311","2016-10-27",21.459999
"312","2016-10-28",21.16
"313","2016-10-31",21.200001
"314","2016-11-01",21.09
"315","2016-11-02",20.85
"316","2016-11-03",20.700001
"317","2016-11-04",20.99
"318","2016-11-07",21.690001
"319","2016-11-08",22.200001
"320","2016-11-09",23.030001
"321","2016-11-10",23.91
"322","2016-11-11",24.540001
"323","2016-11-14",24.120001
"324","2016-11-15",24.09
"325","2016-11-16",24.120001
"326","2016-11-17",23.01
"327","2016-11-18",20.01
"328","2016-11-21",20.299999
"329","2016-11-22",20.76
"330","2016-11-23",21.360001
"331","2016-11-25",21.610001
"332","2016-11-28",20.99
"333","2016-11-29",20.700001
"334","2016-11-30",20.27
"335","2016-12-01",19.99
"336","2016-12-02",20.02
"337","2016-12-05",20.17
"338","2016-12-06",20.129999
"339","2016-12-07",20.68
"340","2016-12-08",21.08
"341","2016-12-09",21.01
"342","2016-12-12",20.690001
"343","2016-12-13",20.940001
"344","2016-12-14",20.57
"345","2016-12-15",20.389999
"346","2016-12-16",20.889999
"347","2016-12-19",20.719999
"348","2016-12-20",20.6
"349","2016-12-21",20.040001
"350","2016-12-22",19.969999
"351","2016-12-23",19.76
"352","2016-12-27",19.870001
"353","2016-12-28",19.76
"354","2016-12-29",20.049999
"355","2016-12-30",20.1
"356","2017-01-03",20.190001
"357","2017-01-04",20.209999
"358","2017-01-05",20.110001
"359","2017-01-06",20.09
"360","2017-01-09",19.959999
"361","2017-01-10",20.16
"362","2017-01-11",20.48
"363","2017-01-12",20.629999
"364","2017-01-13",20.68
"365","2017-01-17",20.690001
"366","2017-01-18",20.51
"367","2017-01-19",20
"368","2017-01-20",20.030001
"369","2017-01-23",20
"370","2017-01-24",20.51
"371","2017-01-25",21.200001
"372","2017-01-26",21.059999
"373","2017-01-27",20.85
"374","2017-01-30",20.84
"375","2017-01-31",21.040001
"376","2017-02-01",21.299999
"377","2017-02-02",21.41
"378","2017-02-03",21.389999
"379","2017-02-06",21.74
"380","2017-02-07",21.389999
"381","2017-02-08",21.5
"382","2017-02-09",21.51
"383","2017-02-10",21.49
"384","2017-02-13",21.450001
"385","2017-02-14",21.16
"386","2017-02-15",21.25
"387","2017-02-16",21.02
"388","2017-02-17",21.450001
"389","2017-02-21",21.65
"390","2017-02-22",21.17
"391","2017-02-23",20.940001
"392","2017-02-24",21.43
"393","2017-02-27",21.57
"394","2017-02-28",21.51
"395","2017-03-01",21.85
"396","2017-03-02",21.17
"397","2017-03-03",21.68
"398","2017-03-06",21.17
"399","2017-03-07",20.74
"400","2017-03-08",21.01
"401","2017-03-09",20.25
"402","2017-03-10",20.51
"403","2017-03-13",20.1
"404","2017-03-14",20.02
"405","2017-03-15",20.360001
"406","2017-03-16",20.290001
"407","2017-03-17",20.190001
"408","2017-03-20",20.25
"409","2017-03-21",20.049999
"410","2017-03-22",19.790001
"411","2017-03-23",19.629999
"412","2017-03-24",19.190001
"413","2017-03-27",19.15
"414","2017-03-28",19.139999
"415","2017-03-29",18.93
"416","2017-03-30",19.469999
"417","2017-03-31",19.27
"418","2017-04-03",19.25
"419","2017-04-04",19.16
"420","2017-04-05",19.18
"421","2017-04-06",19.309999
"422","2017-04-07",19.24
"423","2017-04-10",19.040001
"424","2017-04-11",19.209999
"425","2017-04-12",18.67
"426","2017-04-13",18.92
"427","2017-04-17",18.719999
"428","2017-04-18",18.709999
"429","2017-04-19",18.629999
"430","2017-04-20",18.65
"431","2017-04-21",18.639999
"432","2017-04-24",18.809999
"433","2017-04-25",19.110001
"434","2017-04-26",19.780001
"435","2017-04-27",20.620001
"436","2017-04-28",20.799999
"437","2017-05-01",20.469999
"438","2017-05-02",20.27
"439","2017-05-03",20.209999
"440","2017-05-04",21.01
"441","2017-05-05",20.6
"442","2017-05-08",20.92
"443","2017-05-09",20.950001
"444","2017-05-10",20.75
"445","2017-05-11",20.85
"446","2017-05-12",20.91
"447","2017-05-15",20.59
"448","2017-05-16",20.389999
"449","2017-05-17",20.139999
"450","2017-05-18",20.200001
"451","2017-05-19",20.68
"452","2017-05-22",20.940001
"453","2017-05-23",21.02
"454","2017-05-24",21.139999
"455","2017-05-25",21.48
"456","2017-05-26",21.629999
"457","2017-05-30",21.51
"458","2017-05-31",21.85
"459","2017-06-01",21.719999
"460","2017-06-02",21.49
"461","2017-06-05",21.309999
"462","2017-06-06",21.219999
"463","2017-06-07",21.67
"464","2017-06-08",21.719999
"465","2017-06-09",21.68
"466","2017-06-12",21.459999
"467","2017-06-13",21.99
"468","2017-06-14",22.299999
"469","2017-06-15",22.450001
"470","2017-06-16",22.809999
"471","2017-06-19",22.950001
"472","2017-06-20",23.02
"473","2017-06-21",23.57
"474","2017-06-22",23.950001
"475","2017-06-23",24.25
"476","2017-06-26",24.01
"477","2017-06-27",23.950001
"478","2017-06-28",23.790001
"479","2017-06-29",23.41
"480","2017-06-30",23.34
"481","2017-07-03",23.33
"482","2017-07-05",23.209999
"483","2017-07-06",22.24
"484","2017-07-07",22.68
"485","2017-07-10",22.51
"486","2017-07-11",22.73
"487","2017-07-12",22.950001
"488","2017-07-13",23.200001
"489","2017-07-14",23.24
"490","2017-07-17",23.24
"491","2017-07-18",23.24
"492","2017-07-19",22.780001
"493","2017-07-20",23.120001
"494","2017-07-21",22.799999
"495","2017-07-24",22.76
"496","2017-07-25",22.76
"497","2017-07-26",23
"498","2017-07-27",22.809999
"499","2017-07-28",22.790001
"500","2017-07-31",22.66
"501","2017-08-01",22.91
"502","2017-08-02",23.209999
"503","2017-08-03",23.469999
"504","2017-08-04",23.32
"505","2017-08-07",23.360001
"506","2017-08-08",23.209999
"507","2017-08-09",23.040001
"508","2017-08-10",25.129999
"509","2017-08-11",24.549999
"510","2017-08-14",24.280001
"511","2017-08-15",23.870001
"512","2017-08-16",24.469999
"513","2017-08-17",24.129999
"514","2017-08-18",23.530001
"515","2017-08-21",23.91
"516","2017-08-22",24.51
"517","2017-08-23",24.24
"518","2017-08-24",24.190001
"519","2017-08-25",24.82
"520","2017-08-28",24.709999
"521","2017-08-29",24.68
"522","2017-08-30",24.76
"523","2017-08-31",25.370001
"524","2017-09-01",25.17
"525","2017-09-05",24.700001
"526","2017-09-06",24.93
"527","2017-09-07",24.940001
"528","2017-09-08",24.9
"529","2017-09-11",25.200001
"530","2017-09-12",25.780001
"531","2017-09-13",25.719999
"532","2017-09-14",25.879999
"533","2017-09-15",25.790001
"534","2017-09-18",25.93
"535","2017-09-19",26.4
"536","2017-09-20",26.77
"537","2017-09-21",26.540001
"538","2017-09-22",26.91
"539","2017-09-25",26.209999
"540","2017-09-26",26.6
"541","2017-09-27",27
"542","2017-09-28",26.99
"543","2017-09-29",26.98
"544","2017-10-02",27
"545","2017-10-03",26.700001
"546","2017-10-04",26.27
"547","2017-10-05",26.27
"548","2017-10-06",26.370001
"549","2017-10-09",26.190001
"550","2017-10-10",26.42
"551","2017-10-11",26.65
"552","2017-10-12",26.83
"553","2017-10-13",26.209999
"554","2017-10-16",26.08
"555","2017-10-17",26.030001
"556","2017-10-18",26.129999
"557","2017-10-19",26.030001
"558","2017-10-20",26.530001
"559","2017-10-23",26.540001
"560","2017-10-24",26.27
"561","2017-10-25",26.35
"562","2017-10-26",25.950001
"563","2017-10-27",25.9
"564","2017-10-30",26.16
"565","2017-10-31",26.639999
"566","2017-11-01",26.51
"567","2017-11-02",26.24
"568","2017-11-03",26.82
"569","2017-11-06",26.799999
"570","2017-11-07",25.59
"571","2017-11-08",30.030001
"572","2017-11-09",29.299999
"573","2017-11-10",30.120001
"574","2017-11-13",30.33
"575","2017-11-14",30.24
"576","2017-11-15",30.219999
"577","2017-11-16",30.530001
"578","2017-11-17",30.08
"579","2017-11-20",30.15
"580","2017-11-21",31.120001
"581","2017-11-22",31.190001
"582","2017-11-24",31.299999
"583","2017-11-27",31.290001
"584","2017-11-28",31.59
"585","2017-11-29",32.060001
"586","2017-11-30",32.369999
"587","2017-12-01",31.68
"588","2017-12-04",31.389999
"589","2017-12-05",31.76
"590","2017-12-06",31.67
"591","2017-12-07",32.290001
"592","2017-12-08",32.139999
"593","2017-12-11",31.51
"594","2017-12-12",31.120001
"595","2017-12-13",31.83
"596","2017-12-14",31.889999
"597","2017-12-15",33.009998
"598","2017-12-18",33.779999
"599","2017-12-19",34.110001
"600","2017-12-20",34.099998
"601","2017-12-21",34.650002
"602","2017-12-22",34.650002
"603","2017-12-26",34.810001
"604","2017-12-27",34.630001
"605","2017-12-28",34.82
"606","2017-12-29",34.630001
"607","2018-01-02",32.959999
"608","2018-01-03",32.900002
"609","2018-01-04",32.509998
"610","2018-01-05",33.700001
"611","2018-01-08",33.490002
"612","2018-01-09",33.09
"613","2018-01-10",32.66
"614","2018-01-11",33.52
"615","2018-01-12",32.369999
"616","2018-01-16",31.879999
"617","2018-01-17",32.57
"618","2018-01-18",32.400002
"619","2018-01-19",33.07
"620","2018-01-22",33.740002
"621","2018-01-23",34.099998
"622","2018-01-24",34.48
"623","2018-01-25",34.639999
"624","2018-01-26",34.740002
"625","2018-01-29",34.419998
"626","2018-01-30",34.119999
"627","2018-01-31",33.759998
"628","2018-02-01",33.970001
"629","2018-02-02",33.91
"630","2018-02-05",32.5
"631","2018-02-06",31.83
"632","2018-02-07",31.709999
"633","2018-02-08",29.440001
"634","2018-02-09",30.309999
"635","2018-02-12",31.309999
"636","2018-02-13",30.76
"637","2018-02-14",31.690001
"638","2018-02-15",32.43
"639","2018-02-16",32.380001
"640","2018-02-20",33.68
"641","2018-02-21",33.68
"642","2018-02-22",32.790001
"643","2018-02-23",36.779999
"644","2018-02-26",37.18
"645","2018-02-27",36.959999
"646","2018-02-28",36.98
"647","2018-03-01",37.349998
"648","2018-03-02",37.709999
"649","2018-03-05",38.18
"650","2018-03-06",39.060001
"651","2018-03-07",39.23
"652","2018-03-08",39.34
"653","2018-03-09",39.509998
"654","2018-03-12",39.52
"655","2018-03-13",39.349998
"656","2018-03-14",38.669998
"657","2018-03-15",38.66
"658","2018-03-16",38.389999
"659","2018-03-19",38.240002
"660","2018-03-20",38.5
"661","2018-03-21",38.610001
"662","2018-03-22",37.830002
"663","2018-03-23",37.720001
"664","2018-03-26",38.290001
"665","2018-03-27",37.5
"666","2018-03-28",37.02
"667","2018-03-29",37.77
"668","2018-04-02",36.419998
"669","2018-04-03",36.73
"670","2018-04-04",37.66
"671","2018-04-05",38.91
"672","2018-04-06",38.810001
"673","2018-04-09",38.419998
"674","2018-04-10",38.849998
"675","2018-04-11",38.610001
"676","2018-04-12",38.720001
"677","2018-04-13",38.560001
"678","2018-04-16",39.18
"679","2018-04-17",40.470001
"680","2018-04-18",40.790001
"681","2018-04-19",40.73
"682","2018-04-20",40.869999
"683","2018-04-23",40.549999
"684","2018-04-24",39.970001
"685","2018-04-25",39.990002
"686","2018-04-26",40.349998
"687","2018-04-27",40.5
"688","2018-04-30",40.290001
"689","2018-05-01",40.369999
"690","2018-05-02",40.509998
"691","2018-05-03",40.98
"692","2018-05-04",40.450001
"693","2018-05-07",41.450001
"694","2018-05-08",40.650002
"695","2018-05-09",38.689999
"696","2018-05-10",39.73
"697","2018-05-11",40.490002
"698","2018-05-14",39.259998
"699","2018-05-15",40.099998
"700","2018-05-16",40.75
"701","2018-05-17",40.900002
"702","2018-05-18",39.939999
"703","2018-05-21",40.27
"704","2018-05-22",39.349998
"705","2018-05-23",38.919998
"706","2018-05-24",38.869999
"707","2018-05-25",38.860001
"708","2018-05-29",39.290001
"709","2018-05-30",39.75
"710","2018-05-31",39.630001
"711","2018-06-01",39.959999
"712","2018-06-04",41.279999
"713","2018-06-05",42.139999
"714","2018-06-06",43.900002
"715","2018-06-07",42.830002
"716","2018-06-08",43.119999
"717","2018-06-11",43.389999
"718","2018-06-12",43.369999
"719","2018-06-13",43.98
"720","2018-06-14",45.349998
"721","2018-06-15",45.209999
"722","2018-06-18",45.619999
"723","2018-06-19",45.16
"724","2018-06-20",46.689999
"725","2018-06-21",45.200001
"726","2018-06-22",45.240002
"727","2018-06-25",44.049999
"728","2018-06-26",44.290001
"729","2018-06-27",43.080002
"730","2018-06-28",43.439999
"731","2018-06-29",43.939999
"732","2018-07-02",44.5
"733","2018-07-03",44.970001
"734","2018-07-05",45.349998
"735","2018-07-06",45.900002
"736","2018-07-09",45.700001
"737","2018-07-10",44.990002
"738","2018-07-11",45.189999
"739","2018-07-12",47.5
"740","2018-07-13",48.709999
"741","2018-07-16",48.779999
"742","2018-07-17",49.16
"743","2018-07-18",49.040001
"744","2018-07-19",48.759998
"745","2018-07-20",49.869999
"746","2018-07-23",49.919998
"747","2018-07-24",49.73
"748","2018-07-25",50.400002
"749","2018-07-26",50.029999
"750","2018-07-27",48.790001
"751","2018-07-30",48.07
"752","2018-07-31",47.52
"753","2018-08-01",48.02
"754","2018-08-02",48.110001
"755","2018-08-03",47.77
"756","2018-08-06",48.509998
"757","2018-08-07",48.959999
"758","2018-08-08",48.279999
"759","2018-08-09",48.790001
"760","2018-08-10",51.939999
"761","2018-08-13",48.990002
"762","2018-08-14",52.68
"763","2018-08-15",51.91
"764","2018-08-16",51.610001
"765","2018-08-17",50.779999
"766","2018-08-20",50.43
"767","2018-08-21",50.57
"768","2018-08-22",50.25
"769","2018-08-23",49.889999
"770","2018-08-24",50.73
"771","2018-08-27",51.400002
"772","2018-08-28",52.07
"773","2018-08-29",51.220001
"774","2018-08-30",50.860001
"775","2018-08-31",51.369999
"776","2018-09-04",51.380001
"777","2018-09-05",50.119999
"778","2018-09-06",49.810001
"779","2018-09-07",50.360001
"780","2018-09-10",50.75
"781","2018-09-11",50.259998
"782","2018-09-12",50.619999
"783","2018-09-13",50.860001
"784","2018-09-14",51.639999
"785","2018-09-17",49.57
"786","2018-09-18",50.02
"787","2018-09-19",49.389999
"788","2018-09-20",49.849998
"789","2018-09-21",50.27
"790","2018-09-24",50.150002
"791","2018-09-25",53.720001
"792","2018-09-26",54.16
"793","2018-09-27",53.709999
"794","2018-09-28",54.029999
"795","2018-10-01",53.529999
"796","2018-10-02",51.470001
"797","2018-10-03",50.529999
"798","2018-10-04",50.98
"799","2018-10-05",49.490002
"800","2018-10-08",48.41
"801","2018-10-09",48.630001
"802","2018-10-10",46.450001
"803","2018-10-11",45.41
"804","2018-10-12",46.419998
"805","2018-10-15",46.619999
"806","2018-10-16",49.450001
"807","2018-10-17",49.450001
"808","2018-10-18",47.950001
"809","2018-10-19",48
"810","2018-10-22",48.139999
"811","2018-10-23",47.400002
"812","2018-10-24",45.439999
"813","2018-10-25",46.540001
"814","2018-10-26",46.73
"815","2018-10-29",45.630001
"816","2018-10-30",47.619999
"817","2018-10-31",49.09
"818","2018-11-01",49.139999
"819","2018-11-02",48.290001
"820","2018-11-05",47.099998
"821","2018-11-06",47.48
"822","2018-11-07",55.57
"823","2018-11-08",56.610001
"824","2018-11-09",54.990002
"825","2018-11-12",51.099998
"826","2018-11-13",52.09
"827","2018-11-14",52.549999
"828","2018-11-15",53.759998
"829","2018-11-16",53.439999
"830","2018-11-19",50.669998
"831","2018-11-20",50.91
"832","2018-11-21",52.349998
"833","2018-11-23",52.900002
"834","2018-11-26",54.369999
"835","2018-11-27",54.139999
"836","2018-11-28",56.75
"837","2018-11-29",55.98
"838","2018-11-30",55.220001
"839","2018-12-03",56.880001
"840","2018-12-04",55.630001
"841","2018-12-06",56.23
"842","2018-12-07",53.459999
"843","2018-12-10",53.580002
"844","2018-12-11",53.470001
"845","2018-12-12",54.91
"846","2018-12-13",54.459999
"847","2018-12-14",54.02
"848","2018-12-17",53.310001
"849","2018-12-18",53.889999
"850","2018-12-19",53.529999
"851","2018-12-20",52.049999
"852","2018-12-21",50.639999
"853","2018-12-24",49.049999
"854","2018-12-26",51.700001
"855","2018-12-27",53.209999
"856","2018-12-28",52.580002
"857","2018-12-31",53.619999
"858","2019-01-02",53.580002
"859","2019-01-03",52.799999
"860","2019-01-04",54.919998
"861","2019-01-07",55.84
"862","2019-01-08",57.619999
"863","2019-01-09",58.310001
"864","2019-01-10",58.630001
"865","2019-01-11",58.799999
"866","2019-01-14",57.220001
"867","2019-01-15",58
"868","2019-01-16",57.900002
"869","2019-01-17",58.490002
"870","2019-01-18",58.5
"871","2019-01-22",58.189999
"872","2019-01-23",57.799999
"873","2019-01-24",57.619999
"874","2019-01-25",57.57
"875","2019-01-28",57.740002
"876","2019-01-29",57.580002
"877","2019-01-30",58.049999
"878","2019-01-31",57.919998
"879","2019-02-01",57.990002
"880","2019-02-04",58.150002
"881","2019-02-05",58.400002
"882","2019-02-06",57.919998
"883","2019-02-07",57.5
"884","2019-02-08",57.360001
"885","2019-02-11",57.900002
"886","2019-02-12",58.860001
"887","2019-02-13",58.43
"888","2019-02-14",58.639999
"889","2019-02-15",58.970001
"890","2019-02-19",58.57
"891","2019-02-20",58.48
"892","2019-02-21",58.25
"893","2019-02-22",58
"894","2019-02-25",56.720001
"895","2019-02-26",56.889999
"896","2019-02-27",58.450001
"897","2019-02-28",58.779999
"898","2019-03-01",61.169998
"899","2019-03-04",61.740002
"900","2019-03-05",63.619999
"901","2019-03-06",63.779999
"902","2019-03-07",63.889999
"903","2019-03-08",64.040001
"904","2019-03-11",65.730003
"905","2019-03-12",66.57
"906","2019-03-13",67.059998
"907","2019-03-14",67.769997
"908","2019-03-15",67.300003
"909","2019-03-18",67.25
"910","2019-03-19",68.07
"911","2019-03-20",67.43
"912","2019-03-21",67.650002
"913","2019-03-22",66.769997
"914","2019-03-25",67.400002
"915","2019-03-26",67.07
"916","2019-03-27",67.089996
"917","2019-03-28",68
"918","2019-03-29",68.720001
"919","2019-04-01",69.730003
"920","2019-04-02",70.580002
"921","2019-04-03",71.25
"922","2019-04-04",70.75
"923","2019-04-05",71.470001
"924","2019-04-08",70.639999
"925","2019-04-09",70.440002
"926","2019-04-10",70.760002
"927","2019-04-11",71.220001
"928","2019-04-12",71.5
"929","2019-04-15",73.290001
"930","2019-04-16",73.550003
"931","2019-04-17",72.889999
"932","2019-04-18",73.410004
"933","2019-04-22",73.75
"934","2019-04-23",73.110001
"935","2019-04-24",75.029999
"936","2019-04-25",75.449997
"937","2019-04-26",76.220001
"938","2019-04-29",76.07
"939","2019-04-30",75.699997
"940","2019-05-01",75.379997
"941","2019-05-02",75.349998
"942","2019-05-03",72.669998
"943","2019-05-06",73.110001
"944","2019-05-07",74.190002
"945","2019-05-08",76.690002
"946","2019-05-09",78.169998
"947","2019-05-10",78.599998
"948","2019-05-13",75.580002
"949","2019-05-14",78.449997
"950","2019-05-15",78.760002
"951","2019-05-16",80.720001
"952","2019-05-17",80.019997
"953","2019-05-20",77.739998
"954","2019-05-21",76.5
"955","2019-05-22",76.150002
"956","2019-05-23",74.410004
"957","2019-05-24",74.559998
"958","2019-05-28",75.489998
"959","2019-05-29",74.559998
"960","2019-05-30",75.559998
"961","2019-05-31",76.470001
"962","2019-06-03",76.389999
"963","2019-06-04",77.510002
"964","2019-06-05",77.839996
"965","2019-06-06",78.910004
