"","date","ENPH"
"283","2013-05-16",8.94
"284","2013-05-17",9.05
"285","2013-05-20",9.1
"286","2013-05-21",8.99
"287","2013-05-22",8.43
"288","2013-05-23",8.22
"289","2013-05-24",8.15
"290","2013-05-28",8.38
"291","2013-05-29",7.9
"292","2013-05-30",7.79
"293","2013-05-31",7.72
"294","2013-06-03",7.42
"295","2013-06-04",7.04
"296","2013-06-05",6.94
"297","2013-06-06",6.96
"298","2013-06-07",6.98
"299","2013-06-10",7
"300","2013-06-11",6.8
"301","2013-06-12",6.17
"302","2013-06-13",6.66
"303","2013-06-14",6.6
"304","2013-06-17",6.7
"305","2013-06-18",6.91
"306","2013-06-19",6.64
"307","2013-06-20",6.53
"308","2013-06-21",7.19
"309","2013-06-24",6.65
"310","2013-06-25",6.82
"311","2013-06-26",6.94
"312","2013-06-27",7.57
"313","2013-06-28",7.73
"314","2013-07-01",7.68
"315","2013-07-02",7.32
"316","2013-07-03",7.43
"317","2013-07-05",7.5
"318","2013-07-08",8.01
"319","2013-07-09",8.15
"320","2013-07-10",7.98
"321","2013-07-11",7.91
"322","2013-07-12",7.62
"323","2013-07-15",8.08
"324","2013-07-16",8.2
"325","2013-07-17",7.95
"326","2013-07-18",7.83
"327","2013-07-19",7.4
"328","2013-07-22",7.07
"329","2013-07-23",7.24
"330","2013-07-24",6.4
"331","2013-07-25",6.71
"332","2013-07-26",6.6
"333","2013-07-29",6.3
"334","2013-07-30",6.31
"335","2013-07-31",6.35
"336","2013-08-01",6.25
"337","2013-08-02",6.28
"338","2013-08-05",6.6
"339","2013-08-06",6.06
"340","2013-08-07",6
"341","2013-08-08",6.05
"342","2013-08-09",6.07
"343","2013-08-12",6.47
"344","2013-08-13",6.5
"345","2013-08-14",7.11
"346","2013-08-15",6.85
"347","2013-08-16",6.5
"348","2013-08-19",6.49
"349","2013-08-20",6.41
"350","2013-08-21",6.36
"351","2013-08-22",6.61
"352","2013-08-23",6.98
"353","2013-08-26",7.23
"354","2013-08-27",6.58
"355","2013-08-28",6.51
"356","2013-08-29",6.44
"357","2013-08-30",6.29
"358","2013-09-03",6.61
"359","2013-09-04",6.98
"360","2013-09-05",7.11
"361","2013-09-06",6.94
"362","2013-09-09",7.44
"363","2013-09-10",7.79
"364","2013-09-11",8
"365","2013-09-12",7.88
"366","2013-09-13",8.06
"367","2013-09-16",8.14
"368","2013-09-17",8.08
"369","2013-09-18",8.25
"370","2013-09-19",8.3
"371","2013-09-20",8.73
"372","2013-09-23",8.52
"373","2013-09-24",8.05
"374","2013-09-25",7.99
"375","2013-09-26",8.05
"376","2013-09-27",7.94
"377","2013-09-30",8.12
"378","2013-10-01",8.32
"379","2013-10-02",8.36
"380","2013-10-03",8.34
"381","2013-10-04",8.93
"382","2013-10-07",8.66
"383","2013-10-08",8.06
"384","2013-10-09",7.62
"385","2013-10-10",8.19
"386","2013-10-11",8.69
"387","2013-10-14",8.75
"388","2013-10-15",8.58
"389","2013-10-16",8.59
"390","2013-10-17",8.66
"391","2013-10-18",8.84
"392","2013-10-21",9.08
"393","2013-10-22",9
"394","2013-10-23",8.74
"395","2013-10-24",8.73
"396","2013-10-25",7.9
"397","2013-10-28",7.86
"398","2013-10-29",7.88
"399","2013-10-30",7.67
"400","2013-10-31",7.55
"401","2013-11-01",7.61
"402","2013-11-04",7.93
"403","2013-11-05",8.25
"404","2013-11-06",8
"405","2013-11-07",7.68
"406","2013-11-08",7.84
"407","2013-11-11",8.16
"408","2013-11-12",8.22
"409","2013-11-13",7.95
"410","2013-11-14",7.84
"411","2013-11-15",7.77
"412","2013-11-18",7.68
"413","2013-11-19",7.11
"414","2013-11-20",6.8
"415","2013-11-21",7.07
"416","2013-11-22",7.11
"417","2013-11-25",7.05
"418","2013-11-26",7.14
"419","2013-11-27",7.24
"420","2013-11-29",7.25
"421","2013-12-02",6.91
"422","2013-12-03",6.6
"423","2013-12-04",6.41
"424","2013-12-05",6.27
"425","2013-12-06",6
"426","2013-12-09",5.72
"427","2013-12-10",5.65
"428","2013-12-11",5.17
"429","2013-12-12",4.89
"430","2013-12-13",5.7
"431","2013-12-16",5.56
"432","2013-12-17",5.77
"433","2013-12-18",5.8
"434","2013-12-19",5.98
"435","2013-12-20",5.7
"436","2013-12-23",5.61
"437","2013-12-24",5.83
"438","2013-12-26",5.78
"439","2013-12-27",5.87
"440","2013-12-30",6.39
"441","2013-12-31",6.34
"442","2014-01-02",6.78
"443","2014-01-03",6.92
"444","2014-01-06",7.04
"445","2014-01-07",7.54
"446","2014-01-08",7.25
"447","2014-01-09",7.59
"448","2014-01-10",7.79
"449","2014-01-13",8.05
"450","2014-01-14",7.87
"451","2014-01-15",8.26
"452","2014-01-16",8.28
"453","2014-01-17",8.13
"454","2014-01-21",8.22
"455","2014-01-22",8.08
"456","2014-01-23",7.83
"457","2014-01-24",7.61
"458","2014-01-27",7.33
"459","2014-01-28",7.41
"460","2014-01-29",7.32
"461","2014-01-30",7.54
"462","2014-01-31",7.4
"463","2014-02-03",6.65
"464","2014-02-04",6.74
"465","2014-02-05",6.6
"466","2014-02-06",6.6
"467","2014-02-07",6.69
"468","2014-02-10",7.03
"469","2014-02-11",7
"470","2014-02-12",6.86
"471","2014-02-13",7.3
"472","2014-02-14",7.3
"473","2014-02-18",7.58
"474","2014-02-19",8.07
"475","2014-02-20",7.91
"476","2014-02-21",7.37
"477","2014-02-24",7.63
"478","2014-02-25",7.89
"479","2014-02-26",8.21
"480","2014-02-27",8.25
"481","2014-02-28",8.07
"482","2014-03-03",8.02
"483","2014-03-04",8.48
"484","2014-03-05",8.64
"485","2014-03-06",8.44
"486","2014-03-07",8.52
"487","2014-03-10",8.4
"488","2014-03-11",8.38
"489","2014-03-12",8.51
"490","2014-03-13",8.37
"491","2014-03-14",8.26
"492","2014-03-17",8.26
"493","2014-03-18",8.53
"494","2014-03-19",8.51
"495","2014-03-20",8.34
"496","2014-03-21",8.27
"497","2014-03-24",8.23
"498","2014-03-25",8.29
"499","2014-03-26",7.78
"500","2014-03-27",7.19
"501","2014-03-28",7.22
"502","2014-03-31",7.36
"503","2014-04-01",7.9
"504","2014-04-02",8.4
"505","2014-04-03",7.99
"506","2014-04-04",7.68
"507","2014-04-07",7.74
"508","2014-04-08",7.7
"509","2014-04-09",7.98
"510","2014-04-10",7.37
"511","2014-04-11",7.37
"512","2014-04-14",7.21
"513","2014-04-15",7.16
"514","2014-04-16",7.23
"515","2014-04-17",7.57
"516","2014-04-21",7.67
"517","2014-04-22",8.15
"518","2014-04-23",7.94
"519","2014-04-24",8.11
"520","2014-04-25",7.65
"521","2014-04-28",7.37
"522","2014-04-29",7.32
"523","2014-04-30",7.55
"524","2014-05-01",7.44
"525","2014-05-02",7.3
"526","2014-05-05",7.27
"527","2014-05-06",6.95
"528","2014-05-07",7.8
"529","2014-05-08",7.9
"530","2014-05-09",8.02
"531","2014-05-12",8.44
"532","2014-05-13",8.36
"533","2014-05-14",8.21
"534","2014-05-15",8.09
"535","2014-05-16",8.39
"536","2014-05-19",8.24
"537","2014-05-20",8.08
"538","2014-05-21",8.54
"539","2014-05-22",8.67
"540","2014-05-23",8.75
"541","2014-05-27",8.52
"542","2014-05-28",8.42
"543","2014-05-29",8.43
"544","2014-05-30",8.45
"545","2014-06-02",8.43
"546","2014-06-03",8.38
"547","2014-06-04",8.59
"548","2014-06-05",8.87
"549","2014-06-06",8.78
"550","2014-06-09",8.78
"551","2014-06-10",8.61
"552","2014-06-11",8.44
"553","2014-06-12",8.39
"554","2014-06-13",8.43
"555","2014-06-16",8.57
"556","2014-06-17",8.66
"557","2014-06-18",8.8
"558","2014-06-19",8.66
"559","2014-06-20",8.47
"560","2014-06-23",8.48
"561","2014-06-24",8.38
"562","2014-06-25",8.51
"563","2014-06-26",8.5
"564","2014-06-27",8.49
"565","2014-06-30",8.55
"566","2014-07-01",9
"567","2014-07-02",9.07
"568","2014-07-03",9.36
"569","2014-07-07",9.25
"570","2014-07-08",9.16
"571","2014-07-09",9.26
"572","2014-07-10",9.17
"573","2014-07-11",9.34
"574","2014-07-14",9.69
"575","2014-07-15",9.54
"576","2014-07-16",9.41
"577","2014-07-17",9.22
"578","2014-07-18",9.7
"579","2014-07-21",11.36
"580","2014-07-22",11.59
"581","2014-07-23",11.34
"582","2014-07-24",11.61
"583","2014-07-25",11.43
"584","2014-07-28",10.56
"585","2014-07-29",10.3
"586","2014-07-30",10.49
"587","2014-07-31",10.3
"588","2014-08-01",9.82
"589","2014-08-04",9.72
"590","2014-08-05",9.7
"591","2014-08-06",11.06
"592","2014-08-07",11.5
"593","2014-08-08",11.59
"594","2014-08-11",11.72
"595","2014-08-12",11.22
"596","2014-08-13",11.55
"597","2014-08-14",12.39
"598","2014-08-15",12.64
"599","2014-08-18",13.19
"600","2014-08-19",13.43
"601","2014-08-20",13.47
"602","2014-08-21",13.5
"603","2014-08-22",13.87
"604","2014-08-25",13.75
"605","2014-08-26",14.52
"606","2014-08-27",14.47
"607","2014-08-28",13.98
"608","2014-08-29",14.08
"609","2014-09-02",14.41
"610","2014-09-03",14.59
"611","2014-09-04",15.28
"612","2014-09-05",15.03
"613","2014-09-08",15.31
"614","2014-09-09",15.46
"615","2014-09-10",16.290001
"616","2014-09-11",16.82
"617","2014-09-12",16.790001
"618","2014-09-15",16.01
"619","2014-09-16",16.98
"620","2014-09-17",17.389999
"621","2014-09-18",17.35
"622","2014-09-19",16.85
"623","2014-09-22",16.059999
"624","2014-09-23",15.58
"625","2014-09-24",14.74
"626","2014-09-25",13.98
"627","2014-09-26",14.51
"628","2014-09-29",15.22
"629","2014-09-30",14.99
"630","2014-10-01",14.44
"631","2014-10-02",12.51
"632","2014-10-03",12.51
"633","2014-10-06",11.35
"634","2014-10-07",11.66
"635","2014-10-08",11.93
"636","2014-10-09",11.23
"637","2014-10-10",10.55
"638","2014-10-13",10.14
"639","2014-10-14",10.46
"640","2014-10-15",11.33
"641","2014-10-16",12.81
"642","2014-10-17",12.02
"643","2014-10-20",12.23
"644","2014-10-21",13.8
"645","2014-10-22",13.02
"646","2014-10-23",13.6
"647","2014-10-24",13.4
"648","2014-10-27",13.14
"649","2014-10-28",13.85
"650","2014-10-29",13.94
"651","2014-10-30",14.13
"652","2014-10-31",15.02
"653","2014-11-03",14.84
"654","2014-11-04",15.6
"655","2014-11-05",12.05
"656","2014-11-06",11.41
"657","2014-11-07",11.8
"658","2014-11-10",11.23
"659","2014-11-11",10.49
"660","2014-11-12",10.63
"661","2014-11-13",10.64
"662","2014-11-14",11.06
"663","2014-11-17",10.6
"664","2014-11-18",11.09
"665","2014-11-19",10.7
"666","2014-11-20",11.08
"667","2014-11-21",11.48
"668","2014-11-24",11.56
"669","2014-11-25",11.45
"670","2014-11-26",11.44
"671","2014-11-28",10.51
"672","2014-12-01",10.5
"673","2014-12-02",11.65
"674","2014-12-03",12.2
"675","2014-12-04",11.85
"676","2014-12-05",12.86
"677","2014-12-08",12.3
"678","2014-12-09",12.8
"679","2014-12-10",12.75
"680","2014-12-11",12.55
"681","2014-12-12",12.45
"682","2014-12-15",12.38
"683","2014-12-16",12.46
"684","2014-12-17",13.44
"685","2014-12-18",14
"686","2014-12-19",14.08
"687","2014-12-22",14.6
"688","2014-12-23",14.4
"689","2014-12-24",14.38
"690","2014-12-26",14.82
"691","2014-12-29",14.3
"692","2014-12-30",14.09
"693","2014-12-31",14.29
"694","2015-01-02",14.21
"695","2015-01-05",13.88
"696","2015-01-06",12.94
"697","2015-01-07",11.4
"698","2015-01-08",11.73
"699","2015-01-09",11.53
"700","2015-01-12",10.91
"701","2015-01-13",11.03
"702","2015-01-14",10.81
"703","2015-01-15",10.27
"704","2015-01-16",10.78
"705","2015-01-20",10.6
"706","2015-01-21",10.43
"707","2015-01-22",11.01
"708","2015-01-23",11.84
"709","2015-01-26",12.11
"710","2015-01-27",12.13
"711","2015-01-28",12.09
"712","2015-01-29",12.98
"713","2015-01-30",12.39
"714","2015-02-02",13.17
"715","2015-02-03",13.66
"716","2015-02-04",13.3
"717","2015-02-05",13.58
"718","2015-02-06",13.86
"719","2015-02-09",14.47
"720","2015-02-10",14.46
"721","2015-02-11",14.79
"722","2015-02-12",14.78
"723","2015-02-13",15.15
"724","2015-02-17",13.92
"725","2015-02-18",14.07
"726","2015-02-19",13.58
"727","2015-02-20",13.3
"728","2015-02-23",13.51
"729","2015-02-24",13.77
"730","2015-02-25",13.87
"731","2015-02-26",13.61
"732","2015-02-27",13.78
"733","2015-03-02",13.81
"734","2015-03-03",13.37
"735","2015-03-04",13.61
"736","2015-03-05",14.33
"737","2015-03-06",15.1
"738","2015-03-09",14.18
"739","2015-03-10",13.1
"740","2015-03-11",12.51
"741","2015-03-12",13.27
"742","2015-03-13",13.25
"743","2015-03-16",13.09
"744","2015-03-17",13.25
"745","2015-03-18",12.67
"746","2015-03-19",12.87
"747","2015-03-20",12.48
"748","2015-03-23",12.6
"749","2015-03-24",12.25
"750","2015-03-25",11.87
"751","2015-03-26",12.23
"752","2015-03-27",13.09
"753","2015-03-30",13.22
"754","2015-03-31",13.19
"755","2015-04-01",13.07
"756","2015-04-02",13.36
"757","2015-04-06",12.95
"758","2015-04-07",13.27
"759","2015-04-08",12.91
"760","2015-04-09",13.22
"761","2015-04-10",13.23
"762","2015-04-13",13.35
"763","2015-04-14",13.02
"764","2015-04-15",13.65
"765","2015-04-16",13.99
"766","2015-04-17",13.65
"767","2015-04-20",13.31
"768","2015-04-21",13.35
"769","2015-04-22",13.38
"770","2015-04-23",13.9
"771","2015-04-24",13.47
"772","2015-04-27",13
"773","2015-04-28",13.21
"774","2015-04-29",12.85
"775","2015-04-30",12.57
"776","2015-05-01",12.75
"777","2015-05-04",12.18
"778","2015-05-05",12.11
"779","2015-05-06",10.62
"780","2015-05-07",10.92
"781","2015-05-08",10.26
"782","2015-05-11",10.58
"783","2015-05-12",10.2
"784","2015-05-13",9.82
"785","2015-05-14",10.09
"786","2015-05-15",10.54
"787","2015-05-18",10.71
"788","2015-05-19",10.37
"789","2015-05-20",10.09
"790","2015-05-21",10.01
"791","2015-05-22",9.95
"792","2015-05-26",9.79
"793","2015-05-27",9.9
"794","2015-05-28",9.82
"795","2015-05-29",9.47
"796","2015-06-01",9.29
"797","2015-06-02",9.77
"798","2015-06-03",9.89
"799","2015-06-04",9.26
"800","2015-06-05",9.13
"801","2015-06-08",8.99
"802","2015-06-09",8.86
"803","2015-06-10",8.79
"804","2015-06-11",9.03
"805","2015-06-12",9.15
"806","2015-06-15",8.97
"807","2015-06-16",9.07
"808","2015-06-17",9.05
"809","2015-06-18",9
"810","2015-06-19",9.09
"811","2015-06-22",8.89
"812","2015-06-23",8.87
"813","2015-06-24",8.68
"814","2015-06-25",8.5
"815","2015-06-26",8.06
"816","2015-06-29",7.84
"817","2015-06-30",7.61
"818","2015-07-01",7.61
"819","2015-07-02",7.62
"820","2015-07-06",7.45
"821","2015-07-07",7.57
"822","2015-07-08",6.2
"823","2015-07-09",5.87
"824","2015-07-10",5.99
"825","2015-07-13",6.33
"826","2015-07-14",6.68
"827","2015-07-15",6.3
"828","2015-07-16",6.33
"829","2015-07-17",6.45
"830","2015-07-20",6.16
"831","2015-07-21",6.21
"832","2015-07-22",5.88
"833","2015-07-23",5.72
"834","2015-07-24",5.76
"835","2015-07-27",5.64
"836","2015-07-28",5.63
"837","2015-07-29",5.97
"838","2015-07-30",5.99
"839","2015-07-31",5.91
"840","2015-08-03",5.47
"841","2015-08-04",5.64
"842","2015-08-05",6.98
"843","2015-08-06",6.84
"844","2015-08-07",6.24
"845","2015-08-10",6.14
"846","2015-08-11",5.67
"847","2015-08-12",5.57
"848","2015-08-13",5.44
"849","2015-08-14",5.5
"850","2015-08-17",5.6
"851","2015-08-18",5.01
"852","2015-08-19",4.97
"853","2015-08-20",4.51
"854","2015-08-21",4.42
"855","2015-08-24",4.86
"856","2015-08-25",4.34
"857","2015-08-26",4.48
"858","2015-08-27",4.63
"859","2015-08-28",4.58
"860","2015-08-31",4.6
"861","2015-09-01",4.42
"862","2015-09-02",4.42
"863","2015-09-03",4.46
"864","2015-09-04",4.49
"865","2015-09-08",4.6
"866","2015-09-09",4.44
"867","2015-09-10",4.4
"868","2015-09-11",4.49
"869","2015-09-14",4.42
"870","2015-09-15",4.48
"871","2015-09-16",4.63
"872","2015-09-17",4.63
"873","2015-09-18",4.66
"874","2015-09-21",4.39
"875","2015-09-22",4.17
"876","2015-09-23",4.03
"877","2015-09-24",3.97
"878","2015-09-25",3.9
"879","2015-09-28",3.62
"880","2015-09-29",3.55
"881","2015-09-30",3.7
"882","2015-10-01",3.65
"883","2015-10-02",4.07
"884","2015-10-05",4.64
"885","2015-10-06",4.77
"886","2015-10-07",5.05
"887","2015-10-08",5.22
"888","2015-10-09",5.16
"889","2015-10-12",5.08
"890","2015-10-13",4.88
"891","2015-10-14",4.99
"892","2015-10-15",5.21
"893","2015-10-16",4.96
"894","2015-10-19",4.98
"895","2015-10-20",3.75
"896","2015-10-21",3.98
"897","2015-10-22",3.83
"898","2015-10-23",3.87
"899","2015-10-26",4.03
"900","2015-10-27",3.5
"901","2015-10-28",3.7
"902","2015-10-29",3.7
"903","2015-10-30",3.6
"904","2015-11-02",3.49
"905","2015-11-03",3.72
"906","2015-11-04",2.33
"907","2015-11-05",2.3
"908","2015-11-06",2.19
"909","2015-11-09",2.1
"910","2015-11-10",1.92
"911","2015-11-11",1.87
"912","2015-11-12",1.86
"913","2015-11-13",1.88
"914","2015-11-16",2.12
"915","2015-11-17",1.89
"916","2015-11-18",1.9
"917","2015-11-19",1.73
"918","2015-11-20",1.71
"919","2015-11-23",1.69
"920","2015-11-24",1.73
"921","2015-11-25",1.75
"922","2015-11-27",1.77
"923","2015-11-30",1.67
"924","2015-12-01",1.89
"925","2015-12-02",2.02
"926","2015-12-03",2.13
"927","2015-12-04",2.08
"928","2015-12-07",2.26
"929","2015-12-08",2.11
"930","2015-12-09",2.22
"931","2015-12-10",2.15
"932","2015-12-11",2.1
"933","2015-12-14",2.23
"934","2015-12-15",2.41
"935","2015-12-16",3.34
"936","2015-12-17",3.16
"937","2015-12-18",3.01
"938","2015-12-21",3.59
"939","2015-12-22",3.54
"940","2015-12-23",3.68
"941","2015-12-24",3.62
"942","2015-12-28",3.59
"943","2015-12-29",3.46
"944","2015-12-30",3.5
"945","2015-12-31",3.51
"946","2016-01-04",3.49
"947","2016-01-05",3.35
"948","2016-01-06",3.16
"949","2016-01-07",3
"950","2016-01-08",2.99
"951","2016-01-11",2.8
"952","2016-01-12",2.71
"953","2016-01-13",2.5
"954","2016-01-14",2.35
"955","2016-01-15",2.19
"956","2016-01-19",2.19
"957","2016-01-20",2.04
"958","2016-01-21",2.46
"959","2016-01-22",2.36
"960","2016-01-25",2.31
"961","2016-01-26",2.34
"962","2016-01-27",2.26
"963","2016-01-28",2.31
"964","2016-01-29",2.43
"965","2016-02-01",2.39
"966","2016-02-02",2.21
"967","2016-02-03",2.31
"968","2016-02-04",2.31
"969","2016-02-05",2.13
"970","2016-02-08",2.09
"971","2016-02-09",1.94
"972","2016-02-10",1.9
"973","2016-02-11",1.83
"974","2016-02-12",1.95
"975","2016-02-16",2.13
"976","2016-02-17",2.24
"977","2016-02-18",2.1
"978","2016-02-19",2.14
"979","2016-02-22",2.21
"980","2016-02-23",2.35
"981","2016-02-24",1.98
"982","2016-02-25",1.96
"983","2016-02-26",1.92
"984","2016-02-29",2.33
"985","2016-03-01",2.44
"986","2016-03-02",2.61
"987","2016-03-03",3.33
"988","2016-03-04",3.05
"989","2016-03-07",3.3
"990","2016-03-08",2.92
"991","2016-03-09",3.11
"992","2016-03-10",2.94
"993","2016-03-11",2.94
"994","2016-03-14",2.82
"995","2016-03-15",2.67
"996","2016-03-16",2.56
"997","2016-03-17",2.7
"998","2016-03-18",2.63
"999","2016-03-21",2.54
"1000","2016-03-22",2.46
