"","date","LTRPB"
"1","2014-08-28",36.200001
"2","2014-08-29",42
"3","2014-09-02",42
"4","2014-09-03",42
"5","2014-09-04",42
"6","2014-09-05",37
"7","2014-09-08",35.439999
"8","2014-09-09",35.439999
"9","2014-09-10",35.439999
"10","2014-09-11",35.439999
"11","2014-09-12",35.439999
"12","2014-09-15",35.439999
"13","2014-09-16",35.439999
"14","2014-09-17",35.439999
"15","2014-09-18",35.439999
"16","2014-09-19",35.439999
"17","2014-09-22",35.439999
"18","2014-09-23",35.439999
"19","2014-09-24",35.439999
"20","2014-09-25",35.439999
"21","2014-09-26",35.439999
"22","2014-09-29",35.439999
"23","2014-09-30",35.439999
"24","2014-10-01",35.439999
"25","2014-10-02",35.439999
"26","2014-10-03",35.439999
"27","2014-10-06",35.439999
"28","2014-10-07",35.439999
"29","2014-10-08",35.439999
"30","2014-10-09",35.439999
"31","2014-10-10",35.439999
"32","2014-10-13",35.439999
"33","2014-10-14",35.439999
"34","2014-10-15",35.439999
"35","2014-10-16",19.639999
"36","2014-10-17",30.16
"37","2014-10-20",30.6
"38","2014-10-21",31.459999
"39","2014-10-22",34.889999
"40","2014-10-23",33.529999
"41","2014-10-24",34.630001
"42","2014-10-27",34.57
"43","2014-10-28",31.67
"44","2014-10-29",31.67
"45","2014-10-30",31.67
"46","2014-10-31",33.830002
"47","2014-11-03",33.830002
"48","2014-11-04",33.830002
"49","2014-11-05",33.830002
"50","2014-11-06",33.830002
"51","2014-11-07",33.830002
"52","2014-11-10",33.830002
"53","2014-11-11",33.830002
"54","2014-11-12",26.120001
"55","2014-11-13",26.120001
"56","2014-11-14",27.73
"57","2014-11-17",27.73
"58","2014-11-18",28.209999
"59","2014-11-19",26.663
"60","2014-11-20",26.663
"61","2014-11-21",26.663
"62","2014-11-24",26.663
"63","2014-11-25",26.663
"64","2014-11-26",26.663
"65","2014-11-28",26.663
"66","2014-12-01",26.663
"67","2014-12-02",26.663
"68","2014-12-03",26.663
"69","2014-12-04",26.663
"70","2014-12-05",26.663
"71","2014-12-08",26.663
"72","2014-12-09",26.663
"73","2014-12-10",26.663
"74","2014-12-11",26.663
"75","2014-12-12",26.663
"76","2014-12-15",26.663
"77","2014-12-16",26.663
"78","2014-12-17",26.663
"79","2014-12-18",26.663
"80","2014-12-19",26.663
"81","2014-12-22",26.663
"82","2014-12-23",26.663
"83","2014-12-24",27.620001
"84","2014-12-26",26.663
"85","2014-12-29",26.663
"86","2014-12-30",26.663
"87","2014-12-31",26.663
"88","2015-01-02",26.663
"89","2015-01-05",26.663
"90","2015-01-06",26.663
"91","2015-01-07",26.663
"92","2015-01-08",25.969999
"93","2015-01-09",25.969999
"94","2015-01-12",25.969999
"95","2015-01-13",25.969999
"96","2015-01-14",25.969999
"97","2015-01-15",25.969999
"98","2015-01-16",25.969999
"99","2015-01-20",25.969999
