"","date","BOMN"
"84","2017-10-10",17.139999
"85","2017-10-11",16.700001
"86","2017-10-12",16.35
"87","2017-10-13",16.26
"88","2017-10-16",16.52
"89","2017-10-17",16.549999
"90","2017-10-18",16.5
"91","2017-10-19",16.889999
"92","2017-10-20",16.65
"93","2017-10-23",16.85
"94","2017-10-24",16.969999
"95","2017-10-25",17.219999
"96","2017-10-26",17.09
"97","2017-10-27",17.200001
"98","2017-10-30",17.450001
"99","2017-10-31",17.74
"100","2017-11-01",18.25
"101","2017-11-02",17.9
"102","2017-11-03",18.4
"103","2017-11-06",18.4
"104","2017-11-07",18.309999
"105","2017-11-08",19
"106","2017-11-09",18.5
"107","2017-11-10",18.360001
"108","2017-11-13",18.700001
"109","2017-11-14",17.959999
"110","2017-11-15",18.15
"111","2017-11-16",18
"112","2017-11-17",18.09
"113","2017-11-20",19.530001
"114","2017-11-21",18.91
"115","2017-11-22",20.879999
"116","2017-11-24",21.200001
"117","2017-11-27",22.5
"118","2017-11-28",22.27
"119","2017-11-29",22.459999
"120","2017-11-30",21.82
"121","2017-12-01",21.870001
"122","2017-12-04",22.959999
"123","2017-12-05",24
"124","2017-12-06",23.25
"125","2017-12-07",24.860001
"126","2017-12-08",25.290001
"127","2017-12-11",25.299999
"128","2017-12-12",25.15
"129","2017-12-13",24.07
"130","2017-12-14",24.540001
"131","2017-12-15",25.030001
"132","2017-12-18",25.110001
"133","2017-12-19",25.285
"134","2017-12-20",25.24
"135","2017-12-21",24.620001
"136","2017-12-22",28.33
"137","2017-12-26",30.73
"138","2017-12-27",33.75
"139","2017-12-28",33.5
"140","2017-12-29",32.389999
"141","2018-01-02",29.389999
"142","2018-01-03",27.48
"143","2018-01-04",26.09
"144","2018-01-05",24.32
"145","2018-01-08",23.700001
"146","2018-01-09",24.959999
"147","2018-01-10",24.139999
"148","2018-01-11",23.719999
"149","2018-01-12",23.68
"150","2018-01-16",22.559999
"151","2018-01-17",21.809999
"152","2018-01-18",22.41
"153","2018-01-19",22.57
"154","2018-01-22",21.92
"155","2018-01-23",21.99
"156","2018-01-24",21.51
"157","2018-01-25",21.51
"158","2018-01-26",20.32
"159","2018-01-29",20
"160","2018-01-30",19.98
"161","2018-01-31",20.59
"162","2018-02-01",21.540001
"163","2018-02-02",21.25
"164","2018-02-05",20.030001
"165","2018-02-06",19.969999
"166","2018-02-07",20.59
"167","2018-02-08",20.209999
"168","2018-02-09",20.370001
"169","2018-02-12",20.59
"170","2018-02-13",22.09
"171","2018-02-14",22.700001
"172","2018-02-15",22.77
"173","2018-02-16",23.26
"174","2018-02-20",22.719999
"175","2018-02-21",23.299999
"176","2018-02-22",23.290001
"177","2018-02-23",24.32
"178","2018-02-26",25.1
"179","2018-02-27",25.190001
"180","2018-02-28",24.98
"181","2018-03-01",25.42
"182","2018-03-02",25.629999
"183","2018-03-05",25.889999
"184","2018-03-06",23.35
"185","2018-03-07",22.09
"186","2018-03-08",21.219999
"187","2018-03-09",21.25
"188","2018-03-12",22.559999
"189","2018-03-13",23.43
"190","2018-03-14",23.120001
"191","2018-03-15",22.57
"192","2018-03-16",24.33
"193","2018-03-19",24.440001
"194","2018-03-20",24.959999
"195","2018-03-21",25.360001
"196","2018-03-22",25.74
"197","2018-03-23",26
"198","2018-03-26",22.43
"199","2018-03-27",21.700001
"200","2018-03-28",21.940001
"201","2018-03-29",21.860001
"202","2018-04-02",22.1
"203","2018-04-03",23.26
"204","2018-04-04",25.799999
"205","2018-04-05",27.27
"206","2018-04-06",22.4
"207","2018-04-09",23.190001
"208","2018-04-10",23.23
"209","2018-04-11",23.17
"210","2018-04-12",22.690001
"211","2018-04-13",22.84
"212","2018-04-16",23.35
"213","2018-04-17",23.280001
"214","2018-04-18",22.59
"215","2018-04-19",22.450001
"216","2018-04-20",22.700001
"217","2018-04-23",22.74
"218","2018-04-24",22.530001
"219","2018-04-25",21.09
"220","2018-04-26",21
"221","2018-04-27",20.969999
"222","2018-04-30",21.450001
"223","2018-05-01",21.620001
"224","2018-05-02",21.98
"225","2018-05-03",22.799999
"226","2018-05-04",21.68
"227","2018-05-07",23.99
"228","2018-05-08",24.74
"229","2018-05-09",23.780001
"230","2018-05-10",25.51
"231","2018-05-11",25.68
"232","2018-05-14",24.969999
"233","2018-05-15",25.92
"234","2018-05-16",26.33
"235","2018-05-17",27.120001
"236","2018-05-18",25.26
"237","2018-05-21",25.379999
"238","2018-05-22",25.5
"239","2018-05-23",24.9
"240","2018-05-24",25.34
"241","2018-05-25",24.950001
"242","2018-05-29",24.379999
"243","2018-05-30",23
"244","2018-05-31",24
"245","2018-06-01",25.129999
"246","2018-06-04",24.26
"247","2018-06-05",25.370001
"248","2018-06-06",24.299999
"249","2018-06-07",23.879999
"250","2018-06-08",24.040001
"251","2018-06-11",22.83
"252","2018-06-12",23.209999
"253","2018-06-13",23.059999
"254","2018-06-14",22.93
"255","2018-06-15",21.879999
"256","2018-06-18",22.059999
"257","2018-06-19",22.34
"258","2018-06-20",22.17
"259","2018-06-21",21.76
"260","2018-06-22",22.219999
"261","2018-06-25",21.610001
"262","2018-06-26",21.51
"263","2018-06-27",21.120001
"264","2018-06-28",21.49
"265","2018-06-29",21.07
"266","2018-07-02",21.530001
"267","2018-07-03",22.559999
"268","2018-07-05",22.440001
"269","2018-07-06",22.51
"270","2018-07-09",22.67
"271","2018-07-10",22.02
"272","2018-07-11",21.709999
"273","2018-07-12",21.76
"274","2018-07-13",21.49
"275","2018-07-16",20.969999
"276","2018-07-17",20.940001
"277","2018-07-18",20.790001
"278","2018-07-19",20.450001
"279","2018-07-20",20.24
"280","2018-07-23",20.27
"281","2018-07-24",20.219999
"282","2018-07-25",20.84
"283","2018-07-26",20.639999
"284","2018-07-27",20.02
"285","2018-07-30",20.18
"286","2018-07-31",19.959999
"287","2018-08-01",20.190001
"288","2018-08-02",20.42
"289","2018-08-03",20.5
"290","2018-08-06",21.049999
"291","2018-08-07",21.08
"292","2018-08-08",21.459999
"293","2018-08-09",22.49
"294","2018-08-10",21.98
"295","2018-08-13",20.52
"296","2018-08-14",20.67
"297","2018-08-15",19.9
"298","2018-08-16",20.120001
"299","2018-08-17",20.4
"300","2018-08-20",20.15
"301","2018-08-21",20.040001
"302","2018-08-22",20.65
"303","2018-08-23",22.42
"304","2018-08-24",22.52
"305","2018-08-27",22.01
"306","2018-08-28",22.07
"307","2018-08-29",22.860001
"308","2018-08-30",22.9
"309","2018-08-31",25.959999
"310","2018-09-04",25.67
"311","2018-09-05",27.190001
"312","2018-09-06",27.33
"313","2018-09-07",28.07
"314","2018-09-10",29.43
"315","2018-09-11",30.200001
"316","2018-09-12",29.6
"317","2018-09-13",29.6
"318","2018-09-14",30.24
"319","2018-09-17",30
"320","2018-09-18",29.950001
"321","2018-09-19",29.969999
"322","2018-09-20",30.530001
"323","2018-09-21",28.280001
"324","2018-09-24",29.110001
"325","2018-09-25",28.790001
"326","2018-09-26",29.6
"327","2018-09-27",29.280001
"328","2018-09-28",29.9
"329","2018-10-01",29
"330","2018-10-02",29.08
"331","2018-10-03",29.209999
"332","2018-10-04",29.299999
"333","2018-10-05",29.950001
"334","2018-10-08",29.82
"335","2018-10-09",29.360001
"336","2018-10-10",27.950001
"337","2018-10-11",26.690001
"338","2018-10-12",26.82
"339","2018-10-15",27.09
"340","2018-10-16",28.690001
"341","2018-10-17",29.6
"342","2018-10-18",28.879999
"343","2018-10-19",28.65
"344","2018-10-22",29.41
"345","2018-10-23",27.190001
"346","2018-10-24",25.67
"347","2018-10-25",27.1
"348","2018-10-26",27.4
"349","2018-10-29",27.030001
"350","2018-10-30",27.379999
"351","2018-10-31",27.68
"352","2018-11-01",27.65
"353","2018-11-02",26.950001
"354","2018-11-05",26.83
"355","2018-11-06",27
"356","2018-11-07",27
"357","2018-11-08",28.059999
"358","2018-11-09",27.139999
"359","2018-11-12",28.389999
"360","2018-11-13",26.950001
"361","2018-11-14",25.309999
"362","2018-11-15",27.120001
"363","2018-11-16",25.43
"364","2018-11-19",23.59
"365","2018-11-20",24.219999
"366","2018-11-21",25.26
"367","2018-11-23",25.049999
"368","2018-11-26",23.93
"369","2018-11-27",24
"370","2018-11-28",25.209999
"371","2018-11-29",25.290001
"372","2018-11-30",24.57
"373","2018-12-03",23.780001
"374","2018-12-04",24
"375","2018-12-06",24.02
"376","2018-12-07",23.75
"377","2018-12-10",24.780001
"378","2018-12-11",24.129999
"379","2018-12-12",24.01
"380","2018-12-13",24.120001
"381","2018-12-14",24.129999
"382","2018-12-17",23.41
"383","2018-12-18",23.690001
"384","2018-12-19",23.34
"385","2018-12-20",23.290001
"386","2018-12-21",21.85
"387","2018-12-24",21.870001
"388","2018-12-26",22.85
"389","2018-12-27",23.25
"390","2018-12-28",23.690001
"391","2018-12-31",23.4
"392","2019-01-02",25.65
"393","2019-01-03",24.709999
"394","2019-01-04",24.889999
"395","2019-01-07",24.799999
"396","2019-01-08",24.809999
"397","2019-01-09",25.49
"398","2019-01-10",24.639999
"399","2019-01-11",25.43
"400","2019-01-14",25
"401","2019-01-15",24.99
"402","2019-01-16",24.959999
"403","2019-01-17",25.379999
"404","2019-01-18",25
"405","2019-01-22",24.799999
"406","2019-01-23",24.75
"407","2019-01-24",24.780001
"408","2019-01-25",24.98
"409","2019-01-28",24.809999
"410","2019-01-29",24.950001
"411","2019-01-30",25.129999
"412","2019-01-31",25.290001
"413","2019-02-01",24.99
"414","2019-02-04",25.049999
"415","2019-02-05",24.860001
"416","2019-02-06",24.860001
"417","2019-02-07",24.17
"418","2019-02-08",23.84
"419","2019-02-11",23.700001
"420","2019-02-12",23.91
"421","2019-02-13",23.969999
"422","2019-02-14",23.91
"423","2019-02-15",24.1
"424","2019-02-19",24.959999
"425","2019-02-20",24.700001
"426","2019-02-21",24.120001
"427","2019-02-22",24.01
"428","2019-02-25",24.76
"429","2019-02-26",24.700001
"430","2019-02-27",24.690001
"431","2019-02-28",24.98
"432","2019-03-01",25.17
"433","2019-03-04",24.860001
"434","2019-03-05",24.629999
"435","2019-03-06",24.959999
"436","2019-03-07",24.83
"437","2019-03-08",24.639999
"438","2019-03-11",24.74
"439","2019-03-12",25.57
"440","2019-03-13",26
"441","2019-03-14",27
"442","2019-03-15",27.1
"443","2019-03-18",27.610001
"444","2019-03-19",27.07
"445","2019-03-20",26.540001
"446","2019-03-21",25.209999
"447","2019-03-22",24.709999
"448","2019-03-25",24.860001
"449","2019-03-26",25.34
"450","2019-03-27",24.940001
"451","2019-03-28",25.200001
"452","2019-03-29",24.940001
"453","2019-04-01",25.129999
"454","2019-04-02",25.280001
"455","2019-04-03",25.129999
"456","2019-04-04",25.059999
"457","2019-04-05",25.129999
"458","2019-04-08",24.99
"459","2019-04-09",24.82
"460","2019-04-10",25
"461","2019-04-11",24.870001
"462","2019-04-12",24.93
"463","2019-04-15",24.940001
"464","2019-04-16",24.92
"465","2019-04-17",24.950001
"466","2019-04-18",25.1
"467","2019-04-22",24.940001
"468","2019-04-23",24.59
"469","2019-04-24",24.84
"470","2019-04-25",25
"471","2019-04-26",24.700001
"472","2019-04-29",24.33
"473","2019-04-30",23.549999
"474","2019-05-01",24.370001
"475","2019-05-02",24.68
"476","2019-05-03",25.790001
"477","2019-05-06",25.709999
"478","2019-05-07",26.110001
"479","2019-05-08",26.860001
"480","2019-05-09",26.74
"481","2019-05-10",27.059999
"482","2019-05-13",25.02
"483","2019-05-14",24.780001
"484","2019-05-15",25
"485","2019-05-16",24.99
"486","2019-05-17",25.1
"487","2019-05-20",24.950001
"488","2019-05-21",24.9
"489","2019-05-22",24.959999
"490","2019-05-23",24.870001
"491","2019-05-24",24.790001
"492","2019-05-28",24.799999
"493","2019-05-29",24.93
"494","2019-05-30",24.67
"495","2019-05-31",24.129999
"496","2019-06-03",24.51
"497","2019-06-04",24.450001
"498","2019-06-05",24.27
"499","2019-06-06",24.26
"500","2019-06-07",24.219999
"501","2019-06-10",24.49
"502","2019-06-11",24.35
"503","2019-06-12",24.17
"504","2019-06-13",24.17
"505","2019-06-14",24.24
"506","2019-06-17",24.25
"507","2019-06-18",24.58
"508","2019-06-19",24.32
"509","2019-06-20",24.26
"510","2019-06-21",23.84
"511","2019-06-24",23.290001
"512","2019-06-25",22.41
"513","2019-06-26",22.27
"514","2019-06-27",22.5
"515","2019-06-28",23.15
"516","2019-07-01",22.74
"517","2019-07-02",23.049999
"518","2019-07-03",23.6
"519","2019-07-05",23.799999
"520","2019-07-08",24.25
"521","2019-07-09",24.15
"522","2019-07-10",23.57
"523","2019-07-11",23.41
"524","2019-07-12",23.74
"525","2019-07-15",23.629999
"526","2019-07-16",23.639999
"527","2019-07-17",23.35
"528","2019-07-18",23.1
"529","2019-07-19",22.940001
"530","2019-07-22",22.77
"531","2019-07-23",22.540001
"532","2019-07-24",22.59
"533","2019-07-25",21.860001
"534","2019-07-26",21.82
"535","2019-07-29",21.49
"536","2019-07-30",21.709999
"537","2019-07-31",21.15
"538","2019-08-01",21.059999
"539","2019-08-02",21.030001
"540","2019-08-05",20.290001
"541","2019-08-06",20.639999
"542","2019-08-07",20.16
"543","2019-08-08",20.25
"544","2019-08-09",20.059999
"545","2019-08-12",19.98
"546","2019-08-13",20.030001
"547","2019-08-14",20.299999
"548","2019-08-15",20.25
"549","2019-08-16",20.360001
"550","2019-08-19",20.200001
"551","2019-08-20",20.309999
"552","2019-08-21",20.32
"553","2019-08-22",20.120001
"554","2019-08-23",19.76
"555","2019-08-26",20.66
"556","2019-08-27",20.620001
"557","2019-08-28",20.360001
"558","2019-08-29",20.450001
"559","2019-08-30",20.48
"560","2019-09-03",20.620001
"561","2019-09-04",20.469999
"562","2019-09-05",20.59
"563","2019-09-06",20.700001
"564","2019-09-09",20.700001
"565","2019-09-10",21.209999
"566","2019-09-11",21.139999
"567","2019-09-12",20.83
"568","2019-09-13",21.25
"569","2019-09-16",21.200001
"570","2019-09-17",21.01
"571","2019-09-18",20.85
"572","2019-09-19",20.780001
"573","2019-09-20",20.280001
"574","2019-09-23",20.18
"575","2019-09-24",19.82
"576","2019-09-25",20.200001
"577","2019-09-26",20.110001
"578","2019-09-27",19.709999
"579","2019-09-30",19.83
"580","2019-10-01",19.309999
"581","2019-10-02",19.120001
"582","2019-10-03",18.77
"583","2019-10-04",19.25
"584","2019-10-07",19.26
"585","2019-10-08",19.059999
"586","2019-10-09",19.280001
"587","2019-10-10",19.35
"588","2019-10-11",19.360001
"589","2019-10-14",19.35
"590","2019-10-15",19.48
"591","2019-10-16",19.68
"592","2019-10-17",20.200001
"593","2019-10-18",19.85
"594","2019-10-21",19.91
"595","2019-10-22",19.9
"596","2019-10-23",19.940001
"597","2019-10-24",19.790001
"598","2019-10-25",19.73
"599","2019-10-28",19.85
"600","2019-10-29",20.200001
"601","2019-10-30",21.690001
"602","2019-10-31",22.459999
"603","2019-11-01",22.950001
"604","2019-11-04",22.85
"605","2019-11-05",23.01
"606","2019-11-06",23.26
"607","2019-11-07",22.98
"608","2019-11-08",23.26
"609","2019-11-11",23.91
"610","2019-11-12",23.370001
"611","2019-11-13",22.84
"612","2019-11-14",22.58
"613","2019-11-15",22.299999
"614","2019-11-18",22.540001
"615","2019-11-19",21.969999
"616","2019-11-20",21.809999
"617","2019-11-21",21.42
"618","2019-11-22",21.1
"619","2019-11-25",21.26
"620","2019-11-26",20.98
"621","2019-11-27",21.120001
"622","2019-11-29",21.33
"623","2019-12-02",20.620001
"624","2019-12-03",20.530001
"625","2019-12-04",20.58
"626","2019-12-05",20.559999
"627","2019-12-06",21.1
"628","2019-12-09",20.84
"629","2019-12-10",20.9
"630","2019-12-11",20.879999
"631","2019-12-12",21.17
"632","2019-12-13",21.68
"633","2019-12-16",21.24
"634","2019-12-17",20.969999
"635","2019-12-18",20.690001
"636","2019-12-19",20.67
"637","2019-12-20",21.049999
"638","2019-12-23",21.385
"639","2019-12-24",21.41
"640","2019-12-26",21.379999
"641","2019-12-27",20.969999
"642","2019-12-30",21.049999
"643","2019-12-31",21.040001
"644","2020-01-02",21.379999
"645","2020-01-03",21.49
"646","2020-01-06",21.6
"647","2020-01-07",21.42
"648","2020-01-08",21.629999
"649","2020-01-09",20.780001
"650","2020-01-10",20.879999
"651","2020-01-13",21
"652","2020-01-14",20.940001
"653","2020-01-15",21
"654","2020-01-16",21.26
"655","2020-01-17",20.709999
"656","2020-01-21",20.389999
"657","2020-01-22",20.469999
"658","2020-01-23",20.469999
"659","2020-01-24",20.65
"660","2020-01-27",20.549999
"661","2020-01-28",20.32
"662","2020-01-29",20.309999
"663","2020-01-30",20.370001
"664","2020-01-31",20.18
"665","2020-02-03",20.18
"666","2020-02-04",20.41
"667","2020-02-05",20.559999
"668","2020-02-06",20.5
"669","2020-02-07",20.59
"670","2020-02-10",20.51
"671","2020-02-11",20.65
"672","2020-02-12",20.73
"673","2020-02-13",20.52
"674","2020-02-14",20.43
"675","2020-02-18",20.02
"676","2020-02-19",20.18
"677","2020-02-20",20.26
"678","2020-02-21",20.450001
"679","2020-02-24",19.879999
"680","2020-02-25",19.42
"681","2020-02-26",20.07
"682","2020-02-27",19.5
"683","2020-02-28",19.459999
"684","2020-03-02",19.370001
"685","2020-03-03",18.91
"686","2020-03-04",19.23
"687","2020-03-05",17.059999
"688","2020-03-06",17.59
"689","2020-03-09",16.809999
"690","2020-03-10",17.27
"691","2020-03-11",16.57
"692","2020-03-12",15.02
"693","2020-03-13",14.67
"694","2020-03-16",13.32
"695","2020-03-17",15.57
"696","2020-03-18",14.87
"697","2020-03-19",16.370001
"698","2020-03-20",16.15
"699","2020-03-23",15.08
"700","2020-03-24",15.75
"701","2020-03-25",16.43
"702","2020-03-26",17.809999
"703","2020-03-27",17.190001
"704","2020-03-30",17.690001
"705","2020-03-31",18.110001
"706","2020-04-01",16.610001
"707","2020-04-02",16.690001
"708","2020-04-03",16.18
"709","2020-04-06",16.780001
"710","2020-04-07",15.8
"711","2020-04-08",16.73
"712","2020-04-09",17.99
"713","2020-04-13",16.98
"714","2020-04-14",16.35
"715","2020-04-15",16.27
"716","2020-04-16",16.25
"717","2020-04-17",16.65
"718","2020-04-20",16.59
"719","2020-04-21",15.33
"720","2020-04-22",15.58
"721","2020-04-23",16.1
"722","2020-04-24",16.209999
"723","2020-04-27",15.73
"724","2020-04-28",16.18
"725","2020-04-29",16.549999
"726","2020-04-30",16.23
"727","2020-05-01",15.8
"728","2020-05-04",15.34
"729","2020-05-05",16.459999
"730","2020-05-06",18.059999
"731","2020-05-07",19.120001
"732","2020-05-08",18.459999
"733","2020-05-11",19.450001
"734","2020-05-12",19.08
"735","2020-05-13",18.32
"736","2020-05-14",17.66
"737","2020-05-15",17.98
"738","2020-05-18",18.530001
"739","2020-05-19",18.379999
"740","2020-05-20",18.49
"741","2020-05-21",18.540001
"742","2020-05-22",18.6
"743","2020-05-26",19.110001
"744","2020-05-27",19.41
"745","2020-05-28",16.41
"746","2020-05-29",16.32
"747","2020-06-01",16.02
"748","2020-06-02",16
"749","2020-06-03",15.91
"750","2020-06-04",16.209999
"751","2020-06-05",16.35
"752","2020-06-08",16.440001
"753","2020-06-09",16.120001
"754","2020-06-10",16.030001
"755","2020-06-11",15.36
"756","2020-06-12",15.45
"757","2020-06-15",15.45
"758","2020-06-16",15.81
"759","2020-06-17",15.81
"760","2020-06-18",15.96
"761","2020-06-19",15.87
"762","2020-06-22",16.43
"763","2020-06-23",15.96
"764","2020-06-24",15.25
"765","2020-06-25",15.35
"766","2020-06-26",14.61
"767","2020-06-29",15.9
"768","2020-06-30",16
"769","2020-07-01",16.370001
"770","2020-07-02",15.75
"771","2020-07-06",15.83
"772","2020-07-07",15.98
"773","2020-07-08",15.62
"774","2020-07-09",15.02
"775","2020-07-10",15.18
"776","2020-07-13",15.335
"777","2020-07-14",15.38
"778","2020-07-15",15.83
"779","2020-07-16",15.9
"780","2020-07-17",15.73
"781","2020-07-20",15.81
"782","2020-07-21",16.23
"783","2020-07-22",16.219999
"784","2020-07-23",16.1
"785","2020-07-24",15.91
"786","2020-07-27",16.290001
"787","2020-07-28",15.93
"788","2020-07-29",15.93
"789","2020-07-30",15.87
"790","2020-07-31",15.9
"791","2020-08-03",15.78
"792","2020-08-04",15.9
"793","2020-08-05",16.02
"794","2020-08-06",16.4
"795","2020-08-07",16.15
"796","2020-08-10",16.709999
"797","2020-08-11",16.129999
"798","2020-08-12",15.99
"799","2020-08-13",16.209999
"800","2020-08-14",16.35
"801","2020-08-17",16.299999
"802","2020-08-18",16.33
"803","2020-08-19",16.309999
"804","2020-08-20",16.139999
"805","2020-08-21",16.99
"806","2020-08-24",17.58
"807","2020-08-25",17.469999
"808","2020-08-26",17.33
"809","2020-08-27",17.530001
"810","2020-08-28",16.91
"811","2020-08-31",16.309999
"812","2020-09-01",16.41
"813","2020-09-02",16.48
"814","2020-09-03",15.94
"815","2020-09-04",15.87
"816","2020-09-08",15.77
"817","2020-09-09",16.18
"818","2020-09-10",16.07
"819","2020-09-11",16.27
"820","2020-09-14",16.690001
"821","2020-09-15",16.66
"822","2020-09-16",16.700001
"823","2020-09-17",16.459999
"824","2020-09-18",15.8
"825","2020-09-21",15.22
"826","2020-09-22",15.09
"827","2020-09-23",14.83
"828","2020-09-24",15.11
"829","2020-09-25",15.5
"830","2020-09-28",15.53
"831","2020-09-29",15.68
"832","2020-09-30",16
"833","2020-10-01",16.41
"834","2020-10-02",16.379999
"835","2020-10-05",16.5
"836","2020-10-06",16.58
"837","2020-10-07",16.75
"838","2020-10-08",17.24
"839","2020-10-09",17.530001
"840","2020-10-12",17.620001
"841","2020-10-13",17.65
"842","2020-10-14",17.389999
"843","2020-10-15",17.379999
"844","2020-10-16",17.690001
"845","2020-10-19",17.01
"846","2020-10-20",17.139999
"847","2020-10-21",16.959999
"848","2020-10-22",17.530001
"849","2020-10-23",17.629999
"850","2020-10-26",17.16
"851","2020-10-27",16.59
"852","2020-10-28",16.01
"853","2020-10-29",16.41
"854","2020-10-30",15.98
"855","2020-11-02",15.94
"856","2020-11-03",16.209999
"857","2020-11-04",16.200001
"858","2020-11-05",16.790001
"859","2020-11-06",16.860001
"860","2020-11-09",17.5
"861","2020-11-10",18.59
"862","2020-11-11",19.1
"863","2020-11-12",19.219999
"864","2020-11-13",19.75
"865","2020-11-16",20.42
"866","2020-11-17",19.84
"867","2020-11-18",20.42
"868","2020-11-19",21.24
"869","2020-11-20",21.610001
"870","2020-11-23",23.25
"871","2020-11-24",22.99
"872","2020-11-25",22.940001
"873","2020-11-27",22.82
