"","date","SELB"
"181","2017-03-10",13.98
"182","2017-03-13",13.98
"183","2017-03-14",13.71
"184","2017-03-15",13.91
"185","2017-03-16",12.88
"186","2017-03-17",12.3
"187","2017-03-20",12.32
"188","2017-03-21",10.95
"189","2017-03-22",11.1
"190","2017-03-23",10.89
"191","2017-03-24",12.04
"192","2017-03-27",11.92
"193","2017-03-28",13.98
"194","2017-03-29",14.05
"195","2017-03-30",14.57
"196","2017-03-31",14.32
"197","2017-04-03",14.12
"198","2017-04-04",14.04
"199","2017-04-05",13.85
"200","2017-04-06",13.74
"201","2017-04-07",13.94
"202","2017-04-10",14.57
"203","2017-04-11",15.09
"204","2017-04-12",15.23
"205","2017-04-13",13.95
"206","2017-04-17",14.81
"207","2017-04-18",14.24
"208","2017-04-19",14.2
"209","2017-04-20",14.25
"210","2017-04-21",13.88
"211","2017-04-24",13.42
"212","2017-04-25",12.97
"213","2017-04-26",12.73
"214","2017-04-27",13.1
"215","2017-04-28",12.06
"216","2017-05-01",12.2
"217","2017-05-02",13.05
"218","2017-05-03",12.72
"219","2017-05-04",12.62
"220","2017-05-05",13.02
"221","2017-05-08",13.2
"222","2017-05-09",13.37
"223","2017-05-10",13.8
"224","2017-05-11",13.51
"225","2017-05-12",13.51
"226","2017-05-15",13.41
"227","2017-05-16",14.24
"228","2017-05-17",13.9
"229","2017-05-18",14.04
"230","2017-05-19",14.04
"231","2017-05-22",13.93
"232","2017-05-23",13.74
"233","2017-05-24",13.94
"234","2017-05-25",13.52
"235","2017-05-26",14.05
"236","2017-05-30",13.69
"237","2017-05-31",13.68
"238","2017-06-01",13.86
"239","2017-06-02",13.76
"240","2017-06-05",13.82
"241","2017-06-06",13.94
"242","2017-06-07",13.99
"243","2017-06-08",14.59
"244","2017-06-09",15.09
"245","2017-06-12",15.92
"246","2017-06-13",16.24
"247","2017-06-14",16.52
"248","2017-06-15",18.09
"249","2017-06-16",17.469999
"250","2017-06-19",16.99
"251","2017-06-20",16.629999
"252","2017-06-21",16.77
"253","2017-06-22",16.57
"254","2017-06-23",17.709999
"255","2017-06-26",19.870001
"256","2017-06-27",18.870001
"257","2017-06-28",19.620001
"258","2017-06-29",20
"259","2017-06-30",19.860001
"260","2017-07-03",18.93
"261","2017-07-05",19.58
"262","2017-07-06",19.549999
"263","2017-07-07",19.33
"264","2017-07-10",18.940001
"265","2017-07-11",18.959999
"266","2017-07-12",19.049999
"267","2017-07-13",18.879999
"268","2017-07-14",18.889999
"269","2017-07-17",18.92
"270","2017-07-18",18.809999
"271","2017-07-19",17.309999
"272","2017-07-20",17.280001
"273","2017-07-21",17.280001
"274","2017-07-24",18.049999
"275","2017-07-25",17.879999
"276","2017-07-26",18.24
"277","2017-07-27",17.379999
"278","2017-07-28",16.98
"279","2017-07-31",17.040001
"280","2017-08-01",17.450001
"281","2017-08-02",18.09
"282","2017-08-03",17.85
"283","2017-08-04",17.719999
"284","2017-08-07",17.98
"285","2017-08-08",17.889999
"286","2017-08-09",17.469999
"287","2017-08-10",16.969999
"288","2017-08-11",15.67
"289","2017-08-14",16.74
"290","2017-08-15",15.71
"291","2017-08-16",15.76
"292","2017-08-17",16
"293","2017-08-18",15.22
"294","2017-08-21",15.45
"295","2017-08-22",15.61
"296","2017-08-23",15.94
"297","2017-08-24",16.059999
"298","2017-08-25",15.73
"299","2017-08-28",16.49
"300","2017-08-29",16.530001
"301","2017-08-30",16.639999
"302","2017-08-31",17.85
"303","2017-09-01",18.02
"304","2017-09-05",18.01
"305","2017-09-06",17.379999
"306","2017-09-07",17.5
"307","2017-09-08",17.610001
"308","2017-09-11",17.68
"309","2017-09-12",17.4
"310","2017-09-13",17.33
"311","2017-09-14",17.49
"312","2017-09-15",17.5
"313","2017-09-18",18.620001
"314","2017-09-19",18.610001
"315","2017-09-20",20.030001
"316","2017-09-21",19.74
"317","2017-09-22",19.17
"318","2017-09-25",18.84
"319","2017-09-26",18.66
"320","2017-09-27",19.379999
"321","2017-09-28",19.530001
"322","2017-09-29",18.25
"323","2017-10-02",18.93
"324","2017-10-03",19.719999
"325","2017-10-04",19.75
"326","2017-10-05",19.77
"327","2017-10-06",19.75
"328","2017-10-09",19.959999
"329","2017-10-10",21.59
"330","2017-10-11",22.280001
"331","2017-10-12",23.379999
"332","2017-10-13",23.32
"333","2017-10-16",23.309999
"334","2017-10-17",23.25
"335","2017-10-18",22.860001
"336","2017-10-19",22
"337","2017-10-20",21.309999
"338","2017-10-23",20.34
"339","2017-10-24",20.4
"340","2017-10-25",20.690001
"341","2017-10-26",20.65
"342","2017-10-27",20.98
"343","2017-10-30",21.01
"344","2017-10-31",21.219999
"345","2017-11-01",21.040001
"346","2017-11-02",20.870001
"347","2017-11-03",21.43
"348","2017-11-06",22.530001
"349","2017-11-07",10.36
"350","2017-11-08",9.43
"351","2017-11-09",9.06
"352","2017-11-10",9.03
"353","2017-11-13",8.97
"354","2017-11-14",9.24
"355","2017-11-15",9.18
"356","2017-11-16",9.34
"357","2017-11-17",10.23
"358","2017-11-20",10.13
"359","2017-11-21",9.8
"360","2017-11-22",10.18
"361","2017-11-24",10.39
"362","2017-11-27",10.37
"363","2017-11-28",10.18
"364","2017-11-29",10.05
"365","2017-11-30",10.66
"366","2017-12-01",10.23
"367","2017-12-04",10.09
"368","2017-12-05",9.73
"369","2017-12-06",9.68
"370","2017-12-07",9.92
"371","2017-12-08",10.06
"372","2017-12-11",9.72
"373","2017-12-12",9.5
"374","2017-12-13",10.04
"375","2017-12-14",9.89
"376","2017-12-15",10.01
"377","2017-12-18",10
"378","2017-12-19",9.85
"379","2017-12-20",9.9
"380","2017-12-21",10.07
"381","2017-12-22",9.9
"382","2017-12-26",9.95
"383","2017-12-27",10.04
"384","2017-12-28",10.25
"385","2017-12-29",9.81
"386","2018-01-02",10.24
"387","2018-01-03",10.88
"388","2018-01-04",10.93
"389","2018-01-05",11.03
"390","2018-01-08",9.72
"391","2018-01-09",8.695
"392","2018-01-10",8.98
"393","2018-01-11",8.62
"394","2018-01-12",8.79
"395","2018-01-16",8.67
"396","2018-01-17",8.94
"397","2018-01-18",9.33
"398","2018-01-19",9.27
"399","2018-01-22",9.38
"400","2018-01-23",9.59
"401","2018-01-24",9.45
"402","2018-01-25",9.44
"403","2018-01-26",9.84
"404","2018-01-29",9.82
"405","2018-01-30",9.46
"406","2018-01-31",9.14
"407","2018-02-01",9.01
"408","2018-02-02",8.76
"409","2018-02-05",8.65
"410","2018-02-06",9.11
"411","2018-02-07",9.17
"412","2018-02-08",8.81
"413","2018-02-09",8.49
"414","2018-02-12",8.49
"415","2018-02-13",8.63
"416","2018-02-14",8.69
"417","2018-02-15",8.51
"418","2018-02-16",8.5
"419","2018-02-20",8.81
"420","2018-02-21",8.51
"421","2018-02-22",8.65
"422","2018-02-23",8.94
"423","2018-02-26",9.05
"424","2018-02-27",9.24
"425","2018-02-28",9.16
"426","2018-03-01",9.35
"427","2018-03-02",9.61
"428","2018-03-05",10.41
"429","2018-03-06",10.13
"430","2018-03-07",10.85
"431","2018-03-08",11.37
"432","2018-03-09",11.07
"433","2018-03-12",11.45
"434","2018-03-13",11.55
"435","2018-03-14",11.82
"436","2018-03-15",9.13
"437","2018-03-16",9.855
"438","2018-03-19",9.23
"439","2018-03-20",9.13
"440","2018-03-21",9.42
"441","2018-03-22",9.515
"442","2018-03-23",9.39
"443","2018-03-26",9.32
"444","2018-03-27",9.44
"445","2018-03-28",9.52
"446","2018-03-29",10.19
"447","2018-04-02",9.79
"448","2018-04-03",9.91
"449","2018-04-04",10.63
"450","2018-04-05",10.52
"451","2018-04-06",10.2
"452","2018-04-09",11.04
"453","2018-04-10",9.36
"454","2018-04-11",10.06
"455","2018-04-12",12.04
"456","2018-04-13",12.7
"457","2018-04-16",13.03
"458","2018-04-17",12.9
"459","2018-04-18",12.97
"460","2018-04-19",12.41
"461","2018-04-20",12.36
"462","2018-04-23",12.15
"463","2018-04-24",12.11
"464","2018-04-25",11.88
"465","2018-04-26",11.92
"466","2018-04-27",11.98
"467","2018-04-30",11.72
"468","2018-05-01",11.66
"469","2018-05-02",11.69
"470","2018-05-03",11.13
"471","2018-05-04",10.81
"472","2018-05-07",10.83
"473","2018-05-08",10.59
"474","2018-05-09",10.67
"475","2018-05-10",10.73
"476","2018-05-11",11.29
"477","2018-05-14",11.69
"478","2018-05-15",11.51
"479","2018-05-16",11.71
"480","2018-05-17",11.96
"481","2018-05-18",12.19
"482","2018-05-21",11.42
"483","2018-05-22",11.8
"484","2018-05-23",11.98
"485","2018-05-24",12.28
"486","2018-05-25",12.4
"487","2018-05-29",11.84
"488","2018-05-30",12.02
"489","2018-05-31",11.97
"490","2018-06-01",12
"491","2018-06-04",12.08
"492","2018-06-05",12.18
"493","2018-06-06",12.39
"494","2018-06-07",12.6
"495","2018-06-08",12.3
"496","2018-06-11",12.31
"497","2018-06-12",12.46
"498","2018-06-13",12.23
"499","2018-06-14",11.98
"500","2018-06-15",12.75
"501","2018-06-18",12.67
"502","2018-06-19",12.86
"503","2018-06-20",12.79
"504","2018-06-21",12.21
"505","2018-06-22",12.11
"506","2018-06-25",12.25
"507","2018-06-26",12.31
"508","2018-06-27",12.44
"509","2018-06-28",12.84
"510","2018-06-29",13.25
"511","2018-07-02",12.85
"512","2018-07-03",12.33
"513","2018-07-05",12.47
"514","2018-07-06",12.68
"515","2018-07-09",13.35
"516","2018-07-10",13.59
"517","2018-07-11",13.5
"518","2018-07-12",12.63
"519","2018-07-13",13.33
"520","2018-07-16",13.19
"521","2018-07-17",13.02
"522","2018-07-18",12.71
"523","2018-07-19",13.12
"524","2018-07-20",12.76
"525","2018-07-23",12.68
"526","2018-07-24",12.3
"527","2018-07-25",12.31
"528","2018-07-26",12.07
"529","2018-07-27",12.33
"530","2018-07-30",12.12
"531","2018-07-31",12.11
"532","2018-08-01",12.73
"533","2018-08-02",12.87
"534","2018-08-03",12.54
"535","2018-08-06",13.05
"536","2018-08-07",13.37
"537","2018-08-08",13.02
"538","2018-08-09",13.49
"539","2018-08-10",13.76
"540","2018-08-13",13.17
"541","2018-08-14",13.01
"542","2018-08-15",12.89
"543","2018-08-16",12.91
"544","2018-08-17",12.7
"545","2018-08-20",12.36
"546","2018-08-21",12.52
"547","2018-08-22",12.7
"548","2018-08-23",12.74
"549","2018-08-24",12.84
"550","2018-08-27",13
"551","2018-08-28",13.09
"552","2018-08-29",12.98
"553","2018-08-30",13.24
"554","2018-08-31",13.56
"555","2018-09-04",13.53
"556","2018-09-05",14.04
"557","2018-09-06",13.59
"558","2018-09-07",13.88
"559","2018-09-10",14.1
"560","2018-09-11",14
"561","2018-09-12",14.05
"562","2018-09-13",13.97
"563","2018-09-14",14.19
"564","2018-09-17",14.14
"565","2018-09-18",14.05
"566","2018-09-19",14.34
"567","2018-09-20",16
"568","2018-09-21",15.65
"569","2018-09-24",16
"570","2018-09-25",15.54
"571","2018-09-26",15.59
"572","2018-09-27",15.51
"573","2018-09-28",15.55
"574","2018-10-01",15.93
"575","2018-10-02",15.5
"576","2018-10-03",15.09
"577","2018-10-04",14.25
"578","2018-10-05",13.86
"579","2018-10-08",13.31
"580","2018-10-09",13.34
"581","2018-10-10",12.6
"582","2018-10-11",13.18
"583","2018-10-12",14.23
"584","2018-10-15",14.77
"585","2018-10-16",14.7
"586","2018-10-17",15.3
"587","2018-10-18",15.12
"588","2018-10-19",13.81
"589","2018-10-22",13.31
"590","2018-10-23",8.87
"591","2018-10-24",7.36
"592","2018-10-25",6.33
"593","2018-10-26",6.53
"594","2018-10-29",5.81
"595","2018-10-30",5.24
"596","2018-10-31",5.14
"597","2018-11-01",5.5
"598","2018-11-02",5.65
"599","2018-11-05",5.39
"600","2018-11-06",5.38
"601","2018-11-07",5.8
"602","2018-11-08",5.795
"603","2018-11-09",5.51
"604","2018-11-12",5.4
"605","2018-11-13",5.64
"606","2018-11-14",5.64
"607","2018-11-15",6.04
"608","2018-11-16",5.99
"609","2018-11-19",5.67
"610","2018-11-20",5.91
"611","2018-11-21",6.11
"612","2018-11-23",5.87
"613","2018-11-26",5.98
"614","2018-11-27",5.8
"615","2018-11-28",5.98
"616","2018-11-29",6.06
"617","2018-11-30",6.03
"618","2018-12-03",6.13
"619","2018-12-04",5.72
"620","2018-12-06",5.52
"621","2018-12-07",5.37
"622","2018-12-10",5.49
"623","2018-12-11",5.46
"624","2018-12-12",5.5
"625","2018-12-13",5.1
"626","2018-12-14",4.72
"627","2018-12-17",4.43
"628","2018-12-18",4.31
"629","2018-12-19",4.06
"630","2018-12-20",3.71
"631","2018-12-21",3.52
"632","2018-12-24",3.56
"633","2018-12-26",3.31
"634","2018-12-27",3.07
"635","2018-12-28",2.9
"636","2018-12-31",2.66
"637","2019-01-02",2.9
"638","2019-01-03",2.29
"639","2019-01-04",2.42
"640","2019-01-07",2.6
"641","2019-01-08",2.45
"642","2019-01-09",2.65
"643","2019-01-10",2.44
"644","2019-01-11",2.39
"645","2019-01-14",2.3
"646","2019-01-15",2.275
"647","2019-01-16",2.04
"648","2019-01-17",2.12
"649","2019-01-18",2.04
"650","2019-01-22",1.9
"651","2019-01-23",1.47
"652","2019-01-24",1.55
"653","2019-01-25",1.64
"654","2019-01-28",1.68
"655","2019-01-29",1.62
"656","2019-01-30",1.74
"657","2019-01-31",1.57
"658","2019-02-01",1.7
"659","2019-02-04",1.7
"660","2019-02-05",1.81
"661","2019-02-06",1.74
"662","2019-02-07",1.76
"663","2019-02-08",2.09
"664","2019-02-11",1.88
"665","2019-02-12",1.93
"666","2019-02-13",1.89
"667","2019-02-14",1.92
"668","2019-02-15",1.96
"669","2019-02-19",1.94
"670","2019-02-20",2.01
"671","2019-02-21",2.04
"672","2019-02-22",2.24
"673","2019-02-25",2.2
"674","2019-02-26",2.12
"675","2019-02-27",2.1
"676","2019-02-28",1.99
"677","2019-03-01",2.13
"678","2019-03-04",2.01
"679","2019-03-05",2.09
"680","2019-03-06",1.89
"681","2019-03-07",2.03
"682","2019-03-08",2.3
"683","2019-03-11",2.2
"684","2019-03-12",2.19
"685","2019-03-13",2.12
"686","2019-03-14",2.22
"687","2019-03-15",2.17
"688","2019-03-18",3.06
"689","2019-03-19",2.52
"690","2019-03-20",2.7
"691","2019-03-21",2.58
"692","2019-03-22",2.35
"693","2019-03-25",2.29
"694","2019-03-26",2.27
"695","2019-03-27",2.13
"696","2019-03-28",2.14
"697","2019-03-29",2.37
"698","2019-04-01",2.53
"699","2019-04-02",2.53
"700","2019-04-03",2.77
"701","2019-04-04",2.69
"702","2019-04-05",2.81
"703","2019-04-08",3.05
"704","2019-04-09",2.74
"705","2019-04-10",2.83
"706","2019-04-11",2.74
"707","2019-04-12",2.71
"708","2019-04-15",2.56
"709","2019-04-16",2.51
"710","2019-04-17",2.31
"711","2019-04-18",2.3
"712","2019-04-22",2.16
"713","2019-04-23",2.25
"714","2019-04-24",2.07
"715","2019-04-25",2.11
"716","2019-04-26",2.16
"717","2019-04-29",2.24
"718","2019-04-30",2.15
"719","2019-05-01",2.19
"720","2019-05-02",2.12
"721","2019-05-03",2.35
"722","2019-05-06",2.3
"723","2019-05-07",2.23
"724","2019-05-08",2.49
"725","2019-05-09",2.4
"726","2019-05-10",2.37
"727","2019-05-13",2.3
"728","2019-05-14",2.28
"729","2019-05-15",2.21
"730","2019-05-16",2.19
"731","2019-05-17",2.24
"732","2019-05-20",2.23
"733","2019-05-21",2.37
"734","2019-05-22",2.46
"735","2019-05-23",2.24
"736","2019-05-24",2.35
"737","2019-05-28",2.3
"738","2019-05-29",2.04
"739","2019-05-30",1.95
"740","2019-05-31",1.99
"741","2019-06-03",2.09
"742","2019-06-04",2.1
"743","2019-06-05",2.09
"744","2019-06-06",2.16
"745","2019-06-07",2.25
"746","2019-06-10",2.25
"747","2019-06-11",2.07
"748","2019-06-12",2.1
"749","2019-06-13",2.15
"750","2019-06-14",2.1
"751","2019-06-17",2.21
"752","2019-06-18",2.18
"753","2019-06-19",2.05
"754","2019-06-20",2.09
"755","2019-06-21",2.05
"756","2019-06-24",1.87
"757","2019-06-25",1.92
"758","2019-06-26",1.895
"759","2019-06-27",1.88
"760","2019-06-28",1.79
"761","2019-07-01",1.76
"762","2019-07-02",1.69
"763","2019-07-03",1.67
"764","2019-07-05",1.74
"765","2019-07-08",1.66
"766","2019-07-09",1.71
"767","2019-07-10",1.71
"768","2019-07-11",1.66
"769","2019-07-12",1.66
"770","2019-07-15",1.71
"771","2019-07-16",1.67
"772","2019-07-17",1.75
"773","2019-07-18",1.72
"774","2019-07-19",1.69
"775","2019-07-22",1.64
"776","2019-07-23",1.63
"777","2019-07-24",1.66
"778","2019-07-25",1.6
"779","2019-07-26",1.7
"780","2019-07-29",1.68
"781","2019-07-30",1.71
"782","2019-07-31",1.8
"783","2019-08-01",2.08
"784","2019-08-02",1.98
"785","2019-08-05",1.8
"786","2019-08-06",1.65
"787","2019-08-07",1.92
"788","2019-08-08",1.78
"789","2019-08-09",1.8
"790","2019-08-12",1.74
"791","2019-08-13",1.7
"792","2019-08-14",1.7
"793","2019-08-15",1.66
"794","2019-08-16",1.82
"795","2019-08-19",1.82
"796","2019-08-20",1.81
"797","2019-08-21",1.81
"798","2019-08-22",1.82
"799","2019-08-23",1.81
"800","2019-08-26",1.8
"801","2019-08-27",1.7
"802","2019-08-28",1.7
"803","2019-08-29",1.75
"804","2019-08-30",1.78
"805","2019-09-03",1.7
"806","2019-09-04",1.76
"807","2019-09-05",1.79
"808","2019-09-06",1.98
"809","2019-09-09",1.85
"810","2019-09-10",1.93
"811","2019-09-11",1.93
"812","2019-09-12",1.83
"813","2019-09-13",1.93
"814","2019-09-16",1.85
"815","2019-09-17",1.83
"816","2019-09-18",1.79
"817","2019-09-19",1.82
"818","2019-09-20",1.81
"819","2019-09-23",1.87
"820","2019-09-24",1.86
"821","2019-09-25",1.83
"822","2019-09-26",1.83
"823","2019-09-27",1.78
"824","2019-09-30",1.75
"825","2019-10-01",1.74
"826","2019-10-02",1.76
"827","2019-10-03",1.77
"828","2019-10-04",1.78
"829","2019-10-07",1.75
"830","2019-10-08",1.77
"831","2019-10-09",1.645
"832","2019-10-10",1.49
"833","2019-10-11",1.46
"834","2019-10-14",1.4
"835","2019-10-15",1.37
"836","2019-10-16",1.43
"837","2019-10-17",1.4
"838","2019-10-18",1.42
"839","2019-10-21",1.42
"840","2019-10-22",1.36
"841","2019-10-23",1.34
"842","2019-10-24",1.34
"843","2019-10-25",1.45
"844","2019-10-28",1.48
"845","2019-10-29",1.5
"846","2019-10-30",1.47
"847","2019-10-31",1.47
"848","2019-11-01",1.56
"849","2019-11-04",1.57
"850","2019-11-05",1.58
"851","2019-11-06",1.5
"852","2019-11-07",1.54
"853","2019-11-08",1.39
"854","2019-11-11",1.41
"855","2019-11-12",1.38
"856","2019-11-13",1.39
"857","2019-11-14",1.38
"858","2019-11-15",1.4
"859","2019-11-18",1.41
"860","2019-11-19",1.42
"861","2019-11-20",1.32
"862","2019-11-21",1.36
"863","2019-11-22",1.39
"864","2019-11-25",1.57
"865","2019-11-26",1.58
"866","2019-11-27",1.59
"867","2019-11-29",1.64
"868","2019-12-02",1.5
"869","2019-12-03",1.54
"870","2019-12-04",1.54
"871","2019-12-05",1.49
"872","2019-12-06",1.52
"873","2019-12-09",1.56
"874","2019-12-10",1.65
"875","2019-12-11",1.61
"876","2019-12-12",1.6
"877","2019-12-13",1.54
"878","2019-12-16",1.52
"879","2019-12-17",1.51
"880","2019-12-18",1.46
"881","2019-12-19",2.12
"882","2019-12-20",2.3
"883","2019-12-23",2.34
"884","2019-12-24",2.47
"885","2019-12-26",2.29
"886","2019-12-27",2.29
"887","2019-12-30",2.26
"888","2019-12-31",2.38
"889","2020-01-02",2.3
"890","2020-01-03",2.35
"891","2020-01-06",2.35
"892","2020-01-07",2.82
"893","2020-01-08",2.78
"894","2020-01-09",2.77
"895","2020-01-10",2.94
"896","2020-01-13",2.91
"897","2020-01-14",2.9
"898","2020-01-15",2.94
"899","2020-01-16",3.14
"900","2020-01-17",3.32
"901","2020-01-21",3.48
"902","2020-01-22",3.5
"903","2020-01-23",3.19
"904","2020-01-24",3.08
"905","2020-01-27",2.91
"906","2020-01-28",2.86
"907","2020-01-29",2.96
"908","2020-01-30",3.01
"909","2020-01-31",3.6
"910","2020-02-03",3.59
"911","2020-02-04",3.65
"912","2020-02-05",4.41
"913","2020-02-06",4.39
"914","2020-02-07",4.52
"915","2020-02-10",4.5
"916","2020-02-11",4.46
"917","2020-02-12",4.05
"918","2020-02-13",4.05
"919","2020-02-14",4.16
"920","2020-02-18",4.32
"921","2020-02-19",4.5
"922","2020-02-20",4.27
"923","2020-02-21",4.22
"924","2020-02-24",4.22
"925","2020-02-25",4.005
"926","2020-02-26",4.22
"927","2020-02-27",4.07
"928","2020-02-28",4
"929","2020-03-02",3.89
"930","2020-03-03",3.7
"931","2020-03-04",3.9
"932","2020-03-05",3.94
"933","2020-03-06",3.86
"934","2020-03-09",3.5
"935","2020-03-10",3.19
"936","2020-03-11",3.09
"937","2020-03-12",2.08
"938","2020-03-13",2.71
"939","2020-03-16",1.96
"940","2020-03-17",1.99
"941","2020-03-18",1.5
"942","2020-03-19",1.69
"943","2020-03-20",1.73
"944","2020-03-23",1.95
"945","2020-03-24",1.95
"946","2020-03-25",2.14
"947","2020-03-26",2.14
"948","2020-03-27",2.12
"949","2020-03-30",2.37
"950","2020-03-31",2.41
"951","2020-04-01",2.01
"952","2020-04-02",1.9
"953","2020-04-03",1.83
"954","2020-04-06",1.95
"955","2020-04-07",1.85
"956","2020-04-08",1.95
"957","2020-04-09",2.21
"958","2020-04-13",2.615
"959","2020-04-14",2.8
"960","2020-04-15",2.78
"961","2020-04-16",2.56
"962","2020-04-17",2.72
"963","2020-04-20",2.73
"964","2020-04-21",2.75
"965","2020-04-22",2.77
"966","2020-04-23",2.78
"967","2020-04-24",2.67
"968","2020-04-27",2.64
"969","2020-04-28",2.51
"970","2020-04-29",2.73
"971","2020-04-30",2.7
"972","2020-05-01",2.6
"973","2020-05-04",2.71
"974","2020-05-05",3.01
"975","2020-05-06",3.09
"976","2020-05-07",3
"977","2020-05-08",3.13
"978","2020-05-11",3.29
"979","2020-05-12",3.22
"980","2020-05-13",3.38
"981","2020-05-14",3.32
"982","2020-05-15",3.24
"983","2020-05-18",3.38
"984","2020-05-19",3.63
"985","2020-05-20",3.5
"986","2020-05-21",3.89
"987","2020-05-22",3.92
"988","2020-05-26",3.92
"989","2020-05-27",3.86
"990","2020-05-28",3.68
"991","2020-05-29",3.67
"992","2020-06-01",3.86
"993","2020-06-02",3.82
"994","2020-06-03",3.98
"995","2020-06-04",3.79
"996","2020-06-05",3.63
"997","2020-06-08",3.82
