"","date","LPI"
"1","2011-12-15",362
"2","2011-12-16",376
"3","2011-12-19",365
"4","2011-12-20",379
"5","2011-12-21",396.600006
"6","2011-12-22",391.200012
"7","2011-12-23",393.399994
"8","2011-12-27",404
"9","2011-12-28",414.600006
"10","2011-12-29",419.799988
"11","2011-12-30",446
"12","2012-01-03",444.399994
"13","2012-01-04",443
"14","2012-01-05",434
"15","2012-01-06",434.600006
"16","2012-01-09",424.399994
"17","2012-01-10",423.799988
"18","2012-01-11",421.799988
"19","2012-01-12",416.799988
"20","2012-01-13",418.200012
"21","2012-01-17",424
"22","2012-01-18",419.799988
"23","2012-01-19",422.799988
"24","2012-01-20",422.399994
"25","2012-01-23",445.399994
"26","2012-01-24",432.799988
"27","2012-01-25",440.600006
"28","2012-01-26",439.399994
"29","2012-01-27",442
"30","2012-01-30",444.399994
"31","2012-01-31",443.200012
"32","2012-02-01",448.200012
"33","2012-02-02",468.399994
"34","2012-02-03",482.200012
"35","2012-02-06",490.600006
"36","2012-02-07",491.799988
"37","2012-02-08",491.600006
"38","2012-02-09",488.799988
"39","2012-02-10",504
"40","2012-02-13",523.599976
"41","2012-02-14",524
"42","2012-02-15",525.200012
"43","2012-02-16",532
"44","2012-02-17",513.200012
"45","2012-02-21",528.599976
"46","2012-02-22",506.799988
"47","2012-02-23",514.200012
"48","2012-02-24",531.599976
"49","2012-02-27",536
"50","2012-02-28",514.599976
"51","2012-02-29",507.399994
"52","2012-03-01",503.200012
"53","2012-03-02",503.799988
"54","2012-03-05",485.399994
"55","2012-03-06",459.600006
"56","2012-03-07",461.200012
"57","2012-03-08",463.399994
"58","2012-03-09",479.399994
"59","2012-03-12",472
"60","2012-03-13",474
"61","2012-03-14",483.399994
"62","2012-03-15",496.399994
"63","2012-03-16",502.799988
"64","2012-03-19",513.400024
"65","2012-03-20",508.600006
"66","2012-03-21",491.399994
"67","2012-03-22",479.399994
"68","2012-03-23",505
"69","2012-03-26",481.799988
"70","2012-03-27",455.399994
"71","2012-03-28",442.200012
"72","2012-03-29",444.799988
"73","2012-03-30",468.799988
"74","2012-04-02",478.399994
"75","2012-04-03",496.200012
"76","2012-04-04",489.799988
"77","2012-04-05",488.399994
"78","2012-04-09",479.200012
"79","2012-04-10",475.600006
"80","2012-04-11",475.600006
"81","2012-04-12",479.200012
"82","2012-04-13",474
"83","2012-04-16",475
"84","2012-04-17",506.799988
"85","2012-04-18",494.200012
"86","2012-04-19",495.799988
"87","2012-04-20",505.399994
"88","2012-04-23",487.200012
"89","2012-04-24",488
"90","2012-04-25",504.600006
"91","2012-04-26",512.799988
"92","2012-04-27",511.399994
"93","2012-04-30",528.400024
"94","2012-05-01",532.599976
"95","2012-05-02",510.200012
"96","2012-05-03",493.399994
"97","2012-05-04",477.200012
"98","2012-05-07",466
"99","2012-05-08",450.799988
"100","2012-05-09",440
"101","2012-05-10",460.600006
"102","2012-05-11",462
"103","2012-05-14",443.200012
"104","2012-05-15",419.799988
"105","2012-05-16",424.799988
"106","2012-05-17",422.600006
"107","2012-05-18",420.600006
"108","2012-05-21",439.399994
"109","2012-05-22",430
"110","2012-05-23",422
"111","2012-05-24",422
"112","2012-05-25",428.600006
"113","2012-05-29",445.200012
"114","2012-05-30",420.399994
"115","2012-05-31",421
"116","2012-06-01",407.799988
"117","2012-06-04",405
"118","2012-06-05",415.200012
"119","2012-06-06",428
"120","2012-06-07",427.600006
"121","2012-06-08",421.600006
"122","2012-06-11",407.200012
"123","2012-06-12",414.600006
"124","2012-06-13",396.399994
"125","2012-06-14",389
"126","2012-06-15",382.399994
"127","2012-06-18",375.799988
"128","2012-06-19",388.200012
"129","2012-06-20",390.200012
"130","2012-06-21",378.399994
"131","2012-06-22",390.600006
"132","2012-06-25",380.399994
"133","2012-06-26",386
"134","2012-06-27",400.799988
"135","2012-06-28",395.600006
"136","2012-06-29",416
"137","2012-07-02",422
"138","2012-07-03",435
"139","2012-07-05",436.799988
"140","2012-07-06",434
"141","2012-07-09",434.799988
"142","2012-07-10",423.200012
"143","2012-07-11",433.799988
"144","2012-07-12",423.200012
"145","2012-07-13",432
"146","2012-07-16",432.799988
"147","2012-07-17",444.200012
"148","2012-07-18",448.600006
"149","2012-07-19",452
"150","2012-07-20",460
"151","2012-07-23",440.399994
"152","2012-07-24",443
"153","2012-07-25",447
"154","2012-07-26",457.399994
"155","2012-07-27",462.799988
"156","2012-07-30",460
"157","2012-07-31",459.600006
"158","2012-08-01",460
"159","2012-08-02",450.600006
"160","2012-08-03",455
"161","2012-08-06",458.600006
"162","2012-08-07",470
"163","2012-08-08",470.200012
"164","2012-08-09",481.799988
"165","2012-08-10",459
"166","2012-08-13",449.200012
"167","2012-08-14",449
"168","2012-08-15",450.399994
"169","2012-08-16",456.200012
"170","2012-08-17",450
"171","2012-08-20",448.200012
"172","2012-08-21",445
"173","2012-08-22",450.200012
"174","2012-08-23",434
"175","2012-08-24",441
"176","2012-08-27",439.799988
"177","2012-08-28",441
"178","2012-08-29",431.200012
"179","2012-08-30",432.200012
"180","2012-08-31",435.200012
"181","2012-09-04",427.600006
"182","2012-09-05",433.799988
"183","2012-09-06",442.399994
"184","2012-09-07",455.399994
"185","2012-09-10",447.200012
"186","2012-09-11",453.600006
"187","2012-09-12",462.799988
"188","2012-09-13",461.799988
"189","2012-09-14",461.799988
"190","2012-09-17",442.600006
"191","2012-09-18",451.600006
"192","2012-09-19",440
"193","2012-09-20",441.399994
"194","2012-09-21",439
"195","2012-09-24",435.399994
"196","2012-09-25",434.600006
"197","2012-09-26",426.600006
"198","2012-09-27",436.600006
"199","2012-09-28",439.600006
"200","2012-10-01",444.399994
"201","2012-10-02",435.799988
"202","2012-10-03",432.399994
"203","2012-10-04",439.200012
"204","2012-10-05",434.200012
"205","2012-10-08",431.799988
"206","2012-10-09",414.399994
"207","2012-10-10",398.600006
"208","2012-10-11",416
"209","2012-10-12",430.399994
"210","2012-10-15",419.799988
"211","2012-10-16",420.799988
"212","2012-10-17",419.799988
"213","2012-10-18",419
"214","2012-10-19",420
"215","2012-10-22",417.799988
"216","2012-10-23",406.200012
"217","2012-10-24",404.399994
"218","2012-10-25",408.600006
"219","2012-10-26",406
"220","2012-10-31",405.799988
"221","2012-11-01",417.600006
"222","2012-11-02",404.799988
"223","2012-11-05",414.200012
"224","2012-11-06",406.200012
"225","2012-11-07",401.399994
"226","2012-11-08",393.200012
"227","2012-11-09",382
"228","2012-11-12",384.600006
"229","2012-11-13",385.399994
"230","2012-11-14",387.600006
"231","2012-11-15",378
"232","2012-11-16",381
"233","2012-11-19",398.799988
"234","2012-11-20",383.799988
"235","2012-11-21",390
"236","2012-11-23",392.200012
"237","2012-11-26",388
"238","2012-11-27",381.799988
"239","2012-11-28",378.399994
"240","2012-11-29",383.799988
"241","2012-11-30",380.399994
"242","2012-12-03",379.200012
"243","2012-12-04",363
"244","2012-12-05",377.399994
"245","2012-12-06",370.399994
"246","2012-12-07",364.399994
"247","2012-12-10",362.200012
"248","2012-12-11",362.600006
"249","2012-12-12",363.799988
"250","2012-12-13",357.200012
"251","2012-12-14",355.600006
"252","2012-12-17",352
"253","2012-12-18",364.200012
"254","2012-12-19",356.200012
"255","2012-12-20",360.799988
"256","2012-12-21",361
"257","2012-12-24",351
"258","2012-12-26",351.799988
"259","2012-12-27",353.799988
"260","2012-12-28",348.200012
"261","2012-12-31",363.200012
"262","2013-01-02",357.399994
"263","2013-01-03",354
"264","2013-01-04",356.600006
"265","2013-01-07",370.200012
"266","2013-01-08",366.799988
"267","2013-01-09",369.200012
"268","2013-01-10",376
"269","2013-01-11",379.799988
"270","2013-01-14",370.399994
"271","2013-01-15",367.200012
"272","2013-01-16",369.399994
"273","2013-01-17",367.399994
"274","2013-01-18",372.600006
"275","2013-01-22",380.600006
"276","2013-01-23",374
"277","2013-01-24",368
"278","2013-01-25",365.600006
"279","2013-01-28",367.799988
"280","2013-01-29",369.200012
"281","2013-01-30",380.399994
"282","2013-01-31",369
"283","2013-02-01",369.200012
"284","2013-02-04",355
"285","2013-02-05",365.799988
"286","2013-02-06",365.799988
"287","2013-02-07",362.600006
"288","2013-02-08",364.600006
"289","2013-02-11",364
"290","2013-02-12",354.399994
"291","2013-02-13",347.399994
"292","2013-02-14",351.600006
"293","2013-02-15",346.799988
"294","2013-02-19",350.399994
"295","2013-02-20",342.799988
"296","2013-02-21",341.600006
"297","2013-02-22",347.399994
"298","2013-02-25",339.799988
"299","2013-02-26",341.600006
"300","2013-02-27",345.799988
"301","2013-02-28",342.799988
"302","2013-03-01",337.200012
"303","2013-03-04",331.200012
"304","2013-03-05",335
"305","2013-03-06",339.399994
"306","2013-03-07",351.200012
"307","2013-03-08",357.600006
"308","2013-03-11",357
"309","2013-03-12",376.600006
"310","2013-03-13",382
"311","2013-03-14",395.399994
"312","2013-03-15",398.399994
"313","2013-03-18",400.600006
