"","date","IGIC"
"189","2019-01-08",9.82
"190","2019-01-09",9.85
"191","2019-01-10",9.85
"192","2019-01-11",9.85
"193","2019-01-14",9.85
"194","2019-01-15",9.86
"195","2019-01-16",9.88
"196","2019-01-17",9.88
"197","2019-01-18",9.9
"198","2019-01-22",9.89
"199","2019-01-23",9.89
"200","2019-01-24",9.92
"201","2019-01-25",9.93
"202","2019-01-28",9.93
"203","2019-01-29",9.94
"204","2019-01-30",9.963
"205","2019-01-31",9.95
"206","2019-02-01",9.95
"207","2019-02-04",9.98
"208","2019-02-05",9.98
"209","2019-02-06",10
"210","2019-02-07",10.07
"211","2019-02-08",10
"212","2019-02-11",9.98
"213","2019-02-12",9.98
"214","2019-02-13",9.98
"215","2019-02-14",9.97
"216","2019-02-15",9.97
"217","2019-02-19",10
"218","2019-02-20",10
"219","2019-02-21",9.96
"220","2019-02-22",9.99
"221","2019-02-25",9.99
"222","2019-02-26",9.99
"223","2019-02-27",9.99
"224","2019-02-28",10
"225","2019-03-01",10
"226","2019-03-04",10
"227","2019-03-05",10
"228","2019-03-06",10.02
"229","2019-03-07",10.01
"230","2019-03-08",10.01
"231","2019-03-11",10.01
"232","2019-03-12",10.01
"233","2019-03-13",10.01
"234","2019-03-14",10.01
"235","2019-03-15",10.03
"236","2019-03-18",10.05
"237","2019-03-19",10.06
"238","2019-03-20",10.06
"239","2019-03-21",10.04
"240","2019-03-22",10.06
"241","2019-03-25",10.06
"242","2019-03-26",10.06
"243","2019-03-27",10.07
"244","2019-03-28",10.07
"245","2019-03-29",10.08
"246","2019-04-01",10.08
"247","2019-04-02",10.08
"248","2019-04-03",10.08
"249","2019-04-04",10.08
"250","2019-04-05",10.08
"251","2019-04-08",10.08
"252","2019-04-09",10.07
"253","2019-04-10",10.07
"254","2019-04-11",10.08
"255","2019-04-12",10.07
"256","2019-04-15",10.07
"257","2019-04-16",10.05
"258","2019-04-17",10.05
"259","2019-04-18",10.07
"260","2019-04-22",10.08
"261","2019-04-23",10.08
"262","2019-04-24",10.08
"263","2019-04-25",10.08
"264","2019-04-26",10.08
"265","2019-04-29",10.08
"266","2019-04-30",10.03
"267","2019-05-01",10.1
"268","2019-05-02",10.1
"269","2019-05-03",10.1
"270","2019-05-06",10.1
"271","2019-05-07",10.13
"272","2019-05-08",10.13
"273","2019-05-09",10.15
"274","2019-05-10",10.12
"275","2019-05-13",10.12
"276","2019-05-14",10.12
"277","2019-05-15",10.12
"278","2019-05-16",10.12
"279","2019-05-17",10.12
"280","2019-05-20",10.12
"281","2019-05-21",10.12
"282","2019-05-22",10.12
"283","2019-05-23",10.12
"284","2019-05-24",10.12
"285","2019-05-28",10.09
"286","2019-05-29",10.1
"287","2019-05-30",10.1
"288","2019-05-31",10.1
"289","2019-06-03",10.1
"290","2019-06-04",10.1
"291","2019-06-05",10.1
"292","2019-06-06",10.1
"293","2019-06-07",10.12
"294","2019-06-10",10.13
"295","2019-06-11",10.15
"296","2019-06-12",10.15
"297","2019-06-13",10.21
"298","2019-06-14",10.18
"299","2019-06-17",10.21
"300","2019-06-18",10.21
"301","2019-06-19",10.21
"302","2019-06-20",10.22
"303","2019-06-21",10.22
"304","2019-06-24",10.22
"305","2019-06-25",10.3
"306","2019-06-26",10.2
"307","2019-06-27",10.2
"308","2019-06-28",10.2
"309","2019-07-01",10.2
"310","2019-07-02",10.2
"311","2019-07-03",10.2
"312","2019-07-05",10.21
"313","2019-07-08",10.21
"314","2019-07-09",10.21
"315","2019-07-10",10.21
"316","2019-07-11",10.25
"317","2019-07-12",10.225
"318","2019-07-15",10.23
"319","2019-07-16",10.22
"320","2019-07-17",10.22
"321","2019-07-18",10.25
"322","2019-07-19",10.29
"323","2019-07-22",10.24
"324","2019-07-23",10.22
"325","2019-07-24",10.21
"326","2019-07-25",10.23
"327","2019-07-26",10.23
"328","2019-07-29",10.21
"329","2019-07-30",10.21
"330","2019-07-31",10.2
"331","2019-08-01",10.25
"332","2019-08-02",10.25
"333","2019-08-05",10.25
"334","2019-08-06",10.25
"335","2019-08-07",10.25
"336","2019-08-08",10.25
"337","2019-08-09",10.25
"338","2019-08-12",10.23
"339","2019-08-13",10.3
"340","2019-08-14",10.215
"341","2019-08-15",10.33
"342","2019-08-16",10.33
"343","2019-08-19",10.33
"344","2019-08-20",10.35
"345","2019-08-21",10.23
"346","2019-08-22",10.33
"347","2019-08-23",10.3
"348","2019-08-26",10.3
"349","2019-08-27",10.25
"350","2019-08-28",10.29
"351","2019-08-29",10.26
"352","2019-08-30",10.279
"353","2019-09-03",10.33
"354","2019-09-04",10.22
"355","2019-09-05",10.33
"356","2019-09-06",10.22
"357","2019-09-09",10.3
"358","2019-09-10",10.29
"359","2019-09-11",10.33
"360","2019-09-12",10.3
"361","2019-09-13",10.29
"362","2019-09-16",10.29
"363","2019-09-17",10.24
"364","2019-09-18",10.3
"365","2019-09-19",10.3
"366","2019-09-20",10.3
"367","2019-09-23",10.3
"368","2019-09-24",10.24
"369","2019-09-25",10.24
"370","2019-09-26",10.24
"371","2019-09-27",10.24
"372","2019-09-30",10.24
"373","2019-10-01",10.24
"374","2019-10-02",10.24
"375","2019-10-03",10.27
"376","2019-10-04",10.27
"377","2019-10-07",10.26
"378","2019-10-08",10.29
"379","2019-10-09",10.26
"380","2019-10-10",10.26
"381","2019-10-11",10.37
"382","2019-10-14",10.36
"383","2019-10-15",10.36
"384","2019-10-16",10.36
"385","2019-10-17",10.36
"386","2019-10-18",10.36
"387","2019-10-21",10.347
"388","2019-10-22",10.32
"389","2019-10-23",10.35
"390","2019-10-24",10.35
"391","2019-10-25",10.35
"392","2019-10-28",10.36
"393","2019-10-29",10.37
"394","2019-10-30",10.38
"395","2019-10-31",10.35
"396","2019-11-01",10.37
"397","2019-11-04",10.39
"398","2019-11-05",10.4
"399","2019-11-06",10.393
"400","2019-11-07",10.396
"401","2019-11-08",10.38
"402","2019-11-11",10.37
"403","2019-11-12",10.4
"404","2019-11-13",10.4
"405","2019-11-14",10.4
"406","2019-11-15",10.4
"407","2019-11-18",10.4
"408","2019-11-19",10.385
"409","2019-11-20",10.45
"410","2019-11-21",10.39
"411","2019-11-22",10.38
"412","2019-11-25",10.43
"413","2019-11-26",10.43
"414","2019-11-27",10.43
"415","2019-11-29",10.43
"416","2019-12-02",10.43
"417","2019-12-03",10.37
"418","2019-12-04",10.4
"419","2019-12-05",10.4
"420","2019-12-06",10.43
"421","2019-12-09",10.43
"422","2019-12-10",10.43
"423","2019-12-11",10.44
"424","2019-12-12",10.48
"425","2019-12-13",10.45
"426","2019-12-16",10.45
"427","2019-12-17",10.45
"428","2019-12-18",10.5
"429","2019-12-19",10.48
"430","2019-12-20",10.49
"431","2019-12-23",10.49
"432","2019-12-24",10.5
"433","2019-12-26",10.5
"434","2019-12-27",10.5
"435","2019-12-30",10.5
"436","2019-12-31",10.5
"437","2020-01-02",10.5
"438","2020-01-03",10.55
"439","2020-01-06",10.55
"440","2020-01-07",10.56
"441","2020-01-08",10.58
"442","2020-01-09",10.6
"443","2020-01-10",10.61
"444","2020-01-13",10.575
"445","2020-01-14",10.6
"446","2020-01-15",10.6
"447","2020-01-16",10.53
"448","2020-01-17",10.58
"449","2020-01-21",10.45
"450","2020-01-22",10.48
"451","2020-01-23",10.45
"452","2020-01-24",10.52
"453","2020-01-27",10.45
"454","2020-01-28",10.55
"455","2020-01-29",10.55
"456","2020-01-30",10.59
"457","2020-01-31",10.5
"458","2020-02-03",10.4
"459","2020-02-04",10.58
"460","2020-02-05",10.6
"461","2020-02-06",10.57
"462","2020-02-07",10.5
"463","2020-02-10",10.6
"464","2020-02-11",10.6
"465","2020-02-12",10.45
"466","2020-02-13",10.47
"467","2020-02-14",10.45
"468","2020-02-18",10.45
"469","2020-02-19",10.55
"470","2020-02-20",10.47
"471","2020-02-21",10.5
"472","2020-02-24",10.53
"473","2020-02-25",10.46
"474","2020-02-26",10.55
"475","2020-02-27",10.47
"476","2020-02-28",10.35
"477","2020-03-02",10.45
"478","2020-03-03",10.41
"479","2020-03-04",10.4
"480","2020-03-05",10.4
"481","2020-03-06",10.39
"482","2020-03-09",10.4
"483","2020-03-10",10.37
"484","2020-03-11",11.14
"485","2020-03-12",8.01
"486","2020-03-13",8.83
"487","2020-03-16",7.17
"488","2020-03-17",8.32
"489","2020-03-18",8.32
"490","2020-03-19",7.5
"491","2020-03-20",6.73
"492","2020-03-23",6.93
"493","2020-03-24",7
"494","2020-03-25",6.294
"495","2020-03-26",6.73
"496","2020-03-27",6.75
"497","2020-03-30",8.28
"498","2020-03-31",8
"499","2020-04-01",7.1
"500","2020-04-02",7.35
"501","2020-04-03",6.75
"502","2020-04-06",6
"503","2020-04-07",6
"504","2020-04-08",6
"505","2020-04-09",5.89
"506","2020-04-13",6.095
"507","2020-04-14",6.1
"508","2020-04-15",6
"509","2020-04-16",6
"510","2020-04-17",6.6
"511","2020-04-20",6.665
"512","2020-04-21",6
"513","2020-04-22",6.09
"514","2020-04-23",6.88
"515","2020-04-24",6.85
"516","2020-04-27",7.23
"517","2020-04-28",7.39
"518","2020-04-29",7.75
"519","2020-04-30",6.65
"520","2020-05-01",6.88
"521","2020-05-04",6
"522","2020-05-05",7.74
"523","2020-05-06",7
"524","2020-05-07",7.4
"525","2020-05-08",7.4
"526","2020-05-11",6.61
"527","2020-05-12",6.62
"528","2020-05-13",6.88
"529","2020-05-14",6.34
"530","2020-05-15",6.66
"531","2020-05-18",6.13
"532","2020-05-19",6.07
"533","2020-05-20",5.75
"534","2020-05-21",6.05
"535","2020-05-22",5.93
"536","2020-05-26",5.9
"537","2020-05-27",5.65
"538","2020-05-28",5.5
"539","2020-05-29",5.89
"540","2020-06-01",5.75
"541","2020-06-02",5.64
"542","2020-06-03",5.95
"543","2020-06-04",5.9
"544","2020-06-05",5.96
"545","2020-06-08",5.98
"546","2020-06-09",5.98
"547","2020-06-10",6.37
"548","2020-06-11",6.7
"549","2020-06-12",6.95
"550","2020-06-15",6.57
"551","2020-06-16",6.68
"552","2020-06-17",6.89
"553","2020-06-18",6.84
"554","2020-06-19",7
"555","2020-06-22",6.98
"556","2020-06-23",6.8
"557","2020-06-24",6.72
"558","2020-06-25",6.48
"559","2020-06-26",6.25
"560","2020-06-29",6.47
"561","2020-06-30",6.9
"562","2020-07-01",6.65
"563","2020-07-02",6.25
"564","2020-07-06",6.45
"565","2020-07-07",6.3
"566","2020-07-08",6.35
"567","2020-07-09",6.26
"568","2020-07-10",6.22
"569","2020-07-13",6.53
"570","2020-07-14",7
"571","2020-07-15",7
"572","2020-07-16",6.75
"573","2020-07-17",6.85
"574","2020-07-20",6.95
"575","2020-07-21",6.85
"576","2020-07-22",6.8
"577","2020-07-23",6.7
"578","2020-07-24",6.63
"579","2020-07-27",6.5
"580","2020-07-28",6.7
"581","2020-07-29",6.51
"582","2020-07-30",6.94
"583","2020-07-31",6.5
"584","2020-08-03",6.5
"585","2020-08-04",6.265
"586","2020-08-05",6.45
"587","2020-08-06",6.66
"588","2020-08-07",6.7
"589","2020-08-10",6.69
"590","2020-08-11",6.6
"591","2020-08-12",6.5
"592","2020-08-13",6.36
"593","2020-08-14",6.37
"594","2020-08-17",6.35
"595","2020-08-18",6.64
"596","2020-08-19",6.69
"597","2020-08-20",6.53
"598","2020-08-21",6.8
"599","2020-08-24",6.85
"600","2020-08-25",6.93
"601","2020-08-26",6.8
"602","2020-08-27",6.85
"603","2020-08-28",6.87
"604","2020-08-31",6.9
"605","2020-09-01",6.93
"606","2020-09-02",6.81
"607","2020-09-03",6.75
"608","2020-09-04",6.76
"609","2020-09-08",6.47
"610","2020-09-09",6.77
"611","2020-09-10",6.95
"612","2020-09-11",7
"613","2020-09-14",6.9
"614","2020-09-15",6.68
"615","2020-09-16",6.85
"616","2020-09-17",6.75
"617","2020-09-18",6.85
"618","2020-09-21",6.86
"619","2020-09-22",7.31
"620","2020-09-23",6.99
"621","2020-09-24",7.18
"622","2020-09-25",6.79
"623","2020-09-28",6.88
"624","2020-09-29",7.3
"625","2020-09-30",7.15
"626","2020-10-01",8.19
"627","2020-10-02",7.49
"628","2020-10-05",7.68
"629","2020-10-06",7.68
"630","2020-10-07",7.896
"631","2020-10-08",7.896
"632","2020-10-09",8.04
"633","2020-10-12",8
"634","2020-10-13",7.71
"635","2020-10-14",7.52
"636","2020-10-15",7.78
"637","2020-10-16",7.54
"638","2020-10-19",7.3
"639","2020-10-20",7.3
"640","2020-10-21",7.52
"641","2020-10-22",8
"642","2020-10-23",7.85
"643","2020-10-26",8.05
"644","2020-10-27",7.078
"645","2020-10-28",7
"646","2020-10-29",6.95
"647","2020-10-30",7
"648","2020-11-02",6.7
"649","2020-11-03",6.7
"650","2020-11-04",6.82
"651","2020-11-05",7.03
"652","2020-11-06",7.31
"653","2020-11-09",7.35
"654","2020-11-10",7.17
"655","2020-11-11",7.2
"656","2020-11-12",6.85
"657","2020-11-13",7
"658","2020-11-16",7.59
"659","2020-11-17",7.65
"660","2020-11-18",7.57
"661","2020-11-19",7.45
"662","2020-11-20",7.55
"663","2020-11-23",7.58
"664","2020-11-24",7.46
"665","2020-11-25",7.72
"666","2020-11-27",7.78
