"","date","FORK"
"401","2017-06-08",3.437
"402","2017-06-09",3.55
"403","2017-06-12",3.7
"404","2017-06-13",3.69
"405","2017-06-14",3.633
"406","2017-06-15",3.654
"407","2017-06-16",3.65
"408","2017-06-19",3.6
"409","2017-06-20",3.3
"410","2017-06-21",3.25
"411","2017-06-22",3.4
"412","2017-06-23",3.35
"413","2017-06-26",3.2
"414","2017-06-27",3.3
"415","2017-06-28",3.3
"416","2017-06-29",3.5
"417","2017-06-30",3.2
"418","2017-07-03",3.2
"419","2017-07-05",3.25
"420","2017-07-06",3.3
"421","2017-07-07",3.3
"422","2017-07-10",3.3
"423","2017-07-11",3.22
"424","2017-07-12",3.22
"425","2017-07-13",3.22
"426","2017-07-14",3.22
"427","2017-07-17",3.22
"428","2017-07-18",3.3
"429","2017-07-19",3.3
"430","2017-07-20",3.3
"431","2017-07-21",3.3
"432","2017-07-24",3.3
"433","2017-07-25",3.25
"434","2017-07-26",3.234
"435","2017-07-27",3.234
"436","2017-07-28",3.2
"437","2017-07-31",3.3
"438","2017-08-01",3.3
"439","2017-08-02",3.239
"440","2017-08-03",3.239
"441","2017-08-04",3.25
"442","2017-08-07",3.25
"443","2017-08-08",3.25
"444","2017-08-09",3.3
"445","2017-08-10",3.25
"446","2017-08-11",3.3
"447","2017-08-14",3.3
"448","2017-08-15",3.295
"449","2017-08-16",3.3
"450","2017-08-17",3.3
"451","2017-08-18",3.3
"452","2017-08-21",3.3
"453","2017-08-22",3.4
"454","2017-08-23",3.3
"455","2017-08-24",3.3
"456","2017-08-25",3.29
"457","2017-08-28",3.3
"458","2017-08-29",3.25
"459","2017-08-30",3.25
"460","2017-08-31",3.2
"461","2017-09-01",3.15
"462","2017-09-05",3.5
"463","2017-09-06",3.55
"464","2017-09-07",3.35
"465","2017-09-08",3.6
"466","2017-09-11",3.95
"467","2017-09-12",3.9
"468","2017-09-13",4
"469","2017-09-14",4.45
"470","2017-09-15",4.05
"471","2017-09-18",4.2
"472","2017-09-19",4.25
"473","2017-09-20",4.25
"474","2017-09-21",4.55
"475","2017-09-22",4.55
"476","2017-09-25",5
"477","2017-09-26",5.25
"478","2017-09-27",5.6
"479","2017-09-28",5.8
"480","2017-09-29",5.85
"481","2017-10-02",4.7
"482","2017-10-03",4
"483","2017-10-04",4
"484","2017-10-05",4.2
"485","2017-10-06",3.825
"486","2017-10-09",3.95
"487","2017-10-10",3.975
"488","2017-10-11",4.1
"489","2017-10-12",4.2
"490","2017-10-13",4.15
"491","2017-10-16",4.15
"492","2017-10-17",4.05
"493","2017-10-18",4.1
"494","2017-10-19",4
"495","2017-10-20",4.05
"496","2017-10-23",4.55
"497","2017-10-24",4.4
"498","2017-10-25",4.1
"499","2017-10-26",4.2
"500","2017-10-27",4.2
"501","2017-10-30",4
"502","2017-10-31",4.15
"503","2017-11-01",4.35
"504","2017-11-02",4.7
"505","2017-11-03",4.9
"506","2017-11-06",4.95
"507","2017-11-07",4.95
"508","2017-11-08",4.9
"509","2017-11-09",4.9
"510","2017-11-10",4.9
"511","2017-11-13",4.95
"512","2017-11-14",5.1
"513","2017-11-15",5.35
"514","2017-11-16",5.2
"515","2017-11-17",4.9
"516","2017-11-20",5.15
"517","2017-11-21",5.05
"518","2017-11-22",5.2
"519","2017-11-24",4.9
"520","2017-11-27",4.95
"521","2017-11-28",5.025
"522","2017-11-29",5
"523","2017-11-30",5.3
"524","2017-12-01",4.675
"525","2017-12-04",4.65
"526","2017-12-05",4.5
"527","2017-12-06",4
"528","2017-12-07",3.75
"529","2017-12-08",3.85
"530","2017-12-11",4.1
"531","2017-12-12",4.05
"532","2017-12-13",4.45
"533","2017-12-14",4.65
"534","2017-12-15",4.2
"535","2017-12-18",3.925
"536","2017-12-19",4
"537","2017-12-20",3.95
"538","2017-12-21",3.95
"539","2017-12-22",4
"540","2017-12-26",4.05
"541","2017-12-27",4
"542","2017-12-28",4
"543","2017-12-29",3.95
"544","2018-01-02",4
"545","2018-01-03",3.95
"546","2018-01-04",3.95
"547","2018-01-05",4
"548","2018-01-08",4
"549","2018-01-09",3.95
"550","2018-01-10",3.95
"551","2018-01-11",3.95
"552","2018-01-12",3.95
"553","2018-01-16",3.95
"554","2018-01-17",3.95
"555","2018-01-18",3.95
"556","2018-01-19",4
"557","2018-01-22",4.05
"558","2018-01-23",4.45
"559","2018-01-24",4.4
"560","2018-01-25",4.4
"561","2018-01-26",4.45
"562","2018-01-29",4.45
"563","2018-01-30",4.75
"564","2018-01-31",4.5
"565","2018-02-01",4.15
"566","2018-02-02",3.85
"567","2018-02-05",3.95
"568","2018-02-06",4.35
"569","2018-02-07",4.2
"570","2018-02-08",4.15
"571","2018-02-09",4.15
"572","2018-02-12",4.1
"573","2018-02-13",4.2
"574","2018-02-14",4.45
"575","2018-02-15",4.55
"576","2018-02-16",4.65
"577","2018-02-20",4.65
"578","2018-02-21",4.5
"579","2018-02-22",4.5
"580","2018-02-23",4.5
"581","2018-02-26",4.5
"582","2018-02-27",4.4
"583","2018-02-28",4.3
"584","2018-03-01",4.225
"585","2018-03-02",4.2
"586","2018-03-05",4.15
"587","2018-03-06",4.25
"588","2018-03-07",4.45
"589","2018-03-08",4.3
"590","2018-03-09",4.2
"591","2018-03-12",4.25
"592","2018-03-13",4.3
"593","2018-03-14",4.3
"594","2018-03-15",4.4
"595","2018-03-16",4.4
"596","2018-03-19",4.4
"597","2018-03-20",4.65
"598","2018-03-21",4.5
"599","2018-03-22",4.5
"600","2018-03-23",4.4
"601","2018-03-26",4.4
"602","2018-03-27",4.15
"603","2018-03-28",4.1
"604","2018-03-29",4.35
"605","2018-04-02",4.25
"606","2018-04-03",4.05
"607","2018-04-04",4.25
"608","2018-04-05",4.05
"609","2018-04-06",4.15
"610","2018-04-09",4.15
"611","2018-04-10",4.225
"612","2018-04-11",4.25
"613","2018-04-12",4.25
"614","2018-04-13",4.15
"615","2018-04-16",4.2
"616","2018-04-17",4.1
"617","2018-04-18",4.05
"618","2018-04-19",4.075
"619","2018-04-20",4.05
"620","2018-04-23",4
"621","2018-04-24",3.95
"622","2018-04-25",3.95
"623","2018-04-26",4
"624","2018-04-27",4.05
"625","2018-04-30",4
"626","2018-05-01",4
"627","2018-05-02",4
"628","2018-05-03",4.05
"629","2018-05-04",3.95
"630","2018-05-07",3.95
"631","2018-05-08",3.9
"632","2018-05-09",3.75
"633","2018-05-10",3.65
"634","2018-05-11",3.505
"635","2018-05-14",3.6
"636","2018-05-15",3.55
"637","2018-05-16",3.55
"638","2018-05-17",3.75
"639","2018-05-18",3.75
"640","2018-05-21",3.7
"641","2018-05-22",3.7
"642","2018-05-23",3.65
"643","2018-05-24",3.55
"644","2018-05-25",3.55
"645","2018-05-29",3.7
"646","2018-05-30",3.75
"647","2018-05-31",3.7
"648","2018-06-01",3.7
"649","2018-06-04",3.7
"650","2018-06-05",3.75
"651","2018-06-06",3.7
"652","2018-06-07",3.594
"653","2018-06-08",3.55
"654","2018-06-11",3.55
"655","2018-06-12",3.65
"656","2018-06-13",3.65
"657","2018-06-14",3.65
"658","2018-06-15",3.65
"659","2018-06-18",3.5
"660","2018-06-19",3.35
"661","2018-06-20",3.25
"662","2018-06-21",3.25
"663","2018-06-22",3.05
"664","2018-06-25",2.7
"665","2018-06-26",2.8
"666","2018-06-27",2.8
"667","2018-06-28",2.85
"668","2018-06-29",2.95
"669","2018-07-02",3.1
"670","2018-07-03",3.25
"671","2018-07-05",3.4
"672","2018-07-06",3.45
"673","2018-07-09",3.5
"674","2018-07-10",3.55
"675","2018-07-11",3.5
"676","2018-07-12",3.45
"677","2018-07-13",3.55
"678","2018-07-16",3.5
"679","2018-07-17",3.425
"680","2018-07-18",3.325
"681","2018-07-19",3.35
"682","2018-07-20",3.35
"683","2018-07-23",3.35
"684","2018-07-24",3.3
"685","2018-07-25",3.3
"686","2018-07-26",3.3
"687","2018-07-27",3.05
"688","2018-07-30",3.05
"689","2018-07-31",3.2
"690","2018-08-01",3.05
"691","2018-08-02",3.3
"692","2018-08-03",3.1
"693","2018-08-06",3.15
"694","2018-08-07",3.25
"695","2018-08-08",3.2
"696","2018-08-09",3.3
"697","2018-08-10",3.25
"698","2018-08-13",3.05
"699","2018-08-14",3.1
"700","2018-08-15",2.85
"701","2018-08-16",2.85
"702","2018-08-17",2.8
"703","2018-08-20",2.75
"704","2018-08-21",2.85
"705","2018-08-22",2.85
"706","2018-08-23",2.85
"707","2018-08-24",2.9
"708","2018-08-27",2.45
"709","2018-08-28",2.6
"710","2018-08-29",2.4
"711","2018-08-30",2.8
"712","2018-08-31",2.6
"713","2018-09-04",2.85
"714","2018-09-05",2.85
"715","2018-09-06",2.9
"716","2018-09-07",3
"717","2018-09-10",3
"718","2018-09-11",3.15
"719","2018-09-12",3.1
"720","2018-09-13",3.05
"721","2018-09-14",3.05
"722","2018-09-17",3.15
"723","2018-09-18",3.4
"724","2018-09-19",3.416
"725","2018-09-20",3.441
"726","2018-09-21",3.5
"727","2018-09-24",3.45
"728","2018-09-25",3.6
"729","2018-09-26",4
"730","2018-09-27",3.85
"731","2018-09-28",3.95
"732","2018-10-01",3.9
"733","2018-10-02",4.1
"734","2018-10-03",4
"735","2018-10-04",4.1
"736","2018-10-05",3.94
"737","2018-10-08",3.79
"738","2018-10-09",3.64
"739","2018-10-10",3.57
"740","2018-10-11",3.89
"741","2018-10-12",3.87
"742","2018-10-15",3.9
"743","2018-10-16",3.5
"744","2018-10-17",3.62
"745","2018-10-18",3.72
"746","2018-10-19",3.73
"747","2018-10-22",3.47
"748","2018-10-23",3.62
"749","2018-10-24",3.43
"750","2018-10-25",3.57
"751","2018-10-26",3.42
"752","2018-10-29",3.65
"753","2018-10-30",3.65
"754","2018-10-31",3.61
"755","2018-11-01",3.55
"756","2018-11-02",3.55
"757","2018-11-05",3.55
"758","2018-11-06",3.47
"759","2018-11-07",3.47
"760","2018-11-08",3.503
"761","2018-11-09",3.52
"762","2018-11-12",3.5
"763","2018-11-13",3.42
"764","2018-11-14",3.2
"765","2018-11-15",3.2
"766","2018-11-16",3.016
"767","2018-11-19",3.24
"768","2018-11-20",3.49
"769","2018-11-21",3.49
"770","2018-11-23",3.45
"771","2018-11-26",3.62
"772","2018-11-27",3.6
"773","2018-11-28",3.62
"774","2018-11-29",3.467
"775","2018-11-30",3.68
"776","2018-12-03",3.47
"777","2018-12-04",3.47
"778","2018-12-06",3.47
"779","2018-12-07",3.477
"780","2018-12-10",3.554
"781","2018-12-11",3.5
"782","2018-12-12",3.5
"783","2018-12-13",3.5
"784","2018-12-14",3.568
"785","2018-12-17",3.568
"786","2018-12-18",3.65
"787","2018-12-19",3.65
"788","2018-12-20",3.88
"789","2018-12-21",3.75
"790","2018-12-24",3.55
"791","2018-12-26",3.8
"792","2018-12-27",3.71
"793","2018-12-28",3.85
"794","2018-12-31",3.85
"795","2019-01-02",3.78
"796","2019-01-03",3.87
"797","2019-01-04",3.81
"798","2019-01-07",3.81
"799","2019-01-08",3.7
"800","2019-01-09",3.7
"801","2019-01-10",3.51
"802","2019-01-11",3.64
"803","2019-01-14",3.568
"804","2019-01-15",3.64
"805","2019-01-16",3.631
"806","2019-01-17",3.72
"807","2019-01-18",3.6
"808","2019-01-22",3.6
"809","2019-01-23",3.68
"810","2019-01-24",3.55
"811","2019-01-25",3.73
"812","2019-01-28",3.75
"813","2019-01-29",3.75
"814","2019-01-30",3.76
"815","2019-01-31",3.79
"816","2019-02-01",3.74
"817","2019-02-04",3.6
"818","2019-02-05",3.58
"819","2019-02-06",3.48
"820","2019-02-07",3.29
"821","2019-02-08",3.37
"822","2019-02-11",2.78
"823","2019-02-12",2.875
"824","2019-02-13",2.93
"825","2019-02-14",2.91
"826","2019-02-15",2.95
"827","2019-02-19",2.884
"828","2019-02-20",2.975
"829","2019-02-21",3
"830","2019-02-22",2.92
"831","2019-02-25",2.82
"832","2019-02-26",2.65
"833","2019-02-27",2.45
"834","2019-02-28",2.42
"835","2019-03-01",2.45
"836","2019-03-04",2.35
"837","2019-03-05",2.68
"838","2019-03-06",2.22
"839","2019-03-07",2.31
"840","2019-03-08",2.193
"841","2019-03-11",2.27
"842","2019-03-12",2.22
"843","2019-03-13",2.299
"844","2019-03-14",2.34
"845","2019-03-15",2.37
"846","2019-03-18",2.377
"847","2019-03-19",2.29
"848","2019-03-20",2.4
"849","2019-03-21",2.347
"850","2019-03-22",2.365
"851","2019-03-25",2.27
"852","2019-03-26",2.3
"853","2019-03-27",2.34
"854","2019-03-28",2.35
"855","2019-03-29",2.4
"856","2019-04-01",2.45
"857","2019-04-02",2.4
"858","2019-04-03",2.54
"859","2019-04-04",2.51
"860","2019-04-05",2.48
"861","2019-04-08",2.71
"862","2019-04-09",2.747
"863","2019-04-10",2.5
"864","2019-04-11",2.43
"865","2019-04-12",2.16
"866","2019-04-15",2.13
"867","2019-04-16",2.09
"868","2019-04-17",2.05
"869","2019-04-18",2.05
"870","2019-04-22",2.01
"871","2019-04-23",2.09
"872","2019-04-24",2.135
"873","2019-04-25",2.18
"874","2019-04-26",2.18
"875","2019-04-29",2.329
"876","2019-04-30",2.29
"877","2019-05-01",2.34
"878","2019-05-02",2.27
"879","2019-05-03",2.45
"880","2019-05-06",2.38
"881","2019-05-07",2.25
"882","2019-05-08",2.17
"883","2019-05-09",2.02
"884","2019-05-10",2.125
"885","2019-05-13",2.07
"886","2019-05-14",2.08
"887","2019-05-15",2.02
"888","2019-05-16",2.1
"889","2019-05-17",2.08
"890","2019-05-20",2.18
"891","2019-05-21",2.28
"892","2019-05-22",2.21
"893","2019-05-23",2.3
"894","2019-05-24",2.35
"895","2019-05-28",2.3
"896","2019-05-29",2.267
"897","2019-05-30",2.21
"898","2019-05-31",2.28
"899","2019-06-03",2.35
"900","2019-06-04",2.34
"901","2019-06-05",2.21
"902","2019-06-06",2.35
"903","2019-06-07",2.36
"904","2019-06-10",2.37
"905","2019-06-11",2.4
"906","2019-06-12",2.21
"907","2019-06-13",2.16
"908","2019-06-14",2.28
"909","2019-06-17",2.2
"910","2019-06-18",2.21
"911","2019-06-19",2.15
"912","2019-06-20",2.05
"913","2019-06-21",2.24
"914","2019-06-24",2.08
"915","2019-06-25",2.15
"916","2019-06-26",2.07
"917","2019-06-27",2.15
"918","2019-06-28",2.05
"919","2019-07-01",2.08
"920","2019-07-02",2.09
"921","2019-07-03",1.99
"922","2019-07-05",2.11
"923","2019-07-08",2.13
"924","2019-07-09",2.16
"925","2019-07-10",2.067
"926","2019-07-11",1.96
"927","2019-07-12",2.01
"928","2019-07-15",2.05
"929","2019-07-16",2.05
"930","2019-07-17",2.06
"931","2019-07-18",1.98
"932","2019-07-19",2.06
"933","2019-07-22",2.03
"934","2019-07-23",2.14
"935","2019-07-24",2.18
"936","2019-07-25",2.13
"937","2019-07-26",2.2
"938","2019-07-29",2.11
"939","2019-07-30",2.14
"940","2019-07-31",2.07
"941","2019-08-01",1.92
"942","2019-08-02",2.05
"943","2019-08-05",2.03
"944","2019-08-06",2.04
"945","2019-08-07",2.1
"946","2019-08-08",2.12
"947","2019-08-09",2.09
"948","2019-08-12",1.99
"949","2019-08-13",2.01
"950","2019-08-14",2.07
"951","2019-08-15",2.01
"952","2019-08-16",2.1
"953","2019-08-19",2.15
"954","2019-08-20",2.13
"955","2019-08-21",2.15
"956","2019-08-22",2.23
"957","2019-08-23",2.33
"958","2019-08-26",2.39
"959","2019-08-27",2.36
"960","2019-08-28",2.38
"961","2019-08-29",2.3
"962","2019-08-30",2.38
"963","2019-09-03",2.37
"964","2019-09-04",2.36
"965","2019-09-05",2.35
"966","2019-09-06",2.31
"967","2019-09-09",2.294
"968","2019-09-10",2.32
"969","2019-09-11",2.39
"970","2019-09-12",2.44
"971","2019-09-13",2.596
"972","2019-09-16",2.58
"973","2019-09-17",2.55
"974","2019-09-18",2.5
"975","2019-09-19",2.6
"976","2019-09-20",2.67
"977","2019-09-23",2.76
"978","2019-09-24",2.76
"979","2019-09-25",2.8
"980","2019-09-26",2.743
"981","2019-09-27",2.68
"982","2019-09-30",2.716
"983","2019-10-01",2.76
"984","2019-10-02",2.815
"985","2019-10-03",2.62
"986","2019-10-04",2.63
"987","2019-10-07",2.65
"988","2019-10-08",2.71
"989","2019-10-09",2.61
"990","2019-10-10",2.68
"991","2019-10-11",2.66
"992","2019-10-14",2.7
"993","2019-10-15",2.74
"994","2019-10-16",2.732
"995","2019-10-17",2.65
"996","2019-10-18",2.73
"997","2019-10-21",2.68
"998","2019-10-22",2.75
"999","2019-10-23",2.79
"1000","2019-10-24",2.71
"1001","2019-10-25",2.702
"1002","2019-10-28",2.7
"1003","2019-10-29",2.691
"1004","2019-10-30",2.64
