"","date","PH"
"1","2007-01-03",51.206665
"2","2007-01-04",50.793335
"3","2007-01-05",50.919998
"4","2007-01-08",51.206665
"5","2007-01-09",51.466667
"6","2007-01-10",51.5
"7","2007-01-11",51.860001
"8","2007-01-12",52.066666
"9","2007-01-16",52.246666
"10","2007-01-17",54.220001
"11","2007-01-18",53.973331
"12","2007-01-19",54.566666
"13","2007-01-22",54.006668
"14","2007-01-23",55.279999
"15","2007-01-24",55.040001
"16","2007-01-25",54.386665
"17","2007-01-26",54.413334
"18","2007-01-29",54.433334
"19","2007-01-30",54.446667
"20","2007-01-31",55.173332
"21","2007-02-01",56.459999
"22","2007-02-02",56.84
"23","2007-02-05",56.913334
"24","2007-02-06",55.946667
"25","2007-02-07",56.546665
"26","2007-02-08",56.119999
"27","2007-02-09",55.546665
"28","2007-02-12",55.413334
"29","2007-02-13",55.393333
"30","2007-02-14",56.540001
"31","2007-02-15",57.013332
"32","2007-02-16",57.040001
"33","2007-02-20",57.693333
"34","2007-02-21",57.700001
"35","2007-02-22",57.666668
"36","2007-02-23",58.52
"37","2007-02-26",57.833332
"38","2007-02-27",54.926666
"39","2007-02-28",54.913334
"40","2007-03-01",55.253334
"41","2007-03-02",55.013332
"42","2007-03-05",54.553333
"43","2007-03-06",55.293335
"44","2007-03-07",55.146667
"45","2007-03-08",55.306667
"46","2007-03-09",56.046665
"47","2007-03-12",55.753334
"48","2007-03-13",54.666668
"49","2007-03-14",54.913334
"50","2007-03-15",54.860001
"51","2007-03-16",54.939999
"52","2007-03-19",55.786667
"53","2007-03-20",56.720001
"54","2007-03-21",57.773335
"55","2007-03-22",57.693333
"56","2007-03-23",57.900002
"57","2007-03-26",57.459999
"58","2007-03-27",57.419998
"59","2007-03-28",57.153332
"60","2007-03-29",57.233334
"61","2007-03-30",57.540001
"62","2007-04-02",57.613335
"63","2007-04-03",58.48
"64","2007-04-04",58.733334
"65","2007-04-05",58.413334
"66","2007-04-09",58.426666
"67","2007-04-10",58.346668
"68","2007-04-11",58.5
"69","2007-04-12",58.666668
"70","2007-04-13",58.560001
"71","2007-04-16",59.726665
"72","2007-04-17",60.02
"73","2007-04-18",59.82
"74","2007-04-19",59.419998
"75","2007-04-20",60.040001
"76","2007-04-23",61.099998
"77","2007-04-24",60.073334
"78","2007-04-25",59.959999
"79","2007-04-26",60.380001
"80","2007-04-27",61.633335
"81","2007-04-30",61.426666
"82","2007-05-01",62.240002
"83","2007-05-02",63.153332
"84","2007-05-03",63.546665
"85","2007-05-04",63.279999
"86","2007-05-07",63.413334
"87","2007-05-08",63
"88","2007-05-09",64.419998
"89","2007-05-10",62.986668
"90","2007-05-11",63.766666
"91","2007-05-14",63.700001
"92","2007-05-15",63.799999
"93","2007-05-16",63.599998
"94","2007-05-17",63.593334
"95","2007-05-18",64.546669
"96","2007-05-21",64.440002
"97","2007-05-22",65.026665
"98","2007-05-23",64.76667
"99","2007-05-24",64.58667
"100","2007-05-25",65.68
"101","2007-05-29",66.746666
"102","2007-05-30",67.300003
"103","2007-05-31",67.573334
"104","2007-06-01",68.393333
"105","2007-06-04",68.273331
"106","2007-06-05",68.146667
"107","2007-06-06",65.953331
"108","2007-06-07",63.973331
"109","2007-06-08",64.839996
"110","2007-06-11",65.26667
"111","2007-06-12",65.08667
"112","2007-06-13",66.480003
"113","2007-06-14",66.620003
"114","2007-06-15",66.706665
"115","2007-06-18",66.813332
"116","2007-06-19",67.486664
"117","2007-06-20",66.993332
"118","2007-06-21",66.800003
"119","2007-06-22",66.139999
"120","2007-06-25",65.686668
"121","2007-06-26",65.313332
"122","2007-06-27",64.866669
"123","2007-06-28",65.146667
"124","2007-06-29",65.273331
"125","2007-07-02",66.433334
"126","2007-07-03",66.220001
"127","2007-07-05",66.09333
"128","2007-07-06",66.446663
"129","2007-07-09",67.08667
"130","2007-07-10",66.360001
"131","2007-07-11",67.23333
"132","2007-07-12",69.433334
"133","2007-07-13",69.800003
"134","2007-07-16",69.959999
"135","2007-07-17",70.580002
"136","2007-07-18",70.706665
"137","2007-07-19",71.260002
"138","2007-07-20",68.633331
"139","2007-07-23",69.620003
"140","2007-07-24",68.5
"141","2007-07-25",67.713333
"142","2007-07-26",66.726669
"143","2007-07-27",65.753334
"144","2007-07-30",66.853333
"145","2007-07-31",65.786667
"146","2007-08-01",66.393333
"147","2007-08-02",67.533333
"148","2007-08-03",66.333336
"149","2007-08-06",67.626663
"150","2007-08-07",66.286667
"151","2007-08-08",64.139999
"152","2007-08-09",61.833332
"153","2007-08-10",63.713333
"154","2007-08-13",63.446667
"155","2007-08-14",61.926666
"156","2007-08-15",60.933334
"157","2007-08-16",60.32
"158","2007-08-17",63.5
"159","2007-08-20",64.953331
"160","2007-08-21",65.459999
"161","2007-08-22",69.006668
"162","2007-08-23",68.053337
"163","2007-08-24",70.106667
"164","2007-08-27",71.053337
"165","2007-08-28",68.226669
"166","2007-08-29",70.599998
"167","2007-08-30",70.059998
"168","2007-08-31",71.646667
"169","2007-09-04",72.980003
"170","2007-09-05",72.673332
"171","2007-09-06",73.360001
"172","2007-09-07",70.199997
"173","2007-09-10",69.32
"174","2007-09-11",69.639999
"175","2007-09-12",68.760002
"176","2007-09-13",69.793335
"177","2007-09-14",71.459999
"178","2007-09-17",72.82
"179","2007-09-18",76.800003
"180","2007-09-19",76.746666
"181","2007-09-20",76.633331
"182","2007-09-21",75.973335
"183","2007-09-24",73.540001
"184","2007-09-25",73.599998
"185","2007-09-26",74.980003
"186","2007-09-27",74.966667
"187","2007-09-28",74.553337
"188","2007-10-01",76.153336
"189","2007-10-02",74.120003
"190","2007-10-03",71.550003
"191","2007-10-04",72.050003
"192","2007-10-05",73.540001
"193","2007-10-08",74.57
"194","2007-10-09",74.889999
"195","2007-10-10",75.169998
"196","2007-10-11",76.080002
"197","2007-10-12",77.059998
"198","2007-10-15",74.620003
"199","2007-10-16",74.040001
"200","2007-10-17",75.18
"201","2007-10-18",75.760002
"202","2007-10-19",74.470001
"203","2007-10-22",76.690002
"204","2007-10-23",77.730003
"205","2007-10-24",78.610001
"206","2007-10-25",77.989998
"207","2007-10-26",78.529999
"208","2007-10-29",79.419998
"209","2007-10-30",79.610001
"210","2007-10-31",80.370003
"211","2007-11-01",78.260002
"212","2007-11-02",78.989998
"213","2007-11-05",81.230003
"214","2007-11-06",84.349998
"215","2007-11-07",83.419998
"216","2007-11-08",86.150002
"217","2007-11-09",82.910004
"218","2007-11-12",79.650002
"219","2007-11-13",81.489998
"220","2007-11-14",81.480003
"221","2007-11-15",80.480003
"222","2007-11-16",78.370003
"223","2007-11-19",77.860001
"224","2007-11-20",78.989998
"225","2007-11-21",75.93
"226","2007-11-23",76.480003
"227","2007-11-26",75.199997
"228","2007-11-27",76.239998
"229","2007-11-28",78.75
"230","2007-11-29",79.5
"231","2007-11-30",79.43
"232","2007-12-03",78.779999
"233","2007-12-04",79.57
"234","2007-12-05",81.129997
"235","2007-12-06",82.25
"236","2007-12-07",81.550003
"237","2007-12-10",82.010002
"238","2007-12-11",78.790001
"239","2007-12-12",78.75
"240","2007-12-13",78.360001
"241","2007-12-14",76.68
"242","2007-12-17",75.059998
"243","2007-12-18",74.050003
"244","2007-12-19",73.739998
"245","2007-12-20",74.389999
"246","2007-12-21",75.550003
"247","2007-12-24",76.580002
"248","2007-12-26",77
"249","2007-12-27",75.260002
"250","2007-12-28",76.160004
"251","2007-12-31",75.309998
"252","2008-01-02",71.279999
"253","2008-01-03",71.839996
"254","2008-01-04",70.220001
"255","2008-01-07",67.879997
"256","2008-01-08",66.010002
"257","2008-01-09",66.610001
"258","2008-01-10",65.68
"259","2008-01-11",64.470001
"260","2008-01-14",67.300003
"261","2008-01-15",66.099998
"262","2008-01-16",65.870003
"263","2008-01-17",61.110001
"264","2008-01-18",61.759998
"265","2008-01-22",62.330002
"266","2008-01-23",62.450001
"267","2008-01-24",62.419998
"268","2008-01-25",64.029999
"269","2008-01-28",64
"270","2008-01-29",64.870003
"271","2008-01-30",65.660004
"272","2008-01-31",67.610001
"273","2008-02-01",68.889999
"274","2008-02-04",67.980003
"275","2008-02-05",66.150002
"276","2008-02-06",65.699997
"277","2008-02-07",65.080002
"278","2008-02-08",64.959999
"279","2008-02-11",64.529999
"280","2008-02-12",65.160004
"281","2008-02-13",68.029999
"282","2008-02-14",66.160004
"283","2008-02-15",65.870003
"284","2008-02-19",66.160004
"285","2008-02-20",66.639999
"286","2008-02-21",64.660004
"287","2008-02-22",64.910004
"288","2008-02-25",65.860001
"289","2008-02-26",66.089996
"290","2008-02-27",67.150002
"291","2008-02-28",66.690002
"292","2008-02-29",64.629997
"293","2008-03-03",64.739998
"294","2008-03-04",64.379997
"295","2008-03-05",64.82
"296","2008-03-06",62.799999
"297","2008-03-07",62.389999
"298","2008-03-10",60.689999
"299","2008-03-11",63.57
"300","2008-03-12",63.389999
"301","2008-03-13",64.5
"302","2008-03-14",62.880001
"303","2008-03-17",62.389999
"304","2008-03-18",65.660004
"305","2008-03-19",64.57
"306","2008-03-20",65.129997
"307","2008-03-24",67.25
"308","2008-03-25",68.839996
"309","2008-03-26",68.120003
"310","2008-03-27",66.599998
"311","2008-03-28",67.559998
"312","2008-03-31",69.269997
"313","2008-04-01",73.129997
"314","2008-04-02",72.580002
"315","2008-04-03",71.370003
"316","2008-04-04",73.709999
"317","2008-04-07",72.279999
"318","2008-04-08",72.32
"319","2008-04-09",71.860001
"320","2008-04-10",73.379997
"321","2008-04-11",71.720001
"322","2008-04-14",72
"323","2008-04-15",72.879997
"324","2008-04-16",75.029999
"325","2008-04-17",74.309998
"326","2008-04-18",76.32
"327","2008-04-21",76.970001
"328","2008-04-22",81.059998
"329","2008-04-23",79.470001
"330","2008-04-24",79.209999
"331","2008-04-25",79.449997
"332","2008-04-28",79.239998
"333","2008-04-29",78.870003
"334","2008-04-30",79.849998
"335","2008-05-01",81.260002
"336","2008-05-02",81.980003
"337","2008-05-05",81.889999
"338","2008-05-06",81.260002
"339","2008-05-07",80.440002
"340","2008-05-08",83.07
"341","2008-05-09",83.589996
"342","2008-05-12",84.720001
"343","2008-05-13",85.690002
"344","2008-05-14",85.459999
"345","2008-05-15",85.099998
"346","2008-05-16",85
"347","2008-05-19",85.440002
"348","2008-05-20",84.190002
"349","2008-05-21",82.959999
"350","2008-05-22",81.709999
"351","2008-05-23",80.57
"352","2008-05-27",81.639999
