"","date","PVH"
"1","2007-01-03",51.299999
"2","2007-01-04",51.950001
"3","2007-01-05",52.349998
"4","2007-01-08",53.740002
"5","2007-01-09",53.259998
"6","2007-01-10",52.990002
"7","2007-01-11",54.130001
"8","2007-01-12",54.82
"9","2007-01-16",55.200001
"10","2007-01-17",54.880001
"11","2007-01-18",55.23
"12","2007-01-19",54.700001
"13","2007-01-22",53.52
"14","2007-01-23",53.52
"15","2007-01-24",54.380001
"16","2007-01-25",53.419998
"17","2007-01-26",54.299999
"18","2007-01-29",54.48
"19","2007-01-30",54.52
"20","2007-01-31",55.150002
"21","2007-02-01",55.66
"22","2007-02-02",54.990002
"23","2007-02-05",54.290001
"24","2007-02-06",55.5
"25","2007-02-07",55.509998
"26","2007-02-08",55.380001
"27","2007-02-09",54.060001
"28","2007-02-12",54.43
"29","2007-02-13",55.369999
"30","2007-02-14",56.220001
"31","2007-02-15",56.200001
"32","2007-02-16",56.529999
"33","2007-02-20",58.41
"34","2007-02-21",57.209999
"35","2007-02-22",56.619999
"36","2007-02-23",56.040001
"37","2007-02-26",56.34
"38","2007-02-27",55.07
"39","2007-02-28",54.84
"40","2007-03-01",54.549999
"41","2007-03-02",52.889999
"42","2007-03-05",51.470001
"43","2007-03-06",52.360001
"44","2007-03-07",53.02
"45","2007-03-08",55.52
"46","2007-03-09",55.669998
"47","2007-03-12",56.16
"48","2007-03-13",54.529999
"49","2007-03-14",55.09
"50","2007-03-15",56.119999
"51","2007-03-16",56.73
"52","2007-03-19",57.18
"53","2007-03-20",57.580002
"54","2007-03-21",58.02
"55","2007-03-22",57.200001
"56","2007-03-23",58.189999
"57","2007-03-26",59.299999
"58","2007-03-27",57.990002
"59","2007-03-28",58.689999
"60","2007-03-29",58.799999
"61","2007-03-30",58.799999
"62","2007-04-02",58.860001
"63","2007-04-03",59.41
"64","2007-04-04",58.619999
"65","2007-04-05",58.599998
"66","2007-04-09",58.509998
"67","2007-04-10",58.650002
"68","2007-04-11",58.119999
"69","2007-04-12",58.57
"70","2007-04-13",57.240002
"71","2007-04-16",58.400002
"72","2007-04-17",57.380001
"73","2007-04-18",57.110001
"74","2007-04-19",55.919998
"75","2007-04-20",57.799999
"76","2007-04-23",58.189999
"77","2007-04-24",57.860001
"78","2007-04-25",58.029999
"79","2007-04-26",57.549999
"80","2007-04-27",57.240002
"81","2007-04-30",55.900002
"82","2007-05-01",53.419998
"83","2007-05-02",53.889999
"84","2007-05-03",52.919998
"85","2007-05-04",53.259998
"86","2007-05-07",52.880001
"87","2007-05-08",53.630001
"88","2007-05-09",55.150002
"89","2007-05-10",53.650002
"90","2007-05-11",54.310001
"91","2007-05-14",54.09
"92","2007-05-15",53.259998
"93","2007-05-16",53.77
"94","2007-05-17",53.939999
"95","2007-05-18",54.790001
"96","2007-05-21",55.66
"97","2007-05-22",56.349998
"98","2007-05-23",56.66
"99","2007-05-24",55.07
"100","2007-05-25",55.040001
"101","2007-05-29",56.32
"102","2007-05-30",60.59
"103","2007-05-31",61.119999
"104","2007-06-01",61.5
"105","2007-06-04",61.77
"106","2007-06-05",60.91
"107","2007-06-06",59.869999
"108","2007-06-07",59.27
"109","2007-06-08",60.450001
"110","2007-06-11",59.5
"111","2007-06-12",58.220001
"112","2007-06-13",60.220001
"113","2007-06-14",59.84
"114","2007-06-15",60.619999
"115","2007-06-18",59.990002
"116","2007-06-19",60.349998
"117","2007-06-20",59.84
"118","2007-06-21",58.919998
"119","2007-06-22",59.900002
"120","2007-06-25",59.48
"121","2007-06-26",57.830002
"122","2007-06-27",59.939999
"123","2007-06-28",59.919998
"124","2007-06-29",60.57
"125","2007-07-02",59.400002
"126","2007-07-03",59.34
"127","2007-07-05",58.419998
"128","2007-07-06",59.470001
"129","2007-07-09",59.43
"130","2007-07-10",57.59
"131","2007-07-11",56.880001
"132","2007-07-12",56.889999
"133","2007-07-13",56.439999
"134","2007-07-16",55.939999
"135","2007-07-17",56.490002
"136","2007-07-18",55.610001
"137","2007-07-19",56.169998
"138","2007-07-20",54.810001
"139","2007-07-23",55.220001
"140","2007-07-24",54
"141","2007-07-25",53.450001
"142","2007-07-26",51.27
"143","2007-07-27",50.419998
"144","2007-07-30",51.650002
"145","2007-07-31",52.060001
"146","2007-08-01",51.709999
"147","2007-08-02",52.709999
"148","2007-08-03",52.700001
"149","2007-08-06",54.990002
"150","2007-08-07",55.459999
"151","2007-08-08",54.849998
"152","2007-08-09",52.209999
"153","2007-08-10",54.169998
"154","2007-08-13",52.98
"155","2007-08-14",50.459999
"156","2007-08-15",48.400002
"157","2007-08-16",49.48
"158","2007-08-17",52.23
"159","2007-08-20",52.91
"160","2007-08-21",52.150002
"161","2007-08-22",54.290001
"162","2007-08-23",56.200001
"163","2007-08-24",57.759998
"164","2007-08-27",56.080002
"165","2007-08-28",54.599998
"166","2007-08-29",56.84
"167","2007-08-30",56.029999
"168","2007-08-31",58.23
"169","2007-09-04",56.259998
"170","2007-09-05",55.18
"171","2007-09-06",55.700001
"172","2007-09-07",54.060001
"173","2007-09-10",52.040001
"174","2007-09-11",52.830002
"175","2007-09-12",52.470001
"176","2007-09-13",52.990002
"177","2007-09-14",52.84
"178","2007-09-17",52.380001
"179","2007-09-18",54.82
"180","2007-09-19",54.040001
