"","date","THR"
"159","2011-12-19",17.07
"160","2011-12-20",17.299999
"161","2011-12-21",17.32
"162","2011-12-22",16.459999
"163","2011-12-23",16.5
"164","2011-12-27",17.059999
"165","2011-12-28",16.9
"166","2011-12-29",17.209999
"167","2011-12-30",17.620001
"168","2012-01-03",17.27
"169","2012-01-04",17.360001
"170","2012-01-05",17.68
"171","2012-01-06",17.25
"172","2012-01-09",17.219999
"173","2012-01-10",17.6
"174","2012-01-11",17.48
"175","2012-01-12",17.34
"176","2012-01-13",17.209999
"177","2012-01-17",16.75
"178","2012-01-18",16.85
"179","2012-01-19",16.889999
"180","2012-01-20",17
"181","2012-01-23",17.15
"182","2012-01-24",17.34
"183","2012-01-25",17.450001
"184","2012-01-26",17.49
"185","2012-01-27",17.559999
"186","2012-01-30",17.58
"187","2012-01-31",17.52
"188","2012-02-01",17.93
"189","2012-02-02",18.360001
"190","2012-02-03",19.379999
"191","2012-02-06",19
"192","2012-02-07",18.74
"193","2012-02-08",19.17
"194","2012-02-09",19.43
"195","2012-02-10",19.41
"196","2012-02-13",19.07
"197","2012-02-14",19.33
"198","2012-02-15",19.75
"199","2012-02-16",19.92
"200","2012-02-17",19.959999
"201","2012-02-21",20.139999
"202","2012-02-22",19.870001
"203","2012-02-23",20.16
"204","2012-02-24",20.200001
"205","2012-02-27",19.879999
"206","2012-02-28",20.200001
"207","2012-02-29",20.139999
"208","2012-03-01",21.129999
"209","2012-03-02",20.719999
"210","2012-03-05",19.809999
"211","2012-03-06",19.66
"212","2012-03-07",19.889999
"213","2012-03-08",20.379999
"214","2012-03-09",20.299999
"215","2012-03-12",19.65
"216","2012-03-13",19.65
"217","2012-03-14",19.969999
"218","2012-03-15",20.450001
"219","2012-03-16",20.049999
"220","2012-03-19",20.059999
"221","2012-03-20",19.68
"222","2012-03-21",19.870001
"223","2012-03-22",19.700001
"224","2012-03-23",19.57
"225","2012-03-26",19.9
"226","2012-03-27",20.040001
"227","2012-03-28",20.540001
"228","2012-03-29",20.68
"229","2012-03-30",20.450001
"230","2012-04-02",21.58
"231","2012-04-03",21.98
"232","2012-04-04",21.85
"233","2012-04-05",22.32
"234","2012-04-09",22.049999
"235","2012-04-10",21.77
"236","2012-04-11",22
"237","2012-04-12",21.530001
"238","2012-04-13",21.32
"239","2012-04-16",20.549999
"240","2012-04-17",21.719999
"241","2012-04-18",22.049999
"242","2012-04-19",22.1
"243","2012-04-20",22.209999
"244","2012-04-23",21.549999
"245","2012-04-24",21.52
"246","2012-04-25",21.559999
"247","2012-04-26",21.77
"248","2012-04-27",22.02
"249","2012-04-30",22.219999
"250","2012-05-01",22.85
"251","2012-05-02",22.540001
"252","2012-05-03",21.860001
"253","2012-05-04",21.879999
"254","2012-05-07",22.16
"255","2012-05-08",21.74
"256","2012-05-09",21.67
"257","2012-05-10",21.4
"258","2012-05-11",21.07
"259","2012-05-14",20.76
"260","2012-05-15",21.59
"261","2012-05-16",21.139999
"262","2012-05-17",20.280001
"263","2012-05-18",20.67
"264","2012-05-21",21.540001
"265","2012-05-22",20.290001
"266","2012-05-23",20.530001
"267","2012-05-24",20.65
"268","2012-05-25",20.67
"269","2012-05-29",20.780001
"270","2012-05-30",20.690001
"271","2012-05-31",20.309999
"272","2012-06-01",20.9
"273","2012-06-04",20.870001
"274","2012-06-05",20.719999
"275","2012-06-06",21
"276","2012-06-07",20.9
"277","2012-06-08",21.120001
"278","2012-06-11",20.9
"279","2012-06-12",21.24
"280","2012-06-13",21.110001
"281","2012-06-14",21.25
"282","2012-06-15",21.639999
"283","2012-06-18",21.23
"284","2012-06-19",22
"285","2012-06-20",21.629999
"286","2012-06-21",20.370001
"287","2012-06-22",19.959999
"288","2012-06-25",19.389999
"289","2012-06-26",19.84
"290","2012-06-27",20.18
"291","2012-06-28",19.91
"292","2012-06-29",20.709999
"293","2012-07-02",22
"294","2012-07-03",23.040001
"295","2012-07-05",22.799999
"296","2012-07-06",22.59
"297","2012-07-09",23.02
"298","2012-07-10",22.49
"299","2012-07-11",22.209999
"300","2012-07-12",21.49
"301","2012-07-13",22.07
"302","2012-07-16",21.34
"303","2012-07-17",21.120001
"304","2012-07-18",21.370001
"305","2012-07-19",21.280001
"306","2012-07-20",21.02
"307","2012-07-23",20.41
"308","2012-07-24",20.040001
"309","2012-07-25",20.58
"310","2012-07-26",21.25
"311","2012-07-27",21.790001
"312","2012-07-30",21.51
"313","2012-07-31",21.48
"314","2012-08-01",20.799999
"315","2012-08-02",21.52
"316","2012-08-03",22.16
"317","2012-08-06",22.459999
"318","2012-08-07",22.67
"319","2012-08-08",22.809999
"320","2012-08-09",22.6
"321","2012-08-10",22.530001
"322","2012-08-13",22.51
"323","2012-08-14",22.49
"324","2012-08-15",22.65
"325","2012-08-16",22.75
"326","2012-08-17",23.209999
"327","2012-08-20",23.27
"328","2012-08-21",23.219999
"329","2012-08-22",23.15
"330","2012-08-23",22.860001
"331","2012-08-24",23.219999
"332","2012-08-27",23.110001
"333","2012-08-28",23.01
"334","2012-08-29",22.790001
"335","2012-08-30",22.379999
"336","2012-08-31",22.860001
"337","2012-09-04",23.32
"338","2012-09-05",23.75
"339","2012-09-06",24.5
"340","2012-09-07",24.5
"341","2012-09-10",24.33
"342","2012-09-11",24.91
"343","2012-09-12",25.120001
"344","2012-09-13",25.219999
"345","2012-09-14",26
"346","2012-09-17",25.83
"347","2012-09-18",25.049999
"348","2012-09-19",23.700001
"349","2012-09-20",22.440001
"350","2012-09-21",24.77
"351","2012-09-24",24.780001
"352","2012-09-25",24.52
"353","2012-09-26",24.52
"354","2012-09-27",24.9
"355","2012-09-28",24.99
"356","2012-10-01",25.540001
"357","2012-10-02",25.120001
"358","2012-10-03",25
"359","2012-10-04",25.15
"360","2012-10-05",24.75
"361","2012-10-08",24.1
"362","2012-10-09",24
"363","2012-10-10",24.4
"364","2012-10-11",24.32
"365","2012-10-12",23.9
"366","2012-10-15",24.889999
"367","2012-10-16",24.77
"368","2012-10-17",24.5
"369","2012-10-18",24.559999
"370","2012-10-19",24.370001
"371","2012-10-22",24.58
"372","2012-10-23",24.5
"373","2012-10-24",24.620001
"374","2012-10-25",24.610001
"375","2012-10-26",24.51
"376","2012-10-31",24.84
"377","2012-11-01",25.620001
"378","2012-11-02",25.4
"379","2012-11-05",25.73
"380","2012-11-06",25.469999
"381","2012-11-07",24.799999
"382","2012-11-08",22.9
"383","2012-11-09",23.24
"384","2012-11-12",24.299999
"385","2012-11-13",23.99
"386","2012-11-14",23.68
"387","2012-11-15",23.01
"388","2012-11-16",22.879999
"389","2012-11-19",23.889999
"390","2012-11-20",23.82
"391","2012-11-21",24.200001
"392","2012-11-23",24.15
"393","2012-11-26",23.99
"394","2012-11-27",23.950001
"395","2012-11-28",23.709999
"396","2012-11-29",24.25
"397","2012-11-30",24.73
"398","2012-12-03",24.67
"399","2012-12-04",24
"400","2012-12-05",23.799999
"401","2012-12-06",23.889999
"402","2012-12-07",24.030001
"403","2012-12-10",24.030001
"404","2012-12-11",24.290001
"405","2012-12-12",23.969999
"406","2012-12-13",23.799999
"407","2012-12-14",23.120001
"408","2012-12-17",23.4
"409","2012-12-18",23.75
"410","2012-12-19",24.299999
"411","2012-12-20",23.620001
"412","2012-12-21",22.809999
"413","2012-12-24",22.790001
"414","2012-12-26",22.4
"415","2012-12-27",22.48
"416","2012-12-28",21.940001
"417","2012-12-31",22.530001
"418","2013-01-02",23.85
"419","2013-01-03",23.18
"420","2013-01-04",23.209999
"421","2013-01-07",23.09
"422","2013-01-08",23.1
"423","2013-01-09",23.059999
"424","2013-01-10",22.870001
"425","2013-01-11",22.5
"426","2013-01-14",22.18
"427","2013-01-15",22.440001
"428","2013-01-16",22.48
"429","2013-01-17",22.49
"430","2013-01-18",22.469999
"431","2013-01-22",22.67
"432","2013-01-23",22.780001
"433","2013-01-24",23.4
"434","2013-01-25",23.99
"435","2013-01-28",24.049999
"436","2013-01-29",24.24
"437","2013-01-30",24.1
"438","2013-01-31",24.200001
"439","2013-02-01",24.309999
"440","2013-02-04",24.18
"441","2013-02-05",23.58
"442","2013-02-06",23.5
"443","2013-02-07",22.040001
"444","2013-02-08",22.01
"445","2013-02-11",22.16
"446","2013-02-12",22.129999
"447","2013-02-13",22.27
"448","2013-02-14",22.139999
"449","2013-02-15",22.08
"450","2013-02-19",22.07
"451","2013-02-20",21.65
"452","2013-02-21",20.57
"453","2013-02-22",20.58
"454","2013-02-25",20.68
"455","2013-02-26",20.540001
"456","2013-02-27",20.5
"457","2013-02-28",20.5
"458","2013-03-01",20.610001
"459","2013-03-04",20.34
"460","2013-03-05",20.5
"461","2013-03-06",20.629999
"462","2013-03-07",21.73
"463","2013-03-08",22.68
"464","2013-03-11",22.59
"465","2013-03-12",21.73
"466","2013-03-13",21.959999
"467","2013-03-14",22.690001
"468","2013-03-15",22.51
"469","2013-03-18",22.309999
"470","2013-03-19",22.059999
"471","2013-03-20",21.870001
"472","2013-03-21",21.889999
"473","2013-03-22",21.42
"474","2013-03-25",21.780001
"475","2013-03-26",22.41
"476","2013-03-27",22.01
"477","2013-03-28",22.209999
"478","2013-04-01",22.02
"479","2013-04-02",21.48
"480","2013-04-03",21.290001
"481","2013-04-04",21.52
"482","2013-04-05",21.5
"483","2013-04-08",21.33
"484","2013-04-09",21.120001
"485","2013-04-10",20.93
"486","2013-04-11",21
"487","2013-04-12",20.780001
"488","2013-04-15",20.110001
"489","2013-04-16",20.01
"490","2013-04-17",19.5
"491","2013-04-18",18.75
"492","2013-04-19",18.58
"493","2013-04-22",18.43
"494","2013-04-23",19.26
"495","2013-04-24",19.940001
"496","2013-04-25",19.950001
"497","2013-04-26",19.690001
"498","2013-04-29",19.65
"499","2013-04-30",19.6
"500","2013-05-01",18.889999
"501","2013-05-02",18.969999
"502","2013-05-03",19.049999
"503","2013-05-06",19.280001
"504","2013-05-07",19.139999
"505","2013-05-08",19.049999
"506","2013-05-09",18.950001
"507","2013-05-10",19.4
"508","2013-05-13",19.02
"509","2013-05-14",19.48
"510","2013-05-15",19.49
"511","2013-05-16",19.23
"512","2013-05-17",19.4
"513","2013-05-20",19.51
"514","2013-05-21",19.92
"515","2013-05-22",19.690001
"516","2013-05-23",19.690001
"517","2013-05-24",19.67
"518","2013-05-28",19.959999
"519","2013-05-29",19.799999
"520","2013-05-30",20
"521","2013-05-31",19.77
"522","2013-06-03",20.5
"523","2013-06-04",20.76
"524","2013-06-05",19.709999
"525","2013-06-06",19.700001
"526","2013-06-07",20.780001
"527","2013-06-10",21.15
"528","2013-06-11",20.6
"529","2013-06-12",20.370001
"530","2013-06-13",20.77
"531","2013-06-14",20.58
"532","2013-06-17",20.700001
"533","2013-06-18",20.709999
"534","2013-06-19",21.139999
"535","2013-06-20",20.360001
"536","2013-06-21",20.16
"537","2013-06-24",20.09
"538","2013-06-25",20.15
"539","2013-06-26",20
"540","2013-06-27",20.65
"541","2013-06-28",20.4
"542","2013-07-01",20.76
"543","2013-07-02",20.52
"544","2013-07-03",20.639999
"545","2013-07-05",21.440001
"546","2013-07-08",21.620001
"547","2013-07-09",21.42
"548","2013-07-10",21.620001
"549","2013-07-11",21.75
"550","2013-07-12",21.33
"551","2013-07-15",22.129999
"552","2013-07-16",21.549999
"553","2013-07-17",21.530001
"554","2013-07-18",21.75
"555","2013-07-19",21.75
"556","2013-07-22",22.129999
"557","2013-07-23",21.219999
"558","2013-07-24",21
"559","2013-07-25",21
"560","2013-07-26",20.77
"561","2013-07-29",20.379999
"562","2013-07-30",20
"563","2013-07-31",20.01
"564","2013-08-01",20.09
"565","2013-08-02",20
"566","2013-08-05",19.92
"567","2013-08-06",19.790001
"568","2013-08-07",19.48
"569","2013-08-08",19.16
"570","2013-08-09",19.52
"571","2013-08-12",19.700001
"572","2013-08-13",19.950001
"573","2013-08-14",19.77
"574","2013-08-15",19.440001
"575","2013-08-16",19.450001
"576","2013-08-19",19.48
"577","2013-08-20",19.9
"578","2013-08-21",19.950001
"579","2013-08-22",20.440001
"580","2013-08-23",20.91
"581","2013-08-26",21.209999
"582","2013-08-27",20.889999
"583","2013-08-28",20.98
"584","2013-08-29",21.040001
"585","2013-08-30",20.700001
"586","2013-09-03",20.9
"587","2013-09-04",21.57
"588","2013-09-05",21.459999
"589","2013-09-06",21.809999
"590","2013-09-09",21.92
"591","2013-09-10",22.16
"592","2013-09-11",22.200001
"593","2013-09-12",22.07
"594","2013-09-13",22.27
"595","2013-09-16",22.43
"596","2013-09-17",21.84
"597","2013-09-18",22.58
"598","2013-09-19",22.74
"599","2013-09-20",22.540001
"600","2013-09-23",22.76
"601","2013-09-24",23.02
"602","2013-09-25",22.870001
"603","2013-09-26",22.780001
"604","2013-09-27",23.049999
"605","2013-09-30",23.110001
"606","2013-10-01",23.09
"607","2013-10-02",23.110001
"608","2013-10-03",23.07
"609","2013-10-04",23.85
"610","2013-10-07",23.48
"611","2013-10-08",23.16
"612","2013-10-09",23.24
"613","2013-10-10",23.93
"614","2013-10-11",24.66
"615","2013-10-14",24.889999
"616","2013-10-15",24.66
"617","2013-10-16",24.719999
"618","2013-10-17",24.67
"619","2013-10-18",24.74
"620","2013-10-21",24.76
"621","2013-10-22",24.68
"622","2013-10-23",24.299999
"623","2013-10-24",24.49
"624","2013-10-25",24.1
"625","2013-10-28",23.93
"626","2013-10-29",23.84
"627","2013-10-30",23.879999
"628","2013-10-31",23.51
"629","2013-11-01",23.65
"630","2013-11-04",24.41
"631","2013-11-05",24.049999
"632","2013-11-06",23.52
"633","2013-11-07",26.209999
"634","2013-11-08",26.639999
"635","2013-11-11",25.98
"636","2013-11-12",26.34
"637","2013-11-13",26.48
"638","2013-11-14",26.620001
"639","2013-11-15",26.68
"640","2013-11-18",27.01
"641","2013-11-19",26.870001
"642","2013-11-20",27.08
"643","2013-11-21",27.34
"644","2013-11-22",27.42
"645","2013-11-25",27.77
"646","2013-11-26",28
"647","2013-11-27",28.620001
"648","2013-11-29",28.799999
"649","2013-12-02",28.469999
"650","2013-12-03",28.68
"651","2013-12-04",27.84
"652","2013-12-05",27.799999
"653","2013-12-06",27.74
"654","2013-12-09",28.25
"655","2013-12-10",27.99
"656","2013-12-11",27.49
"657","2013-12-12",27.700001
"658","2013-12-13",27.07
"659","2013-12-16",27.450001
"660","2013-12-17",27.49
"661","2013-12-18",27.57
"662","2013-12-19",27.379999
"663","2013-12-20",28.15
"664","2013-12-23",27.92
"665","2013-12-24",28.200001
"666","2013-12-26",27.959999
"667","2013-12-27",27.5
"668","2013-12-30",27.77
"669","2013-12-31",27.33
"670","2014-01-02",27.1
"671","2014-01-03",27.02
"672","2014-01-06",27.17
"673","2014-01-07",27.280001
"674","2014-01-08",27.23
"675","2014-01-09",27.42
"676","2014-01-10",27.42
"677","2014-01-13",27.440001
"678","2014-01-14",28.049999
"679","2014-01-15",28.559999
"680","2014-01-16",28.49
"681","2014-01-17",28.17
"682","2014-01-21",28.24
"683","2014-01-22",28.23
"684","2014-01-23",28.190001
"685","2014-01-24",27.200001
"686","2014-01-27",27.25
"687","2014-01-28",27.120001
"688","2014-01-29",27.09
"689","2014-01-30",27.23
"690","2014-01-31",27.08
"691","2014-02-03",26.52
"692","2014-02-04",26.540001
"693","2014-02-05",26.27
"694","2014-02-06",26.450001
"695","2014-02-07",24.84
"696","2014-02-10",24.74
"697","2014-02-11",24.719999
"698","2014-02-12",24.5
"699","2014-02-13",24.68
"700","2014-02-14",24.74
"701","2014-02-18",24.93
"702","2014-02-19",24.559999
"703","2014-02-20",24.82
"704","2014-02-21",24.379999
"705","2014-02-24",24.59
"706","2014-02-25",24.440001
"707","2014-02-26",24.26
"708","2014-02-27",24.440001
"709","2014-02-28",24.290001
"710","2014-03-03",23.92
"711","2014-03-04",24.559999
"712","2014-03-05",24.889999
"713","2014-03-06",25.059999
"714","2014-03-07",25.059999
"715","2014-03-10",25.110001
"716","2014-03-11",24.969999
"717","2014-03-12",25.049999
"718","2014-03-13",24.879999
"719","2014-03-14",25.030001
"720","2014-03-17",25.219999
"721","2014-03-18",25.200001
"722","2014-03-19",25.120001
"723","2014-03-20",24.75
"724","2014-03-21",24.870001
"725","2014-03-24",24.65
"726","2014-03-25",24.01
"727","2014-03-26",23.459999
"728","2014-03-27",23.190001
"729","2014-03-28",22.889999
"730","2014-03-31",23.18
"731","2014-04-01",23.52
"732","2014-04-02",23.83
"733","2014-04-03",24.040001
"734","2014-04-04",23.790001
"735","2014-04-07",23.77
"736","2014-04-08",24.15
"737","2014-04-09",24.33
"738","2014-04-10",24
"739","2014-04-11",23.77
"740","2014-04-14",24.049999
"741","2014-04-15",24.07
"742","2014-04-16",24.51
"743","2014-04-17",24.43
"744","2014-04-21",24.33
"745","2014-04-22",24.219999
"746","2014-04-23",24.1
"747","2014-04-24",24.09
"748","2014-04-25",23.84
"749","2014-04-28",23.780001
"750","2014-04-29",23.65
"751","2014-04-30",23.82
"752","2014-05-01",23.610001
"753","2014-05-02",24.02
"754","2014-05-05",23.620001
"755","2014-05-06",23.370001
"756","2014-05-07",23.440001
"757","2014-05-08",23.67
"758","2014-05-09",23.92
"759","2014-05-12",24.620001
"760","2014-05-13",24.35
"761","2014-05-14",23.549999
"762","2014-05-15",23.4
"763","2014-05-16",23.299999
"764","2014-05-19",22.9
"765","2014-05-20",22.66
"766","2014-05-21",22.83
"767","2014-05-22",23.08
"768","2014-05-23",23.42
"769","2014-05-27",23.719999
"770","2014-05-28",23.309999
"771","2014-05-29",23.719999
"772","2014-05-30",23.549999
"773","2014-06-02",23.549999
"774","2014-06-03",23.610001
"775","2014-06-04",24.32
"776","2014-06-05",24.75
"777","2014-06-06",25.290001
"778","2014-06-09",25.35
"779","2014-06-10",25.610001
"780","2014-06-11",25.67
"781","2014-06-12",25.809999
"782","2014-06-13",26.27
"783","2014-06-16",26.200001
"784","2014-06-17",26.309999
"785","2014-06-18",26.58
"786","2014-06-19",26.790001
"787","2014-06-20",26.9
"788","2014-06-23",26.83
"789","2014-06-24",26.299999
"790","2014-06-25",26.18
"791","2014-06-26",26.17
"792","2014-06-27",25.75
"793","2014-06-30",26.32
"794","2014-07-01",26.030001
"795","2014-07-02",26.139999
"796","2014-07-03",26.540001
"797","2014-07-07",25.73
"798","2014-07-08",25.790001
"799","2014-07-09",25.639999
"800","2014-07-10",25.01
"801","2014-07-11",24.6
"802","2014-07-14",24.49
"803","2014-07-15",24.58
"804","2014-07-16",24.59
"805","2014-07-17",24.51
"806","2014-07-18",24.690001
"807","2014-07-21",24.58
"808","2014-07-22",24.690001
"809","2014-07-23",24.83
"810","2014-07-24",24.99
"811","2014-07-25",24.58
"812","2014-07-28",24.5
"813","2014-07-29",24.43
"814","2014-07-30",24.51
"815","2014-07-31",24.379999
"816","2014-08-01",24.34
"817","2014-08-04",24.639999
"818","2014-08-05",24.51
"819","2014-08-06",24.58
"820","2014-08-07",26.299999
"821","2014-08-08",26.809999
"822","2014-08-11",26.84
"823","2014-08-12",26.76
"824","2014-08-13",26.530001
"825","2014-08-14",26.870001
"826","2014-08-15",26.940001
"827","2014-08-18",27.620001
"828","2014-08-19",27.790001
"829","2014-08-20",27.83
"830","2014-08-21",27.639999
"831","2014-08-22",27.530001
"832","2014-08-25",27.700001
"833","2014-08-26",27.99
"834","2014-08-27",27.629999
"835","2014-08-28",27.030001
"836","2014-08-29",27.15
"837","2014-09-02",27.32
"838","2014-09-03",26.77
"839","2014-09-04",26.709999
"840","2014-09-05",26.690001
"841","2014-09-08",26.43
"842","2014-09-09",25.889999
"843","2014-09-10",25.870001
"844","2014-09-11",25.93
"845","2014-09-12",25.49
"846","2014-09-15",25.379999
"847","2014-09-16",25.299999
"848","2014-09-17",25.030001
"849","2014-09-18",25.32
"850","2014-09-19",24.889999
"851","2014-09-22",24.43
"852","2014-09-23",24.99
"853","2014-09-24",25.01
"854","2014-09-25",24.709999
"855","2014-09-26",25.040001
"856","2014-09-29",25.07
"857","2014-09-30",24.42
"858","2014-10-01",24.07
"859","2014-10-02",24.280001
"860","2014-10-03",23.809999
"861","2014-10-06",23.799999
"862","2014-10-07",23.139999
"863","2014-10-08",23.700001
"864","2014-10-09",22.709999
"865","2014-10-10",22.32
"866","2014-10-13",22.219999
"867","2014-10-14",22.549999
"868","2014-10-15",22.52
"869","2014-10-16",22.49
"870","2014-10-17",22.370001
"871","2014-10-20",22.450001
"872","2014-10-21",22.969999
"873","2014-10-22",22.370001
"874","2014-10-23",22.9
"875","2014-10-24",22.76
"876","2014-10-27",22.129999
"877","2014-10-28",23.33
"878","2014-10-29",23.48
"879","2014-10-30",23.780001
"880","2014-10-31",24.370001
"881","2014-11-03",23.49
"882","2014-11-04",25.360001
"883","2014-11-05",26.01
"884","2014-11-06",25.629999
"885","2014-11-07",25.49
"886","2014-11-10",25.49
"887","2014-11-11",25.51
"888","2014-11-12",25.48
"889","2014-11-13",25.190001
"890","2014-11-14",25.389999
"891","2014-11-17",24.93
"892","2014-11-18",25.4
"893","2014-11-19",24.93
"894","2014-11-20",25.459999
"895","2014-11-21",25.280001
"896","2014-11-24",25.450001
"897","2014-11-25",25.290001
"898","2014-11-26",25.4
"899","2014-11-28",24.190001
"900","2014-12-01",23.66
"901","2014-12-02",24.27
"902","2014-12-03",24.780001
"903","2014-12-04",24.639999
"904","2014-12-05",24.309999
"905","2014-12-08",23.27
"906","2014-12-09",23.799999
"907","2014-12-10",22.83
"908","2014-12-11",22.459999
"909","2014-12-12",21.969999
"910","2014-12-15",21.68
"911","2014-12-16",21.59
"912","2014-12-17",22.059999
"913","2014-12-18",22.5
"914","2014-12-19",22.15
"915","2014-12-22",22.450001
"916","2014-12-23",23.559999
"917","2014-12-24",23.68
"918","2014-12-26",23.879999
"919","2014-12-29",24.360001
"920","2014-12-30",24.450001
"921","2014-12-31",24.190001
"922","2015-01-02",23.969999
"923","2015-01-05",22.9
"924","2015-01-06",22.379999
"925","2015-01-07",21.959999
"926","2015-01-08",22.110001
"927","2015-01-09",21.99
"928","2015-01-12",21.34
"929","2015-01-13",21.620001
"930","2015-01-14",21.719999
"931","2015-01-15",21.799999
"932","2015-01-16",22.139999
"933","2015-01-20",21.440001
"934","2015-01-21",21.639999
"935","2015-01-22",21.73
"936","2015-01-23",21.41
"937","2015-01-26",21.459999
"938","2015-01-27",21.299999
"939","2015-01-28",20.530001
"940","2015-01-29",20.98
"941","2015-01-30",20.450001
"942","2015-02-02",21.059999
"943","2015-02-03",22.620001
"944","2015-02-04",22.66
"945","2015-02-05",22.93
"946","2015-02-06",23.040001
"947","2015-02-09",23.09
"948","2015-02-10",22.940001
"949","2015-02-11",22.9
"950","2015-02-12",23.139999
"951","2015-02-13",23.77
"952","2015-02-17",23.219999
"953","2015-02-18",23.73
"954","2015-02-19",24.110001
"955","2015-02-20",24.32
"956","2015-02-23",23.98
"957","2015-02-24",24.209999
"958","2015-02-25",24.27
"959","2015-02-26",24.440001
"960","2015-02-27",24.52
"961","2015-03-02",24.75
"962","2015-03-03",24.51
"963","2015-03-04",24.209999
"964","2015-03-05",23.91
"965","2015-03-06",23.440001
"966","2015-03-09",23.299999
"967","2015-03-10",23
"968","2015-03-11",23.77
"969","2015-03-12",23.98
"970","2015-03-13",23.51
"971","2015-03-16",23.34
"972","2015-03-17",23.309999
"973","2015-03-18",23.360001
"974","2015-03-19",22.98
"975","2015-03-20",23.76
"976","2015-03-23",23.82
