"","date","PKI"
"1","2007-01-03",21.889999
"2","2007-01-04",21.58
"3","2007-01-05",21.559999
"4","2007-01-08",21.459999
"5","2007-01-09",21.43
"6","2007-01-10",21.4
"7","2007-01-11",21.85
"8","2007-01-12",22.17
"9","2007-01-16",22.66
"10","2007-01-17",22.200001
"11","2007-01-18",22.299999
"12","2007-01-19",22.309999
"13","2007-01-22",22.15
"14","2007-01-23",22.35
"15","2007-01-24",22.67
"16","2007-01-25",22.700001
"17","2007-01-26",23.1
"18","2007-01-29",23.379999
"19","2007-01-30",23.48
"20","2007-01-31",23.870001
"21","2007-02-01",24.01
"22","2007-02-02",23.969999
"23","2007-02-05",23.99
"24","2007-02-06",24
"25","2007-02-07",23.99
"26","2007-02-08",24.08
"27","2007-02-09",24.16
"28","2007-02-12",24.200001
"29","2007-02-13",24.25
"30","2007-02-14",24.42
"31","2007-02-15",24.34
"32","2007-02-16",24.27
"33","2007-02-20",24.540001
"34","2007-02-21",24.450001
"35","2007-02-22",24.559999
"36","2007-02-23",24.540001
"37","2007-02-26",24.43
"38","2007-02-27",23.620001
"39","2007-02-28",23.74
"40","2007-03-01",23.559999
"41","2007-03-02",23.26
"42","2007-03-05",22.870001
"43","2007-03-06",23.17
"44","2007-03-07",23.17
"45","2007-03-08",23.219999
"46","2007-03-09",23.25
"47","2007-03-12",23.370001
"48","2007-03-13",23.190001
"49","2007-03-14",23.200001
"50","2007-03-15",23.27
"51","2007-03-16",23.25
"52","2007-03-19",23.610001
"53","2007-03-20",23.559999
"54","2007-03-21",24.129999
"55","2007-03-22",24.16
"56","2007-03-23",24.379999
"57","2007-03-26",24.16
"58","2007-03-27",24.08
"59","2007-03-28",24
"60","2007-03-29",23.969999
"61","2007-03-30",24.219999
"62","2007-04-02",24.200001
"63","2007-04-03",24.440001
"64","2007-04-04",24.540001
"65","2007-04-05",24.67
"66","2007-04-09",24.68
"67","2007-04-10",24.6
"68","2007-04-11",24.43
"69","2007-04-12",24.66
"70","2007-04-13",25.139999
"71","2007-04-16",25.08
"72","2007-04-17",24.99
"73","2007-04-18",24.950001
"74","2007-04-19",24.719999
"75","2007-04-20",24.93
"76","2007-04-23",24.83
"77","2007-04-24",24.790001
"78","2007-04-25",24.950001
"79","2007-04-26",24.969999
"80","2007-04-27",24.49
"81","2007-04-30",24.200001
"82","2007-05-01",24.309999
"83","2007-05-02",25.02
"84","2007-05-03",25.110001
"85","2007-05-04",25.16
"86","2007-05-07",25.290001
"87","2007-05-08",25.190001
"88","2007-05-09",25.35
"89","2007-05-10",25.1
"90","2007-05-11",25.4
"91","2007-05-14",25.129999
"92","2007-05-15",25.389999
"93","2007-05-16",25.629999
"94","2007-05-17",25.32
"95","2007-05-18",25.549999
"96","2007-05-21",25.540001
"97","2007-05-22",25.65
"98","2007-05-23",26
"99","2007-05-24",26
"100","2007-05-25",26.02
"101","2007-05-29",26.1
"102","2007-05-30",26.360001
"103","2007-05-31",26.51
"104","2007-06-01",26.91
"105","2007-06-04",26.91
"106","2007-06-05",26.68
"107","2007-06-06",26.459999
"108","2007-06-07",26.379999
"109","2007-06-08",26.639999
"110","2007-06-11",26.48
"111","2007-06-12",26.360001
"112","2007-06-13",26.65
"113","2007-06-14",26.68
"114","2007-06-15",26.83
"115","2007-06-18",26.66
"116","2007-06-19",26.66
"117","2007-06-20",26.389999
"118","2007-06-21",26.440001
"119","2007-06-22",26.139999
"120","2007-06-25",25.879999
"121","2007-06-26",25.790001
"122","2007-06-27",25.639999
"123","2007-06-28",25.85
"124","2007-06-29",26.059999
"125","2007-07-02",26.459999
"126","2007-07-03",26.709999
"127","2007-07-05",26.98
"128","2007-07-06",27.32
"129","2007-07-09",27.02
"130","2007-07-10",26.91
"131","2007-07-11",27.200001
"132","2007-07-12",27.67
"133","2007-07-13",27.360001
"134","2007-07-16",27.280001
"135","2007-07-17",27.280001
"136","2007-07-18",27.15
"137","2007-07-19",26.99
"138","2007-07-20",26.780001
"139","2007-07-23",27.01
"140","2007-07-24",26.85
"141","2007-07-25",27.129999
"142","2007-07-26",26.209999
"143","2007-07-27",27.950001
"144","2007-07-30",28.48
"145","2007-07-31",27.83
"146","2007-08-01",28.1
"147","2007-08-02",28.540001
"148","2007-08-03",28.049999
"149","2007-08-06",27.959999
"150","2007-08-07",27.030001
"151","2007-08-08",27.040001
"152","2007-08-09",26.83
"153","2007-08-10",27.440001
"154","2007-08-13",27.67
"155","2007-08-14",27.530001
"156","2007-08-15",26.52
"157","2007-08-16",26.799999
"158","2007-08-17",27.879999
"159","2007-08-20",28.02
"160","2007-08-21",27.74
"161","2007-08-22",27.74
"162","2007-08-23",27.74
"163","2007-08-24",27.889999
"164","2007-08-27",27.639999
"165","2007-08-28",27.059999
"166","2007-08-29",27.700001
"167","2007-08-30",27.719999
"168","2007-08-31",27.41
"169","2007-09-04",27.48
"170","2007-09-05",27.5
"171","2007-09-06",27.93
"172","2007-09-07",27.120001
"173","2007-09-10",27.15
"174","2007-09-11",27.42
"175","2007-09-12",27.549999
"176","2007-09-13",27.74
"177","2007-09-14",28.059999
"178","2007-09-17",27.889999
"179","2007-09-18",28.59
"180","2007-09-19",29.35
"181","2007-09-20",29.299999
"182","2007-09-21",28.98
"183","2007-09-24",28.48
"184","2007-09-25",28.49
"185","2007-09-26",29.16
"186","2007-09-27",29.1
"187","2007-09-28",29.209999
"188","2007-10-01",29.860001
"189","2007-10-02",28.91
"190","2007-10-03",28.610001
"191","2007-10-04",28.82
"192","2007-10-05",29.049999
"193","2007-10-08",28.940001
"194","2007-10-09",29.17
"195","2007-10-10",28.540001
"196","2007-10-11",28.209999
"197","2007-10-12",28.639999
"198","2007-10-15",28.209999
"199","2007-10-16",28.66
"200","2007-10-17",28.9
"201","2007-10-18",29.190001
"202","2007-10-19",28.549999
"203","2007-10-22",28.549999
"204","2007-10-23",29.5
"205","2007-10-24",29.540001
"206","2007-10-25",29.27
"207","2007-10-26",27.82
"208","2007-10-29",27.93
"209","2007-10-30",27.83
"210","2007-10-31",27.52
"211","2007-11-01",26.74
"212","2007-11-02",26.950001
"213","2007-11-05",27.73
"214","2007-11-06",28.08
"215","2007-11-07",27.84
"216","2007-11-08",28.1
"217","2007-11-09",27.530001
"218","2007-11-12",26.860001
"219","2007-11-13",27.030001
"220","2007-11-14",26.98
"221","2007-11-15",26.780001
"222","2007-11-16",27.02
"223","2007-11-19",26.639999
"224","2007-11-20",26.76
"225","2007-11-21",26.559999
"226","2007-11-23",26.940001
"227","2007-11-26",26.379999
"228","2007-11-27",26.870001
"229","2007-11-28",27.559999
"230","2007-11-29",27.190001
"231","2007-11-30",27.280001
"232","2007-12-03",27.18
"233","2007-12-04",26.43
"234","2007-12-05",26.77
"235","2007-12-06",27.07
"236","2007-12-07",26.51
"237","2007-12-10",26.59
"238","2007-12-11",25.16
"239","2007-12-12",24.73
"240","2007-12-13",24.620001
"241","2007-12-14",25.66
"242","2007-12-17",24.98
"243","2007-12-18",24.629999
"244","2007-12-19",25.1
"245","2007-12-20",25.26
"246","2007-12-21",25.879999
"247","2007-12-24",25.92
"248","2007-12-26",26.030001
"249","2007-12-27",25.969999
"250","2007-12-28",26.129999
"251","2007-12-31",26.02
"252","2008-01-02",25.530001
"253","2008-01-03",25.18
"254","2008-01-04",24.49
"255","2008-01-07",24.780001
"256","2008-01-08",24.879999
"257","2008-01-09",25.43
"258","2008-01-10",25.74
"259","2008-01-11",25.35
"260","2008-01-14",25.790001
"261","2008-01-15",25.52
"262","2008-01-16",25.65
"263","2008-01-17",25
"264","2008-01-18",24.34
"265","2008-01-22",23.27
"266","2008-01-23",23
"267","2008-01-24",22.700001
"268","2008-01-25",26.68
"269","2008-01-28",25.700001
"270","2008-01-29",24.860001
"271","2008-01-30",24.549999
"272","2008-01-31",24.82
"273","2008-02-01",25.360001
"274","2008-02-04",25.690001
"275","2008-02-05",25.530001
"276","2008-02-06",25.41
"277","2008-02-07",25.67
"278","2008-02-08",25.32
"279","2008-02-11",25.66
"280","2008-02-12",25.52
"281","2008-02-13",25.83
"282","2008-02-14",25.379999
"283","2008-02-15",25.4
"284","2008-02-19",25.440001
"285","2008-02-20",25.610001
"286","2008-02-21",24.98
"287","2008-02-22",24.98
