"","date","CFRX"
"1","2014-09-12",52.099998
"2","2014-09-15",43.5
"3","2014-09-16",42
"4","2014-09-17",44.5
"5","2014-09-18",41.900002
"6","2014-09-19",43.099998
"7","2014-09-22",41.700001
"8","2014-09-23",41.799999
"9","2014-09-24",41
"10","2014-09-25",39
"11","2014-09-26",39.900002
"12","2014-09-29",33.099998
"13","2014-09-30",38.5
"14","2014-10-01",35
"15","2014-10-02",33.099998
"16","2014-10-03",34.599998
"17","2014-10-06",38.5
"18","2014-10-07",39
"19","2014-10-08",36.799999
"20","2014-10-09",35.799999
"21","2014-10-10",34.299999
"22","2014-10-13",33.599998
"23","2014-10-14",33.200001
"24","2014-10-15",30.1
"25","2014-10-16",31
"26","2014-10-17",31.700001
"27","2014-10-20",31
"28","2014-10-21",30.799999
"29","2014-10-22",30.9
"30","2014-10-23",34.200001
"31","2014-10-24",34
"32","2014-10-27",34
"33","2014-10-28",29.1
"34","2014-10-29",30.799999
"35","2014-10-30",31.799999
"36","2014-10-31",32.599998
"37","2014-11-03",33
"38","2014-11-04",31.9
"39","2014-11-05",33.299999
"40","2014-11-06",31.799999
"41","2014-11-07",33
"42","2014-11-10",31.200001
"43","2014-11-11",30
"44","2014-11-12",30.799999
"45","2014-11-13",30.4
"46","2014-11-14",30
"47","2014-11-17",29.6
"48","2014-11-18",28
"49","2014-11-19",27.6
"50","2014-11-20",26.700001
"51","2014-11-21",28.799999
"52","2014-11-24",27
"53","2014-11-25",27
"54","2014-11-26",26.5
"55","2014-11-28",27.809999
"56","2014-12-01",28.1
"57","2014-12-02",28.6
"58","2014-12-03",29.299999
"59","2014-12-04",28.9
"60","2014-12-05",28.9
"61","2014-12-08",26.200001
"62","2014-12-09",26.4
"63","2014-12-10",26
"64","2014-12-11",28.299999
"65","2014-12-12",27
"66","2014-12-15",25.200001
"67","2014-12-16",26.9
"68","2014-12-17",26.5
"69","2014-12-18",27.200001
"70","2014-12-19",28
"71","2014-12-22",37.5
"72","2014-12-23",38.900002
"73","2014-12-24",39.91
"74","2014-12-26",37.5
"75","2014-12-29",35.200001
"76","2014-12-30",35.5
"77","2014-12-31",35
"78","2015-01-02",37.869999
"79","2015-01-05",35.799999
"80","2015-01-06",35
"81","2015-01-07",35.5
"82","2015-01-08",42.279999
"83","2015-01-09",41.900002
"84","2015-01-12",42.900002
"85","2015-01-13",43.599998
"86","2015-01-14",45.799999
"87","2015-01-15",46.799999
"88","2015-01-16",45.200001
"89","2015-01-20",44
"90","2015-01-21",44.700001
"91","2015-01-22",40.400002
"92","2015-01-23",43.799999
"93","2015-01-26",44.5
"94","2015-01-27",48.400002
"95","2015-01-28",47.349998
"96","2015-01-29",48.34
"97","2015-01-30",47.509998
"98","2015-02-02",48.349998
"99","2015-02-03",47.200001
"100","2015-02-04",46.5
"101","2015-02-05",45.299999
"102","2015-02-06",46.110001
"103","2015-02-09",43.02
"104","2015-02-10",42.900002
"105","2015-02-11",41.400002
"106","2015-02-12",40.599998
"107","2015-02-13",40
"108","2015-02-17",38.799999
"109","2015-02-18",39.700001
"110","2015-02-19",42
"111","2015-02-20",41.700001
"112","2015-02-23",42.900002
"113","2015-02-24",40.700001
"114","2015-02-25",41.599998
"115","2015-02-26",43.599998
"116","2015-02-27",43.299999
"117","2015-03-02",43
"118","2015-03-03",43.200001
"119","2015-03-04",42.299999
"120","2015-03-05",43.299999
"121","2015-03-06",46.099998
"122","2015-03-09",55.299999
"123","2015-03-10",53.5
"124","2015-03-11",54.400002
"125","2015-03-12",55.200001
"126","2015-03-13",58
"127","2015-03-16",53.599998
"128","2015-03-17",50.299999
"129","2015-03-18",49
"130","2015-03-19",49.599998
"131","2015-03-20",50.200001
"132","2015-03-23",50.700001
"133","2015-03-24",49.73
"134","2015-03-25",48.5
"135","2015-03-26",47.400002
"136","2015-03-27",49.400002
"137","2015-03-30",48.400002
"138","2015-03-31",51.5
"139","2015-04-01",58.299999
"140","2015-04-02",56
"141","2015-04-06",56.099998
"142","2015-04-07",54
"143","2015-04-08",58.599998
"144","2015-04-09",56.700001
"145","2015-04-10",55.799999
"146","2015-04-13",59.299999
"147","2015-04-14",58.799999
"148","2015-04-15",58.900002
"149","2015-04-16",56
"150","2015-04-17",55.299999
"151","2015-04-20",54.5
"152","2015-04-21",54.400002
"153","2015-04-22",53.959999
"154","2015-04-23",52.799999
"155","2015-04-24",53.700001
"156","2015-04-27",51.5
"157","2015-04-28",52.299999
"158","2015-04-29",51.700001
"159","2015-04-30",52.700001
"160","2015-05-01",51.099998
"161","2015-05-04",52.099998
"162","2015-05-05",50.200001
"163","2015-05-06",49.099998
"164","2015-05-07",47.200001
