"","date","COKE"
"1","2007-01-03",66.32
"2","2007-01-04",66.239998
"3","2007-01-05",65.050003
"4","2007-01-08",64.010002
"5","2007-01-09",64.919998
"6","2007-01-10",65.800003
"7","2007-01-11",66.739998
"8","2007-01-12",68.059998
"9","2007-01-16",65.43
"10","2007-01-17",65.959999
"11","2007-01-18",63.310001
"12","2007-01-19",66.019997
"13","2007-01-22",65.519997
"14","2007-01-23",65.970001
"15","2007-01-24",66.010002
"16","2007-01-25",64.099998
"17","2007-01-26",64.779999
"18","2007-01-29",64.010002
"19","2007-01-30",63.759998
"20","2007-01-31",62.740002
"21","2007-02-01",63.02
"22","2007-02-02",61.950001
"23","2007-02-05",58.939999
"24","2007-02-06",57.740002
"25","2007-02-07",57.849998
"26","2007-02-08",57.849998
"27","2007-02-09",58.040001
"28","2007-02-12",59.900002
"29","2007-02-13",60.349998
"30","2007-02-14",58.919998
"31","2007-02-15",59.970001
"32","2007-02-16",59.490002
"33","2007-02-20",60.439999
"34","2007-02-21",62
"35","2007-02-22",61.790001
"36","2007-02-23",59.810001
"37","2007-02-26",58.459999
"38","2007-02-27",52.860001
"39","2007-02-28",58.529999
"40","2007-03-01",59.07
"41","2007-03-02",57.110001
"42","2007-03-05",56.709999
"43","2007-03-06",58.919998
"44","2007-03-07",57.709999
"45","2007-03-08",56.099998
"46","2007-03-09",57.970001
"47","2007-03-12",60.200001
"48","2007-03-13",57.43
"49","2007-03-14",57.880001
"50","2007-03-15",58.650002
"51","2007-03-16",56.880001
"52","2007-03-19",56.43
"53","2007-03-20",57.610001
"54","2007-03-21",58.830002
"55","2007-03-22",59.18
"56","2007-03-23",57.73
"57","2007-03-26",58.900002
"58","2007-03-27",58.490002
"59","2007-03-28",57.5
"60","2007-03-29",56.689999
"61","2007-03-30",56.630001
"62","2007-04-02",57.330002
"63","2007-04-03",56.549999
"64","2007-04-04",57.18
"65","2007-04-05",57.32
"66","2007-04-09",56.509998
"67","2007-04-10",56.639999
"68","2007-04-11",56.09
"69","2007-04-12",56.66
"70","2007-04-13",56.75
"71","2007-04-16",57.68
"72","2007-04-17",56.919998
"73","2007-04-18",57.16
"74","2007-04-19",56.650002
"75","2007-04-20",57.580002
"76","2007-04-23",57.18
"77","2007-04-24",56.75
"78","2007-04-25",56.5
"79","2007-04-26",57.209999
"80","2007-04-27",57.259998
"81","2007-04-30",55.220001
"82","2007-05-01",56.07
"83","2007-05-02",56.299999
"84","2007-05-03",56.580002
"85","2007-05-04",56.450001
"86","2007-05-07",55.119999
"87","2007-05-08",54.630001
"88","2007-05-09",54.360001
"89","2007-05-10",52.5
"90","2007-05-11",52.900002
"91","2007-05-14",51.549999
"92","2007-05-15",51.77
"93","2007-05-16",52.740002
"94","2007-05-17",53.119999
"95","2007-05-18",54.669998
"96","2007-05-21",54.619999
"97","2007-05-22",55.099998
"98","2007-05-23",55.490002
"99","2007-05-24",55.240002
"100","2007-05-25",54.25
"101","2007-05-29",55.779999
"102","2007-05-30",55.639999
"103","2007-05-31",55.360001
"104","2007-06-01",55.299999
"105","2007-06-04",55.34
"106","2007-06-05",55.349998
"107","2007-06-06",54.66
"108","2007-06-07",53.970001
"109","2007-06-08",53.73
"110","2007-06-11",53.73
"111","2007-06-12",52.68
"112","2007-06-13",52.66
"113","2007-06-14",51.650002
"114","2007-06-15",52.400002
"115","2007-06-18",52.07
"116","2007-06-19",52.07
"117","2007-06-20",52
"118","2007-06-21",52.310001
"119","2007-06-22",51.150002
"120","2007-06-25",50.34
"121","2007-06-26",49.880001
"122","2007-06-27",50.639999
"123","2007-06-28",51.639999
"124","2007-06-29",50.299999
"125","2007-07-02",50.59
"126","2007-07-03",51.279999
"127","2007-07-05",51.869999
"128","2007-07-06",52.09
"129","2007-07-09",51.939999
"130","2007-07-10",50.5
"131","2007-07-11",50.549999
"132","2007-07-12",51.970001
"133","2007-07-13",51.509998
"134","2007-07-16",51.07
"135","2007-07-17",52.48
"136","2007-07-18",52.130001
"137","2007-07-19",51.619999
"138","2007-07-20",51.040001
"139","2007-07-23",50.91
"140","2007-07-24",50.18
"141","2007-07-25",51.639999
"142","2007-07-26",51.5
"143","2007-07-27",50.610001
"144","2007-07-30",51.599998
"145","2007-07-31",52.110001
"146","2007-08-01",52.700001
"147","2007-08-02",51.849998
"148","2007-08-03",50.439999
"149","2007-08-06",51.689999
"150","2007-08-07",51.639999
"151","2007-08-08",52.599998
"152","2007-08-09",51.02
"153","2007-08-10",54.07
"154","2007-08-13",54.549999
"155","2007-08-14",53.080002
"156","2007-08-15",53.880001
"157","2007-08-16",55.709999
"158","2007-08-17",56.619999
"159","2007-08-20",56.459999
"160","2007-08-21",56.240002
"161","2007-08-22",56.75
"162","2007-08-23",56.93
"163","2007-08-24",59
"164","2007-08-27",58.560001
"165","2007-08-28",57.150002
"166","2007-08-29",59.02
"167","2007-08-30",58.259998
"168","2007-08-31",58.669998
"169","2007-09-04",58.259998
"170","2007-09-05",57.5
"171","2007-09-06",57.93
"172","2007-09-07",56.290001
"173","2007-09-10",56.619999
"174","2007-09-11",57.279999
"175","2007-09-12",57.990002
"176","2007-09-13",57.900002
"177","2007-09-14",58.68
"178","2007-09-17",58.5
"179","2007-09-18",59.950001
"180","2007-09-19",60.470001
"181","2007-09-20",60.060001
"182","2007-09-21",59.509998
"183","2007-09-24",58.810001
"184","2007-09-25",59.27
"185","2007-09-26",60.27
"186","2007-09-27",60.630001
"187","2007-09-28",60.299999
