"","date","PING"
"1","2019-09-19",20.110001
"2","2019-09-20",19.309999
"3","2019-09-23",18.809999
"4","2019-09-24",18.51
"5","2019-09-25",18
"6","2019-09-26",17.040001
"7","2019-09-27",16.52
"8","2019-09-30",17.25
"9","2019-10-01",16.43
"10","2019-10-02",15.97
"11","2019-10-03",16.57
"12","2019-10-04",16.700001
"13","2019-10-07",16.51
"14","2019-10-08",16.450001
"15","2019-10-09",16.459999
"16","2019-10-10",16.08
"17","2019-10-11",16.459999
"18","2019-10-14",16.68
"19","2019-10-15",16.74
"20","2019-10-16",15.9
"21","2019-10-17",15.54
"22","2019-10-18",16.16
"23","2019-10-21",15.93
"24","2019-10-22",15.54
"25","2019-10-23",16.34
"26","2019-10-24",16.16
"27","2019-10-25",16.67
"28","2019-10-28",16.959999
"29","2019-10-29",16.629999
"30","2019-10-30",16.940001
"31","2019-10-31",16.709999
"32","2019-11-01",16.68
"33","2019-11-04",16.780001
"34","2019-11-05",16.530001
"35","2019-11-06",16.77
"36","2019-11-07",16.99
"37","2019-11-08",17.01
"38","2019-11-11",16.52
"39","2019-11-12",16.790001
"40","2019-11-13",16.51
"41","2019-11-14",18.700001
"42","2019-11-15",19.24
"43","2019-11-18",18.620001
"44","2019-11-19",18.610001
"45","2019-11-20",19.33
"46","2019-11-21",20.48
"47","2019-11-22",20.209999
"48","2019-11-25",21.43
"49","2019-11-26",21.34
"50","2019-11-27",22.030001
"51","2019-11-29",22.43
"52","2019-12-02",21.780001
"53","2019-12-03",22.190001
"54","2019-12-04",22.059999
"55","2019-12-05",21.42
"56","2019-12-06",20.690001
"57","2019-12-09",20.9
"58","2019-12-10",21.08
"59","2019-12-11",20.73
"60","2019-12-12",20.940001
"61","2019-12-13",21.68
"62","2019-12-16",22.26
"63","2019-12-17",22.790001
"64","2019-12-18",22.52
"65","2019-12-19",23.32
"66","2019-12-20",24.860001
"67","2019-12-23",24.030001
"68","2019-12-24",24.530001
"69","2019-12-26",24.379999
"70","2019-12-27",24.68
"71","2019-12-30",24.77
"72","2019-12-31",24.299999
"73","2020-01-02",24.360001
"74","2020-01-03",24.43
"75","2020-01-06",24.530001
"76","2020-01-07",24.4
"77","2020-01-08",25.120001
"78","2020-01-09",25.16
"79","2020-01-10",25.75
"80","2020-01-13",26.870001
"81","2020-01-14",27.5
"82","2020-01-15",27.040001
"83","2020-01-16",26.040001
"84","2020-01-17",25.65
"85","2020-01-21",24.940001
"86","2020-01-22",25.25
"87","2020-01-23",25.01
"88","2020-01-24",25
"89","2020-01-27",24.290001
"90","2020-01-28",24.35
"91","2020-01-29",24.969999
"92","2020-01-30",25.48
"93","2020-01-31",24.25
"94","2020-02-03",25.43
"95","2020-02-04",25.91
"96","2020-02-05",24.6
"97","2020-02-06",24.6
"98","2020-02-07",25.299999
"99","2020-02-10",25.950001
"100","2020-02-11",25.549999
"101","2020-02-12",25.26
"102","2020-02-13",25.5
"103","2020-02-14",25.83
"104","2020-02-18",26.02
"105","2020-02-19",27.299999
"106","2020-02-20",28.629999
"107","2020-02-21",26.58
"108","2020-02-24",26.389999
"109","2020-02-25",23.84
"110","2020-02-26",23.26
"111","2020-02-27",22.57
"112","2020-02-28",23.139999
"113","2020-03-02",23.09
"114","2020-03-03",22.530001
"115","2020-03-04",23.35
"116","2020-03-05",20.84
"117","2020-03-06",21.33
"118","2020-03-09",19
"119","2020-03-10",19.360001
"120","2020-03-11",18.57
"121","2020-03-12",17.5
"122","2020-03-13",16.51
"123","2020-03-16",16.129999
"124","2020-03-17",18.43
"125","2020-03-18",17.41
"126","2020-03-19",18.870001
"127","2020-03-20",18.25
"128","2020-03-23",18.200001
"129","2020-03-24",19.969999
"130","2020-03-25",19.48
"131","2020-03-26",21.52
"132","2020-03-27",20.190001
"133","2020-03-30",20.15
"134","2020-03-31",20.02
"135","2020-04-01",17.4
"136","2020-04-02",18.99
"137","2020-04-03",19.6
"138","2020-04-06",19.5
"139","2020-04-07",18.870001
"140","2020-04-08",20.559999
"141","2020-04-09",22
"142","2020-04-13",21.719999
"143","2020-04-14",24.639999
"144","2020-04-15",22.99
"145","2020-04-16",24.99
"146","2020-04-17",25.18
"147","2020-04-20",24.559999
"148","2020-04-21",23.26
"149","2020-04-22",23.9
"150","2020-04-23",23.809999
"151","2020-04-24",24.93
"152","2020-04-27",25.01
"153","2020-04-28",23.780001
"154","2020-04-29",24.93
"155","2020-04-30",24.92
"156","2020-05-01",23.16
"157","2020-05-04",23.709999
"158","2020-05-05",25.709999
"159","2020-05-06",26.280001
"160","2020-05-07",25.530001
"161","2020-05-08",25.52
"162","2020-05-11",28.370001
"163","2020-05-12",26.190001
"164","2020-05-13",24.34
"165","2020-05-14",23.24
"166","2020-05-15",23.950001
"167","2020-05-18",24.120001
"168","2020-05-19",24.450001
"169","2020-05-20",26.540001
"170","2020-05-21",25.43
"171","2020-05-22",26.280001
"172","2020-05-26",27.6
"173","2020-05-27",26.4
"174","2020-05-28",26.120001
"175","2020-05-29",28.309999
"176","2020-06-01",30.5
"177","2020-06-02",30.610001
"178","2020-06-03",30.280001
"179","2020-06-04",29.549999
"180","2020-06-05",29.469999
"181","2020-06-08",29.870001
"182","2020-06-09",30.74
"183","2020-06-10",30.67
"184","2020-06-11",27.709999
"185","2020-06-12",28.92
"186","2020-06-15",28.780001
"187","2020-06-16",30.629999
"188","2020-06-17",31.389999
"189","2020-06-18",34.09
"190","2020-06-19",32.099998
"191","2020-06-22",33.990002
"192","2020-06-23",33.27
"193","2020-06-24",31.700001
"194","2020-06-25",32.349998
"195","2020-06-26",31.959999
"196","2020-06-29",31.440001
"197","2020-06-30",32.09
"198","2020-07-01",33.27
"199","2020-07-02",32.490002
"200","2020-07-06",32.84
"201","2020-07-07",31.620001
"202","2020-07-08",32.880001
"203","2020-07-09",33.360001
"204","2020-07-10",33.990002
"205","2020-07-13",30.74
"206","2020-07-14",30.719999
"207","2020-07-15",31.469999
"208","2020-07-16",30.389999
"209","2020-07-17",31.65
"210","2020-07-20",34.810001
"211","2020-07-21",33.360001
"212","2020-07-22",33.849998
"213","2020-07-23",32.849998
"214","2020-07-24",32.77
"215","2020-07-27",33.599998
"216","2020-07-28",32.959999
"217","2020-07-29",34.349998
"218","2020-07-30",34.330002
"219","2020-07-31",34.360001
"220","2020-08-03",36.009998
"221","2020-08-04",36.349998
"222","2020-08-05",37.009998
"223","2020-08-06",37.119999
"224","2020-08-07",36.349998
"225","2020-08-10",35.599998
"226","2020-08-11",33.549999
"227","2020-08-12",33.52
"228","2020-08-13",32.349998
"229","2020-08-14",32.75
"230","2020-08-17",33.220001
"231","2020-08-18",32.490002
"232","2020-08-19",32.549999
"233","2020-08-20",34.209999
"234","2020-08-21",33.130001
"235","2020-08-24",33.540001
"236","2020-08-25",33.48
"237","2020-08-26",35.080002
"238","2020-08-27",34.5
"239","2020-08-28",35.009998
"240","2020-08-31",34.470001
"241","2020-09-01",36.369999
"242","2020-09-02",36.049999
"243","2020-09-03",32.290001
"244","2020-09-04",31.120001
"245","2020-09-08",30.889999
"246","2020-09-09",32.279999
"247","2020-09-10",30.32
"248","2020-09-11",29.719999
"249","2020-09-14",30.75
"250","2020-09-15",31.040001
"251","2020-09-16",30.52
"252","2020-09-17",29.48
"253","2020-09-18",29.889999
"254","2020-09-21",30.48
"255","2020-09-22",30.879999
"256","2020-09-23",29.92
"257","2020-09-24",29.58
"258","2020-09-25",30.24
"259","2020-09-28",31.66
"260","2020-09-29",31.1
"261","2020-09-30",31.209999
"262","2020-10-01",31.299999
"263","2020-10-02",31.18
"264","2020-10-05",32.73
"265","2020-10-06",32.720001
"266","2020-10-07",34.110001
"267","2020-10-08",33.889999
"268","2020-10-09",35.77
"269","2020-10-12",35.23
"270","2020-10-13",35.759998
"271","2020-10-14",35.389999
"272","2020-10-15",35.099998
"273","2020-10-16",34.799999
"274","2020-10-19",34.630001
"275","2020-10-20",33.59
"276","2020-10-21",32.869999
"277","2020-10-22",32.18
"278","2020-10-23",32.330002
"279","2020-10-26",31.82
"280","2020-10-27",31.629999
"281","2020-10-28",31.23
"282","2020-10-29",30.23
"283","2020-10-30",27.690001
"284","2020-11-02",26.639999
"285","2020-11-03",27.389999
"286","2020-11-04",27.940001
"287","2020-11-05",23.34
"288","2020-11-06",23.040001
"289","2020-11-09",22.360001
"290","2020-11-10",21.57
"291","2020-11-11",21.389999
"292","2020-11-12",20.59
"293","2020-11-13",20.620001
"294","2020-11-16",21.07
"295","2020-11-17",20.84
"296","2020-11-18",20.219999
"297","2020-11-19",21.719999
"298","2020-11-20",22.379999
"299","2020-11-23",22.18
"300","2020-11-24",22.110001
"301","2020-11-25",22.610001
"302","2020-11-27",22.879999
