"","date","MTOR"
"1","2007-01-03",18.08
"2","2007-01-04",17.9
"3","2007-01-05",17.49
"4","2007-01-08",17.74
"5","2007-01-09",18.459999
"6","2007-01-10",18.34
"7","2007-01-11",18.799999
"8","2007-01-12",19.27
"9","2007-01-16",19.469999
"10","2007-01-17",19.6
"11","2007-01-18",19.129999
"12","2007-01-19",19.6
"13","2007-01-22",19.120001
"14","2007-01-23",19.040001
"15","2007-01-24",19.549999
"16","2007-01-25",19.059999
"17","2007-01-26",19.459999
"18","2007-01-29",20.02
"19","2007-01-30",19.15
"20","2007-01-31",19.25
"21","2007-02-01",19.51
"22","2007-02-02",19.23
"23","2007-02-05",20.049999
"24","2007-02-06",19.440001
"25","2007-02-07",19.389999
"26","2007-02-08",19.459999
"27","2007-02-09",19.799999
"28","2007-02-12",19.299999
"29","2007-02-13",19.43
"30","2007-02-14",19.76
"31","2007-02-15",19.83
"32","2007-02-16",19.700001
"33","2007-02-20",19.709999
"34","2007-02-21",19.66
"35","2007-02-22",19.74
"36","2007-02-23",19.75
"37","2007-02-26",19.33
"38","2007-02-27",18.370001
"39","2007-02-28",18.25
"40","2007-03-01",18.18
"41","2007-03-02",17.51
"42","2007-03-05",17.209999
"43","2007-03-06",17.67
"44","2007-03-07",17.700001
"45","2007-03-08",17.969999
"46","2007-03-09",18.030001
"47","2007-03-12",17.76
"48","2007-03-13",17.48
"49","2007-03-14",17.57
"50","2007-03-15",17.530001
"51","2007-03-16",17.280001
"52","2007-03-19",17.780001
"53","2007-03-20",18.1
"54","2007-03-21",18.4
"55","2007-03-22",18.42
"56","2007-03-23",18.200001
"57","2007-03-26",18.34
"58","2007-03-27",18.18
"59","2007-03-28",18.1
"60","2007-03-29",18.24
"61","2007-03-30",18.25
"62","2007-04-02",18.25
"63","2007-04-03",18.440001
"64","2007-04-04",17.969999
"65","2007-04-05",17.790001
"66","2007-04-09",17.690001
"67","2007-04-10",17.66
"68","2007-04-11",17.35
"69","2007-04-12",17.639999
"70","2007-04-13",17.620001
"71","2007-04-16",18.17
"72","2007-04-17",18.15
"73","2007-04-18",18.1
"74","2007-04-19",17.879999
"75","2007-04-20",18.280001
"76","2007-04-23",18.26
"77","2007-04-24",18.32
"78","2007-04-25",19
"79","2007-04-26",21.18
"80","2007-04-27",20.709999
"81","2007-04-30",20.65
"82","2007-05-01",20.209999
"83","2007-05-02",20.290001
"84","2007-05-03",20.110001
"85","2007-05-04",20.16
"86","2007-05-07",20.1
"87","2007-05-08",20.24
"88","2007-05-09",20.57
"89","2007-05-10",20.200001
"90","2007-05-11",20.530001
"91","2007-05-14",20.75
"92","2007-05-15",20.639999
"93","2007-05-16",20.58
"94","2007-05-17",20.5
"95","2007-05-18",20.52
"96","2007-05-21",20.799999
"97","2007-05-22",20.65
"98","2007-05-23",20.52
"99","2007-05-24",20.299999
"100","2007-05-25",20.190001
"101","2007-05-29",20.74
"102","2007-05-30",21.040001
"103","2007-05-31",20.879999
"104","2007-06-01",21.09
"105","2007-06-04",21.690001
"106","2007-06-05",21.4
"107","2007-06-06",20.98
"108","2007-06-07",20.469999
"109","2007-06-08",20.889999
"110","2007-06-11",20.799999
"111","2007-06-12",20.639999
"112","2007-06-13",20.799999
"113","2007-06-14",20.709999
"114","2007-06-15",20.52
"115","2007-06-18",20.67
"116","2007-06-19",20.75
"117","2007-06-20",20.76
"118","2007-06-21",20.950001
"119","2007-06-22",21.030001
"120","2007-06-25",20.950001
"121","2007-06-26",20.82
"122","2007-06-27",20.959999
"123","2007-06-28",21.209999
"124","2007-06-29",22.200001
"125","2007-07-02",22.99
"126","2007-07-03",22.700001
"127","2007-07-05",22.25
"128","2007-07-06",22.200001
"129","2007-07-09",22.459999
"130","2007-07-10",22.4
"131","2007-07-11",22.42
"132","2007-07-12",23.040001
"133","2007-07-13",23.16
"134","2007-07-16",23.34
"135","2007-07-17",23.34
"136","2007-07-18",23.52
"137","2007-07-19",23.469999
"138","2007-07-20",23.030001
"139","2007-07-23",23.01
"140","2007-07-24",22.85
"141","2007-07-25",22.08
"142","2007-07-26",20.309999
"143","2007-07-27",19.690001
"144","2007-07-30",20.25
"145","2007-07-31",19.83
"146","2007-08-01",21.17
"147","2007-08-02",21.129999
"148","2007-08-03",19.780001
"149","2007-08-06",19.360001
"150","2007-08-07",18.809999
"151","2007-08-08",18.950001
"152","2007-08-09",18.42
"153","2007-08-10",18.01
"154","2007-08-13",18.700001
"155","2007-08-14",17.98
"156","2007-08-15",16.98
"157","2007-08-16",16.549999
"158","2007-08-17",16.950001
"159","2007-08-20",17.690001
"160","2007-08-21",17.299999
"161","2007-08-22",17.34
"162","2007-08-23",17.110001
"163","2007-08-24",17.450001
"164","2007-08-27",17.030001
"165","2007-08-28",16.440001
"166","2007-08-29",17.139999
"167","2007-08-30",17.08
"168","2007-08-31",17.450001
"169","2007-09-04",17.190001
"170","2007-09-05",16.91
"171","2007-09-06",16.709999
"172","2007-09-07",16.42
"173","2007-09-10",16.32
"174","2007-09-11",16.690001
"175","2007-09-12",16.389999
"176","2007-09-13",16.34
"177","2007-09-14",16.540001
"178","2007-09-17",16.290001
"179","2007-09-18",16.85
"180","2007-09-19",16.780001
"181","2007-09-20",16.139999
"182","2007-09-21",16.610001
"183","2007-09-24",16.620001
"184","2007-09-25",16.42
"185","2007-09-26",17.08
"186","2007-09-27",17.049999
"187","2007-09-28",16.82
"188","2007-10-01",16.85
"189","2007-10-02",16.889999
"190","2007-10-03",16.73
"191","2007-10-04",16.219999
"192","2007-10-05",16.42
"193","2007-10-08",16.110001
"194","2007-10-09",16.209999
"195","2007-10-10",16.299999
"196","2007-10-11",15.85
"197","2007-10-12",15.29
"198","2007-10-15",15.2
"199","2007-10-16",14.94
"200","2007-10-17",14.73
"201","2007-10-18",14.58
"202","2007-10-19",14.15
"203","2007-10-22",14.27
"204","2007-10-23",14.56
"205","2007-10-24",14.53
"206","2007-10-25",14.15
"207","2007-10-26",14.18
"208","2007-10-29",14.57
"209","2007-10-30",14.7
"210","2007-10-31",14.83
"211","2007-11-01",14.34
"212","2007-11-02",14.28
"213","2007-11-05",14.01
"214","2007-11-06",14.12
"215","2007-11-07",13.68
"216","2007-11-08",13.17
"217","2007-11-09",12.83
"218","2007-11-12",12.76
"219","2007-11-13",12.57
"220","2007-11-14",12.77
"221","2007-11-15",12.39
"222","2007-11-16",11.34
"223","2007-11-19",11.01
"224","2007-11-20",10.51
"225","2007-11-21",10.16
"226","2007-11-23",10.4
"227","2007-11-26",9.73
"228","2007-11-27",9.51
"229","2007-11-28",10.13
"230","2007-11-29",10.24
"231","2007-11-30",10.11
"232","2007-12-03",9.9
"233","2007-12-04",9.37
"234","2007-12-05",9.8
"235","2007-12-06",10.45
"236","2007-12-07",11.48
"237","2007-12-10",11.25
"238","2007-12-11",12.25
"239","2007-12-12",11.56
"240","2007-12-13",11.53
"241","2007-12-14",10.9
"242","2007-12-17",10.67
"243","2007-12-18",11.25
"244","2007-12-19",11.03
"245","2007-12-20",11.26
"246","2007-12-21",11.71
"247","2007-12-24",11.77
"248","2007-12-26",12.04
"249","2007-12-27",11.49
"250","2007-12-28",11.98
"251","2007-12-31",11.73
"252","2008-01-02",11.25
"253","2008-01-03",10.81
"254","2008-01-04",10.18
"255","2008-01-07",10.24
"256","2008-01-08",9.89
"257","2008-01-09",9.49
"258","2008-01-10",9.99
"259","2008-01-11",9.72
"260","2008-01-14",11.07
"261","2008-01-15",10.62
"262","2008-01-16",10.7
"263","2008-01-17",10.68
"264","2008-01-18",10.6
"265","2008-01-22",10.65
"266","2008-01-23",11.4
"267","2008-01-24",11.87
"268","2008-01-25",12.11
"269","2008-01-28",12.33
"270","2008-01-29",13.25
"271","2008-01-30",13.21
"272","2008-01-31",13.61
"273","2008-02-01",14.07
"274","2008-02-04",13.64
"275","2008-02-05",13.03
"276","2008-02-06",12.98
"277","2008-02-07",12.81
"278","2008-02-08",12.6
"279","2008-02-11",12.86
"280","2008-02-12",12.23
"281","2008-02-13",12.37
"282","2008-02-14",12.04
"283","2008-02-15",12.13
"284","2008-02-19",12.05
"285","2008-02-20",12.09
"286","2008-02-21",11.88
"287","2008-02-22",11.75
"288","2008-02-25",11.87
"289","2008-02-26",12.26
"290","2008-02-27",12.37
"291","2008-02-28",12.09
"292","2008-02-29",11.29
"293","2008-03-03",11.43
"294","2008-03-04",11.49
"295","2008-03-05",11.37
"296","2008-03-06",11.01
"297","2008-03-07",10.93
"298","2008-03-10",10.29
"299","2008-03-11",10.88
"300","2008-03-12",10.4
"301","2008-03-13",10.66
"302","2008-03-14",10.2
"303","2008-03-17",9.87
"304","2008-03-18",10.85
"305","2008-03-19",11.36
"306","2008-03-20",12.36
"307","2008-03-24",12.29
"308","2008-03-25",12.6
"309","2008-03-26",12.43
"310","2008-03-27",12.25
"311","2008-03-28",12.33
"312","2008-03-31",12.51
"313","2008-04-01",12.99
"314","2008-04-02",13.06
"315","2008-04-03",12.9
"316","2008-04-04",13.01
"317","2008-04-07",12.55
"318","2008-04-08",12.62
"319","2008-04-09",12.45
"320","2008-04-10",12.83
"321","2008-04-11",12.34
"322","2008-04-14",12.32
"323","2008-04-15",12.46
"324","2008-04-16",12.74
"325","2008-04-17",12.88
"326","2008-04-18",13
"327","2008-04-21",13.29
"328","2008-04-22",12.85
"329","2008-04-23",12.64
"330","2008-04-24",13.31
"331","2008-04-25",13.43
"332","2008-04-28",13.89
"333","2008-04-29",15.25
"334","2008-04-30",14.94
"335","2008-05-01",15.67
"336","2008-05-02",15.5
"337","2008-05-05",15.79
"338","2008-05-06",16.58
"339","2008-05-07",16.219999
"340","2008-05-08",16.17
"341","2008-05-09",16.17
"342","2008-05-12",16.860001
"343","2008-05-13",16.66
"344","2008-05-14",16.24
"345","2008-05-15",16.5
"346","2008-05-16",16.07
"347","2008-05-19",16.42
"348","2008-05-20",16.25
"349","2008-05-21",16.049999
"350","2008-05-22",15.36
"351","2008-05-23",14.93
"352","2008-05-27",15.33
"353","2008-05-28",15.3
"354","2008-05-29",15.27
"355","2008-05-30",14.97
"356","2008-06-02",14.98
"357","2008-06-03",15.08
"358","2008-06-04",15.89
"359","2008-06-05",15.94
"360","2008-06-06",14.78
"361","2008-06-09",14.82
"362","2008-06-10",15.9
"363","2008-06-11",14.73
"364","2008-06-12",15.8
"365","2008-06-13",16.66
"366","2008-06-16",16.93
"367","2008-06-17",16.879999
"368","2008-06-18",16.48
"369","2008-06-19",16.4
"370","2008-06-20",15.72
"371","2008-06-23",15.13
"372","2008-06-24",14.36
"373","2008-06-25",14.38
"374","2008-06-26",13.16
"375","2008-06-27",13.19
"376","2008-06-30",12.48
"377","2008-07-01",12.34
"378","2008-07-02",11.21
"379","2008-07-03",10.75
"380","2008-07-07",10.5
"381","2008-07-08",11.42
"382","2008-07-09",11.03
"383","2008-07-10",11
"384","2008-07-11",11.1
"385","2008-07-14",10.78
"386","2008-07-15",10.56
"387","2008-07-16",11.31
"388","2008-07-17",12.2
"389","2008-07-18",12.09
"390","2008-07-21",12.32
"391","2008-07-22",13.18
"392","2008-07-23",13.56
"393","2008-07-24",12.56
"394","2008-07-25",12.78
"395","2008-07-28",11.94
"396","2008-07-29",14.09
"397","2008-07-30",14
"398","2008-07-31",13.81
"399","2008-08-01",13.71
"400","2008-08-04",13.59
"401","2008-08-05",14.71
"402","2008-08-06",14.91
"403","2008-08-07",14.5
"404","2008-08-08",15.22
"405","2008-08-11",15.7
"406","2008-08-12",15.88
"407","2008-08-13",15.7
"408","2008-08-14",16.27
"409","2008-08-15",16.02
"410","2008-08-18",15.6
"411","2008-08-19",15.37
"412","2008-08-20",14.96
"413","2008-08-21",15.13
"414","2008-08-22",15.71
"415","2008-08-25",15.33
"416","2008-08-26",15.17
"417","2008-08-27",15.17
"418","2008-08-28",15.37
"419","2008-08-29",15.01
"420","2008-09-02",15.1
"421","2008-09-03",15.39
"422","2008-09-04",15.06
"423","2008-09-05",15.04
"424","2008-09-08",15.45
"425","2008-09-09",15.19
"426","2008-09-10",15.56
"427","2008-09-11",15.97
"428","2008-09-12",16.24
"429","2008-09-15",15.42
"430","2008-09-16",15.28
"431","2008-09-17",14.6
"432","2008-09-18",17
"433","2008-09-19",15.69
"434","2008-09-22",14.76
"435","2008-09-23",14.79
"436","2008-09-24",13.94
"437","2008-09-25",14.36
"438","2008-09-26",13.94
"439","2008-09-29",12.39
"440","2008-09-30",13.04
"441","2008-10-01",12.35
"442","2008-10-02",11.28
"443","2008-10-03",10.62
"444","2008-10-06",10.56
"445","2008-10-07",9.97
"446","2008-10-08",10.28
"447","2008-10-09",9.4
"448","2008-10-10",9.69
"449","2008-10-13",9.77
"450","2008-10-14",9.57
"451","2008-10-15",7.96
"452","2008-10-16",8.07
"453","2008-10-17",7.77
"454","2008-10-20",7.58
"455","2008-10-21",7.39
"456","2008-10-22",6.5
"457","2008-10-23",6.32
"458","2008-10-24",5.97
"459","2008-10-27",4.66
"460","2008-10-28",4.64
"461","2008-10-29",4.89
"462","2008-10-30",5.35
"463","2008-10-31",5.92
"464","2008-11-03",5.74
"465","2008-11-04",5.91
"466","2008-11-05",5.71
"467","2008-11-06",4.9
"468","2008-11-07",5.23
"469","2008-11-10",4.87
"470","2008-11-11",4.37
"471","2008-11-12",3.91
"472","2008-11-13",4.23
"473","2008-11-14",3.8
"474","2008-11-17",3.8
"475","2008-11-18",3.43
"476","2008-11-19",2.93
"477","2008-11-20",2.66
"478","2008-11-21",2.45
"479","2008-11-24",3.08
