"","date","LGHL"
"1","2019-06-21",9.8
"2","2019-06-24",9.75
"3","2019-06-25",9.75
"4","2019-06-26",9.75
"5","2019-06-27",9.74
"6","2019-06-28",9.741
"7","2019-07-01",9.8
"8","2019-07-02",9.8
"9","2019-07-03",9.8
"10","2019-07-05",9.8
"11","2019-07-08",9.81
"12","2019-07-09",9.81
"13","2019-07-10",9.81
"14","2019-07-11",9.82
"15","2019-07-12",9.82
"16","2019-07-15",10
"17","2019-07-16",9.89
"18","2019-07-17",9.88
"19","2019-07-18",9.88
"20","2019-07-19",9.85
"21","2019-07-22",9.88
"22","2019-07-23",9.86
"23","2019-07-24",9.86
"24","2019-07-25",9.87
"25","2019-07-26",9.87
"26","2019-07-29",10.1
"27","2019-07-30",9.95
"28","2019-07-31",9.88
"29","2019-08-01",9.93
"30","2019-08-02",9.88
"31","2019-08-05",9.9
"32","2019-08-06",9.88
"33","2019-08-07",9.824
"34","2019-08-08",9.824
"35","2019-08-09",9.87
"36","2019-08-12",9.87
"37","2019-08-13",9.9
"38","2019-08-14",9.88
"39","2019-08-15",9.97
"40","2019-08-16",9.91
"41","2019-08-19",9.97
"42","2019-08-20",9.9
"43","2019-08-21",9.89
"44","2019-08-22",9.87
"45","2019-08-23",9.88
"46","2019-08-26",9.85
"47","2019-08-27",9.9
"48","2019-08-28",9.9
"49","2019-08-29",9.9
"50","2019-08-30",9.9
"51","2019-09-03",9.88
"52","2019-09-04",9.88
"53","2019-09-05",9.88
"54","2019-09-06",9.88
"55","2019-09-09",9.88
"56","2019-09-10",9.9
"57","2019-09-11",9.9
"58","2019-09-12",9.9
"59","2019-09-13",9.9
"60","2019-09-16",9.9
"61","2019-09-17",9.9
"62","2019-09-18",9.9
"63","2019-09-19",9.9
"64","2019-09-20",9.9
"65","2019-09-23",9.91
"66","2019-09-24",9.97
"67","2019-09-25",9.92
"68","2019-09-26",9.97
"69","2019-09-27",9.94
"70","2019-09-30",9.91
"71","2019-10-01",9.93
"72","2019-10-02",9.92
"73","2019-10-03",9.93
"74","2019-10-04",9.91
"75","2019-10-07",9.91
"76","2019-10-08",9.93
"77","2019-10-09",9.93
"78","2019-10-10",9.87
"79","2019-10-11",9.9
"80","2019-10-14",9.86
"81","2019-10-15",9.91
"82","2019-10-16",9.91
"83","2019-10-17",9.92
"84","2019-10-18",9.94
"85","2019-10-21",9.92
"86","2019-10-22",9.94
"87","2019-10-23",9.96
"88","2019-10-24",9.96
"89","2019-10-25",9.96
"90","2019-10-28",9.96
"91","2019-10-29",9.97
"92","2019-10-30",9.98
"93","2019-10-31",10
"94","2019-11-01",10
"95","2019-11-04",10.02
"96","2019-11-05",10.02
"97","2019-11-06",10.02
"98","2019-11-07",10.02
"99","2019-11-08",10.02
"100","2019-11-11",10.02
"101","2019-11-12",10.02
"102","2019-11-13",9.99
"103","2019-11-14",9.98
"104","2019-11-15",10.02
"105","2019-11-18",10.02
"106","2019-11-19",10.02
"107","2019-11-20",10.02
"108","2019-11-21",10.02
"109","2019-11-22",10.02
"110","2019-11-25",10.02
"111","2019-11-26",10.02
"112","2019-11-27",10.02
"113","2019-11-29",10.02
"114","2019-12-02",10.04
"115","2019-12-03",10.04
"116","2019-12-04",10.04
"117","2019-12-05",10.02
"118","2019-12-06",10.03
"119","2019-12-09",10.03
"120","2019-12-10",10.03
"121","2019-12-11",10.03
"122","2019-12-12",10.05
"123","2019-12-13",10.04
"124","2019-12-16",10.06
"125","2019-12-17",10.03
"126","2019-12-18",10.03
"127","2019-12-19",10.08
"128","2019-12-20",10.08
"129","2019-12-23",10.08
"130","2019-12-24",10.08
"131","2019-12-26",10.08
"132","2019-12-27",10.08
"133","2019-12-30",10.07
"134","2019-12-31",10.06
"135","2020-01-02",10.06
"136","2020-01-03",10.06
"137","2020-01-06",10.07
"138","2020-01-07",10.05
"139","2020-01-08",10.05
"140","2020-01-09",10.05
"141","2020-01-10",10.02
"142","2020-01-13",10.02
"143","2020-01-14",10.037
"144","2020-01-15",10.025
"145","2020-01-16",10.07
"146","2020-01-17",10.07
"147","2020-01-21",10.07
"148","2020-01-22",10.07
"149","2020-01-23",10.093
"150","2020-01-24",10.08
"151","2020-01-27",10.08
"152","2020-01-28",10.07
"153","2020-01-29",10.08
"154","2020-01-30",10.15
"155","2020-01-31",10.135
"156","2020-02-03",10.135
"157","2020-02-04",10.135
"158","2020-02-05",10.08
"159","2020-02-06",10.08
"160","2020-02-07",10.08
"161","2020-02-10",10.08
"162","2020-02-11",10.15
"163","2020-02-12",10.15
"164","2020-02-13",10.1
"165","2020-02-14",10.1
"166","2020-02-18",10.1
"167","2020-02-19",10.1
"168","2020-02-20",10.1
"169","2020-02-21",10.1
"170","2020-02-24",10.13
"171","2020-02-25",10.13
"172","2020-02-26",10.13
"173","2020-02-27",10.13
"174","2020-02-28",10.13
"175","2020-03-02",10.13
"176","2020-03-03",10.1
"177","2020-03-04",10.1
"178","2020-03-05",10.1
"179","2020-03-06",10.1
"180","2020-03-09",10.1
"181","2020-03-10",10.1
"182","2020-03-11",10.11
"183","2020-03-12",10.095
"184","2020-03-13",10.08
"185","2020-03-16",10.1
"186","2020-03-17",10.1
"187","2020-03-18",9.7
"188","2020-03-19",9.95
"189","2020-03-20",9.9
"190","2020-03-23",10
"191","2020-03-24",9.9
"192","2020-03-25",9.9
"193","2020-03-26",10.09
"194","2020-03-27",10.05
"195","2020-03-30",10.05
"196","2020-03-31",10.08
"197","2020-04-01",10.09
"198","2020-04-02",10.09
"199","2020-04-03",10.09
"200","2020-04-06",10.1
"201","2020-04-07",10.12
"202","2020-04-08",10.13
"203","2020-04-09",10.13
"204","2020-04-13",10.13
"205","2020-04-14",10.17
"206","2020-04-15",10.17
"207","2020-04-16",10.17
"208","2020-04-17",10.18
"209","2020-04-20",10.18
"210","2020-04-21",10.18
"211","2020-04-22",10.22
"212","2020-04-23",10.22
"213","2020-04-24",10.22
"214","2020-04-27",10.19
"215","2020-04-28",10.19
"216","2020-04-29",10.19
"217","2020-04-30",10.18
"218","2020-05-01",10.18
"219","2020-05-04",10.199
"220","2020-05-05",10.21
"221","2020-05-06",10.21
"222","2020-05-07",10.2
"223","2020-05-08",10.296
"224","2020-05-11",10.296
"225","2020-05-12",10.296
"226","2020-05-13",10.2
"227","2020-05-14",10.04
"228","2020-05-15",10.04
"229","2020-05-18",10.01
"230","2020-05-19",10.07
"231","2020-05-20",10.12
"232","2020-05-21",10.14
"233","2020-05-22",10.12
"234","2020-05-26",10.12
"235","2020-05-27",10.11
"236","2020-05-28",10.14
"237","2020-05-29",7.78
"238","2020-06-01",7.95
"239","2020-06-02",7.169
"240","2020-06-03",7.3
"241","2020-06-04",6.02
"242","2020-06-05",5.86
"243","2020-06-08",7.6
"244","2020-06-09",8.18
"245","2020-06-10",9.03
"246","2020-06-11",7.6
"247","2020-06-12",7.46
"248","2020-06-15",7.6
"249","2020-06-16",7.61
"250","2020-06-17",2.75
"251","2020-06-18",2.69
"252","2020-06-19",2.428
"253","2020-06-22",2.2
"254","2020-06-23",2.1
"255","2020-06-24",2.18
"256","2020-06-25",2.2
"257","2020-06-26",2.03
"258","2020-06-29",2
"259","2020-06-30",3.05
"260","2020-07-01",2.95
"261","2020-07-02",2.55
"262","2020-07-06",2.49
"263","2020-07-07",2.32
"264","2020-07-08",2.39
"265","2020-07-09",2.55
"266","2020-07-10",3.2
"267","2020-07-13",2.91
"268","2020-07-14",3.04
"269","2020-07-15",3.42
"270","2020-07-16",4.73
"271","2020-07-17",4.73
"272","2020-07-20",5.55
"273","2020-07-21",5.03
"274","2020-07-22",4.84
"275","2020-07-23",4.6
"276","2020-07-24",4.61
"277","2020-07-27",3.73
"278","2020-07-28",3.46
"279","2020-07-29",3.8
"280","2020-07-30",3.7
"281","2020-07-31",3.81
"282","2020-08-03",3.55
"283","2020-08-04",3.63
"284","2020-08-05",3.45
"285","2020-08-06",3.65
"286","2020-08-07",3.84
"287","2020-08-10",4.05
"288","2020-08-11",4.01
"289","2020-08-12",4.07
"290","2020-08-13",3.68
"291","2020-08-14",3.83
"292","2020-08-17",3.85
"293","2020-08-18",3.71
"294","2020-08-19",3.7
"295","2020-08-20",3.08
"296","2020-08-21",2.79
"297","2020-08-24",2.84
"298","2020-08-25",2.81
"299","2020-08-26",2.82
"300","2020-08-27",2.64
"301","2020-08-28",2.46
"302","2020-08-31",2.71
"303","2020-09-01",2.72
"304","2020-09-02",2.73
"305","2020-09-03",2.64
"306","2020-09-04",2.63
"307","2020-09-08",2.55
"308","2020-09-09",2.48
"309","2020-09-10",2.57
"310","2020-09-11",2.61
"311","2020-09-14",2.59
"312","2020-09-15",2.61
"313","2020-09-16",2.63
"314","2020-09-17",2.58
"315","2020-09-18",2.6
"316","2020-09-21",2.32
"317","2020-09-22",2.18
"318","2020-09-23",2.205
"319","2020-09-24",2.38
"320","2020-09-25",2.25
"321","2020-09-28",2.17
"322","2020-09-29",2.23
"323","2020-09-30",2.25
"324","2020-10-01",2.26
"325","2020-10-02",2.245
"326","2020-10-05",2.15
"327","2020-10-06",2.15
"328","2020-10-07",2.23
"329","2020-10-08",2.3
"330","2020-10-09",2.29
"331","2020-10-12",2.44
"332","2020-10-13",2.41
"333","2020-10-14",2.33
"334","2020-10-15",2.38
"335","2020-10-16",2.68
"336","2020-10-19",2.94
"337","2020-10-20",2.77
"338","2020-10-21",2.68
"339","2020-10-22",2.72
"340","2020-10-23",2.65
"341","2020-10-26",2.59
"342","2020-10-27",2.55
"343","2020-10-28",2.51
"344","2020-10-29",2.42
"345","2020-10-30",2.27
"346","2020-11-02",2.27
"347","2020-11-03",2.32
"348","2020-11-04",2.36
"349","2020-11-05",2.33
"350","2020-11-06",2.36
"351","2020-11-09",2.38
"352","2020-11-10",2.38
"353","2020-11-11",2.32
"354","2020-11-12",2.25
"355","2020-11-13",2.27
"356","2020-11-16",2.48
"357","2020-11-17",2.36
"358","2020-11-18",2.58
"359","2020-11-19",2.52
"360","2020-11-20",2.62
"361","2020-11-23",2.72
"362","2020-11-24",2.84
"363","2020-11-25",2.85
"364","2020-11-27",2.64
