"","date","VERO"
"1","2017-10-12",148.800003
"2","2017-10-13",144
"3","2017-10-16",134.25
"4","2017-10-17",131.550003
"5","2017-10-18",105.150002
"6","2017-10-19",99.150002
"7","2017-10-20",104.400002
"8","2017-10-23",108.150002
"9","2017-10-24",112.199997
"10","2017-10-25",109.650002
"11","2017-10-26",111.599998
"12","2017-10-27",108
"13","2017-10-30",99.150002
"14","2017-10-31",107.699997
"15","2017-11-01",106.650002
"16","2017-11-02",103.349998
"17","2017-11-03",103.800003
"18","2017-11-06",97.5
"19","2017-11-07",97.199997
"20","2017-11-08",95.25
"21","2017-11-09",86.400002
"22","2017-11-10",107.849998
"23","2017-11-13",100.349998
"24","2017-11-14",98.25
"25","2017-11-15",94.650002
"26","2017-11-16",91.5
"27","2017-11-17",90
"28","2017-11-20",88.199997
"29","2017-11-21",87.150002
"30","2017-11-22",90
"31","2017-11-24",90
"32","2017-11-27",91.650002
"33","2017-11-28",92.400002
"34","2017-11-29",90
"35","2017-11-30",90.75
"36","2017-12-01",92.699997
"37","2017-12-04",91.5
"38","2017-12-05",94.650002
"39","2017-12-06",90
"40","2017-12-07",83.699997
"41","2017-12-08",79.949997
"42","2017-12-11",82.5
"43","2017-12-12",81.75
"44","2017-12-13",82.800003
"45","2017-12-14",81
"46","2017-12-15",72.900002
"47","2017-12-18",74.400002
"48","2017-12-19",70.949997
"49","2017-12-20",68.550003
"50","2017-12-21",69.449997
"51","2017-12-22",64.650002
"52","2017-12-26",61.200001
"53","2017-12-27",66
"54","2017-12-28",67.050003
"55","2017-12-29",69
"56","2018-01-02",74.099998
"57","2018-01-03",73.5
"58","2018-01-04",77.400002
"59","2018-01-05",76.650002
"60","2018-01-08",72.150002
"61","2018-01-09",67.800003
"62","2018-01-10",66.150002
"63","2018-01-11",66.150002
"64","2018-01-12",65.849998
"65","2018-01-16",61.049999
"66","2018-01-17",67.800003
"67","2018-01-18",61.799999
"68","2018-01-19",61.799999
"69","2018-01-22",63.150002
"70","2018-01-23",60.75
"71","2018-01-24",63.150002
"72","2018-01-25",63.900002
"73","2018-01-26",72.449997
"74","2018-01-29",79.650002
"75","2018-01-30",79.199997
"76","2018-01-31",76.349998
"77","2018-02-01",76.050003
"78","2018-02-02",78.599998
"79","2018-02-05",80.400002
"80","2018-02-06",72.449997
"81","2018-02-07",64.949997
"82","2018-02-08",69.599998
"83","2018-02-09",66.599998
"84","2018-02-12",66.300003
"85","2018-02-13",67.5
"86","2018-02-14",75
"87","2018-02-15",76.199997
"88","2018-02-16",69.449997
"89","2018-02-20",70.349998
"90","2018-02-21",95.400002
"91","2018-02-22",96.900002
"92","2018-02-23",91.650002
"93","2018-02-26",87.75
"94","2018-02-27",86.400002
"95","2018-02-28",84.449997
"96","2018-03-01",81.449997
"97","2018-03-02",80.099998
"98","2018-03-05",85.349998
"99","2018-03-06",91.199997
"100","2018-03-07",87.75
"101","2018-03-08",86.099998
"102","2018-03-09",87.300003
"103","2018-03-12",87.900002
"104","2018-03-13",90
"105","2018-03-14",88.650002
"106","2018-03-15",102.150002
"107","2018-03-16",108.75
"108","2018-03-19",105.75
"109","2018-03-20",110.699997
"110","2018-03-21",114.150002
"111","2018-03-22",111.75
"112","2018-03-23",110.699997
"113","2018-03-26",105.150002
"114","2018-03-27",88.800003
"115","2018-03-28",84.449997
"116","2018-03-29",93.449997
"117","2018-04-02",98.099998
"118","2018-04-03",94.050003
"119","2018-04-04",94.199997
"120","2018-04-05",90.300003
"121","2018-04-06",86.400002
"122","2018-04-09",77.099998
"123","2018-04-10",72
"124","2018-04-11",75.150002
"125","2018-04-12",76.349998
"126","2018-04-13",73.349998
"127","2018-04-16",76.199997
"128","2018-04-17",75.599998
"129","2018-04-18",77.400002
"130","2018-04-19",77.699997
"131","2018-04-20",76.199997
"132","2018-04-23",69.300003
"133","2018-04-24",69
"134","2018-04-25",64.050003
"135","2018-04-26",66
"136","2018-04-27",63.75
"137","2018-04-30",64.050003
"138","2018-05-01",64.199997
"139","2018-05-02",62.700001
"140","2018-05-03",60
"141","2018-05-04",61.799999
"142","2018-05-07",60.150002
"143","2018-05-08",58.049999
"144","2018-05-09",55.650002
"145","2018-05-10",54.900002
"146","2018-05-11",56.549999
"147","2018-05-14",64.5
"148","2018-05-15",55.200001
"149","2018-05-16",56.25
"150","2018-05-17",51
"151","2018-05-18",53.549999
"152","2018-05-21",57
"153","2018-05-22",52.349998
"154","2018-05-23",52.5
"155","2018-05-24",49.049999
"156","2018-05-25",48.900002
"157","2018-05-29",48.900002
"158","2018-05-30",46.950001
"159","2018-05-31",48.299999
"160","2018-06-01",46.200001
"161","2018-06-04",45.599998
"162","2018-06-05",42.299999
"163","2018-06-06",45.450001
"164","2018-06-07",45.75
"165","2018-06-08",44.700001
"166","2018-06-11",44.849998
"167","2018-06-12",43.650002
"168","2018-06-13",43.349998
"169","2018-06-14",42.75
"170","2018-06-15",45
"171","2018-06-18",42.450001
"172","2018-06-19",39.75
"173","2018-06-20",42.75
"174","2018-06-21",40.950001
"175","2018-06-22",54.599998
"176","2018-06-25",48.900002
"177","2018-06-26",52.349998
"178","2018-06-27",47.549999
"179","2018-06-28",48.75
"180","2018-06-29",52.049999
"181","2018-07-02",50.700001
"182","2018-07-03",53.700001
"183","2018-07-05",55.049999
"184","2018-07-06",48.75
"185","2018-07-09",48.75
"186","2018-07-10",47.549999
"187","2018-07-11",45
"188","2018-07-12",49.200001
"189","2018-07-13",48.299999
"190","2018-07-16",45.299999
"191","2018-07-17",45.450001
"192","2018-07-18",45.75
"193","2018-07-19",46.349998
"194","2018-07-20",45.150002
"195","2018-07-23",43.799999
"196","2018-07-24",42.75
"197","2018-07-25",44.700001
"198","2018-07-26",45.75
"199","2018-07-27",43.5
"200","2018-07-30",40.799999
"201","2018-07-31",44.099998
"202","2018-08-01",43.349998
"203","2018-08-02",44.849998
"204","2018-08-03",42.450001
"205","2018-08-06",30.299999
"206","2018-08-07",32.400002
"207","2018-08-08",27.6
"208","2018-08-09",25.799999
"209","2018-08-10",22.200001
"210","2018-08-13",23.4
"211","2018-08-14",25.5
"212","2018-08-15",25.799999
"213","2018-08-16",27.450001
"214","2018-08-17",27.15
"215","2018-08-20",26.25
"216","2018-08-21",24.9
"217","2018-08-22",26.1
"218","2018-08-23",24.75
"219","2018-08-24",23.85
"220","2018-08-27",24.450001
"221","2018-08-28",25.950001
"222","2018-08-29",31.35
"223","2018-08-30",34.200001
"224","2018-08-31",36.75
"225","2018-09-04",36
"226","2018-09-05",35.400002
"227","2018-09-06",32.400002
"228","2018-09-07",33.450001
"229","2018-09-10",36
"230","2018-09-11",42.299999
"231","2018-09-12",42.900002
"232","2018-09-13",43.049999
"233","2018-09-14",44.400002
"234","2018-09-17",42.75
"235","2018-09-18",38.700001
"236","2018-09-19",39
"237","2018-09-20",41.099998
"238","2018-09-21",39.450001
"239","2018-09-24",38.099998
"240","2018-09-25",37.799999
"241","2018-09-26",36.299999
"242","2018-09-27",41.25
"243","2018-09-28",43.5
"244","2018-10-01",40.200001
"245","2018-10-02",36.900002
"246","2018-10-03",35.549999
"247","2018-10-04",34.5
"248","2018-10-05",33.150002
"249","2018-10-08",32.099998
"250","2018-10-09",30.9
"251","2018-10-10",29.549999
"252","2018-10-11",26.4
"253","2018-10-12",29.700001
"254","2018-10-15",27.6
"255","2018-10-16",27
"256","2018-10-17",32.700001
"257","2018-10-18",31.200001
"258","2018-10-19",28.950001
"259","2018-10-22",27.9
"260","2018-10-23",27.299999
"261","2018-10-24",24.299999
"262","2018-10-25",24.450001
"263","2018-10-26",24.450001
"264","2018-10-29",23.549999
"265","2018-10-30",24.75
"266","2018-10-31",28.35
"267","2018-11-01",29.25
"268","2018-11-02",29.4
"269","2018-11-05",34.349998
"270","2018-11-06",28.5
"271","2018-11-07",28.5
"272","2018-11-08",31.5
"273","2018-11-09",29.25
"274","2018-11-12",28.049999
"275","2018-11-13",30.6
"276","2018-11-14",28.5
"277","2018-11-15",26.4
"278","2018-11-16",26.700001
"279","2018-11-19",25.799999
"280","2018-11-20",25.5
"281","2018-11-21",25.200001
"282","2018-11-23",26.25
"283","2018-11-26",25.35
"284","2018-11-27",23.700001
"285","2018-11-28",21.15
"286","2018-11-29",16.950001
"287","2018-11-30",17.4
"288","2018-12-03",18.75
"289","2018-12-04",17.49
"290","2018-12-06",16.5
"291","2018-12-07",16.65
"292","2018-12-10",15.75
"293","2018-12-11",15.45
"294","2018-12-12",15.45
"295","2018-12-13",14.895
"296","2018-12-14",13.95
"297","2018-12-17",13.095
"298","2018-12-18",11.355
"299","2018-12-19",9.15
"300","2018-12-20",7.95
"301","2018-12-21",7.05
"302","2018-12-24",6.15
"303","2018-12-26",6.765
"304","2018-12-27",7.68
"305","2018-12-28",7.35
"306","2018-12-31",6.54
"307","2019-01-02",10.05
"308","2019-01-03",9.75
"309","2019-01-04",9.45
"310","2019-01-07",13.05
"311","2019-01-08",13.605
"312","2019-01-09",13.5
"313","2019-01-10",12
"314","2019-01-11",11.7
"315","2019-01-14",12
"316","2019-01-15",11.7
"317","2019-01-16",13.35
"318","2019-01-17",12.45
