"","date","OPES"
"97","2018-08-10",9.78
"98","2018-08-13",9.78
"99","2018-08-14",9.8
"100","2018-08-15",9.8
"101","2018-08-16",9.8
"102","2018-08-17",9.8
"103","2018-08-20",9.8
"104","2018-08-21",9.8
"105","2018-08-22",9.77
"106","2018-08-23",9.82
"107","2018-08-24",9.8
"108","2018-08-27",9.85
"109","2018-08-28",9.82
"110","2018-08-29",9.82
"111","2018-08-30",9.82
"112","2018-08-31",9.82
"113","2018-09-04",9.82
"114","2018-09-05",9.82
"115","2018-09-06",9.82
"116","2018-09-07",9.82
"117","2018-09-10",9.82
"118","2018-09-11",9.82
"119","2018-09-12",9.82
"120","2018-09-13",9.82
"121","2018-09-14",9.82
"122","2018-09-17",9.82
"123","2018-09-18",9.82
"124","2018-09-19",9.82
"125","2018-09-20",9.8
"126","2018-09-21",9.8
"127","2018-09-24",9.82
"128","2018-09-25",9.82
"129","2018-09-26",9.82
"130","2018-09-27",9.82
"131","2018-09-28",9.85
"132","2018-10-01",9.85
"133","2018-10-02",9.85
"134","2018-10-03",9.85
"135","2018-10-04",9.83
"136","2018-10-05",9.83
"137","2018-10-08",9.83
"138","2018-10-09",9.83
"139","2018-10-10",9.83
"140","2018-10-11",9.83
"141","2018-10-12",9.83
"142","2018-10-15",9.83
"143","2018-10-16",9.83
"144","2018-10-17",9.83
"145","2018-10-18",9.83
"146","2018-10-19",9.83
"147","2018-10-22",9.83
"148","2018-10-23",9.82
"149","2018-10-24",9.82
"150","2018-10-25",9.82
"151","2018-10-26",9.82
"152","2018-10-29",9.82
"153","2018-10-30",9.83
"154","2018-10-31",9.9
"155","2018-11-01",9.88
"156","2018-11-02",9.88
"157","2018-11-05",9.89
"158","2018-11-06",9.88
"159","2018-11-07",9.88
"160","2018-11-08",9.89
"161","2018-11-09",9.89
"162","2018-11-12",9.89
"163","2018-11-13",9.89
"164","2018-11-14",9.9
"165","2018-11-15",9.91
"166","2018-11-16",9.91
"167","2018-11-19",9.91
"168","2018-11-20",9.91
"169","2018-11-21",9.91
"170","2018-11-23",9.91
"171","2018-11-26",9.93
"172","2018-11-27",9.92
"173","2018-11-28",9.91
"174","2018-11-29",9.925
"175","2018-11-30",9.92
"176","2018-12-03",9.93
"177","2018-12-04",9.94
"178","2018-12-06",9.94
"179","2018-12-07",9.92
"180","2018-12-10",9.95
"181","2018-12-11",9.94
"182","2018-12-12",9.94
"183","2018-12-13",9.97
"184","2018-12-14",9.97
"185","2018-12-17",9.97
"186","2018-12-18",9.97
"187","2018-12-19",9.97
"188","2018-12-20",9.94
"189","2018-12-21",9.94
"190","2018-12-24",9.94
"191","2018-12-26",9.94
"192","2018-12-27",9.94
"193","2018-12-28",9.95
"194","2018-12-31",9.93
"195","2019-01-02",9.97
"196","2019-01-03",9.99
"197","2019-01-04",9.97
"198","2019-01-07",9.98
"199","2019-01-08",10
"200","2019-01-09",10
"201","2019-01-10",10.01
"202","2019-01-11",10
"203","2019-01-14",10
"204","2019-01-15",10
"205","2019-01-16",10.01
"206","2019-01-17",10.01
"207","2019-01-18",10.05
"208","2019-01-22",10.033
"209","2019-01-23",10.033
"210","2019-01-24",10.03
"211","2019-01-25",10.077
"212","2019-01-28",10.09
"213","2019-01-29",10.09
"214","2019-01-30",10.08
"215","2019-01-31",10.08
"216","2019-02-01",10.1
"217","2019-02-04",10.09
"218","2019-02-05",10.09
"219","2019-02-06",10.09
"220","2019-02-07",10.09
"221","2019-02-08",10.09
"222","2019-02-11",10.07
"223","2019-02-12",10.07
"224","2019-02-13",10.11
"225","2019-02-14",10.1
"226","2019-02-15",10.12
"227","2019-02-19",10.12
"228","2019-02-20",10.11
"229","2019-02-21",10.11
"230","2019-02-22",10.11
"231","2019-02-25",10.15
"232","2019-02-26",10.15
"233","2019-02-27",10.12
"234","2019-02-28",10.12
"235","2019-03-01",10.12
"236","2019-03-04",10.11
"237","2019-03-05",10.11
"238","2019-03-06",10.14
"239","2019-03-07",10.14
"240","2019-03-08",10.15
"241","2019-03-11",10.15
"242","2019-03-12",10.15
"243","2019-03-13",10.15
"244","2019-03-14",10.15
"245","2019-03-15",10.15
"246","2019-03-18",10.15
"247","2019-03-19",10.15
"248","2019-03-20",10.14
"249","2019-03-21",10.14
"250","2019-03-22",10.14
"251","2019-03-25",10.13
"252","2019-03-26",10.13
"253","2019-03-27",10.14
"254","2019-03-28",10.16
"255","2019-03-29",10.15
"256","2019-04-01",10.17
"257","2019-04-02",10.18
"258","2019-04-03",10.16
"259","2019-04-04",10.18
"260","2019-04-05",10.16
"261","2019-04-08",10.16
"262","2019-04-09",10.19
"263","2019-04-10",10.19
"264","2019-04-11",10.19
"265","2019-04-12",10.19
"266","2019-04-15",10.19
"267","2019-04-16",10.19
"268","2019-04-17",10.19
"269","2019-04-18",10.19
"270","2019-04-22",10.22
"271","2019-04-23",10.22
"272","2019-04-24",10.22
"273","2019-04-25",10.22
"274","2019-04-26",10.22
"275","2019-04-29",10.22
"276","2019-04-30",10.22
"277","2019-05-01",10.22
"278","2019-05-02",10.22
"279","2019-05-03",10.22
"280","2019-05-06",10.22
"281","2019-05-07",10.22
"282","2019-05-08",10.22
"283","2019-05-09",10.22
"284","2019-05-10",10.22
"285","2019-05-13",10.23
"286","2019-05-14",10.23
"287","2019-05-15",10.23
"288","2019-05-16",10.23
"289","2019-05-17",10.23
"290","2019-05-20",10.24
"291","2019-05-21",10.24
"292","2019-05-22",10.24
"293","2019-05-23",10.24
"294","2019-05-24",10.24
"295","2019-05-28",10.24
"296","2019-05-29",10.24
"297","2019-05-30",10.24
"298","2019-05-31",10.24
"299","2019-06-03",10.24
"300","2019-06-04",10.24
"301","2019-06-05",10.24
"302","2019-06-06",10.25
"303","2019-06-07",10.25
"304","2019-06-10",10.256
"305","2019-06-11",10.26
"306","2019-06-12",10.27
"307","2019-06-13",10.3
"308","2019-06-14",10.3
"309","2019-06-17",10.3
"310","2019-06-18",10.3
"311","2019-06-19",10.3
"312","2019-06-20",10.3
"313","2019-06-21",10.3
"314","2019-06-24",10.3
"315","2019-06-25",10.3
"316","2019-06-26",10.3
"317","2019-06-27",10.3
"318","2019-06-28",10.3
"319","2019-07-01",10.3
"320","2019-07-02",10.3
"321","2019-07-03",10.35
"322","2019-07-05",10.35
"323","2019-07-08",10.35
"324","2019-07-09",10.35
"325","2019-07-10",10.35
"326","2019-07-11",10.35
"327","2019-07-12",10.3
"328","2019-07-15",10.32
"329","2019-07-16",10.32
"330","2019-07-17",10.32
"331","2019-07-18",10.32
"332","2019-07-19",10.34
"333","2019-07-22",10.34
"334","2019-07-23",10.32
"335","2019-07-24",10.32
"336","2019-07-25",10.3
"337","2019-07-26",10.3
"338","2019-07-29",10.3
"339","2019-07-30",10.31
"340","2019-07-31",10.35
"341","2019-08-01",10.35
"342","2019-08-02",10.38
"343","2019-08-05",10.37
"344","2019-08-06",10.37
"345","2019-08-07",10.37
"346","2019-08-08",10.369
"347","2019-08-09",10.369
"348","2019-08-12",10.36
"349","2019-08-13",10.36
"350","2019-08-14",10.36
"351","2019-08-15",10.36
"352","2019-08-16",10.36
"353","2019-08-19",10.36
"354","2019-08-20",10.36
"355","2019-08-21",10.36
"356","2019-08-22",10.32
"357","2019-08-23",10.33
"358","2019-08-26",10.34
"359","2019-08-27",10.34
"360","2019-08-28",10.34
"361","2019-08-29",10.34
"362","2019-08-30",10.33
"363","2019-09-03",10.31
"364","2019-09-04",10.31
"365","2019-09-05",10.34
"366","2019-09-06",10.35
"367","2019-09-09",10.34
"368","2019-09-10",10.34
"369","2019-09-11",10.35
"370","2019-09-12",10.35
"371","2019-09-13",10.35
"372","2019-09-16",10.36
"373","2019-09-17",10.36
"374","2019-09-18",10.35
"375","2019-09-19",10.36
"376","2019-09-20",10.36
"377","2019-09-23",10.36
"378","2019-09-24",10.36
"379","2019-09-25",10.36
"380","2019-09-26",10.36
"381","2019-09-27",10.34
"382","2019-09-30",10.365
"383","2019-10-01",10.365
"384","2019-10-02",10.37
"385","2019-10-03",10.365
"386","2019-10-04",10.37
"387","2019-10-07",10.37
"388","2019-10-08",10.34
"389","2019-10-09",10.38
"390","2019-10-10",10.38
"391","2019-10-11",10.38
"392","2019-10-14",10.4
"393","2019-10-15",10.436
"394","2019-10-16",10.4
"395","2019-10-17",10.4
"396","2019-10-18",10.44
"397","2019-10-21",10.44
"398","2019-10-22",10.42
"399","2019-10-23",10.4
"400","2019-10-24",10.4
"401","2019-10-25",10.4
"402","2019-10-28",10.4
"403","2019-10-29",10.41
"404","2019-10-30",10.41
"405","2019-10-31",10.4
"406","2019-11-01",10.39
"407","2019-11-04",10.4
"408","2019-11-05",10.42
"409","2019-11-06",10.42
"410","2019-11-07",10.43
"411","2019-11-08",10.43
"412","2019-11-11",10.42
"413","2019-11-12",10.44
"414","2019-11-13",10.44
"415","2019-11-14",10.43
"416","2019-11-15",10.43
"417","2019-11-18",10.423
"418","2019-11-19",10.423
"419","2019-11-20",10.423
"420","2019-11-21",10.423
"421","2019-11-22",10.44
"422","2019-11-25",10.44
"423","2019-11-26",10.45
"424","2019-11-27",10.45
"425","2019-11-29",10.46
"426","2019-12-02",10.46
"427","2019-12-03",10.46
"428","2019-12-04",10.46
"429","2019-12-05",10.46
"430","2019-12-06",10.46
"431","2019-12-09",10.45
"432","2019-12-10",10.45
"433","2019-12-11",10.45
"434","2019-12-12",10.49
"435","2019-12-13",10.46
"436","2019-12-16",10.46
"437","2019-12-17",10.46
"438","2019-12-18",10.42
"439","2019-12-19",10.45
"440","2019-12-20",10.44
"441","2019-12-23",10.45
"442","2019-12-24",10.55
"443","2019-12-26",10.54
"444","2019-12-27",10.55
"445","2019-12-30",10.53
"446","2019-12-31",10.53
"447","2020-01-02",10.53
"448","2020-01-03",10.53
"449","2020-01-06",10.53
"450","2020-01-07",10.53
"451","2020-01-08",10.53
"452","2020-01-09",10.5
"453","2020-01-10",10.531
"454","2020-01-13",10.52
"455","2020-01-14",10.52
"456","2020-01-15",10.52
"457","2020-01-16",10.52
"458","2020-01-17",10.52
"459","2020-01-21",10.52
"460","2020-01-22",10.52
"461","2020-01-23",10.53
"462","2020-01-24",10.546
"463","2020-01-27",10.548
"464","2020-01-28",10.548
"465","2020-01-29",10.548
"466","2020-01-30",10.548
"467","2020-01-31",10.548
"468","2020-02-03",10.548
"469","2020-02-04",10.548
"470","2020-02-05",10.57
"471","2020-02-06",10.53
"472","2020-02-07",10.53
"473","2020-02-10",10.53
"474","2020-02-11",10.53
"475","2020-02-12",10.57
"476","2020-02-13",10.57
"477","2020-02-14",10.56
"478","2020-02-18",10.53
"479","2020-02-19",10.53
"480","2020-02-20",10.53
"481","2020-02-21",10.53
"482","2020-02-24",10.53
"483","2020-02-25",10.53
"484","2020-02-26",10.55
"485","2020-02-27",10.55
"486","2020-02-28",10.55
"487","2020-03-02",10.55
"488","2020-03-03",10.55
"489","2020-03-04",10.55
"490","2020-03-05",10.55
"491","2020-03-06",10.55
"492","2020-03-09",10.55
"493","2020-03-10",10.55
"494","2020-03-11",10.55
"495","2020-03-12",10.55
"496","2020-03-13",10.5
"497","2020-03-16",10.5
"498","2020-03-17",10.58
"499","2020-03-18",10.64
"500","2020-03-19",10.64
"501","2020-03-20",10.64
"502","2020-03-23",10.35
"503","2020-03-24",10.35
"504","2020-03-25",10.55
"505","2020-03-26",10.55
"506","2020-03-27",10.56
"507","2020-03-30",10.56
"508","2020-03-31",10.56
"509","2020-04-01",10.649
"510","2020-04-02",10.582
"511","2020-04-03",10.582
"512","2020-04-06",10.6
"513","2020-04-07",10.6
"514","2020-04-08",10.6
"515","2020-04-09",10.57
"516","2020-04-13",10.62
"517","2020-04-14",10.58
"518","2020-04-15",10.65
"519","2020-04-16",10.65
"520","2020-04-17",10.65
"521","2020-04-20",10.623
"522","2020-04-21",10.623
"523","2020-04-22",10.62
"524","2020-04-23",10.62
"525","2020-04-24",10.62
"526","2020-04-27",10.62
"527","2020-04-28",10.62
"528","2020-04-29",10.62
"529","2020-04-30",11.15
"530","2020-05-01",10.7
"531","2020-05-04",10.7
"532","2020-05-05",10.7
"533","2020-05-06",10.7
"534","2020-05-07",10.65
"535","2020-05-08",10.65
"536","2020-05-11",10.65
"537","2020-05-12",10.65
"538","2020-05-13",10.65
"539","2020-05-14",10.65
"540","2020-05-15",10.65
"541","2020-05-18",10.65
"542","2020-05-19",10.65
"543","2020-05-20",10.65
"544","2020-05-21",10.65
"545","2020-05-22",10.65
"546","2020-05-26",10.65
"547","2020-05-27",10.65
"548","2020-05-28",10.59
"549","2020-05-29",10.59
"550","2020-06-01",10.59
"551","2020-06-02",10.59
"552","2020-06-03",10.59
"553","2020-06-04",10.59
"554","2020-06-05",10.67
"555","2020-06-08",10.82
"556","2020-06-09",12.08
"557","2020-06-10",13.25
"558","2020-06-11",11.9
"559","2020-06-12",11.95
"560","2020-06-15",12.89
"561","2020-06-16",14.5
"562","2020-06-17",17
"563","2020-06-18",18.549999
"564","2020-06-19",17.93
"565","2020-06-22",16.66
"566","2020-06-23",16
"567","2020-06-24",14.98
"568","2020-06-25",15.56
"569","2020-06-26",15.59
"570","2020-06-29",16.370001
"571","2020-06-30",15.99
"572","2020-07-01",15.1
"573","2020-07-02",14.98
"574","2020-07-06",14.02
"575","2020-07-07",13.47
"576","2020-07-08",12.91
"577","2020-07-09",13.08
"578","2020-07-10",12.25
"579","2020-07-13",11.63
"580","2020-07-14",12.1
"581","2020-07-15",12.4
"582","2020-07-16",12.2
"583","2020-07-17",11.7
"584","2020-07-20",12.18
"585","2020-07-21",11.88
"586","2020-07-22",11.89
"587","2020-07-23",11.63
"588","2020-07-24",11.47
"589","2020-07-27",11.92
"590","2020-07-28",11.41
"591","2020-07-29",11.39
"592","2020-07-30",11.28
"593","2020-07-31",11.13
"594","2020-08-03",11.42
"595","2020-08-04",11.75
"596","2020-08-05",11.6
"597","2020-08-06",11.3
"598","2020-08-07",11.25
"599","2020-08-10",11.44
"600","2020-08-11",11.69
"601","2020-08-12",11.575
"602","2020-08-13",12.89
"603","2020-08-14",12.21
"604","2020-08-17",12.4
"605","2020-08-18",12.3
"606","2020-08-19",12.04
"607","2020-08-20",11.42
"608","2020-08-21",11.48
"609","2020-08-24",11.32
"610","2020-08-25",11.7
"611","2020-08-26",11.428
"612","2020-08-27",11.32
"613","2020-08-28",11.3
"614","2020-08-31",11.5
"615","2020-09-01",11.33
"616","2020-09-02",13.3
"617","2020-09-03",12.79
"618","2020-09-04",12.86
"619","2020-09-08",13.81
"620","2020-09-09",14.35
"621","2020-09-10",14.2
"622","2020-09-11",14.5
"623","2020-09-14",14.263
"624","2020-09-15",13.65
"625","2020-09-16",13.88
"626","2020-09-17",13.27
"627","2020-09-18",14.96
"628","2020-09-21",14.36
"629","2020-09-22",13.85
"630","2020-09-23",12.85
"631","2020-09-24",13
"632","2020-09-25",12.78
"633","2020-09-28",12.98
"634","2020-09-29",12.77
"635","2020-09-30",12.27
"636","2020-10-01",12.11
"637","2020-10-02",11.91
"638","2020-10-05",12.03
"639","2020-10-06",11.425
"640","2020-10-07",11.57
"641","2020-10-08",11.74
"642","2020-10-09",11.72
"643","2020-10-12",11.55
"644","2020-10-13",11.6
"645","2020-10-14",11.6
"646","2020-10-15",11.55
"647","2020-10-16",11.6
"648","2020-10-19",11.26
"649","2020-10-20",11.1
"650","2020-10-21",10.85
"651","2020-10-22",10.74
"652","2020-10-23",11.05
"653","2020-10-26",10.76
"654","2020-10-27",10.65
"655","2020-10-28",10.6
"656","2020-10-29",10.6
"657","2020-10-30",10.72
"658","2020-11-02",10.57
"659","2020-11-03",10.65
"660","2020-11-04",10.6
"661","2020-11-05",10.7
"662","2020-11-06",10.65
"663","2020-11-09",10.65
"664","2020-11-10",10.69
"665","2020-11-11",10.65
"666","2020-11-12",10.595
"667","2020-11-13",11.15
"668","2020-11-16",11.01
"669","2020-11-17",11.09
"670","2020-11-18",11.04
"671","2020-11-19",10.87
"672","2020-11-20",11.56
"673","2020-11-23",12.235
"674","2020-11-24",12.25
"675","2020-11-25",12.45
"676","2020-11-27",12.41
