"","date","PHG"
"1","2007-01-03",37.639999
"2","2007-01-04",37.59
"3","2007-01-05",36.720001
"4","2007-01-08",36.459999
"5","2007-01-09",37.09
"6","2007-01-10",36.759998
"7","2007-01-11",36.830002
"8","2007-01-12",37.57
"9","2007-01-16",37.830002
"10","2007-01-17",37.639999
"11","2007-01-18",37.610001
"12","2007-01-19",37.919998
"13","2007-01-22",37.389999
"14","2007-01-23",38.259998
"15","2007-01-24",38.889999
"16","2007-01-25",38.360001
"17","2007-01-26",38.75
"18","2007-01-29",38.48
"19","2007-01-30",39
"20","2007-01-31",39.150002
"21","2007-02-01",39.380001
"22","2007-02-02",38.82
"23","2007-02-05",38.48
"24","2007-02-06",38.450001
"25","2007-02-07",38.740002
"26","2007-02-08",38.490002
"27","2007-02-09",38.43
"28","2007-02-12",38.18
"29","2007-02-13",38.709999
"30","2007-02-14",39.150002
"31","2007-02-15",39.07
"32","2007-02-16",38.939999
"33","2007-02-20",38.790001
"34","2007-02-21",39.099998
"35","2007-02-22",38.84
"36","2007-02-23",39.029999
"37","2007-02-26",39.139999
"38","2007-02-27",36.75
"39","2007-02-28",36.720001
"40","2007-03-01",36.029999
"41","2007-03-02",36
"42","2007-03-05",35.360001
"43","2007-03-06",36.43
"44","2007-03-07",36.110001
"45","2007-03-08",36.700001
"46","2007-03-09",37.119999
"47","2007-03-12",37.220001
"48","2007-03-13",36.299999
"49","2007-03-14",36.66
"50","2007-03-15",36.900002
"51","2007-03-16",37.200001
"52","2007-03-19",37.669998
"53","2007-03-20",38.330002
"54","2007-03-21",39.299999
"55","2007-03-22",39.029999
"56","2007-03-23",38.91
"57","2007-03-26",38.700001
"58","2007-03-27",38.41
"59","2007-03-28",37.950001
"60","2007-03-29",39.169998
"61","2007-03-30",38.099998
"62","2007-04-02",38.049999
"63","2007-04-03",38.150002
"64","2007-04-04",38.650002
"65","2007-04-05",39.150002
"66","2007-04-09",38.919998
"67","2007-04-10",39.84
"68","2007-04-11",39.450001
"69","2007-04-12",39.669998
"70","2007-04-13",39.799999
"71","2007-04-16",41.830002
"72","2007-04-17",41.5
"73","2007-04-18",41.419998
"74","2007-04-19",42.029999
"75","2007-04-20",42.369999
"76","2007-04-23",42.119999
"77","2007-04-24",41.950001
"78","2007-04-25",42.369999
"79","2007-04-26",41.900002
"80","2007-04-27",41.450001
"81","2007-04-30",41.040001
"82","2007-05-01",41.27
"83","2007-05-02",41.139999
"84","2007-05-03",40.779999
"85","2007-05-04",41
"86","2007-05-07",41.169998
"87","2007-05-08",40.799999
"88","2007-05-09",41.049999
"89","2007-05-10",40
"90","2007-05-11",40.650002
"91","2007-05-14",40.209999
"92","2007-05-15",40.540001
"93","2007-05-16",40.619999
"94","2007-05-17",40.700001
"95","2007-05-18",41.470001
"96","2007-05-21",40.91
"97","2007-05-22",41.16
"98","2007-05-23",41.349998
"99","2007-05-24",40.610001
"100","2007-05-25",40.880001
"101","2007-05-29",41.27
"102","2007-05-30",41.41
"103","2007-05-31",42.419998
"104","2007-06-01",42.099998
"105","2007-06-04",42.400002
"106","2007-06-05",42.5
"107","2007-06-06",41.540001
"108","2007-06-07",40.549999
"109","2007-06-08",41.82
"110","2007-06-11",41.349998
"111","2007-06-12",40.43
"112","2007-06-13",40.959999
"113","2007-06-14",41.669998
"114","2007-06-15",42.099998
"115","2007-06-18",41.93
"116","2007-06-19",42.25
"117","2007-06-20",41.959999
"118","2007-06-21",42.529999
"119","2007-06-22",41.799999
"120","2007-06-25",41.790001
"121","2007-06-26",41.639999
"122","2007-06-27",41.619999
"123","2007-06-28",42.349998
"124","2007-06-29",42.32
"125","2007-07-02",43.299999
"126","2007-07-03",44.189999
"127","2007-07-05",44.75
"128","2007-07-06",44.41
"129","2007-07-09",44.610001
"130","2007-07-10",43.490002
"131","2007-07-11",44
"132","2007-07-12",45.869999
"133","2007-07-13",44.549999
"134","2007-07-16",43.75
"135","2007-07-17",44.580002
"136","2007-07-18",44.119999
"137","2007-07-19",44.25
"138","2007-07-20",43.48
"139","2007-07-23",43.57
"140","2007-07-24",42.849998
"141","2007-07-25",42.349998
"142","2007-07-26",40.59
"143","2007-07-27",39.810001
"144","2007-07-30",40.700001
"145","2007-07-31",40.400002
"146","2007-08-01",40.43
"147","2007-08-02",40.130001
"148","2007-08-03",39.330002
"149","2007-08-06",39.580002
"150","2007-08-07",39.700001
"151","2007-08-08",40.119999
"152","2007-08-09",38.099998
"153","2007-08-10",38.540001
"154","2007-08-13",38.279999
"155","2007-08-14",37.82
"156","2007-08-15",36.689999
"157","2007-08-16",36.779999
"158","2007-08-17",37.220001
"159","2007-08-20",37.610001
"160","2007-08-21",37.25
"161","2007-08-22",38.48
"162","2007-08-23",38.349998
"163","2007-08-24",39.66
"164","2007-08-27",39.200001
"165","2007-08-28",37.990002
"166","2007-08-29",39.16
"167","2007-08-30",38.950001
"168","2007-08-31",39.549999
"169","2007-09-04",39.790001
"170","2007-09-05",39.380001
"171","2007-09-06",39.709999
"172","2007-09-07",39.130001
"173","2007-09-10",40.700001
"174","2007-09-11",41.73
"175","2007-09-12",42.009998
"176","2007-09-13",42.240002
"177","2007-09-14",42.610001
"178","2007-09-17",41.959999
"179","2007-09-18",43.48
"180","2007-09-19",43.5
"181","2007-09-20",43.439999
"182","2007-09-21",44
"183","2007-09-24",43.98
"184","2007-09-25",43.830002
"185","2007-09-26",43.709999
"186","2007-09-27",44.419998
"187","2007-09-28",44.939999
"188","2007-10-01",45.209999
"189","2007-10-02",44.75
"190","2007-10-03",44.099998
"191","2007-10-04",43.939999
"192","2007-10-05",43.549999
"193","2007-10-08",43.610001
"194","2007-10-09",44.470001
"195","2007-10-10",45.16
"196","2007-10-11",45.02
"197","2007-10-12",45.41
"198","2007-10-15",42.599998
"199","2007-10-16",41.720001
"200","2007-10-17",41.939999
"201","2007-10-18",42.099998
"202","2007-10-19",41.220001
"203","2007-10-22",40.970001
"204","2007-10-23",41.299999
"205","2007-10-24",41.040001
"206","2007-10-25",40.549999
"207","2007-10-26",41.310001
"208","2007-10-29",41.25
"209","2007-10-30",40.889999
"210","2007-10-31",41.34
"211","2007-11-01",41.200001
"212","2007-11-02",42.349998
"213","2007-11-05",42.82
"214","2007-11-06",43.84
"215","2007-11-07",43.09
"216","2007-11-08",43.549999
