"","date","HDB"
"101","2007-05-29",8.414
"102","2007-05-30",8.452
"103","2007-05-31",8.495
"104","2007-06-01",8.654
"105","2007-06-04",8.71
"106","2007-06-05",8.763
"107","2007-06-06",8.347
"108","2007-06-07",8.079
"109","2007-06-08",8.27
"110","2007-06-11",8.299
"111","2007-06-12",8.121
"112","2007-06-13",8.185
"113","2007-06-14",8.195
"114","2007-06-15",8.338
"115","2007-06-18",8.278
"116","2007-06-19",8.437
"117","2007-06-20",8.468
"118","2007-06-21",8.446
"119","2007-06-22",8.308
"120","2007-06-25",8.205
"121","2007-06-26",8.127
"122","2007-06-27",8.21
"123","2007-06-28",8.308
"124","2007-06-29",8.426
"125","2007-07-02",8.6
"126","2007-07-03",8.577
"127","2007-07-05",8.61
"128","2007-07-06",8.777
"129","2007-07-09",8.87
"130","2007-07-10",8.628
"131","2007-07-11",8.761
"132","2007-07-12",9.155
"133","2007-07-13",9.302
"134","2007-07-16",9.264
"135","2007-07-17",9.226
"136","2007-07-18",8.869
"137","2007-07-19",9.199
"138","2007-07-20",9.17
"139","2007-07-23",9.221
"140","2007-07-24",9.07
"141","2007-07-25",8.99
"142","2007-07-26",8.589
"143","2007-07-27",8.41
"144","2007-07-30",8.755
"145","2007-07-31",8.661
"146","2007-08-01",8.5
"147","2007-08-02",8.58
"148","2007-08-03",8.171
"149","2007-08-06",8.522
"150","2007-08-07",8.55
"151","2007-08-08",8.8
"152","2007-08-09",8.271
"153","2007-08-10",8.39
"154","2007-08-13",8.472
"155","2007-08-14",8.285
"156","2007-08-15",7.956
"157","2007-08-16",7.75
"158","2007-08-17",8.395
"159","2007-08-20",8.206
"160","2007-08-21",8.084
"161","2007-08-22",8.428
"162","2007-08-23",8.106
"163","2007-08-24",8.43
"164","2007-08-27",8.405
"165","2007-08-28",8.14
"166","2007-08-29",8.45
"167","2007-08-30",8.304
"168","2007-08-31",8.865
"169","2007-09-04",8.85
"170","2007-09-05",8.637
"171","2007-09-06",8.916
"172","2007-09-07",8.662
"173","2007-09-10",8.8
"174","2007-09-11",8.86
"175","2007-09-12",8.905
"176","2007-09-13",8.99
"177","2007-09-14",9.115
"178","2007-09-17",8.979
"179","2007-09-18",9.649
"180","2007-09-19",9.909
"181","2007-09-20",9.821
"182","2007-09-21",10.099
"183","2007-09-24",10.294
"184","2007-09-25",10.346
"185","2007-09-26",10.38
"186","2007-09-27",10.565
"187","2007-09-28",10.713
"188","2007-10-01",10.893
"189","2007-10-02",10.933
"190","2007-10-03",10.586
"191","2007-10-04",10.681
"192","2007-10-05",11.095
"193","2007-10-08",10.982
"194","2007-10-09",11.363
"195","2007-10-10",11.185
"196","2007-10-11",10.855
"197","2007-10-12",11.594
"198","2007-10-15",11.868
"199","2007-10-16",10.664
"200","2007-10-17",10.825
"201","2007-10-18",10.778
"202","2007-10-19",10.565
"203","2007-10-22",10.868
"204","2007-10-23",11.708
"205","2007-10-24",11.755
"206","2007-10-25",11.422
"207","2007-10-26",12.585
"208","2007-10-29",13.24
"209","2007-10-30",13.046
"210","2007-10-31",13.9
"211","2007-11-01",13.453
"212","2007-11-02",13.536
"213","2007-11-05",13.062
"214","2007-11-06",13.493
"215","2007-11-07",12.598
"216","2007-11-08",12.692
"217","2007-11-09",11.996
"218","2007-11-12",11.033
"219","2007-11-13",12.496
"220","2007-11-14",12.772
"221","2007-11-15",12.23
"222","2007-11-16",12.653
"223","2007-11-19",12.156
"224","2007-11-20",12.388
"225","2007-11-21",11.648
"226","2007-11-23",12.55
"227","2007-11-26",11.855
"228","2007-11-27",12.663
"229","2007-11-28",13.35
"230","2007-11-29",13.33
"231","2007-11-30",13.449
"232","2007-12-03",13.297
"233","2007-12-04",13.373
"234","2007-12-05",13.97
"235","2007-12-06",14.182
"236","2007-12-07",13.874
"237","2007-12-10",13.874
"238","2007-12-11",13.535
"239","2007-12-12",13.67
"240","2007-12-13",13.262
"241","2007-12-14",13.158
"242","2007-12-17",12.051
"243","2007-12-18",12.541
"244","2007-12-19",12.317
"245","2007-12-20",12.275
"246","2007-12-21",12.949
"247","2007-12-24",13.24
"248","2007-12-26",13.432
"249","2007-12-27",12.738
"250","2007-12-28",13.163
"251","2007-12-31",13.045
"252","2008-01-02",12.733
"253","2008-01-03",12.837
"254","2008-01-04",12.153
"255","2008-01-07",12.946
"256","2008-01-08",12.737
"257","2008-01-09",13.182
"258","2008-01-10",13.612
"259","2008-01-11",13.452
"260","2008-01-14",14.032
"261","2008-01-15",13.029
"262","2008-01-16",12.346
"263","2008-01-17",11.695
"264","2008-01-18",11.862
"265","2008-01-22",11.315
"266","2008-01-23",11.624
"267","2008-01-24",11.563
"268","2008-01-25",11.83
"269","2008-01-28",11.932
"270","2008-01-29",11.932
"271","2008-01-30",11.731
"272","2008-01-31",11.931
"273","2008-02-01",12.1
"274","2008-02-04",11.739
"275","2008-02-05",11.089
"276","2008-02-06",11.142
"277","2008-02-07",11.335
"278","2008-02-08",11.144
"279","2008-02-11",10.807
"280","2008-02-12",11.216
"281","2008-02-13",11.708
"282","2008-02-14",11.642
"283","2008-02-15",11.712
"284","2008-02-19",11.559
"285","2008-02-20",11.698
"286","2008-02-21",11.448
"287","2008-02-22",11.147
"288","2008-02-25",11.413
"289","2008-02-26",11.318
"290","2008-02-27",11.63
"291","2008-02-28",11.328
"292","2008-02-29",10.911
"293","2008-03-03",10.369
"294","2008-03-04",10.202
"295","2008-03-05",10.574
"296","2008-03-06",10
"297","2008-03-07",9.514
"298","2008-03-10",9.331
"299","2008-03-11",10.51
"300","2008-03-12",10.189
"301","2008-03-13",9.81
"302","2008-03-14",9.512
"303","2008-03-17",8.806
"304","2008-03-18",9.87
"305","2008-03-19",9.2
"306","2008-03-20",9.437
"307","2008-03-24",10.191
"308","2008-03-25",10.455
"309","2008-03-26",10.175
"310","2008-03-27",10.242
"311","2008-03-28",10.137
"312","2008-03-31",9.824
"313","2008-04-01",10.411
"314","2008-04-02",10.044
"315","2008-04-03",9.868
"316","2008-04-04",9.54
"317","2008-04-07",10.11
"318","2008-04-08",10
"319","2008-04-09",10.018
"320","2008-04-10",9.981
"321","2008-04-11",9.624
"322","2008-04-14",9.358
"323","2008-04-15",9.805
"324","2008-04-16",10.302
"325","2008-04-17",10.274
"326","2008-04-18",10.534
"327","2008-04-21",10.755
"328","2008-04-22",10.808
"329","2008-04-23",10.683
"330","2008-04-24",10.973
"331","2008-04-25",11.488
"332","2008-04-28",11.159
"333","2008-04-29",11.183
"334","2008-04-30",11.28
"335","2008-05-01",11.791
"336","2008-05-02",11.769
"337","2008-05-05",11.683
"338","2008-05-06",11.627
"339","2008-05-07",10.951
"340","2008-05-08",10.942
"341","2008-05-09",10.687
"342","2008-05-12",10.771
"343","2008-05-13",10.656
"344","2008-05-14",10.607
"345","2008-05-15",10.982
"346","2008-05-16",10.805
"347","2008-05-19",10.926
"348","2008-05-20",10.419
"349","2008-05-21",9.877
"350","2008-05-22",10.089
"351","2008-05-23",9.951
"352","2008-05-27",9.758
"353","2008-05-28",9.844
"354","2008-05-29",9.762
"355","2008-05-30",9.975
"356","2008-06-02",9.437
"357","2008-06-03",9.068
"358","2008-06-04",8.909
"359","2008-06-05",9.352
"360","2008-06-06",8.658
"361","2008-06-09",8.549
"362","2008-06-10",8.371
"363","2008-06-11",8.055
"364","2008-06-12",8.411
"365","2008-06-13",8.464
"366","2008-06-16",8.576
"367","2008-06-17",8.637
"368","2008-06-18",8.412
"369","2008-06-19",8.346
"370","2008-06-20",7.977
"371","2008-06-23",7.846
"372","2008-06-24",7.581
"373","2008-06-25",7.7
"374","2008-06-26",7.276
"375","2008-06-27",7.156
"376","2008-06-30",7.166
"377","2008-07-01",6.917
"378","2008-07-02",7.041
"379","2008-07-03",7.126
"380","2008-07-07",7.13
"381","2008-07-08",7.455
"382","2008-07-09",7.336
"383","2008-07-10",7.37
"384","2008-07-11",7.117
"385","2008-07-14",6.925
"386","2008-07-15",6.632
"387","2008-07-16",7.064
"388","2008-07-17",7.555
"389","2008-07-18",7.7
"390","2008-07-21",7.828
"391","2008-07-22",8.597
"392","2008-07-23",9.198
"393","2008-07-24",8.437
"394","2008-07-25",8.301
"395","2008-07-28",8.042
"396","2008-07-29",8.185
"397","2008-07-30",8.019
"398","2008-07-31",7.818
"399","2008-08-01",7.967
"400","2008-08-04",7.976
"401","2008-08-05",8.904
"402","2008-08-06",8.896
"403","2008-08-07",8.745
"404","2008-08-08",9.225
"405","2008-08-11",9.315
"406","2008-08-12",8.825
"407","2008-08-13",8.47
"408","2008-08-14",8.401
"409","2008-08-15",8.47
"410","2008-08-18",8.279
"411","2008-08-19",8.28
"412","2008-08-20",8.585
"413","2008-08-21",8.332
"414","2008-08-22",8.552
"415","2008-08-25",8.484
"416","2008-08-26",8.795
"417","2008-08-27",8.865
"418","2008-08-28",9.084
"419","2008-08-29",9.049
"420","2008-09-02",9.52
"421","2008-09-03",9.496
"422","2008-09-04",9.034
"423","2008-09-05",9.042
"424","2008-09-08",9.41
"425","2008-09-09",8.694
"426","2008-09-10",8.866
"427","2008-09-11",8.719
"428","2008-09-12",8.75
"429","2008-09-15",7.833
"430","2008-09-16",8.125
"431","2008-09-17",7.697
"432","2008-09-18",8.56
"433","2008-09-19",9.07
"434","2008-09-22",8.674
"435","2008-09-23",9.17
"436","2008-09-24",9.466
"437","2008-09-25",9.534
"438","2008-09-26",9.149
"439","2008-09-29",7.614
"440","2008-09-30",8.495
"441","2008-10-01",8.772
"442","2008-10-02",8.65
"443","2008-10-03",8.6
"444","2008-10-06",7.5
"445","2008-10-07",7.045
"446","2008-10-08",7.014
"447","2008-10-09",6.635
"448","2008-10-10",6.2
"449","2008-10-13",7.386
"450","2008-10-14",7.167
"451","2008-10-15",6.22
"452","2008-10-16",6.7
"453","2008-10-17",6.549
"454","2008-10-20",6.842
"455","2008-10-21",6.428
"456","2008-10-22",5.81
"457","2008-10-23",6.054
"458","2008-10-24",5.301
"459","2008-10-27",5.219
"460","2008-10-28",6.063
"461","2008-10-29",5.808
"462","2008-10-30",6.469
"463","2008-10-31",6.56
"464","2008-11-03",6.881
"465","2008-11-04",7.406
"466","2008-11-05",6.608
"467","2008-11-06",6.29
"468","2008-11-07",6.6
"469","2008-11-10",6.63
"470","2008-11-11",6.06
"471","2008-11-12",5.55
"472","2008-11-13",6.197
"473","2008-11-14",5.801
"474","2008-11-17",5.707
"475","2008-11-18",5.574
"476","2008-11-19",5.009
"477","2008-11-20",4.525
"478","2008-11-21",4.829
"479","2008-11-24",5.455
"480","2008-11-25",5.398
"481","2008-11-26",5.42
"482","2008-11-28",5.72
"483","2008-12-01",5.082
"484","2008-12-02",5.391
"485","2008-12-03",5.531
"486","2008-12-04",5.463
"487","2008-12-05",5.874
"488","2008-12-08",6.391
"489","2008-12-09",6.113
"490","2008-12-10",6.312
"491","2008-12-11",6.418
"492","2008-12-12",6.796
"493","2008-12-15",6.64
"494","2008-12-16",7.412
"495","2008-12-17",7.233
"496","2008-12-18",7.29
"497","2008-12-19",7.167
"498","2008-12-22",6.879
"499","2008-12-23",6.542
"500","2008-12-24",6.722
"501","2008-12-26",6.502
"502","2008-12-29",7.127
"503","2008-12-30",7.235
"504","2008-12-31",7.138
"505","2009-01-02",7.673
"506","2009-01-05",7.39
"507","2009-01-06",7.52
"508","2009-01-07",6.741
"509","2009-01-08",6.753
"510","2009-01-09",6.82
"511","2009-01-12",6.476
"512","2009-01-13",6.648
"513","2009-01-14",6.29
"514","2009-01-15",6.12
"515","2009-01-16",6.196
"516","2009-01-20",5.506
"517","2009-01-21",5.773
"518","2009-01-22",5.636
"519","2009-01-23",5.628
"520","2009-01-26",5.69
"521","2009-01-27",5.774
"522","2009-01-28",6.264
"523","2009-01-29",5.879
"524","2009-01-30",5.766
"525","2009-02-02",5.702
"526","2009-02-03",5.79
"527","2009-02-04",5.743
"528","2009-02-05",5.903
"529","2009-02-06",6.21
"530","2009-02-09",6.294
"531","2009-02-10",5.823
"532","2009-02-11",6.043
"533","2009-02-12",6.205
"534","2009-02-13",6.05
"535","2009-02-17",5.583
"536","2009-02-18",5.431
"537","2009-02-19",5.417
"538","2009-02-20",5.427
"539","2009-02-23",5.193
"540","2009-02-24",5.569
"541","2009-02-25",5.279
"542","2009-02-26",5.177
"543","2009-02-27",5.1
"544","2009-03-02",4.738
"545","2009-03-03",4.873
"546","2009-03-04",5.061
"547","2009-03-05",4.673
"548","2009-03-06",4.771
"549","2009-03-09",4.595
"550","2009-03-10",5.099
"551","2009-03-11",5.017
"552","2009-03-12",5.131
"553","2009-03-13",5.319
"554","2009-03-16",5.234
"555","2009-03-17",5.344
"556","2009-03-18",5.599
"557","2009-03-19",5.431
"558","2009-03-20",5.166
"559","2009-03-23",6.376
"560","2009-03-24",6.003
"561","2009-03-25",6.282
"562","2009-03-26",6.396
"563","2009-03-27",6.101
"564","2009-03-30",5.583
"565","2009-03-31",6.093
"566","2009-04-01",6.238
"567","2009-04-02",6.578
"568","2009-04-03",6.751
"569","2009-04-06",6.603
"570","2009-04-07",6.373
"571","2009-04-08",6.512
"572","2009-04-09",6.95
"573","2009-04-13",7.064
"574","2009-04-14",6.924
"575","2009-04-15",7.008
"576","2009-04-16",7.113
"577","2009-04-17",7.136
"578","2009-04-20",6.713
"579","2009-04-21",7.06
"580","2009-04-22",6.908
"581","2009-04-23",7.35
"582","2009-04-24",7.525
"583","2009-04-27",7.473
"584","2009-04-28",7.382
"585","2009-04-29",7.697
"586","2009-04-30",7.402
"587","2009-05-01",7.494
"588","2009-05-04",8.267
"589","2009-05-05",8.087
"590","2009-05-06",8.075
"591","2009-05-07",7.752
"592","2009-05-08",8.018
"593","2009-05-11",7.901
"594","2009-05-12",7.88
"595","2009-05-13",7.389
"596","2009-05-14",7.681
"597","2009-05-15",7.89
"598","2009-05-18",9.57
"599","2009-05-19",9.177
"600","2009-05-20",9.027
"601","2009-05-21",8.982
"602","2009-05-22",9.181
"603","2009-05-26",9.546
"604","2009-05-27",9.472
"605","2009-05-28",9.718
"606","2009-05-29",9.95
"607","2009-06-01",10.139
"608","2009-06-02",10.128
"609","2009-06-03",9.9
"610","2009-06-04",10.203
"611","2009-06-05",10.251
"612","2009-06-08",9.933
"613","2009-06-09",10.242
"614","2009-06-10",10.716
"615","2009-06-11",10.933
"616","2009-06-12",10.67
"617","2009-06-15",10.192
"618","2009-06-16",10.259
"619","2009-06-17",10.002
"620","2009-06-18",10.27
"621","2009-06-19",10.441
"622","2009-06-22",9.706
"623","2009-06-23",9.392
"624","2009-06-24",9.697
"625","2009-06-25",10
"626","2009-06-26",10.593
"627","2009-06-29",10.537
"628","2009-06-30",10.313
"629","2009-07-01",10.412
"630","2009-07-02",10.196
"631","2009-07-06",9.497
"632","2009-07-07",9.394
"633","2009-07-08",9.136
"634","2009-07-09",9.308
"635","2009-07-10",9.185
"636","2009-07-13",9.392
"637","2009-07-14",9.195
"638","2009-07-15",9.525
"639","2009-07-16",9.475
"640","2009-07-17",9.581
"641","2009-07-20",10.214
"642","2009-07-21",10.14
"643","2009-07-22",9.906
"644","2009-07-23",10.021
"645","2009-07-24",9.602
"646","2009-07-27",9.42
"647","2009-07-28",9.268
"648","2009-07-29",9.251
"649","2009-07-30",9.615
"650","2009-07-31",9.777
"651","2009-08-03",10.113
"652","2009-08-04",10.071
"653","2009-08-05",10.02
"654","2009-08-06",9.752
"655","2009-08-07",9.845
"656","2009-08-10",9.549
"657","2009-08-11",9.287
"658","2009-08-12",9.457
"659","2009-08-13",9.647
"660","2009-08-14",9.704
"661","2009-08-17",9.437
"662","2009-08-18",9.78
"663","2009-08-19",9.775
"664","2009-08-20",10.019
"665","2009-08-21",10.058
"666","2009-08-24",9.863
"667","2009-08-25",9.923
"668","2009-08-26",9.814
"669","2009-08-27",9.765
"670","2009-08-28",9.924
"671","2009-08-31",9.851
"672","2009-09-01",9.507
"673","2009-09-02",9.603
"674","2009-09-03",9.645
"675","2009-09-04",9.947
"676","2009-09-08",10.212
"677","2009-09-09",10.352
"678","2009-09-10",10.359
"679","2009-09-11",10.397
"680","2009-09-14",10.48
"681","2009-09-15",10.643
"682","2009-09-16",10.935
"683","2009-09-17",10.879
"684","2009-09-18",10.854
"685","2009-09-21",10.773
"686","2009-09-22",11.041
"687","2009-09-23",11.112
"688","2009-09-24",11.168
"689","2009-09-25",11.279
"690","2009-09-28",11.515
"691","2009-09-29",11.485
"692","2009-09-30",11.837
"693","2009-10-01",11.296
"694","2009-10-02",11.369
"695","2009-10-05",11.529
"696","2009-10-06",12.025
"697","2009-10-07",11.749
"698","2009-10-08",11.92
"699","2009-10-09",11.719
"700","2009-10-12",11.947
"701","2009-10-13",11.979
"702","2009-10-14",12.326
"703","2009-10-15",12.679
"704","2009-10-16",12.319
"705","2009-10-19",12.522
"706","2009-10-20",12.196
"707","2009-10-21",11.787
"708","2009-10-22",11.994
"709","2009-10-23",11.85
"710","2009-10-26",11.659
"711","2009-10-27",11.413
"712","2009-10-28",11.257
"713","2009-10-29",11.713
"714","2009-10-30",11.061
"715","2009-11-02",11.212
"716","2009-11-03",11.188
"717","2009-11-04",11.652
"718","2009-11-05",11.89
"719","2009-11-06",12.034
"720","2009-11-09",13.039
"721","2009-11-10",12.974
"722","2009-11-11",13.444
"723","2009-11-12",12.846
"724","2009-11-13",13.208
"725","2009-11-16",13.651
"726","2009-11-17",13.662
"727","2009-11-18",13.4
"728","2009-11-19",13.032
"729","2009-11-20",13.412
"730","2009-11-23",13.579
"731","2009-11-24",13.438
"732","2009-11-25",13.834
"733","2009-11-27",13.416
"734","2009-11-30",13.455
"735","2009-12-01",13.661
"736","2009-12-02",13.89
"737","2009-12-03",13.698
"738","2009-12-04",13.935
"739","2009-12-07",13.798
"740","2009-12-08",13.783
"741","2009-12-09",13.425
"742","2009-12-10",13.482
"743","2009-12-11",13.128
"744","2009-12-14",13.225
"745","2009-12-15",12.806
"746","2009-12-16",12.849
"747","2009-12-17",12.317
"748","2009-12-18",12.27
"749","2009-12-21",12.487
"750","2009-12-22",12.646
"751","2009-12-23",13.02
"752","2009-12-24",13.022
"753","2009-12-28",13.11
"754","2009-12-29",12.98
"755","2009-12-30",12.953
"756","2009-12-31",13.008
"757","2010-01-04",13.346
"758","2010-01-05",13.403
"759","2010-01-06",13.463
"760","2010-01-07",13.678
"761","2010-01-08",13.719
"762","2010-01-11",13.51
"763","2010-01-12",12.812
"764","2010-01-13",12.932
"765","2010-01-14",12.989
"766","2010-01-15",12.867
"767","2010-01-19",13.863
"768","2010-01-20",13.647
"769","2010-01-21",13.038
"770","2010-01-22",12.583
"771","2010-01-25",12.847
"772","2010-01-26",12.374
"773","2010-01-27",11.879
"774","2010-01-28",11.607
"775","2010-01-29",11.83
"776","2010-02-01",11.965
"777","2010-02-02",12.038
"778","2010-02-03",12.161
"779","2010-02-04",11.579
"780","2010-02-05",11.143
"781","2010-02-08",11.083
"782","2010-02-09",11.343
"783","2010-02-10",11.485
"784","2010-02-11",11.639
"785","2010-02-12",11.577
"786","2010-02-16",11.787
"787","2010-02-17",11.757
"788","2010-02-18",12.047
"789","2010-02-19",12.079
"790","2010-02-22",12.11
"791","2010-02-23",11.963
"792","2010-02-24",12.147
"793","2010-02-25",12.094
"794","2010-02-26",12.169
"795","2010-03-01",12.25
"796","2010-03-02",12.475
"797","2010-03-03",12.438
"798","2010-03-04",12.47
"799","2010-03-05",12.709
"800","2010-03-08",12.688
"801","2010-03-09",12.695
"802","2010-03-10",13.281
"803","2010-03-11",13.261
"804","2010-03-12",13.125
"805","2010-03-15",13.006
"806","2010-03-16",13.079
"807","2010-03-17",13.123
"808","2010-03-18",12.966
"809","2010-03-19",12.933
"810","2010-03-22",13.162
"811","2010-03-23",13.251
"812","2010-03-24",13.07
"813","2010-03-25",13.444
"814","2010-03-26",13.486
"815","2010-03-29",13.813
"816","2010-03-30",13.638
"817","2010-03-31",13.939
"818","2010-04-01",14.421
"819","2010-04-05",14.552
"820","2010-04-06",14.608
"821","2010-04-07",14.425
"822","2010-04-08",14.438
"823","2010-04-09",14.772
"824","2010-04-12",14.779
"825","2010-04-13",14.429
"826","2010-04-14",14.547
"827","2010-04-15",14.635
"828","2010-04-16",14.421
"829","2010-04-19",14.606
"830","2010-04-20",14.731
"831","2010-04-21",14.782
"832","2010-04-22",14.99
"833","2010-04-23",15.09
"834","2010-04-26",15.347
"835","2010-04-27",14.871
"836","2010-04-28",14.961
"837","2010-04-29",15.541
"838","2010-04-30",14.912
"839","2010-05-03",14.863
"840","2010-05-04",14.17
"841","2010-05-05",14.175
"842","2010-05-06",13.624
"843","2010-05-07",13.875
"844","2010-05-10",14.962
"845","2010-05-11",14.81
"846","2010-05-12",15.179
"847","2010-05-13",14.879
"848","2010-05-14",14.64
"849","2010-05-17",14.388
"850","2010-05-18",13.999
"851","2010-05-19",13.903
"852","2010-05-20",13.291
"853","2010-05-21",13.679
"854","2010-05-24",13.389
"855","2010-05-25",13.304
"856","2010-05-26",13.059
"857","2010-05-27",14.13
"858","2010-05-28",13.9
"859","2010-06-01",13.675
"860","2010-06-02",14.151
"861","2010-06-03",14.2
"862","2010-06-04",13.8
"863","2010-06-07",13.451
"864","2010-06-08",13.942
"865","2010-06-09",13.722
"866","2010-06-10",14.407
"867","2010-06-11",14.544
"868","2010-06-14",14.647
"869","2010-06-15",15.173
"870","2010-06-16",15.265
"871","2010-06-17",15.13
"872","2010-06-18",15.05
"873","2010-06-21",15.46
"874","2010-06-22",15.129
"875","2010-06-23",14.965
"876","2010-06-24",14.574
"877","2010-06-25",14.763
"878","2010-06-28",14.747
"879","2010-06-29",14.237
"880","2010-06-30",14.297
"881","2010-07-01",14.356
"882","2010-07-02",14.203
"883","2010-07-06",14.414
"884","2010-07-07",14.533
"885","2010-07-08",14.585
"886","2010-07-09",14.883
"887","2010-07-12",15.188
"888","2010-07-13",15.198
"889","2010-07-14",15
"890","2010-07-15",14.84
"891","2010-07-16",14.412
"892","2010-07-19",14.739
"893","2010-07-20",14.859
"894","2010-07-21",14.842
"895","2010-07-22",15.283
"896","2010-07-23",15.271
"897","2010-07-26",15.347
"898","2010-07-27",15.716
"899","2010-07-28",15.867
"900","2010-07-29",16.049999
"901","2010-07-30",16.458
"902","2010-08-02",16.540001
"903","2010-08-03",16.174
"904","2010-08-04",16.214001
"905","2010-08-05",16.237
"906","2010-08-06",16.163
"907","2010-08-09",16.173
"908","2010-08-10",16.176001
"909","2010-08-11",15.76
"910","2010-08-12",15.83
"911","2010-08-13",15.856
"912","2010-08-16",15.85
"913","2010-08-17",15.933
"914","2010-08-18",16.645
"915","2010-08-19",16.834999
"916","2010-08-20",16.579
"917","2010-08-23",16.337
"918","2010-08-24",16.188999
"919","2010-08-25",16.176001
"920","2010-08-26",15.966
"921","2010-08-27",16.247
"922","2010-08-30",15.928
"923","2010-08-31",15.98
"924","2010-09-01",16.643999
"925","2010-09-02",16.736
"926","2010-09-03",16.958
"927","2010-09-07",16.348
"928","2010-09-08",16.507
"929","2010-09-09",16.695
"930","2010-09-10",16.856001
"931","2010-09-13",17.594
"932","2010-09-14",17.628
"933","2010-09-15",17.806
"934","2010-09-16",17.966999
"935","2010-09-17",18.211
"936","2010-09-20",18.511999
"937","2010-09-21",18.214001
"938","2010-09-22",18.094
"939","2010-09-23",17.915001
"940","2010-09-24",18.414
"941","2010-09-27",18.052999
"942","2010-09-28",18.099001
"943","2010-09-29",18.277
"944","2010-09-30",18.437
"945","2010-10-01",18.766001
"946","2010-10-04",18.698999
"947","2010-10-05",18.983
"948","2010-10-06",18.761
"949","2010-10-07",18.716999
"950","2010-10-08",18.723
"951","2010-10-11",18.559
"952","2010-10-12",18.445
"953","2010-10-13",18.847
"954","2010-10-14",18.708
"955","2010-10-15",18.492001
"956","2010-10-18",18.663
"957","2010-10-19",17.941
"958","2010-10-20",17.933001
"959","2010-10-21",17.781
"960","2010-10-22",17.645
"961","2010-10-25",17.181
"962","2010-10-26",17.302
"963","2010-10-27",16.795
"964","2010-10-28",17.493
"965","2010-10-29",17.296
"966","2010-11-01",17.858999
"967","2010-11-02",17.948999
"968","2010-11-03",17.921
"969","2010-11-04",18.573
"970","2010-11-05",18.68
"971","2010-11-08",18.540001
"972","2010-11-09",18.499001
"973","2010-11-10",18.580999
"974","2010-11-11",18.466999
"975","2010-11-12",18.046
"976","2010-11-15",18.405001
"977","2010-11-16",17.827999
"978","2010-11-17",18.094
"979","2010-11-18",18.242001
"980","2010-11-19",18.211
"981","2010-11-22",18.233999
"982","2010-11-23",17.806999
"983","2010-11-24",17.579
"984","2010-11-26",17.823
"985","2010-11-29",17.636999
"986","2010-11-30",17.635
"987","2010-12-01",18.568001
"988","2010-12-02",18.878
"989","2010-12-03",18.808001
"990","2010-12-06",18.674
"991","2010-12-07",17.91
"992","2010-12-08",17.992001
"993","2010-12-09",16.077999
"994","2010-12-10",16.708
"995","2010-12-13",16.622999
"996","2010-12-14",16.434
