"","date","AFI"
"1","2016-03-17",12.81
"2","2016-03-18",13.25
"3","2016-03-21",13.25
"4","2016-03-22",12.09
"5","2016-03-23",11.98
"6","2016-03-24",12.7
"7","2016-03-28",13.14
"8","2016-03-29",13.48
"9","2016-03-30",13.7
"10","2016-03-31",13.2
"11","2016-04-01",12.83
"12","2016-04-04",12
"13","2016-04-05",14.52
"14","2016-04-06",14.38
"15","2016-04-07",14.18
"16","2016-04-08",13.81
"17","2016-04-11",13.51
"18","2016-04-12",13.44
"19","2016-04-13",14.02
"20","2016-04-14",14.1
"21","2016-04-15",14.1
"22","2016-04-18",14.06
"23","2016-04-19",14.13
"24","2016-04-20",14.15
"25","2016-04-21",14.1
"26","2016-04-22",14.21
"27","2016-04-25",14.76
"28","2016-04-26",15.34
"29","2016-04-27",15.07
"30","2016-04-28",14.55
"31","2016-04-29",14.56
"32","2016-05-02",14.55
"33","2016-05-03",14.58
"34","2016-05-04",14.84
"35","2016-05-05",15.26
"36","2016-05-06",15.47
"37","2016-05-09",16.09
"38","2016-05-10",15.96
"39","2016-05-11",15.68
"40","2016-05-12",15.75
"41","2016-05-13",16.07
"42","2016-05-16",15.76
"43","2016-05-17",16.18
"44","2016-05-18",16.5
"45","2016-05-19",16.01
"46","2016-05-20",15.86
"47","2016-05-23",16.01
"48","2016-05-24",17.549999
"49","2016-05-25",16.74
"50","2016-05-26",16.389999
"51","2016-05-27",17.209999
"52","2016-05-31",16.59
"53","2016-06-01",17.1
"54","2016-06-02",17.99
"55","2016-06-03",18.49
"56","2016-06-06",18.950001
"57","2016-06-07",18.9
"58","2016-06-08",19.15
"59","2016-06-09",19.24
"60","2016-06-10",18.120001
"61","2016-06-13",17.75
"62","2016-06-14",17.98
"63","2016-06-15",18.049999
"64","2016-06-16",18.379999
"65","2016-06-17",18.18
"66","2016-06-20",18.52
"67","2016-06-21",18.440001
"68","2016-06-22",17.67
"69","2016-06-23",17.790001
"70","2016-06-24",17.530001
"71","2016-06-27",16.799999
"72","2016-06-28",16.700001
"73","2016-06-29",16.860001
"74","2016-06-30",16.950001
"75","2016-07-01",16.82
"76","2016-07-05",16.639999
"77","2016-07-06",17.01
"78","2016-07-07",17.040001
"79","2016-07-08",17.65
"80","2016-07-11",18.459999
"81","2016-07-12",19.030001
"82","2016-07-13",19.059999
"83","2016-07-14",18.780001
"84","2016-07-15",18.85
"85","2016-07-18",18.65
"86","2016-07-19",18.530001
"87","2016-07-20",19.280001
"88","2016-07-21",19.49
"89","2016-07-22",19.280001
"90","2016-07-25",19.280001
"91","2016-07-26",19.5
"92","2016-07-27",19.91
"93","2016-07-28",20.01
"94","2016-07-29",19.93
"95","2016-08-01",19.959999
"96","2016-08-02",19.389999
"97","2016-08-03",19.379999
"98","2016-08-04",18.870001
"99","2016-08-05",18.93
"100","2016-08-08",18.83
"101","2016-08-09",18.84
"102","2016-08-10",18.620001
"103","2016-08-11",19
"104","2016-08-12",18.65
"105","2016-08-15",17.860001
"106","2016-08-16",18.25
"107","2016-08-17",18.9
"108","2016-08-18",19.389999
"109","2016-08-19",19.379999
"110","2016-08-22",19.889999
"111","2016-08-23",20.190001
"112","2016-08-24",19.68
"113","2016-08-25",19.74
"114","2016-08-26",19.68
"115","2016-08-29",20.389999
"116","2016-08-30",20.610001
"117","2016-08-31",20.620001
"118","2016-09-01",20.459999
"119","2016-09-02",20.6
"120","2016-09-06",20.379999
"121","2016-09-07",20.57
"122","2016-09-08",20.6
"123","2016-09-09",19.549999
"124","2016-09-12",19.360001
"125","2016-09-13",18.43
"126","2016-09-14",18.52
"127","2016-09-15",18.93
"128","2016-09-16",18.639999
"129","2016-09-19",18.860001
"130","2016-09-20",18.549999
"131","2016-09-21",18.76
"132","2016-09-22",18.799999
"133","2016-09-23",18.780001
"134","2016-09-26",18.58
"135","2016-09-27",18.77
"136","2016-09-28",18.83
"137","2016-09-29",18.709999
"138","2016-09-30",18.879999
"139","2016-10-03",18.82
"140","2016-10-04",18.75
"141","2016-10-05",18.879999
"142","2016-10-06",18.809999
"143","2016-10-07",18.610001
"144","2016-10-10",18.690001
"145","2016-10-11",18.24
"146","2016-10-12",18.379999
"147","2016-10-13",17.889999
"148","2016-10-14",17.809999
"149","2016-10-17",17.559999
"150","2016-10-18",17.450001
"151","2016-10-19",17.83
"152","2016-10-20",17.690001
"153","2016-10-21",17.51
"154","2016-10-24",17.299999
"155","2016-10-25",16.75
"156","2016-10-26",16.530001
"157","2016-10-27",16.42
"158","2016-10-28",16.209999
"159","2016-10-31",16.190001
"160","2016-11-01",15.85
"161","2016-11-02",15.67
"162","2016-11-03",15.59
"163","2016-11-04",15.64
"164","2016-11-07",15.96
"165","2016-11-08",16.309999
"166","2016-11-09",17.620001
"167","2016-11-10",17.950001
"168","2016-11-11",17.76
"169","2016-11-14",17.17
"170","2016-11-15",17.879999
"171","2016-11-16",17.85
"172","2016-11-17",18.5
"173","2016-11-18",18.610001
"174","2016-11-21",18.57
"175","2016-11-22",18.51
"176","2016-11-23",19.51
"177","2016-11-25",19.68
"178","2016-11-28",19.360001
"179","2016-11-29",19.540001
"180","2016-11-30",18.73
"181","2016-12-01",18.48
"182","2016-12-02",18.889999
"183","2016-12-05",19.299999
"184","2016-12-06",19.08
"185","2016-12-07",18.969999
"186","2016-12-08",19.719999
"187","2016-12-09",19.870001
"188","2016-12-12",19.43
"189","2016-12-13",19.379999
"190","2016-12-14",19.059999
"191","2016-12-15",19.540001
"192","2016-12-16",20.01
"193","2016-12-19",20.18
"194","2016-12-20",20.780001
"195","2016-12-21",20.799999
"196","2016-12-22",20.360001
"197","2016-12-23",20.51
"198","2016-12-27",20.639999
"199","2016-12-28",20.34
"200","2016-12-29",20.27
"201","2016-12-30",19.91
"202","2017-01-03",20.299999
"203","2017-01-04",20.48
"204","2017-01-05",19.950001
"205","2017-01-06",20.139999
"206","2017-01-09",19.75
"207","2017-01-10",20.040001
"208","2017-01-11",20.200001
"209","2017-01-12",19.9
"210","2017-01-13",20.309999
"211","2017-01-17",20.049999
"212","2017-01-18",20.379999
"213","2017-01-19",20.1
"214","2017-01-20",20.299999
"215","2017-01-23",20.360001
"216","2017-01-24",21.200001
"217","2017-01-25",21.68
"218","2017-01-26",21.450001
"219","2017-01-27",21.190001
"220","2017-01-30",20.610001
"221","2017-01-31",21.030001
"222","2017-02-01",21.08
"223","2017-02-02",20.799999
"224","2017-02-03",20.950001
"225","2017-02-06",21
"226","2017-02-07",21.059999
"227","2017-02-08",21.219999
"228","2017-02-09",21.299999
"229","2017-02-10",21.75
"230","2017-02-13",21.42
"231","2017-02-14",21.629999
"232","2017-02-15",22.32
"233","2017-02-16",22.309999
"234","2017-02-17",21.889999
"235","2017-02-21",22.5
"236","2017-02-22",22.700001
"237","2017-02-23",22.450001
"238","2017-02-24",22.040001
"239","2017-02-27",22.4
"240","2017-02-28",21.370001
"241","2017-03-01",22.35
"242","2017-03-02",21.99
"243","2017-03-03",21.950001
"244","2017-03-06",19.440001
"245","2017-03-07",18.799999
"246","2017-03-08",16.709999
"247","2017-03-09",18.17
