"","date","PCSB"
"1","2017-04-21",16.459999
"2","2017-04-24",16.540001
"3","2017-04-25",16.5
"4","2017-04-26",16.35
"5","2017-04-27",16.24
"6","2017-04-28",16.309999
"7","2017-05-01",16.280001
"8","2017-05-02",16.32
"9","2017-05-03",16.280001
"10","2017-05-04",16.34
"11","2017-05-05",16.459999
"12","2017-05-08",16.57
"13","2017-05-09",16.49
"14","2017-05-10",16.4
"15","2017-05-11",16.43
"16","2017-05-12",16.58
"17","2017-05-15",16.41
"18","2017-05-16",16.469999
"19","2017-05-17",16.25
"20","2017-05-18",16.27
"21","2017-05-19",16.360001
"22","2017-05-22",16.360001
"23","2017-05-23",16.43
"24","2017-05-24",16.559999
"25","2017-05-25",16.73
"26","2017-05-26",16.65
"27","2017-05-30",16.629999
"28","2017-05-31",16.629999
"29","2017-06-01",16.799999
"30","2017-06-02",17
"31","2017-06-05",17.02
"32","2017-06-06",17
"33","2017-06-07",17.1
"34","2017-06-08",17.030001
"35","2017-06-09",17.34
"36","2017-06-12",17.59
"37","2017-06-13",17.860001
"38","2017-06-14",17.870001
"39","2017-06-15",17.82
"40","2017-06-16",17.879999
"41","2017-06-19",17.91
"42","2017-06-20",17.690001
"43","2017-06-21",17.370001
"44","2017-06-22",16.65
"45","2017-06-23",17.059999
"46","2017-06-26",17.450001
"47","2017-06-27",17.48
"48","2017-06-28",17.459999
"49","2017-06-29",17.370001
"50","2017-06-30",17.059999
"51","2017-07-03",17.129999
"52","2017-07-05",17.25
"53","2017-07-06",16.940001
"54","2017-07-07",17.200001
"55","2017-07-10",17.299999
"56","2017-07-11",17.16
"57","2017-07-12",17.34
"58","2017-07-13",17.370001
"59","2017-07-14",17.389999
"60","2017-07-17",17.24
"61","2017-07-18",17.190001
"62","2017-07-19",17.309999
"63","2017-07-20",17.290001
"64","2017-07-21",17.190001
"65","2017-07-24",17.129999
"66","2017-07-25",17.370001
"67","2017-07-26",17.290001
"68","2017-07-27",17.32
"69","2017-07-28",17.219999
"70","2017-07-31",17.34
"71","2017-08-01",17.309999
"72","2017-08-02",17.209999
"73","2017-08-03",17.25
"74","2017-08-04",17.42
"75","2017-08-07",17.370001
"76","2017-08-08",17.25
"77","2017-08-09",17.15
"78","2017-08-10",17.23
"79","2017-08-11",17.209999
"80","2017-08-14",17.360001
"81","2017-08-15",17.459999
"82","2017-08-16",17.49
"83","2017-08-17",17.290001
"84","2017-08-18",17.26
"85","2017-08-21",17.309999
"86","2017-08-22",17.23
"87","2017-08-23",17.18
"88","2017-08-24",17.24
"89","2017-08-25",17.200001
"90","2017-08-28",17.139999
"91","2017-08-29",17
"92","2017-08-30",16.969999
"93","2017-08-31",16.92
"94","2017-09-01",17.18
"95","2017-09-05",17.120001
"96","2017-09-06",17.09
"97","2017-09-07",16.690001
"98","2017-09-08",17.120001
"99","2017-09-11",17.35
"100","2017-09-12",17.48
"101","2017-09-13",17.450001
"102","2017-09-14",17.51
"103","2017-09-15",17.58
"104","2017-09-18",17.790001
"105","2017-09-19",17.780001
"106","2017-09-20",17.98
"107","2017-09-21",18.1
"108","2017-09-22",18.16
"109","2017-09-25",18.25
"110","2017-09-26",18.309999
"111","2017-09-27",18.700001
"112","2017-09-28",18.940001
"113","2017-09-29",18.860001
"114","2017-10-02",19.1
"115","2017-10-03",18.85
"116","2017-10-04",18.719999
"117","2017-10-05",18.940001
"118","2017-10-06",18.969999
"119","2017-10-09",19.030001
"120","2017-10-10",19.02
"121","2017-10-11",18.98
"122","2017-10-12",18.879999
"123","2017-10-13",18.860001
"124","2017-10-16",18.9
"125","2017-10-17",18.809999
"126","2017-10-18",18.870001
"127","2017-10-19",18.959999
"128","2017-10-20",18.98
"129","2017-10-23",18.870001
"130","2017-10-24",18.719999
"131","2017-10-25",18.76
"132","2017-10-26",18.73
"133","2017-10-27",18.799999
"134","2017-10-30",18.709999
"135","2017-10-31",18.719999
"136","2017-11-01",18.74
"137","2017-11-02",19.25
"138","2017-11-03",19.309999
"139","2017-11-06",19.280001
"140","2017-11-07",18.780001
"141","2017-11-08",18.65
"142","2017-11-09",18.25
"143","2017-11-10",18.32
"144","2017-11-13",18.35
"145","2017-11-14",18.82
"146","2017-11-15",18.809999
"147","2017-11-16",18.879999
"148","2017-11-17",18.940001
"149","2017-11-20",19.1
"150","2017-11-21",19.35
"151","2017-11-22",19.290001
"152","2017-11-24",19.15
"153","2017-11-27",19.280001
"154","2017-11-28",19.66
"155","2017-11-29",20.049999
"156","2017-11-30",19.73
"157","2017-12-01",19.83
"158","2017-12-04",20.07
"159","2017-12-05",20.08
"160","2017-12-06",20.01
"161","2017-12-07",19.690001
"162","2017-12-08",19.52
"163","2017-12-11",19.719999
"164","2017-12-12",19.85
"165","2017-12-13",19.98
"166","2017-12-14",19.690001
"167","2017-12-15",19.959999
"168","2017-12-18",20.120001
"169","2017-12-19",20.02
"170","2017-12-20",19.59
"171","2017-12-21",19.709999
"172","2017-12-22",19.85
"173","2017-12-26",19.67
"174","2017-12-27",19.51
"175","2017-12-28",19.389999
"176","2017-12-29",19.049999
"177","2018-01-02",19.049999
"178","2018-01-03",19.200001
"179","2018-01-04",18.92
"180","2018-01-05",18.92
"181","2018-01-08",19.01
"182","2018-01-09",19.280001
"183","2018-01-10",19.370001
"184","2018-01-11",19.73
"185","2018-01-12",19.790001
"186","2018-01-16",19.76
"187","2018-01-17",19.889999
"188","2018-01-18",19.83
"189","2018-01-19",19.9
"190","2018-01-22",19.9
"191","2018-01-23",19.98
"192","2018-01-24",20.200001
"193","2018-01-25",20.040001
"194","2018-01-26",19.98
"195","2018-01-29",19.99
"196","2018-01-30",20.059999
"197","2018-01-31",20.18
"198","2018-02-01",20.139999
"199","2018-02-02",20.190001
"200","2018-02-05",20.15
"201","2018-02-06",20.059999
"202","2018-02-07",19.85
"203","2018-02-08",19.67
"204","2018-02-09",19.809999
"205","2018-02-12",19.52
"206","2018-02-13",19.879999
"207","2018-02-14",19.709999
"208","2018-02-15",19.969999
"209","2018-02-16",19.870001
"210","2018-02-20",19.549999
"211","2018-02-21",19.639999
"212","2018-02-22",19.610001
"213","2018-02-23",19.540001
"214","2018-02-26",19.5
"215","2018-02-27",19.290001
"216","2018-02-28",19.190001
"217","2018-03-01",19.33
"218","2018-03-02",19.25
"219","2018-03-05",19.440001
"220","2018-03-06",19.6
"221","2018-03-07",19.690001
"222","2018-03-08",19.59
"223","2018-03-09",20.6
"224","2018-03-12",20.92
"225","2018-03-13",20.719999
"226","2018-03-14",20.549999
"227","2018-03-15",20.75
"228","2018-03-16",21.07
"229","2018-03-19",21.24
"230","2018-03-20",21.219999
"231","2018-03-21",21.450001
"232","2018-03-22",21.27
"233","2018-03-23",21.09
"234","2018-03-26",21.950001
"235","2018-03-27",21.4
"236","2018-03-28",21.25
"237","2018-03-29",20.98
"238","2018-04-02",20.719999
"239","2018-04-03",20.59
"240","2018-04-04",20.709999
"241","2018-04-05",20.82
"242","2018-04-06",20.67
"243","2018-04-09",20.84
"244","2018-04-10",20.809999
"245","2018-04-11",20.59
"246","2018-04-12",20.780001
"247","2018-04-13",20.74
"248","2018-04-16",20.84
"249","2018-04-17",20.93
"250","2018-04-18",21.25
"251","2018-04-19",21.66
"252","2018-04-20",21.200001
"253","2018-04-23",20.1
"254","2018-04-24",20.450001
"255","2018-04-25",20.33
"256","2018-04-26",20.389999
"257","2018-04-27",20.450001
"258","2018-04-30",20.27
"259","2018-05-01",20.440001
"260","2018-05-02",20.139999
"261","2018-05-03",19.610001
"262","2018-05-04",20.290001
"263","2018-05-07",20.41
"264","2018-05-08",20.32
"265","2018-05-09",20.139999
"266","2018-05-10",20.25
"267","2018-05-11",20.15
"268","2018-05-14",20.040001
"269","2018-05-15",19.85
"270","2018-05-16",19.92
"271","2018-05-17",20.040001
"272","2018-05-18",20.049999
"273","2018-05-21",20.379999
"274","2018-05-22",20.440001
"275","2018-05-23",20.49
"276","2018-05-24",20.4
"277","2018-05-25",20.290001
"278","2018-05-29",20.280001
"279","2018-05-30",20.34
"280","2018-05-31",20.440001
"281","2018-06-01",20.48
"282","2018-06-04",20.23
"283","2018-06-05",20.299999
"284","2018-06-06",20.360001
"285","2018-06-07",20.389999
"286","2018-06-08",20.370001
"287","2018-06-11",19.98
"288","2018-06-12",19.66
"289","2018-06-13",19.780001
"290","2018-06-14",19.809999
"291","2018-06-15",19.76
"292","2018-06-18",19.790001
"293","2018-06-19",19.98
"294","2018-06-20",20.15
"295","2018-06-21",20.379999
"296","2018-06-22",20.219999
"297","2018-06-25",20.440001
"298","2018-06-26",20.26
"299","2018-06-27",19.879999
"300","2018-06-28",19.790001
"301","2018-06-29",19.870001
"302","2018-07-02",19.969999
"303","2018-07-03",19.879999
"304","2018-07-05",19.93
"305","2018-07-06",19.92
"306","2018-07-09",19.889999
"307","2018-07-10",19.91
"308","2018-07-11",19.77
"309","2018-07-12",19.76
"310","2018-07-13",19.700001
"311","2018-07-16",19.610001
"312","2018-07-17",19.629999
"313","2018-07-18",19.75
"314","2018-07-19",19.870001
"315","2018-07-20",20.15
"316","2018-07-23",20.15
"317","2018-07-24",20.190001
"318","2018-07-25",20.27
"319","2018-07-26",20.24
"320","2018-07-27",20.02
"321","2018-07-30",19.879999
"322","2018-07-31",19.68
"323","2018-08-01",19.379999
"324","2018-08-02",20.040001
"325","2018-08-03",19.92
"326","2018-08-06",20
"327","2018-08-07",20.01
"328","2018-08-08",20.1
"329","2018-08-09",20.15
"330","2018-08-10",20.18
"331","2018-08-13",20.4
"332","2018-08-14",20.280001
"333","2018-08-15",20.25
"334","2018-08-16",20.34
"335","2018-08-17",20.52
"336","2018-08-20",20.52
"337","2018-08-21",20.719999
"338","2018-08-22",20.889999
"339","2018-08-23",20.84
"340","2018-08-24",20.93
"341","2018-08-27",20.790001
"342","2018-08-28",20.65
"343","2018-08-29",20.67
"344","2018-08-30",20.639999
"345","2018-08-31",20.52
"346","2018-09-04",20.09
"347","2018-09-05",20.26
"348","2018-09-06",20.16
"349","2018-09-07",20.110001
"350","2018-09-10",20.02
"351","2018-09-11",19.780001
"352","2018-09-12",19.700001
"353","2018-09-13",19.780001
"354","2018-09-14",20.1
"355","2018-09-17",20.15
"356","2018-09-18",19.93
"357","2018-09-19",20.18
"358","2018-09-20",20.139999
"359","2018-09-21",20.67
"360","2018-09-24",20.290001
"361","2018-09-25",20.25
"362","2018-09-26",20.370001
"363","2018-09-27",20.32
"364","2018-09-28",20.34
"365","2018-10-01",20.059999
"366","2018-10-02",20.049999
"367","2018-10-03",20.07
"368","2018-10-04",20.299999
"369","2018-10-05",20.209999
"370","2018-10-08",20.450001
"371","2018-10-09",20.51
"372","2018-10-10",20.440001
"373","2018-10-11",20.27
"374","2018-10-12",20.35
"375","2018-10-15",20.09
"376","2018-10-16",20.23
"377","2018-10-17",20.15
"378","2018-10-18",19.92
"379","2018-10-19",19.75
"380","2018-10-22",19.76
"381","2018-10-23",19.690001
"382","2018-10-24",18.27
"383","2018-10-25",18.5
"384","2018-10-26",19.120001
"385","2018-10-29",18.799999
"386","2018-10-30",18.6
"387","2018-10-31",18.719999
"388","2018-11-01",18.76
"389","2018-11-02",18.639999
"390","2018-11-05",18.559999
"391","2018-11-06",18.450001
"392","2018-11-07",18.620001
"393","2018-11-08",18.98
"394","2018-11-09",19.280001
"395","2018-11-12",19.15
"396","2018-11-13",19.280001
"397","2018-11-14",19.4
"398","2018-11-15",19.610001
"399","2018-11-16",19.68
"400","2018-11-19",20.059999
"401","2018-11-20",20.01
"402","2018-11-21",20.16
"403","2018-11-23",20.01
"404","2018-11-26",20.049999
"405","2018-11-27",20
"406","2018-11-28",19.99
"407","2018-11-29",19.84
"408","2018-11-30",19.879999
"409","2018-12-03",19.799999
"410","2018-12-04",19.17
"411","2018-12-06",19.059999
"412","2018-12-07",19.32
