"","date","RYTM"
"1","2017-10-09",24.57
"2","2017-10-10",26.01
"3","2017-10-11",25.719999
"4","2017-10-12",24.66
"5","2017-10-13",24.42
"6","2017-10-16",26.26
"7","2017-10-17",24.26
"8","2017-10-18",23.865
"9","2017-10-19",23.25
"10","2017-10-20",23.08
"11","2017-10-23",23.940001
"12","2017-10-24",24.25
"13","2017-10-25",22.530001
"14","2017-10-26",22.959999
"15","2017-10-27",23.719999
"16","2017-10-30",24.42
"17","2017-10-31",25.58
"18","2017-11-01",26.1
"19","2017-11-02",24.09
"20","2017-11-03",25.889999
"21","2017-11-06",24.200001
"22","2017-11-07",22.41
"23","2017-11-08",23.219999
"24","2017-11-09",22
"25","2017-11-10",24.209999
"26","2017-11-13",25.459999
"27","2017-11-14",24.02
"28","2017-11-15",24
"29","2017-11-16",24.129999
"30","2017-11-17",25.799999
"31","2017-11-20",27
"32","2017-11-21",27.9
"33","2017-11-22",29.01
"34","2017-11-24",28.870001
"35","2017-11-27",28.91
"36","2017-11-28",28.809999
"37","2017-11-29",27.809999
"38","2017-11-30",28.58
"39","2017-12-01",30.24
"40","2017-12-04",29.99
"41","2017-12-05",28.68
"42","2017-12-06",27.360001
"43","2017-12-07",28.25
"44","2017-12-08",29.09
"45","2017-12-11",27.67
"46","2017-12-12",27.01
"47","2017-12-13",27.129999
"48","2017-12-14",28.040001
"49","2017-12-15",28.290001
"50","2017-12-18",30.51
"51","2017-12-19",29.9
"52","2017-12-20",29.860001
"53","2017-12-21",28.950001
"54","2017-12-22",27.870001
"55","2017-12-26",29.27
"56","2017-12-27",29.040001
"57","2017-12-28",29.23
"58","2017-12-29",29.059999
"59","2018-01-02",28
"60","2018-01-03",29.34
"61","2018-01-04",28.129999
"62","2018-01-05",27.940001
"63","2018-01-08",27.83
"64","2018-01-09",26.290001
"65","2018-01-10",26.690001
"66","2018-01-11",26.950001
"67","2018-01-12",27.4
"68","2018-01-16",26.91
"69","2018-01-17",27.33
"70","2018-01-18",27.299999
"71","2018-01-19",27.889999
"72","2018-01-22",29.040001
"73","2018-01-23",29.139999
"74","2018-01-24",30.030001
"75","2018-01-25",30.66
"76","2018-01-26",31.870001
"77","2018-01-29",32.25
"78","2018-01-30",31.99
"79","2018-01-31",31.57
"80","2018-02-01",31.049999
"81","2018-02-02",29.540001
"82","2018-02-05",28.24
"83","2018-02-06",29.110001
"84","2018-02-07",28.42
"85","2018-02-08",25.709999
"86","2018-02-09",25.76
"87","2018-02-12",25.57
"88","2018-02-13",25.139999
"89","2018-02-14",25.790001
"90","2018-02-15",26.35
"91","2018-02-16",26.26
"92","2018-02-20",25.92
"93","2018-02-21",26.049999
"94","2018-02-22",26.059999
"95","2018-02-23",27.610001
"96","2018-02-26",27.74
"97","2018-02-27",26.549999
"98","2018-02-28",25.85
"99","2018-03-01",25.370001
"100","2018-03-02",26.459999
"101","2018-03-05",25.99
"102","2018-03-06",24.52
"103","2018-03-07",25.68
"104","2018-03-08",26.75
"105","2018-03-09",27.280001
"106","2018-03-12",27.34
"107","2018-03-13",29.15
"108","2018-03-14",26.440001
"109","2018-03-15",23.559999
"110","2018-03-16",22.82
"111","2018-03-19",21.879999
"112","2018-03-20",22.35
"113","2018-03-21",22.950001
"114","2018-03-22",21.6
"115","2018-03-23",20.9
"116","2018-03-26",21.09
"117","2018-03-27",20.08
"118","2018-03-28",20.23
"119","2018-03-29",19.9
"120","2018-04-02",17.02
"121","2018-04-03",17.959999
"122","2018-04-04",19.799999
"123","2018-04-05",20.190001
"124","2018-04-06",19.459999
"125","2018-04-09",20.389999
"126","2018-04-10",20.9
"127","2018-04-11",20.719999
"128","2018-04-12",20.469999
"129","2018-04-13",22.16
"130","2018-04-16",22.43
"131","2018-04-17",23.65
"132","2018-04-18",22.530001
"133","2018-04-19",22.42
"134","2018-04-20",22.190001
"135","2018-04-23",23.01
"136","2018-04-24",22.780001
"137","2018-04-25",22.209999
"138","2018-04-26",23.959999
"139","2018-04-27",23.18
"140","2018-04-30",23.709999
"141","2018-05-01",24.33
"142","2018-05-02",25.190001
"143","2018-05-03",25.02
"144","2018-05-04",25.01
"145","2018-05-07",25.190001
"146","2018-05-08",24.16
"147","2018-05-09",24.51
"148","2018-05-10",26.52
"149","2018-05-11",25.33
"150","2018-05-14",28.58
"151","2018-05-15",29.84
"152","2018-05-16",30.780001
"153","2018-05-17",31.879999
"154","2018-05-18",30.709999
"155","2018-05-21",31.040001
"156","2018-05-22",29.84
"157","2018-05-23",30.4
"158","2018-05-24",30.280001
"159","2018-05-25",30.190001
"160","2018-05-29",30.559999
"161","2018-05-30",31.82
"162","2018-05-31",32.130001
"163","2018-06-01",32.389999
"164","2018-06-04",32.18
"165","2018-06-05",33.41
"166","2018-06-06",34.889999
"167","2018-06-07",33.560001
"168","2018-06-08",32.939999
"169","2018-06-11",31.93
"170","2018-06-12",33.349998
"171","2018-06-13",32.91
"172","2018-06-14",32.77
"173","2018-06-15",32.599998
"174","2018-06-18",28.799999
"175","2018-06-19",26.17
"176","2018-06-20",26.42
"177","2018-06-21",32.91
"178","2018-06-22",32.75
"179","2018-06-25",33.450001
"180","2018-06-26",35.200001
"181","2018-06-27",33.869999
"182","2018-06-28",31.709999
"183","2018-06-29",31.26
"184","2018-07-02",33.5
"185","2018-07-03",35.310001
"186","2018-07-05",35.849998
"187","2018-07-06",34.75
"188","2018-07-09",34.5
"189","2018-07-10",34
"190","2018-07-11",33.830002
"191","2018-07-12",33.040001
"192","2018-07-13",32.310001
"193","2018-07-16",32.919998
"194","2018-07-17",32.400002
"195","2018-07-18",31.98
"196","2018-07-19",32.77
"197","2018-07-20",31.5
"198","2018-07-23",31.879999
"199","2018-07-24",30.629999
"200","2018-07-25",30.24
"201","2018-07-26",30.6
"202","2018-07-27",30.299999
"203","2018-07-30",29.84
"204","2018-07-31",31.040001
"205","2018-08-01",32.080002
"206","2018-08-02",32.09
"207","2018-08-03",32.439999
"208","2018-08-06",32.490002
"209","2018-08-07",32.799999
"210","2018-08-08",31.83
"211","2018-08-09",32.369999
"212","2018-08-10",31.66
"213","2018-08-13",31.879999
"214","2018-08-14",29.68
"215","2018-08-15",28.219999
"216","2018-08-16",30.450001
"217","2018-08-17",31.73
"218","2018-08-20",30.83
"219","2018-08-21",31.209999
"220","2018-08-22",31.450001
"221","2018-08-23",30.549999
"222","2018-08-24",31.67
