"","date","BGS"
"335","2008-09-18",7.32
"336","2008-09-19",7.59
"337","2008-09-22",7.59
"338","2008-09-23",7.35
"339","2008-09-24",7.4
"340","2008-09-25",7.78
"341","2008-09-26",7.5
"342","2008-09-29",7.21
"343","2008-09-30",7.15
"344","2008-10-01",6.91
"345","2008-10-02",6.76
"346","2008-10-03",6.28
"347","2008-10-06",5.73
"348","2008-10-07",4.96
"349","2008-10-08",4.98
"350","2008-10-09",4.5
"351","2008-10-10",4.71
"352","2008-10-13",5.23
"353","2008-10-14",5.06
"354","2008-10-15",4.41
"355","2008-10-16",5.01
"356","2008-10-17",5.01
"357","2008-10-20",5.22
"358","2008-10-21",4.75
"359","2008-10-22",4.81
"360","2008-10-23",2.83
"361","2008-10-24",2.56
"362","2008-10-27",2.86
"363","2008-10-28",2.99
"364","2008-10-29",2.78
"365","2008-10-30",2.85
"366","2008-10-31",3.73
"367","2008-11-03",3.71
"368","2008-11-04",4.34
"369","2008-11-05",4.43
"370","2008-11-06",4.36
"371","2008-11-07",4.65
"372","2008-11-10",4.77
"373","2008-11-11",4.73
"374","2008-11-12",4.38
"375","2008-11-13",4.85
"376","2008-11-14",4.9
"377","2008-11-17",4.88
"378","2008-11-18",5.12
"379","2008-11-19",4.55
"380","2008-11-20",4.37
"381","2008-11-21",4.65
"382","2008-11-24",5.21
"383","2008-11-25",5.16
"384","2008-11-26",5.47
"385","2008-11-28",5.38
"386","2008-12-01",4.78
"387","2008-12-02",5.2
"388","2008-12-03",5.14
"389","2008-12-04",5.15
"390","2008-12-05",5.38
"391","2008-12-08",5.73
"392","2008-12-09",5.34
"393","2008-12-10",5.23
"394","2008-12-11",5.2
"395","2008-12-12",5.42
"396","2008-12-15",5.12
"397","2008-12-16",5.29
"398","2008-12-17",5.23
"399","2008-12-18",5.33
"400","2008-12-19",5.14
"401","2008-12-22",5.06
"402","2008-12-23",5.18
"403","2008-12-24",5.45
"404","2008-12-26",5.5
"405","2008-12-29",5.37
"406","2008-12-30",5.01
"407","2008-12-31",5.4
"408","2009-01-02",5.49
"409","2009-01-05",5.56
"410","2009-01-06",5.58
"411","2009-01-07",5.23
"412","2009-01-08",5.5
"413","2009-01-09",5.24
"414","2009-01-12",5.04
"415","2009-01-13",5.04
"416","2009-01-14",4.86
"417","2009-01-15",4.79
"418","2009-01-16",4.69
"419","2009-01-20",4.27
"420","2009-01-21",4.62
"421","2009-01-22",4.37
"422","2009-01-23",4.47
"423","2009-01-26",4.57
"424","2009-01-27",4.68
"425","2009-01-28",4.77
"426","2009-01-29",4.81
"427","2009-01-30",4.64
"428","2009-02-02",4.85
"429","2009-02-03",4.96
"430","2009-02-04",4.81
"431","2009-02-05",4.86
"432","2009-02-06",4.93
"433","2009-02-09",4.97
"434","2009-02-10",4.78
"435","2009-02-11",4.85
"436","2009-02-12",4.85
"437","2009-02-13",4.8
"438","2009-02-17",4.47
"439","2009-02-18",4.42
"440","2009-02-19",4.34
"441","2009-02-20",3.71
"442","2009-02-23",3.55
"443","2009-02-24",3.9
"444","2009-02-25",3.72
"445","2009-02-26",3.74
"446","2009-02-27",3.8
"447","2009-03-02",3.97
"448","2009-03-03",4
"449","2009-03-04",4.04
"450","2009-03-05",3.92
"451","2009-03-06",3.99
"452","2009-03-09",3.86
"453","2009-03-10",3.98
"454","2009-03-11",4.03
"455","2009-03-12",4.42
"456","2009-03-13",4.49
"457","2009-03-16",4.67
"458","2009-03-17",4.91
"459","2009-03-18",5
"460","2009-03-19",4.99
"461","2009-03-20",4.95
"462","2009-03-23",5.18
"463","2009-03-24",5.03
"464","2009-03-25",5.12
"465","2009-03-26",5.37
"466","2009-03-27",5
"467","2009-03-30",4.65
"468","2009-03-31",5.2
"469","2009-04-01",5.14
"470","2009-04-02",5.21
"471","2009-04-03",5.09
"472","2009-04-06",5.01
"473","2009-04-07",4.96
"474","2009-04-08",5.14
"475","2009-04-09",5.21
"476","2009-04-13",5.19
"477","2009-04-14",5.08
"478","2009-04-15",5.18
"479","2009-04-16",5.29
"480","2009-04-17",5.25
"481","2009-04-20",5.1
"482","2009-04-21",5.2
"483","2009-04-22",5.08
"484","2009-04-23",5.03
"485","2009-04-24",5.24
"486","2009-04-27",5.16
"487","2009-04-28",5.27
"488","2009-04-29",6.4
"489","2009-04-30",6.12
"490","2009-05-01",6.07
"491","2009-05-04",6.11
"492","2009-05-05",5.97
"493","2009-05-06",6.01
"494","2009-05-07",6.4
"495","2009-05-08",6.96
"496","2009-05-11",7.02
"497","2009-05-12",7.04
"498","2009-05-13",6.81
"499","2009-05-14",7.04
"500","2009-05-15",7.03
"501","2009-05-18",7.19
"502","2009-05-19",7.24
"503","2009-05-20",7.18
"504","2009-05-21",7.21
"505","2009-05-22",7.35
"506","2009-05-26",7.69
"507","2009-05-27",7.56
"508","2009-05-28",7.54
"509","2009-05-29",7.25
"510","2009-06-01",7.66
"511","2009-06-02",7.95
"512","2009-06-03",7.87
"513","2009-06-04",8.04
"514","2009-06-05",8.06
"515","2009-06-08",7.8
"516","2009-06-09",7.88
"517","2009-06-10",7.74
"518","2009-06-11",7.91
"519","2009-06-12",7.87
"520","2009-06-15",7.62
"521","2009-06-16",7.4
"522","2009-06-17",7.57
"523","2009-06-18",7.86
"524","2009-06-19",7.95
"525","2009-06-22",7.8
"526","2009-06-23",7.93
"527","2009-06-24",8.1
"528","2009-06-25",8.3
"529","2009-06-26",8.43
"530","2009-06-29",8.47
"531","2009-06-30",8.41
"532","2009-07-01",8.45
"533","2009-07-02",7.96
"534","2009-07-06",8.34
"535","2009-07-07",8.06
"536","2009-07-08",7.95
"537","2009-07-09",7.49
"538","2009-07-10",7.5
"539","2009-07-13",7.77
"540","2009-07-14",7.82
"541","2009-07-15",7.94
"542","2009-07-16",7.98
"543","2009-07-17",8.07
"544","2009-07-20",8.5
"545","2009-07-21",8.4
"546","2009-07-22",8.35
"547","2009-07-23",8.39
"548","2009-07-24",8.38
"549","2009-07-27",8.5
"550","2009-07-28",8.4
"551","2009-07-29",8.13
"552","2009-07-30",8.21
"553","2009-07-31",8.35
"554","2009-08-03",8.59
"555","2009-08-04",8.6
"556","2009-08-05",8.5
"557","2009-08-06",8.42
"558","2009-08-07",8.57
"559","2009-08-10",8.41
"560","2009-08-11",8.18
"561","2009-08-12",8.25
"562","2009-08-13",8.27
"563","2009-08-14",8.3
"564","2009-08-17",8.1
"565","2009-08-18",8.31
"566","2009-08-19",8.88
"567","2009-08-20",9.3
"568","2009-08-21",9.45
"569","2009-08-24",9.4
"570","2009-08-25",9.78
"571","2009-08-26",9.5
"572","2009-08-27",9.5
"573","2009-08-28",9.34
"574","2009-08-31",9.12
"575","2009-09-01",9.31
"576","2009-09-02",9.35
"577","2009-09-03",9.3
"578","2009-09-04",9.32
"579","2009-09-08",9.44
"580","2009-09-09",9.72
"581","2009-09-10",9.59
"582","2009-09-11",9.32
"583","2009-09-14",8.49
"584","2009-09-15",8
"585","2009-09-16",8.01
"586","2009-09-17",8.02
"587","2009-09-18",8.27
"588","2009-09-21",8.36
"589","2009-09-22",8.52
"590","2009-09-23",8.5
"591","2009-09-24",8.08
"592","2009-09-25",8.38
"593","2009-09-28",8.35
"594","2009-09-29",8.26
"595","2009-09-30",8.19
"596","2009-10-01",7.83
"597","2009-10-02",7.84
"598","2009-10-05",7.87
"599","2009-10-06",7.89
"600","2009-10-07",7.98
"601","2009-10-08",8.03
"602","2009-10-09",8.02
"603","2009-10-12",7.84
"604","2009-10-13",7.94
"605","2009-10-14",7.89
"606","2009-10-15",7.95
"607","2009-10-16",7.92
"608","2009-10-19",8.03
"609","2009-10-20",7.98
"610","2009-10-21",7.97
"611","2009-10-22",8.05
"612","2009-10-23",7.8
"613","2009-10-26",7.84
"614","2009-10-27",7.86
"615","2009-10-28",7.59
"616","2009-10-29",7.73
"617","2009-10-30",7.81
"618","2009-11-02",7.67
"619","2009-11-03",7.88
"620","2009-11-04",8.01
"621","2009-11-05",8.05
"622","2009-11-06",7.99
"623","2009-11-09",8.03
"624","2009-11-10",8.18
"625","2009-11-11",8.08
"626","2009-11-12",7.93
"627","2009-11-13",7.99
"628","2009-11-16",8.11
"629","2009-11-17",8.19
"630","2009-11-18",8.2
"631","2009-11-19",8.14
"632","2009-11-20",8.22
"633","2009-11-23",8.26
"634","2009-11-24",8.58
"635","2009-11-25",8.7
"636","2009-11-27",8.57
"637","2009-11-30",8.56
"638","2009-12-01",8.37
"639","2009-12-02",8.55
"640","2009-12-03",8.53
"641","2009-12-04",8.51
"642","2009-12-07",8.68
"643","2009-12-08",8.69
"644","2009-12-09",8.7
"645","2009-12-10",8.76
"646","2009-12-11",8.93
"647","2009-12-14",8.99
"648","2009-12-15",8.93
"649","2009-12-16",9.04
"650","2009-12-17",9.06
"651","2009-12-18",9.29
"652","2009-12-21",9.24
"653","2009-12-22",9.49
"654","2009-12-23",9.67
"655","2009-12-24",9.67
"656","2009-12-28",9.77
"657","2009-12-29",9.6
"658","2009-12-30",9.36
"659","2009-12-31",9.18
"660","2010-01-04",9.26
"661","2010-01-05",9.48
"662","2010-01-06",9.59
"663","2010-01-07",9.54
"664","2010-01-08",9.34
"665","2010-01-11",9.26
"666","2010-01-12",9.3
"667","2010-01-13",9.46
"668","2010-01-14",9.53
"669","2010-01-15",9.49
"670","2010-01-19",9.61
"671","2010-01-20",9.47
"672","2010-01-21",9.3
"673","2010-01-22",9.16
"674","2010-01-25",9.18
"675","2010-01-26",9.1
"676","2010-01-27",9.13
"677","2010-01-28",9.11
"678","2010-01-29",8.98
"679","2010-02-01",9.06
"680","2010-02-02",9.03
"681","2010-02-03",8.97
"682","2010-02-04",8.9
"683","2010-02-05",8.69
"684","2010-02-08",8.82
"685","2010-02-09",8.99
"686","2010-02-10",9.11
"687","2010-02-11",9.13
"688","2010-02-12",9.41
"689","2010-02-16",9.48
"690","2010-02-17",9.62
"691","2010-02-18",9.59
"692","2010-02-19",9.63
"693","2010-02-22",9.59
"694","2010-02-23",9.69
"695","2010-02-24",9.65
"696","2010-02-25",9.37
"697","2010-02-26",9.31
"698","2010-03-01",9.29
"699","2010-03-02",9.49
"700","2010-03-03",9.59
"701","2010-03-04",9.75
"702","2010-03-05",9.69
"703","2010-03-08",9.79
"704","2010-03-09",9.83
"705","2010-03-10",9.78
"706","2010-03-11",9.68
"707","2010-03-12",9.92
"708","2010-03-15",9.94
"709","2010-03-16",9.99
"710","2010-03-17",10.11
"711","2010-03-18",10.18
"712","2010-03-19",9.71
"713","2010-03-22",9.82
"714","2010-03-23",10.06
"715","2010-03-24",9.97
"716","2010-03-25",9.95
"717","2010-03-26",9.93
"718","2010-03-29",9.82
"719","2010-03-30",10.39
"720","2010-03-31",10.48
"721","2010-04-01",10.35
"722","2010-04-05",10.39
"723","2010-04-06",10.54
"724","2010-04-07",10.52
"725","2010-04-08",10.42
"726","2010-04-09",10.31
"727","2010-04-12",10.27
"728","2010-04-13",10.37
"729","2010-04-14",10.41
"730","2010-04-15",10.45
"731","2010-04-16",10.2
"732","2010-04-19",10.18
"733","2010-04-20",10.35
"734","2010-04-21",10.36
"735","2010-04-22",10.36
"736","2010-04-23",10.17
"737","2010-04-26",10.16
"738","2010-04-27",9.95
"739","2010-04-28",10.3
"740","2010-04-29",10.5
"741","2010-04-30",10.33
"742","2010-05-03",10.52
"743","2010-05-04",10.59
"744","2010-05-05",11
"745","2010-05-06",10.07
"746","2010-05-07",9.99
"747","2010-05-10",10.61
"748","2010-05-11",10.7
"749","2010-05-12",10.93
"750","2010-05-13",10.95
"751","2010-05-14",10.79
"752","2010-05-17",10.79
"753","2010-05-18",10.69
"754","2010-05-19",10.79
"755","2010-05-20",10.14
"756","2010-05-21",10.27
"757","2010-05-24",10.37
"758","2010-05-25",10.24
"759","2010-05-26",10.25
"760","2010-05-27",10.67
"761","2010-05-28",10.6
"762","2010-06-01",10.78
"763","2010-06-02",10.99
"764","2010-06-03",11.01
"765","2010-06-04",10.47
"766","2010-06-07",10.54
"767","2010-06-08",10.84
"768","2010-06-09",10.87
"769","2010-06-10",11.06
"770","2010-06-11",11.11
"771","2010-06-14",11.02
"772","2010-06-15",11.27
"773","2010-06-16",11.33
"774","2010-06-17",11.35
"775","2010-06-18",11.35
"776","2010-06-21",11.16
"777","2010-06-22",11.11
"778","2010-06-23",11.05
"779","2010-06-24",11.12
"780","2010-06-25",11.52
"781","2010-06-28",11.26
"782","2010-06-29",10.96
"783","2010-06-30",10.78
"784","2010-07-01",10.58
"785","2010-07-02",10.46
"786","2010-07-06",10.32
"787","2010-07-07",10.83
"788","2010-07-08",10.76
"789","2010-07-09",10.95
"790","2010-07-12",10.9
"791","2010-07-13",11.12
"792","2010-07-14",11.08
"793","2010-07-15",11.14
"794","2010-07-16",11
"795","2010-07-19",10.95
"796","2010-07-20",10.84
"797","2010-07-21",10.66
"798","2010-07-22",10.95
"799","2010-07-23",11
"800","2010-07-26",11.02
"801","2010-07-27",11.25
"802","2010-07-28",11.28
"803","2010-07-29",11.31
"804","2010-07-30",11.47
"805","2010-08-02",11.3
"806","2010-08-03",11.42
"807","2010-08-04",11.43
"808","2010-08-05",11.3
"809","2010-08-06",11.34
"810","2010-08-09",11.15
"811","2010-08-10",10.99
"812","2010-08-11",10.72
"813","2010-08-12",10.76
"814","2010-08-13",10.62
"815","2010-08-16",10.98
"816","2010-08-17",11.18
"817","2010-08-18",11.02
"818","2010-08-19",10.62
"819","2010-08-20",10.58
"820","2010-08-23",10.8
"821","2010-08-24",10.67
"822","2010-08-25",10.87
"823","2010-08-26",10.67
"824","2010-08-27",10.91
"825","2010-08-30",10.59
"826","2010-08-31",10.68
"827","2010-09-01",11
"828","2010-09-02",11.01
"829","2010-09-03",11.03
"830","2010-09-07",10.86
"831","2010-09-08",10.86
"832","2010-09-09",11.01
"833","2010-09-10",11.08
"834","2010-09-13",11.23
"835","2010-09-14",11.2
"836","2010-09-15",11.38
"837","2010-09-16",11.35
"838","2010-09-17",11.43
"839","2010-09-20",11.5
"840","2010-09-21",11.35
"841","2010-09-22",11.25
"842","2010-09-23",11.13
"843","2010-09-24",11.21
"844","2010-09-27",11.27
"845","2010-09-28",11.08
"846","2010-09-29",11.04
"847","2010-09-30",10.92
"848","2010-10-01",10.8
"849","2010-10-04",10.69
"850","2010-10-05",10.95
"851","2010-10-06",11.11
"852","2010-10-07",11.06
"853","2010-10-08",11.21
"854","2010-10-11",11.13
"855","2010-10-12",11.2
"856","2010-10-13",11.37
"857","2010-10-14",11.34
"858","2010-10-15",11.36
"859","2010-10-18",11.33
"860","2010-10-19",11.17
"861","2010-10-20",11.26
"862","2010-10-21",11.14
"863","2010-10-22",11.28
"864","2010-10-25",11.21
"865","2010-10-26",11.2
"866","2010-10-27",11.98
"867","2010-10-28",12.28
"868","2010-10-29",12.25
"869","2010-11-01",12.24
"870","2010-11-02",12.36
"871","2010-11-03",12.45
"872","2010-11-04",12.59
"873","2010-11-05",12.62
"874","2010-11-08",12.66
"875","2010-11-09",12.66
"876","2010-11-10",12.71
"877","2010-11-11",12.71
"878","2010-11-12",12.61
"879","2010-11-15",12.62
"880","2010-11-16",12.42
"881","2010-11-17",12.24
"882","2010-11-18",12.5
"883","2010-11-19",12.56
"884","2010-11-22",12.68
"885","2010-11-23",12.53
"886","2010-11-24",12.68
"887","2010-11-26",12.85
"888","2010-11-29",12.9
"889","2010-11-30",12.78
"890","2010-12-01",12.9
"891","2010-12-02",12.98
"892","2010-12-03",13
"893","2010-12-06",13.03
"894","2010-12-07",13.31
"895","2010-12-08",13.5
"896","2010-12-09",13.49
"897","2010-12-10",13.48
"898","2010-12-13",13.49
"899","2010-12-14",13.63
"900","2010-12-15",13.64
"901","2010-12-16",13.68
"902","2010-12-17",13.61
"903","2010-12-20",13.74
"904","2010-12-21",13.81
"905","2010-12-22",13.65
"906","2010-12-23",13.69
"907","2010-12-27",13.59
"908","2010-12-28",13.74
"909","2010-12-29",13.71
"910","2010-12-30",13.68
"911","2010-12-31",13.73
"912","2011-01-03",13.73
"913","2011-01-04",13.41
"914","2011-01-05",13.44
"915","2011-01-06",13.43
"916","2011-01-07",13.56
"917","2011-01-10",13.48
"918","2011-01-11",13.55
"919","2011-01-12",13.77
"920","2011-01-13",13.83
"921","2011-01-14",13.64
"922","2011-01-18",13.67
"923","2011-01-19",13.73
"924","2011-01-20",13.66
"925","2011-01-21",13.58
"926","2011-01-24",13.78
"927","2011-01-25",13.71
"928","2011-01-26",14.02
"929","2011-01-27",13.8
"930","2011-01-28",13.5
"931","2011-01-31",13.43
"932","2011-02-01",13.6
"933","2011-02-02",13.54
"934","2011-02-03",13.58
"935","2011-02-04",13.63
"936","2011-02-07",13.86
"937","2011-02-08",13.89
"938","2011-02-09",13.85
"939","2011-02-10",13.68
"940","2011-02-11",13.72
"941","2011-02-14",13.71
"942","2011-02-15",13.62
"943","2011-02-16",13.67
"944","2011-02-17",14.3
"945","2011-02-18",14.25
"946","2011-02-22",14.15
"947","2011-02-23",13.98
"948","2011-02-24",13.89
"949","2011-02-25",14.37
"950","2011-02-28",15
"951","2011-03-01",15.02
"952","2011-03-02",17.98
"953","2011-03-03",17.67
"954","2011-03-04",17.780001
"955","2011-03-07",17.99
"956","2011-03-08",18.049999
"957","2011-03-09",18.26
"958","2011-03-10",18.15
"959","2011-03-11",18.02
"960","2011-03-14",18.32
"961","2011-03-15",18.059999
"962","2011-03-16",18.1
"963","2011-03-17",18.309999
"964","2011-03-18",18.73
"965","2011-03-21",19.18
"966","2011-03-22",18.540001
"967","2011-03-23",18.719999
"968","2011-03-24",18.940001
"969","2011-03-25",19.4
"970","2011-03-28",19.24
"971","2011-03-29",19.110001
"972","2011-03-30",18.719999
"973","2011-03-31",18.77
"974","2011-04-01",19.049999
"975","2011-04-04",19.049999
"976","2011-04-05",19.08
"977","2011-04-06",18.709999
"978","2011-04-07",18.77
"979","2011-04-08",18.48
"980","2011-04-11",18.27
"981","2011-04-12",17.5
"982","2011-04-13",18.120001
"983","2011-04-14",18.719999
"984","2011-04-15",18.76
"985","2011-04-18",18.469999
"986","2011-04-19",18.42
"987","2011-04-20",18.790001
"988","2011-04-21",18.82
"989","2011-04-25",18.450001
"990","2011-04-26",18.809999
"991","2011-04-27",18.1
"992","2011-04-28",18.200001
"993","2011-04-29",18.08
"994","2011-05-02",18.040001
"995","2011-05-03",17.799999
"996","2011-05-04",17.75
"997","2011-05-05",17.360001
"998","2011-05-06",17.92
"999","2011-05-09",17.99
