"","date","FLL"
"87","2007-05-08",3.69
"88","2007-05-09",3.65
"89","2007-05-10",3.59
"90","2007-05-11",3.6
"91","2007-05-14",3.6
"92","2007-05-15",3.6
"93","2007-05-16",3.55
"94","2007-05-17",3.55
"95","2007-05-18",3.55
"96","2007-05-21",3.6
"97","2007-05-22",3.59
"98","2007-05-23",3.57
"99","2007-05-24",3.46
"100","2007-05-25",3.47
"101","2007-05-29",3.51
"102","2007-05-30",3.55
"103","2007-05-31",3.5
"104","2007-06-01",3.78
"105","2007-06-04",3.78
"106","2007-06-05",3.7
"107","2007-06-06",3.69
"108","2007-06-07",3.7
"109","2007-06-08",3.61
"110","2007-06-11",3.69
"111","2007-06-12",3.69
"112","2007-06-13",3.75
"113","2007-06-14",3.85
"114","2007-06-15",3.8
"115","2007-06-18",3.8
"116","2007-06-19",3.79
"117","2007-06-20",3.8
"118","2007-06-21",3.79
"119","2007-06-22",3.78
"120","2007-06-25",3.78
"121","2007-06-26",3.74
"122","2007-06-27",3.73
"123","2007-06-28",3.74
"124","2007-06-29",3.75
"125","2007-07-02",3.62
"126","2007-07-03",3.75
"127","2007-07-05",3.95
"128","2007-07-06",3.85
"129","2007-07-09",4
"130","2007-07-10",4
"131","2007-07-11",3.98
"132","2007-07-12",4
"133","2007-07-13",4
"134","2007-07-16",3.99
"135","2007-07-17",3.99
"136","2007-07-18",3.9
"137","2007-07-19",3.89
"138","2007-07-20",3.9
"139","2007-07-23",3.85
"140","2007-07-24",3.83
"141","2007-07-25",3.75
"142","2007-07-26",3.65
"143","2007-07-27",3.5
"144","2007-07-30",3.49
"145","2007-07-31",3.49
"146","2007-08-01",3.5
"147","2007-08-02",3.5
"148","2007-08-03",3.25
"149","2007-08-06",3.41
"150","2007-08-07",3.45
"151","2007-08-08",3.42
"152","2007-08-09",3.33
"153","2007-08-10",3.24
"154","2007-08-13",3.35
"155","2007-08-14",3.35
"156","2007-08-15",3.3
"157","2007-08-16",3.25
"158","2007-08-17",3.2
"159","2007-08-20",3
"160","2007-08-21",3.03
"161","2007-08-22",3.05
"162","2007-08-23",3.14
"163","2007-08-24",3.15
"164","2007-08-27",3.15
"165","2007-08-28",3.1
"166","2007-08-29",3.05
"167","2007-08-30",3.2
"168","2007-08-31",3.25
"169","2007-09-04",3.15
"170","2007-09-05",3.21
"171","2007-09-06",3.35
"172","2007-09-07",3.35
"173","2007-09-10",3.05
"174","2007-09-11",3.05
"175","2007-09-12",3.1
"176","2007-09-13",3.05
"177","2007-09-14",3.08
"178","2007-09-17",3.1
"179","2007-09-18",3.15
"180","2007-09-19",2.95
"181","2007-09-20",3
"182","2007-09-21",2.95
"183","2007-09-24",3
"184","2007-09-25",3
"185","2007-09-26",2.97
"186","2007-09-27",3.05
"187","2007-09-28",3.19
"188","2007-10-01",3.15
"189","2007-10-02",3.1
"190","2007-10-03",3.05
"191","2007-10-04",3.05
"192","2007-10-05",3.05
"193","2007-10-08",3.09
"194","2007-10-09",3.08
"195","2007-10-10",3.19
"196","2007-10-11",3.14
"197","2007-10-12",3.2
"198","2007-10-15",3.1
"199","2007-10-16",3.2
"200","2007-10-17",3.15
"201","2007-10-18",3.11
"202","2007-10-19",3.1
"203","2007-10-22",3.13
"204","2007-10-23",3.03
"205","2007-10-24",3
"206","2007-10-25",3.1
"207","2007-10-26",3.19
"208","2007-10-29",3.13
"209","2007-10-30",3.05
"210","2007-10-31",3.09
"211","2007-11-01",3.05
"212","2007-11-02",3.03
"213","2007-11-05",3
"214","2007-11-06",3
"215","2007-11-07",3
"216","2007-11-08",2.99
"217","2007-11-09",2.95
"218","2007-11-12",2.95
"219","2007-11-13",2.98
"220","2007-11-14",2.9
"221","2007-11-15",2.95
"222","2007-11-16",2.95
"223","2007-11-19",2.9
"224","2007-11-20",2.85
"225","2007-11-21",2.79
"226","2007-11-23",2.85
"227","2007-11-26",2.85
"228","2007-11-27",2.78
"229","2007-11-28",2.75
"230","2007-11-29",2.8
"231","2007-11-30",2.78
"232","2007-12-03",2.83
"233","2007-12-04",2.75
"234","2007-12-05",2.8
"235","2007-12-06",2.7
"236","2007-12-07",2.73
"237","2007-12-10",2.55
"238","2007-12-11",2.06
"239","2007-12-12",2.3
"240","2007-12-13",2.26
"241","2007-12-14",2.32
"242","2007-12-17",2.75
"243","2007-12-18",2.7
"244","2007-12-19",2.68
"245","2007-12-20",2.65
"246","2007-12-21",2.74
"247","2007-12-24",2.75
"248","2007-12-26",2.75
"249","2007-12-27",2.73
"250","2007-12-28",2.68
"251","2007-12-31",2.8
"252","2008-01-02",2.75
"253","2008-01-03",2.7
"254","2008-01-04",2.5
"255","2008-01-07",2.67
"256","2008-01-08",2.59
"257","2008-01-09",2.59
"258","2008-01-10",2.59
"259","2008-01-11",2.58
"260","2008-01-14",2.5
"261","2008-01-15",2.48
"262","2008-01-16",2.5
"263","2008-01-17",2.33
"264","2008-01-18",2.32
"265","2008-01-22",2.3
"266","2008-01-23",2.04
"267","2008-01-24",2.04
"268","2008-01-25",2.03
"269","2008-01-28",2.08
"270","2008-01-29",2.15
"271","2008-01-30",2.15
"272","2008-01-31",2.15
"273","2008-02-01",2.32
"274","2008-02-04",2.3
"275","2008-02-05",2.2
"276","2008-02-06",2.24
"277","2008-02-07",2.2
"278","2008-02-08",2.05
"279","2008-02-11",2.1
"280","2008-02-12",2.12
"281","2008-02-13",2.1
"282","2008-02-14",2
"283","2008-02-15",1.9
"284","2008-02-19",1.96
"285","2008-02-20",1.95
"286","2008-02-21",2.08
"287","2008-02-22",2.05
"288","2008-02-25",2.1
"289","2008-02-26",2.03
"290","2008-02-27",2.08
"291","2008-02-28",2.08
"292","2008-02-29",2.23
"293","2008-03-03",2.21
"294","2008-03-04",2.3
"295","2008-03-05",2.23
"296","2008-03-06",2.15
"297","2008-03-07",2
"298","2008-03-10",1.66
"299","2008-03-11",1.6
"300","2008-03-12",1.54
"301","2008-03-13",1.49
"302","2008-03-14",1.42
"303","2008-03-17",1.47
"304","2008-03-18",1.42
"305","2008-03-19",1.3
"306","2008-03-20",1.37
"307","2008-03-24",1.37
"308","2008-03-25",1.39
"309","2008-03-26",1.38
"310","2008-03-27",1.48
"311","2008-03-28",1.51
"312","2008-03-31",1.6
"313","2008-04-01",1.51
"314","2008-04-02",1.58
"315","2008-04-03",1.75
"316","2008-04-04",1.74
"317","2008-04-07",1.75
"318","2008-04-08",1.7
"319","2008-04-09",1.6
"320","2008-04-10",1.57
"321","2008-04-11",1.55
"322","2008-04-14",1.55
"323","2008-04-15",1.57
"324","2008-04-16",1.56
"325","2008-04-17",1.64
"326","2008-04-18",1.85
"327","2008-04-21",2.02
"328","2008-04-22",2
"329","2008-04-23",2.25
"330","2008-04-24",2.15
"331","2008-04-25",2.15
"332","2008-04-28",2.05
"333","2008-04-29",2
"334","2008-04-30",2.05
"335","2008-05-01",2.04
"336","2008-05-02",2.04
"337","2008-05-05",2.04
"338","2008-05-06",2
"339","2008-05-07",2.19
"340","2008-05-08",2.09
"341","2008-05-09",2.12
"342","2008-05-12",2.12
"343","2008-05-13",2.13
"344","2008-05-14",2.19
"345","2008-05-15",2.25
"346","2008-05-16",2.25
"347","2008-05-19",2.4
"348","2008-05-20",2.3
"349","2008-05-21",2.28
"350","2008-05-22",2.22
"351","2008-05-23",2.2
"352","2008-05-27",2.15
"353","2008-05-28",2.1
"354","2008-05-29",2.13
"355","2008-05-30",2.18
"356","2008-06-02",2.08
"357","2008-06-03",2.08
"358","2008-06-04",2.11
"359","2008-06-05",2.09
"360","2008-06-06",2.09
"361","2008-06-09",2.1
"362","2008-06-10",2.1
"363","2008-06-11",2.1
"364","2008-06-12",2.08
"365","2008-06-13",2.08
"366","2008-06-16",2.07
"367","2008-06-17",2.06
"368","2008-06-18",2.05
"369","2008-06-19",2.11
"370","2008-06-20",2.09
"371","2008-06-23",2.1
"372","2008-06-24",2.05
"373","2008-06-25",2.1
"374","2008-06-26",2.01
"375","2008-06-27",2.1
"376","2008-06-30",2.1
"377","2008-07-01",2
"378","2008-07-02",2
"379","2008-07-03",1.75
"380","2008-07-07",1.87
"381","2008-07-08",1.8
"382","2008-07-09",1.79
"383","2008-07-10",1.78
"384","2008-07-11",1.8
"385","2008-07-14",1.8
"386","2008-07-15",1.71
"387","2008-07-16",1.75
"388","2008-07-17",1.75
"389","2008-07-18",1.79
"390","2008-07-21",1.75
"391","2008-07-22",1.74
"392","2008-07-23",1.75
"393","2008-07-24",1.79
"394","2008-07-25",1.79
"395","2008-07-28",1.74
"396","2008-07-29",1.75
"397","2008-07-30",1.75
"398","2008-07-31",1.74
"399","2008-08-01",1.73
"400","2008-08-04",1.66
"401","2008-08-05",1.7
"402","2008-08-06",1.71
"403","2008-08-07",1.68
"404","2008-08-08",1.7
"405","2008-08-11",1.67
"406","2008-08-12",1.8
"407","2008-08-13",1.75
"408","2008-08-14",1.75
"409","2008-08-15",1.75
"410","2008-08-18",1.7
"411","2008-08-19",1.68
"412","2008-08-20",1.66
"413","2008-08-21",1.66
"414","2008-08-22",1.66
"415","2008-08-25",1.65
"416","2008-08-26",1.65
"417","2008-08-27",1.63
"418","2008-08-28",1.6
"419","2008-08-29",1.7
"420","2008-09-02",1.65
"421","2008-09-03",1.6
"422","2008-09-04",1.67
"423","2008-09-05",1.6
"424","2008-09-08",1.62
"425","2008-09-09",1.61
"426","2008-09-10",1.61
"427","2008-09-11",1.61
"428","2008-09-12",1.6
"429","2008-09-15",1.5
"430","2008-09-16",1.45
"431","2008-09-17",1.43
"432","2008-09-18",1.48
"433","2008-09-19",1.47
"434","2008-09-22",1.49
"435","2008-09-23",1.46
"436","2008-09-24",1.45
"437","2008-09-25",1.45
"438","2008-09-26",1.52
"439","2008-09-29",1.49
"440","2008-09-30",1.54
"441","2008-10-01",1.5
"442","2008-10-02",1.49
"443","2008-10-03",1.43
"444","2008-10-06",1.27
"445","2008-10-07",1.31
"446","2008-10-08",1.25
"447","2008-10-09",1.25
"448","2008-10-10",1.2
"449","2008-10-13",1.35
"450","2008-10-14",1.45
"451","2008-10-15",1.36
"452","2008-10-16",1.3
"453","2008-10-17",1.4
"454","2008-10-20",1.35
"455","2008-10-21",1.36
"456","2008-10-22",1.27
"457","2008-10-23",1.25
"458","2008-10-24",1.25
"459","2008-10-27",1.24
"460","2008-10-28",1.19
"461","2008-10-29",1.13
"462","2008-10-30",1.2
"463","2008-10-31",1.22
"464","2008-11-03",1.35
"465","2008-11-04",1.3
"466","2008-11-05",1.25
"467","2008-11-06",1.2
"468","2008-11-07",1.18
"469","2008-11-10",1.14
"470","2008-11-11",1.17
"471","2008-11-12",1.15
"472","2008-11-13",1.15
"473","2008-11-14",1.07
"474","2008-11-17",1.06
"475","2008-11-18",1.1
"476","2008-11-19",1
"477","2008-11-20",1.02
"478","2008-11-21",1.03
"479","2008-11-24",1.14
"480","2008-11-25",1.14
"481","2008-11-26",1.09
"482","2008-11-28",1.14
"483","2008-12-01",1.12
"484","2008-12-02",1.11
"485","2008-12-03",1.07
"486","2008-12-04",1.08
"487","2008-12-05",1.1
"488","2008-12-08",1.1
"489","2008-12-09",1.06
"490","2008-12-10",1.05
"491","2008-12-11",1.08
"492","2008-12-12",1.11
"493","2008-12-15",1.14
"494","2008-12-16",1.14
"495","2008-12-17",1.13
"496","2008-12-18",1.07
"497","2008-12-19",1.09
"498","2008-12-22",1.06
"499","2008-12-23",1.1
"500","2008-12-24",1.02
"501","2008-12-26",1.07
"502","2008-12-29",1.09
"503","2008-12-30",1.05
"504","2008-12-31",1.12
"505","2009-01-02",1.1
"506","2009-01-05",1.15
"507","2009-01-06",1.2
"508","2009-01-07",1.19
"509","2009-01-08",1.2
"510","2009-01-09",1.2
"511","2009-01-12",1.19
"512","2009-01-13",1.16
"513","2009-01-14",1.19
"514","2009-01-15",1.17
"515","2009-01-16",1.17
"516","2009-01-20",1.06
"517","2009-01-21",1.01
"518","2009-01-22",1.08
"519","2009-01-23",1.06
"520","2009-01-26",1.03
"521","2009-01-27",1.06
"522","2009-01-28",1.08
"523","2009-01-29",1.04
"524","2009-01-30",1.08
"525","2009-02-02",1.18
"526","2009-02-03",1.13
"527","2009-02-04",1.11
"528","2009-02-05",1.1
"529","2009-02-06",1.1
"530","2009-02-09",1.12
"531","2009-02-10",1.1
"532","2009-02-11",1.12
"533","2009-02-12",1.08
"534","2009-02-13",1.1
"535","2009-02-17",1.06
"536","2009-02-18",1.05
"537","2009-02-19",1.05
"538","2009-02-20",1.02
"539","2009-02-23",0.95
"540","2009-02-24",1.07
"541","2009-02-25",1.08
"542","2009-02-26",1.09
"543","2009-02-27",1.09
"544","2009-03-02",1.03
"545","2009-03-03",1.05
"546","2009-03-04",1.04
"547","2009-03-05",1.09
"548","2009-03-06",1.04
"549","2009-03-09",0.95
"550","2009-03-10",0.94
"551","2009-03-11",0.9
"552","2009-03-12",1
"553","2009-03-13",1
"554","2009-03-16",1.01
"555","2009-03-17",1.02
"556","2009-03-18",1.04
"557","2009-03-19",1
"558","2009-03-20",1.05
"559","2009-03-23",1.13
"560","2009-03-24",1.14
"561","2009-03-25",1.19
"562","2009-03-26",1.1
"563","2009-03-27",1.15
"564","2009-03-30",1.13
"565","2009-03-31",1.18
"566","2009-04-01",1.2
"567","2009-04-02",1.24
"568","2009-04-03",1.28
"569","2009-04-06",1.39
"570","2009-04-07",1.37
"571","2009-04-08",1.31
"572","2009-04-09",1.35
"573","2009-04-13",1.4
"574","2009-04-14",1.41
"575","2009-04-15",1.43
"576","2009-04-16",1.58
"577","2009-04-17",1.57
"578","2009-04-20",1.53
"579","2009-04-21",1.72
"580","2009-04-22",1.9
"581","2009-04-23",2.09
"582","2009-04-24",2.19
"583","2009-04-27",2.2
"584","2009-04-28",2.17
"585","2009-04-29",2.15
"586","2009-04-30",2.15
"587","2009-05-01",2.3
"588","2009-05-04",2.49
"589","2009-05-05",2.6
"590","2009-05-06",2.63
"591","2009-05-07",2.72
"592","2009-05-08",2.56
"593","2009-05-11",2.59
"594","2009-05-12",2.48
"595","2009-05-13",2.5
"596","2009-05-14",2.34
"597","2009-05-15",2.4
"598","2009-05-18",2.4
"599","2009-05-19",2.42
"600","2009-05-20",2.42
"601","2009-05-21",2.42
"602","2009-05-22",2.21
"603","2009-05-26",2.32
"604","2009-05-27",2.25
"605","2009-05-28",2.6
"606","2009-05-29",2.55
"607","2009-06-01",2.51
"608","2009-06-02",2.52
"609","2009-06-03",2.42
"610","2009-06-04",2.44
"611","2009-06-05",2.44
"612","2009-06-08",2.47
"613","2009-06-09",2.55
"614","2009-06-10",2.43
"615","2009-06-11",2.43
"616","2009-06-12",2.4
"617","2009-06-15",2.25
"618","2009-06-16",2.3
"619","2009-06-17",2.22
"620","2009-06-18",2.3
"621","2009-06-19",2.3
"622","2009-06-22",2.3
"623","2009-06-23",2.28
"624","2009-06-24",2.27
"625","2009-06-25",2.28
"626","2009-06-26",2.2
"627","2009-06-29",2.35
"628","2009-06-30",2.35
"629","2009-07-01",2.39
"630","2009-07-02",2.33
"631","2009-07-06",2.41
"632","2009-07-07",2.25
"633","2009-07-08",2.32
"634","2009-07-09",2.3
"635","2009-07-10",2.3
"636","2009-07-13",2.29
"637","2009-07-14",2.28
"638","2009-07-15",2.3
"639","2009-07-16",2.4
"640","2009-07-17",2.45
"641","2009-07-20",2.4
"642","2009-07-21",2.3
"643","2009-07-22",2.28
"644","2009-07-23",2.3
"645","2009-07-24",2.3
"646","2009-07-27",2.3
"647","2009-07-28",2.17
"648","2009-07-29",2.39
"649","2009-07-30",2.4
"650","2009-07-31",2.45
"651","2009-08-03",2.45
"652","2009-08-04",2.54
"653","2009-08-05",2.41
"654","2009-08-06",2.43
"655","2009-08-07",2.38
"656","2009-08-10",2.36
"657","2009-08-11",2.41
"658","2009-08-12",2.3
"659","2009-08-13",2.3
"660","2009-08-14",2.29
"661","2009-08-17",2.28
"662","2009-08-18",2.28
"663","2009-08-19",2.29
"664","2009-08-20",2.39
"665","2009-08-21",2.49
"666","2009-08-24",2.4
"667","2009-08-25",2.57
"668","2009-08-26",2.55
"669","2009-08-27",2.53
"670","2009-08-28",2.54
"671","2009-08-31",2.5
"672","2009-09-01",2.55
"673","2009-09-02",2.59
"674","2009-09-03",2.68
"675","2009-09-04",2.75
"676","2009-09-08",2.64
"677","2009-09-09",2.7
"678","2009-09-10",2.73
"679","2009-09-11",2.74
"680","2009-09-14",2.73
"681","2009-09-15",2.87
"682","2009-09-16",2.82
"683","2009-09-17",2.72
"684","2009-09-18",2.77
"685","2009-09-21",2.69
"686","2009-09-22",2.7
"687","2009-09-23",2.8
"688","2009-09-24",2.79
"689","2009-09-25",2.77
"690","2009-09-28",2.75
"691","2009-09-29",2.75
"692","2009-09-30",2.71
"693","2009-10-01",2.61
"694","2009-10-02",2.5
"695","2009-10-05",2.54
"696","2009-10-06",2.55
"697","2009-10-07",2.55
"698","2009-10-08",2.54
"699","2009-10-09",2.47
"700","2009-10-12",2.5
"701","2009-10-13",2.43
"702","2009-10-14",2.52
"703","2009-10-15",2.5
"704","2009-10-16",2.5
"705","2009-10-19",2.48
"706","2009-10-20",2.48
"707","2009-10-21",2.45
"708","2009-10-22",2.44
"709","2009-10-23",2.51
"710","2009-10-26",2.55
"711","2009-10-27",2.54
"712","2009-10-28",2.55
"713","2009-10-29",2.45
"714","2009-10-30",2.4
"715","2009-11-02",2.39
"716","2009-11-03",2.5
"717","2009-11-04",2.7
"718","2009-11-05",2.7
"719","2009-11-06",2.75
"720","2009-11-09",2.75
"721","2009-11-10",2.75
"722","2009-11-11",3.04
"723","2009-11-12",2.97
"724","2009-11-13",3.1
"725","2009-11-16",3.48
"726","2009-11-17",3.4
"727","2009-11-18",3.48
"728","2009-11-19",3.4
"729","2009-11-20",3.4
"730","2009-11-23",3.35
"731","2009-11-24",3.18
"732","2009-11-25",3.3
"733","2009-11-27",3.4
"734","2009-11-30",3.45
"735","2009-12-01",3.56
"736","2009-12-02",3.6
"737","2009-12-03",3.54
"738","2009-12-04",3.51
"739","2009-12-07",3.58
"740","2009-12-08",3.5
"741","2009-12-09",3.45
"742","2009-12-10",3.4
"743","2009-12-11",3.37
"744","2009-12-14",3.37
"745","2009-12-15",3.4
"746","2009-12-16",3.3
"747","2009-12-17",3.2
"748","2009-12-18",3.25
"749","2009-12-21",3.25
"750","2009-12-22",3.29
"751","2009-12-23",3.32
"752","2009-12-24",3.38
"753","2009-12-28",3.41
"754","2009-12-29",3.44
"755","2009-12-30",3.43
"756","2009-12-31",3.44
"757","2010-01-04",3.55
"758","2010-01-05",3.55
"759","2010-01-06",3.58
"760","2010-01-07",3.6
"761","2010-01-08",3.48
"762","2010-01-11",3.44
"763","2010-01-12",3.4
"764","2010-01-13",3.33
"765","2010-01-14",3.33
"766","2010-01-15",3.33
"767","2010-01-19",3.35
"768","2010-01-20",3.22
"769","2010-01-21",3.18
"770","2010-01-22",3.14
"771","2010-01-25",3.15
"772","2010-01-26",3.06
"773","2010-01-27",2.9
"774","2010-01-28",2.77
"775","2010-01-29",2.85
"776","2010-02-01",2.82
"777","2010-02-02",2.85
"778","2010-02-03",2.87
"779","2010-02-04",2.79
"780","2010-02-05",2.82
"781","2010-02-08",2.85
"782","2010-02-09",2.66
"783","2010-02-10",2.69
"784","2010-02-11",2.75
"785","2010-02-12",2.75
"786","2010-02-16",2.83
"787","2010-02-17",2.91
"788","2010-02-18",2.95
"789","2010-02-19",3.03
"790","2010-02-22",3.29
"791","2010-02-23",3.22
"792","2010-02-24",3
"793","2010-02-25",2.9
"794","2010-02-26",2.87
"795","2010-03-01",3.04
"796","2010-03-02",3.08
"797","2010-03-03",3.06
"798","2010-03-04",3.01
"799","2010-03-05",2.96
"800","2010-03-08",3.04
"801","2010-03-09",3.08
"802","2010-03-10",3.07
"803","2010-03-11",3.1
"804","2010-03-12",3.1
"805","2010-03-15",3.2
"806","2010-03-16",3.2
"807","2010-03-17",3.2
"808","2010-03-18",3.18
"809","2010-03-19",3.35
"810","2010-03-22",3.17
"811","2010-03-23",3.07
"812","2010-03-24",3.15
"813","2010-03-25",3.11
"814","2010-03-26",3.1
"815","2010-03-29",2.9
"816","2010-03-30",2.92
"817","2010-03-31",2.87
"818","2010-04-01",2.89
"819","2010-04-05",2.75
"820","2010-04-06",2.69
"821","2010-04-07",2.85
"822","2010-04-08",2.9
"823","2010-04-09",3.04
"824","2010-04-12",3.22
"825","2010-04-13",3.22
"826","2010-04-14",3.25
"827","2010-04-15",3.25
"828","2010-04-16",3.2
"829","2010-04-19",3.25
"830","2010-04-20",3.27
"831","2010-04-21",3.21
"832","2010-04-22",3.21
"833","2010-04-23",3.22
"834","2010-04-26",3.19
"835","2010-04-27",3.17
"836","2010-04-28",3.09
"837","2010-04-29",3.25
"838","2010-04-30",3.15
"839","2010-05-03",3.06
"840","2010-05-04",3
"841","2010-05-05",3.05
"842","2010-05-06",3.09
"843","2010-05-07",3.01
"844","2010-05-10",3.05
"845","2010-05-11",3.08
"846","2010-05-12",3.03
"847","2010-05-13",3.01
"848","2010-05-14",3.1
"849","2010-05-17",3.07
"850","2010-05-18",3.05
"851","2010-05-19",2.94
"852","2010-05-20",2.91
"853","2010-05-21",2.86
"854","2010-05-24",2.95
"855","2010-05-25",3.05
"856","2010-05-26",3.09
"857","2010-05-27",3.11
"858","2010-05-28",3.09
"859","2010-06-01",3.09
"860","2010-06-02",3.17
"861","2010-06-03",3.17
"862","2010-06-04",3.19
"863","2010-06-07",3.15
"864","2010-06-08",3.16
"865","2010-06-09",3.15
"866","2010-06-10",3.14
"867","2010-06-11",3.19
"868","2010-06-14",3.16
"869","2010-06-15",3.13
"870","2010-06-16",3.19
"871","2010-06-17",3.1
"872","2010-06-18",3.15
"873","2010-06-21",3.15
"874","2010-06-22",3.19
"875","2010-06-23",3.23
"876","2010-06-24",3.17
"877","2010-06-25",3.1
"878","2010-06-28",3.17
"879","2010-06-29",3.12
"880","2010-06-30",3.15
"881","2010-07-01",3.15
"882","2010-07-02",3.12
"883","2010-07-06",3.04
"884","2010-07-07",3.14
"885","2010-07-08",3.08
"886","2010-07-09",3.1
"887","2010-07-12",3.06
"888","2010-07-13",3.03
"889","2010-07-14",3.01
"890","2010-07-15",3.05
"891","2010-07-16",2.98
"892","2010-07-19",3.04
"893","2010-07-20",3
"894","2010-07-21",3.01
"895","2010-07-22",3.07
"896","2010-07-23",3.15
"897","2010-07-26",3.17
"898","2010-07-27",3.15
"899","2010-07-28",3.17
"900","2010-07-29",3.18
"901","2010-07-30",3.18
"902","2010-08-02",3.2
"903","2010-08-03",3.2
"904","2010-08-04",3.2
"905","2010-08-05",3.21
"906","2010-08-06",3.22
"907","2010-08-09",3.15
"908","2010-08-10",3.1
"909","2010-08-11",3.08
"910","2010-08-12",3.11
"911","2010-08-13",3.16
"912","2010-08-16",3.15
"913","2010-08-17",3.18
"914","2010-08-18",3.15
"915","2010-08-19",3.18
"916","2010-08-20",3.13
"917","2010-08-23",3.17
"918","2010-08-24",3.15
"919","2010-08-25",3.15
"920","2010-08-26",3.1
"921","2010-08-27",3.2
"922","2010-08-30",3.16
"923","2010-08-31",3.11
"924","2010-09-01",3.13
"925","2010-09-02",3.18
"926","2010-09-03",3.17
"927","2010-09-07",3.15
"928","2010-09-08",3.12
"929","2010-09-09",3.18
"930","2010-09-10",3.22
"931","2010-09-13",3.24
"932","2010-09-14",3.2
"933","2010-09-15",3.2
"934","2010-09-16",3.11
"935","2010-09-17",3.24
"936","2010-09-20",3.19
"937","2010-09-21",3.21
"938","2010-09-22",3.18
"939","2010-09-23",3.16
"940","2010-09-24",3.13
"941","2010-09-27",3.2
"942","2010-09-28",3.28
"943","2010-09-29",3.13
"944","2010-09-30",3.14
"945","2010-10-01",3.19
"946","2010-10-04",3.27
"947","2010-10-05",3.28
"948","2010-10-06",3.28
"949","2010-10-07",3.3
"950","2010-10-08",3.28
"951","2010-10-11",3.41
"952","2010-10-12",3.5
"953","2010-10-13",3.57
"954","2010-10-14",3.65
"955","2010-10-15",3.58
"956","2010-10-18",3.64
"957","2010-10-19",3.58
"958","2010-10-20",3.53
"959","2010-10-21",3.45
"960","2010-10-22",3.45
"961","2010-10-25",3.45
"962","2010-10-26",3.45
"963","2010-10-27",3.44
"964","2010-10-28",3.45
"965","2010-10-29",3.5
"966","2010-11-01",3.55
"967","2010-11-02",3.59
"968","2010-11-03",3.58
"969","2010-11-04",3.65
"970","2010-11-05",3.63
"971","2010-11-08",3.7
"972","2010-11-09",3.69
"973","2010-11-10",3.69
"974","2010-11-11",3.67
"975","2010-11-12",3.5
"976","2010-11-15",3.3
"977","2010-11-16",3.18
"978","2010-11-17",3.23
"979","2010-11-18",3.21
"980","2010-11-19",3.24
"981","2010-11-22",3.05
"982","2010-11-23",2.93
"983","2010-11-24",3.07
"984","2010-11-26",3.11
"985","2010-11-29",3.15
"986","2010-11-30",3.15
"987","2010-12-01",3.29
"988","2010-12-02",3.47
"989","2010-12-03",3.54
"990","2010-12-06",3.58
"991","2010-12-07",3.56
"992","2010-12-08",3.6
"993","2010-12-09",3.61
"994","2010-12-10",3.61
"995","2010-12-13",3.62
"996","2010-12-14",3.62
"997","2010-12-15",3.55
"998","2010-12-16",3.52
"999","2010-12-17",3.6
"1000","2010-12-20",3.46
"1001","2010-12-21",3.53
"1002","2010-12-22",3.54
