"","date","NCR"
"1","2007-01-03",43.009998
"2","2007-01-04",42.560001
"3","2007-01-05",42.400002
"4","2007-01-08",43.790001
"5","2007-01-09",44
"6","2007-01-10",43.73
"7","2007-01-11",43.700001
"8","2007-01-12",43.5
"9","2007-01-16",44.619999
"10","2007-01-17",44.919998
"11","2007-01-18",44.380001
"12","2007-01-19",44.349998
"13","2007-01-22",44.830002
"14","2007-01-23",44.459999
"15","2007-01-24",44.82
"16","2007-01-25",45.439999
"17","2007-01-26",45.43
"18","2007-01-29",45.759998
"19","2007-01-30",46.41
"20","2007-01-31",47.389999
"21","2007-02-01",46.700001
"22","2007-02-02",46.970001
"23","2007-02-05",47.290001
"24","2007-02-06",46.950001
"25","2007-02-07",47.25
"26","2007-02-08",46.93
"27","2007-02-09",46.599998
"28","2007-02-12",46.580002
"29","2007-02-13",47.009998
"30","2007-02-14",47.130001
"31","2007-02-15",47.040001
"32","2007-02-16",46.849998
"33","2007-02-20",47.799999
"34","2007-02-21",47.98
"35","2007-02-22",47.990002
"36","2007-02-23",48.200001
"37","2007-02-26",47.91
"38","2007-02-27",46
"39","2007-02-28",46.220001
"40","2007-03-01",46.130001
"41","2007-03-02",45.650002
"42","2007-03-05",45.41
"43","2007-03-06",46.110001
"44","2007-03-07",47.02
"45","2007-03-08",47.599998
"46","2007-03-09",47.610001
"47","2007-03-12",48.25
"48","2007-03-13",46.950001
"49","2007-03-14",47.77
"50","2007-03-15",47.759998
"51","2007-03-16",47.73
"52","2007-03-19",47.799999
"53","2007-03-20",47.790001
"54","2007-03-21",48.73
"55","2007-03-22",49.099998
"56","2007-03-23",49.02
"57","2007-03-26",49.299999
"58","2007-03-27",48.740002
"59","2007-03-28",47.939999
"60","2007-03-29",48.009998
"61","2007-03-30",47.77
"62","2007-04-02",47.75
"63","2007-04-03",48.18
"64","2007-04-04",47.869999
"65","2007-04-05",47.919998
"66","2007-04-09",48.049999
"67","2007-04-10",47.669998
"68","2007-04-11",47.290001
"69","2007-04-12",47.290001
"70","2007-04-13",47.330002
"71","2007-04-16",47.82
"72","2007-04-17",47.599998
"73","2007-04-18",47.290001
"74","2007-04-19",47.580002
"75","2007-04-20",48.25
"76","2007-04-23",48.779999
"77","2007-04-24",48.849998
"78","2007-04-25",49.799999
"79","2007-04-26",50.25
"80","2007-04-27",50.23
"81","2007-04-30",50.400002
"82","2007-05-01",50.16
"83","2007-05-02",50.919998
"84","2007-05-03",51.360001
"85","2007-05-04",52.119999
"86","2007-05-07",52.240002
"87","2007-05-08",51.919998
"88","2007-05-09",51.82
"89","2007-05-10",50.869999
"90","2007-05-11",51.669998
"91","2007-05-14",51.07
"92","2007-05-15",50.900002
"93","2007-05-16",51.400002
"94","2007-05-17",51.610001
"95","2007-05-18",52.23
"96","2007-05-21",52
"97","2007-05-22",51.830002
"98","2007-05-23",52.130001
"99","2007-05-24",51.939999
"100","2007-05-25",52.439999
"101","2007-05-29",52.880001
"102","2007-05-30",53.360001
"103","2007-05-31",53.669998
"104","2007-06-01",53.57
"105","2007-06-04",53.73
"106","2007-06-05",54.34
"107","2007-06-06",52.98
"108","2007-06-07",52.720001
"109","2007-06-08",53.220001
"110","2007-06-11",52.869999
"111","2007-06-12",52.16
"112","2007-06-13",52.880001
"113","2007-06-14",52.939999
"114","2007-06-15",52.650002
"115","2007-06-18",52.66
"116","2007-06-19",52.759998
"117","2007-06-20",52.060001
"118","2007-06-21",52.490002
"119","2007-06-22",51.5
"120","2007-06-25",51.16
"121","2007-06-26",51.029999
"122","2007-06-27",51.900002
"123","2007-06-28",51.860001
"124","2007-06-29",52.540001
"125","2007-07-02",53.029999
"126","2007-07-03",53.299999
"127","2007-07-05",53.369999
"128","2007-07-06",53.790001
"129","2007-07-09",54.119999
"130","2007-07-10",53.130001
"131","2007-07-11",53.290001
"132","2007-07-12",53.98
"133","2007-07-13",53.810001
"134","2007-07-16",53.849998
"135","2007-07-17",54
"136","2007-07-18",54
"137","2007-07-19",54.93
"138","2007-07-20",55.27
"139","2007-07-23",55.18
"140","2007-07-24",54.610001
"141","2007-07-25",54.669998
"142","2007-07-26",53.060001
"143","2007-07-27",50.790001
"144","2007-07-30",51.349998
"145","2007-07-31",52.220001
"146","2007-08-01",52.099998
"147","2007-08-02",52.599998
"148","2007-08-03",51.189999
"149","2007-08-06",51.360001
"150","2007-08-07",51.110001
"151","2007-08-08",51.279999
"152","2007-08-09",48.700001
"153","2007-08-10",49.59
"154","2007-08-13",50.610001
"155","2007-08-14",49.259998
"156","2007-08-15",47.419998
"157","2007-08-16",47.619999
"158","2007-08-17",48.810001
"159","2007-08-20",48.869999
"160","2007-08-21",49.02
"161","2007-08-22",49.450001
"162","2007-08-23",49.470001
"163","2007-08-24",49.66
"164","2007-08-27",49.830002
"165","2007-08-28",48.689999
"166","2007-08-29",49.25
"167","2007-08-30",49.27
"168","2007-08-31",49.77
"169","2007-09-04",49.130001
"170","2007-09-05",48.900002
"171","2007-09-06",49.25
"172","2007-09-07",48.880001
"173","2007-09-10",49.700001
"174","2007-09-11",49.709999
"175","2007-09-12",48.400002
"176","2007-09-13",48.200001
"177","2007-09-14",48.330002
"178","2007-09-17",48.130001
"179","2007-09-18",47.810001
"180","2007-09-19",47.990002
"181","2007-09-20",48.290001
"182","2007-09-21",48.119999
"183","2007-09-24",48.240002
"184","2007-09-25",48.139999
"185","2007-09-26",48.310001
"186","2007-09-27",49.060001
"187","2007-09-28",49.799999
"188","2007-10-01",23.93
"189","2007-10-02",24.17
"190","2007-10-03",24.48
"191","2007-10-04",25.1
"192","2007-10-05",26.25
"193","2007-10-08",26.49
"194","2007-10-09",27.08
"195","2007-10-10",26.690001
"196","2007-10-11",26.49
"197","2007-10-12",26.25
"198","2007-10-15",26.530001
"199","2007-10-16",26.280001
"200","2007-10-17",26.57
"201","2007-10-18",26.52
"202","2007-10-19",25.629999
"203","2007-10-22",25.75
"204","2007-10-23",25.74
"205","2007-10-24",25.68
"206","2007-10-25",25.610001
"207","2007-10-26",25.91
"208","2007-10-29",25.58
"209","2007-10-30",25.530001
"210","2007-10-31",27.59
"211","2007-11-01",27.9
