"","date","BBGI"
"311","2008-03-28",5
"312","2008-03-31",3.56
"313","2008-04-01",5.49
"314","2008-04-02",4.25
"315","2008-04-03",4.8
"316","2008-04-04",4.69
"317","2008-04-07",5.43
"318","2008-04-08",5.16
"319","2008-04-09",5.38
"320","2008-04-10",4.76
"321","2008-04-11",4.82
"322","2008-04-14",5.29
"323","2008-04-15",5.24
"324","2008-04-16",5.37
"325","2008-04-17",5.06
"326","2008-04-18",4.9
"327","2008-04-21",5.08
"328","2008-04-22",4.89
"329","2008-04-23",4.89
"330","2008-04-24",4.93
"331","2008-04-25",4.78
"332","2008-04-28",4.92
"333","2008-04-29",4.76
"334","2008-04-30",5
"335","2008-05-01",4.75
"336","2008-05-02",4.91
"337","2008-05-05",4.61
"338","2008-05-06",5.5
"339","2008-05-07",5.36
"340","2008-05-08",5.13
"341","2008-05-09",5.24
"342","2008-05-12",4.66
"343","2008-05-13",4.75
"344","2008-05-14",4.92
"345","2008-05-15",4.64
"346","2008-05-16",4.85
"347","2008-05-19",4.8
"348","2008-05-20",4.63
"349","2008-05-21",4.74
"350","2008-05-22",4.5
"351","2008-05-23",4.7
"352","2008-05-27",4.79
"353","2008-05-28",4.77
"354","2008-05-29",4.79
"355","2008-05-30",4.7
"356","2008-06-02",4.88
"357","2008-06-03",4.81
"358","2008-06-04",4.99
"359","2008-06-05",4.63
"360","2008-06-06",4.88
"361","2008-06-09",4.62
"362","2008-06-10",4.51
"363","2008-06-11",4.5
"364","2008-06-12",4.3
"365","2008-06-13",4.5
"366","2008-06-16",5.05
"367","2008-06-17",4.52
"368","2008-06-18",4.69
"369","2008-06-19",4.99
"370","2008-06-20",4.39
"371","2008-06-23",4.26
"372","2008-06-24",4.26
"373","2008-06-25",4.31
"374","2008-06-26",4.18
"375","2008-06-27",4.48
"376","2008-06-30",4.57
"377","2008-07-01",4.58
"378","2008-07-02",4.18
"379","2008-07-03",4.24
"380","2008-07-07",4.19
"381","2008-07-08",4.23
"382","2008-07-09",4.6
"383","2008-07-10",4.2
"384","2008-07-11",4.18
"385","2008-07-14",4.18
"386","2008-07-15",4.23
"387","2008-07-16",4.6
"388","2008-07-17",4.19
"389","2008-07-18",4.19
"390","2008-07-21",4.16
"391","2008-07-22",4.16
"392","2008-07-23",4.25
"393","2008-07-24",4.25
"394","2008-07-25",4.1
"395","2008-07-28",4.19
"396","2008-07-29",4
"397","2008-07-30",4.64
"398","2008-07-31",4.27
"399","2008-08-01",4.24
"400","2008-08-04",4.25
"401","2008-08-05",4.13
"402","2008-08-06",3.73
"403","2008-08-07",3.7
"404","2008-08-08",3.75
"405","2008-08-11",3.82
"406","2008-08-12",3.47
"407","2008-08-13",3.47
"408","2008-08-14",3.88
"409","2008-08-15",4.2
"410","2008-08-18",4.05
"411","2008-08-19",3.27
"412","2008-08-20",3.88
"413","2008-08-21",4
"414","2008-08-22",3.93
"415","2008-08-25",4
"416","2008-08-26",3.96
"417","2008-08-27",3.28
"418","2008-08-28",3.2
"419","2008-08-29",3.32
"420","2008-09-02",3.25
"421","2008-09-03",3.25
"422","2008-09-04",3.25
"423","2008-09-05",3.31
"424","2008-09-08",3.31
"425","2008-09-09",3.3
"426","2008-09-10",3.03
"427","2008-09-11",2.96
"428","2008-09-12",2.96
"429","2008-09-15",2.96
"430","2008-09-16",2.4
"431","2008-09-17",2.25
"432","2008-09-18",2.23
"433","2008-09-19",3.37
"434","2008-09-22",2.76
"435","2008-09-23",2.5
"436","2008-09-24",2.9
"437","2008-09-25",2.61
"438","2008-09-26",2.11
"439","2008-09-29",2.99
"440","2008-09-30",1.69
"441","2008-10-01",2.1
"442","2008-10-02",2.07
"443","2008-10-03",2.09
"444","2008-10-06",1.75
"445","2008-10-07",2.02
"446","2008-10-08",1.6
"447","2008-10-09",1.69
"448","2008-10-10",1.71
"449","2008-10-13",2
"450","2008-10-14",2.15
"451","2008-10-15",1.88
"452","2008-10-16",1.8
"453","2008-10-17",1.64
"454","2008-10-20",1.63
"455","2008-10-21",1.63
"456","2008-10-22",1.7
"457","2008-10-23",1.5
"458","2008-10-24",1.5
"459","2008-10-27",1.4
"460","2008-10-28",1.41
"461","2008-10-29",1.35
"462","2008-10-30",1.5
"463","2008-10-31",1.49
"464","2008-11-03",1.5
"465","2008-11-04",1.45
"466","2008-11-05",1.5
"467","2008-11-06",1.44
"468","2008-11-07",1.5
"469","2008-11-10",1.35
"470","2008-11-11",1.3
"471","2008-11-12",1.31
"472","2008-11-13",1.98
"473","2008-11-14",1.92
"474","2008-11-17",2
"475","2008-11-18",1.88
"476","2008-11-19",1.94
"477","2008-11-20",1.7
"478","2008-11-21",1.15
"479","2008-11-24",0.93
"480","2008-11-25",1.01
"481","2008-11-26",0.85
"482","2008-11-28",0.88
"483","2008-12-01",0.76
"484","2008-12-02",0.76
"485","2008-12-03",1.09
"486","2008-12-04",1.6
"487","2008-12-05",1.98
"488","2008-12-08",1.86
"489","2008-12-09",1.77
"490","2008-12-10",1.65
"491","2008-12-11",1.65
"492","2008-12-12",1.55
"493","2008-12-15",1.65
"494","2008-12-16",1.58
"495","2008-12-17",1.48
"496","2008-12-18",1.33
"497","2008-12-19",1.33
"498","2008-12-22",1.41
"499","2008-12-23",1.4
"500","2008-12-24",1.7
"501","2008-12-26",1.68
"502","2008-12-29",1.64
"503","2008-12-30",1.71
"504","2008-12-31",1.8
"505","2009-01-02",2.05
"506","2009-01-05",2.11
"507","2009-01-06",2.56
"508","2009-01-07",3
"509","2009-01-08",3.23
"510","2009-01-09",3.7
"511","2009-01-12",3.58
"512","2009-01-13",2.65
"513","2009-01-14",3.32
"514","2009-01-15",3
"515","2009-01-16",2.91
"516","2009-01-20",2.62
"517","2009-01-21",2.11
"518","2009-01-22",2.11
"519","2009-01-23",1.9
"520","2009-01-26",1.5
"521","2009-01-27",1.61
"522","2009-01-28",1.61
"523","2009-01-29",1.55
"524","2009-01-30",1.55
"525","2009-02-02",1.41
"526","2009-02-03",1.58
"527","2009-02-04",1.7
"528","2009-02-05",2.38
"529","2009-02-06",2.18
"530","2009-02-09",2.17
"531","2009-02-10",2.17
"532","2009-02-11",2.17
"533","2009-02-12",2.17
"534","2009-02-13",2.17
"535","2009-02-17",1.94
"536","2009-02-18",1.53
"537","2009-02-19",1.7
"538","2009-02-20",1.36
"539","2009-02-23",1.36
"540","2009-02-24",1.29
"541","2009-02-25",1.1
"542","2009-02-26",1.11
"543","2009-02-27",1.11
"544","2009-03-02",1.07
"545","2009-03-03",1.01
"546","2009-03-04",1.09
"547","2009-03-05",1
"548","2009-03-06",1
"549","2009-03-09",1
"550","2009-03-10",1.02
"551","2009-03-11",1.01
"552","2009-03-12",1.23
"553","2009-03-13",1.33
"554","2009-03-16",1.5
"555","2009-03-17",2.28
"556","2009-03-18",3.42
"557","2009-03-19",2.79
"558","2009-03-20",2.22
"559","2009-03-23",2.54
"560","2009-03-24",2.54
"561","2009-03-25",2.37
"562","2009-03-26",2.22
"563","2009-03-27",1.9
"564","2009-03-30",1.9
"565","2009-03-31",1.95
"566","2009-04-01",2.08
"567","2009-04-02",2.54
"568","2009-04-03",2.08
"569","2009-04-06",2.24
"570","2009-04-07",2.1
"571","2009-04-08",2.3
"572","2009-04-09",2.42
"573","2009-04-13",2.37
"574","2009-04-14",2.43
"575","2009-04-15",2.24
"576","2009-04-16",2.17
"577","2009-04-17",2.07
"578","2009-04-20",2.44
"579","2009-04-21",2.29
"580","2009-04-22",2.11
"581","2009-04-23",2.44
"582","2009-04-24",2.4
"583","2009-04-27",2.11
"584","2009-04-28",2.3
"585","2009-04-29",2.3
"586","2009-04-30",2.19
"587","2009-05-01",2.17
"588","2009-05-04",2.41
"589","2009-05-05",2.7
"590","2009-05-06",2.42
"591","2009-05-07",2.34
"592","2009-05-08",2.46
"593","2009-05-11",2.74
"594","2009-05-12",2.28
"595","2009-05-13",2.68
"596","2009-05-14",2.25
"597","2009-05-15",2.6
"598","2009-05-18",2.49
"599","2009-05-19",2.59
"600","2009-05-20",2.52
"601","2009-05-21",2.22
"602","2009-05-22",2.23
"603","2009-05-26",2.26
"604","2009-05-27",2.37
"605","2009-05-28",2.22
"606","2009-05-29",2.6
"607","2009-06-01",2.69
"608","2009-06-02",2.37
"609","2009-06-03",2.34
"610","2009-06-04",2.34
"611","2009-06-05",2.34
"612","2009-06-08",2.34
"613","2009-06-09",2.52
"614","2009-06-10",2.5
"615","2009-06-11",2.51
"616","2009-06-12",2.51
"617","2009-06-15",2.25
"618","2009-06-16",2.17
"619","2009-06-17",2.17
"620","2009-06-18",2.15
"621","2009-06-19",2.51
"622","2009-06-22",2.51
"623","2009-06-23",2.21
"624","2009-06-24",1.8
"625","2009-06-25",2.71
"626","2009-06-26",2.54
"627","2009-06-29",2.11
"628","2009-06-30",2.19
"629","2009-07-01",2.21
"630","2009-07-02",2.15
"631","2009-07-06",2.17
"632","2009-07-07",2.58
"633","2009-07-08",2.6
"634","2009-07-09",2.47
"635","2009-07-10",2.38
"636","2009-07-13",2.38
"637","2009-07-14",2.26
"638","2009-07-15",2.2
"639","2009-07-16",2.58
"640","2009-07-17",2.89
"641","2009-07-20",3.49
"642","2009-07-21",3.76
"643","2009-07-22",3.78
"644","2009-07-23",2.85
"645","2009-07-24",2.87
"646","2009-07-27",2.55
"647","2009-07-28",2.7
"648","2009-07-29",2.89
"649","2009-07-30",2.89
"650","2009-07-31",2.95
"651","2009-08-03",2.89
"652","2009-08-04",2.89
"653","2009-08-05",3.08
"654","2009-08-06",3.44
"655","2009-08-07",3.11
"656","2009-08-10",3.33
"657","2009-08-11",3.7
"658","2009-08-12",3.15
"659","2009-08-13",3.27
"660","2009-08-14",3.38
"661","2009-08-17",3.35
"662","2009-08-18",3.71
"663","2009-08-19",3.3
"664","2009-08-20",3.39
"665","2009-08-21",3.45
"666","2009-08-24",3.45
"667","2009-08-25",4
"668","2009-08-26",3.56
"669","2009-08-27",3.63
"670","2009-08-28",3.48
"671","2009-08-31",3.54
"672","2009-09-01",3.44
"673","2009-09-02",3.35
"674","2009-09-03",3.45
"675","2009-09-04",3.02
"676","2009-09-08",2.72
"677","2009-09-09",3.1
"678","2009-09-10",3.33
"679","2009-09-11",3.29
"680","2009-09-14",3.4
"681","2009-09-15",3.7
"682","2009-09-16",3.67
"683","2009-09-17",3.5
"684","2009-09-18",3.3
"685","2009-09-21",3.35
"686","2009-09-22",3.01
"687","2009-09-23",3.4
"688","2009-09-24",3.19
"689","2009-09-25",3.41
"690","2009-09-28",3.5
"691","2009-09-29",3.58
"692","2009-09-30",3.58
"693","2009-10-01",3.5
"694","2009-10-02",3.46
"695","2009-10-05",3.65
"696","2009-10-06",3.2
"697","2009-10-07",3.47
"698","2009-10-08",3.47
"699","2009-10-09",3.53
"700","2009-10-12",3.44
"701","2009-10-13",3.42
"702","2009-10-14",3.55
"703","2009-10-15",3.61
"704","2009-10-16",3.3
"705","2009-10-19",3.3
"706","2009-10-20",3.53
"707","2009-10-21",3.69
"708","2009-10-22",3.36
"709","2009-10-23",3.67
"710","2009-10-26",3.51
"711","2009-10-27",3.7
"712","2009-10-28",3.41
"713","2009-10-29",3.52
"714","2009-10-30",3.41
"715","2009-11-02",3.46
"716","2009-11-03",3.4
"717","2009-11-04",3.55
"718","2009-11-05",3.52
"719","2009-11-06",3.4
"720","2009-11-09",3.66
"721","2009-11-10",3.4
"722","2009-11-11",3.46
"723","2009-11-12",3.55
"724","2009-11-13",3.61
"725","2009-11-16",3.65
"726","2009-11-17",3.45
"727","2009-11-18",3.62
"728","2009-11-19",3.4
"729","2009-11-20",3.6
"730","2009-11-23",3.2
"731","2009-11-24",3.1
"732","2009-11-25",4
"733","2009-11-27",4.24
"734","2009-11-30",3.62
"735","2009-12-01",4
"736","2009-12-02",3.98
"737","2009-12-03",3.9
"738","2009-12-04",4.2
"739","2009-12-07",4
"740","2009-12-08",4.35
"741","2009-12-09",4.16
"742","2009-12-10",4.35
"743","2009-12-11",4.01
"744","2009-12-14",3.89
"745","2009-12-15",4
"746","2009-12-16",3.98
"747","2009-12-17",3.72
"748","2009-12-18",3.45
"749","2009-12-21",3.82
"750","2009-12-22",3.38
"751","2009-12-23",3.61
"752","2009-12-24",3.61
"753","2009-12-28",3.45
"754","2009-12-29",3.32
"755","2009-12-30",3.41
"756","2009-12-31",3.57
"757","2010-01-04",3.5
"758","2010-01-05",3.4
"759","2010-01-06",3.11
"760","2010-01-07",3.4
"761","2010-01-08",3.5
"762","2010-01-11",3.22
"763","2010-01-12",3.59
"764","2010-01-13",3.39
"765","2010-01-14",3.39
"766","2010-01-15",3.46
"767","2010-01-19",3.4
"768","2010-01-20",3.42
"769","2010-01-21",3.36
"770","2010-01-22",3.28
"771","2010-01-25",3.32
"772","2010-01-26",3.45
"773","2010-01-27",3.45
"774","2010-01-28",3.65
"775","2010-01-29",3.59
"776","2010-02-01",3.45
"777","2010-02-02",3.45
"778","2010-02-03",3.6
"779","2010-02-04",3.6
"780","2010-02-05",3.51
"781","2010-02-08",3.58
"782","2010-02-09",3.43
"783","2010-02-10",3.44
"784","2010-02-11",3.68
"785","2010-02-12",3.75
"786","2010-02-16",3.55
"787","2010-02-17",3.75
"788","2010-02-18",3.88
"789","2010-02-19",4.01
"790","2010-02-22",3.8
"791","2010-02-23",4.06
"792","2010-02-24",4.06
"793","2010-02-25",4.06
"794","2010-02-26",3.7
"795","2010-03-01",3.95
"796","2010-03-02",3.99
"797","2010-03-03",3.65
"798","2010-03-04",4
"799","2010-03-05",3.96
"800","2010-03-08",4
"801","2010-03-09",3.99
"802","2010-03-10",3.96
"803","2010-03-11",3.99
"804","2010-03-12",3.96
"805","2010-03-15",3.77
"806","2010-03-16",3.91
"807","2010-03-17",4.05
"808","2010-03-18",4.05
"809","2010-03-19",4.35
"810","2010-03-22",4.06
"811","2010-03-23",4.06
"812","2010-03-24",3.75
"813","2010-03-25",4.01
"814","2010-03-26",3.8
"815","2010-03-29",4.03
"816","2010-03-30",4.18
"817","2010-03-31",4.15
"818","2010-04-01",4
"819","2010-04-05",4.35
"820","2010-04-06",3.83
"821","2010-04-07",4.12
"822","2010-04-08",4.22
"823","2010-04-09",3.97
"824","2010-04-12",4.25
"825","2010-04-13",4.28
"826","2010-04-14",4.35
"827","2010-04-15",4.54
"828","2010-04-16",4.36
"829","2010-04-19",4.79
"830","2010-04-20",4.58
"831","2010-04-21",4.61
"832","2010-04-22",5
"833","2010-04-23",5.25
"834","2010-04-26",5.31
"835","2010-04-27",5.54
"836","2010-04-28",5.5
"837","2010-04-29",6.35
"838","2010-04-30",5.88
"839","2010-05-03",5.76
"840","2010-05-04",5.61
"841","2010-05-05",5.2
"842","2010-05-06",5.25
"843","2010-05-07",5.2
"844","2010-05-10",6.05
"845","2010-05-11",6.35
"846","2010-05-12",6.18
"847","2010-05-13",6.06
"848","2010-05-14",5.93
"849","2010-05-17",6.31
"850","2010-05-18",6.35
"851","2010-05-19",6.17
"852","2010-05-20",6.1
"853","2010-05-21",5.96
"854","2010-05-24",6.29
"855","2010-05-25",6.05
"856","2010-05-26",6.11
"857","2010-05-27",6.05
"858","2010-05-28",5.17
"859","2010-06-01",5.19
"860","2010-06-02",5.34
"861","2010-06-03",5.36
"862","2010-06-04",5.56
"863","2010-06-07",5.38
"864","2010-06-08",5.76
"865","2010-06-09",6.05
"866","2010-06-10",6.48
"867","2010-06-11",6.91
"868","2010-06-14",7.05
"869","2010-06-15",6.92
"870","2010-06-16",6.81
"871","2010-06-17",6.79
"872","2010-06-18",6.72
"873","2010-06-21",6.19
"874","2010-06-22",6.53
"875","2010-06-23",6.35
"876","2010-06-24",6.65
"877","2010-06-25",6.45
"878","2010-06-28",5.96
"879","2010-06-29",5.23
"880","2010-06-30",4.87
"881","2010-07-01",4.96
"882","2010-07-02",4.63
"883","2010-07-06",4.42
"884","2010-07-07",4.03
"885","2010-07-08",3.54
"886","2010-07-09",3.79
"887","2010-07-12",3.91
"888","2010-07-13",3.99
"889","2010-07-14",3.99
"890","2010-07-15",3.81
"891","2010-07-16",3.37
"892","2010-07-19",3.64
"893","2010-07-20",3.72
"894","2010-07-21",3.64
"895","2010-07-22",3.6
"896","2010-07-23",3.93
"897","2010-07-26",4.18
"898","2010-07-27",4.49
"899","2010-07-28",4.98
"900","2010-07-29",5.2
"901","2010-07-30",5.57
"902","2010-08-02",5.5
"903","2010-08-03",5.25
"904","2010-08-04",5.66
"905","2010-08-05",5.97
"906","2010-08-06",5.8
"907","2010-08-09",6.1
"908","2010-08-10",5.4
"909","2010-08-11",4.96
"910","2010-08-12",4.75
"911","2010-08-13",4.54
"912","2010-08-16",4.26
"913","2010-08-17",4.08
"914","2010-08-18",3.91
"915","2010-08-19",3.99
"916","2010-08-20",3.76
"917","2010-08-23",3.77
"918","2010-08-24",3.64
"919","2010-08-25",3.76
"920","2010-08-26",3.44
"921","2010-08-27",3.6
"922","2010-08-30",3.43
"923","2010-08-31",3.56
"924","2010-09-01",3.6
"925","2010-09-02",3.59
"926","2010-09-03",3.86
"927","2010-09-07",3.62
"928","2010-09-08",3.79
"929","2010-09-09",3.7
"930","2010-09-10",3.59
"931","2010-09-13",3.82
"932","2010-09-14",3.92
"933","2010-09-15",4
"934","2010-09-16",3.9
"935","2010-09-17",4.25
"936","2010-09-20",5.19
"937","2010-09-21",5.09
"938","2010-09-22",5.32
"939","2010-09-23",5.03
"940","2010-09-24",5.75
"941","2010-09-27",5.59
"942","2010-09-28",5.55
"943","2010-09-29",5.38
"944","2010-09-30",5.29
"945","2010-10-01",5.38
"946","2010-10-04",5.03
"947","2010-10-05",5.37
"948","2010-10-06",5.23
"949","2010-10-07",5.23
"950","2010-10-08",5.25
"951","2010-10-11",5.22
"952","2010-10-12",5.24
"953","2010-10-13",5.23
"954","2010-10-14",5.21
"955","2010-10-15",5.24
"956","2010-10-18",5.25
"957","2010-10-19",5.14
"958","2010-10-20",4.91
"959","2010-10-21",4.92
"960","2010-10-22",5
"961","2010-10-25",5
"962","2010-10-26",4.97
"963","2010-10-27",4.86
"964","2010-10-28",4.51
"965","2010-10-29",4.37
"966","2010-11-01",4.19
"967","2010-11-02",4.25
"968","2010-11-03",4.18
"969","2010-11-04",4.35
"970","2010-11-05",5.04
"971","2010-11-08",4.74
"972","2010-11-09",4.7
"973","2010-11-10",4.62
"974","2010-11-11",4.27
"975","2010-11-12",4.23
"976","2010-11-15",4.15
"977","2010-11-16",4.01
"978","2010-11-17",4.06
"979","2010-11-18",4.31
"980","2010-11-19",4.14
"981","2010-11-22",4.12
"982","2010-11-23",4.14
"983","2010-11-24",4.26
"984","2010-11-26",4.23
"985","2010-11-29",4.3
"986","2010-11-30",4.04
"987","2010-12-01",4.14
"988","2010-12-02",3.87
"989","2010-12-03",4.11
"990","2010-12-06",4.18
"991","2010-12-07",4.3
"992","2010-12-08",4.33
"993","2010-12-09",4.41
"994","2010-12-10",4.54
"995","2010-12-13",4.71
"996","2010-12-14",4.71
"997","2010-12-15",4.77
"998","2010-12-16",4.91
"999","2010-12-17",4.95
"1000","2010-12-20",4.94
"1001","2010-12-21",5
"1002","2010-12-22",5.4
"1003","2010-12-23",5.59
"1004","2010-12-27",5.8
