"","date","KRYS"
"1","2017-09-20",10.64
"2","2017-09-21",10.25
"3","2017-09-22",10.06
"4","2017-09-25",9.75
"5","2017-09-26",9.85
"6","2017-09-27",10.049
"7","2017-09-28",10.08
"8","2017-09-29",9.97
"9","2017-10-02",9.98
"10","2017-10-03",9.91
"11","2017-10-04",9.9
"12","2017-10-05",10.06
"13","2017-10-06",9.941
"14","2017-10-09",9.95
"15","2017-10-10",10.06
"16","2017-10-11",10.1
"17","2017-10-12",10.01
"18","2017-10-13",10
"19","2017-10-16",9.56
"20","2017-10-17",9.71
"21","2017-10-18",11.19
"22","2017-10-19",10.66
"23","2017-10-20",9.99
"24","2017-10-23",9.31
"25","2017-10-24",9.67
"26","2017-10-25",10.1
"27","2017-10-26",9.7
"28","2017-10-27",10.04
"29","2017-10-30",9.51
"30","2017-10-31",9.9
"31","2017-11-01",9.55
"32","2017-11-02",9.56
"33","2017-11-03",9.725
"34","2017-11-06",9.87
"35","2017-11-07",9.83
"36","2017-11-08",10.07
"37","2017-11-09",10.13
"38","2017-11-10",10.18
"39","2017-11-13",10.564
"40","2017-11-14",10.79
"41","2017-11-15",10.4
"42","2017-11-16",10.71
"43","2017-11-17",10.37
"44","2017-11-20",10.43
"45","2017-11-21",10.49
"46","2017-11-22",10.5
"47","2017-11-24",10.5
"48","2017-11-27",10.5
"49","2017-11-28",10.5
"50","2017-11-29",10.19
"51","2017-11-30",10.5
"52","2017-12-01",10.52
"53","2017-12-04",10.5
"54","2017-12-05",10.5
"55","2017-12-06",10.36
"56","2017-12-07",10.41
"57","2017-12-08",10.21
"58","2017-12-11",10.67
"59","2017-12-12",10.62
"60","2017-12-13",10.6
"61","2017-12-14",10.33
"62","2017-12-15",9.56
"63","2017-12-18",9.13
"64","2017-12-19",8.19
"65","2017-12-20",8.85
"66","2017-12-21",9.25
"67","2017-12-22",9.02
"68","2017-12-26",8.8
"69","2017-12-27",8.95
"70","2017-12-28",9.91
"71","2017-12-29",10.52
"72","2018-01-02",9.18
"73","2018-01-03",10.61
"74","2018-01-04",10.52
"75","2018-01-05",10.34
"76","2018-01-08",10.61
"77","2018-01-09",10.2
"78","2018-01-10",10.06
"79","2018-01-11",10.5
"80","2018-01-12",10.05
"81","2018-01-16",9.87
"82","2018-01-17",9.64
"83","2018-01-18",9.78
"84","2018-01-19",10.25
"85","2018-01-22",9.96
"86","2018-01-23",9.75
"87","2018-01-24",9.58
"88","2018-01-25",9.55
"89","2018-01-26",10.05
"90","2018-01-29",9.7
"91","2018-01-30",10.04
"92","2018-01-31",9.98
"93","2018-02-01",9.69
"94","2018-02-02",9.53
"95","2018-02-05",8.85
"96","2018-02-06",9.242
"97","2018-02-07",9.66
"98","2018-02-08",9.49
"99","2018-02-09",9.59
"100","2018-02-12",8.91
"101","2018-02-13",9.303
"102","2018-02-14",9.04
"103","2018-02-15",8.81
"104","2018-02-16",8.62
"105","2018-02-20",8.61
"106","2018-02-21",8.67
"107","2018-02-22",9.14
"108","2018-02-23",8.95
"109","2018-02-26",9.8
"110","2018-02-27",10.2
"111","2018-02-28",10.08
"112","2018-03-01",9.91
"113","2018-03-02",9.93
"114","2018-03-05",9.26
"115","2018-03-06",9.83
"116","2018-03-07",9.87
"117","2018-03-08",9.99
"118","2018-03-09",9.69
"119","2018-03-12",9.8
"120","2018-03-13",10.25
"121","2018-03-14",10.9
"122","2018-03-15",11
"123","2018-03-16",11.74
"124","2018-03-19",11
"125","2018-03-20",10.85
"126","2018-03-21",10.4
"127","2018-03-22",10.6
"128","2018-03-23",10.24
"129","2018-03-26",9.92
"130","2018-03-27",9.81
"131","2018-03-28",9.87
"132","2018-03-29",10.09
"133","2018-04-02",9.66
"134","2018-04-03",9.63
"135","2018-04-04",9.99
"136","2018-04-05",10.02
"137","2018-04-06",9.89
"138","2018-04-09",9.8
"139","2018-04-10",10.06
"140","2018-04-11",9.97
"141","2018-04-12",9.84
"142","2018-04-13",9.84
"143","2018-04-16",10
"144","2018-04-17",10.03
"145","2018-04-18",10.08
"146","2018-04-19",10.41
"147","2018-04-20",10.1
"148","2018-04-23",8.99
"149","2018-04-24",9.1
"150","2018-04-25",9.2
"151","2018-04-26",9.6
"152","2018-04-27",9.72
"153","2018-04-30",9.61
"154","2018-05-01",9.5
"155","2018-05-02",9.6
"156","2018-05-03",10.15
"157","2018-05-04",10.08
"158","2018-05-07",10.35
"159","2018-05-08",10.09
"160","2018-05-09",10
"161","2018-05-10",10.25
"162","2018-05-11",10.1
"163","2018-05-14",10.1
"164","2018-05-15",10.222
"165","2018-05-16",10.66
"166","2018-05-17",10.8
"167","2018-05-18",11
"168","2018-05-21",10.75
"169","2018-05-22",10.5
"170","2018-05-23",10.25
"171","2018-05-24",10.18
"172","2018-05-25",10.31
"173","2018-05-29",10.3
"174","2018-05-30",10.2
"175","2018-05-31",10.29
"176","2018-06-01",10.3
"177","2018-06-04",10.585
"178","2018-06-05",11
"179","2018-06-06",12.45
"180","2018-06-07",12.68
"181","2018-06-08",13.81
"182","2018-06-11",14.69
"183","2018-06-12",13.83
"184","2018-06-13",13.9
"185","2018-06-14",14.23
"186","2018-06-15",14.2
"187","2018-06-18",14.39
"188","2018-06-19",14.7
"189","2018-06-20",15.26
"190","2018-06-21",14.04
"191","2018-06-22",14.97
"192","2018-06-25",14.52
"193","2018-06-26",14.52
"194","2018-06-27",13.75
"195","2018-06-28",14.42
"196","2018-06-29",14.87
"197","2018-07-02",14.43
"198","2018-07-03",14.52
"199","2018-07-05",14.69
"200","2018-07-06",15.07
"201","2018-07-09",15.06
"202","2018-07-10",15.81
"203","2018-07-11",16.629999
"204","2018-07-12",17.059999
"205","2018-07-13",17.129999
"206","2018-07-16",17.5
"207","2018-07-17",17.84
"208","2018-07-18",18.41
"209","2018-07-19",18
"210","2018-07-20",18.33
"211","2018-07-23",18.459999
"212","2018-07-24",17.9
"213","2018-07-25",17.299999
"214","2018-07-26",17.08
"215","2018-07-27",16.549999
"216","2018-07-30",15.625
"217","2018-07-31",16.450001
"218","2018-08-01",16.65
"219","2018-08-02",15.93
"220","2018-08-03",15.78
"221","2018-08-06",16.02
"222","2018-08-07",16.200001
"223","2018-08-08",15.84
"224","2018-08-09",16.01
"225","2018-08-10",16.01
"226","2018-08-13",15.921
"227","2018-08-14",16
"228","2018-08-15",16.120001
"229","2018-08-16",15.43
"230","2018-08-17",16.26
"231","2018-08-20",16.5
"232","2018-08-21",16.200001
"233","2018-08-22",16.275999
"234","2018-08-23",16.639999
"235","2018-08-24",16.73
"236","2018-08-27",16.59
"237","2018-08-28",16.809999
"238","2018-08-29",16.530001
"239","2018-08-30",16.52
"240","2018-08-31",16.440001
"241","2018-09-04",16.6
"242","2018-09-05",16.75
"243","2018-09-06",17.280001
"244","2018-09-07",18.85
"245","2018-09-10",19.790001
"246","2018-09-11",21
"247","2018-09-12",17.91
"248","2018-09-13",17.83
"249","2018-09-14",16.67
"250","2018-09-17",15.73
"251","2018-09-18",15.94
"252","2018-09-19",16.52
"253","2018-09-20",17
"254","2018-09-21",16.879999
"255","2018-09-24",17.65
"256","2018-09-25",18.059999
"257","2018-09-26",17.875
"258","2018-09-27",17.93
"259","2018-09-28",17.58
"260","2018-10-01",17.01
"261","2018-10-02",17.870001
"262","2018-10-03",16.4
"263","2018-10-04",16.25
"264","2018-10-05",15.8
"265","2018-10-08",15.51
"266","2018-10-09",15.17
"267","2018-10-10",15.03
"268","2018-10-11",15.5
"269","2018-10-12",16.139999
"270","2018-10-15",20
"271","2018-10-16",24.73
"272","2018-10-17",21.41
"273","2018-10-18",20.66
"274","2018-10-19",22.690001
"275","2018-10-22",21.120001
"276","2018-10-23",21.209999
"277","2018-10-24",20.33
"278","2018-10-25",19.860001
"279","2018-10-26",19.309999
"280","2018-10-29",18.76
"281","2018-10-30",19.719999
"282","2018-10-31",20.610001
"283","2018-11-01",23.5
"284","2018-11-02",22.67
"285","2018-11-05",22.23
"286","2018-11-06",21.6
"287","2018-11-07",21.74
"288","2018-11-08",20.85
"289","2018-11-09",22.34
"290","2018-11-12",21.6
"291","2018-11-13",20.459999
"292","2018-11-14",21.709999
"293","2018-11-15",21.68
"294","2018-11-16",20.709999
"295","2018-11-19",20.67
"296","2018-11-20",20.610001
"297","2018-11-21",20.620001
"298","2018-11-23",20.99
"299","2018-11-26",20.549999
"300","2018-11-27",21.450001
"301","2018-11-28",23.799999
"302","2018-11-29",23.440001
"303","2018-11-30",25.379999
"304","2018-12-03",24.959999
"305","2018-12-04",23.889999
"306","2018-12-06",23.469999
"307","2018-12-07",23.49
"308","2018-12-10",23.43
"309","2018-12-11",23.290001
"310","2018-12-12",23.790001
"311","2018-12-13",24.889999
"312","2018-12-14",24.76
"313","2018-12-17",23.51
"314","2018-12-18",22.9
"315","2018-12-19",22.459999
"316","2018-12-20",20.98
"317","2018-12-21",20.34
"318","2018-12-24",20.75
"319","2018-12-26",20.629999
"320","2018-12-27",20.360001
"321","2018-12-28",20.690001
"322","2018-12-31",20.780001
"323","2019-01-02",22.84
"324","2019-01-03",22.59
"325","2019-01-04",25.370001
"326","2019-01-07",25.780001
"327","2019-01-08",27.049999
"328","2019-01-09",26.17
"329","2019-01-10",26.690001
"330","2019-01-11",26.110001
"331","2019-01-14",25.07
"332","2019-01-15",25.27
"333","2019-01-16",24
"334","2019-01-17",23.02
"335","2019-01-18",23.27
"336","2019-01-22",22.129999
"337","2019-01-23",22.559999
"338","2019-01-24",23.290001
"339","2019-01-25",23.17
"340","2019-01-28",22.5
"341","2019-01-29",22.110001
"342","2019-01-30",22.855
"343","2019-01-31",23.120001
"344","2019-02-01",23.49
"345","2019-02-04",23.459999
"346","2019-02-05",23.290001
"347","2019-02-06",23.5
"348","2019-02-07",22.700001
"349","2019-02-08",23.129999
"350","2019-02-11",22.27
"351","2019-02-12",22.16
"352","2019-02-13",22.4
"353","2019-02-14",22.27
"354","2019-02-15",22.99
"355","2019-02-19",22.799999
"356","2019-02-20",22.629999
"357","2019-02-21",22.33
"358","2019-02-22",22.57
"359","2019-02-25",22.65
"360","2019-02-26",22.855
"361","2019-02-27",23.299999
"362","2019-02-28",22.360001
"363","2019-03-01",22.75
"364","2019-03-04",22
"365","2019-03-05",22.6
"366","2019-03-06",23.75
"367","2019-03-07",23.290001
"368","2019-03-08",22.17
"369","2019-03-11",20.709999
"370","2019-03-12",21.049999
"371","2019-03-13",19.860001
"372","2019-03-14",19.860001
"373","2019-03-15",21.1
"374","2019-03-18",21.290001
"375","2019-03-19",22.190001
"376","2019-03-20",22.15
"377","2019-03-21",24
"378","2019-03-22",25.02
"379","2019-03-25",27.34
"380","2019-03-26",27.309999
"381","2019-03-27",28.540001
"382","2019-03-28",29.91
"383","2019-03-29",32.900002
"384","2019-04-01",33
"385","2019-04-02",31.690001
"386","2019-04-03",33.299999
"387","2019-04-04",34.73
"388","2019-04-05",34.450001
"389","2019-04-08",33.110001
"390","2019-04-09",31.51
"391","2019-04-10",31.969999
"392","2019-04-11",32.23
"393","2019-04-12",31.969999
"394","2019-04-15",30.66
"395","2019-04-16",30.76
"396","2019-04-17",30.5
"397","2019-04-18",31.34
"398","2019-04-22",32.32
"399","2019-04-23",33.75
"400","2019-04-24",33.060001
"401","2019-04-25",32.790001
"402","2019-04-26",33
"403","2019-04-29",32.810001
"404","2019-04-30",32.75
"405","2019-05-01",32.380001
"406","2019-05-02",31.75
"407","2019-05-03",31.370001
"408","2019-05-06",31.57
"409","2019-05-07",32.18
"410","2019-05-08",32.220001
"411","2019-05-09",33.099998
"412","2019-05-10",35.939999
"413","2019-05-13",35.720001
"414","2019-05-14",36.259998
"415","2019-05-15",35
"416","2019-05-16",33.709999
"417","2019-05-17",33.34
"418","2019-05-20",32.18
"419","2019-05-21",32.470001
"420","2019-05-22",32.299999
"421","2019-05-23",32
"422","2019-05-24",32.439999
"423","2019-05-28",32.23
"424","2019-05-29",31.57
"425","2019-05-30",32
"426","2019-05-31",31.42
"427","2019-06-03",31.76
"428","2019-06-04",31.17
"429","2019-06-05",31.73
"430","2019-06-06",31.440001
"431","2019-06-07",31.52
"432","2019-06-10",32
"433","2019-06-11",31.68
"434","2019-06-12",32.080002
"435","2019-06-13",30.629999
"436","2019-06-14",27.200001
"437","2019-06-17",28.700001
"438","2019-06-18",28.49
"439","2019-06-19",28.870001
"440","2019-06-20",28.92
"441","2019-06-21",29.15
"442","2019-06-24",41.200001
"443","2019-06-25",40.310001
"444","2019-06-26",39.400002
"445","2019-06-27",38.009998
"446","2019-06-28",40.27
"447","2019-07-01",44.41
"448","2019-07-02",44.150002
"449","2019-07-03",45.18
"450","2019-07-05",44.700001
"451","2019-07-08",42.279999
"452","2019-07-09",42.66
"453","2019-07-10",44.32
"454","2019-07-11",45.23
"455","2019-07-12",47
"456","2019-07-15",47.650002
"457","2019-07-16",47.669998
"458","2019-07-17",48.610001
"459","2019-07-18",48.349998
"460","2019-07-19",49.41
"461","2019-07-22",51.299999
"462","2019-07-23",48.880001
"463","2019-07-24",48.240002
"464","2019-07-25",48.200001
"465","2019-07-26",46.470001
"466","2019-07-29",49.84
"467","2019-07-30",47.59
"468","2019-07-31",48.009998
"469","2019-08-01",47.790001
"470","2019-08-02",45.810001
"471","2019-08-05",42.759998
"472","2019-08-06",44
"473","2019-08-07",42.48
"474","2019-08-08",43.57
"475","2019-08-09",44.299999
"476","2019-08-12",43.599998
"477","2019-08-13",42.490002
"478","2019-08-14",41.799999
"479","2019-08-15",41.18
"480","2019-08-16",42.66
"481","2019-08-19",44.66
"482","2019-08-20",44.009998
"483","2019-08-21",43.279999
"484","2019-08-22",41.119999
"485","2019-08-23",40.529999
"486","2019-08-26",41.84
"487","2019-08-27",43.689999
"488","2019-08-28",46.209999
"489","2019-08-29",46.580002
"490","2019-08-30",45
"491","2019-09-03",41.48
"492","2019-09-04",42.98
"493","2019-09-05",45.27
"494","2019-09-06",42.720001
"495","2019-09-09",41.32
"496","2019-09-10",45.959999
"497","2019-09-11",47.77
"498","2019-09-12",44.450001
"499","2019-09-13",45.02
"500","2019-09-16",44.150002
"501","2019-09-17",44.98
"502","2019-09-18",46.959999
"503","2019-09-19",48.509998
"504","2019-09-20",48.98
"505","2019-09-23",46.759998
"506","2019-09-24",41.599998
"507","2019-09-25",41.490002
"508","2019-09-26",40.98
"509","2019-09-27",35.400002
"510","2019-09-30",34.724998
"511","2019-10-01",33.169998
"512","2019-10-02",34.849998
"513","2019-10-03",36.639999
"514","2019-10-04",37.560001
"515","2019-10-07",38.419998
"516","2019-10-08",37.27
"517","2019-10-09",35.98
"518","2019-10-10",36.189999
"519","2019-10-11",37.41
"520","2019-10-14",35.919998
"521","2019-10-15",38.650002
"522","2019-10-16",39.93
"523","2019-10-17",37.75
"524","2019-10-18",36.07
"525","2019-10-21",36.830002
"526","2019-10-22",36.91
"527","2019-10-23",39.150002
"528","2019-10-24",38.23
"529","2019-10-25",38.139999
"530","2019-10-28",41.240002
"531","2019-10-29",40.880001
"532","2019-10-30",39.439999
"533","2019-10-31",41.07
"534","2019-11-01",42.34
"535","2019-11-04",43.68
"536","2019-11-05",43.029999
"537","2019-11-06",43.25
"538","2019-11-07",41.889999
"539","2019-11-08",42.560001
"540","2019-11-11",46.41
"541","2019-11-12",46.93
"542","2019-11-13",51.34
"543","2019-11-14",51.07
"544","2019-11-15",51.560001
"545","2019-11-18",53.009998
"546","2019-11-19",53.919998
"547","2019-11-20",51.93
"548","2019-11-21",51.209999
"549","2019-11-22",54.43
"550","2019-11-25",56.959999
"551","2019-11-26",54.77
"552","2019-11-27",57.990002
"553","2019-11-29",56.509998
"554","2019-12-02",61.540001
"555","2019-12-03",59.599998
"556","2019-12-04",60.75
"557","2019-12-05",59.919998
"558","2019-12-06",62.639999
"559","2019-12-09",62.68
"560","2019-12-10",63.09
"561","2019-12-11",61.950001
"562","2019-12-12",64.230003
"563","2019-12-13",65.230003
"564","2019-12-16",63.119999
"565","2019-12-17",60.720001
"566","2019-12-18",62.849998
"567","2019-12-19",56.080002
"568","2019-12-20",57.27
"569","2019-12-23",58.549999
"570","2019-12-24",61.639999
"571","2019-12-26",62.209999
"572","2019-12-27",60.150002
"573","2019-12-30",57.630001
"574","2019-12-31",55.380001
"575","2020-01-02",56.990002
"576","2020-01-03",59.650002
"577","2020-01-06",58.18
"578","2020-01-07",54.880001
"579","2020-01-08",51.630001
"580","2020-01-09",51.630001
"581","2020-01-10",50.169998
"582","2020-01-13",47.23
"583","2020-01-14",47.060001
"584","2020-01-15",48.84
"585","2020-01-16",52.259998
"586","2020-01-17",51.830002
"587","2020-01-21",54.41
"588","2020-01-22",56.84
"589","2020-01-23",56.029999
"590","2020-01-24",56.02
"591","2020-01-27",57.759998
"592","2020-01-28",58.150002
"593","2020-01-29",55.560001
"594","2020-01-30",52.810001
"595","2020-01-31",52.259998
"596","2020-02-03",54.639999
"597","2020-02-04",58.5
"598","2020-02-05",58.919998
"599","2020-02-06",58.900002
"600","2020-02-07",58.59
"601","2020-02-10",59.509998
"602","2020-02-11",63.43
"603","2020-02-12",65.639999
"604","2020-02-13",64.510002
"605","2020-02-14",64.349998
"606","2020-02-18",62.209999
"607","2020-02-19",62.700001
"608","2020-02-20",60.650002
"609","2020-02-21",59.279999
"610","2020-02-24",58.029999
"611","2020-02-25",53.400002
"612","2020-02-26",55
"613","2020-02-27",52.5
"614","2020-02-28",53.450001
"615","2020-03-02",58.349998
"616","2020-03-03",55.91
"617","2020-03-04",57.150002
"618","2020-03-05",59.5
"619","2020-03-06",53.490002
"620","2020-03-09",50.259998
"621","2020-03-10",53.990002
"622","2020-03-11",49.919998
"623","2020-03-12",38.5
"624","2020-03-13",44.209999
"625","2020-03-16",38.27
"626","2020-03-17",41.060001
"627","2020-03-18",35.02
"628","2020-03-19",39.25
"629","2020-03-20",38.830002
"630","2020-03-23",36.02
"631","2020-03-24",38.880001
"632","2020-03-25",37.700001
"633","2020-03-26",40.5
"634","2020-03-27",38.5
"635","2020-03-30",39.900002
"636","2020-03-31",43.240002
"637","2020-04-01",38.529999
"638","2020-04-02",39.580002
"639","2020-04-03",37.029999
"640","2020-04-06",39.02
"641","2020-04-07",40.43
"642","2020-04-08",42.02
"643","2020-04-09",44.220001
"644","2020-04-13",43.099998
"645","2020-04-14",46.240002
"646","2020-04-15",45.150002
"647","2020-04-16",44.82
"648","2020-04-17",45.709999
"649","2020-04-20",45.279999
"650","2020-04-21",47.130001
"651","2020-04-22",49.700001
"652","2020-04-23",49.59
"653","2020-04-24",48.869999
"654","2020-04-27",50.200001
"655","2020-04-28",49.709999
"656","2020-04-29",49.860001
"657","2020-04-30",47.189999
"658","2020-05-01",46.310001
"659","2020-05-04",49.799999
"660","2020-05-05",52.639999
"661","2020-05-06",54.41
"662","2020-05-07",56.040001
"663","2020-05-08",58.02
"664","2020-05-11",60
"665","2020-05-12",59.040001
"666","2020-05-13",56.630001
"667","2020-05-14",59.110001
"668","2020-05-15",59.200001
"669","2020-05-18",56.549999
"670","2020-05-19",53.189999
"671","2020-05-20",55
"672","2020-05-21",54
"673","2020-05-22",53
"674","2020-05-26",51.669998
"675","2020-05-27",48.990002
"676","2020-05-28",50.369999
"677","2020-05-29",51.41
"678","2020-06-01",49.389999
"679","2020-06-02",48.630001
"680","2020-06-03",48.049999
"681","2020-06-04",48.5
"682","2020-06-05",47.32
"683","2020-06-08",46.959999
"684","2020-06-09",45.470001
"685","2020-06-10",47.779999
"686","2020-06-11",43.369999
"687","2020-06-12",44.970001
"688","2020-06-15",45.470001
"689","2020-06-16",50.490002
"690","2020-06-17",45.700001
"691","2020-06-18",45.310001
"692","2020-06-19",44.220001
"693","2020-06-22",44.68
"694","2020-06-23",45.080002
"695","2020-06-24",42.880001
"696","2020-06-25",42.560001
"697","2020-06-26",42.599998
"698","2020-06-29",41.299999
"699","2020-06-30",41.419998
"700","2020-07-01",45.48
"701","2020-07-02",44.75
"702","2020-07-06",43
"703","2020-07-07",41.639999
"704","2020-07-08",43.110001
"705","2020-07-09",42.43
"706","2020-07-10",40.939999
"707","2020-07-13",37.759998
"708","2020-07-14",40.110001
"709","2020-07-15",42.139999
"710","2020-07-16",40.950001
"711","2020-07-17",41.23
"712","2020-07-20",42.830002
"713","2020-07-21",40.68
"714","2020-07-22",41.77
"715","2020-07-23",41.220001
"716","2020-07-24",41.98
"717","2020-07-27",44.290001
"718","2020-07-28",42.82
"719","2020-07-29",41.380001
"720","2020-07-30",42.709999
"721","2020-07-31",41.290001
"722","2020-08-03",40.889999
"723","2020-08-04",41.959999
"724","2020-08-05",40.48
"725","2020-08-06",39.919998
"726","2020-08-07",39.91
"727","2020-08-10",41.18
"728","2020-08-11",40.119999
"729","2020-08-12",41.209999
"730","2020-08-13",42.25
"731","2020-08-14",42.599998
"732","2020-08-17",44.810001
"733","2020-08-18",44.849998
"734","2020-08-19",47.73
"735","2020-08-20",47.5
"736","2020-08-21",47.049999
"737","2020-08-24",46.200001
"738","2020-08-25",47.700001
"739","2020-08-26",47.400002
"740","2020-08-27",45.700001
