"","date","CAMP"
"95","2007-05-18",4.85
"96","2007-05-21",4.72
"97","2007-05-22",4.64
"98","2007-05-23",4.56
"99","2007-05-24",4.3
"100","2007-05-25",4.44
"101","2007-05-29",4.42
"102","2007-05-30",4.49
"103","2007-05-31",4.48
"104","2007-06-01",4.68
"105","2007-06-04",4.66
"106","2007-06-05",4.62
"107","2007-06-06",4.69
"108","2007-06-07",4.7
"109","2007-06-08",4.72
"110","2007-06-11",4.64
"111","2007-06-12",4.69
"112","2007-06-13",4.6
"113","2007-06-14",4.74
"114","2007-06-15",4.82
"115","2007-06-18",4.74
"116","2007-06-19",4.78
"117","2007-06-20",4.82
"118","2007-06-21",4.83
"119","2007-06-22",4.69
"120","2007-06-25",4.56
"121","2007-06-26",4.29
"122","2007-06-27",4.16
"123","2007-06-28",4.14
"124","2007-06-29",4.13
"125","2007-07-02",4.11
"126","2007-07-03",4.03
"127","2007-07-05",3.89
"128","2007-07-06",3.89
"129","2007-07-09",3.87
"130","2007-07-10",3.83
"131","2007-07-11",3.9
"132","2007-07-12",3.7
"133","2007-07-13",3.81
"134","2007-07-16",3.98
"135","2007-07-17",3.93
"136","2007-07-18",3.76
"137","2007-07-19",3.83
"138","2007-07-20",3.74
"139","2007-07-23",3.77
"140","2007-07-24",3.65
"141","2007-07-25",4.06
"142","2007-07-26",4.28
"143","2007-07-27",4.33
"144","2007-07-30",4.77
"145","2007-07-31",4.61
"146","2007-08-01",4.28
"147","2007-08-02",4.19
"148","2007-08-03",4.15
"149","2007-08-06",3.92
"150","2007-08-07",3.8
"151","2007-08-08",4.16
"152","2007-08-09",3.75
"153","2007-08-10",3.66
"154","2007-08-13",3.76
"155","2007-08-14",3.82
"156","2007-08-15",3.85
"157","2007-08-16",3.87
"158","2007-08-17",3.8
"159","2007-08-20",3.77
"160","2007-08-21",3.76
"161","2007-08-22",3.87
"162","2007-08-23",3.82
"163","2007-08-24",3.72
"164","2007-08-27",3.7
"165","2007-08-28",3.71
"166","2007-08-29",3.75
"167","2007-08-30",3.71
"168","2007-08-31",3.78
"169","2007-09-04",3.77
"170","2007-09-05",3.67
"171","2007-09-06",3.65
"172","2007-09-07",3.64
"173","2007-09-10",3.55
"174","2007-09-11",3.42
"175","2007-09-12",3.41
"176","2007-09-13",3.41
"177","2007-09-14",3.73
"178","2007-09-17",3.55
"179","2007-09-18",3.54
"180","2007-09-19",3.47
"181","2007-09-20",3.52
"182","2007-09-21",3.6
"183","2007-09-24",3.52
"184","2007-09-25",3.46
"185","2007-09-26",3.47
"186","2007-09-27",3.47
"187","2007-09-28",3.45
"188","2007-10-01",3.41
"189","2007-10-02",3.41
"190","2007-10-03",3.42
"191","2007-10-04",3.43
"192","2007-10-05",3.43
"193","2007-10-08",4.04
"194","2007-10-09",4.33
"195","2007-10-10",4.28
"196","2007-10-11",4.36
"197","2007-10-12",3.87
"198","2007-10-15",3.75
"199","2007-10-16",3.65
"200","2007-10-17",3.69
"201","2007-10-18",3.36
"202","2007-10-19",3.39
"203","2007-10-22",3.45
"204","2007-10-23",3.46
"205","2007-10-24",3.7
"206","2007-10-25",3.6
"207","2007-10-26",3.8
"208","2007-10-29",3.85
"209","2007-10-30",3.78
"210","2007-10-31",3.83
"211","2007-11-01",3.6
"212","2007-11-02",3.5
"213","2007-11-05",3.55
"214","2007-11-06",3.58
"215","2007-11-07",3.38
"216","2007-11-08",3.29
"217","2007-11-09",3.17
"218","2007-11-12",3.07
"219","2007-11-13",3.07
"220","2007-11-14",3.06
"221","2007-11-15",3.08
"222","2007-11-16",2.97
"223","2007-11-19",2.81
"224","2007-11-20",2.51
"225","2007-11-21",2.55
"226","2007-11-23",2.61
"227","2007-11-26",2.59
"228","2007-11-27",2.45
"229","2007-11-28",2.52
"230","2007-11-29",2.59
"231","2007-11-30",2.58
"232","2007-12-03",2.67
"233","2007-12-04",2.63
"234","2007-12-05",2.5
"235","2007-12-06",2.5
"236","2007-12-07",2.54
"237","2007-12-10",2.83
"238","2007-12-11",2.66
"239","2007-12-12",2.61
"240","2007-12-13",2.75
"241","2007-12-14",2.56
"242","2007-12-17",2.8
"243","2007-12-18",2.76
"244","2007-12-19",2.91
"245","2007-12-20",2.94
"246","2007-12-21",2.86
"247","2007-12-24",2.8
"248","2007-12-26",2.86
"249","2007-12-27",2.83
"250","2007-12-28",2.83
"251","2007-12-31",2.78
"252","2008-01-02",2.7
"253","2008-01-03",2.7
"254","2008-01-04",2.62
"255","2008-01-07",2.43
"256","2008-01-08",2.3
"257","2008-01-09",2.22
"258","2008-01-10",2.2
"259","2008-01-11",2.39
"260","2008-01-14",2.52
"261","2008-01-15",2.52
"262","2008-01-16",2.75
"263","2008-01-17",2.48
"264","2008-01-18",2.48
"265","2008-01-22",2.67
"266","2008-01-23",2.65
"267","2008-01-24",2.79
"268","2008-01-25",2.76
"269","2008-01-28",2.89
"270","2008-01-29",2.96
"271","2008-01-30",2.99
"272","2008-01-31",2.91
"273","2008-02-01",2.93
"274","2008-02-04",2.93
"275","2008-02-05",2.88
"276","2008-02-06",2.8
"277","2008-02-07",2.7
"278","2008-02-08",2.63
"279","2008-02-11",2.64
"280","2008-02-12",2.67
"281","2008-02-13",2.79
"282","2008-02-14",2.79
"283","2008-02-15",2.76
"284","2008-02-19",2.8
"285","2008-02-20",2.75
"286","2008-02-21",2.73
"287","2008-02-22",2.76
"288","2008-02-25",2.84
"289","2008-02-26",2.88
"290","2008-02-27",2.82
"291","2008-02-28",2.86
"292","2008-02-29",2.73
"293","2008-03-03",2.74
"294","2008-03-04",2.73
"295","2008-03-05",2.9
"296","2008-03-06",3.04
"297","2008-03-07",2.97
"298","2008-03-10",2.86
"299","2008-03-11",2.94
"300","2008-03-12",2.8
"301","2008-03-13",2.79
"302","2008-03-14",2.77
"303","2008-03-17",2.8
"304","2008-03-18",2.81
"305","2008-03-19",2.75
"306","2008-03-20",2.7
"307","2008-03-24",2.76
"308","2008-03-25",2.85
"309","2008-03-26",2.75
"310","2008-03-27",2.76
"311","2008-03-28",2.73
"312","2008-03-31",2.72
"313","2008-04-01",2.74
"314","2008-04-02",2.82
"315","2008-04-03",2.86
"316","2008-04-04",3.1
"317","2008-04-07",3.25
"318","2008-04-08",3.39
"319","2008-04-09",3.25
"320","2008-04-10",3.27
"321","2008-04-11",3.21
"322","2008-04-14",2.97
"323","2008-04-15",2.99
"324","2008-04-16",2.72
"325","2008-04-17",2.7
"326","2008-04-18",2.86
"327","2008-04-21",2.6
"328","2008-04-22",2.6
"329","2008-04-23",2.51
"330","2008-04-24",2.52
"331","2008-04-25",2.52
"332","2008-04-28",2.56
"333","2008-04-29",2.53
"334","2008-04-30",2.59
"335","2008-05-01",2.59
"336","2008-05-02",2.52
"337","2008-05-05",2.55
"338","2008-05-06",2.6
"339","2008-05-07",2.53
"340","2008-05-08",2.49
"341","2008-05-09",2.62
"342","2008-05-12",2.56
"343","2008-05-13",2.61
"344","2008-05-14",2.6
"345","2008-05-15",2.57
"346","2008-05-16",2.58
"347","2008-05-19",2.59
"348","2008-05-20",2.56
"349","2008-05-21",2.53
"350","2008-05-22",2.51
"351","2008-05-23",2.51
"352","2008-05-27",2.44
"353","2008-05-28",2.52
"354","2008-05-29",2.52
"355","2008-05-30",2.51
"356","2008-06-02",2.5
"357","2008-06-03",2.53
"358","2008-06-04",2.58
"359","2008-06-05",2.55
"360","2008-06-06",2.53
"361","2008-06-09",2.53
"362","2008-06-10",2.48
"363","2008-06-11",2.51
"364","2008-06-12",2.47
"365","2008-06-13",2.47
"366","2008-06-16",2.48
"367","2008-06-17",2.47
"368","2008-06-18",2.48
"369","2008-06-19",2.45
"370","2008-06-20",2.26
"371","2008-06-23",2.2
"372","2008-06-24",2.15
"373","2008-06-25",2.23
"374","2008-06-26",2.18
"375","2008-06-27",2.02
"376","2008-06-30",2.03
"377","2008-07-01",1.97
"378","2008-07-02",1.95
"379","2008-07-03",1.94
"380","2008-07-07",1.84
"381","2008-07-08",1.84
"382","2008-07-09",1.94
"383","2008-07-10",1.94
"384","2008-07-11",1.9
"385","2008-07-14",1.89
"386","2008-07-15",1.91
"387","2008-07-16",1.83
"388","2008-07-17",1.86
"389","2008-07-18",1.98
"390","2008-07-21",2.19
"391","2008-07-22",2.2
"392","2008-07-23",2.14
"393","2008-07-24",2.13
"394","2008-07-25",2.11
"395","2008-07-28",2.21
"396","2008-07-29",2.27
"397","2008-07-30",2.18
"398","2008-07-31",2.16
"399","2008-08-01",2.27
"400","2008-08-04",2.21
"401","2008-08-05",2.18
"402","2008-08-06",2.07
"403","2008-08-07",2.06
"404","2008-08-08",1.99
"405","2008-08-11",2.06
"406","2008-08-12",2
"407","2008-08-13",2.02
"408","2008-08-14",1.99
"409","2008-08-15",2.06
"410","2008-08-18",2.06
"411","2008-08-19",2.1
"412","2008-08-20",2.07
"413","2008-08-21",2.06
"414","2008-08-22",2.05
"415","2008-08-25",1.98
"416","2008-08-26",2
"417","2008-08-27",2.06
"418","2008-08-28",2
"419","2008-08-29",2
"420","2008-09-02",2.02
"421","2008-09-03",2.01
"422","2008-09-04",1.97
"423","2008-09-05",2.01
"424","2008-09-08",1.95
"425","2008-09-09",1.98
"426","2008-09-10",1.97
"427","2008-09-11",1.91
"428","2008-09-12",2
"429","2008-09-15",1.96
"430","2008-09-16",1.95
"431","2008-09-17",1.87
"432","2008-09-18",1.95
"433","2008-09-19",1.98
"434","2008-09-22",1.95
"435","2008-09-23",1.87
"436","2008-09-24",1.7
"437","2008-09-25",1.66
"438","2008-09-26",1.5
"439","2008-09-29",1.25
"440","2008-09-30",1.32
"441","2008-10-01",1.34
"442","2008-10-02",1.33
"443","2008-10-03",1.4
"444","2008-10-06",1.15
"445","2008-10-07",1.2
"446","2008-10-08",1.05
"447","2008-10-09",0.98
"448","2008-10-10",0.93
"449","2008-10-13",1.08
"450","2008-10-14",1.21
"451","2008-10-15",1.16
"452","2008-10-16",1.01
"453","2008-10-17",0.99
"454","2008-10-20",1.07
"455","2008-10-21",1.05
"456","2008-10-22",0.93
"457","2008-10-23",0.94
"458","2008-10-24",0.79
"459","2008-10-27",0.84
"460","2008-10-28",0.81
"461","2008-10-29",0.79
"462","2008-10-30",0.78
"463","2008-10-31",0.78
"464","2008-11-03",0.83
"465","2008-11-04",0.84
"466","2008-11-05",0.83
"467","2008-11-06",0.82
"468","2008-11-07",0.81
"469","2008-11-10",0.8
"470","2008-11-11",0.8
"471","2008-11-12",0.79
"472","2008-11-13",0.79
"473","2008-11-14",0.79
"474","2008-11-17",0.73
"475","2008-11-18",0.72
"476","2008-11-19",0.67
"477","2008-11-20",0.51
"478","2008-11-21",0.57
"479","2008-11-24",0.5
"480","2008-11-25",0.5
"481","2008-11-26",0.52
"482","2008-11-28",0.65
"483","2008-12-01",0.64
"484","2008-12-02",0.56
"485","2008-12-03",0.56
"486","2008-12-04",0.54
"487","2008-12-05",0.63
"488","2008-12-08",0.48
"489","2008-12-09",0.5
"490","2008-12-10",0.44
"491","2008-12-11",0.52
"492","2008-12-12",0.51
"493","2008-12-15",0.48
"494","2008-12-16",0.48
"495","2008-12-17",0.49
"496","2008-12-18",0.5
"497","2008-12-19",0.5
"498","2008-12-22",0.45
"499","2008-12-23",0.45
"500","2008-12-24",0.49
"501","2008-12-26",0.48
"502","2008-12-29",0.45
"503","2008-12-30",0.43
"504","2008-12-31",0.45
"505","2009-01-02",0.43
"506","2009-01-05",0.58
"507","2009-01-06",0.56
"508","2009-01-07",0.54
"509","2009-01-08",0.53
"510","2009-01-09",0.65
"511","2009-01-12",0.58
"512","2009-01-13",0.6
"513","2009-01-14",0.56
"514","2009-01-15",0.6
"515","2009-01-16",0.65
"516","2009-01-20",0.66
"517","2009-01-21",0.69
"518","2009-01-22",0.68
"519","2009-01-23",0.68
"520","2009-01-26",0.78
"521","2009-01-27",0.88
"522","2009-01-28",0.89
"523","2009-01-29",1.01
"524","2009-01-30",0.97
"525","2009-02-02",0.87
"526","2009-02-03",0.88
"527","2009-02-04",0.7
"528","2009-02-05",0.74
"529","2009-02-06",0.7
"530","2009-02-09",0.7
"531","2009-02-10",0.7
"532","2009-02-11",0.7
"533","2009-02-12",0.72
"534","2009-02-13",0.66
"535","2009-02-17",0.65
"536","2009-02-18",0.64
"537","2009-02-19",0.65
"538","2009-02-20",0.61
"539","2009-02-23",0.6
"540","2009-02-24",0.53
"541","2009-02-25",0.49
"542","2009-02-26",0.51
"543","2009-02-27",0.5
"544","2009-03-02",0.5
"545","2009-03-03",0.48
"546","2009-03-04",0.42
"547","2009-03-05",0.41
"548","2009-03-06",0.39
"549","2009-03-09",0.39
"550","2009-03-10",0.39
"551","2009-03-11",0.38
"552","2009-03-12",0.37
"553","2009-03-13",0.41
"554","2009-03-16",0.48
"555","2009-03-17",0.56
"556","2009-03-18",0.55
"557","2009-03-19",0.6
"558","2009-03-20",0.6
"559","2009-03-23",0.58
"560","2009-03-24",0.6
"561","2009-03-25",0.6
"562","2009-03-26",0.58
"563","2009-03-27",0.56
"564","2009-03-30",0.53
"565","2009-03-31",0.55
"566","2009-04-01",0.57
"567","2009-04-02",0.65
"568","2009-04-03",0.61
"569","2009-04-06",0.62
"570","2009-04-07",0.63
"571","2009-04-08",0.76
"572","2009-04-09",0.88
"573","2009-04-13",0.83
"574","2009-04-14",0.81
"575","2009-04-15",0.84
"576","2009-04-16",0.81
"577","2009-04-17",0.79
"578","2009-04-20",0.78
"579","2009-04-21",0.8
"580","2009-04-22",0.74
"581","2009-04-23",0.8
"582","2009-04-24",0.78
"583","2009-04-27",0.77
"584","2009-04-28",0.79
"585","2009-04-29",0.8
"586","2009-04-30",0.8
"587","2009-05-01",0.8
"588","2009-05-04",0.88
"589","2009-05-05",0.87
"590","2009-05-06",0.84
"591","2009-05-07",0.87
"592","2009-05-08",0.9
"593","2009-05-11",1.12
"594","2009-05-12",1.13
"595","2009-05-13",0.88
"596","2009-05-14",0.8
"597","2009-05-15",0.86
"598","2009-05-18",0.91
"599","2009-05-19",0.9
"600","2009-05-20",0.94
"601","2009-05-21",1.06
"602","2009-05-22",1.06
"603","2009-05-26",0.99
"604","2009-05-27",0.98
"605","2009-05-28",0.97
"606","2009-05-29",1.05
"607","2009-06-01",1.02
"608","2009-06-02",1
"609","2009-06-03",1
"610","2009-06-04",1
"611","2009-06-05",0.99
"612","2009-06-08",0.97
"613","2009-06-09",1
"614","2009-06-10",1.01
"615","2009-06-11",1
"616","2009-06-12",1
"617","2009-06-15",0.99
"618","2009-06-16",1.01
"619","2009-06-17",1
"620","2009-06-18",0.96
"621","2009-06-19",0.97
"622","2009-06-22",0.89
"623","2009-06-23",0.87
"624","2009-06-24",0.88
"625","2009-06-25",0.8
"626","2009-06-26",0.71
"627","2009-06-29",0.78
"628","2009-06-30",0.8
"629","2009-07-01",0.8
"630","2009-07-02",0.79
"631","2009-07-06",0.91
"632","2009-07-07",0.9
"633","2009-07-08",0.85
"634","2009-07-09",0.94
"635","2009-07-10",1
"636","2009-07-13",1.1
"637","2009-07-14",1.16
"638","2009-07-15",1.24
"639","2009-07-16",1.19
"640","2009-07-17",1.19
"641","2009-07-20",1.57
"642","2009-07-21",1.56
"643","2009-07-22",1.37
"644","2009-07-23",1.55
"645","2009-07-24",1.56
"646","2009-07-27",1.65
"647","2009-07-28",1.59
"648","2009-07-29",1.71
"649","2009-07-30",1.8
"650","2009-07-31",1.83
"651","2009-08-03",1.64
"652","2009-08-04",1.66
"653","2009-08-05",1.73
"654","2009-08-06",1.81
"655","2009-08-07",1.79
"656","2009-08-10",1.73
"657","2009-08-11",1.84
"658","2009-08-12",1.75
"659","2009-08-13",1.78
"660","2009-08-14",1.82
"661","2009-08-17",1.76
"662","2009-08-18",1.8
"663","2009-08-19",1.89
"664","2009-08-20",2.05
"665","2009-08-21",2.16
"666","2009-08-24",2.18
"667","2009-08-25",2.17
"668","2009-08-26",2.15
"669","2009-08-27",2.13
"670","2009-08-28",2.12
"671","2009-08-31",2.08
"672","2009-09-01",2.06
"673","2009-09-02",2
"674","2009-09-03",2.11
"675","2009-09-04",2.2
"676","2009-09-08",2.25
"677","2009-09-09",2.24
"678","2009-09-10",2.27
"679","2009-09-11",2.38
"680","2009-09-14",2.77
"681","2009-09-15",2.89
"682","2009-09-16",2.76
"683","2009-09-17",2.73
"684","2009-09-18",2.99
"685","2009-09-21",2.95
"686","2009-09-22",2.88
"687","2009-09-23",2.87
"688","2009-09-24",2.75
"689","2009-09-25",2.82
"690","2009-09-28",2.84
"691","2009-09-29",2.84
"692","2009-09-30",2.8
"693","2009-10-01",2.79
"694","2009-10-02",2.69
"695","2009-10-05",2.34
"696","2009-10-06",2.19
"697","2009-10-07",2.2
"698","2009-10-08",2.66
"699","2009-10-09",2.78
"700","2009-10-12",2.95
"701","2009-10-13",2.91
"702","2009-10-14",3.09
"703","2009-10-15",3.28
"704","2009-10-16",3.33
"705","2009-10-19",3.33
"706","2009-10-20",3.37
"707","2009-10-21",3.27
"708","2009-10-22",3.3
"709","2009-10-23",3.49
"710","2009-10-26",3.41
"711","2009-10-27",3.36
"712","2009-10-28",2.96
"713","2009-10-29",2.96
"714","2009-10-30",3.11
"715","2009-11-02",3.11
"716","2009-11-03",2.9
"717","2009-11-04",3.05
"718","2009-11-05",3.13
"719","2009-11-06",3.06
"720","2009-11-09",2.98
"721","2009-11-10",3.05
"722","2009-11-11",3.04
"723","2009-11-12",3.3
"724","2009-11-13",3.28
"725","2009-11-16",3.23
"726","2009-11-17",3.17
"727","2009-11-18",3.14
"728","2009-11-19",3.22
"729","2009-11-20",3.15
"730","2009-11-23",3.23
"731","2009-11-24",3.34
"732","2009-11-25",3.47
"733","2009-11-27",3.4
"734","2009-11-30",3.58
"735","2009-12-01",3.7
"736","2009-12-02",3.62
"737","2009-12-03",3.57
"738","2009-12-04",3.57
"739","2009-12-07",3.59
"740","2009-12-08",3.55
"741","2009-12-09",3.49
"742","2009-12-10",3.42
"743","2009-12-11",3.24
"744","2009-12-14",3.19
"745","2009-12-15",3.1
"746","2009-12-16",3.1
"747","2009-12-17",2.94
"748","2009-12-18",2.88
"749","2009-12-21",3.03
"750","2009-12-22",3.19
"751","2009-12-23",3.16
"752","2009-12-24",3.23
"753","2009-12-28",3.28
"754","2009-12-29",3.24
"755","2009-12-30",3.32
"756","2009-12-31",3.44
"757","2010-01-04",3.48
"758","2010-01-05",3.53
"759","2010-01-06",3.5
"760","2010-01-07",3.72
"761","2010-01-08",3.54
"762","2010-01-11",3.45
"763","2010-01-12",3.39
"764","2010-01-13",3.34
"765","2010-01-14",3.46
"766","2010-01-15",3.33
"767","2010-01-19",3.25
"768","2010-01-20",3.15
"769","2010-01-21",3.02
"770","2010-01-22",3
"771","2010-01-25",3.1
"772","2010-01-26",3.05
"773","2010-01-27",3.1
"774","2010-01-28",3.05
"775","2010-01-29",2.9
"776","2010-02-01",2.83
"777","2010-02-02",2.81
"778","2010-02-03",2.77
"779","2010-02-04",2.56
"780","2010-02-05",2.68
"781","2010-02-08",2.65
"782","2010-02-09",2.65
"783","2010-02-10",2.7
"784","2010-02-11",2.72
"785","2010-02-12",2.85
"786","2010-02-16",2.9
"787","2010-02-17",2.9
"788","2010-02-18",2.91
"789","2010-02-19",2.84
"790","2010-02-22",2.77
"791","2010-02-23",2.85
"792","2010-02-24",2.89
"793","2010-02-25",2.86
"794","2010-02-26",2.81
"795","2010-03-01",2.93
"796","2010-03-02",2.87
"797","2010-03-03",2.82
"798","2010-03-04",2.84
"799","2010-03-05",2.93
"800","2010-03-08",2.87
"801","2010-03-09",2.8
"802","2010-03-10",2.86
"803","2010-03-11",2.84
"804","2010-03-12",2.83
"805","2010-03-15",2.83
"806","2010-03-16",2.85
"807","2010-03-17",2.87
"808","2010-03-18",2.83
"809","2010-03-19",2.88
"810","2010-03-22",2.9
"811","2010-03-23",2.89
"812","2010-03-24",2.85
"813","2010-03-25",2.87
"814","2010-03-26",2.8
"815","2010-03-29",2.85
"816","2010-03-30",2.85
"817","2010-03-31",2.81
"818","2010-04-01",2.76
"819","2010-04-05",3.16
"820","2010-04-06",3.36
"821","2010-04-07",3.25
"822","2010-04-08",3.17
"823","2010-04-09",3.09
"824","2010-04-12",3.01
"825","2010-04-13",3.15
"826","2010-04-14",3.14
"827","2010-04-15",3.12
"828","2010-04-16",3.1
"829","2010-04-19",3.11
"830","2010-04-20",3.24
"831","2010-04-21",3.17
"832","2010-04-22",3.15
"833","2010-04-23",3.2
"834","2010-04-26",3.13
"835","2010-04-27",3.1
"836","2010-04-28",3.02
"837","2010-04-29",2.98
"838","2010-04-30",2.85
"839","2010-05-03",2.92
"840","2010-05-04",2.77
"841","2010-05-05",2.67
"842","2010-05-06",2.6
"843","2010-05-07",2.11
"844","2010-05-10",2.1
"845","2010-05-11",2.32
"846","2010-05-12",2.36
"847","2010-05-13",2.67
"848","2010-05-14",2.49
"849","2010-05-17",2.48
"850","2010-05-18",2.38
"851","2010-05-19",2.19
"852","2010-05-20",2.1
"853","2010-05-21",2.17
"854","2010-05-24",2.24
"855","2010-05-25",2.18
"856","2010-05-26",2.12
"857","2010-05-27",2.24
"858","2010-05-28",2.25
"859","2010-06-01",2.21
"860","2010-06-02",2.4
"861","2010-06-03",2.34
"862","2010-06-04",2.22
"863","2010-06-07",2.21
"864","2010-06-08",2.24
"865","2010-06-09",2.2
"866","2010-06-10",2.27
"867","2010-06-11",2.29
"868","2010-06-14",2.32
"869","2010-06-15",2.33
"870","2010-06-16",2.34
"871","2010-06-17",2.32
"872","2010-06-18",2.39
"873","2010-06-21",2.25
"874","2010-06-22",2.25
"875","2010-06-23",2.23
"876","2010-06-24",2.26
"877","2010-06-25",2.26
"878","2010-06-28",2.21
"879","2010-06-29",2.13
"880","2010-06-30",2.13
"881","2010-07-01",2.02
"882","2010-07-02",2.02
"883","2010-07-06",2.07
"884","2010-07-07",2.21
"885","2010-07-08",2.41
"886","2010-07-09",2.37
"887","2010-07-12",2.41
"888","2010-07-13",2.51
"889","2010-07-14",2.57
"890","2010-07-15",2.5
"891","2010-07-16",2.42
"892","2010-07-19",2.38
"893","2010-07-20",2.26
"894","2010-07-21",2.33
"895","2010-07-22",2.35
"896","2010-07-23",2.38
"897","2010-07-26",2.4
"898","2010-07-27",2.35
"899","2010-07-28",2.36
"900","2010-07-29",2.34
"901","2010-07-30",2.28
"902","2010-08-02",2.32
"903","2010-08-03",2.32
"904","2010-08-04",2.33
"905","2010-08-05",2.39
"906","2010-08-06",2.45
"907","2010-08-09",2.43
"908","2010-08-10",2.41
"909","2010-08-11",2.35
"910","2010-08-12",2.38
"911","2010-08-13",2.41
"912","2010-08-16",2.48
"913","2010-08-17",2.49
"914","2010-08-18",2.51
"915","2010-08-19",2.5
"916","2010-08-20",2.52
"917","2010-08-23",2.49
"918","2010-08-24",2.49
"919","2010-08-25",2.43
"920","2010-08-26",2.48
"921","2010-08-27",2.58
"922","2010-08-30",2.56
"923","2010-08-31",2.57
"924","2010-09-01",2.6
"925","2010-09-02",2.5
"926","2010-09-03",2.55
"927","2010-09-07",2.49
"928","2010-09-08",2.47
"929","2010-09-09",2.5
"930","2010-09-10",2.43
"931","2010-09-13",2.49
"932","2010-09-14",2.51
"933","2010-09-15",2.55
"934","2010-09-16",2.5
"935","2010-09-17",2.55
"936","2010-09-20",2.51
"937","2010-09-21",2.54
"938","2010-09-22",2.54
"939","2010-09-23",2.53
"940","2010-09-24",2.55
"941","2010-09-27",2.55
"942","2010-09-28",2.59
"943","2010-09-29",2.58
"944","2010-09-30",2.57
"945","2010-10-01",2.59
"946","2010-10-04",2.69
"947","2010-10-05",2.95
"948","2010-10-06",2.95
"949","2010-10-07",2.51
"950","2010-10-08",2.45
"951","2010-10-11",2.4
"952","2010-10-12",2.51
"953","2010-10-13",2.53
"954","2010-10-14",2.51
"955","2010-10-15",2.51
"956","2010-10-18",2.5
"957","2010-10-19",2.4
"958","2010-10-20",2.47
"959","2010-10-21",2.4
"960","2010-10-22",2.42
"961","2010-10-25",2.4
"962","2010-10-26",2.45
"963","2010-10-27",2.39
"964","2010-10-28",2.46
"965","2010-10-29",2.45
"966","2010-11-01",2.46
"967","2010-11-02",2.4
"968","2010-11-03",2.43
"969","2010-11-04",2.44
"970","2010-11-05",2.59
"971","2010-11-08",2.63
"972","2010-11-09",2.61
"973","2010-11-10",2.63
"974","2010-11-11",2.6
"975","2010-11-12",2.56
"976","2010-11-15",2.68
"977","2010-11-16",2.7
"978","2010-11-17",2.64
"979","2010-11-18",2.63
"980","2010-11-19",2.65
"981","2010-11-22",2.65
"982","2010-11-23",2.64
"983","2010-11-24",2.62
"984","2010-11-26",2.59
"985","2010-11-29",2.54
"986","2010-11-30",2.51
"987","2010-12-01",2.48
"988","2010-12-02",2.58
"989","2010-12-03",2.59
"990","2010-12-06",2.81
"991","2010-12-07",2.85
"992","2010-12-08",2.9
"993","2010-12-09",2.81
"994","2010-12-10",2.81
"995","2010-12-13",2.88
"996","2010-12-14",2.97
"997","2010-12-15",3.07
"998","2010-12-16",3.03
"999","2010-12-17",3.08
"1000","2010-12-20",3.07
