"","date","FWONA"
"1","2013-01-10",20.171385
"2","2013-01-11",20.379204
"3","2013-01-14",20.336527
"4","2013-01-15",20.392193
"5","2013-01-16",20.280861
"6","2013-01-17",20.510946
"7","2013-01-18",20.512802
"8","2013-01-22",20.548056
"9","2013-01-23",20.420025
"10","2013-01-24",20.427446
"11","2013-01-25",20.549911
"12","2013-01-28",20.566612
"13","2013-01-29",20.531357
"14","2013-01-30",20.516512
"15","2013-01-31",20.690931
"16","2013-02-01",20.869062
"17","2013-02-04",20.574034
"18","2013-02-05",20.978537
"19","2013-02-06",20.711342
"20","2013-02-07",20.479403
"21","2013-02-08",20.420025
"22","2013-02-11",20.594444
"23","2013-02-12",20.590733
"24","2013-02-13",20.562901
"25","2013-02-14",20.5462
"26","2013-02-15",20.611143
"27","2013-02-19",20.544346
"28","2013-02-20",20.386625
"29","2013-02-21",19.946867
"30","2013-02-22",19.880068
"31","2013-02-25",19.746471
"32","2013-02-26",19.852236
"33","2013-02-27",19.956144
"34","2013-02-28",20.039642
"35","2013-03-01",20.048922
"36","2013-03-04",20.317972
"37","2013-03-05",20.561045
"38","2013-03-06",20.566612
"39","2013-03-07",20.548056
"40","2013-03-08",20.45528
"41","2013-03-11",20.420025
"42","2013-03-12",20.540634
"43","2013-03-13",20.395903
"44","2013-03-14",20.577745
"45","2013-03-15",20.479403
"46","2013-03-18",20.533213
"47","2013-03-19",20.473835
"48","2013-03-20",20.477547
"49","2013-03-21",20.583311
"50","2013-03-22",20.418169
"51","2013-03-25",20.369926
"52","2013-03-26",20.414459
"53","2013-03-27",20.514656
"54","2013-03-28",20.713198
"55","2013-04-01",20.553623
"56","2013-04-02",20.527645
"57","2013-04-03",20.520224
"58","2013-04-04",20.20664
"59","2013-04-05",20.227051
"60","2013-04-08",20.214062
"61","2013-04-09",20.34766
"62","2013-04-10",20.659388
"63","2013-04-11",21.069458
"64","2013-04-12",20.79113
"65","2013-04-15",20.312405
"66","2013-04-16",20.379204
"67","2013-04-17",20.297562
"68","2013-04-18",20.204784
"69","2013-04-19",20.178808
"70","2013-04-22",20.358793
"71","2013-04-23",20.497957
"72","2013-04-24",20.512802
"73","2013-04-25",20.57589
"74","2013-04-26",20.735464
"75","2013-04-29",20.638977
"76","2013-04-30",21.316242
"77","2013-05-01",21.941553
"78","2013-05-02",21.733736
"79","2013-05-03",21.965675
"80","2013-05-06",22.065874
"81","2013-05-07",22.294104
"82","2013-05-08",22.5112
"83","2013-05-09",22.453678
"84","2013-05-10",22.722729
"85","2013-05-13",22.743139
"86","2013-05-14",23.149498
"87","2013-05-15",23.555859
"88","2013-05-16",23.277531
"89","2013-05-17",23.416695
"90","2013-05-20",23.251553
"91","2013-05-21",23.168055
"92","2013-05-22",23.030745
"93","2013-05-23",22.869314
"94","2013-05-24",23.296085
"95","2013-05-28",23.266397
"96","2013-05-29",22.876738
"97","2013-05-30",23.201454
"98","2013-05-31",23.168055
"99","2013-06-03",23.214441
"100","2013-06-04",23.177332
"101","2013-06-05",22.56872
"102","2013-06-06",23.143932
"103","2013-06-07",23.691311
"104","2013-06-10",23.336906
"105","2013-06-11",23.014046
"106","2013-06-12",22.42399
"107","2013-06-13",22.982502
"108","2013-06-14",23.194031
"109","2013-06-17",23.518747
"110","2013-06-18",24.123648
"111","2013-06-19",23.772955
"112","2013-06-20",23.194031
"113","2013-06-21",22.876738
"114","2013-06-24",22.698606
"115","2013-06-25",22.774683
"116","2013-06-26",23.075277
"117","2013-06-27",23.589258
"118","2013-06-28",23.520603
"119","2013-07-01",23.689455
"120","2013-07-02",24.010462
