"","date","CME"
"1","2007-01-03",104.599998
"2","2007-01-04",105.360001
"3","2007-01-05",105.853996
"4","2007-01-08",106.980003
"5","2007-01-09",107.598
"6","2007-01-10",110.674004
"7","2007-01-11",111.334
"8","2007-01-12",114.800003
"9","2007-01-16",113.949997
"10","2007-01-17",116.400002
"11","2007-01-18",115.5
"12","2007-01-19",115.466003
"13","2007-01-22",114
"14","2007-01-23",116.870003
"15","2007-01-24",118.307999
"16","2007-01-25",115.800003
"17","2007-01-26",117.772003
"18","2007-01-29",115.169998
"19","2007-01-30",113.650002
"20","2007-01-31",112.660004
"21","2007-02-01",115.564003
"22","2007-02-02",115.779999
"23","2007-02-05",115.519997
"24","2007-02-06",115.816002
"25","2007-02-07",117.470001
"26","2007-02-08",116.837997
"27","2007-02-09",114.650002
"28","2007-02-12",112.800003
"29","2007-02-13",114.400002
"30","2007-02-14",114.599998
"31","2007-02-15",114.517998
"32","2007-02-16",114.952003
"33","2007-02-20",115.400002
"34","2007-02-21",113.454002
"35","2007-02-22",110
"36","2007-02-23",108.970001
"37","2007-02-26",107.318001
"38","2007-02-27",102.197998
"39","2007-02-28",107.830002
"40","2007-03-01",109.045998
"41","2007-03-02",108.050003
"42","2007-03-05",110.879997
"43","2007-03-06",112.910004
"44","2007-03-07",112.206001
"45","2007-03-08",113.538002
"46","2007-03-09",113.592003
"47","2007-03-12",113.5
"48","2007-03-13",110.089996
"49","2007-03-14",112.793999
"50","2007-03-15",106.575996
"51","2007-03-16",105.400002
"52","2007-03-19",106.050003
"53","2007-03-20",106.489998
"54","2007-03-21",108.099998
"55","2007-03-22",108.825996
"56","2007-03-23",108.167999
"57","2007-03-26",107.639999
"58","2007-03-27",107.482002
"59","2007-03-28",105.849998
"60","2007-03-29",106.222
"61","2007-03-30",106.491997
"62","2007-04-02",108.776001
"63","2007-04-03",110.18
"64","2007-04-04",111.419998
"65","2007-04-05",110.699997
"66","2007-04-09",110.099998
"67","2007-04-10",110.099998
"68","2007-04-11",110.099998
"69","2007-04-12",110.669998
"70","2007-04-13",110.297997
"71","2007-04-16",111.748001
"72","2007-04-17",111.639999
"73","2007-04-18",111.720001
"74","2007-04-19",110.769997
"75","2007-04-20",111.178001
"76","2007-04-23",109.480003
"77","2007-04-24",106.260002
"78","2007-04-25",106.139999
"79","2007-04-26",103.75
"80","2007-04-27",104.398003
"81","2007-04-30",103.349998
"82","2007-05-01",102.519997
"83","2007-05-02",103.059998
"84","2007-05-03",104.199997
"85","2007-05-04",102.980003
"86","2007-05-07",101.589996
"87","2007-05-08",101.75
"88","2007-05-09",101.389999
"89","2007-05-10",99.589996
"90","2007-05-11",107.260002
"91","2007-05-14",105.898003
"92","2007-05-15",104.68
"93","2007-05-16",104.309998
"94","2007-05-17",104.760002
"95","2007-05-18",103.980003
"96","2007-05-21",103
"97","2007-05-22",104.431999
"98","2007-05-23",103.877998
"99","2007-05-24",102.449997
"100","2007-05-25",102.699997
"101","2007-05-29",105.204002
"102","2007-05-30",105.57
"103","2007-05-31",106.199997
"104","2007-06-01",107.400002
"105","2007-06-04",107.050003
"106","2007-06-05",107.853996
"107","2007-06-06",108.480003
"108","2007-06-07",107.893997
"109","2007-06-08",109.926003
"110","2007-06-11",111.414001
"111","2007-06-12",109.699997
"112","2007-06-13",110.25
"113","2007-06-14",109.498001
"114","2007-06-15",110.540001
"115","2007-06-18",109.197998
"116","2007-06-19",109.255997
"117","2007-06-20",108.779999
"118","2007-06-21",109.849998
"119","2007-06-22",107.989998
"120","2007-06-25",106.68
"121","2007-06-26",106.18
"122","2007-06-27",108.431999
"123","2007-06-28",108.096001
"124","2007-06-29",106.872002
"125","2007-07-02",106.5
"126","2007-07-03",107.870003
"127","2007-07-05",111.138
"128","2007-07-06",114.959999
"129","2007-07-09",114.115997
"130","2007-07-10",112.160004
"131","2007-07-11",116.010002
"132","2007-07-12",117.559998
"133","2007-07-13",116.900002
"134","2007-07-16",117.260002
"135","2007-07-17",116.75
"136","2007-07-18",115.528
"137","2007-07-19",114.400002
"138","2007-07-20",112.400002
"139","2007-07-23",111.919998
"140","2007-07-24",109.800003
