"","date","ONCS"
"547","2013-06-12",58
"548","2013-06-13",56
"549","2013-06-14",56
"550","2013-06-17",54
"551","2013-06-18",54
"552","2013-06-19",52
"553","2013-06-20",52
"554","2013-06-21",52
"555","2013-06-24",50
"556","2013-06-25",52
"557","2013-06-26",48
"558","2013-06-27",50
"559","2013-06-28",48
"560","2013-07-01",50
"561","2013-07-02",48
"562","2013-07-03",48
"563","2013-07-05",48
"564","2013-07-08",48
"565","2013-07-09",48
"566","2013-07-10",54
"567","2013-07-11",56
"568","2013-07-12",58
"569","2013-07-15",62
"570","2013-07-16",58
"571","2013-07-17",58
"572","2013-07-18",64
"573","2013-07-19",60
"574","2013-07-22",60
"575","2013-07-23",58
"576","2013-07-24",56
"577","2013-07-25",56
"578","2013-07-26",54
"579","2013-07-29",54
"580","2013-07-30",54
"581","2013-07-31",60
"582","2013-08-01",60
"583","2013-08-02",60
"584","2013-08-05",66
"585","2013-08-06",68
"586","2013-08-07",64
"587","2013-08-08",64
"588","2013-08-09",60
"589","2013-08-12",58
"590","2013-08-13",64
"591","2013-08-14",64
"592","2013-08-15",60
"593","2013-08-16",60
"594","2013-08-19",58
"595","2013-08-20",58
"596","2013-08-21",58
"597","2013-08-22",58
"598","2013-08-23",60
"599","2013-08-26",58
"600","2013-08-27",60
"601","2013-08-28",60
"602","2013-08-29",58
"603","2013-08-30",58
"604","2013-09-03",58
"605","2013-09-04",60
"606","2013-09-05",68
"607","2013-09-06",68
"608","2013-09-09",70
"609","2013-09-10",64
"610","2013-09-11",60
"611","2013-09-12",60
"612","2013-09-13",64
"613","2013-09-16",52
"614","2013-09-17",52
"615","2013-09-18",50
"616","2013-09-19",52
"617","2013-09-20",52
"618","2013-09-23",50
"619","2013-09-24",50
"620","2013-09-25",48
"621","2013-09-26",52
"622","2013-09-27",50
"623","2013-09-30",48
"624","2013-10-01",52
"625","2013-10-02",54
"626","2013-10-03",56
"627","2013-10-04",52
"628","2013-10-07",52
"629","2013-10-08",52
"630","2013-10-09",52
"631","2013-10-10",52
"632","2013-10-11",52
"633","2013-10-14",50
"634","2013-10-15",54
"635","2013-10-16",56
"636","2013-10-17",58
"637","2013-10-18",62
"638","2013-10-21",56
"639","2013-10-22",56
"640","2013-10-23",58
"641","2013-10-24",58
"642","2013-10-25",58
"643","2013-10-28",58
"644","2013-10-29",56
"645","2013-10-30",56
"646","2013-10-31",54
"647","2013-11-01",54
"648","2013-11-04",56
"649","2013-11-05",54
"650","2013-11-06",52
"651","2013-11-07",52
"652","2013-11-08",54
"653","2013-11-11",56
"654","2013-11-12",56
"655","2013-11-13",56
"656","2013-11-14",54
"657","2013-11-15",56
"658","2013-11-18",54
"659","2013-11-19",56
"660","2013-11-20",56
"661","2013-11-21",56
"662","2013-11-22",56
"663","2013-11-25",56
"664","2013-11-26",60
"665","2013-11-27",62
"666","2013-11-29",62
"667","2013-12-02",64
"668","2013-12-03",64
"669","2013-12-04",60
"670","2013-12-05",60
"671","2013-12-06",60
"672","2013-12-09",62
"673","2013-12-10",62
"674","2013-12-11",62
"675","2013-12-12",66
"676","2013-12-13",68
"677","2013-12-16",74
"678","2013-12-17",76
"679","2013-12-18",78
"680","2013-12-19",84
"681","2013-12-20",90
"682","2013-12-23",96
"683","2013-12-24",92
"684","2013-12-26",90
"685","2013-12-27",88
"686","2013-12-30",92
"687","2013-12-31",96
"688","2014-01-02",106
"689","2014-01-03",102
"690","2014-01-06",106
"691","2014-01-07",108
"692","2014-01-08",110
"693","2014-01-09",108
"694","2014-01-10",102
"695","2014-01-13",108
"696","2014-01-14",102
"697","2014-01-15",96
"698","2014-01-16",96
"699","2014-01-17",100
"700","2014-01-21",98
"701","2014-01-22",100
"702","2014-01-23",100
"703","2014-01-24",96
"704","2014-01-27",92
"705","2014-01-28",88
"706","2014-01-29",94
"707","2014-01-30",98
"708","2014-01-31",96
"709","2014-02-03",92
"710","2014-02-04",94
"711","2014-02-05",88
"712","2014-02-06",90
"713","2014-02-07",90
"714","2014-02-10",94
"715","2014-02-11",96
"716","2014-02-12",94
"717","2014-02-13",94
"718","2014-02-14",94
"719","2014-02-18",100
"720","2014-02-19",98
"721","2014-02-20",102
"722","2014-02-21",102
"723","2014-02-24",112
"724","2014-02-25",140
"725","2014-02-26",150
"726","2014-02-27",138
"727","2014-02-28",140
"728","2014-03-03",144
"729","2014-03-04",188
"730","2014-03-05",170
"731","2014-03-06",172
"732","2014-03-07",162
"733","2014-03-10",174
"734","2014-03-11",176
"735","2014-03-12",176
"736","2014-03-13",164
"737","2014-03-14",154
"738","2014-03-17",152
"739","2014-03-18",162
"740","2014-03-19",162
"741","2014-03-20",168
"742","2014-03-21",176
"743","2014-03-24",164
"744","2014-03-25",160
"745","2014-03-26",162
"746","2014-03-27",156
"747","2014-03-28",152
"748","2014-03-31",154
"749","2014-04-01",152
"750","2014-04-02",158
"751","2014-04-03",162
"752","2014-04-04",164
"753","2014-04-07",154
"754","2014-04-08",156
"755","2014-04-09",162
"756","2014-04-10",160
"757","2014-04-11",152
"758","2014-04-14",132
"759","2014-04-15",120
"760","2014-04-16",130
"761","2014-04-17",144
"762","2014-04-21",156
"763","2014-04-22",146
"764","2014-04-23",152
"765","2014-04-24",154
"766","2014-04-25",146
"767","2014-04-28",144
"768","2014-04-29",146
"769","2014-04-30",146
"770","2014-05-01",150
"771","2014-05-02",154
"772","2014-05-05",160
"773","2014-05-06",154
"774","2014-05-07",152
"775","2014-05-08",154
"776","2014-05-09",148
"777","2014-05-12",146
"778","2014-05-13",146
"779","2014-05-14",148
"780","2014-05-15",150
"781","2014-05-16",156
"782","2014-05-19",156
"783","2014-05-20",158
"784","2014-05-21",156
"785","2014-05-22",154
"786","2014-05-23",150
"787","2014-05-27",150
"788","2014-05-28",152
"789","2014-05-29",156
"790","2014-05-30",164
"791","2014-06-02",168
"792","2014-06-03",158
"793","2014-06-04",142
"794","2014-06-05",146
"795","2014-06-06",142
"796","2014-06-09",138
"797","2014-06-10",134
"798","2014-06-11",132
"799","2014-06-12",126
"800","2014-06-13",122
"801","2014-06-16",114
"802","2014-06-17",126
"803","2014-06-18",128
"804","2014-06-19",124
"805","2014-06-20",122
"806","2014-06-23",118
"807","2014-06-24",122
"808","2014-06-25",124
"809","2014-06-26",124
"810","2014-06-27",124
"811","2014-06-30",118
"812","2014-07-01",116
"813","2014-07-02",122
"814","2014-07-03",122
"815","2014-07-07",126
"816","2014-07-08",120
"817","2014-07-09",122
"818","2014-07-10",118
"819","2014-07-11",114
"820","2014-07-14",110
"821","2014-07-15",106
"822","2014-07-16",96
"823","2014-07-17",94
"824","2014-07-18",100
"825","2014-07-21",102
"826","2014-07-22",102
"827","2014-07-23",106
"828","2014-07-24",102
"829","2014-07-25",100
"830","2014-07-28",94
"831","2014-07-29",94
"832","2014-07-30",90
"833","2014-07-31",88
"834","2014-08-01",88
"835","2014-08-04",82
"836","2014-08-05",72
"837","2014-08-06",82
"838","2014-08-07",92
"839","2014-08-08",88
"840","2014-08-11",78
"841","2014-08-12",78
"842","2014-08-13",80
"843","2014-08-14",78
"844","2014-08-15",78
"845","2014-08-18",78
"846","2014-08-19",82
"847","2014-08-20",92
"848","2014-08-21",88
"849","2014-08-22",88
"850","2014-08-25",86
"851","2014-08-26",88
"852","2014-08-27",88
"853","2014-08-28",88
"854","2014-08-29",92
"855","2014-09-02",104
"856","2014-09-03",112
"857","2014-09-04",110
"858","2014-09-05",122
"859","2014-09-08",122
"860","2014-09-09",110
"861","2014-09-10",106
"862","2014-09-11",106
"863","2014-09-12",104
"864","2014-09-15",102
"865","2014-09-16",104
"866","2014-09-17",114
"867","2014-09-18",110
"868","2014-09-19",106
"869","2014-09-22",104
"870","2014-09-23",104
"871","2014-09-24",104
"872","2014-09-25",104
"873","2014-09-26",100
"874","2014-09-29",102
"875","2014-09-30",98
"876","2014-10-01",90
"877","2014-10-02",92
"878","2014-10-03",94
"879","2014-10-06",92
"880","2014-10-07",90
"881","2014-10-08",84
"882","2014-10-09",84
"883","2014-10-10",84
"884","2014-10-13",84
"885","2014-10-14",80
"886","2014-10-15",82
"887","2014-10-16",86
"888","2014-10-17",88
"889","2014-10-20",94
"890","2014-10-21",90
"891","2014-10-22",90
"892","2014-10-23",92
"893","2014-10-24",94
"894","2014-10-27",96
"895","2014-10-28",92
"896","2014-10-29",94
"897","2014-10-30",96
"898","2014-10-31",100
"899","2014-11-03",106
"900","2014-11-04",98
"901","2014-11-05",104
"902","2014-11-06",106
"903","2014-11-07",104
"904","2014-11-10",104
"905","2014-11-11",102
"906","2014-11-12",108
"907","2014-11-13",112
"908","2014-11-14",108
"909","2014-11-17",114
"910","2014-11-18",116
"911","2014-11-19",114
"912","2014-11-20",112
"913","2014-11-21",108
"914","2014-11-24",104
"915","2014-11-25",120
"916","2014-11-26",122
"917","2014-11-28",124
"918","2014-12-01",126
"919","2014-12-02",126
"920","2014-12-03",120
"921","2014-12-04",112
"922","2014-12-05",106
"923","2014-12-08",94
"924","2014-12-09",90
"925","2014-12-10",92
"926","2014-12-11",92
"927","2014-12-12",86
"928","2014-12-15",92
"929","2014-12-16",88
"930","2014-12-17",86
"931","2014-12-18",88
"932","2014-12-19",88
"933","2014-12-22",88
"934","2014-12-23",90
"935","2014-12-24",90
"936","2014-12-26",94
"937","2014-12-29",98
"938","2014-12-30",98
"939","2014-12-31",94
"940","2015-01-02",92
"941","2015-01-05",90
"942","2015-01-06",86
"943","2015-01-07",90
"944","2015-01-08",88
"945","2015-01-09",88
"946","2015-01-12",86
"947","2015-01-13",90
"948","2015-01-14",90
"949","2015-01-15",90
"950","2015-01-16",86
"951","2015-01-20",82
"952","2015-01-21",84
"953","2015-01-22",80
"954","2015-01-23",80
"955","2015-01-26",80
"956","2015-01-27",78
"957","2015-01-28",78
"958","2015-01-29",74
"959","2015-01-30",72
"960","2015-02-02",72
"961","2015-02-03",80
"962","2015-02-04",80
"963","2015-02-05",82
"964","2015-02-06",82
"965","2015-02-09",78
"966","2015-02-10",78
"967","2015-02-11",76
"968","2015-02-12",78
"969","2015-02-13",76
"970","2015-02-17",74
"971","2015-02-18",78
"972","2015-02-19",74
"973","2015-02-20",76
"974","2015-02-23",74
"975","2015-02-24",76
"976","2015-02-25",78
"977","2015-02-26",74
"978","2015-02-27",76
"979","2015-03-02",72
"980","2015-03-03",74
"981","2015-03-04",76
"982","2015-03-05",76
"983","2015-03-06",74
"984","2015-03-09",78
"985","2015-03-10",76
"986","2015-03-11",72
"987","2015-03-12",64
"988","2015-03-13",64
"989","2015-03-16",72
"990","2015-03-17",78
"991","2015-03-18",78
"992","2015-03-19",76
"993","2015-03-20",74
"994","2015-03-23",70
"995","2015-03-24",68
"996","2015-03-25",68
"997","2015-03-26",68
"998","2015-03-27",70
"999","2015-03-30",70
"1000","2015-03-31",68
"1001","2015-04-01",66
"1002","2015-04-02",66
"1003","2015-04-06",66
"1004","2015-04-07",68
"1005","2015-04-08",66
"1006","2015-04-09",66
"1007","2015-04-10",66
"1008","2015-04-13",64
"1009","2015-04-14",64
"1010","2015-04-15",64
"1011","2015-04-16",64
"1012","2015-04-17",62
"1013","2015-04-20",62
"1014","2015-04-21",58
"1015","2015-04-22",56
"1016","2015-04-23",56
"1017","2015-04-24",54
"1018","2015-04-27",58
"1019","2015-04-28",56
"1020","2015-04-29",56
"1021","2015-04-30",54
"1022","2015-05-01",54
"1023","2015-05-04",54
"1024","2015-05-05",54
"1025","2015-05-06",62
"1026","2015-05-07",60
"1027","2015-05-08",60
"1028","2015-05-11",58
"1029","2015-05-12",56
"1030","2015-05-13",56
"1031","2015-05-14",50
"1032","2015-05-15",46
"1033","2015-05-18",53
"1034","2015-05-19",56.900002
"1035","2015-05-20",53
"1036","2015-05-21",53.900002
"1037","2015-05-22",55
"1038","2015-05-26",56.299999
"1039","2015-05-27",60
"1040","2015-05-28",76
"1041","2015-05-29",79.5
"1042","2015-06-01",74
"1043","2015-06-02",68.5
"1044","2015-06-03",60.099998
"1045","2015-06-04",62.200001
"1046","2015-06-05",65.699997
"1047","2015-06-08",67.699997
"1048","2015-06-09",65
"1049","2015-06-10",66.5
"1050","2015-06-11",66.300003
"1051","2015-06-12",66.800003
"1052","2015-06-15",67.699997
"1053","2015-06-16",70.199997
"1054","2015-06-17",66.400002
"1055","2015-06-18",68.400002
"1056","2015-06-19",69.599998
"1057","2015-06-22",72.099998
"1058","2015-06-23",72.300003
"1059","2015-06-24",71.5
"1060","2015-06-25",70.599998
"1061","2015-06-26",69
"1062","2015-06-29",64.199997
"1063","2015-06-30",63.299999
"1064","2015-07-01",66
"1065","2015-07-02",63.5
"1066","2015-07-06",61.200001
"1067","2015-07-07",60.200001
"1068","2015-07-08",59.099998
"1069","2015-07-09",58.099998
"1070","2015-07-10",57.5
"1071","2015-07-13",57
"1072","2015-07-14",64.5
"1073","2015-07-15",63.799999
"1074","2015-07-16",62.099998
"1075","2015-07-17",61.5
"1076","2015-07-20",59.700001
"1077","2015-07-21",58.799999
"1078","2015-07-22",61
"1079","2015-07-23",62.400002
"1080","2015-07-24",63.5
"1081","2015-07-27",60.299999
"1082","2015-07-28",62.700001
"1083","2015-07-29",61.700001
"1084","2015-07-30",61
"1085","2015-07-31",60.599998
"1086","2015-08-03",59.799999
"1087","2015-08-04",57.900002
"1088","2015-08-05",55.700001
"1089","2015-08-06",50.5
"1090","2015-08-07",49.099998
"1091","2015-08-10",56.599998
"1092","2015-08-11",55.5
"1093","2015-08-12",59.900002
"1094","2015-08-13",61
"1095","2015-08-14",59.599998
"1096","2015-08-17",59.900002
"1097","2015-08-18",59.299999
"1098","2015-08-19",57.599998
"1099","2015-08-20",56.700001
"1100","2015-08-21",57.599998
"1101","2015-08-24",53.299999
"1102","2015-08-25",51.700001
"1103","2015-08-26",51.200001
"1104","2015-08-27",51.799999
"1105","2015-08-28",52
"1106","2015-08-31",53.799999
"1107","2015-09-01",57.700001
"1108","2015-09-02",57.599998
"1109","2015-09-03",58.099998
"1110","2015-09-04",58.5
"1111","2015-09-08",59.900002
"1112","2015-09-09",61.700001
"1113","2015-09-10",61.200001
"1114","2015-09-11",63.299999
"1115","2015-09-14",63
"1116","2015-09-15",62.099998
"1117","2015-09-16",62.5
"1118","2015-09-17",63.099998
"1119","2015-09-18",65.800003
"1120","2015-09-21",68.099998
"1121","2015-09-22",68.900002
"1122","2015-09-23",68.400002
"1123","2015-09-24",67.599998
"1124","2015-09-25",67.300003
"1125","2015-09-28",57.799999
"1126","2015-09-29",53
"1127","2015-09-30",51.5
"1128","2015-10-01",38.299999
"1129","2015-10-02",40.599998
"1130","2015-10-05",42.200001
"1131","2015-10-06",41.900002
"1132","2015-10-07",40.700001
"1133","2015-10-08",43.400002
