"","date","AMPY"
"1","2012-04-20",150
"2","2012-04-23",156
"3","2012-04-24",154.199997
"4","2012-04-25",153.399994
"5","2012-04-26",158.199997
"6","2012-04-27",163.5
"7","2012-04-30",163.199997
"8","2012-05-01",160.800003
"9","2012-05-02",151.300003
"10","2012-05-03",145.5
"11","2012-05-04",144.600006
"12","2012-05-07",142.199997
"13","2012-05-08",142
"14","2012-05-09",141.5
"15","2012-05-10",146.699997
"16","2012-05-11",157.800003
"17","2012-05-14",149.199997
"18","2012-05-15",147.199997
"19","2012-05-16",146.800003
"20","2012-05-17",144.699997
"21","2012-05-18",142.5
"22","2012-05-21",150
"23","2012-05-22",147.399994
"24","2012-05-23",147.699997
"25","2012-05-24",146.199997
"26","2012-05-25",146.199997
"27","2012-05-29",154.899994
"28","2012-05-30",152.300003
"29","2012-05-31",143.399994
"30","2012-06-01",130.399994
"31","2012-06-04",119.5
"32","2012-06-05",123.5
"33","2012-06-06",126.099998
"34","2012-06-07",135.300003
"35","2012-06-08",135
"36","2012-06-11",126.400002
"37","2012-06-12",124.400002
"38","2012-06-13",107.900002
"39","2012-06-14",109.400002
"40","2012-06-15",119.800003
"41","2012-06-18",116.5
"42","2012-06-19",116.5
"43","2012-06-20",112
"44","2012-06-21",109.800003
"45","2012-06-22",107
"46","2012-06-25",101.699997
"47","2012-06-26",97.300003
"48","2012-06-27",97.5
"49","2012-06-28",95.099998
"50","2012-06-29",97.099998
"51","2012-07-02",99.5
"52","2012-07-03",103.5
"53","2012-07-05",104.599998
"54","2012-07-06",103.5
"55","2012-07-09",109.699997
"56","2012-07-10",105.400002
"57","2012-07-11",102.699997
"58","2012-07-12",102.300003
"59","2012-07-13",108.400002
"60","2012-07-16",105.599998
"61","2012-07-17",105.900002
"62","2012-07-18",107.300003
"63","2012-07-19",103.5
"64","2012-07-20",100.699997
"65","2012-07-23",98.699997
"66","2012-07-24",94.099998
"67","2012-07-25",91.699997
"68","2012-07-26",89.199997
"69","2012-07-27",89.300003
"70","2012-07-30",86.900002
"71","2012-07-31",85.199997
"72","2012-08-01",81.300003
"73","2012-08-02",78.099998
"74","2012-08-03",78.599998
"75","2012-08-06",80.5
"76","2012-08-07",79.800003
"77","2012-08-08",80
"78","2012-08-09",79.900002
"79","2012-08-10",80
"80","2012-08-13",78.199997
"81","2012-08-14",73.400002
"82","2012-08-15",75
"83","2012-08-16",75.5
"84","2012-08-17",79
"85","2012-08-20",80
"86","2012-08-21",80.099998
"87","2012-08-22",79.900002
"88","2012-08-23",82.099998
"89","2012-08-24",81.900002
"90","2012-08-27",81.599998
"91","2012-08-28",81.300003
"92","2012-08-29",80.099998
"93","2012-08-30",81.5
"94","2012-08-31",81.5
"95","2012-09-04",78.699997
"96","2012-09-05",77
"97","2012-09-06",77.099998
"98","2012-09-07",75.599998
"99","2012-09-10",80
"100","2012-09-11",83.699997
"101","2012-09-12",84.900002
"102","2012-09-13",85
"103","2012-09-14",91.300003
"104","2012-09-17",87.300003
"105","2012-09-18",83.400002
"106","2012-09-19",84.900002
"107","2012-09-20",87.400002
"108","2012-09-21",88.699997
"109","2012-09-24",85.5
"110","2012-09-25",85.800003
"111","2012-09-26",80.800003
"112","2012-09-27",86.5
"113","2012-09-28",86.5
"114","2012-10-01",87.800003
"115","2012-10-02",85.900002
"116","2012-10-03",87.300003
"117","2012-10-04",84.599998
"118","2012-10-05",84.5
"119","2012-10-08",81.300003
"120","2012-10-09",79.099998
"121","2012-10-10",79
"122","2012-10-11",76.400002
"123","2012-10-12",76.099998
"124","2012-10-15",75.900002
"125","2012-10-16",74.900002
"126","2012-10-17",74.300003
"127","2012-10-18",74.900002
"128","2012-10-19",73.099998
"129","2012-10-22",68.900002
"130","2012-10-23",67
"131","2012-10-24",64.800003
"132","2012-10-25",63.400002
"133","2012-10-26",61.400002
"134","2012-10-31",61.700001
"135","2012-11-01",61.700001
"136","2012-11-02",56.799999
"137","2012-11-05",56.900002
"138","2012-11-06",56.700001
"139","2012-11-07",53.599998
"140","2012-11-08",56.599998
"141","2012-11-09",53
"142","2012-11-12",53
"143","2012-11-13",55.200001
"144","2012-11-14",50
"145","2012-11-15",51.299999
"146","2012-11-16",53.099998
"147","2012-11-19",55.400002
"148","2012-11-20",58.599998
"149","2012-11-21",61.400002
"150","2012-11-23",62.599998
"151","2012-11-26",62.700001
"152","2012-11-27",61.599998
"153","2012-11-28",61.799999
"154","2012-11-29",64.199997
"155","2012-11-30",68.699997
"156","2012-12-03",69.699997
"157","2012-12-04",72.400002
"158","2012-12-05",72.599998
"159","2012-12-06",71.699997
"160","2012-12-07",72.099998
"161","2012-12-10",71.699997
"162","2012-12-11",71.300003
"163","2012-12-12",73.900002
"164","2012-12-13",71.5
"165","2012-12-14",73.800003
"166","2012-12-17",73.699997
"167","2012-12-18",72.300003
"168","2012-12-19",71.900002
"169","2012-12-20",72.5
"170","2012-12-21",72.300003
"171","2012-12-24",72.599998
"172","2012-12-26",69.599998
"173","2012-12-27",69.800003
"174","2012-12-28",67.900002
"175","2012-12-31",68.900002
"176","2013-01-02",71.800003
"177","2013-01-03",71.900002
"178","2013-01-04",75.900002
"179","2013-01-07",74.199997
"180","2013-01-08",75.800003
"181","2013-01-09",74.300003
"182","2013-01-10",74
"183","2013-01-11",72
"184","2013-01-14",73.5
"185","2013-01-15",72.5
"186","2013-01-16",71.599998
"187","2013-01-17",70.800003
"188","2013-01-18",69.800003
"189","2013-01-22",71.400002
"190","2013-01-23",70.199997
"191","2013-01-24",68.800003
"192","2013-01-25",69
"193","2013-01-28",68.800003
"194","2013-01-29",68.300003
"195","2013-01-30",70.800003
"196","2013-01-31",71
"197","2013-02-01",73.400002
"198","2013-02-04",74.900002
"199","2013-02-05",80.599998
"200","2013-02-06",79.800003
"201","2013-02-07",79
"202","2013-02-08",83.199997
"203","2013-02-11",81.300003
"204","2013-02-12",79.300003
"205","2013-02-13",79
"206","2013-02-14",78.699997
"207","2013-02-15",78
"208","2013-02-19",81.400002
"209","2013-02-20",75
"210","2013-02-21",75.5
"211","2013-02-22",76.800003
"212","2013-02-25",72.199997
"213","2013-02-26",72.099998
"214","2013-02-27",73.5
"215","2013-02-28",74.599998
"216","2013-03-01",73.400002
"217","2013-03-04",70.599998
"218","2013-03-05",73.099998
"219","2013-03-06",78.199997
"220","2013-03-07",84.900002
"221","2013-03-08",84
"222","2013-03-11",83.199997
"223","2013-03-12",77
"224","2013-03-13",82
"225","2013-03-14",80.699997
"226","2013-03-15",82.199997
"227","2013-03-18",84.699997
"228","2013-03-19",83.199997
"229","2013-03-20",85
"230","2013-03-21",87.900002
"231","2013-03-22",87.5
"232","2013-03-25",86.800003
"233","2013-03-26",88.300003
"234","2013-03-27",86
"235","2013-03-28",85.5
"236","2013-04-01",81.099998
"237","2013-04-02",79.699997
"238","2013-04-03",73.800003
"239","2013-04-04",66.699997
"240","2013-04-05",71.099998
"241","2013-04-08",70.5
"242","2013-04-09",70.400002
"243","2013-04-10",72.900002
"244","2013-04-11",72.300003
"245","2013-04-12",68
"246","2013-04-15",62.900002
"247","2013-04-16",65.099998
"248","2013-04-17",60.099998
"249","2013-04-18",57.5
"250","2013-04-19",56.700001
"251","2013-04-22",55
"252","2013-04-23",56.299999
"253","2013-04-24",57.400002
"254","2013-04-25",61.099998
"255","2013-04-26",58.599998
"256","2013-04-29",58.799999
"257","2013-04-30",57.700001
"258","2013-05-01",56
"259","2013-05-02",55.700001
"260","2013-05-03",57.400002
"261","2013-05-06",58.299999
"262","2013-05-07",57.5
"263","2013-05-08",58
"264","2013-05-09",57
"265","2013-05-10",57.5
"266","2013-05-13",57
"267","2013-05-14",57.799999
"268","2013-05-15",56.799999
"269","2013-05-16",56.700001
"270","2013-05-17",57.799999
"271","2013-05-20",59.599998
"272","2013-05-21",61.5
"273","2013-05-22",59.900002
"274","2013-05-23",60.299999
"275","2013-05-24",60.900002
"276","2013-05-28",67.400002
"277","2013-05-29",68.199997
"278","2013-05-30",69.199997
"279","2013-05-31",68.300003
"280","2013-06-03",67.800003
"281","2013-06-04",67.5
"282","2013-06-05",66
"283","2013-06-06",65.099998
"284","2013-06-07",63.700001
"285","2013-06-10",62.5
"286","2013-06-11",61.799999
"287","2013-06-12",60.599998
"288","2013-06-13",63.200001
"289","2013-06-14",61.5
"290","2013-06-17",64.099998
"291","2013-06-18",64.599998
"292","2013-06-19",62.299999
"293","2013-06-20",60.400002
"294","2013-06-21",58.099998
"295","2013-06-24",59.900002
"296","2013-06-25",58.400002
"297","2013-06-26",57.099998
"298","2013-06-27",54.900002
"299","2013-06-28",54.099998
"300","2013-07-01",54.099998
"301","2013-07-02",54.900002
"302","2013-07-03",56.599998
"303","2013-07-05",57
"304","2013-07-08",56.5
"305","2013-07-09",58.099998
"306","2013-07-10",60
"307","2013-07-11",59.5
"308","2013-07-12",59.700001
"309","2013-07-15",59.900002
"310","2013-07-16",61.700001
"311","2013-07-17",64
"312","2013-07-18",63.599998
"313","2013-07-19",61.900002
"314","2013-07-22",63.700001
"315","2013-07-23",62.200001
"316","2013-07-24",61.5
"317","2013-07-25",60.5
"318","2013-07-26",60
"319","2013-07-29",59.900002
"320","2013-07-30",59.400002
"321","2013-07-31",60
"322","2013-08-01",58.099998
"323","2013-08-02",56.5
"324","2013-08-05",55.700001
"325","2013-08-06",50.299999
"326","2013-08-07",49.200001
"327","2013-08-08",48.400002
"328","2013-08-09",47
"329","2013-08-12",44.799999
"330","2013-08-13",46
"331","2013-08-14",45.400002
"332","2013-08-15",44.799999
"333","2013-08-16",45.700001
"334","2013-08-19",44.299999
"335","2013-08-20",43.900002
"336","2013-08-21",43.200001
"337","2013-08-22",44.299999
"338","2013-08-23",43.799999
"339","2013-08-26",43.799999
"340","2013-08-27",44.900002
"341","2013-08-28",47.799999
"342","2013-08-29",46
"343","2013-08-30",45.200001
"344","2013-09-03",46.099998
"345","2013-09-04",45.5
"346","2013-09-05",46
"347","2013-09-06",48.299999
"348","2013-09-09",50.299999
"349","2013-09-10",50
"350","2013-09-11",57.200001
"351","2013-09-12",58.700001
"352","2013-09-13",54.799999
"353","2013-09-16",52.799999
"354","2013-09-17",52.799999
"355","2013-09-18",53.799999
"356","2013-09-19",56.299999
"357","2013-09-20",56.700001
"358","2013-09-23",56.099998
"359","2013-09-24",54.799999
"360","2013-09-25",53.799999
"361","2013-09-26",54.599998
"362","2013-09-27",53.200001
"363","2013-09-30",51.299999
"364","2013-10-01",50
"365","2013-10-02",51.700001
"366","2013-10-03",50
"367","2013-10-04",53.599998
"368","2013-10-07",51.5
"369","2013-10-08",51.099998
"370","2013-10-09",50
"371","2013-10-10",51.099998
"372","2013-10-11",52
"373","2013-10-14",51.599998
"374","2013-10-15",56.299999
"375","2013-10-16",62.200001
"376","2013-10-17",64.400002
"377","2013-10-18",64.5
"378","2013-10-21",60.900002
"379","2013-10-22",60.700001
"380","2013-10-23",59.099998
"381","2013-10-24",58.099998
"382","2013-10-25",57.799999
"383","2013-10-28",56.700001
"384","2013-10-29",57.299999
"385","2013-10-30",56.099998
"386","2013-10-31",56.400002
"387","2013-11-01",57.299999
"388","2013-11-04",60.599998
"389","2013-11-05",60
"390","2013-11-06",58.599998
"391","2013-11-07",55.200001
"392","2013-11-08",57.299999
"393","2013-11-11",58.200001
"394","2013-11-12",57.299999
"395","2013-11-13",60
"396","2013-11-14",60.299999
"397","2013-11-15",60.400002
"398","2013-11-18",57.299999
"399","2013-11-19",55.599998
"400","2013-11-20",53.200001
"401","2013-11-21",56.5
"402","2013-11-22",56.900002
"403","2013-11-25",59.099998
"404","2013-11-26",58.900002
"405","2013-11-27",58.200001
"406","2013-11-29",60.099998
"407","2013-12-02",58.5
"408","2013-12-03",59.900002
"409","2013-12-04",59.599998
"410","2013-12-05",61
"411","2013-12-06",58.799999
