"","date","EBS"
"213","2007-11-05",8.92
"214","2007-11-06",8.42
"215","2007-11-07",8.2
"216","2007-11-08",6.91
"217","2007-11-09",6.3
"218","2007-11-12",6.12
"219","2007-11-13",6.04
"220","2007-11-14",5.23
"221","2007-11-15",4.78
"222","2007-11-16",5.07
"223","2007-11-19",5.05
"224","2007-11-20",4.9
"225","2007-11-21",5.1
"226","2007-11-23",5.3
"227","2007-11-26",4.76
"228","2007-11-27",5
"229","2007-11-28",5.05
"230","2007-11-29",4.98
"231","2007-11-30",5.59
"232","2007-12-03",5.51
"233","2007-12-04",5.29
"234","2007-12-05",5.1
"235","2007-12-06",5.3
"236","2007-12-07",5.4
"237","2007-12-10",5.38
"238","2007-12-11",5.25
"239","2007-12-12",5.26
"240","2007-12-13",5.15
"241","2007-12-14",5
"242","2007-12-17",4.87
"243","2007-12-18",4.94
"244","2007-12-19",4.81
"245","2007-12-20",4.71
"246","2007-12-21",4.85
"247","2007-12-24",5.39
"248","2007-12-26",5.42
"249","2007-12-27",5.28
"250","2007-12-28",5.17
"251","2007-12-31",5.06
"252","2008-01-02",5.09
"253","2008-01-03",5
"254","2008-01-04",4.99
"255","2008-01-07",6.93
"256","2008-01-08",7.18
"257","2008-01-09",7.3
"258","2008-01-10",8
"259","2008-01-11",7.69
"260","2008-01-14",8
"261","2008-01-15",7.97
"262","2008-01-16",7.42
"263","2008-01-17",7.75
"264","2008-01-18",7.34
"265","2008-01-22",6.83
"266","2008-01-23",6.97
"267","2008-01-24",7.42
"268","2008-01-25",7.13
"269","2008-01-28",7.27
"270","2008-01-29",7.92
"271","2008-01-30",7.88
"272","2008-01-31",7.46
"273","2008-02-01",7.35
"274","2008-02-04",7.61
"275","2008-02-05",7.41
"276","2008-02-06",7.5
"277","2008-02-07",7.42
"278","2008-02-08",7.39
"279","2008-02-11",7.33
"280","2008-02-12",7.63
"281","2008-02-13",7.82
"282","2008-02-14",7.77
"283","2008-02-15",7.64
"284","2008-02-19",7.77
"285","2008-02-20",7.46
"286","2008-02-21",7.12
"287","2008-02-22",6.93
"288","2008-02-25",7.07
"289","2008-02-26",6.99
"290","2008-02-27",7
"291","2008-02-28",6.95
"292","2008-02-29",7.47
"293","2008-03-03",7.57
"294","2008-03-04",7.61
"295","2008-03-05",7.15
"296","2008-03-06",6.91
"297","2008-03-07",6.89
"298","2008-03-10",7
"299","2008-03-11",7.05
"300","2008-03-12",7.11
"301","2008-03-13",6.9
"302","2008-03-14",7.04
"303","2008-03-17",7.07
"304","2008-03-18",7.3
"305","2008-03-19",7.44
"306","2008-03-20",7.51
"307","2008-03-24",7.79
"308","2008-03-25",7.76
"309","2008-03-26",7.85
"310","2008-03-27",8.53
"311","2008-03-28",8.95
"312","2008-03-31",8.92
"313","2008-04-01",9.45
"314","2008-04-02",9.5
"315","2008-04-03",9.46
"316","2008-04-04",9.22
"317","2008-04-07",9.3
"318","2008-04-08",9.47
"319","2008-04-09",9.63
"320","2008-04-10",9.59
"321","2008-04-11",9.47
"322","2008-04-14",8.77
"323","2008-04-15",8.87
"324","2008-04-16",8.9
"325","2008-04-17",8.88
"326","2008-04-18",8.99
"327","2008-04-21",8.88
"328","2008-04-22",8.79
"329","2008-04-23",8.8
"330","2008-04-24",9.03
"331","2008-04-25",9.11
"332","2008-04-28",9.58
"333","2008-04-29",9.25
"334","2008-04-30",9.41
"335","2008-05-01",9.74
"336","2008-05-02",9.83
"337","2008-05-05",9.99
"338","2008-05-06",10.02
"339","2008-05-07",9.43
"340","2008-05-08",8.74
"341","2008-05-09",8.44
"342","2008-05-12",8.5
"343","2008-05-13",8.79
"344","2008-05-14",9.02
"345","2008-05-15",8.86
"346","2008-05-16",9.02
"347","2008-05-19",8.89
"348","2008-05-20",8.76
"349","2008-05-21",8.85
"350","2008-05-22",9.15
"351","2008-05-23",9.44
"352","2008-05-27",9.99
"353","2008-05-28",10.55
"354","2008-05-29",10.35
"355","2008-05-30",10.75
"356","2008-06-02",10.56
"357","2008-06-03",9.98
"358","2008-06-04",10.32
"359","2008-06-05",10.64
"360","2008-06-06",10.59
"361","2008-06-09",10.49
"362","2008-06-10",10.37
"363","2008-06-11",10.39
"364","2008-06-12",10.47
"365","2008-06-13",10.8
"366","2008-06-16",10.49
"367","2008-06-17",10.5
"368","2008-06-18",11.03
"369","2008-06-19",11.02
"370","2008-06-20",10.1
"371","2008-06-23",9.73
"372","2008-06-24",9.98
"373","2008-06-25",10.51
"374","2008-06-26",10.4
"375","2008-06-27",10.22
"376","2008-06-30",9.93
"377","2008-07-01",10.28
"378","2008-07-02",10.64
"379","2008-07-03",10.49
"380","2008-07-07",11
"381","2008-07-08",11.89
"382","2008-07-09",11.19
"383","2008-07-10",12.04
"384","2008-07-11",12.05
"385","2008-07-14",12.2
"386","2008-07-15",11.91
"387","2008-07-16",12.36
"388","2008-07-17",12.43
"389","2008-07-18",12.49
"390","2008-07-21",12.47
"391","2008-07-22",12.77
"392","2008-07-23",12.83
"393","2008-07-24",12.97
"394","2008-07-25",12.79
"395","2008-07-28",12.21
"396","2008-07-29",12.7
"397","2008-07-30",13.04
"398","2008-07-31",13.47
"399","2008-08-01",13.69
"400","2008-08-04",13.88
"401","2008-08-05",14
"402","2008-08-06",13.99
"403","2008-08-07",10.64
"404","2008-08-08",10.68
"405","2008-08-11",10.55
"406","2008-08-12",10.89
"407","2008-08-13",10.9
"408","2008-08-14",11.26
"409","2008-08-15",11.31
"410","2008-08-18",11.46
"411","2008-08-19",11.68
"412","2008-08-20",11.9
"413","2008-08-21",11.73
"414","2008-08-22",12.03
"415","2008-08-25",12.33
"416","2008-08-26",12.49
"417","2008-08-27",13.32
"418","2008-08-28",14.39
"419","2008-08-29",13.86
"420","2008-09-02",13.89
"421","2008-09-03",13.79
"422","2008-09-04",13.74
"423","2008-09-05",13.45
"424","2008-09-08",13.73
"425","2008-09-09",12.98
"426","2008-09-10",13.23
"427","2008-09-11",13.46
"428","2008-09-12",13.75
"429","2008-09-15",13.75
"430","2008-09-16",14.31
"431","2008-09-17",13.12
"432","2008-09-18",13.97
"433","2008-09-19",13.75
"434","2008-09-22",13.91
"435","2008-09-23",13.77
"436","2008-09-24",14.21
"437","2008-09-25",14.26
"438","2008-09-26",14.65
"439","2008-09-29",14.29
"440","2008-09-30",13.09
"441","2008-10-01",13.83
"442","2008-10-02",12.92
"443","2008-10-03",12.59
"444","2008-10-06",13.5
"445","2008-10-07",13.23
"446","2008-10-08",13.32
"447","2008-10-09",12.39
"448","2008-10-10",13.41
"449","2008-10-13",13.68
"450","2008-10-14",15
"451","2008-10-15",15.29
"452","2008-10-16",16.66
"453","2008-10-17",16.58
"454","2008-10-20",18.299999
"455","2008-10-21",17.459999
"456","2008-10-22",17.1
"457","2008-10-23",15.21
"458","2008-10-24",15.65
"459","2008-10-27",14.4
"460","2008-10-28",15.86
"461","2008-10-29",16.93
"462","2008-10-30",17.549999
"463","2008-10-31",18.01
"464","2008-11-03",18.469999
"465","2008-11-04",17.879999
"466","2008-11-05",16.969999
"467","2008-11-06",17.040001
"468","2008-11-07",20.35
"469","2008-11-10",20.370001
"470","2008-11-11",19.790001
"471","2008-11-12",20
"472","2008-11-13",19.91
"473","2008-11-14",18.370001
"474","2008-11-17",18.620001
"475","2008-11-18",20.34
"476","2008-11-19",20.059999
"477","2008-11-20",18.15
"478","2008-11-21",17.440001
"479","2008-11-24",19.860001
"480","2008-11-25",21.219999
"481","2008-11-26",21.459999
"482","2008-11-28",22.620001
"483","2008-12-01",22.370001
"484","2008-12-02",24.24
"485","2008-12-03",23.629999
"486","2008-12-04",21.92
"487","2008-12-05",22.860001
"488","2008-12-08",24.379999
"489","2008-12-09",23.77
"490","2008-12-10",25.110001
"491","2008-12-11",23.450001
"492","2008-12-12",24.110001
"493","2008-12-15",22.469999
"494","2008-12-16",22.709999
"495","2008-12-17",24.049999
"496","2008-12-18",25.299999
"497","2008-12-19",25.360001
"498","2008-12-22",24.75
"499","2008-12-23",24.92
"500","2008-12-24",24.49
"501","2008-12-26",25.450001
"502","2008-12-29",23.379999
"503","2008-12-30",25.93
"504","2008-12-31",26.110001
"505","2009-01-02",25.09
"506","2009-01-05",26.26
"507","2009-01-06",25.24
"508","2009-01-07",25.6
"509","2009-01-08",25.790001
"510","2009-01-09",23.719999
"511","2009-01-12",22.620001
"512","2009-01-13",22.83
"513","2009-01-14",22.540001
"514","2009-01-15",23.33
"515","2009-01-16",23.41
"516","2009-01-20",22.85
"517","2009-01-21",24
"518","2009-01-22",23.209999
"519","2009-01-23",23.27
"520","2009-01-26",22.700001
"521","2009-01-27",22.200001
"522","2009-01-28",21.190001
"523","2009-01-29",22.190001
"524","2009-01-30",21.93
"525","2009-02-02",21.73
"526","2009-02-03",21.969999
"527","2009-02-04",22.02
"528","2009-02-05",22.709999
"529","2009-02-06",23.23
"530","2009-02-09",23.200001
"531","2009-02-10",22.5
"532","2009-02-11",23.68
"533","2009-02-12",25.01
"534","2009-02-13",25.07
"535","2009-02-17",24.200001
"536","2009-02-18",22.379999
"537","2009-02-19",21.290001
"538","2009-02-20",21.02
"539","2009-02-23",21.030001
"540","2009-02-24",22.120001
"541","2009-02-25",21.370001
"542","2009-02-26",20.540001
"543","2009-02-27",19.309999
"544","2009-03-02",18.24
"545","2009-03-03",18.08
"546","2009-03-04",18.25
"547","2009-03-05",17.48
"548","2009-03-06",19.91
"549","2009-03-09",18.9
"550","2009-03-10",18.49
"551","2009-03-11",16.690001
"552","2009-03-12",16.25
"553","2009-03-13",16.459999
"554","2009-03-16",14.88
"555","2009-03-17",14.96
"556","2009-03-18",14.38
"557","2009-03-19",12.99
"558","2009-03-20",12.6
"559","2009-03-23",13.4
"560","2009-03-24",15.15
"561","2009-03-25",14.21
"562","2009-03-26",14.4
"563","2009-03-27",14
"564","2009-03-30",13.47
"565","2009-03-31",13.51
"566","2009-04-01",13.4
"567","2009-04-02",12.53
"568","2009-04-03",12.29
"569","2009-04-06",12.34
"570","2009-04-07",13.19
"571","2009-04-08",12.95
"572","2009-04-09",12.85
"573","2009-04-13",12.97
"574","2009-04-14",12.08
"575","2009-04-15",12.28
"576","2009-04-16",10.94
"577","2009-04-17",11.34
"578","2009-04-20",10.58
"579","2009-04-21",11.51
"580","2009-04-22",11
"581","2009-04-23",10.62
"582","2009-04-24",10.26
"583","2009-04-27",10.05
"584","2009-04-28",10.04
"585","2009-04-29",9.9
"586","2009-04-30",10.71
"587","2009-05-01",10.29
"588","2009-05-04",10.21
"589","2009-05-05",10.38
"590","2009-05-06",9.7
"591","2009-05-07",9.62
"592","2009-05-08",11.01
"593","2009-05-11",12.18
"594","2009-05-12",11.66
"595","2009-05-13",11.5
"596","2009-05-14",11.56
"597","2009-05-15",11.65
"598","2009-05-18",12.09
"599","2009-05-19",11.83
"600","2009-05-20",11.67
"601","2009-05-21",11.34
"602","2009-05-22",10.96
"603","2009-05-26",10.89
"604","2009-05-27",10.87
"605","2009-05-28",10.71
"606","2009-05-29",10.94
"607","2009-06-01",11.54
"608","2009-06-02",11.8
"609","2009-06-03",12.38
"610","2009-06-04",12.79
"611","2009-06-05",13.69
"612","2009-06-08",13.5
"613","2009-06-09",13.73
"614","2009-06-10",13.81
"615","2009-06-11",14.11
"616","2009-06-12",14.32
"617","2009-06-15",14.13
"618","2009-06-16",13.99
"619","2009-06-17",14.67
"620","2009-06-18",14.6
"621","2009-06-19",14.87
"622","2009-06-22",14.04
"623","2009-06-23",14.16
"624","2009-06-24",14.41
"625","2009-06-25",14.49
"626","2009-06-26",14.5
"627","2009-06-29",14.52
"628","2009-06-30",14.33
"629","2009-07-01",13.66
"630","2009-07-02",13.9
"631","2009-07-06",13.77
"632","2009-07-07",13.31
"633","2009-07-08",12.85
"634","2009-07-09",12.71
"635","2009-07-10",13
"636","2009-07-13",12.52
"637","2009-07-14",12.38
"638","2009-07-15",12.49
"639","2009-07-16",13.07
"640","2009-07-17",13.45
"641","2009-07-20",13.96
"642","2009-07-21",14.53
"643","2009-07-22",14.47
"644","2009-07-23",14.63
"645","2009-07-24",14.92
"646","2009-07-27",14.99
"647","2009-07-28",15
"648","2009-07-29",14.99
"649","2009-07-30",14.6
"650","2009-07-31",14.36
"651","2009-08-03",14.37
"652","2009-08-04",14.52
"653","2009-08-05",14.51
"654","2009-08-06",13.93
"655","2009-08-07",16.209999
"656","2009-08-10",17.379999
"657","2009-08-11",16.91
"658","2009-08-12",17.34
"659","2009-08-13",17.42
"660","2009-08-14",17.370001
"661","2009-08-17",16.209999
"662","2009-08-18",16.26
"663","2009-08-19",16.709999
"664","2009-08-20",16.74
"665","2009-08-21",17.75
"666","2009-08-24",18.610001
"667","2009-08-25",18.91
"668","2009-08-26",19.15
"669","2009-08-27",18.49
"670","2009-08-28",17.870001
"671","2009-08-31",18.530001
"672","2009-09-01",17.91
"673","2009-09-02",18.07
"674","2009-09-03",17.540001
"675","2009-09-04",17.84
"676","2009-09-08",17.58
"677","2009-09-09",19.49
"678","2009-09-10",19.370001
"679","2009-09-11",19.32
"680","2009-09-14",19.290001
"681","2009-09-15",19.76
"682","2009-09-16",19.879999
"683","2009-09-17",19.66
"684","2009-09-18",19.200001
"685","2009-09-21",19.219999
"686","2009-09-22",18.35
"687","2009-09-23",18.18
"688","2009-09-24",18
"689","2009-09-25",18.41
"690","2009-09-28",18.110001
"691","2009-09-29",17.73
"692","2009-09-30",17.66
"693","2009-10-01",16.940001
"694","2009-10-02",16.9
"695","2009-10-05",17.25
"696","2009-10-06",17.799999
"697","2009-10-07",17.57
"698","2009-10-08",17.48
"699","2009-10-09",17.51
"700","2009-10-12",17.42
"701","2009-10-13",17
"702","2009-10-14",17.27
"703","2009-10-15",17.25
"704","2009-10-16",16.290001
"705","2009-10-19",15.68
"706","2009-10-20",14.74
"707","2009-10-21",14.87
"708","2009-10-22",15.1
"709","2009-10-23",14.99
"710","2009-10-26",15.02
"711","2009-10-27",14.73
"712","2009-10-28",14.1
"713","2009-10-29",14.87
"714","2009-10-30",14.42
"715","2009-11-02",14.59
"716","2009-11-03",15.73
"717","2009-11-04",15.54
"718","2009-11-05",15.52
"719","2009-11-06",15.66
"720","2009-11-09",15.55
"721","2009-11-10",15.41
"722","2009-11-11",15.25
"723","2009-11-12",14.86
"724","2009-11-13",13.48
"725","2009-11-16",14.11
"726","2009-11-17",14.08
"727","2009-11-18",14.01
"728","2009-11-19",13.83
"729","2009-11-20",13.79
"730","2009-11-23",13.98
"731","2009-11-24",14.26
"732","2009-11-25",14.19
"733","2009-11-27",14.23
"734","2009-11-30",14.36
"735","2009-12-01",14.49
"736","2009-12-02",14.89
"737","2009-12-03",14.57
"738","2009-12-04",14.53
"739","2009-12-07",14.4
"740","2009-12-08",13.25
"741","2009-12-09",13.23
"742","2009-12-10",13.11
"743","2009-12-11",13.01
"744","2009-12-14",13.13
"745","2009-12-15",12.99
"746","2009-12-16",12.6
"747","2009-12-17",12.54
"748","2009-12-18",12.56
"749","2009-12-21",12.62
"750","2009-12-22",12.49
"751","2009-12-23",12.48
"752","2009-12-24",12.66
"753","2009-12-28",13.49
"754","2009-12-29",13.63
"755","2009-12-30",13.8
"756","2009-12-31",13.59
"757","2010-01-04",13.81
"758","2010-01-05",13.77
"759","2010-01-06",13.79
"760","2010-01-07",13.74
"761","2010-01-08",13.77
"762","2010-01-11",13.99
"763","2010-01-12",13.56
"764","2010-01-13",13.71
"765","2010-01-14",14.04
"766","2010-01-15",13.69
"767","2010-01-19",14.39
"768","2010-01-20",14.31
"769","2010-01-21",13.96
"770","2010-01-22",14.2
"771","2010-01-25",13.94
"772","2010-01-26",14.34
"773","2010-01-27",15.31
"774","2010-01-28",14.77
"775","2010-01-29",14.32
"776","2010-02-01",14.47
"777","2010-02-02",14.45
"778","2010-02-03",14.23
"779","2010-02-04",13.89
"780","2010-02-05",13.63
"781","2010-02-08",13.46
"782","2010-02-09",13.9
"783","2010-02-10",14
"784","2010-02-11",14.6
"785","2010-02-12",14.87
"786","2010-02-16",14.79
"787","2010-02-17",14.91
"788","2010-02-18",14.92
"789","2010-02-19",14.72
"790","2010-02-22",14.59
"791","2010-02-23",14.61
"792","2010-02-24",14.58
"793","2010-02-25",14.75
"794","2010-02-26",14.66
"795","2010-03-01",14.89
"796","2010-03-02",15.08
"797","2010-03-03",15.15
"798","2010-03-04",14.93
"799","2010-03-05",15.89
"800","2010-03-08",15.91
"801","2010-03-09",15.81
"802","2010-03-10",16
"803","2010-03-11",15.99
"804","2010-03-12",15.96
"805","2010-03-15",16.32
"806","2010-03-16",16.52
"807","2010-03-17",16.32
"808","2010-03-18",16.4
"809","2010-03-19",16.25
"810","2010-03-22",16.559999
"811","2010-03-23",16.85
"812","2010-03-24",16.780001
"813","2010-03-25",16.76
"814","2010-03-26",16.9
"815","2010-03-29",16.889999
"816","2010-03-30",16.84
"817","2010-03-31",16.790001
"818","2010-04-01",16.74
"819","2010-04-05",16.690001
"820","2010-04-06",16.620001
"821","2010-04-07",16.530001
"822","2010-04-08",16.450001
"823","2010-04-09",16.370001
"824","2010-04-12",15.83
"825","2010-04-13",15.72
"826","2010-04-14",15.98
"827","2010-04-15",15.64
"828","2010-04-16",15.47
"829","2010-04-19",15.67
"830","2010-04-20",15.79
"831","2010-04-21",16.07
"832","2010-04-22",15.67
"833","2010-04-23",15.93
"834","2010-04-26",16.1
"835","2010-04-27",15.99
"836","2010-04-28",16.15
"837","2010-04-29",16.57
"838","2010-04-30",16.280001
"839","2010-05-03",16.530001
"840","2010-05-04",15.81
"841","2010-05-05",15.23
"842","2010-05-06",15.08
"843","2010-05-07",15
"844","2010-05-10",15.53
"845","2010-05-11",16.32
"846","2010-05-12",17
"847","2010-05-13",17.1
"848","2010-05-14",16.879999
"849","2010-05-17",16.98
"850","2010-05-18",16.32
"851","2010-05-19",16.129999
"852","2010-05-20",15.9
"853","2010-05-21",15.67
"854","2010-05-24",15.39
"855","2010-05-25",15
"856","2010-05-26",15.26
"857","2010-05-27",15.76
"858","2010-05-28",15.75
"859","2010-06-01",15.14
"860","2010-06-02",15.53
"861","2010-06-03",15.98
"862","2010-06-04",14.99
"863","2010-06-07",14.52
"864","2010-06-08",14.48
"865","2010-06-09",14.41
"866","2010-06-10",15.41
"867","2010-06-11",15.64
"868","2010-06-14",15.75
"869","2010-06-15",15.93
"870","2010-06-16",15.88
"871","2010-06-17",15.89
"872","2010-06-18",15.88
"873","2010-06-21",15.78
"874","2010-06-22",15.72
"875","2010-06-23",15.75
"876","2010-06-24",15.73
"877","2010-06-25",16
"878","2010-06-28",15.98
"879","2010-06-29",15.97
"880","2010-06-30",16.34
"881","2010-07-01",15.44
"882","2010-07-02",15.55
"883","2010-07-06",15.83
"884","2010-07-07",15.53
"885","2010-07-08",15.73
"886","2010-07-09",15.52
"887","2010-07-12",14.87
"888","2010-07-13",16.549999
"889","2010-07-14",17.559999
"890","2010-07-15",18
"891","2010-07-16",17.26
"892","2010-07-19",17.75
"893","2010-07-20",18.93
"894","2010-07-21",18.709999
"895","2010-07-22",18.99
"896","2010-07-23",19.23
"897","2010-07-26",19.24
"898","2010-07-27",19
"899","2010-07-28",18.639999
"900","2010-07-29",18.559999
"901","2010-07-30",18.57
"902","2010-08-02",19.15
"903","2010-08-03",18.969999
"904","2010-08-04",19.049999
"905","2010-08-05",18.98
"906","2010-08-06",19.83
"907","2010-08-09",19.9
"908","2010-08-10",19.35
"909","2010-08-11",18.98
"910","2010-08-12",18.5
"911","2010-08-13",17.43
"912","2010-08-16",17.709999
"913","2010-08-17",17.540001
"914","2010-08-18",17.66
"915","2010-08-19",17.440001
"916","2010-08-20",17.559999
"917","2010-08-23",17.09
"918","2010-08-24",16.790001
"919","2010-08-25",17.129999
"920","2010-08-26",17.1
"921","2010-08-27",17.42
"922","2010-08-30",17.85
"923","2010-08-31",18.16
"924","2010-09-01",18.940001
"925","2010-09-02",18.879999
"926","2010-09-03",18.92
"927","2010-09-07",18.440001
"928","2010-09-08",18.459999
"929","2010-09-09",18.48
"930","2010-09-10",18.48
"931","2010-09-13",18.43
"932","2010-09-14",18.49
"933","2010-09-15",18.52
"934","2010-09-16",18.129999
"935","2010-09-17",18.41
"936","2010-09-20",18.799999
"937","2010-09-21",18.76
"938","2010-09-22",17.98
"939","2010-09-23",17.98
"940","2010-09-24",18.290001
"941","2010-09-27",17.889999
"942","2010-09-28",17.469999
"943","2010-09-29",17.4
"944","2010-09-30",17.26
"945","2010-10-01",17.73
"946","2010-10-04",17.74
"947","2010-10-05",18.51
"948","2010-10-06",17.85
"949","2010-10-07",17.879999
"950","2010-10-08",18.059999
"951","2010-10-11",18
"952","2010-10-12",18.26
"953","2010-10-13",18.639999
"954","2010-10-14",18.58
"955","2010-10-15",18.32
"956","2010-10-18",18.48
"957","2010-10-19",18.440001
"958","2010-10-20",18.450001
"959","2010-10-21",18.42
"960","2010-10-22",18.540001
"961","2010-10-25",18.450001
"962","2010-10-26",18.299999
"963","2010-10-27",18.370001
"964","2010-10-28",18.26
"965","2010-10-29",18.07
"966","2010-11-01",17.76
"967","2010-11-02",18.15
"968","2010-11-03",18.059999
"969","2010-11-04",18.24
"970","2010-11-05",18.110001
"971","2010-11-08",17.700001
"972","2010-11-09",17.59
"973","2010-11-10",18.76
"974","2010-11-11",18.59
"975","2010-11-12",18.219999
"976","2010-11-15",18.549999
"977","2010-11-16",18.030001
"978","2010-11-17",18.040001
"979","2010-11-18",18.190001
"980","2010-11-19",18.309999
"981","2010-11-22",17.889999
"982","2010-11-23",17.75
"983","2010-11-24",18.25
"984","2010-11-26",18.290001
"985","2010-11-29",18.370001
"986","2010-11-30",18.32
"987","2010-12-01",18.59
"988","2010-12-02",18.5
"989","2010-12-03",18.49
"990","2010-12-06",18.52
"991","2010-12-07",18.77
"992","2010-12-08",18.790001
"993","2010-12-09",18.99
"994","2010-12-10",19.75
