"","date","CIG"
"1","2007-01-03",7.140651
"2","2007-01-04",7.020604
"3","2007-01-05",6.71687
"4","2007-01-08",6.747243
"5","2007-01-09",6.654676
"6","2007-01-10",6.813776
"7","2007-01-11",6.828239
"8","2007-01-12",6.906342
"9","2007-01-16",6.724102
"10","2007-01-17",6.753028
"11","2007-01-18",6.588144
"12","2007-01-19",6.65323
"13","2007-01-22",6.757368
"14","2007-01-23",6.857166
"15","2007-01-24",6.958411
"16","2007-01-25",6.958411
"17","2007-01-26",6.89911
"18","2007-01-29",6.874522
"19","2007-01-30",6.848488
"20","2007-01-31",6.974321
"21","2007-02-01",6.967089
"22","2007-02-02",6.987338
"23","2007-02-05",7.100153
"24","2007-02-06",7.014819
"25","2007-02-07",6.93093
"26","2007-02-08",6.893325
"27","2007-02-09",6.847042
"28","2007-02-12",6.789187
"29","2007-02-13",6.881754
"30","2007-02-14",7.056763
"31","2007-02-15",7.023497
"32","2007-02-16",7.02639
"33","2007-02-20",7.130527
"34","2007-02-21",7.185488
"35","2007-02-22",7.337356
"36","2007-02-23",7.311321
"37","2007-02-26",7.341695
"38","2007-02-27",6.825346
"39","2007-02-28",6.93093
"40","2007-03-01",7.228879
"41","2007-03-02",6.939608
"42","2007-03-05",6.724102
"43","2007-03-06",6.939608
"44","2007-03-07",6.926591
"45","2007-03-08",6.993124
"46","2007-03-09",7.14499
"47","2007-03-12",7.100153
"48","2007-03-13",6.777617
"49","2007-03-14",6.783402
"50","2007-03-15",6.79208
"51","2007-03-16",6.695174
"52","2007-03-19",6.838363
"53","2007-03-20",6.913574
"54","2007-03-21",7.143544
"55","2007-03-22",7.139205
"56","2007-03-23",7.156561
"57","2007-03-26",7.165239
"58","2007-03-27",7.094368
"59","2007-03-28",6.969982
"60","2007-03-29",7.185488
"61","2007-03-30",7.036514
"62","2007-04-02",7.061102
"63","2007-04-03",7.160901
"64","2007-04-04",7.202845
"65","2007-04-05",7.220201
"66","2007-04-09",7.276609
"67","2007-04-10",7.280948
"68","2007-04-11",7.205738
"69","2007-04-12",7.27227
"70","2007-04-13",7.492115
"71","2007-04-16",7.654107
"72","2007-04-17",7.739442
"73","2007-04-18",7.846472
"74","2007-04-19",7.894202
"75","2007-04-20",8.092353
"76","2007-04-23",7.933254
"77","2007-04-24",7.873953
"78","2007-04-25",8.166117
"79","2007-04-26",8.134297
"80","2007-04-27",7.630966
"81","2007-04-30",7.50224
"82","2007-05-01",7.506579
"83","2007-05-02",7.677249
"84","2007-05-03",7.782833
"85","2007-05-04",7.826223
"86","2007-05-07",7.832009
"87","2007-05-08",7.821161
"88","2007-05-09",7.970859
"89","2007-05-10",7.821161
"90","2007-05-11",7.988215
"91","2007-05-14",8.048962
"92","2007-05-15",8.129234
"93","2007-05-16",8.3809
"94","2007-05-17",8.237711
"95","2007-05-18",8.309306
"96","2007-05-21",8.333171
"97","2007-05-22",8.298458
"98","2007-05-23",8.153099
"99","2007-05-24",7.936146
"100","2007-05-25",8.194321
"101","2007-05-29",8.183473
"102","2007-05-30",8.294119
"103","2007-05-31",8.554462
"104","2007-06-01",9.101185
"105","2007-06-04",8.923284
"106","2007-06-05",8.691143
"107","2007-06-06",8.463343
"108","2007-06-07",8.207337
"109","2007-06-08",8.649922
"110","2007-06-11",8.899418
"111","2007-06-12",9.029591
"112","2007-06-13",9.107694
"113","2007-06-14",9.242205
"114","2007-06-15",9.420106
"115","2007-06-18",9.476514
"116","2007-06-19",9.524243
"117","2007-06-20",9.294273
"118","2007-06-21",9.702145
"119","2007-06-22",9.346342
"120","2007-06-25",9.294273
"121","2007-06-26",9.211831
"122","2007-06-27",9.285595
"123","2007-06-28",9.046947
"124","2007-06-29",9.155423
"125","2007-07-02",9.663094
"126","2007-07-03",9.415767
"127","2007-07-05",9.506887
"128","2007-07-06",9.667433
"129","2007-07-09",9.593668
"130","2007-07-10",9.328985
"131","2007-07-11",9.524243
"132","2007-07-12",9.780248
"133","2007-07-13",9.671772
"134","2007-07-16",9.441801
"135","2007-07-17",9.498209
"136","2007-07-18",9.49387
"137","2007-07-19",9.645738
"138","2007-07-20",9.511227
"139","2007-07-23",9.602346
"140","2007-07-24",9.129389
"141","2007-07-25",9.046947
"142","2007-07-26",8.487207
"143","2007-07-27",8.621718
"144","2007-07-30",8.829993
"145","2007-07-31",8.838672
"146","2007-08-01",8.743212
"147","2007-08-02",8.860367
"148","2007-08-03",8.430799
"149","2007-08-06",8.587006
"150","2007-08-07",8.591345
"151","2007-08-08",8.98186
"152","2007-08-09",8.387409
"153","2007-08-10",8.257237
"154","2007-08-13",8.148761
"155","2007-08-14",7.684481
"156","2007-08-15",7.124742
"157","2007-08-16",7.011926
"158","2007-08-17",7.541292
"159","2007-08-20",7.602038
"160","2007-08-21",7.810314
"161","2007-08-22",8.066319
"162","2007-08-23",8.074996
"163","2007-08-24",8.283272
"164","2007-08-27",8.226864
"165","2007-08-28",7.792957
"166","2007-08-29",8.179133
"167","2007-08-30",8.01425
"168","2007-08-31",8.24422
"169","2007-09-04",8.291949
"170","2007-09-05",7.957842
"171","2007-09-06",8.122726
"172","2007-09-07",7.979537
"173","2007-09-10",7.82767
"174","2007-09-11",7.962181
"175","2007-09-12",7.975198
"176","2007-09-13",8.270254
"177","2007-09-14",8.331001
"178","2007-09-17",7.988215
"179","2007-09-18",8.56531
"180","2007-09-19",8.79528
"181","2007-09-20",8.656431
"182","2007-09-21",8.838672
"183","2007-09-24",8.98186
"184","2007-09-25",9.250882
"185","2007-09-26",9.424445
"186","2007-09-27",9.498209
"187","2007-09-28",9.255221
"188","2007-10-01",9.437462
"189","2007-10-02",9.242205
"190","2007-10-03",8.947148
"191","2007-10-04",9.033929
"192","2007-10-05",9.320308
"193","2007-10-08",9.311629
"194","2007-10-09",9.524243
"195","2007-10-10",9.285595
"196","2007-10-11",8.960165
"197","2007-10-12",9.129389
"198","2007-10-15",8.89074
"199","2007-10-16",8.678126
"200","2007-10-17",8.93847
"201","2007-10-18",8.947148
"202","2007-10-19",8.678126
"203","2007-10-22",8.712838
"204","2007-10-23",8.903757
"205","2007-10-24",8.825654
"206","2007-10-25",8.851688
"207","2007-10-26",8.934131
"208","2007-10-29",9.107694
"209","2007-10-30",9.07732
"210","2007-10-31",9.372376
"211","2007-11-01",9.081659
"212","2007-11-02",9.085999
"213","2007-11-05",9.207492
"214","2007-11-06",9.524243
"215","2007-11-07",9.576312
"216","2007-11-08",9.467835
"217","2007-11-09",9.276917
"218","2007-11-12",8.843011
"219","2007-11-13",9.242205
"220","2007-11-14",9.181458
"221","2007-11-15",9.012234
"222","2007-11-16",9.44614
"223","2007-11-19",8.990539
"224","2007-11-20",9.12071
"225","2007-11-21",8.617379
"226","2007-11-23",8.578328
"227","2007-11-26",7.914451
"228","2007-11-27",8.044623
"229","2007-11-28",8.652092
"230","2007-11-29",8.721517
"231","2007-11-30",9.090337
"232","2007-12-03",9.172779
"233","2007-12-04",9.029591
"234","2007-12-05",9.45048
"235","2007-12-06",9.706484
"236","2007-12-07",9.732518
"237","2007-12-10",9.454819
"238","2007-12-11",8.678126
"239","2007-12-12",8.75189
"240","2007-12-13",8.491547
"241","2007-12-14",8.495886
"242","2007-12-17",8.044623
"243","2007-12-18",8.19649
"244","2007-12-19",8.222525
"245","2007-12-20",8.187812
"246","2007-12-21",7.745227
"247","2007-12-24",7.792957
"248","2007-12-26",8.118387
"249","2007-12-27",7.996893
"250","2007-12-28",8.022927
"251","2007-12-31",8.009911
"252","2008-01-02",7.96652
"253","2008-01-03",8.070658
"254","2008-01-04",8.005571
"255","2008-01-07",7.983876
"256","2008-01-08",8.127065
"257","2008-01-09",8.526258
"258","2008-01-10",8.517581
"259","2008-01-11",8.326662
"260","2008-01-14",8.261576
"261","2008-01-15",7.879738
"262","2008-01-16",7.77994
"263","2008-01-17",7.445832
"264","2008-01-18",7.536952
"265","2008-01-22",7.398103
"266","2008-01-23",7.293965
"267","2008-01-24",7.328678
"268","2008-01-25",7.233218
"269","2008-01-28",7.172471
"270","2008-01-29",7.08569
"271","2008-01-30",6.85572
"272","2008-01-31",6.912127
"273","2008-02-01",7.020604
"274","2008-02-04",7.228879
"275","2008-02-05",6.907788
"276","2008-02-06",6.959857
"277","2008-02-07",6.964196
"278","2008-02-08",7.016265
"279","2008-02-11",7.120402
"280","2008-02-12",7.376407
"281","2008-02-13",7.567326
"282","2008-02-14",7.680141
"283","2008-02-15",7.719193
"284","2008-02-19",7.671463
"285","2008-02-20",7.901434
"286","2008-02-21",7.905773
"287","2008-02-22",8.035945
"288","2008-02-25",8.092353
"289","2008-02-26",8.435139
"290","2008-02-27",8.504563
"291","2008-02-28",8.400426
"292","2008-02-29",8.257237
"293","2008-03-03",8.682466
"294","2008-03-04",8.673787
"295","2008-03-05",8.89508
"296","2008-03-06",8.595684
"297","2008-03-07",8.122726
"298","2008-03-10",7.810314
"299","2008-03-11",8.044623
"300","2008-03-12",8.009911
"301","2008-03-13",7.940485
"302","2008-03-14",7.836348
"303","2008-03-17",7.628073
"304","2008-03-18",7.949163
"305","2008-03-19",7.623734
"306","2008-03-20",7.619395
"307","2008-03-24",7.606378
"308","2008-03-25",7.576004
"309","2008-03-26",7.306982
"310","2008-03-27",7.632412
"311","2008-03-28",7.654107
"312","2008-03-31",7.82767
"313","2008-04-01",8.109709
"314","2008-04-02",8.560971
"315","2008-04-03",8.595684
"316","2008-04-04",8.543615
"317","2008-04-07",8.205169
"318","2008-04-08",8.443817
"319","2008-04-09",8.365713
"320","2008-04-10",8.344018
"321","2008-04-11",8.265915
"322","2008-04-14",8.187812
"323","2008-04-15",8.218185
"324","2008-04-16",8.491547
"325","2008-04-17",8.695482
"326","2008-04-18",8.886401
"327","2008-04-21",8.977522
"328","2008-04-22",8.977522
"329","2008-04-23",9.025251
"330","2008-04-24",9.229187
"331","2008-04-25",9.428784
"332","2008-04-28",8.699821
"333","2008-04-29",8.387409
"334","2008-04-30",8.899418
"335","2008-05-01",9.099015
"336","2008-05-02",9.489531
"337","2008-05-05",9.489531
"338","2008-05-06",9.472175
"339","2008-05-07",9.112033
"340","2008-05-08",9.129389
"341","2008-05-09",9.16844
"342","2008-05-12",9.116371
"343","2008-05-13",9.055625
"344","2008-05-14",9.046947
"345","2008-05-15",9.420106
"346","2008-05-16",9.81496
"347","2008-05-19",9.95815
"348","2008-05-20",9.945132
"349","2008-05-21",9.637059
"350","2008-05-22",9.571973
"351","2008-05-23",9.433123
"352","2008-05-27",9.411427
"353","2008-05-28",10.097
"354","2008-05-29",9.927776
"355","2008-05-30",10.257545
"356","2008-06-02",10.339988
"357","2008-06-03",10.166425
"358","2008-06-04",10.361683
"359","2008-06-05",10.717485
"360","2008-06-06",10.222833
"361","2008-06-09",10.630705
"362","2008-06-10",10.461481
"363","2008-06-11",10.431108
"364","2008-06-12",10.46582
"365","2008-06-13",10.300936
"366","2008-06-16",10.266223
"367","2008-06-17",10.413752
